"","hydration","ambient.humidity","ambient.temp","bins10lfm","bins20lfm","bins5lfm","bottle.wt","dry.wt","dw.flam.sample","fd","fh","fresh.wt","gd","gdw.gfw","gdw.gww","gdw.gww.saturated","glow","gr","gti","gww.gdw","gww.gdw.saturated","ignition","ignition.temp","ignition.temp.higher","individual","lfm","lfm.NAs.imputed","lfm.notes","lfm.outliers.out","max.mpa.sample","model","model.spp.gr","month","mpa","pfg","prop.ignite","prop.new","prop.new.lfm","ros","round","RWC","RWD","sample","sample.length","sample.wt","site","spp","start.temp","temp.change","temp.max","temp.max.higher","temp.start.higher","ttfg","tti","ttms","video.notes...56","video.notes...57","water.wt","ww.flam.sample","year","year.month","fh_nas_imputed","flam.index","mean.wt","dry.norm.fh","dry.norm.gd","dry.norm.fd","dry.norm.pfg","dry.norm.ttfg","dry.norm.tti","dry.norm.gti","ignition_num"
"1","hydrated",54,24,"(180,190]","(180,200]","(185,190]",7.2265,7.5939,3.5302785690134,NA,NA,8.281,NA,0.917026929114841,11.0521030417697,4.48709159078736,0,"(180,190]",0,1.870168753,2.018732493,0,NA,NA,"2020_September_ABCO_1.1",187.0168753,187.0168753,NA,187.0168753,-0.42,"HP","2020_September_HP_ABCO_(180,190]","September",2.38,NA,90,50,100,NA,6,92.6407416279696,7.35925837203037,1.1,10,3.8497,1,"ABCO",262.7,NA,NA,NA,223.6,NA,NA,NA,"NOGORI",NA,0.687100000000001,0.319421430986596,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2","hydrated",69,21,"(210,220]","(200,220]","(210,215]",7.2043,7.565,2.55263078216989,16,17,8.323,339,0.908927069566262,9.9802110817942,6.78642914331465,1,"(210,220]",313,2.101469365,2.101469365,2,239.7,225.7,"2020_September_ABCO_1.2",210.1469365,210.1469365,NA,210.1469365,-0.32,"HP","2020_September_HP_ABCO_(210,220]","September",0.701,10,100,60,100,0.625,2,100,0,1.2,10,2.8084,1,"ABCO",220.3,20.8,241.1,236.8,206.8,202,515,515,"gpe",NA,0.758,0.255769217830109,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"3","hydrated",51,26,"(170,180]","(160,180]","(170,175]",6.207,6.781,2.50306597516773,10,40,7.7802,NA,0.871571424899103,6.78642914331465,6.78642914331465,0,"(170,180]",NA,1.740766551,2.101469365,2,264.8,225.1,"2020_September_ABCO_1.2",174.0766551,174.0766551,NA,174.0766551,-0.32,"HP","2020_September_HP_ABCO_(170,180]","September",2.58,87,100,90,100,1,5,82.8356853539,17.1643146461,1.2,10,2.8719,1,"ABCO",269.7,-5.39999999999998,264.3,233.7,220.1,NA,418,421,NA,NA,0.9992,0.368834024832267,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"4","hydrated",50,26,"(120,130]","(120,140]","(125,130]",6.1659,6.6548,1.96271567244077,12,36,7.2854,221,0.913443325006177,10.5531240088804,5.11752028397566,1,"(120,130]",150,1.289834322,2.050323019,3,261.4,233.6,"2020_September_ABCO_1.5",128.9834322,128.9834322,NA,128.9834322,-0.16,"HP","2020_September_HP_ABCO_(120,130]","September",3.53,59,100,45,90,0.833333333333333,5,62.9088348541826,37.0911651458174,1.5,10,2.1487,1,"ABCO",265.9,-8.69999999999999,257.2,239.4,226.1,244,394,402,NA,NA,0.6306,0.185984327559228,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"5","hydrated",56,23,"(130,140]","(120,140]","(130,135]",6.1875,6.7118,4.78112105788423,20,NA,7.4148,234,0.905189620758483,9.54736842105264,4.99425412757291,1,"(130,140]",11,1.3408354,1.986086394,2,287.2,218.2,"2020_September_ABCO_1.6",134.08354,134.08354,NA,134.08354,-0.76,"HP","2020_September_HP_ABCO_(130,140]","September",2.57,203,100,75,40,0.5,4,67.5114337448102,32.4885662551898,1.6,10,5.2819,1,"ABCO",278.9,133.7,412.6,273.7,227,53,64,75,"2nd ignition:10:44:50 to10:45:12 w max temps332.2 and250","Missing lower",0.702999999999999,0.500778942115768,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6","hydrated",52,25,"(140,150]","(140,160]","(140,145]",7.266,7.482,3.09246652461878,10,NA,7.7908,105,0.960363505673358,24.229274611399,4.99425412757291,1,"(140,150]",26,1.42962963,1.986086394,2,282.4,229.3,"2020_September_ABCO_1.6",142.962963,142.962963,NA,142.962963,-0.76,"HP","2020_September_HP_ABCO_(140,150]","September",3.59,69,100,100,50,1,6,71.982247817564,28.017752182436,1.6,10,3.2201,1,"ABCO",261,40.1,301.1,298.4,223,72,98,102,"2nd ignition:15:29:26 to15:29:29",NA,0.3088,0.127633475381219,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"7","hydrated",51,25,"(160,170]","(160,180]","(160,165]",7.2069,7.6794,3.16643716113167,12,NA,8.4583,NA,0.907912937587931,9.85928874053153,2.76384436482494,0,"(160,170]",NA,1.648465608,2.005041275,3,268.4,243.5,"2020_September_ABCO_2.1",164.8465608,164.8465608,NA,164.8465608,-0.507,"HP","2020_September_HP_ABCO_(160,170]","September",3.01,76,100,100,60,0.833333333333333,6,82.2160435575073,17.7839564424927,2.1,10,3.4876,2,"ABCO",245.1,25.3,270.4,241.8,209.8,NA,505,507,NA,NA,0.778899999999999,0.32116283886833,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"8","hydrated",50,26,"(150,160]","(140,160]","(155,160]",6.1884,6.6953,3.94158790322581,8,40,7.4896,207,0.893946272164067,8.42918292836459,6.93249696479158,1,"(150,160]",111,1.566975735,2.043324143,2,289.3,245.5,"2020_September_ABCO_2.2",156.6975735,156.6975735,NA,156.6975735,-0.376,"HP","2020_September_HP_ABCO_(150,160]","September",3.23,88,100,80,100,1.25,5,76.687575016824,23.312424983176,2.2,10,4.4092,2,"ABCO",269.4,28.4,297.8,305.5,221.6,19,130,131,"2nd ignition recorded;1st ignition:19:55:30 to19:56:03 (very little burned)",NA,0.794300000000001,0.467612096774194,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"9","hydrated",60,22,"(130,140]","(120,140]","(130,135]",7.2035,7.6984,3.21311609138941,9,35,8.3467,153,0.922328584949741,11.8747493444393,6.93249696479158,0,"(130,140]",0,1.309961608,2.043324143,2,245.3,205.7,"2020_September_ABCO_2.2",130.9961608,130.9961608,NA,130.9961608,-0.376,"HP","2020_September_HP_ABCO_(130,140]","September",2.58,144,100,55,100,1.11111111111111,6,64.1093393080904,35.8906606919096,2.2,10,3.4837,2,"ABCO",236.5,11.6,248.1,212,210.5,60,60,NA,"2nd ignition:10:20:37 to10:21:27 w/ max temps of251.2 and217.8; whole sample not engulfed","B0192 flame  continues",0.6483,0.270583908610588,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10","hydrated",59,24,"(180,190]","(180,200]","(180,185]",7.2093,7.8117,3.47553511688199,3,NA,9.1802,393,0.850929173656347,5.70822067957618,5.65794622798754,1,"(180,190]",372,1.81633649837399,2.047480971,3,252.9,236.4,"2020_September_ABCO_2.3",227.1746348,181.633649837399,NA,NA,-0.35,"HP","2020_September_HP_ABCO_(180,190]","September",1.45,18,90,95,100,3.33333333333333,2,88.7107877484635,11.2892122515365,2.3,10,4.0844,2,"ABCO",245,8.09999999999999,253.1,235.1,222.7,139,511,511,NA,NA,1.3685,0.608864883118014,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"11","hydrated",56,24,"(170,180]","(160,180]","(175,180]",6.1801,6.4986,3.79951241036955,10,29,7.0707,219,0.919088633374348,11.3592029365495,5.65794622798754,1,"(170,180]",28,1.796232339,2.047480971,2,285.7,220.1,"2020_September_ABCO_2.3",179.6232339,179.6232339,NA,179.6232339,-0.35,"HP","2020_September_HP_ABCO_(170,180]","September",2.83,181,100,95,80,1,4,87.7288904972197,12.2711095027803,2.3,10,4.134,2,"ABCO",291.7,25.1,316.8,248.8,231.7,38,66,67,"2nd ignition:11:03:20 to11:03:24 w max temps of308.8 and248.5",NA,0.572100000000001,0.334487589630447,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12","hydrated",58,24,"(190,200]","(180,200]","(190,195]",7.2589,8.1155,3.92145637100405,15,33,9.9945,129,0.811996598128971,4.31905268759979,4.31905268759979,1,"(190,200]",49,1.90207609987766,1.99827175034519,2,252.1,223.5,"2020_September_ABCO_2.5",219.3555919,190.207609987766,NA,NA,-0.58,"HP","2020_September_HP_ABCO_(190,200]","September",1.04,65,100,80,100,0.666666666666667,2,95.1860576295034,4.81394237049663,2.5,10,4.8294,2,"ABCO",248.3,13.1,261.4,265.3,225.9,40,89,91,"2nd ignition:9:34:48 to9:34:52 w/ max temps of261.9 and266.6",NA,1.879,0.907943628995948,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"13","hydrated",50,26,"(180,190]","(180,200]","(180,185]",6.1583,6.9599,3.45593951452967,8,50,8.4207,NA,0.826522735639555,4.76444414019715,4.31905268759979,0,"(180,190]",NA,1.822355289,1.99827175034519,3,267.4,234.7,"2020_September_ABCO_2.5",182.2355289,182.2355289,NA,182.2355289,-0.58,"HP","2020_September_HP_ABCO_(180,190]","September",2.59,66,90,70,100,1.25,5,91.196569670026,8.80343032997401,2.5,10,4.1813,2,"ABCO",267.4,0.600000000000023,268,238.9,225,NA,364,367,NA,NA,1.4608,0.725360485470329,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"14","hydrated",51,25,"(130,140]","(120,140]","(130,135]",7.2218,7.4884,3.47274275439022,11,NA,7.8413,146,0.954994707510234,21.219608954378,4.31905268759979,1,"(130,140]",20,1.323705926,1.99827175034519,2,262.3,217.8,"2020_September_ABCO_2.5",132.3705926,132.3705926,NA,132.3705926,-0.58,"HP","2020_September_HP_ABCO_(130,140]","September",3.04,115,100,70,80,0.909090909090909,6,66.2425381218214,33.7574618781786,2.5,10,3.6364,2,"ABCO",256.9,24.7,281.6,256.1,219.9,36,56,57,"2nd ignition:15:47:14 to15:47:31 w/ max temps of281.6 and256.1",NA,0.3529,0.163657245609784,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"15","moderate",51,26,"(80,90]","(80,100]","(80,85]",7.2263,7.8635,2.94061549916607,NA,NA,8.394,329,0.936800095306171,14.822808671065,5.71365391365391,1,"(80,90]",NA,0.8325486503,1.575600044,0,NA,NA,"2020_September_ARPA_1.1",83.25486503,83.25486503,NA,83.25486503,-0.41,"HP","2020_September_HP_ARPA_(80,90]","September",4.63,NA,NA,NA,NA,NA,9,52.8401007267299,47.1598992732701,1.1,10,3.139,1,"ARPA",267.6,NA,NA,NA,236.6,85,NA,NA,"gpe",NA,0.5305,0.198384500833929,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"16","hydrated",65,24,"(150,160]","(140,160]","(150,155]",7.1974,8.0071,3.92339307107782,NA,NA,9.2251,469,0.867968910906115,6.573973727422,6.49878738884398,1,"(150,160]",NA,1.504260837,1.647253077,0,NA,NA,"2020_September_ARPA_1.2",150.4260837,150.4260837,NA,150.4260837,-0.18,"HP","2020_September_HP_ARPA_(150,160]","September",0.18,NA,70,NA,NA,NA,1,91.31935207792,8.68064792208004,1.2,10,4.5202,1,"ARPA",282.3,NA,NA,NA,240.5,93,NA,NA,"gpe",NA,1.218,0.59680692892218,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"17","hydrated",56,26,"(160,170]","(160,180]","(160,165]",7.2482,7.9144,4.13117663507845,13,15,9.0118,216,0.878226325484365,7.2119555312557,6.49878738884398,0,"(160,170]",0,1.647253077,1.647253077,2,331.5,239.2,"2020_September_ARPA_1.2",164.7253077,164.7253077,NA,164.7253077,-0.18,"HP","2020_September_HP_ARPA_(160,170]","September",0.31,203,60,NA,NA,0.769230769230769,2,100,0,1.2,10,4.704,1,"ARPA",301.9,96,397.9,262.3,244.7,42,42,45,"2nd ignition:13:30:16 to13:30:59 w/  max temps of350.4 and270; flame ht for first flame (assume this is true for ALL2 ignition stuff)",NA,1.0974,0.572823364921547,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"18","hydrated",63,23,"(140,150]","(140,160]","(140,145]",7.3871,8.0538,4.17274634482759,NA,NA,8.99,290,0.895862068965517,8.60264900662252,6.49878738884398,1,"(140,150]",NA,1.404229789,1.647253077,0,NA,NA,"2020_September_ARPA_1.2",140.4229789,140.4229789,NA,140.4229789,-0.18,"HP","2020_September_HP_ARPA_(140,150]","September",2.35,NA,87,NA,NA,NA,4,85.2467546491036,14.7532453508964,1.2,10,4.6578,1,"ARPA",222.4,NA,NA,NA,207.3,177,NA,NA,"gpe",NA,0.9362,0.485053655172413,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"19","hydrated",56,24,"(110,120]","(100,120]","(115,120]",7.8589,8.5853,3.77409555513244,9,NA,9.4536,188,0.908151392062283,9.88748128527007,6.49878738884398,0,"(110,120]",0,1.195346916,1.647253077,2,250.1,221.8,"2020_September_ARPA_1.2",119.5346916,119.5346916,NA,119.5346916,-0.18,"HP","2020_September_HP_ARPA_(110,120]","September",2.8,179,100,NA,NA,1.11111111111111,5,72.5660757712459,27.4339242287541,1.2,10,4.1558,1,"ARPA",236.1,18,254.1,237.7,216.2,120,120,124,"2nd ignition:9:51:09 to9:51:19 (tiny flame, but lasted a little while) with max temps of254.5 and235.3",NA,0.8683,0.381704444867563,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"20","hydrated",52,25,"(100,110]","(100,120]","(100,105]",6.1799,6.9242,3.50779314738964,NA,NA,7.6905,390,0.900357584032248,9.03588672843534,6.49878738884398,1,"(100,110]",NA,1.029557974,1.647253077,0,NA,NA,"2020_September_ARPA_1.2",102.9557974,102.9557974,NA,102.9557974,-0.18,"HP","2020_September_HP_ARPA_(100,110]","September",3.35,NA,46,NA,NA,NA,7,62.501505589842,37.498494410158,1.2,10,3.896,1,"ARPA",266.5,NA,NA,NA,205.5,195,NA,NA,"gpe",NA,0.7663,0.388206852610363,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"21","hydrated",60,22,"(90,100]","(80,100]","(95,100]",7.251,7.8018,2.21437659429228,NA,NA,8.3501,23,0.934336115735141,14.2290716760897,6.49878738884398,1,"(90,100]",NA,0.9954611474,1.647253077,0,NA,NA,"2020_September_ARPA_1.2",99.54611474,99.54611474,NA,99.54611474,-0.18,"HP","2020_September_HP_ARPA_(90,100]","September",6.79,NA,62,NA,NA,NA,8,60.4315852432917,39.5684147567083,1.2,10,2.37,1,"ARPA",244.1,NA,NA,NA,211.5,279,NA,NA,"gpe",NA,0.548299999999999,0.155623405707716,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"22","dry",58,23,"(50,60]","(40,60]","(55,60]",7.1965,8.0243,3.27545031410219,32,28,8.4845,NA,0.945759915139372,17.4365493263798,6.49878738884398,0,"(50,60]",NA,0.5559313844,1.647253077,2,213.9,187.7,"2020_September_ARPA_1.2",55.59313844,55.59313844,NA,55.59313844,-0.18,"HP","2020_September_HP_ARPA_(50,60]","September",6.79,124,50,NA,NA,0.3125,9,33.7489965666035,66.2510034333965,1.2,10,3.4633,1,"ARPA",220.4,0.799999999999983,221.2,200.5,200.2,NA,410,427,"gpe",NA,0.4602,0.187849685897814,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"23","hydrated",56,25,"(130,140]","(120,140]","(135,140]",7.2486,8.2153,4.89926775870002,10,35,9.5632,143,0.85905345491049,6.0948883448327,3.63196809836338,0,"(130,140]",0,1.39433123,1.577175052,2,283.5,230.2,"2020_September_ARPA_1.3",139.433123,139.433123,NA,139.433123,-0.19,"HP","2020_September_HP_ARPA_(130,140]","September",2.18,133,60,NA,NA,1,3,88.4068783761106,11.5931216238894,1.3,10,5.7031,1,"ARPA",273.1,NA,NA,NA,242.8,99,99,101,"thermocoupler off for max temps;2nd ignition:17:50:47 to17:51:14 w/ max temps of286.5 and262.7",NA,1.3479,0.803832241299983,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"24","moderate",52,25,"(80,90]","(80,100]","(85,90]",6.2202,6.8398,3.22308988837109,NA,NA,7.3816,426,0.926601278855533,12.624215577704,3.63196809836338,1,"(80,90]",NA,0.8744351194,1.577175052,0,NA,NA,"2020_September_ARPA_1.3",87.44351194,87.44351194,"Entered at7.8398 first?",87.44351194,-0.19,"HP","2020_September_HP_ARPA_(80,90]","September",4.59,NA,NA,NA,NA,NA,7,55.4431239760696,44.5568760239304,1.3,10,3.4784,1,"ARPA",267.4,NA,NA,NA,210.3,139,NA,NA,"GPE",NA,0.541799999999999,0.255310111628915,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"25","hydrated",56,23,"(120,130]","(120,140]","(125,130]",7.124,7.8809,3.67355522202507,NA,NA,8.8481,223,0.890688396378884,8.14815963606285,3.63196809836338,1,"(120,130]",NA,1.277843837,1.577175052,0,NA,NA,"2020_September_ARPA_1.3",127.7843837,127.7843837,"Dry weight initially entered in ABCO1.3-8, but that DOE, so likely here.",127.7843837,-0.19,"HP","2020_September_HP_ARPA_(120,130]","September",4.12,NA,80,NA,NA,NA,8,81.0210531405236,18.9789468594764,1.3,10,4.1244,1,"ARPA",214.2,NA,NA,NA,194.6,255,NA,NA,"gpe; propane ran out mid-video",NA,0.967200000000001,0.450844777974933,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"26","moderate",56,23,"(70,80]","(60,80]","(75,80]",7.1194,7.6339,2.6467318406039,NA,NA,8.0278,355,0.950933007797902,19.3802995684184,7.38774398547436,1,"(70,80]",NA,0.7655976676,1.42569718467398,0,NA,NA,"2020_September_ARPA_1.4",76.55976676,76.55976676,NA,76.55976676,-0.17,"HP","2020_September_HP_ARPA_(70,80]","September",5.03,NA,78,NA,NA,NA,9,53.6998793172949,46.3001206827051,1.4,10,2.7833,1,"ARPA",199,NA,NA,NA,183.7,192,NA,NA,"gpe, sample loaded in three parts -- starting at11:39:22 ending at time shown",NA,0.3939,0.136568159396099,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"27","hydrated",55,24,"(90,100]","(80,100]","(95,100]",6.1446,6.7863,2.65652511482762,NA,NA,7.4024,646,0.916770236679996,11.0149326408051,4.92034571361831,1,"(90,100]",NA,0.9601059685,1.688891158,0,NA,NA,"2020_September_ARPA_1.5",96.01059685,96.01059685,NA,96.01059685,-0.15,"HP","2020_September_HP_ARPA_(90,100]","September",3.82,NA,62,NA,NA,NA,7,56.8483033351282,43.1516966648718,1.5,10,2.8977,1,"ARPA",247.2,NA,NA,NA,197.1,133,NA,NA,"gpe",NA,0.6161,0.241174885172376,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"28","hydrated",57,23,"(100,110]","(100,120]","(105,110]",7.1388,7.7677,3.84193679116766,NA,NA,8.4417,414,0.920158261961453,11.5247774480712,4.92034571361831,1,"(100,110]",NA,1.071712514,1.688891158,0,NA,NA,"2020_September_ARPA_1.5",107.1712514,107.1712514,NA,107.1712514,-0.15,"HP","2020_September_HP_ARPA_(100,110]","September",4.38,NA,46,NA,NA,NA,8,63.4565767559072,36.5434232440928,1.5,10,4.1753,1,"ARPA",216.6,NA,NA,NA,186.3,124,NA,NA,"gpe",NA,0.674000000000001,0.333363208832345,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29","hydrated",53,24,"(90,100]","(80,100]","(90,95]",7.1902,7.8087,1.81378453593476,9,NA,8.3749,NA,0.932393222605643,13.7914164606146,4.92034571361831,0,"(90,100]",NA,0.9154405821,1.688891158,2,265.4,236.3,"2020_September_ARPA_1.5",91.54405821,91.54405821,NA,91.54405821,-0.15,"HP","2020_September_HP_ARPA_(90,100]","September",4.38,63,62,NA,NA,1.11111111111111,9,54.2036458515227,45.7963541484773,1.5,10,1.9453,1,"ARPA",229.4,36.5,265.9,242.2,212.6,NA,239,241,NA,NA,0.5662,0.131515464065243,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"30","hydrated",57,24,"(110,120]","(100,120]","(115,120]",7.825,8.6703,3.9703635352594,18,29,9.657,148,0.897825411618515,8.78716935238674,4.61989978525411,1,"(110,120]",16,1.16727789,1.535424417,2,244.6,213.7,"2020_September_ARPA_1.6",116.727789,116.727789,NA,116.727789,-0.16,"HP","2020_September_HP_ARPA_(110,120]","September",2.86,114,100,NA,NA,0.555555555555556,5,76.0231423361558,23.9768576638442,1.6,10,4.4222,1,"ARPA",237.8,11,248.8,273.7,219.6,70,86,88,"2nd ignition:10:15:08 to10:15:17 w/ max temps of249.8 (surface) and279.5 (taller)",NA,0.986700000000001,0.451836464740603,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"31","hydrated",58,23,"(100,110]","(100,120]","(100,105]",6.1473,7.0273,3.64257178821632,8,NA,7.9364,NA,0.885451842145053,7.729952700473,4.61989978525411,0,"(100,110]",NA,1.033068182,1.535424417,2,257.1,199.8,"2020_September_ARPA_1.6",103.3068182,103.3068182,NA,103.3068182,-0.16,"HP","2020_September_HP_ARPA_(100,110]","September",3.67,NA,46,NA,NA,1.25,7,67.2822556787567,32.7177443212433,1.6,10,4.1138,1,"ARPA",261.7,-4.5,257.2,212.2,200.5,NA,568,569,"manual ignition (denoted by M)",NA,0.9091,0.47122821178368,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"32","hydrated",57,23,"(90,100]","(80,100]","(90,95]",7.2088,7.7743,2.94373790835502,NA,NA,8.3016,371,0.936482123927918,14.743599468993,4.61989978525411,1,"(90,100]",NA,0.93244916,1.535424417,0,NA,NA,"2020_September_ARPA_1.6",93.244916,93.244916,NA,93.244916,-0.16,"HP","2020_September_HP_ARPA_(90,100]","September",3.88,NA,62,NA,NA,NA,8,60.7290824397512,39.2709175602488,1.6,10,3.1434,1,"ARPA",236,NA,NA,NA,199.7,215,NA,NA,"gpe",NA,0.5273,0.199662091644984,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"33","moderate",57,24,"(70,80]","(60,80]","(70,75]",7.2066,7.7737,4.05377401051386,22,NA,8.1987,136,0.948162513569224,18.2910588235294,4.61989978525411,0,"(70,80]",0,0.7494269088,1.535424417,2,254.7,209.5,"2020_September_ARPA_1.6",74.94269088,74.94269088,NA,74.94269088,-0.16,"HP","2020_September_HP_ARPA_(70,80]","September",5.67,114,78,NA,NA,0.454545454545455,10,48.8091045382926,51.1908954617074,1.6,10,4.2754,1,"ARPA",254,24.3,278.3,231.3,215,51,51,53,"2nd ignition:16:14:27 to16:14:34",NA,0.425000000000001,0.221625989486139,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"34","hydrated",71,23,"(160,170]","(160,180]","(165,170]",7.1996,7.8126,3.84982645898563,NA,NA,8.8469,369,0.883088991624185,7.55351445422025,5.92322706571243,1,"(160,170]",NA,1.687275693,1.687275693,0,NA,NA,"2020_September_ARPA_2.1",168.7275693,168.7275693,NA,168.7275693,-0.26,"HP","2020_September_HP_ARPA_(160,170]","September",0.26,NA,60,NA,NA,NA,1,100,0,2.1,10,4.3595,2,"ARPA",271.5,NA,NA,NA,216,202,NA,NA,"gpe",NA,1.0343,0.509673541014366,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"35","hydrated",57,23,"(120,130]","(120,140]","(125,130]",7.0979,7.7955,3.43309760864301,NA,NA,8.6729,261,0.898834299945808,8.88477319352632,5.92322706571243,1,"(120,130]",NA,1.257740826,1.687275693,0,NA,NA,"2020_September_ARPA_2.1",125.7740826,125.7740826,NA,125.7740826,-0.26,"HP","2020_September_HP_ARPA_(120,130]","September",2.92,NA,80,NA,NA,NA,6,74.5426981031013,25.4573018968987,2.1,10,3.8195,2,"ARPA",271.4,NA,NA,NA,215.1,149,NA,NA,NA,NA,0.877400000000001,0.386402391356986,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"36","hydrated",57,23,"(100,110]","(100,120]","(105,110]",7.1813,8.0349,2.30872121039205,19,31,8.9376,NA,0.898999731471536,8.90096377534065,5.92322706571243,0,"(100,110]",NA,1.057521087,1.687275693,2,230.1,190.8,"2020_September_ARPA_2.1",105.7521087,105.7521087,NA,105.7521087,-0.26,"HP","2020_September_HP_ARPA_(100,110]","September",3.47,89,46,NA,NA,0.526315789473684,8,62.6762473606025,37.3237526393975,2.1,10,2.5681,2,"ARPA",225.8,5.29999999999998,231.1,201.6,189.5,NA,399,414,"gpe",NA,0.902699999999999,0.259378789607948,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"37","hydrated",53,24,"(100,110]","(100,120]","(105,110]",7.1948,7.6732,3.2357431976943,NA,NA,8.1884,244,0.937081725367593,14.8936335403727,5.92322706571243,1,"(100,110]",NA,1.076923077,1.687275693,0,NA,NA,"2020_September_ARPA_2.1",107.6923077,107.6923077,NA,107.6923077,-0.26,"HP","2020_September_HP_ARPA_(100,110]","September",3.47,NA,46,NA,NA,NA,9,63.8261477639861,36.1738522360139,2.1,10,3.453,2,"ARPA",250,NA,NA,NA,220.4,122,NA,NA,"not all burned away",NA,0.5152,0.217256802305701,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"38","hydrated",51,25,"(130,140]","(120,140]","(135,140]",7.1735,7.7648,2.54049953016613,NA,NA,8.5775,300,0.905252113086564,9.55432508920881,5.92322706571243,1,"(130,140]",NA,1.374429224,1.687275693,0,NA,NA,"2020_September_ARPA_2.1",137.4429224,137.4429224,NA,137.4429224,-0.26,"HP","2020_September_HP_ARPA_(130,140]","September",5.06,NA,60,NA,NA,NA,10,81.4584853976202,18.5415146023798,2.1,10,2.8064,2,"ARPA",277.8,NA,NA,NA,227.4,178,NA,NA,"gpe",NA,0.8127,0.265900469833868,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"39","hydrated",51,25,"(140,150]","(140,160]","(140,145]",7.2422,8.015,3.30199171194906,NA,NA,9.1095,306,0.879850705307646,7.32297852900868,5.92322706571243,1,"(140,150]",NA,1.416278468,1.687275693,0,NA,NA,"2020_September_ARPA_2.1",141.6278468,141.6278468,NA,141.6278468,-0.26,"HP","2020_September_HP_ARPA_(140,150]","September",2.61,NA,87,NA,NA,NA,11,83.9387702837013,16.0612297162987,2.1,10,3.7529,2,"ARPA",275.4,NA,NA,NA,224.7,116,NA,NA,"gpe",NA,1.0945,0.450908288050936,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40","dry",57,23,"(40,50]","(40,60]","(40,45]",7.2547,8.1185,2.85025636367926,NA,NA,8.4778,NA,0.957618721838213,22.5953242415808,5.92322706571243,0,"(40,50]",0,0.4159527668,1.687275693,0,NA,NA,"2020_September_ARPA_2.1",41.59527668,41.59527668,NA,41.59527668,-0.26,"HP","2020_September_HP_ARPA_(40,50]","September",4.45,NA,0,NA,NA,NA,13,24.6523297008108,75.3476702991892,2.1,10,2.9764,2,"ARPA",252.9,NA,NA,NA,201.1,NA,NA,NA,"NOGORI",NA,0.359300000000001,0.126143636320744,2020,"2020_September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
