"","hydration","ambient.humidity","ambient.temp","bins10lfm","bins20lfm","bins5lfm","bottle.wt","dry.wt","dw.flam.sample","fd","fh","fresh.wt","gd","gdw.gfw","gdw.gww","gdw.gww.saturated","glow","gr","gti","gww.gdw","gww.gdw.saturated","ignition","ignition.temp","ignition.temp.higher","individual","lfm","lfm.NAs.imputed","lfm.notes","lfm.outliers.out","max.mpa.sample","model","model.spp.gr","month","mpa","pfg","prop.ignite","prop.new","prop.new.lfm","ros","round","RWC","RWD","sample","sample.length","sample.wt","site","spp","start.temp","temp.change","temp.max","temp.max.higher","temp.start.higher","ttfg","tti","ttms","video.notes...56","video.notes...57","water.wt","ww.flam.sample","year","year.month","fh_nas_imputed","flam.index","mean.wt","dry.norm.fh","dry.norm.gd","dry.norm.fd","dry.norm.pfg","dry.norm.ttfg","dry.norm.tti","dry.norm.gti","ignition_num"
"365","hydrated",55,24,"(90,100]","(80,100]","(95,100]",6.1498,6.9668,3.16561550931901,22,34,7.7476,115,0.899220403737932,8.92264344262295,5.21793259557344,0,"(90,100]",0.5,0.9556915545,1.361993663,1,263.9,212.5,"2020_September_CADE_1.2",95.56915545,95.56915545,NA,95.56915545,-0.46,"HP","2020_September_HP_CADE_(90,100]","September",1.11,93,100,NA,NA,0.454545454545455,3,70.1685757035714,29.8314242964286,1.2,10,3.5204,1,"CADE",274.1,29.4,303.5,260.7,238.4,43,43,50,NA,NA,0.7808,0.354784490680985,2020,"2020_September",34,5.10855693239507,3.26285,10.7404073236026,36.3278483004206,6.94967532703699,29.3781729733837,13.5834563210268,13.5834563210268,0.157947166523568,1
"366","hydrated",60,22,"(110,120]","(100,120]","(110,115]",6.1862,6.8375,4.40578569538177,14,46,7.557,229,0.904790260685457,9.50312717164698,5.21793259557344,0,"(110,120]",0.5,1.10471365,1.361993663,1,255.7,196.8,"2020_September_CADE_1.2",110.471365,110.471365,NA,110.471365,-0.46,"HP","2020_September_HP_CADE_(110,120]","September",1.56,215,85,NA,NA,0.714285714285714,4,81.1100433144967,18.8899566855033,1.2,10,4.8694,1,"CADE",254.8,14.2,269,241.5,205.4,88,88,89,NA,NA,0.7195,0.463614304618234,2020,"2020_September",46,3.35380299676023,3.29860909090909,10.4408165036756,51.9771082465592,3.1776398054665,48.7994684410927,19.9737359200751,19.9737359200751,0.113487135909518,1
"367","hydrated",49,26,"(120,130]","(120,140]","(125,130]",6.1155,6.8077,2.88417959403652,11,46,7.7002,84,0.884093919638451,7.62767507002801,5.21793259557344,1,"(120,130]",6,1.289367235,1.361993663,1,253.5,211.8,"2020_September_CADE_1.2",128.9367235,128.9367235,NA,128.9367235,-0.46,"HP","2020_September_HP_CADE_(120,130]","September",1.54,67,100,NA,NA,0.909090909090909,5,94.66763833247,5.33236166753002,1.2,10,3.2623,1,"CADE",239,22.2,261.2,239.6,209.3,73,79,79,NA,NA,0.8925,0.378120405963482,2020,"2020_September",46,3.61388911699216,3.54028888888889,15.9490761584722,29.124399941558,3.81390951615641,23.2301761438617,25.3104904254016,27.3908047069415,2.08031428153986,1
"368","hydrated",58,23,"(90,100]","(80,100]","(90,95]",7.1306,7.8393,4.59526424196828,21,NA,8.5069,148,0.921522528770763,11.7425104853205,5.21793259557344,0,"(90,100]",0.5,0.9420064908,1.361993663,1,278.3,189.8,"2020_September_CADE_1.2",94.20064908,94.20064908,NA,94.20064908,-0.46,"HP","2020_September_HP_CADE_(90,100]","September",2.09,127,100,NA,NA,0.476190476190476,6,69.1637939581221,30.8362060418779,1.2,10,4.9866,1,"CADE",249.9,43.4,293.3,268,198,70,70,73,NA,NA,0.6676,0.391335758031715,2020,"2020_September",38,3.75083901343681,3.26285,NA,32.207070629002,4.56992218384488,27.6371484451571,15.2330739461496,15.2330739461496,0.108807671043926,1
"369","hydrated",59,23,"(90,100]","(80,100]","(90,95]",7.2831,7.8301,2.48225172372416,15,NA,8.3337,103,0.939570658891009,15.5482525814138,5.21793259557344,0,"(90,100]",0.5,0.9206581353,1.361993663,1,261.8,216.7,"2020_September_CADE_1.2",92.06581353,92.06581353,NA,92.06581353,-0.46,"HP","2020_September_HP_CADE_(90,100]","September",2.79,88,100,NA,NA,0.666666666666667,7,67.5963596829158,32.4036403170842,1.2,10,2.6419,1,"CADE",258.2,19.6,277.8,247.4,220.2,45,45,46,NA,NA,0.5036,0.159648276275844,2020,"2020_September",38,5.0872382242941,3.26285,NA,41.4945829287078,6.04290042651085,35.451682502197,18.1287012795326,18.1287012795326,0.201430014217028,1
"370","hydrated",58,24,"(90,100]","(80,100]","(90,95]",6.1489,6.4919,2.16135863488051,10,NA,6.8038,76,0.954157970545871,20.814042962488,5.21793259557344,1,"(90,100]",10,0.9093294461,1.361993663,1,262.3,213.7,"2020_September_CADE_1.2",90.93294461,90.93294461,NA,90.93294461,-0.46,"HP","2020_September_HP_CADE_(90,100]","September",3.35,56,100,NA,NA,1,8,66.7645871491841,33.2354128508159,1.2,10,2.2652,1,"CADE",261.1,9.69999999999999,270.8,223.9,217.9,47,57,59,NA,NA,0.3119,0.103841365119492,2020,"2020_September",38,4.3257791055898,3.26285,NA,35.1630676989438,4.62671943407155,25.9096288308007,21.7455813401363,26.3723007742078,4.62671943407155,1
"371","moderate",58,25,"(70,80]","(60,80]","(70,75]",6.1885,6.9152,2.46166490549828,23,NA,7.4496,81,0.928264604810996,12.940119760479,5.21793259557344,0,"(70,80]",0.5,0.735379111,1.361993663,1,260.8,217.2,"2020_September_CADE_1.2",73.5379111,73.5379111,NA,73.5379111,-0.46,"HP","2020_September_HP_CADE_(70,80]","September",3.97,58,100,NA,NA,0.434782608695652,9,53.9928437978349,46.0071562021651,1.2,10,2.6519,1,"CADE",266.4,21.7,288.1,254.7,216.9,39,39,40,NA,NA,0.534400000000001,0.190235094501718,2020,"2020_September",NA,NA,2.60435,NA,32.9045597632243,9.34327005622417,23.5612897070001,15.8429361822932,15.8429361822932,0.203114566439656,1
"372","hydrated",52,25,"(140,150]","(140,160]","(145,150]",7.1772,8.1692,3.57319604096416,14,47,9.6084,188,0.850214395737063,5.67620900500278,5.67620900500278,1,"(140,150]",11,1.450806452,1.450806452,1,241.7,213.6,"2020_September_CADE_1.3",145.0806452,145.0806452,NA,145.0806452,-0.46,"HP","2020_September_HP_CADE_(140,150]","September",0.46,163,100,NA,NA,0.714285714285714,1,100,0,1.3,10,4.2027,1,"CADE",240.9,8.09999999999999,249,249,218.5,73,84,85,NA,NA,1.4392,0.629503959035843,2020,"2020_September",47,3.48194728930217,4.2027,13.1534904497762,52.6139617991046,3.91806098503971,45.6174243258194,20.4298894219928,23.5083659102382,3.07847648824548,1
"373","hydrated",63,22,"(90,100]","(80,100]","(95,100]",7.22,7.9242,4.73736841006368,18,NA,8.6211,191,0.919163447819884,11.3706414119673,5.67620900500278,1,"(90,100]",4,0.9896336268,1.450806452,1,247.5,195,"2020_September_CADE_1.3",98.96336268,98.96336268,NA,98.96336268,-0.46,"HP","2020_September_HP_CADE_(90,100]","September",2.07,169,100,NA,NA,0.555555555555556,2,68.2126568596209,31.7873431403791,1.3,10,5.154,1,"CADE",251.5,97.1,348.6,327.4,200.8,81,85,86,NA,NA,0.6969,0.416631589936319,2020,"2020_September",38,3.27795929267193,3.26285,NA,40.3177425665809,3.79957783349977,35.6738141034145,17.098100250749,17.9424508804156,0.844350629666615,1
"374","hydrated",55,24,"(110,120]","(100,120]","(110,115]",6.1821,6.995,3.13720466258912,31,30,7.8969,75,0.885790626701617,7.75584876372104,5.67620900500278,0,"(110,120]",0.5,1.109484561,1.450806452,1,278.9,218.9,"2020_September_CADE_1.3",110.9484561,110.9484561,NA,110.9484561,-0.46,"HP","2020_September_HP_CADE_(110,120]","September",1.83,44,85,NA,NA,0.32258064516129,3,76.4736439840426,23.5263560159574,1.3,10,3.5417,1,"CADE",276.7,13.1,289.8,235.9,225.5,61,61,61,NA,NA,0.9019,0.404495337410883,2020,"2020_September",30,3.90376435346657,3.29860909090909,9.56265313441208,23.9066328360302,9.88140823889248,14.0252245971377,19.4440613733046,19.4440613733046,0.159377552240201,1
"375","hydrated",52,25,"(110,120]","(100,120]","(110,115]",6.1687,6.9855,4.42214725178184,33,42,7.0573,174,0.989826137474672,97.2910863509754,5.67620900500278,0,"(110,120]",0.5,1.14518390068277,1.450806452,1,332.5,216.4,"2020_September_CADE_1.3",8.790401567,114.518390068277,NA,NA,-0.46,"HP","2020_September_HP_CADE_(110,120]","September",1.74,141,85,NA,NA,0.303030303030303,4,78.9342988586857,21.0657011413143,1.3,10,4.4676,1,"CADE",278.9,44.8,323.7,272.2,228.3,75,75,76,NA,NA,0.0717999999999996,0.0454527482181568,2020,"2020_September",42,3.66346013255979,3.29860909090909,9.49764845190912,39.3474007293378,7.46243806935717,31.8849626599806,16.9600865212663,16.9600865212663,0.113067243475109,1
"376","hydrated",50,26,"(100,110]","(100,120]","(100,105]",6.1574,7.2274,3.72410982090376,20,44,8.3363,148,0.866979355349496,6.5176300838669,5.67620900500278,1,"(100,110]",12,1.03635514,1.450806452,1,256.6,212.9,"2020_September_CADE_1.3",103.635514,103.635514,NA,103.635514,-0.46,"HP","2020_September_HP_CADE_(100,110]","September",2.25,116,94,NA,NA,0.5,5,71.4330390915576,28.5669609084424,1.3,10,4.2955,1,"CADE",235.4,48.7,284.1,302.2,216.8,83,95,96,NA,NA,1.1089,0.571390179096241,2020,"2020_September",44,3.14681243377591,3.65619411764706,11.8149039947813,39.7410407097188,5.37041090671876,31.1483832589688,22.2872052628829,25.5094518069141,3.22224654403126,1
"377","hydrated",66,21,"(100,110]","(100,120]","(105,110]",7.177,7.9475,3.34290848483469,11,NA,8.7898,122,0.904173018726251,9.43547429656892,5.67620900500278,1,"(100,110]",46,1.093186243,1.450806452,1,260.65,NA,"2020_September_CADE_1.3",109.3186243,109.3186243,NA,109.3186243,-0.46,"HP","2020_September_HP_CADE_(100,110]","September",2.46,65,94,NA,NA,0.909090909090909,6,75.3502468570494,24.6497531429506,1.3,10,3.6972,1,"CADE",255.2,24.3,279.5,NA,210.3,59,105,105,"thermocoupler turned off for ignition and after ignition",NA,0.8423,0.354291515165305,2020,"2020_September",42,2.90525851905128,3.65619411764706,NA,36.4951659770108,3.29054775202557,19.4441458074238,17.6493015790462,31.4097739966077,13.7604724175615,1
"378","moderate",59,23,"(80,90]","(80,100]","(85,90]",7.2201,7.9003,3.08241548577753,20,NA,8.4936,179,0.93014740510502,13.3158604415978,5.67620900500278,0,"(80,90]",0.5,0.8722434578,1.450806452,1,264,213.9,"2020_September_CADE_1.3",87.22434578,87.22434578,NA,87.22434578,-0.46,"HP","2020_September_HP_CADE_(80,90]","September",3.47,159,100,NA,NA,0.5,7,60.1212833453818,39.8787166546182,1.3,10,3.3139,1,"CADE",263.3,16.8,280.1,242.2,220.1,55,55,57,NA,NA,0.593300000000001,0.231484514222474,2020,"2020_September",46,4.64652734250561,3.83148888888889,NA,58.0713407475138,6.48841796061607,51.5829227868977,17.8431493916942,17.8431493916942,0.162210449015402,1
"379","moderate",59,24,"(80,90]","(80,100]","(85,90]",6.1818,6.6555,2.40625758753764,19,NA,7.0741,108,0.940826394877087,15.8994266602962,5.67620900500278,0,"(80,90]",0.5,0.8836816551,1.450806452,1,265.3,214.5,"2020_September_CADE_1.3",88.36816551,88.36816551,NA,88.36816551,-0.46,"HP","2020_September_HP_CADE_(80,90]","September",3.25,89,100,NA,NA,0.526315789473684,8,60.9096860495627,39.0903139504373,1.3,10,2.5576,1,"CADE",264.8,10.9,275.7,232,220,54,54,56,NA,NA,0.4186,0.151342412462363,2020,"2020_September",46,4.70572934603598,3.83148888888889,NA,44.8829753553185,7.89607899769493,36.9868963576236,22.4414876776593,22.4414876776593,0.207791552570919,1
"380","dry",58,24,"(50,60]","(40,60]","(55,60]",6.1686,7.1381,2.67535865328282,42,NA,7.6809,89,0.929331198166881,13.150515843773,5.67620900500278,0,"(50,60]",0.5,0.5598762249,1.450806452,1,266.3,218.2,"2020_September_CADE_1.3",55.98762249,55.98762249,NA,55.98762249,-0.46,"HP","2020_September_HP_CADE_(50,60]","September",5.59,47,100,NA,NA,0.238095238095238,9,38.5906903107707,61.4093096892293,1.3,10,2.8788,1,"CADE",270.1,58.2,328.3,306,231.8,44,44,49,NA,NA,0.542800000000001,0.203441346717182,2020,"2020_September",NA,NA,2.7932,NA,33.2665677892539,15.6988297432434,17.5677380460105,16.4463930643503,16.4463930643503,0.186890830276708,1
"381","hydrated",52,25,"(120,130]","(120,140]","(125,130]",7.1959,7.8917,5.03931730650931,27,37,8.7782,118,0.899011186803673,8.90208685843204,7.21876288659794,1,"(120,130]",42,1.274073009,1.274073009,1,246.4,208.5,"2020_September_CADE_1.4",127.4073009,127.4073009,NA,127.4073009,-0.29,"HP","2020_September_HP_CADE_(120,130]","September",0.29,49,100,NA,NA,0.37037037037037,1,100,0,1.4,10,5.6054,1,"CADE",239,14,253,235.3,215.4,51,93,94,"glow ended before16:51:32",NA,0.8865,0.566082693490693,2020,"2020_September",37,3.06099910572361,3.54028888888889,7.34226438811601,23.4158702107484,5.35786860754412,9.72353932480229,10.1204184809167,18.4548807593186,8.33446227840196,1
"382","hydrated",53,24,"(100,110]","(100,120]","(105,110]",7.2284,7.8866,5.05731615084222,20,NA,8.5785,131,0.919344873812438,11.3984679867033,7.21876288659794,0,"(100,110]",0.5,1.051200243,1.274073009,1,276.9,220.6,"2020_September_CADE_1.4",105.1200243,105.1200243,NA,105.1200243,-0.29,"HP","2020_September_HP_CADE_(100,110]","September",1.07,111,94,NA,NA,0.5,2,82.5070647894088,17.4929352105912,1.4,10,5.501,1,"CADE",281.7,63,344.7,275.3,229.2,76,76,79,NA,NA,0.6919,0.443683849157779,2020,"2020_September",42,3.62990507056836,3.65619411764706,NA,25.9030671788601,3.95466674486413,21.9484004339959,15.0277336304837,15.0277336304837,0.0988666686216032,1
"383","hydrated",55,24,"(100,110]","(100,120]","(100,105]",6.1528,6.858,3.70389567880052,15,39,7.5766,104,0.905155346725444,9.54355691622599,7.21876288659794,1,"(100,110]",27,1.019001702,1.274073009,1,290.5,218.4,"2020_September_CADE_1.4",101.9001702,101.9001702,NA,101.9001702,-0.29,"HP","2020_September_HP_CADE_(100,110]","September",1.45,62,94,NA,NA,0.666666666666667,3,79.979851609901,20.0201483900991,1.4,10,4.092,1,"CADE",272.6,28.7,301.3,250.8,220.1,49,76,76,NA,NA,0.7186,0.388104321199483,2020,"2020_September",39,3.56480881064609,3.65619411764706,10.5294542238916,28.0785445970443,4.04979008611216,16.7391323559303,13.2293142812997,20.5189364363016,7.28962215500189,1
"384","hydrated",58,23,"(100,110]","(100,120]","(105,110]",6.1133,6.5675,4.15753375936973,16,44,7.0573,85,0.930596687118303,13.4085340955492,7.21876288659794,0,"(100,110]",0.5,1.078379568,1.274073009,1,262.4,199.3,"2020_September_CADE_1.4",107.8379568,107.8379568,NA,107.8379568,-0.29,"HP","2020_September_HP_CADE_(100,110]","September",1.55,69,94,NA,NA,0.625,4,84.6403275465668,15.3596724534332,1.4,10,4.4676,1,"CADE",247.4,41.1,288.5,259.9,203.1,95,95,96,"glow continued with tiny piece that fell through mesh directly onto hotplate until past14:22:12",NA,0.4898,0.310066240630269,2020,"2020_September",44,3.14681243377591,3.65619411764706,10.5831972863331,20.4448129395071,3.8484353768484,16.5963775626587,22.8500850500374,22.8500850500374,0.120263605526513,1
"385","hydrated",51,26,"(100,110]","(100,120]","(105,110]",6.0885,7.0022,3.8973133940443,21,41,7.9722,128,0.878327186974737,7.21876288659794,7.21876288659794,0,"(100,110]",0.5,1.061617599,1.274073009,1,254.3,209.9,"2020_September_CADE_1.4",106.1617599,106.1617599,NA,106.1617599,-0.29,"HP","2020_September_HP_CADE_(100,110]","September",1.77,107,94,NA,NA,0.476190476190476,5,83.3247067868777,16.6752932131223,1.4,10,4.4372,1,"CADE",246,27.5,273.5,297.7,217.7,89,89,89,NA,NA,0.97,0.539886605955696,2020,"2020_September",41,3.23469516385457,3.65619411764706,10.5200675066712,32.8431375818028,5.38832725951453,27.4548103222883,22.8362440998473,22.8362440998473,0.128293506178917,1
"386","hydrated",57,23,"(100,110]","(100,120]","(105,110]",7.1959,7.9022,4.57620130898513,49,NA,8.6632,270,0.912157170560532,10.3839684625493,7.21876288659794,0,"(100,110]",0.5,1.077445845,1.274073009,1,248.5,184.9,"2020_September_CADE_1.4",107.7445845,107.7445845,NA,107.7445845,-0.29,"HP","2020_September_HP_CADE_(100,110]","September",2.16,221,94,NA,NA,0.204081632653061,6,84.5670410870465,15.4329589129535,1.4,10,5.0169,1,"CADE",249,11.9,260.9,267.5,191.1,66,66,86,NA,NA,0.761,0.440698691014868,2020,"2020_September",42,4.00392646219259,3.65619411764706,NA,59.0009009153223,10.7075709068548,48.2933300084675,14.4224424459677,14.4224424459677,0.109260927620967,1
"387","moderate",58,23,"(80,90]","(80,100]","(80,85]",7.2276,7.7073,2.75671931600716,30,NA,8.0995,90,0.951577257855423,19.6514533401325,7.21876288659794,1,"(80,90]",15,0.8175943298,1.274073009,1,258.5,212.8,"2020_September_CADE_1.4",81.75943298,81.75943298,NA,81.75943298,-0.29,"HP","2020_September_HP_CADE_(80,90]","September",3.78,45,100,NA,NA,0.333333333333333,7,64.1717016234193,35.8282983765807,1.4,10,2.897,1,"CADE",240.1,33.3,273.4,239.2,208,49,64,66,NA,NA,0.392200000000001,0.140280683992839,2020,"2020_September",46,4.18335872665031,3.83148888888889,NA,32.6475022238957,10.8825007412986,16.3237511119478,17.7747512107877,23.2160015814369,5.44125037064928,1
"388","moderate",59,24,"(80,90]","(80,100]","(80,85]",6.1526,6.8493,4.5757889831193,22,NA,7.4286,112,0.922017607624586,11.8234075608493,7.21876288659794,1,"(80,90]",6,0.8314913162,1.274073009,1,260.9,209.1,"2020_September_CADE_1.4",83.14913162,83.14913162,NA,83.14913162,-0.29,"HP","2020_September_HP_CADE_(80,90]","September",4.21,84,100,NA,NA,0.454545454545455,8,65.2624543747791,34.7375456252209,1.4,10,4.9628,1,"CADE",255,48.4,303.4,286,216.8,62,68,71,NA,NA,0.5793,0.387011016880704,2020,"2020_September",46,4.01074930459244,3.83148888888889,NA,24.4766531877198,4.80791401901639,18.3574898907898,13.5495758717735,14.860825149687,1.31124927791356,1
"389","hydrated",52,25,"(120,130]","(120,140]","(125,130]",7.2047,7.9363,3.11360361247577,32,47,8.8748,107,0.894251138053815,8.45636654235482,7.32357521021488,1,"(120,130]",32,1.282804811,1.282804811,1,241.4,204.1,"2020_September_CADE_1.5",128.2804811,128.2804811,NA,128.2804811,-0.54,"HP","2020_September_HP_CADE_(120,130]","September",0.54,43,100,NA,NA,0.3125,1,100,0,1.5,10,3.4818,1,"CADE",239.2,15.5,254.7,242.8,216.1,33,65,66,NA,NA,0.9385,0.368196387524226,2020,"2020_September",47,4.16068972987555,3.54028888888889,15.0950492900501,34.3653249794759,10.2774803676937,13.8103642440884,10.5986516291841,20.8761319968779,10.2774803676937,1
"390","hydrated",54,24,"(110,120]","(100,120]","(110,115]",7.176,7.7866,3.01501717510929,16,50,8.4867,73,0.917506215607951,11.1221254106556,7.32357521021488,0,"(110,120]",0.5,1.146577137,1.282804811,1,273,220.6,"2020_September_CADE_1.5",114.6577137,114.6577137,NA,114.6577137,-0.54,"HP","2020_September_HP_CADE_(110,120]","September",1.07,57,85,NA,NA,0.625,2,89.3804830764702,10.6195169235298,1.5,10,3.2861,1,"CADE",286.8,16.3,303.1,239.2,229.2,42,42,43,NA,NA,0.700100000000001,0.271082824890712,2020,"2020_September",50,5.70269572487813,3.29860909090909,16.5836534573597,24.2121340477451,5.3067691063551,18.90536494139,13.9302689041821,13.9302689041821,0.165836534573597,1
"391","hydrated",55,24,"(120,130]","(120,140]","(125,130]",6.1305,6.673,3.65563007986526,14,NA,7.3624,237,0.906362055851353,9.67943138961416,7.32357521021488,0,"(120,130]",0.5,1.27078341,1.282804811,1,261.5,229.4,"2020_September_CADE_1.5",127.078341,127.078341,NA,127.078341,-0.54,"HP","2020_September_HP_CADE_(120,130]","September",1.06,223,100,NA,NA,0.714285714285714,3,99.0628815158068,0.937118484193164,1.5,10,4.0333,1,"CADE",285.4,47.8,333.2,316.3,228.6,54,54,55,NA,"Missing lower",0.6894,0.377669920134739,2020,"2020_September",40,4.54663711069688,3.54028888888889,NA,64.8315050544543,3.82970915933486,61.0017958951195,14.771735328863,14.771735328863,0.136775327119102,1
"392","hydrated",51,25,"(100,110]","(100,120]","(105,110]",6.1579,7.0548,2.22419637071127,15,37,8.0181,55,0.879859318292364,7.32357521021488,7.32357521021488,0,"(100,110]",0.5,1.07403278,1.282804811,1,258.9,220.1,"2020_September_CADE_1.5",107.403278,107.403278,NA,107.403278,-0.54,"HP","2020_September_HP_CADE_(100,110]","September",1.57,40,94,NA,NA,0.666666666666667,5,83.7253470512592,16.2746529487408,1.5,10,2.5279,1,"CADE",256,5.80000000000001,261.8,264.8,219.3,66,66,69,NA,NA,0.9633,0.303703629288734,2020,"2020_September",37,3.88242406478742,3.65619411764706,16.6352218208898,24.7280324364578,6.74400884630669,17.9840235901512,29.6736389237494,29.6736389237494,0.22480029487689,1
"393","hydrated",56,23,"(90,100]","(80,100]","(90,95]",7.2049,8.1241,4.15258294332988,24,NA,8.9871,130,0.903973473089206,9.41378910776362,7.32357521021488,0,"(90,100]",0.5,0.9388598782,1.282804811,1,264.5,205.3,"2020_September_CADE_1.5",93.88598782,93.88598782,NA,93.88598782,-0.54,"HP","2020_September_HP_CADE_(90,100]","September",2.37,106,100,NA,NA,0.416666666666667,6,73.1880540320175,26.8119459679825,1.5,10,4.5937,1,"CADE",245.2,30.4,275.6,246.2,202.5,85,85,88,"piece of sample fell through mesh and continued to glow directly atop hot plate",NA,0.863,0.441117056670116,2020,"2020_September",38,3.27795929267193,3.26285,NA,31.3058165903256,5.77953537052166,25.526281219804,20.4691877705975,20.4691877705975,0.120406986885868,1
"394","hydrated",59,23,"(90,100]","(80,100]","(95,100]",7.1751,7.6469,3.90349579561034,26,NA,8.0963,105,0.944493163543841,17.0157988429017,7.32357521021488,0,"(90,100]",0.5,0.9525222552,1.282804811,1,254.7,213,"2020_September_CADE_1.5",95.25222552,95.25222552,NA,95.25222552,-0.54,"HP","2020_September_HP_CADE_(90,100]","September",2.89,79,100,NA,NA,0.384615384615385,7,74.2530934583469,25.7469065416531,1.5,10,4.1329,1,"CADE",260.6,19.4,280,246.8,220.1,67,67,73,NA,NA,0.4494,0.229404204389659,2020,"2020_September",38,3.86682837890745,3.26285,NA,26.8989658239359,6.66069629926032,20.2382695246756,17.16410200194,17.16410200194,0.128090313447314,1
"395","hydrated",59,24,"(90,100]","(80,100]","(90,95]",6.1326,6.7891,3.5844847390264,16,NA,7.3973,81,0.917780811917862,11.1626109832292,7.32357521021488,1,"(90,100]",2,0.9264280274,1.282804811,1,254.1,210.4,"2020_September_CADE_1.5",92.64280274,92.64280274,NA,92.64280274,-0.54,"HP","2020_September_HP_CADE_(90,100]","September",3.55,63,100,NA,NA,0.625,8,72.2189392693196,27.7810607306804,1.5,10,3.9056,1,"CADE",260.5,67.2,327.7,309.3,214,69,71,73,NA,NA,0.6082,0.321115260973599,2020,"2020_September",38,3.71402801720961,3.26285,NA,22.597390112477,4.46368199752633,17.5757478652599,19.2496286143323,19.8075888640231,0.557960249690791,1
"396","moderate",58,24,"(70,80]","(60,80]","(75,80]",6.1367,6.7627,3.11613967085916,15,NA,7.2431,60,0.933674807748064,14.0772273105745,7.32357521021488,0,"(70,80]",0.5,0.7674121406,1.282804811,1,260.5,211.3,"2020_September_CADE_1.5",76.74121406,76.74121406,NA,76.74121406,-0.54,"HP","2020_September_HP_CADE_(70,80]","September",3.99,45,100,NA,NA,0.666666666666667,9,59.8229858525219,40.1770141474781,1.5,10,3.3375,1,"CADE",257.4,13.9,271.3,228.2,213,73,73,75,NA,NA,0.4804,0.221360329140837,2020,"2020_September",NA,NA,2.60435,NA,19.2545926490699,4.81364816226748,14.4409444868024,23.4264210563684,23.4264210563684,0.160454938742249,1
"397","hydrated",51,25,"(130,140]","(120,140]","(130,135]",7.1406,7.8146,4.65867100847584,47,44,8.6953,212,0.898715397973618,8.87316907005792,6.18085514700238,0,"(130,140]",0.5,1.306676558,1.633684475,1,243.6,203.3,"2020_September_CADE_1.6",130.6676558,130.6676558,NA,130.6676558,-0.096,"HP","2020_September_HP_CADE_(130,140]","September",0.275,165,100,NA,NA,0.212765957446809,1,79.9834103828403,20.0165896171597,1.6,10,5.1837,1,"CADE",225.8,30.1,255.9,255.6,206.8,79,79,80,NA,NA,0.880699999999999,0.525028991524157,2020,"2020_September",44,3.57435024533488,3.76671818181818,9.44475364754192,45.5065403017929,10.0887141235107,35.4178261782822,16.9576258671775,16.9576258671775,0.107326745994795,1
"398","hydrated",55,24,"(160,170]","(160,180]","(160,165]",7.2544,8.0518,2.19798775776364,23,45,9.3545,88,0.860740819926239,6.18085514700238,6.18085514700238,0,"(160,170]",0.5,1.633684475,1.633684475,1,265,217.9,"2020_September_CADE_1.6",163.3684475,163.3684475,NA,163.3684475,-0.096,"HP","2020_September_HP_CADE_(160,170]","September",0.096,65,100,NA,NA,0.434782608695652,2,100,0,1.6,10,2.5536,1,"CADE",242.6,-6.29999999999998,236.3,271.4,224.8,59,59,62,NA,NA,1.3027,0.355612242236357,2020,"2020_September",45,4.40224133745282,2.5536,20.4732714461456,40.036619716907,10.4641165169189,29.5725031999881,26.8427336738353,26.8427336738353,0.227480793846062,1
"399","hydrated",55,24,"(100,110]","(100,120]","(105,110]",6.1829,6.5364,2.30465092218895,25,NA,6.9129,48,0.945536605476718,17.3609561752988,6.18085514700238,0,"(100,110]",0.5,1.065063649,1.633684475,1,270.2,225.3,"2020_September_CADE_1.6",106.5063649,106.5063649,NA,106.5063649,-0.096,"HP","2020_September_HP_CADE_(100,110]","September",1.54,23,94,NA,NA,0.4,3,65.1939628060675,34.8060371939325,1.6,10,2.4374,1,"CADE",289.8,47.4,337.2,270.6,226.4,47,47,50,NA,"Missing lower",0.376499999999999,0.132749077811049,2020,"2020_September",42,5.0609297731441,3.65619411764706,NA,20.8274491975599,10.8476297903958,9.97981940716413,20.3935440059441,20.3935440059441,0.216952595807916,1
"400","moderate",55,24,"(80,90]","(80,100]","(85,90]",6.1472,6.7682,4.66523448077791,20,46,7.3119,187,0.925641762059109,12.448409049108,6.18085514700238,0,"(80,90]",0.5,0.8755233494,1.633684475,1,287,211.9,"2020_September_CADE_1.6",87.55233494,87.55233494,NA,87.55233494,-0.096,"HP","2020_September_HP_CADE_(80,90]","September",1.72,167,100,NA,NA,0.5,4,53.5919489226951,46.4080510773049,1.6,10,5.04,1,"CADE",242.8,49.5,292.3,302,199.5,87,87,88,NA,NA,0.543699999999999,0.374765519222089,2020,"2020_September",46,3.38037796046902,3.83148888888889,9.86016891316675,40.083730147004,4.28702996224642,35.7967001847576,18.6485803357719,18.6485803357719,0.10717574905616,1
"401","hydrated",52,25,"(100,110]","(100,120]","(105,110]",6.1588,6.9819,3.29488791887573,26,36,7.8842,76,0.885555921970523,7.7378920536407,6.18085514700238,0,"(100,110]",0.5,1.096221601,1.633684475,1,252.4,210.3,"2020_September_CADE_1.6",109.6221601,109.6221601,NA,109.6221601,-0.096,"HP","2020_September_HP_CADE_(100,110]","September",1.9,50,94,NA,NA,0.384615384615385,5,67.1011824973118,32.8988175026882,1.6,10,3.7207,1,"CADE",251.5,33.5,285,280.4,219.4,55,55,57,"lower video very blurry (tough to tell flam. height)",NA,0.902299999999999,0.425812081124274,2020,"2020_September",36,4.37662983252909,3.65619411764706,10.9260165706285,23.066034982438,7.89101196767617,15.1750230147619,16.6925253162381,16.6925253162381,0.151750230147619,1
