individual,spp,year_month,month,timing,dry_wt,model,rwc,lfm,max_mpa_sample,mpa,gww_gdw,gww_gdw_saturated,fresh_wt,site,sample,location,pos_mpa,water_potential,n,sd_fall_spp,mean_po_fall_spp,tlp,po,swc_sat,rwc_new
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.4885,HP,72.910174321434,132.0783711,-0.179,-1.517,1.320783711,1.811521812,7.8323,1,1.5,seki,1.517,-1.517,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,68.47013639666467
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,12.4827,HP,81.0838958311146,146.8852459,-0.179,-2.637,1.468852459,1.811521812,12.8859,1,1.5,seki,2.637,-2.637,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,76.14609975630317
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,12.3244,HP,63.4944758810334,115.021628,-0.179,-3.02,1.15021628,1.811521812,12.6169,1,1.5,seki,3.02,-3.02,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,59.62782923604987
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.5121,EPI,100,181.1521812,-0.179,-0.179,1.811521812,1.811521812,8.0561,1,1.5,seki,0.179,-0.179,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,93.91026291448044
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.5121,HP,100,181.1521812,-0.179,-0.179,1.811521812,1.811521812,8.0561,1,1.5,seki,0.179,-0.179,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,93.91026291448044
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.4048,HP,97.8028176786866,177.1719375,-0.179,-1.083,1.771719375,1.811521812,7.8922,1,1.5,seki,1.083,-1.083,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,91.84688321982453
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.3844,HP,62.517040562137,113.2509826,-0.179,-3.224,1.132509826,1.811521812,7.5861,1,1.5,seki,3.224,-3.224,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,58.70991715825527
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.4048,EPI,97.8028176786866,177.1719375,-0.179,-1.083,1.771719375,1.811521812,7.8922,1,1.5,seki,1.083,-1.083,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,91.84688321982453
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,12.3819,HP,81.0027920878272,146.7383247,-0.179,-2.518,1.467383247,1.811521812,12.7778,1,1.5,seki,2.518,-2.518,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,76.06993501774848
2020_October_ABCO_1.5,ABCO,2020_October,10,fall,7.461,HP,71.0545704983209,128.7169043,-0.179,-2.94,1.287169043,1.811521812,7.777,1,1.5,seki,2.94,-2.94,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.9289923761044796,66.727533967728
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,12.1496,HP,68.2708079668291,129.553057062265,-0.106,-2.907,1.29553057062265,1.897634742,12.349,1,1.6,seki,2.907,-2.907,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,91.38193055628433
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4608,HP,86.9425287956706,164.9851632,-0.106,-1.278,1.649851632,1.897634742,7.85,1,1.6,seki,1.278,-1.278,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,116.37442657268662
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,12.4702,HP,60.8227733954504,115.4194079,-0.106,-3.04,1.154194079,1.897634742,12.7509,1,1.6,seki,3.04,-3.04,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,81.4125776475973
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.3956,HP,61.7601035152212,117.1981181,-0.106,-3.452,1.171981181,1.897634742,7.6198,1,1.6,seki,3.452,-3.452,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,82.66721397700508
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4608,EPI,86.9425287956706,164.9851632,-0.106,-1.278,1.649851632,1.897634742,7.85,1,1.6,seki,1.278,-1.278,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,116.37442657268662
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4807,HP,100,189.7634742,-0.106,-2.313,1.897634742,1.897634742,7.9701,1,1.6,seki,2.313,-2.313,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,133.85212988937303
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.5062,EPI,75.7239569974104,143.6964116,-0.106,-0.106,1.436964116,1.897634742,7.9587,1,1.6,seki,0.106,-0.106,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,101.35812927754677
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.4983,HP,57.8094481893713,109.7012173,-0.106,-3.661,1.097012173,1.897634742,7.7957,1,1.6,seki,3.661,-3.661,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,77.37917767876709
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.6233,HP,84.0842942366408,159.561278,-0.106,-2.485,1.59561278,1.897634742,8.2925,1,1.6,seki,2.485,-2.485,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,112.54861873819108
2020_October_ABCO_1.6,ABCO,2020_October,10,fall,7.5062,HP,75.7239569974104,143.6964116,-0.106,-0.106,1.436964116,1.897634742,7.9587,1,1.6,seki,0.106,-0.106,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.417709784348123,101.35812927754677
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.5545,HP,100,180.3030303,-0.155,-0.995,1.803030303,1.803030303,8.1138,2,2.1,seki,0.995,-0.995,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,96.29630857526139
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.3725,HP,96.8739495999475,174.6666667,-0.155,-0.155,1.746666667,1.803030303,7.7786,2,2.1,seki,0.155,-0.155,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,93.2860374358086
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.4978,HP,35.6248707984139,64.23272159,-0.155,-4.714,0.6423272159,1.803030303,7.6623,2,2.1,seki,4.714,-4.714,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,34.3054355135788
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.3944,HP,52.0595968430598,93.86503067,-0.155,-3.061,0.9386503067,1.803030303,7.5933,2,2.1,seki,3.061,-3.061,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,50.13147001902993
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.3813,HP,80.0669316315978,144.363104,-0.155,-2.701,1.44363104,1.803030303,7.5785,2,2.1,seki,2.701,-2.701,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,77.10149955070695
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.6067,HP,68.7328396498947,123.9273927,-0.155,-1.769,1.239273927,1.803030303,8.0573,2,2.1,seki,1.769,-1.769,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,66.18718736180217
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.4471,HP,64.4302082481417,116.1696179,-0.155,-2.592,1.161696179,1.803030303,7.6964,2,2.1,seki,2.592,-2.592,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,62.04391215031403
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.5545,EPI,100,180.3030303,-0.155,-0.995,1.803030303,1.803030303,8.1138,2,2.1,seki,0.995,-0.995,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,96.29630857526139
2020_October_ABCO_2.1,ABCO,2020_October,10,fall,7.3725,EPI,96.8739495999475,174.6666667,-0.155,-0.155,1.746666667,1.803030303,7.7786,2,2.1,seki,0.155,-0.155,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8723773835949513,93.2860374358086
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.4501,EPI,100,184.5419019,-0.164,-0.164,1.845419019,1.845419019,7.8751,2,2.2,seki,0.164,-0.164,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,99.34891949953398
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.4967,HP,97.745445312331,180.3813038,-0.164,-0.7282,1.803813038,1.845419019,8.0833,2,2.2,seki,0.7282,-0.7282,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,97.10904377780871
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,12.3013,HP,65.1100871200027,120.1553931,-0.164,-2.843,1.201553931,1.845419019,12.5642,2,2.2,seki,2.843,-2.843,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,64.68616803892797
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.4047,HP,83.6777071278249,154.4204322,-0.164,-2.225,1.544204322,1.845419019,7.8763,2,2.2,seki,2.225,-2.225,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,83.13289789347859
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.4967,EPI,97.745445312331,180.3813038,-0.164,-0.7282,1.803813038,1.845419019,8.0833,2,2.2,seki,0.7282,-0.7282,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,97.10904377780871
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.4501,HP,100,184.5419019,-0.164,-0.164,1.845419019,1.845419019,7.8751,2,2.2,seki,0.164,-0.164,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,99.34891949953398
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.5903,HP,86.0430512881801,158.7854833,-0.164,-2.262,1.587854833,1.845419019,8.0322,2,2.2,seki,2.262,-2.262,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,85.48284175923678
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.553,HP,85.1507350808332,157.138786,-0.164,-2.4,1.57138786,1.845419019,8.1044,2,2.2,seki,2.4,-2.4,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,84.59633524871836
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.5362,HP,50.5868904508131,93.35400975,-0.164,-4.498,0.9335400975,1.845419019,7.7469,2,2.2,seki,4.498,-4.498,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,50.25752907129576
2020_October_ABCO_2.2,ABCO,2020_October,10,fall,7.467,HP,62.0720514531556,114.5489443,-0.164,-3.489,1.145489443,1.845419019,7.7654,2,2.2,seki,3.489,-3.489,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8575129234381422,61.6679124299049
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.4377,EPI,89.3629078583218,161.9933238,-0.192,-0.798,1.619933238,1.812757974,7.7774,2,2.3,seki,0.798,-0.798,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,86.44941742277187
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.5425,EPI,100,181.2757974,-0.192,-0.192,1.812757974,1.812757974,8.0256,2,2.3,seki,0.192,-0.192,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,96.73970945510301
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.6005,HP,86.4674607687038,156.744579,-0.192,-2.2,1.56744579,1.812757974,8.1571,2,2.3,seki,2.2,-2.2,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,83.64837032084924
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,12.4862,HP,61.8757372516183,112.1657361,-0.192,-3.148,1.121657361,1.812757974,12.8679,2,2.3,seki,3.148,-3.148,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,59.85840844041852
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.608,HP,72.1287330550173,130.751936,-0.192,-2.759,1.30751936,1.812757974,8.1314,2,2.3,seki,2.759,-2.759,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,69.77712679107057
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.4377,HP,89.3629078583218,161.9933238,-0.192,-0.798,1.619933238,1.812757974,7.7774,2,2.3,seki,0.798,-0.798,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,86.44941742277187
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.5819,HP,61.5230943124236,111.5264798,-0.192,-3.349,1.115264798,1.812757974,8.0831,2,2.3,seki,3.349,-3.349,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,59.51726268562763
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.6029,HP,54.2088145022276,98.26746075,-0.192,-4.048,0.9826746075,1.812757974,7.9659,2,2.3,seki,4.048,-4.048,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,52.44144964851076
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,7.5425,HP,100,181.2757974,-0.192,-0.192,1.812757974,1.812757974,8.0256,2,2.3,seki,0.192,-0.192,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,96.73970945510301
2020_October_ABCO_2.3,ABCO,2020_October,10,fall,12.4401,HP,68.4915058053966,124.1585233,-0.192,-3.361,1.241585233,1.812757974,12.8975,2,2.3,seki,3.361,-3.361,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.8738509596633663,66.25848371756568
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.5076,EPI,100,197.2067039,-0.192,-0.192,1.972067039,1.972067039,8.0371,2,2.4,seki,0.192,-0.192,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,100
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.7481,EPI,79.0476324674275,155.8872305,-0.192,-2.182,1.558872305,1.972067039,8.5941,2,2.4,seki,2.182,-2.182,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,79.04763246742749
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.6,HP,82.2506649582514,162.2038253,-0.192,-2.487,1.622038253,1.972067039,8.1682,2,2.4,seki,2.487,-2.487,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,82.25066495825145
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.6348,HP,58.4540295133445,115.2752649,-0.192,-4.145,1.152752649,1.972067039,8.0808,2,2.4,seki,4.145,-4.145,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,58.45402951334455
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,12.3176,HP,69.6890507686235,137.43148,-0.192,-2.934,1.3743148,1.972067039,12.4931,2,2.4,seki,2.934,-2.934,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,69.68905076862349
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,12.3699,HP,65.896760926493,129.9528302,-0.192,-2.897,1.299528302,1.972067039,12.7556,2,2.4,seki,2.897,-2.897,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,65.89676092649303
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.5591,HP,67.6822517999602,133.4739379,-0.192,-2.082,1.334739379,1.972067039,8.0021,2,2.4,seki,2.082,-2.082,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,67.68225179996024
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.695,HP,76.0736772295904,150.0223914,-0.192,-2.494,1.500223914,1.972067039,8.365,2,2.4,seki,2.494,-2.494,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,76.07367722959037
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.5076,HP,100,197.2067039,-0.192,-0.192,1.972067039,1.972067039,8.0371,2,2.4,seki,0.192,-0.192,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,100
2020_October_ABCO_2.4,ABCO,2020_October,10,fall,7.7481,HP,79.0476324674275,155.8872305,-0.192,-2.182,1.558872305,1.972067039,8.5941,2,2.4,seki,2.182,-2.182,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.972067039,79.04763246742749
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.6661,HP,76.685842484017,128.9180766,-0.152,-3.24,1.289180766,1.681119649,8.2452,2,2.5,seki,3.24,-3.24,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,82.50533892700453
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.5878,HP,91.2327598997684,153.3731853,-0.152,-2.59,1.533731853,1.681119649,8.1266,2,2.5,seki,2.59,-2.59,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,98.156185456856
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.5712,HP,100,168.1119649,-0.152,-0.992,1.681119649,1.681119649,8.1838,2,2.5,seki,0.992,-0.992,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,107.58874944120278
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.7413,EPI,18.099055428981,30.42667771,-0.152,-4.888,0.3042667771,1.681119649,7.8882,2,2.5,seki,4.888,-4.888,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,19.472547396710723
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,12.3193,HP,73.3907204483576,123.3785822,-0.152,-2.888,1.233785822,1.681119649,12.6465,2,2.5,seki,2.888,-2.888,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,78.960158336277
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.8691,HP,94.0272963283888,158.0711354,-0.152,-0.152,1.580711354,1.681119649,8.7935,2,2.5,seki,0.152,-0.152,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,101.1627922530875
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,12.6952,HP,87.7541447378562,147.525217,-0.152,-2.884,1.47525217,1.681119649,13.3241,2,2.5,seki,2.884,-2.884,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,94.41358690628255
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.5378,HP,87.6199168736264,147.2995639,-0.152,-2.447,1.472995639,1.681119649,7.9769,2,2.5,seki,2.447,-2.447,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,94.26917282575609
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.6947,HP,70.7123681950374,118.8759516,-0.152,-3.379,1.188759516,1.681119649,8.2256,2,2.5,seki,3.379,-3.379,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,76.07855264129954
2020_October_ABCO_2.5,ABCO,2020_October,10,fall,7.5712,EPI,100,168.1119649,-0.152,-0.992,1.681119649,1.681119649,8.1838,2,2.5,seki,0.992,-0.992,205,0.3663120148890651,-1.4115940158731708,-2.030430563395122,-1.4115940158731708,1.5625422339523811,107.58874944120278
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.758,EPI,71.5256073081582,95.97623548,-0.072,-3.025,0.9597623548,1.341844398,8.1134,1,1.1,seki,3.025,-3.025,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,83.53478078431468
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.5839,EPI,100,134.1844398,-0.072,-3.432,1.341844398,1.341844398,8.0306,1,1.1,seki,3.432,-3.432,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,116.79003356716227
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.6286,HP,74.2333124306116,99.60955443,-0.072,-1.674,0.9960955443,1.341844398,8.0623,1,1.1,seki,1.674,-1.674,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,86.69711050572778
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.758,HP,71.5256073081582,95.97623548,-0.072,-3.025,0.9597623548,1.341844398,8.1134,1,1.1,seki,3.025,-3.025,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,83.53478078431468
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,6.6265,EPI,86.344999444563,115.8615538,-0.072,-0.072,1.158615538,1.341844398,7.0918,1,1.1,seki,0.072,-0.072,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,100.84235383487123
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.7536,HP,82.2216336442908,110.3286385,-0.072,-2.051,1.103286385,1.341844398,8.3881,1,1.1,seki,2.051,-2.051,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,96.02667353263648
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,12.6946,EPI,65.8778247252481,88.39779006,-0.072,-4.008,0.8839779006,1.341844398,13.2866,1,1.1,seki,4.008,-4.008,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,76.93873360993354
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.5839,HP,100,134.1844398,-0.072,-3.432,1.341844398,1.341844398,8.0306,1,1.1,seki,3.432,-3.432,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,116.79003356716227
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.7799,EPI,52.9573365033343,71.06050532,-0.072,-5.761,0.7106050532,1.341844398,8.2074,1,1.1,seki,5.761,-5.761,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,61.84889107851917
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.6286,EPI,74.2333124306116,99.60955443,-0.072,-1.674,0.9960955443,1.341844398,8.0623,1,1.1,seki,1.674,-1.674,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,86.69711050572778
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,12.6946,HP,65.8778247252481,88.39779006,-0.072,-4.008,0.8839779006,1.341844398,13.2866,1,1.1,seki,4.008,-4.008,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,76.93873360993354
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,12.9289,HP,56.6870603800069,76.06521441,-0.072,-4.802,0.7606521441,1.341844398,13.4841,1,1.1,seki,4.802,-4.802,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,66.20483684604758
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,12.9289,EPI,56.6870603800069,76.06521441,-0.072,-4.802,0.7606521441,1.341844398,13.4841,1,1.1,seki,4.802,-4.802,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,66.20483684604758
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,6.6265,HP,86.344999444563,115.8615538,-0.072,-0.072,1.158615538,1.341844398,7.0918,1,1.1,seki,0.072,-0.072,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,100.84235383487123
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.7799,HP,52.9573365033343,71.06050532,-0.072,-5.761,0.7106050532,1.341844398,8.2074,1,1.1,seki,5.761,-5.761,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,61.84889107851917
2020_October_ARPA_1.1,ARPA,2020_October,10,fall,7.7536,EPI,82.2216336442908,110.3286385,-0.072,-2.051,1.103286385,1.341844398,8.3881,1,1.1,seki,2.051,-2.051,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.1489374195858482,96.02667353263648
2020_October_ARPA_1.2,ARPA,2020_October,10,fall,7.5286,HP,52.0217085607296,87.20588235,-0.109,-4.139,0.8720588235,1.676336375,7.8844,1,1.2,seki,4.139,-4.139,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.0978008787193558,79.43688517696431
2020_October_ARPA_1.2,ARPA,2020_October,10,fall,12.6388,EPI,49.4303518528613,82.86189684,-0.109,-4.9,0.8286189684,1.676336375,13.0372,1,1.2,seki,4.9,-4.9,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.0978008787193558,75.47989662447975
2020_October_ARPA_1.2,ARPA,2020_October,10,fall,7.5641,EPI,66.915140823094,112.1722846,-0.109,-0.109,1.121722846,1.676336375,7.9235,1,1.2,seki,0.109,-0.109,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.0978008787193558,102.17908071895063
2020_October_ARPA_1.2,ARPA,2020_October,10,fall,7.7855,HP,43.3526273985434,72.67358626,-0.109,-5.802,0.7267358626,1.676336375,8.1916,1,1.2,seki,5.802,-5.802,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.0978008787193558,66.19924220208101
2020_October_ARPA_1.2,ARPA,2020_October,10,fall,7.5286,EPI,52.0217085607296,87.20588235,-0.109,-4.139,0.8720588235,1.676336375,7.8844,1,1.2,seki,4.139,-4.139,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.0978008787193558,79.43688517696431
2020_October_ARPA_1.2,ARPA,2020_October,10,fall,7.7409,EPI,66.0594387567352,110.7378401,-0.109,-1.859,1.107378401,1.676336375,8.2782,1,1.2,seki,1.859,-1.859,126,0.37874953081667045,-1.2685243797301586,-2.1252502332619048,-1.2685243797301586,1.0978008787193558,100.87242800277379
