hydration,bins10lfm,bins20lfm,bins5lfm,bottle_wt,dry_wt,dw_flam_sample,fd,fh,fh_old,fresh_wt,gd,gdw_gfw,gdw_gww,gdw_gww_saturated,glow_pre_ignition,gr,gti,gww_gdw,gww_gdw_saturated,ignition,ignition_num,ignition2,individual,lfm,lfm_NAs_imputed,lfm_notes,lfm_outliers_out,max_mpa_sample,model,model_spp_gr,model_spp_gr_sample,month,mpa,n,notes_flam,pfg,prop_ignite,prop_new,prop_new_flam,prop_new_lfm,ros,round,RWC,RWD,sample,sample_length,sample_wt,site,spp,start_temp,surface_temp_max_within_5_secs_of_flame_end,surface_temp_start,taller_temp_max,taller_temp_start,temp_at_ignition_lower,temp_at_ignition_taller,temp_change,total,ttfg,tti,water_wt,ww_flam_sample,year,year_month,flam_index,mean_wt,dry_norm_fh,dry_norm_gd,dry_norm_fd,dry_norm_pfg,dry_norm_ttfg,dry_norm_tti,dry_norm_gti
hydrated,"(90,100]","(80,100]","(90,95]",12.1077,16.6833,10.077617694642985,49,60,above 52,20.9165,91,0.7976143236201085,3.941061135783804,1,NA,"(90,100]",NA,0.925168283940904,1.2724764548597516,1,1,1,2021_August_PIJE_1.5,92.5168283940904,92.5168283940904,NA,92.5168283940904,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.5",August,2.98,23,NA,42,65,NA,NA,NA,0.20408163265306123,7,72.70612201959156,27.29387798040844,1.5,15,12.6347,1,PIJE,NA,492,266.1,290.5,216.8,275.6,228,73.69999999999999,15,251,251,4.2332,2.5570823053570155,2021,2021_August,2.116953942851349,17.0912125,5.953788069564748,9.029911905506534,4.8622602568112105,4.1676516486953235,24.90668009101253,24.90668009101253,NA
hydrated,"(100,110]","(100,120]","(100,105]",12.0253,17.5812,16.11281943573668,51,60,above 56,23.2232,168,0.7570532915360502,3.1161290322580646,1,NA,"(100,110]",NA,1.0154970391835707,1.2724764548597516,1,1,1,2021_August_PIJE_1.5,101.54970391835707,101.54970391835707,NA,101.54970391835707,1,HP,"2021_August_HP_PIJE_(100,110]","2021_August_HP_PIJE_(100,110]_1.5",August,2.52,20,NA,117,70,NA,NA,NA,0.19607843137254902,8,79.80478030106228,20.19521969893772,1.5,18,21.2836,1,PIJE,NA,496.3,238.1,262.8,165.4,271,160.1,97.4,14,391,391,5.6419999999999995,5.170780564263321,2021,2021_August,1.6443449415195843,17.0912125,3.7237430878748503,10.42648064604958,3.1651816246936226,7.261299021355958,24.26639245598444,24.26639245598444,NA
hydrated,"(100,110]","(100,120]","(105,110]",12.235,13.4336,5.88284590021692,40,60,above 52,14.752,113,0.9106290672451193,10.189320388349511,1,NA,"(100,110]",NA,1.0999499415985312,1.6147265505652326,1,1,1,2021_August_ABCO_1.5,109.99499415985312,109.99499415985312,NA,109.99499415985312,1,HP,"2021_August_HP_ABCO_(100,110]","2021_August_HP_ABCO_(100,110]_1.5",August,3.01,8,sample touching pilot flame,73,50,NA,15,5,0.25,9,68.11988947685882,31.880110523141184,1.5,NA,6.4602,1,ABCO,NA,359.1,225.8,299.2,181.6,251.8,194.7,117.6,4,177,177,1.3184000000000005,0.5773540997830802,2021,2021_August,2.6488661995707297,5.8495,10.199145280651937,19.208390278561147,6.799430187101292,12.408960091459857,30.087478577923214,30.087478577923214,NA
hydrated,"(90,100]","(80,100]","(90,95]",12.0888,16.0862,8.845889457332124,24,60,above 56,19.7303,126,0.8153043795583443,4.414313547926788,1,NA,"(90,100]",NA,0.9116175514084148,1.2724764548597516,1,1,1,2021_August_PIJE_1.5,91.16175514084148,91.16175514084148,NA,91.16175514084148,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.5",August,3.26,23,NA,102,65,NA,10,10,0.4166666666666667,9,71.64121174319807,28.35878825680193,1.5,16,10.8498,1,PIJE,NA,370.9,224,207.8,167.4,222.3,154.9,40.400000000000006,15,314,314,3.644099999999998,2.0039105426678763,2021,2021_August,1.8541239905793268,17.0912125,6.782811416467293,14.243903974581317,2.7131245665869175,11.530779407994398,35.49671307951217,35.49671307951217,NA
hydrated,"(150,160]","(140,160]","(150,155]",12.2775,15.8021,7.773760141764825,18,60,above 52,21.1477,97,0.7472254665992046,2.9560947321161324,1,NA,"(150,160]",NA,1.516654372127334,1.516654372127334,1,1,1,2021_August_PIJE_1.6,151.6654372127334,151.6654372127334,NA,151.6654372127334,1,HP,"2021_August_HP_PIJE_(150,160]","2021_August_HP_PIJE_(150,160]_1.6",August,0.23,4,NA,79,50,NA,NA,100,0.5555555555555556,1,100,0,1.6,14,10.4035,1,PIJE,NA,424.5,227.8,253.6,185.3,260.5,192.3,68.29999999999998,2,326,326,5.345600000000001,2.6297398582351743,2021,2021_August,1.8151533540604115,12.84187,7.718272612715138,12.477874057222808,2.3154817838145414,10.162392273408265,41.93594786241892,41.93594786241892,NA
hydrated,"(100,110]","(100,120]","(105,110]",12.1831,13.8032,7.2015418834497025,32,60,above 52,15.5109,159,0.8899032293419467,8.082918545411962,1,1,"(100,110]",73,1.054070736374297,1.8200525790952762,1,1,1,2021_August_ABCO_1.6,105.40707363742969,105.40707363742969,NA,105.40707363742969,1,HP,"2021_August_HP_ABCO_(100,110]","2021_August_HP_ABCO_(100,110]_1.6",August,4.07,8,sample touching pilot flame,54,50,NA,20,NA,0.3125,10,57.91430140431775,42.08569859568225,1.6,NA,8.0925,1,ABCO,NA,446.4,254.9,303.2,265.6,281.8,203.8,37.599999999999966,4,72,145,1.707699999999999,0.8909581165502969,2021,2021_August,3.033686804346175,7.2793,8.331549128095695,22.078605189453594,4.443492868317704,7.498394215286126,9.997858953714834,20.134577059564595,10.136718105849763
moderate,"(70,80]","(60,80]","(70,75]",12.1245,14.7912,3.5932056786025584,NA,NA,NA,16.7506,NA,0.8830250856685732,7.548841482086358,1,NA,"(70,80]",NA,0.7347658154273066,1.5442197712418295,1,1,1,2021_August_CADE_1.6,73.47658154273066,73.47658154273066,NA,73.47658154273066,1,HP,"2021_August_HP_CADE_(70,80]","2021_August_HP_CADE_(70,80]_1.6",August,4.12,24,NA,NA,67,NA,20,20,NA,10,47.581686824047274,52.418313175952726,1.6,NA,4.0692,1,CADE,NA,276.2,253.9,223.1,207.1,261.7,206.3,16,16,NA,NA,1.9593999999999987,0.475994321397442,2021,2021_August,NA,5.1097,NA,NA,NA,NA,NA,NA,NA
hydrated,"(130,140]","(120,140]","(130,135]",12.1777,15.4617,11.533202070040401,28,60,above 56,19.8257,86,0.7798816687430961,3.543010999083409,1,NA,"(130,140]",NA,1.3288672350791717,1.516654372127334,1,1,1,2021_August_PIJE_1.6,132.88672350791717,132.88672350791717,NA,132.88672350791717,1,HP,"2021_August_HP_PIJE_(130,140]","2021_August_HP_PIJE_(130,140]_1.6",August,1.74,6,NA,58,100,NA,65,65,0.35714285714285715,10,87.61833015489464,12.381669845105364,1.6,19,14.7884,1,PIJE,NA,572,223.2,267.4,151.8,236.3,146.7,115.59999999999997,6,273,273,4.364000000000001,3.255197929959598,2021,2021_August,2.01199146837494,12.84187,5.202371348011058,7.456732265482516,2.4277732957384934,5.028958969744022,23.670789633450312,23.670789633450312,NA
hydrated,"(100,110]","(100,120]","(105,110]",12.1201,13.5813,7.0387888187091185,12,60,above 52,15.1199,108,0.8982400677253157,8.827050565449117,1,NA,"(100,110]",NA,1.052970161511086,1.8200525790952762,1,1,1,2021_August_ABCO_1.6,105.29701615110861,105.29701615110861,NA,105.29701615110861,1,HP,"2021_August_HP_ABCO_(100,110]","2021_August_HP_ABCO_(100,110]_1.6",August,3.85,8,sample barely touching pilot flame,96,50,NA,40,20,0.8333333333333334,11,57.85383200492501,42.14616799507499,1.6,NA,7.8362,1,ABCO,NA,338.8,264.5,222,209.3,271.8,177.5,12.699999999999989,4,234,234,1.5385999999999989,0.7974111812908813,2021,2021_August,2.2108937123278847,7.2793,8.524193798870602,15.343548837967084,1.7048387597741204,13.638710078192963,33.24435581559535,33.24435581559535,NA
moderate,"(80,90]","(80,100]","(80,85]",12.1187,13.2796,3.364498735315609,22,42,42,14.2328,234,0.933027935472992,13.931598825010507,1,NA,"(80,90]",NA,0.821087087604444,1.3740892722552547,1,1,1,2021_August_ARPA_1.6,82.1087087604444,82.1087087604444,NA,82.1087087604444,1,HP,"2021_August_HP_ARPA_(80,90]","2021_August_HP_ARPA_(80,90]_1.6",August,4.65,9,NA,212,22,NA,50,50,0.45454545454545453,11,59.755003127039664,40.244996872960336,1.6,NA,3.606,1,ARPA,NA,303.1,275.9,232.7,207.2,277.7,208.1,25.5,2,116,116,0.9531999999999989,0.24150126468439082,2021,2021_August,3.2469270499265837,4.3541,12.48328601201277,69.54973635264258,6.538864101530499,63.01087225111208,34.477647080797176,34.477647080797176,NA
moderate,"(70,80]","(60,80]","(75,80]",6.1398,7.2842,5.484462910729151,NA,NA,NA,8.1684,NA,0.8917535869937809,8.238181406921512,1,NA,"(70,80]",NA,0.772631946871723,1.5442197712418295,1,1,1,2021_August_CADE_1.6,77.2631946871723,77.2631946871723,NA,77.2631946871723,1,HP,"2021_August_HP_CADE_(70,80]","2021_August_HP_CADE_(70,80]_1.6",August,4.95,24,NA,NA,67,NA,90,90,NA,11,50.03380744506259,49.96619255493741,1.6,NA,6.1502,1,CADE,NA,283.5,274.3,259.8,209.6,255.6,202.9,50.20000000000002,16,NA,NA,0.8841999999999999,0.6657370892708485,2021,2021_August,NA,5.1097,NA,NA,NA,NA,NA,NA,NA
moderate,"(80,90]","(80,100]","(85,90]",12.1893,16.4743,9.819782492369793,30,60,above 52,20.314,90,0.8109825735945653,4.290517488345443,1,NA,"(80,90]",NA,0.8960793465577598,1.516654372127334,1,1,1,2021_August_PIJE_1.6,89.60793465577598,89.60793465577598,NA,89.60793465577598,1,HP,"2021_August_HP_PIJE_(80,90]","2021_August_HP_PIJE_(80,90]_1.6",August,3.34,4,NA,60,100,NA,NA,NA,0.3333333333333333,11,59.08263365903695,40.91736634096305,1.6,20,12.1085,1,PIJE,NA,461.1,265,314.5,202.7,294.1,215.5,111.80000000000001,4,243,243,3.8397000000000006,2.2887175076302064,2021,2021_August,2.1596037012046883,12.84187,6.110114969106641,9.165172453659963,3.0550574845533207,6.110114969106641,24.7459656248819,24.7459656248819,NA
moderate,"(80,90]","(80,100]","(85,90]",12.1927,17.5813,14.271838185585239,25,60,above 56,22.3951,125,0.785051194234453,3.6522705554863095,1,NA,"(80,90]",NA,0.8933303641019934,1.516654372127334,1,1,1,2021_August_PIJE_1.6,89.33303641019934,89.33303641019934,NA,89.33303641019934,1,HP,"2021_August_HP_PIJE_(80,90]","2021_August_HP_PIJE_(80,90]_1.6",August,3.19,4,NA,100,100,NA,NA,NA,0.4,12,58.90138059925706,41.09861940074294,1.6,19.5,18.1795,1,PIJE,NA,612.4,255.3,406.5,203.9,269.2,204.9,202.6,4,242,242,4.8138000000000005,3.9076618144147623,2021,2021_August,2.1651234513648574,12.84187,4.204083539890528,8.758507374771934,1.7517014749543867,7.006805899817547,16.956470277558463,16.956470277558463,NA
dry,"(40,50]","(40,60]","(45,50]",12.0117,12.8023,3.5390606498469204,33,51,51,13.1631,106,0.9725900433788394,35.483093126385874,1,NA,"(40,50]",NA,0.4563622565140384,1.3740892722552547,1,1,1,2021_August_ARPA_1.6,45.63622565140384,45.63622565140384,NA,45.63622565140384,1,HP,"2021_August_HP_ARPA_(40,50]","2021_August_HP_ARPA_(40,50]_1.6",August,8.11,5,NA,73,20,NA,90,95,0.30303030303030304,13,33.211980162324075,66.78801983767593,1.6,NA,3.6388,1,ARPA,NA,343.7,252.2,298.7,218.9,256.9,208.7,79.79999999999998,1,71,71,0.36079999999999934,0.09973935015307944,2021,2021_August,4.852192473037938,4.3541,14.410603560073481,29.951450536623316,9.3245081859299,20.626942350693415,20.06182064245524,20.06182064245524,NA
hydrated,"(110,120]","(100,120]","(115,120]",12.2266,15.6912,6.556175313438107,81,47,47,19.8205,128,0.7916651951262582,3.799966095948467,1,NA,"(110,120]",NA,1.1918547595682034,1.516654372127334,1,1,1,2021_August_PIJE_1.6,119.18547595682034,119.18547595682034,NA,119.18547595682034,1,HP,"2021_August_HP_PIJE_(110,120]","2021_August_HP_PIJE_(110,120]_1.6",August,0.26,21,NA,47,71,NA,NA,NA,0.12345679012345678,2,78.58446732965595,21.41553267034405,1.6,16.5,8.2815,1,PIJE,NA,271.8,232.5,295.3,174.1,229.2,175,121.20000000000002,15,94,94,4.129299999999999,1.7253246865618923,2021,2021_August,3.881138141177627,12.84187,7.168813790513611,19.523577982675366,12.354764192161756,7.168813790513611,14.337627581027222,14.337627581027222,NA
hydrated,"(130,140]","(120,140]","(135,140]",7.182,7.975,7.600053939213807,13,60,above 52,9.0843,108,0.8778882247393854,7.1892184260344285,1,1,"(130,140]",25,1.3988650693568756,1.8200525790952762,1,1,1,2021_August_ABCO_1.6,139.88650693568755,139.88650693568755,NA,139.88650693568755,1,HP,"2021_August_HP_ABCO_(130,140]","2021_August_HP_ABCO_(130,140]_1.6",August,2.2,17,NA,70,71,NA,45,30,0.7692307692307693,3,76.85849768429397,23.141502315706035,1.6,NA,8.6572,1,ABCO,NA,492.2,264.6,295.1,212.1,333.6,215.2,83.00000000000003,12,194,219,1.109300000000001,1.0571460607861924,2021,2021_August,2.3052392691455714,7.2793,7.894680811463654,14.210425460634578,1.7105141758171252,9.210460946707597,25.52613462373248,28.815584961842337,3.289450338109856
hydrated,"(90,100]","(80,100]","(90,95]",6.1552,6.5363999999999995,1.7869574749673485,12,36,36,6.891,332,0.9485415759686547,18.433164128595575,1,1,"(90,100]",270,0.9302203567681027,1.3013062409288936,1,1,1,2021_August_CECO_1.6,93.02203567681026,93.02203567681026,NA,93.02203567681026,1,HP,"2021_August_HP_CECO_(90,100]","2021_August_HP_CECO_(90,100]_1.6",August,4.59,13,sample beng scorched by pilot flame,50,15,NA,NA,NA,0.8333333333333334,3,71.48358530149646,28.51641469850354,1.6,NA,1.8839,1,CECO,NA,416,281.1,255.7,228.4,303.4,232.9,27.299999999999983,2,1,271,0.35460000000000047,0.09694252503265144,2021,2021_August,1.7817326786880647,1.8839,20.1459746548573,185.79065515035066,6.715324884952433,27.980520353968473,0.5596104070793695,151.65442031850912,151.09480991142973
hydrated,"(140,150]","(140,160]","(145,150]",12.2481,15.6527,8.230502506916714,13,60,above 56,20.7107,111,0.7557784140565021,3.094642151047845,1,NA,"(140,150]",NA,1.485637079245727,1.516654372127334,1,1,1,2021_August_PIJE_1.6,148.5637079245727,148.5637079245727,NA,148.5637079245727,1,HP,"2021_August_HP_PIJE_(140,150]","2021_August_HP_PIJE_(140,150]_1.6",August,0.58,6,NA,98,50,NA,NA,NA,0.7692307692307693,3,97.95488718777102,2.045112812228979,1.6,16,10.8901,1,PIJE,NA,298.8,249,190.5,182.8,254.5,167.2,7.699999999999989,3,356,356,5.058,2.659597493083286,2021,2021_August,1.7288310146884578,12.84187,7.289955862303359,13.486418345261216,1.5794904368323945,11.906927908428822,43.25373811633327,43.25373811633327,NA
hydrated,"(90,100]","(80,100]","(95,100]",6.1832,6.6624,2.6149017102996175,6,50,50,7.1391,NA,0.9332268773374794,13.976085588420386,1,1,"(90,100]",26,0.9947829716193667,1.4443031073959665,1,1,1,2021_August_QUKE_1.6,99.47829716193667,99.47829716193667,NA,99.47829716193667,1,HP,"2021_August_HP_QUKE_(90,100]","2021_August_HP_QUKE_(90,100]_1.6",August,3.43,11,sample touching pilot flame,NA,27,NA,NA,NA,1.6666666666666667,3,68.8763298039931,31.1236701960069,1.6,NA,2.802,1,QUKE,NA,369.8,281.3,268,252.6,290,242.4,15.400000000000006,3,1,27,0.4767000000000001,0.18709828970038256,2021,2021_August,9.403261956668251,2.7092,19.121177596488305,NA,2.294541311578597,NA,0.3824235519297661,10.325435902103685,9.94301235017392
hydrated,"(180,190]","(180,200]","(180,185]",7.2269,8.33,4.946010524584772,16,60,above 50,10.3377,83,0.8057885216247328,4.149026248941575,1,NA,"(180,190]",NA,1.8200525790952762,1.8200525790952762,1,1,1,2021_August_ABCO_1.6,182.00525790952761,182.00525790952761,NA,182.00525790952761,1,HP,"2021_August_HP_ABCO_(180,190]","2021_August_HP_ABCO_(180,190]_1.6",August,0.92,1,NA,67,100,NA,60,60,0.625,4,100,0,1.6,NA,6.1381,1,ABCO,NA,382.7,277.9,263.1,195.8,313,226.3,67.30000000000001,1,271,271,2.0077,1.1920894754152274,2021,2021_August,2.02086035149969,7.2793,12.130989148074471,16.78120165483635,3.2349304394865257,13.546271215349828,54.791634318803034,54.791634318803034,NA
hydrated,"(130,140]","(120,140]","(130,135]",7.2054,7.9273,3.72400114907567,27,37.5,37.5,8.8767,291,0.8930458391068753,8.349799873604383,1,1,"(130,140]",162,1.3151406011913012,1.3740892722552547,1,1,1,2021_August_ARPA_1.6,131.5140601191301,131.5140601191301,NA,131.5140601191301,1,HP,"2021_August_HP_ARPA_(130,140]","2021_August_HP_ARPA_(130,140]_1.6",August,1.64,11,sample touching pilot flame,102,18,NA,50,100,0.37037037037037035,4,95.70998244042742,4.290017559572576,1.6,NA,4.17,1,ARPA,NA,308,298.2,207.8,171.7,280.1,191.2,36.10000000000002,2,9,171,0.9493999999999998,0.44599885092433,2021,2021_August,2.41348241382668,4.3541,10.069814293507356,78.14175891761708,7.250266291325296,27.38989487834001,2.4167554304417656,45.918353178393545,43.50159774795178
hydrated,"(110,120]","(100,120]","(110,115]",12.2492,16.147,10.618446467064702,22,60,above 52,20.5509,94,0.7857076819020091,3.666522854742387,1,NA,"(110,120]",NA,1.129842475242445,1.516654372127334,1,1,1,2021_August_PIJE_1.6,112.9842475242445,112.9842475242445,NA,112.9842475242445,1,HP,"2021_August_HP_PIJE_(110,120]","2021_August_HP_PIJE_(110,120]_1.6",August,1.68,21,NA,72,71,NA,NA,NA,0.45454545454545453,4,74.4957121415654,25.504287858434594,1.6,16,13.5145,1,PIJE,NA,436.4,267.7,245.6,205.9,281,209,39.69999999999999,15,261,261,4.4039,2.896053532935298,2021,2021_August,2.0671504087595842,12.84187,5.6505440966437375,8.852519084741855,2.0718661687693705,6.780652915972484,24.579866820400255,24.579866820400255,NA
dry,"(30,40]","(20,40]","(30,35]",7.1991,8.0447,1.861952567146283,13,47,47,8.34,383,0.9645923261390889,27.24246528953614,1,1,"(30,40]",5,0.34921948912015005,1.4443031073959665,1,1,1,2021_August_QUKE_1.6,34.921948912015004,34.921948912015004,NA,34.921948912015004,1,HP,"2021_August_HP_QUKE_(30,40]","2021_August_HP_QUKE_(30,40]_1.6",August,7.91,11,sample touching pilot flame,365,27,NA,NA,NA,0.7692307692307693,4,24.179099756268055,75.82090024373194,1.6,NA,1.9303,1,QUKE,NA,345,252.3,237.6,196.6,247.5,192.9,41,3,1,6,0.29529999999999923,0.0683474328537168,2021,2021_August,18.964480240131525,2.7092,25.242318644042815,205.69804341847654,6.981917922820353,196.0307724484176,0.5370706094477194,3.2224236566863165,2.685353047238597
hydrated,"(110,120]","(100,120]","(110,115]",12.1022,15.5293,8.900852639288651,35,60,above 56,19.456,83,0.7981753700657894,3.9547966485853254,1,NA,"(110,120]",NA,1.145779230252984,1.516654372127334,1,1,1,2021_August_PIJE_1.6,114.57792302529839,114.57792302529839,NA,114.57792302529839,1,HP,"2021_August_HP_PIJE_(110,120]","2021_August_HP_PIJE_(110,120]_1.6",August,2.48,21,NA,48,71,NA,NA,NA,0.2857142857142857,5,75.54649571516137,24.45350428483863,1.6,21,11.1515,1,PIJE,NA,325,256.6,274.7,210.7,262.8,219.4,64,15,203,203,3.9267000000000003,2.2506473607113495,2021,2021_August,2.4203510637593246,12.84187,6.7409272382690695,9.324949346272213,3.932207555656957,5.392741790615255,22.806803822810352,22.806803822810352,NA
hydrated,"(140,150]","(140,160]","(145,150]",12.1879,13.1986,5.093583684271398,16,60,above 52,14.6987,60,0.8979433555348433,8.79848010132658,1,NA,"(140,150]",NA,1.4842188582170772,1.8200525790952762,1,1,1,2021_August_ABCO_1.6,148.42188582170772,148.42188582170772,NA,148.42188582170772,1,HP,"2021_August_HP_ABCO_(140,150]","2021_August_HP_ABCO_(140,150]_1.6",August,2.34,13,sample barely touching pilot flame,44,69,NA,55,50,0.625,6,81.54813082130093,18.45186917869907,1.6,NA,5.6725,1,ABCO,NA,319.3,296.9,233.3,199.2,290.7,196.9,34.10000000000002,9,282,282,1.5000999999999998,0.5789163157286019,2021,2021_August,1.9735721894397946,7.2793,11.779525716888772,11.779525716888772,3.141206857837006,8.638318859051767,55.363770869377234,55.363770869377234,NA
hydrated,"(100,110]","(100,120]","(105,110]",12.2572,17.5165,11.759750459546925,44,60,above 56,23.175,118,0.7558360302049623,3.0956083767782983,1,NA,"(100,110]",NA,1.0759036373661892,1.516654372127334,1,1,1,2021_August_PIJE_1.6,107.59036373661893,107.59036373661893,NA,107.59036373661893,1,HP,"2021_August_HP_PIJE_(100,110]","2021_August_HP_PIJE_(100,110]_1.6",August,0.77,20,NA,74,70,NA,NA,NA,0.22727272727272727,6,70.93927641912731,29.06072358087269,1.6,17,15.5586,1,PIJE,NA,519.8,234,315.6,185.4,279.5,193.8,130.20000000000002,14,327,327,5.6585,3.798849540453075,2021,2021_August,1.8120301550364972,12.84187,5.102149081002834,10.03422652597224,3.7415759927354117,6.292650533236829,27.806712491465447,27.806712491465447,NA
hydrated,"(140,150]","(140,160]","(140,145]",7.2562,7.8065,3.0815585376629118,25,40,40,8.6013,72,0.9075953634915652,9.82196779063915,1,NA,"(140,150]",NA,1.4443031073959665,1.4443031073959665,1,1,1,2021_August_QUKE_1.6,144.43031073959665,144.43031073959665,NA,144.43031073959665,1,HP,"2021_August_HP_QUKE_(140,150]","2021_August_HP_QUKE_(140,150]_1.6",August,1.11,5,sample being scorched by pilot flame,47,20,NA,NA,NA,0.4,6,100,0,1.6,NA,3.3953,1,QUKE,NA,324.7,270.3,228.3,206.4,266.1,209.7,21.900000000000006,1,10,10,0.7948000000000004,0.31374146233708844,2021,2021_August,15.108292092026607,2.7092,12.980444639009338,23.36480035021681,8.112777899380836,15.252022450835973,3.2451111597523346,3.2451111597523346,NA
hydrated,"(90,100]","(80,100]","(95,100]",12.0846,15.9099,10.944738815318269,21,60,above 52,19.6863,97,0.8081711647186115,4.212980616460122,1,NA,"(90,100]",NA,0.9872166888871458,1.516654372127334,1,1,1,2021_August_PIJE_1.6,98.72166888871458,98.72166888871458,NA,98.72166888871458,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.6",August,2.74,23,NA,76,65,NA,NA,NA,0.47619047619047616,8,65.09173790877793,34.90826209122207,1.6,16,13.5426,1,PIJE,NA,411.1,264.7,276,224,272.5,222,52,15,272,272,3.776399999999999,2.597861184681731,2021,2021_August,2.016410323147992,12.84187,5.482086051795401,8.862705783735898,1.9187301181283902,6.943975665607508,24.852123434805815,24.852123434805815,NA
hydrated,"(90,100]","(80,100]","(95,100]",12.2061,13.6701,5.4338520743919885,16,45,45,15.0984,NA,0.9054005722460658,9.570888468809073,1,1,"(90,100]",91,0.9756147540983605,1.3740892722552547,1,1,1,2021_August_ARPA_1.6,97.56147540983605,97.56147540983605,NA,97.56147540983605,1,HP,"2021_August_HP_ARPA_(90,100]","2021_August_HP_ARPA_(90,100]_1.6",August,3.67,11,sample touching pilot flame,NA,27,NA,60,75,0.625,9,71.00082751516655,28.99917248483345,1.6,NA,6.0016,1,ARPA,NA,366.9,260.6,212.1,163.7,289.6,182.2,48.400000000000006,3,33,124,1.4283000000000001,0.5677479256080114,2021,2021_August,3.1501325336434918,4.3541,8.281417930397966,NA,2.944504153030388,NA,6.073039815625176,22.81990718598551,16.746867370360334
dry,"(30,40]","(20,40]","(35,40]",7.2454,8.8523,1.8109537250286296,36,28,28,9.4308,NA,0.938658438308521,15.302160760587725,1,NA,"(30,40]",NA,0.36000995706017813,1.1412564290962515,1,1,1,2021_August_QUKE_1.7,36.00099570601781,36.00099570601781,NA,36.00099570601781,1,HP,"2021_August_HP_QUKE_(30,40]","2021_August_HP_QUKE_(30,40]_1.7",August,9.23,11,sample touching pilot flame,NA,27,NA,NA,NA,0.2777777777777778,6,31.545054019565622,68.45494598043437,1.7,NA,1.9293,1,QUKE,NA,325.4,258.6,249.6,189.9,258.3,189.8,59.69999999999999,3,1,1,0.5785,0.1183462749713704,2021,2021_August,22.74848252890326,1.9293,15.461466305306804,NA,19.879028106823032,NA,0.5521952251895287,0.5521952251895287,NA
hydrated,"(110,120]","(100,120]","(115,120]",7.1902,8.2196,2.634430298989258,9,60,above 52,9.4485,91,0.8699370270413294,6.688583285865411,1,1,"(110,120]",49,1.1938022148824554,1.1938022148824554,1,1,1,2021_August_QUKE_1.8,119.38022148824554,119.38022148824554,NA,119.38022148824554,1,HP,"2021_August_HP_QUKE_(110,120]","2021_August_HP_QUKE_(110,120]_1.8",August,0.69,8,sample touching pilot flame,33,12,NA,NA,NA,1.1111111111111112,3,100,0,1.8,NA,3.0283,1,QUKE,NA,386.4,264.4,298.3,220.6,275.2,231.4,77.70000000000002,1,8,57,1.2288999999999994,0.39386970101074237,2021,2021_August,5.919149216772133,2.3491666666666666,22.775322627825826,34.5425726522025,3.416298394173874,12.526427445304204,3.03670968371011,21.636556496434533,18.599846812724426
dry,"(20,30]","(20,40]","(20,25]",7.2507,8.4816,1.0929031212443772,17,41,41,8.7369,271,0.9707791092950588,33.222091656874255,1,NA,"(20,30]",NA,0.2074092127711431,1.1938022148824554,1,1,1,2021_August_QUKE_1.8,20.74092127711431,20.74092127711431,NA,20.74092127711431,1,HP,"2021_August_HP_QUKE_(20,30]","2021_August_HP_QUKE_(20,30]_1.8",August,8.21,5,sample touching pilot flame,254,60,NA,NA,NA,0.5882352941176471,5,17.37383380475342,82.62616619524658,1.8,NA,1.1258,1,QUKE,NA,350.3,259.9,290.7,198.6,255.1,198.2,92.1,3,14,14,0.2553000000000001,0.03289687875562275,2021,2021_August,13.008826685285028,2.3491666666666666,37.514761558478746,247.963423959701,15.554901134003384,232.40852282569762,12.809918580943963,12.809918580943963,NA
hydrated,"(100,110]","(100,120]","(100,105]",7.1496,8.3474,2.5291760992722137,9,52,52,9.5495,149,0.8741190638253312,6.9440146410448405,1,1,"(100,110]",28,1.0035899148438803,1.1938022148824554,1,1,1,2021_August_QUKE_1.8,100.35899148438803,100.35899148438803,NA,100.35899148438803,1,HP,"2021_August_HP_QUKE_(100,110]","2021_August_HP_QUKE_(100,110]_1.8",August,3.48,13,sample being scorched by pilot flame,112,23,NA,NA,NA,1.1111111111111112,6,84.06668226383682,15.933317736163175,1.8,NA,2.8934,1,QUKE,NA,307.9,262.9,266.5,203,266.1,203.6,63.5,3,7,35,1.2020999999999997,0.36422390072778654,2021,2021_August,8.01909472470143,2.3491666666666666,20.560055116353237,58.91246562185832,3.558471077830368,44.283195635222356,2.7676997272013972,13.838498636006987,11.070798908805589
hydrated,"(90,100]","(80,100]","(95,100]",7.1266,7.6664,2.510840724876442,10,38,38,8.1945,NA,0.935554335224846,14.516947547812933,1,1,"(90,100]",17,0.9783253056687642,1.0943166441136674,1,1,1,2021_August_QUKE_1.9,97.83253056687641,97.83253056687641,NA,97.83253056687641,1,HP,"2021_August_HP_QUKE_(90,100]","2021_August_HP_QUKE_(90,100]_1.9",August,1.52,11,sample being scorched by pilot flame,NA,27,NA,NA,NA,1,2,89.40056892410246,10.599431075897542,1.9,NA,2.6838,1,QUKE,NA,296.9,285.1,294.9,214.1,316.2,281.8,80.79999999999998,3,1,18,0.5280999999999993,0.17295927512355824,2021,2021_August,11.184821194251798,2.3639,15.134372970579395,NA,3.982729729099841,NA,0.3982729729099841,7.168913512379714,6.7706405394697295
