model_spp_gr_sample,sample,round,model_spp_gr,spp,model,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,prop_new,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,bottle_wt,ttms,lfm_outliers_out,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,dw_flam_sample,ww_flam_sample,gww_gdw_saturated,gdw_gww_saturated,rwc,rwd,max_mpa_sample,flam_index,mean_wt,dry_norm_fh,dry_norm_gd,dry_norm_fd,dry_norm_pfg,dry_norm_ttfg,dry_norm_tti,dry_norm_gti,location,ambient_humidity,ambient_temp,prop_new_lfm,sample_length,temp_start_higher,taller_temp_start,taller_temp_max,lower_temp_max,surface_temp_start,temp_at_ignition_taller,temp_at_ignition_lower,ignition_num,glow_pre_ignition,ignition2,n,notes_flam,prop_new_flam,start_temp,id,individual,mpa,sample_wt,lfm
"2020_october_hp_arpa_(80,90]_1.2",1.2,6,"2020_october_hp_arpa_(80,90]",arpa,hp,0,25,32,0.5,32,25,26,1,1,NA,0,2020_october,2020,october,12.6388,13.0372,0.3984,1,12.158,7,82.86189684,0.61,dry,1,90,0.4,moderate,"(80,85]","(80,90]","(80,100]",85.29999999999998,0.9694412910747706,0.8286189684,31.72389558232932,3.5018158316202865,0.11038416837971354,1.451628825,12.98979938796328,57.08201395077699,42.91798604922301,-0.109,28.361766116274836,3.652345,7.13915328563482,7.424719417060213,7.13915328563482,0.28556613142539283,9.13811620561257,9.13811620561257,0.14278306571269642,seki,NA,NA,NA,NA,NA,NA,NA,337.9,252.6,NA,238.1,1,NA,NA,NA,NA,NA,NA,5,2020_october_arpa_1.2,4.9,3.6122,82.86189684
"2020_october_hp_arpa_(80,90]_1.3",1.3,6,"2020_october_hp_arpa_(80,90]",arpa,hp,0,32,113,8,121,11,141,122,1,NA,1,2020_october,2020,october,12.6091,13.0226,0.4135,1,12.1222,5,84.92503594,0.61,dry,1,90,0.9090909090909092,moderate,"(80,85]","(80,90]","(80,100]",30.600000000000023,0.9682475081780904,0.8492503594,30.493591293833138,2.5813478568027888,0.08465214319721115,1.2818013,13.917059036580948,66.2544467227487,33.745553277251304,-0.113,13.67468265975651,3.652345,12.396624467201653,54.62262655860728,4.2613396606005685,47.2621307812063,43.77558014980583,46.87473626660625,3.099156116800413,seki,NA,NA,NA,NA,NA,NA,NA,270.8,240.2,NA,264.1,1,NA,NA,NA,NA,NA,NA,10,2020_october_arpa_1.3,4.883,2.666,84.92503594
"2020_october_hp_arpa_(80,90]_1.4",1.4,7,"2020_october_hp_arpa_(80,90]",arpa,hp,0,24,31,0.5,31,27,241,214,1,NA,0,2020_october,2020,october,7.7187,8.1524,0.4337,1,7.2024,1,84.00154949,0.61,dry,1,90,0.3703703703703703,moderate,"(80,85]","(80,90]","(80,100]",0.6999999999999886,0.9468009420538736,0.8400154949,17.797325340096844,2.0402613500318925,0.11463864996810758,1.270564584,10.214003164556962,66.11356128434319,33.88643871565681,-0.134,28.61606512236918,3.652345,11.763198866471123,118.1221219508142,13.233598724780013,104.88852322603418,15.194131869191867,15.194131869191867,0.24506664305148176,seki,NA,NA,NA,NA,NA,NA,NA,224.7,224,NA,221,1,NA,NA,NA,NA,NA,NA,19,2020_october_arpa_1.4,4.931,2.1549,84.00154949
"2020_october_hp_arpa_(80,90]_2.1",2.1,3,"2020_october_hp_arpa_(80,90]",arpa,hp,0,16,31,0.5,31,29,144,115,1,NA,0,2020_october,2020,october,7.6266,7.9877,0.3611,2,7.1785,17,80.58469092,0.61,dry,1,90,0.3448275862068966,moderate,"(80,85]","(80,90]","(80,100]",22.69999999999999,0.9547929942286264,0.8058469092,21.120465245084464,3.5397995468032097,0.16760045319679007,1.185035056568572,7.921781867614764,68.00194683973635,31.99805316026365,-0.13,26.132187701895063,3.652345,4.52002995888555,40.68026962996995,8.19255430048006,32.48771532948989,8.757558045340753,8.757558045340753,0.14125093621517343,seki,NA,NA,NA,NA,NA,NA,NA,284.4,261.7,NA,261.6,1,NA,NA,NA,NA,NA,NA,36,2020_october_arpa_2.1,5.948,3.7074,80.58469092
"2020_october_hp_arpa_(80,90]_2.1",2.1,4,"2020_october_hp_arpa_(80,90]",arpa,hp,dw may be off-find another written down?,26,40,0.5,40,26,132,106,1,NA,0,2020_october,2020,october,7.6699,8.0808,0.4109,2,7.1863,12,84.96691481,0.61,dry,1,90,0.38461538461538464,moderate,"(80,85]","(80,90]","(80,100]",64.69999999999999,0.949151074151074,0.8496691481,18.666098807495743,4.082203854816355,0.2186961451836451,1.185035056568572,7.921781867614764,71.6999166725355,28.300083327464503,-0.13,25.056802021716333,3.652345,6.369108678716304,32.33547483040585,6.369108678716304,25.96636615168955,9.798628736486622,9.798628736486622,0.12248285920608278,seki,NA,NA,NA,NA,NA,NA,NA,329,264.3,NA,268.8,1,NA,NA,NA,NA,NA,NA,35,2020_october_arpa_2.1,1.038,4.3009,84.96691481
"2020_october_hp_arpa_(80,90]_2.1",2.1,5,"2020_october_hp_arpa_(80,90]",arpa,hp,0,26,48,0.5,48,16,256,240,1,NA,0,2020_october,2020,october,12.3325,12.5355,0.203,2,12.093,4,84.75991649,0.61,dry,1,90,0.625,moderate,"(80,85]","(80,90]","(80,100]",33.10000000000002,0.9838059909856008,0.8475991649,60.75123152709359,2.8002069921423156,0.04609300785768422,1.185035056568572,7.921781867614764,71.52523971352687,28.474760286473128,-0.13,22.428340717687785,3.652345,9.285027882923949,91.42181300109732,5.713863312568583,85.70794968852874,17.14158993770575,17.14158993770575,0.17855822851776823,seki,NA,NA,NA,NA,NA,NA,NA,266.1,233,NA,247.1,1,NA,NA,NA,NA,NA,NA,38,2020_october_arpa_2.1,2.556,2.8463,84.75991649
"2020_october_hp_arpa_(90,100]_1.1",1.1,4,"2020_october_hp_arpa_(90,100]",arpa,hp,0,33,86,11,97,10,188,167,1,NA,1,2020_october,2020,october,7.758,8.1134,0.3554,1,7.3877,2,95.97623548,0.61,dry,1,85,1,hydrated,"(95,100]","(90,100]","(80,100]",40.900000000000034,0.9561959227943896,0.9597623548,21.828925154755204,2.625618384401114,0.12028161559888596,1.341844398,12.220015760441292,71.52560730815824,28.474392691841757,-0.072,15.596262876537873,3.652345,12.56846775451227,71.60217993479718,3.8086265922764455,63.60406409101664,32.75418869357743,36.94367794508152,4.18948925150409,seki,NA,NA,NA,NA,NA,NA,NA,308.6,267.7,NA,296.7,1,NA,NA,NA,NA,NA,NA,3,2020_october_arpa_1.1,3.025,2.7459,95.97623548
"2020_october_hp_arpa_(90,100]_1.3",1.3,4,"2020_october_hp_arpa_(90,100]",arpa,hp,0,35,40,0.5,40,46,172,150,1,NA,0,2020_october,2020,october,7.4485,7.6853,0.2368,1,7.2002,4,95.36850584,0.61,dry,1,85,0.21739130434782608,hydrated,"(95,100]","(90,100]","(80,100]",12.599999999999994,0.9691879302044164,0.9536850584,31.45481418918919,2.94720357695861,0.09369642304139036,1.2818013,13.917059036580948,74.4019418922418,25.59805810775821,-0.113,26.959813901549023,3.652345,11.875664196946492,58.36040691070848,15.608015801701104,50.89570370119925,13.572187653653137,13.572187653653137,0.16965234567066417,seki,NA,NA,NA,NA,NA,NA,NA,266.7,254.1,NA,249.4,1,NA,NA,NA,NA,NA,NA,13,2020_october_arpa_1.3,3.749,3.0409,95.36850584
"2020_october_hp_arpa_(90,100]_1.4",1.4,5,"2020_october_hp_arpa_(90,100]",arpa,hp,0,28,43,0.5,43,25,281,256,1,NA,0,2020_october,2020,october,12.4718,12.8324,0.3606,1,12.1054,4,98.41703057,0.61,dry,1,85,0.4,hydrated,"(95,100]","(90,100]","(80,100]",17.299999999999983,0.971899255010754,0.9841703057,34.58624514697726,3.6734876141641473,0.1062123858358528,1.270564584,10.214003164556962,77.45928999544662,22.540710004553375,-0.134,24.417735168248814,3.652345,7.622184403736182,76.49406490892382,6.805521789050163,69.68854311987366,11.70549747716628,11.70549747716628,0.13611043578100324,seki,NA,NA,NA,NA,NA,NA,NA,263.7,246.4,NA,240.7,1,NA,NA,NA,NA,NA,NA,20,2020_october_arpa_1.4,4.063,3.7797,98.41703057
"2020_october_hp_arpa_(90,100]_1.5",1.5,5,"2020_october_hp_arpa_(90,100]",arpa,hp,0,31,48,0.5,48,33,129,96,1,NA,0,2020_october,2020,october,12.7318,13.1749,0.4431,1,12.2864,2,99.48361024,0.61,dry,1,85,0.30303030303030304,hydrated,"(95,100]","(90,100]","(80,100]",91.89999999999998,0.9663678661697622,0.9948361024,28.733468742947416,3.9302181117124233,0.13678188828757687,1.438068756,1.182241570735698,69.17861877252273,30.821381227477275,-0.084,23.414388629474583,3.652345,7.8876029571023185,32.82260585374836,8.396480567237951,24.426125286510405,12.213062643255205,12.213062643255205,0.12721940253390837,seki,NA,NA,NA,NA,NA,NA,NA,337.2,245.3,NA,239.9,1,NA,NA,NA,NA,NA,NA,22,2020_october_arpa_1.5,2.108,4.067,99.48361024
"2020_october_hp_arpa_(90,100]_1.6",1.6,4,"2020_october_hp_arpa_(90,100]",arpa,hp,0,40,44,0.5,44,11,194,183,1,NA,0,2020_october,2020,october,7.4999,7.848,0.3481,1,7.1334,3,94.97953615,0.61,dry,1,85,0.9090909090909092,hydrated,"(90,95]","(90,100]","(80,100]",122.6,0.955644750254842,0.9497953615,21.54524561907498,2.386722763761468,0.11077723623853196,1.238374096,20.663699582753825,76.6969661726516,23.3030338273484,-0.186,26.309068526220145,3.652345,16.75938261759406,81.28300569533118,4.608830219838366,76.67417547549282,18.435320879353466,18.435320879353466,0.20949228271992573,seki,NA,NA,NA,NA,NA,NA,NA,377,254.4,NA,243.9,1,NA,NA,NA,NA,NA,NA,31,2020_october_arpa_1.6,3.484,2.4975,94.97953615
"2020_october_hp_arpa_(90,100]_1.6",1.6,6,"2020_october_hp_arpa_(90,100]",arpa,hp,0,35,125,0.5,50,7,84,77,1,NA,0,2020_october,2020,october,12.674,13.1029,0.4289,1,12.2076,4,91.95969125,0.61,dry,1,85,1.4285714285714286,hydrated,"(90,95]","(90,100]","(80,100]",-1.700000000000017,0.967266788268246,0.9195969125,29.550011657729073,2.574670737012417,0.08712926298758283,1.238374096,20.663699582753825,74.25840991589993,25.741590084100068,-0.186,23.53782807404533,3.652345,13.59397125886983,32.62553102128759,2.718794251773966,29.906736769513625,48.54989735310654,19.419958941242612,0.19419958941242613,seki,NA,NA,NA,NA,NA,NA,NA,198.7,200.4,NA,249.7,1,NA,NA,NA,NA,NA,NA,28,2020_october_arpa_1.6,3.801,2.6618,91.95969125
"2020_october_hp_arpa_(90,100]_2.4",2.4,3,"2020_october_hp_arpa_(90,100]",arpa,hp,0,31,49,0.5,49,30,251,221,1,NA,0,2020_october,2020,october,7.6699,8.1149,0.445,2,7.2136,4,97.52355906,0.61,dry,1,85,0.3333333333333333,hydrated,"(95,100]","(90,100]","(80,100]",127.60000000000002,0.9451626021269516,0.9752355906,17.235730337078653,4.262305270551701,0.2472947294482992,1.094005896,16.041373603640878,89.14354064870597,10.856459351294037,-0.046,23.121581622161287,3.652345,7.27305953756509,58.888320771897995,7.038444713772669,51.849876058125325,11.496126365828692,11.496126365828692,0.11730741189621112,seki,NA,NA,NA,NA,NA,NA,NA,423,295.4,NA,292.3,1,NA,NA,NA,NA,NA,NA,53,2020_october_arpa_2.4,1.218,4.5096,97.52355906
"2020_october_hp_arpa_(90,100]_2.4",2.4,4,"2020_october_hp_arpa_(90,100]",arpa,hp,0,36,50,0.5,50,22,192,170,1,NA,1,2020_october,2020,october,7.7544,8.2378,0.4834,2,7.222,8,90.79639369,0.61,dry,1,85,0.4545454545454546,hydrated,"(90,95]","(90,100]","(80,100]",53,0.9413192842749278,0.9079639369,16.041373603640878,5.742330029862342,0.35796997013765797,1.094005896,16.041373603640878,82.99442811229602,17.00557188770398,-0.046,23.70398704961828,3.652345,6.269232143186833,33.43590476366311,3.831197420836398,29.60470734282671,8.707266865537267,8.707266865537267,0.08707266865537268,seki,NA,NA,NA,NA,NA,NA,NA,312.7,259.7,NA,246,1,NA,NA,NA,NA,NA,NA,52,2020_october_arpa_2.4,2.671,6.1003,90.79639369
"2020_october_hp_arpa_(90,100]_2.4",2.4,5,"2020_october_hp_arpa_(90,100]",arpa,hp,0,35,58,0.5,58,18,272,254,1,NA,0,2020_october,2020,october,12.7364,13.1992,0.4628,2,12.2535,4,95.83764755,0.61,dry,1,85,0.5555555555555556,hydrated,"(95,100]","(90,100]","(80,100]",16.5,0.9649372689253894,0.9583764755,27.52031114952463,3.226750227286502,0.1172497727134978,1.094005896,16.041373603640878,87.60249638544909,12.397503614550914,-0.046,21.499198219362267,3.652345,10.846826538982796,84.29533767438059,5.578367934334009,78.71696974004658,17.97474112174292,17.97474112174292,0.15495466484261136,seki,NA,NA,NA,NA,NA,NA,NA,261.2,244.7,NA,243.1,1,NA,NA,NA,NA,NA,NA,54,2020_october_arpa_2.4,2.804,3.344,95.83764755
"2020_october_hp_arpa_(90,100]_2.5",2.5,2,"2020_october_hp_arpa_(90,100]",arpa,hp,0,32,58,0.5,58,33,277,244,1,NA,0,2020_october,2020,october,7.6606,8.1113,0.4507,2,7.2083,8,99.64625249,0.61,dry,1,85,0.30303030303030304,hydrated,"(95,100]","(90,100]","(80,100]",15,0.9444355405422064,0.9964625249,16.99711559795873,4.196599324399295,0.24690067560070528,1.116273471,16.33340471092077,89.26688224591875,10.733117754081247,-0.11,21.0248788712217,3.652345,7.625221644094057,66.00582485668917,7.863509820471996,58.142315036217184,13.820714229920478,13.820714229920478,0.11914408818896964,seki,NA,NA,NA,NA,NA,NA,NA,232.8,217.8,NA,218.1,1,NA,NA,NA,NA,NA,NA,60,2020_october_arpa_2.5,1.998,4.4435,99.64625249
"2020_october_hp_arpa_(90,100]_2.5",2.5,4,"2020_october_hp_arpa_(90,100]",arpa,hp,0,31,53,0.5,53,23,198,175,1,NA,0,2020_october,2020,october,7.5616,7.8713,0.3097,2,7.2359,3,95.08750384,0.61,dry,1,85,0.43478260869565216,hydrated,"(95,100]","(90,100]","(80,100]",28.40000000000001,0.96065452974731,0.9508750384,24.41588634162093,2.40173238982125,0.09836761017875029,1.116273471,16.33340471092077,85.18298276390732,14.81701723609268,-0.11,22.039760312698427,3.652345,12.907349766102454,82.44049205446085,9.576420794205047,72.8640712602558,22.06740443882033,22.06740443882033,0.20818306074358797,seki,NA,NA,NA,NA,NA,NA,NA,274.5,246.1,NA,245.8,1,NA,NA,NA,NA,NA,NA,59,2020_october_arpa_2.5,3.564,2.5001,95.08750384
"2020_october_hp_cade_(100,110]_1.1",1.1,4,"2020_october_hp_cade_(100,110]",cade,hp,0,39,98,21,119,22,131,88,1,NA,1,2020_october,2020,october,13.1106,13.9999,0.8893,1,12.237,2,101.7971612,0.61,dry,1,100,0.4545454545454546,hydrated,"(100,105]","(100,110]","(100,120]",73.60000000000002,0.9364781177008408,1.017971612,14.742606544473182,3.597293393524239,0.2440066064757609,1.509893892,0.5505870678478042,67.4200761651932,32.579923834806806,-0.336,10.916498824134164,3.0753656565656566,10.841484342146476,36.41626791849201,6.115709116082628,24.46283646433051,27.242704244368067,33.08042658244694,5.837722338078872,seki,NA,NA,NA,NA,NA,NA,NA,315.6,242,NA,247.7,1,NA,NA,NA,NA,NA,NA,149,2020_october_cade_1.1,2.844,3.8413,101.7971612
"2020_october_hp_cade_(100,110]_1.2",1.2,7,"2020_october_hp_cade_(100,110]",cade,hp,0,43,78,0.5,78,32,72,40,1,NA,0,2020_october,2020,october,12.7962,13.3245,0.5283,1,12.2786,2,102.0672334,0.61,dry,1,100,0.3125,hydrated,"(100,105]","(100,110]","(100,120]",20.30000000000001,0.9603512326916582,1.020672334,24.22146507666099,2.4846207092198584,0.10257929078014172,1.6147455869999998,16.17341907824223,63.209482795137085,36.790517204862915,-0.318,13.64531864168712,3.0753656565656566,17.306464459720893,28.978266072090797,12.879229365373687,16.09903670671711,31.393121578098363,31.393121578098363,0.20123795883396384,seki,NA,NA,NA,NA,NA,NA,NA,265.3,245,NA,240,1,NA,NA,NA,NA,NA,NA,155,2020_october_cade_1.2,2.471,2.5872,102.0672334
"2020_october_hp_cade_(100,110]_1.2",1.2,8,"2020_october_hp_cade_(100,110]",cade,hp,missing fresh weight and dry weight,27,33,31,64,31,131,69,1,NA,1,2020_october,2020,october,12.71545,13.303,0.5937,1,12.0646,62,NA,0.61,dry,1,100,0.3225806451612903,hydrated,"(100,105]","(100,110]","(100,120]",4.5,0.9558332706908216,1.0470578813029794,21.41729829880411,2.7423812369390363,0.12671876306096364,1.6147455869999998,16.17341907824223,64.84352022588804,35.15647977411196,-0.318,13.513724914019695,3.0753656565656566,9.84545825952944,47.768704888828026,11.304044668348617,25.160615552130793,12.033337872758205,23.337382541106823,11.304044668348617,seki,NA,NA,NA,NA,NA,NA,NA,249.8,245.3,NA,235.9,1,NA,NA,NA,NA,NA,NA,158,2020_october_cade_1.2,2.821,2.8691,104.70578813029796
"2020_october_hp_cade_(100,110]_1.3",1.3,8,"2020_october_hp_cade_(100,110]",cade,hp,0,43,36,29,65,16,132,87,1,NA,1,2020_october,2020,october,12.9036,13.6198,0.7162,1,12.2016,3,102.022792,0.61,dry,1,100,0.625,hydrated,"(100,105]","(100,110]","(100,120]",15,0.9474147931687692,1.02022792,18.016755096341807,2.8422443795063073,0.15775562049369274,1.3321182669999998,8.023208675382588,76.58688761153367,23.41311238846633,-0.682,14.970746892043945,3.0753656565656566,15.12888909554956,46.44217117703586,5.629354082064953,30.609612821228183,12.666046684646144,22.86925095838887,10.203204273742728,seki,NA,NA,NA,NA,NA,NA,NA,251.9,236.9,NA,231,1,NA,NA,NA,NA,NA,NA,167,2020_october_cade_1.3,3.528,3,102.022792
"2020_october_hp_cade_(100,110]_1.5",1.5,7,"2020_october_hp_cade_(100,110]",cade,hp,0,41,48,22,70,17,92,53,1,NA,1,2020_october,2020,october,12.5116,13.0185,0.5069,1,12.0258,2,104.3433512,0.61,dry,1,100,0.5882352941176471,hydrated,"(100,105]","(100,110]","(100,120]",51.45000000000002,0.9610631025079694,1.043433512,24.682580390609587,2.914519964665668,0.11808003533433188,1.410973837,9.881608904629395,73.95130119623897,26.048698803761027,-0.258,14.243239523763648,3.0753656565656566,14.06749670514033,31.566090167631963,5.83286448749721,18.18481281396189,16.46926443528624,24.017677301459106,7.5484128661728604,seki,NA,NA,NA,NA,NA,NA,NA,290.05,238.6,NA,247.5,1,NA,NA,NA,NA,NA,NA,181,2020_october_cade_1.5,2.795,3.0326,104.3433512
"2020_october_hp_cade_(100,110]_1.6",1.6,4,"2020_october_hp_cade_(100,110]",cade,hp,0,34,90,0.5,90,21,129,108,1,NA,0,2020_october,2020,october,12.7815,13.3752,0.5937,1,12.2024,2,102.5211535,0.61,dry,1,100,0.47619047619047616,hydrated,"(100,105]","(100,110]","(100,120]",13.900000000000034,0.9556118787008792,1.025211535,21.52854977261243,3.3083283240624444,0.15367167593755582,1.290838068,0.542287778789258,79.42216459330513,20.577835406694874,-0.2,12.014130259408727,3.0753656565656566,10.277093646573109,38.99250236493914,6.34761666405986,32.64488570087928,27.2040714173994,27.2040714173994,0.15113373009666334,seki,NA,NA,NA,NA,NA,NA,NA,272.3,258.4,NA,257.9,1,NA,NA,NA,NA,NA,NA,197,2020_october_cade_1.6,2.783,3.462,102.5211535
"2020_october_hp_cade_(100,110]_2.1",2.1,4,"2020_october_hp_cade_(100,110]",cade,hp,0,40,67,0.5,67,17,70,53,1,NA,0,2020_october,2020,october,12.7216,13.303,0.5814,2,12.153,1,102.2511432,0.61,dry,1,100,0.5882352941176471,hydrated,"(100,105]","(100,110]","(100,120]",30.19999999999999,0.956295572427272,1.022511432,21.880976952184383,3.568608187626851,0.16309181237314885,1.5107599189999998,13.707072515666963,67.68192742873529,32.31807257126471,-0.18,14.478461931740348,3.0753656565656566,11.208851713866707,19.61549049926674,4.763761978393351,14.851728520873388,18.77482662072674,18.77482662072674,0.14011064642333385,seki,NA,NA,NA,NA,NA,NA,NA,280.4,250.2,NA,252.6,1,NA,NA,NA,NA,NA,NA,201,2020_october_cade_2.1,3.037,3.7317,102.2511432
"2020_october_hp_cade_(100,110]_2.2",2.2,2,"2020_october_hp_cade_(100,110]",cade,hp,0,31,88,0.5,88,18,105.5,79.5,1,NA,0,2020_october,2020,october,7.7946,8.3935,0.5989,2,7.2495,7,109.8697487,0.61,dry,1,100,0.5555555555555556,hydrated,"(105,110]","(100,110]","(100,120]",15.899999999999975,0.9286471674510038,1.098697487,13.01486057772583,2.639215249895753,0.202784750104247,1.396958411,13.01486057772583,78.6492624510924,21.350737548907603,-0.774,11.88386925555412,3.0753656565656566,11.745915760840074,39.97400363769767,6.8202091514555265,30.122590418928574,33.343244740449244,33.343244740449244,0.18945025420709796,seki,NA,NA,NA,NA,NA,NA,NA,280,264.1,NA,254.3,1,NA,NA,NA,NA,NA,NA,216,2020_october_cade_2.2,2.02,2.842,109.8697487
"2020_october_hp_cade_(100,110]_2.2",2.2,6,"2020_october_hp_cade_(100,110]",cade,hp,0,41,77,0.5,77,35,105.5,79.5,1,NA,0,2020_october,2020,october,12.7093,13.3202,0.6109,2,12.1173,2,103.1925676,0.61,dry,1,100,0.2857142857142857,hydrated,"(100,105]","(100,110]","(100,120]",73,0.9541373252653864,1.031925676,20.804223277132103,2.8619349071335267,0.13756509286647312,1.396958411,13.01486057772583,73.86946296141382,26.130537038586183,-0.774,13.573227203845688,3.0753656565656566,14.32597222872026,36.863172442194816,12.22948848793193,27.778409565445383,26.904874673450244,26.904874673450244,0.17470697839902757,seki,NA,NA,NA,NA,NA,NA,NA,312,239,NA,238.3,1,NA,NA,NA,NA,NA,NA,215,2020_october_cade_2.2,2.601,2.9995,103.1925676
"2020_october_hp_cade_(100,110]_2.3",2.3,7,"2020_october_hp_cade_(100,110]",cade,hp,0,43,27,29,56,17,166,98,1,NA,1,2020_october,2020,october,7.6942,8.186,0.4918,2,7.2098,1,101.5276631,0.61,dry,1,100,0.2564102564102564,hydrated,"(100,105]","(100,110]","(100,120]",95.8,0.9399218177376008,1.015276631,15.644977633184222,3.782245394576106,0.24175460542389393,1.326933936,0.959273145068634,76.51297502123722,23.487024978762776,-0.301,16.183056055340558,3.0753656565656566,11.368908019998848,43.889272821390904,4.494684566046057,25.910534557206677,7.138616663720207,14.806019746975243,7.667403083255037,seki,NA,NA,NA,NA,NA,NA,NA,351,255.2,NA,225.7,1,NA,NA,NA,NA,NA,NA,222,2020_october_cade_2.3,2.937,4.024,101.5276631
"2020_october_hp_cade_(100,110]_2.4",2.4,5,"2020_october_hp_cade_(100,110]",cade,hp,0,33,58,0.5,58,20,158,138,1,NA,0,2020_october,2020,october,7.6959,8.1419,0.446,2,7.2875,2,109.2066601,0.61,dry,1,100,0.5,hydrated,"(105,110]","(100,110]","(100,120]",115.60000000000002,0.945221631314558,1.092066601,17.25538116591928,3.5186820447315736,0.2039179552684263,1.422244339,0.9734278931028184,76.78473881413704,23.215261185862957,-0.154,14.899079627014787,3.0753656565656566,9.378511493929947,44.9031762436646,5.683946359957545,39.21922988370706,16.48344444387688,16.48344444387688,0.14209865899893862,seki,NA,NA,NA,NA,NA,NA,NA,370.6,255,NA,231.7,1,NA,NA,NA,NA,NA,NA,234,2020_october_cade_2.4,2.761,3.7226,109.2066601
"2020_october_hp_cade_(100,110]_2.5",2.5,8,"2020_october_hp_cade_(100,110]",cade,hp,missing dry wt,44,88,6,94,12,103,85,1,NA,1,2020_october,2020,october,12.71545,12.9903,12.9903,2,12.188,3,NA,0.61,dry,1,100,0.8333333333333334,hydrated,"(100,105]","(100,110]","(100,120]",57.900000000000006,0.9788419051138156,1.036429930068677,0.9788419051138156,2.3601836016104327,0.05101639838956728,1.5827891790000002,0.9788419051138156,65.48123678249362,34.518763217506375,-0.308,12.52933424808451,3.0753656565656566,18.642617451446284,43.64067267043108,5.084350214030805,36.01414734938487,37.28523490289257,39.82741000990797,2.5421751070154026,seki,NA,NA,NA,NA,NA,NA,NA,287.8,229.9,NA,226.2,1,NA,NA,NA,NA,NA,NA,240,2020_october_cade_2.5,2.899,2.4112,103.6429930068677
"2020_october_hp_cade_(110,120]_1.1",1.1,3,"2020_october_hp_cade_(110,120]",cade,hp,0,33,114,0.5,114,22,143,121,1,NA,1,2020_october,2020,october,12.9307,13.6454,0.7147,1,12.2862,4,110.8921645,0.61,dry,1,100,0.4545454545454546,hydrated,"(110,115]","(110,120]","(100,120]",66.50000000000003,0.947623374910226,1.108921645,18.09248635791241,4.067294287452181,0.2248057125478189,1.509893892,0.5505870678478042,73.44368043843971,26.556319561560287,-0.336,10.688017169953994,3.0753656565656566,8.113501917431142,35.158508308868285,5.409001278287429,29.749507030580855,28.028461169307583,28.028461169307583,0.1229318472338052,seki,NA,NA,NA,NA,NA,NA,NA,307.1,240.6,NA,262.6,1,NA,NA,NA,NA,NA,NA,152,2020_october_cade_1.1,2.297,4.2921,110.8921645
"2020_october_hp_cade_(110,120]_1.2",1.2,4,"2020_october_hp_cade_(110,120]",cade,hp,0,39,72,0.5,72,21,104,83,1,NA,0,2020_october,2020,october,12.7698,13.3275,0.5577,1,12.292,3,116.722478,0.61,dry,1,100,0.47619047619047616,hydrated,"(115,120]","(110,120]","(100,120]",19.100000000000023,0.9581541924592007,1.16722478,22.89725658956428,2.491584162070906,0.108815837929094,1.6147455869999998,16.17341907824223,72.28536739143911,27.71463260856089,-0.318,13.869433960479444,3.0753656565656566,15.652692208311658,41.74051255549775,8.42837272755243,33.31213982794532,28.897277923036903,28.897277923036903,0.2006755411322007,seki,NA,NA,NA,NA,NA,NA,NA,272.3,253.2,NA,253.5,1,NA,NA,NA,NA,NA,NA,161,2020_october_cade_1.2,1.909,2.6004,116.722478
"2020_october_hp_cade_(110,120]_1.3",1.3,5,"2020_october_hp_cade_(110,120]",cade,hp,0,35,1,0.5,85,17,193,92,1,NA,1,2020_october,2020,october,12.812,13.5765,0.7645,1,12.1706,1,119.1923916,0.61,dry,1,100,0.5882352941176471,hydrated,"(115,120]","(110,120]","(100,120]",97.40000000000003,0.9436894634110412,1.191923916,16.758665794637018,3.776739601517328,0.2253603984826724,1.3321182669999998,8.023208675382588,89.47583300424782,10.524166995752182,-0.682,12.437846217276546,3.0753656565656566,9.267252628679651,51.10227878100494,4.5012369910729735,24.3596354811008,0.26477864653370436,22.50618495536487,0.13238932326685218,seki,NA,NA,NA,NA,NA,NA,NA,348.1,250.7,NA,235.7,1,NA,NA,NA,NA,NA,NA,168,2020_october_cade_1.3,2.091,4.0021,119.1923916
"2020_october_hp_cade_(110,120]_1.4",1.4,5,"2020_october_hp_cade_(110,120]",cade,hp,0,35,110,16,126,9,98,73,1,NA,1,2020_october,2020,october,12.4743,12.81,0.3357,1,12.175,2,112.1617107,0.61,dry,1,100,1.1111111111111112,hydrated,"(110,115]","(110,120]","(100,120]",33.10000000000002,0.9737939110070256,1.121617107,37.15907059874888,1.765683119437939,0.04751688056206094,1.519475358,13.45042342978123,73.81607744375148,26.18392255624852,-0.218,10.372962293118476,3.0753656565656566,19.822356353013884,55.50259778843887,5.097177347917856,41.343771822000384,62.29883425232934,71.36048287084998,9.061648618520632,seki,NA,NA,NA,NA,NA,NA,NA,291.5,258.4,NA,278.1,1,NA,NA,NA,NA,NA,NA,177,2020_october_cade_1.4,2.7,1.8132,112.1617107
