model_spp_gr_sample,sample,round,model_spp_gr,spp,model,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,prop_new,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,bottle_wt,ttms,lfm_outliers_out,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,dw_flam_sample,ww_flam_sample,gww_gdw_saturated,gdw_gww_saturated,rwc,rwd,max_mpa_sample,flam_index,mean_wt,dry_norm_fh,dry_norm_gd,dry_norm_fd,dry_norm_pfg,dry_norm_ttfg,dry_norm_tti,dry_norm_gti,location,ambient_humidity,ambient_temp,prop_new_lfm,sample_length,temp_start_higher,taller_temp_start,taller_temp_max,lower_temp_max,surface_temp_start,temp_at_ignition_taller,temp_at_ignition_lower,ignition_num,glow_pre_ignition,ignition2,n,notes_flam,prop_new_flam,start_temp,id,individual,mpa,sample_wt,lfm
"2021_august_hp_abco_(120,130]_2.4",2.4,4,"2021_august_hp_abco_(120,130]",abco,hp,NA,60,334,NA,334,14,NA,NA,1,NA,NA,2021_august,2021,august,7.9285,8.7813,0.8528000000000002,2,7.2483,NA,125.37488973831243,NA,NA,NA,85,0.7142857142857143,hydrated,"(125,130]","(120,130]","(120,140]",NA,0.9028845387357224,1.2537488973831243,9.297021575984989,16.67492310364069,1.7935768963593084,1.551012083821954,1,80.83424432733474,19.165755672665256,1,1.7906725213073071,13.716014285714284,3.59821749264319,NA,0.8395840816167442,NA,20.030077375713756,20.030077375713756,NA,czo,NA,NA,NA,NA,NA,211.5,NA,NA,271.8,NA,NA,1,NA,1,13,thermocouple turned off,5,NA,1027,NA,NA,NA,NA
"2021_august_hp_abco_(120,130]_2.4",2.4,6,"2021_august_hp_abco_(120,130]",abco,hp,NA,60,164,NA,164,32,167,135,1,NA,NA,2021_august,2021,august,13.9293,16.1277,2.1984000000000012,2,12.1403,NA,122.88429290106212,NA,NA,NA,85,0.3125,hydrated,"(120,125]","(120,130]","(120,140]",164.8,0.8636879406238954,1.2288429290106213,6.336108078602616,11.709794730184711,1.8481052698152889,1.551012083821954,1,79.22845616924829,20.77154383075171,1,2.7883704821978057,13.716014285714284,5.123915609326275,14.2615651126248,2.73275499164068,11.52881012098412,14.005369332158486,14.005369332158486,NA,czo,NA,NA,50,NA,NA,205.5,370.3,491.5,277.2,207.1,321.2,1,NA,1,13,NA,50,NA,1028,2021_august_abco_2.4,2.54,NA,122.88429290106212
"2021_august_hp_abco_(130,140]_1.2",1.2,4,"2021_august_hp_abco_(130,140]",abco,hp,NA,51,283,NA,283,18,151,133,1,NA,NA,2021_august,2021,august,9.0567,11.4913,2.4346000000000014,1,7.2325,NA,133.4612432847277,NA,NA,NA,71,0.5555555555555556,hydrated,"(130,135]","(130,140]","(120,140]",79.50000000000003,0.7881353719770609,1.3346124328472768,3.7199950710588983,4.517986019858501,1.2145139801414988,1.6364993468930766,1,81.5528851496985,18.447114850301503,1,1.8910786007493012,7.048614285714286,11.288215540250226,33.42197150152518,3.984076073029492,29.43789542849569,62.63852937040812,62.63852937040812,NA,czo,NA,NA,10,NA,NA,207.6,287.1,408.4,273.4,212.2,306.1,1,NA,1,17,NA,10,NA,838,2021_august_abco_1.2,2.56,5.7325,133.4612432847277
"2021_august_hp_abco_(130,140]_1.4",1.4,6,"2021_august_hp_abco_(130,140]",abco,hp,NA,60,13,161,174,44,347,142,1,NA,NA,2021_august,2021,august,13.6072,15.6921,2.0848999999999993,1,12.0736,NA,135.9480959833072,NA,NA,NA,71,0.2272727272727273,hydrated,"(135,140]","(130,140]","(120,140]",89,0.8671369670088771,1.3594809598330722,6.526548035877023,18.16712645471288,2.783573545287119,1.4770755885997504,1,92.03868578735658,7.961314212643416,1,2.6793333134709303,10.496057142857143,3.302668704903241,19.100434010023744,2.421957050262377,7.81631593493767,0.7155782193957022,9.577739244219398,8.8621610248236955,czo,NA,NA,NA,NA,NA,209.7,298.7,459.3,289,164.7,280.7,1,1,1,17,sample being scorched by pilot flame,30,NA,894,2021_august_abco_1.4,2.54,NA,135.9480959833072
"2021_august_hp_abco_(130,140]_1.4",1.4,9,"2021_august_hp_abco_(130,140]",abco,hp,NA,38,5,114,119,38,204,52,1,NA,NA,2021_august,2021,august,13.4592,15.1092,1.6500000000000004,1,12.2765,NA,139.5112877314621,NA,NA,NA,71,0.2631578947368421,hydrated,"(135,140]","(130,140]","(120,140]",91.39999999999998,0.8907950123103804,1.3951128773146209,8.157090909090908,5.388419029465491,0.6605809705345091,1.4770755885997504,1,94.4510144289346,5.548985571065401,1,3.1120123112727978,10.496057142857143,7.052161272574498,37.85897104224204,7.052161272574498,9.65032595194405,0.9279159569176972,22.08439977464119,21.156483817723498,czo,NA,NA,100,NA,NA,217,308.4,341.6,247.8,181.8,247.4,1,1,1,17,sample touching pilot flame,55,NA,900,2021_august_abco_1.4,3,6.049,139.5112877314621
"2021_august_hp_abco_(130,140]_1.6",1.6,3,"2021_august_hp_abco_(130,140]",abco,hp,NA,60,194,25,219,13,108,70,1,NA,NA,2021_august,2021,august,7.975,9.0843,1.109300000000001,1,7.182,NA,139.88650693568755,NA,NA,NA,71,0.7692307692307693,hydrated,"(135,140]","(130,140]","(120,140]",83.00000000000003,0.8778882247393854,1.3988650693568756,7.1892184260344285,7.600053939213807,1.0571460607861924,1.820052579095276,1,76.85849768429397,23.141502315706035,1,2.305239269145571,7.2793,7.894680811463654,14.210425460634578,1.7105141758171252,9.210460946707595,25.52613462373248,28.815584961842337,3.289450338109856,czo,NA,NA,30,NA,NA,212.1,295.1,492.2,264.6,215.2,333.6,1,1,1,17,NA,45,NA,934,2021_august_abco_1.6,2.2,8.6572,139.88650693568755
"2021_august_hp_abco_(130,140]_2.1",2.1,8,"2021_august_hp_abco_(130,140]",abco,hp,NA,60,7,125,132,21,190,44,1,NA,NA,2021_august,2021,august,6.7726,7.5454,0.7728000000000002,2,6.2039,NA,135.88886935115184,NA,NA,NA,71,0.47619047619047616,hydrated,"(135,140]","(130,140]","(120,140]",64.1,0.8975799825058977,1.3588886935115183,8.763716356107658,4.894413886606409,0.5584861133935908,1.7519935669771511,1,77.56242483561816,22.43757516438184,1,3.238705307777038,7.6655,12.258873358501686,38.819765635255344,4.29060567547559,8.989840462901237,1.4302018918251969,26.96952138870371,25.539319496878512,czo,NA,NA,100,NA,NA,177.9,242,305.9,224.5,165.2,231.9,1,1,1,17,sample touching pilot flame,75,NA,967,2021_august_abco_2.1,2.84,5.4529,135.88886935115184
"2021_august_hp_abco_(130,140]_2.2",2.2,3,"2021_august_hp_abco_(130,140]",abco,hp,NA,60,3,124,127,29,227,74,1,NA,NA,2021_august,2021,august,8.1889,9.5552,1.366299999999999,2,7.1941,NA,137.34418978689163,NA,NA,NA,71,0.3448275862068966,hydrated,"(135,140]","(130,140]","(120,140]",68.19999999999999,0.8570097957133289,1.3734418978689162,5.993486057234873,7.298295420294709,1.2177045797052912,1.7020241339042446,1,80.69461945397924,19.305380546020757,1,3.327733193882251,8.1042875,8.221097741967968,31.103153123778817,3.9735305752845185,10.139353881760496,0.4110548870983984,17.401323553832203,16.9902686667338,czo,NA,NA,NA,NA,NA,218.5,286.7,373.3,275.5,185.4,251.5,1,1,1,17,sample touching pilot flame,25,NA,981,2021_august_abco_2.2,1.73,8.516,137.34418978689163
"2021_august_hp_abco_(130,140]_2.2",2.2,6,"2021_august_hp_abco_(130,140]",abco,hp,NA,60,3,157,160,24,304,123,1,NA,NA,2021_august,2021,august,13.5104,15.4266,1.9162,2,12.0686,NA,132.90331530031898,NA,NA,NA,71,0.4166666666666667,hydrated,"(130,135]","(130,140]","(120,140]",129.79999999999998,0.8757859800604152,1.3290331530031898,7.050621020770275,9.544315610698405,1.3536843893015948,1.7020241339042446,1,78.08544699977567,21.91455300022433,1,2.8355251070501235,8.1042875,6.286464367622636,31.85141946262135,2.5145857470490545,12.887251953626404,0.3143232183811318,16.76390498032703,16.449581761945897,czo,NA,NA,NA,NA,NA,190.4,320.2,395.3,287.4,202.7,290.9,1,1,1,17,sample being touched by pilot flame,50,NA,985,2021_august_abco_2.2,2.39,NA,132.90331530031898
"2021_august_hp_abco_(130,140]_2.3",2.3,8,"2021_august_hp_abco_(130,140]",abco,hp,NA,50,126,NA,126,21,NA,NA,1,NA,NA,2021_august,2021,august,8.0624,9.195,1.1326,2,7.2478,NA,139.03756444880918,NA,NA,NA,71,0.47619047619047616,hydrated,"(135,140]","(130,140]","(120,140]",67.70000000000002,0.8768243610657966,1.3903756444880917,7.118488433692389,4.747653185426863,0.6669468145731372,1.9518877818563216,1,71.23235553868729,28.767644461312713,1,3.197326588413656,7.060742857142857,10.531519057347593,NA,4.423238004085988,NA,26.539428024515928,26.539428024515928,NA,czo,NA,NA,75,NA,NA,179.6,247.3,303.3,225.8,175,233,1,NA,1,17,sample touching pilot flame,85,NA,1017,2021_august_abco_2.3,3.2,5.4146,139.03756444880918
"2021_august_hp_abco_(130,140]_2.3",2.3,9,"2021_august_hp_abco_(130,140]",abco,hp,NA,38,73,NA,73,71,218,147,1,NA,NA,2021_august,2021,august,13.6685,15.9041,2.2356,2,12.022,NA,135.77892499240815,NA,NA,NA,71,0.14084507042253522,hydrated,"(135,140]","(130,140]","(120,140]",27.30000000000001,0.8594324733873655,1.3577892499240816,6.114018607979961,6.178202221439754,1.0104977785602456,1.9518877818563216,1,69.56287459480744,30.43712540519256,1,4.423592516567168,7.060742857142857,6.150656556389727,35.285345507709486,11.492016197465016,23.79332931024447,11.815734963590792,11.815734963590792,NA,czo,NA,NA,50,NA,NA,203.1,230.4,208.7,250.4,175.7,200,1,NA,1,17,NA,75,NA,1018,2021_august_abco_2.3,3.06,7.1887,135.77892499240815
"2021_august_hp_abco_(130,140]_2.3",2.3,10,"2021_august_hp_abco_(130,140]",abco,hp,NA,49,188,NA,188,29,82,53,1,NA,NA,2021_august,2021,august,14.2173,17.1014,2.884100000000002,2,12.1563,NA,139.9369238233868,NA,NA,NA,71,0.3448275862068966,hydrated,"(135,140]","(130,140]","(120,140]",88.4,0.8313529886442045,1.3993692382338678,4.929544745327829,4.970659519103699,1.008340480896301,1.9518877818563216,1,71.6931194119681,28.306880588031905,1,2.4194440920351803,7.060742857142857,9.857846793102336,16.496804837436564,5.834235857142199,10.662568980294363,37.82194279802529,37.82194279802529,NA,czo,NA,NA,50,NA,NA,218.6,307,357.6,262.2,208.6,270.7,1,NA,1,17,sample touching pilot flame,50,NA,998,2021_august_abco_2.3,3.49,5.979,139.9369238233868
"2021_august_hp_abco_(130,140]_2.5",2.5,3,"2021_august_hp_abco_(130,140]",abco,hp,NA,53,336,NA,336,13,100,87,1,NA,NA,2021_august,2021,august,6.7095,7.4595,0.75,2,6.1477,NA,133.49946600213602,NA,NA,NA,71,0.7692307692307693,hydrated,"(130,135]","(130,140]","(120,140]",95.00000000000004,0.8994570681681078,1.3349946600213602,8.946,7.028357530665594,0.7856424693344062,1.4620214858526266,1,91.3115623087313,8.688437691268703,1,1.730245205244042,6.406733333333333,7.540879895303339,14.228075274157243,1.8496497856404417,12.378425488516802,47.80633292116834,47.80633292116834,NA,czo,NA,NA,NA,NA,NA,203.1,298.1,419.9,254.6,210.5,288.9,1,NA,1,17,NA,5,NA,1041,NA,NA,NA,NA
"2021_august_hp_abco_(140,150]_1.1",1.1,3,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,169,NA,169,14,95,81,1,NA,NA,2021_august,2021,august,8.0951,9.2958,1.2006999999999994,1,7.2409,NA,140.56427066260815,NA,NA,NA,69,0.7142857142857143,hydrated,"(140,145]","(140,150]","(140,160]",37.599999999999994,0.8708341401493148,1.4056427066260817,6.741983842758394,5.778332853546764,0.857067146453236,1.5801950858130631,1,88.95374496768741,11.046255032312589,1,2.732350008457965,7.1123666666666665,10.38361782208025,16.440728218293728,2.4228441584853915,14.017884059808337,29.247190198859368,29.247190198859368,NA,czo,NA,NA,5,NA,NA,184.6,222.2,263.5,232.2,176,222.1,1,NA,1,13,NA,15,NA,809,2021_august_abco_1.1,0.93,6.6354,140.56427066260815
"2021_august_hp_abco_(140,150]_1.4",1.4,3,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,11,115,126,18,178,45,1,NA,NA,2021_august,2021,august,8.105,9.4162,1.3111999999999997,1,7.2173,NA,147.70755885997505,NA,NA,NA,69,0.5555555555555556,hydrated,"(145,150]","(140,150]","(140,160]",105.7,0.8607506212697267,1.4770755885997504,6.181360585723005,5.3538688642976995,0.8661311357023003,1.4770755885997504,1,100,0,1,3.346310131849332,10.496057142857143,11.206849013450867,33.246985406570914,3.362054704035261,8.405136760088151,2.054588985799326,23.534382928246824,21.4797939424475,czo,NA,NA,50,NA,NA,196.5,302.2,398.9,267.8,198.6,268.4,1,1,1,13,sample touching pilot flame,80,NA,885,2021_august_abco_1.4,2.17,6.22,147.70755885997505
"2021_august_hp_abco_(140,150]_1.4",1.4,4,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,7,189,196,36,307,82,1,NA,NA,2021_august,2021,august,8.4825,10.254,1.7714999999999996,1,7.2436,NA,142.9897489708612,NA,NA,NA,69,0.2777777777777778,hydrated,"(140,145]","(140,150]","(140,160]",77.29999999999998,0.8272381509654769,1.429897489708612,4.7883149872989,11.61458908718549,2.425610912814511,1.4770755885997504,1,96.8059793787627,3.1940206212373,1,2.4762679292184333,10.496057142857143,5.165916723321593,26.432273900995487,3.099550033992956,7.060086188539511,0.6026902843875193,16.875327962850537,16.27263767846302,czo,NA,NA,NA,NA,NA,200.9,278.2,361,264.9,195.3,275.8,1,1,1,13,sample touching pilot flame,NA,NA,888,2021_august_abco_1.4,1.18,NA,142.9897489708612
"2021_august_hp_abco_(140,150]_1.4",1.4,5,"2021_august_hp_abco_(140,150]",abco,hp,NA,34,8,127,135,97,364,140,1,NA,NA,2021_august,2021,august,13.2314,14.5885,1.357099999999999,1,12.2767,NA,142.14936629307616,NA,NA,NA,69,0.10309278350515463,hydrated,"(140,145]","(140,150]","(140,160]",9,0.9069746718305516,1.4214936629307615,9.74976051875323,7.990537556294342,0.8195624437056583,1.4770755885997504,1,96.2370290255978,3.7629709744021937,1,2.7731626632215236,10.496057142857143,4.255032876132016,45.55388137976628,12.139358499553104,17.520723607602417,1.0011842061487095,16.894983478759475,15.893799272610764,czo,NA,NA,NA,NA,NA,214.5,223.5,307,291.3,215.3,306.7,1,1,1,13,NA,10,NA,891,2021_august_abco_1.4,0.14,8.8101,142.14936629307616
"2021_august_hp_abco_(140,150]_1.6",1.6,6,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,282,NA,282,16,60,44,1,NA,NA,2021_august,2021,august,13.1986,14.6987,1.5000999999999998,1,12.1879,NA,148.42188582170772,NA,NA,NA,69,0.625,hydrated,"(145,150]","(140,150]","(140,160]",34.10000000000002,0.8979433555348433,1.4842188582170772,8.79848010132658,5.093583684271398,0.5789163157286019,1.820052579095276,1,81.54813082130093,18.45186917869907,1,1.9735721894397944,7.2793,11.779525716888772,11.779525716888772,3.141206857837006,8.638318859051767,55.363770869377234,55.363770869377234,NA,czo,NA,NA,50,NA,NA,199.2,233.3,319.3,296.9,196.9,290.7,1,NA,1,13,sample barely touching pilot flame,55,NA,943,2021_august_abco_1.6,2.34,5.6725,148.42188582170772
"2021_august_hp_abco_(140,150]_2.1",2.1,4,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,63,72,135,11,222,139,1,NA,NA,2021_august,2021,august,8.1981,10.0996,1.9015000000000004,2,7.2426,NA,NA,NA,NA,NA,69,0.9090909090909092,hydrated,"(140,145]","(140,150]","(140,160]",92.29999999999998,0.8117252168402709,1.4215425557301389,4.31138574809361,8.863714677809023,2.055885322190978,1.7519935669771511,1,81.13857165485116,18.86142834514884,1,3.1881857547803847,7.6655,6.769170960592235,25.04593255419127,1.2410146761085763,15.681912725372012,7.107629508621847,15.23063466133253,8.123005152710682,czo,NA,NA,100,NA,NA,198.4,290.7,445.6,258.1,207.8,280.8,1,1,1,13,NA,85,NA,960,2021_august_abco_2.1,1.77,NA,142.15425557301387
"2021_august_hp_abco_(140,150]_2.2",2.2,2,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,4,155,159,34,305,116,1,NA,NA,2021_august,2021,august,14.0667,16.7997,2.7330000000000023,2,12.1776,NA,144.67206606320488,NA,NA,NA,69,0.29411764705882354,hydrated,"(140,145]","(140,150]","(140,160]",139,0.8373185235450632,1.4467206606320488,5.146981339187701,9.59282339684637,1.8637766031536296,1.7020241339042446,1,85.00000862581429,14.999991374185711,1,2.8476574558641676,8.1042875,6.254675763104837,31.79460179578292,3.544316265759407,12.092373142002684,0.41697838420698913,16.574890772227818,16.15791238802083,czo,NA,NA,NA,NA,NA,188.7,327.7,531,263.2,172.6,257.8,1,1,1,13,sample touching pilot flame,35,NA,979,2021_august_abco_2.2,0.76,NA,144.67206606320488
"2021_august_hp_abco_(140,150]_2.3",2.3,4,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,6,137,143,26,431,268,1,NA,NA,2021_august,2021,august,8.8948,11.1744,2.2796000000000003,2,7.3335,NA,146.00653301735733,NA,NA,NA,69,0.38461538461538464,hydrated,"(145,150]","(140,150]","(140,160]",127.49999999999996,0.7959979954180985,1.460065330173573,3.901912616248464,8.028754180985107,2.0576458190148923,1.9518877818563216,1,74.8027291192424,25.1972708807576,1,3.062996894621475,7.060742857142857,7.473139499288812,53.6820520698913,3.2383604496918186,33.38002309682336,0.7473139499288812,17.810982473305003,17.063668523376123,czo,NA,NA,NA,NA,NA,209.4,336.9,393.9,285.3,225.4,311.6,1,1,1,13,sample touching pilot flame,50,NA,1008,2021_august_abco_2.3,1.63,NA,146.00653301735733
"2021_august_hp_abco_(140,150]_2.4",2.4,3,"2021_august_hp_abco_(140,150]",abco,hp,NA,60,140,NA,140,21,147,126,1,NA,NA,2021_august,2021,august,8.1686,9.5814,1.4128000000000007,2,7.1763,NA,142.37629749067838,NA,NA,NA,69,0.47619047619047616,hydrated,"(140,145]","(140,150]","(140,160]",132.7,0.8525476443943473,1.4237629749067835,5.781851642129102,11.112105997035924,1.921894002964077,1.551012083821954,1,91.79573710337527,8.204262896624712,1,3.1084035098840306,13.716014285714284,5.399516528730429,13.228815495389552,1.8898307850556504,11.338984710333902,12.598871900371002,12.598871900371002,NA,czo,NA,NA,15,NA,NA,200,332.7,459.8,281.5,202.5,281.7,1,NA,1,13,NA,15,NA,1026,2021_august_abco_2.4,2.48,NA,142.37629749067838
"2021_august_hp_abco_(150,160]_1.2",1.2,5,"2021_august_hp_abco_(150,160]",abco,hp,NA,46,222,45,267,14,178,119,1,NA,NA,2021_august,2021,august,13.6371,16.2176,2.5805000000000007,1,12.0218,NA,159.75360614127416,NA,NA,NA,22,0.7142857142857143,hydrated,"(155,160]","(150,160]","(140,160]",37.099999999999966,0.8408827446724546,1.5975360614127416,5.284673512885099,4.682035122336227,0.8859648776637723,1.6364993468930766,1,97.6191077891777,2.380892210822296,1,1.9082529785831075,7.048614285714286,9.8247874691395,38.01765585884416,2.9901527079989787,25.41629801799132,47.41527865541238,57.02648378826624,9.61120513285386,czo,NA,NA,25,NA,NA,222.8,259.9,352.1,289.7,246.3,323,1,1,1,9,NA,25,NA,841,2021_august_abco_1.2,0.48,5.568,159.75360614127416
"2021_august_hp_abco_(150,160]_1.5",1.5,4,"2021_august_hp_abco_(150,160]",abco,hp,NA,50,227,NA,227,17,97,80,1,NA,NA,2021_august,2021,august,8.0544,9.2861,1.2317,1,7.2478,NA,152.7027027027028,NA,NA,NA,22,0.5882352941176471,hydrated,"(150,155]","(150,160]","(140,160]",79.5,0.8673608942397777,1.527027027027028,6.539254688641714,3.984395739869267,0.6093042601307332,1.6147265505652326,1,94.5687693369812,5.431230663018809,1,2.153123423079661,5.8495,12.54895428676484,24.34497131632379,4.266644457500045,20.078326858823743,56.97225246191237,56.97225246191237,NA,czo,NA,NA,NA,NA,NA,217,296.5,335.2,312.5,227,304.7,1,NA,1,9,NA,10,NA,915,2021_august_abco_1.5,0.12,4.5937,152.7027027027028
"2021_august_hp_abco_(160,170]_1.2",1.2,2,"2021_august_hp_abco_(160,170]",abco,hp,NA,41,91,43,134,44,169,82,1,NA,NA,2021_august,2021,august,14.3223,17.8303,3.508000000000001,1,12.1787,NA,163.64993468930766,NA,NA,NA,33,0.2272727272727273,hydrated,"(160,165]","(160,170]","(160,180]",64.90000000000003,0.8032562548022186,1.6364993468930766,4.0827537058152785,5.095295401086913,1.248004598913087,1.6364993468930766,1,100,0,1,2.9156342582374006,7.048614285714286,8.046638471884084,33.16785126215635,8.635416896656091,16.093276943768167,17.859612218084187,26.298769639816275,8.439157421732089,czo,NA,NA,60,NA,NA,212.2,277.1,352.4,267.7,210.5,276.7,1,1,1,6,sample touching pilot flame,60,NA,834,2021_august_abco_1.2,0.82,6.3433,163.64993468930766
"2021_august_hp_abco_(160,170]_2.2",2.2,4,"2021_august_hp_abco_(160,170]",abco,hp,NA,54,11,167,178,52,308,89,1,NA,NA,2021_august,2021,august,7.9411,9.1674,1.226300000000001,2,7.2133,NA,168.4940917834573,NA,NA,NA,33,0.19230769230769232,hydrated,"(165,170]","(160,170]","(160,180]",47.39999999999998,0.8662325195802516,1.684940917834573,6.47565848487319,8.524594225189256,1.3164057748107432,1.7020241339042446,1,98.99630000953718,1.0036999904628203,1,2.5703417601393284,8.1042875,6.334612366701963,36.13075201748527,6.099997093861149,10.440379641416198,1.290384000624474,20.880759282832397,19.590375282207923,czo,NA,NA,50,NA,NA,182.3,229.7,325.2,247.2,171.1,257.4,1,1,1,6,sample being scorched,25,NA,983,2021_august_abco_2.2,0.65,NA,168.4940917834573
"2021_august_hp_abco_(170,180]_2.1",2.1,5,"2021_august_hp_abco_(170,180]",abco,hp,NA,60,154,NA,154,23,116,93,1,NA,NA,2021_august,2021,august,13.6178,16.2323,2.6144999999999996,2,12.1255,NA,175.1993566977151,NA,NA,NA,57,0.43478260869565216,hydrated,"(175,180]","(170,180]","(160,180]",93.29999999999998,0.8389322523610333,1.7519935669771511,5.208567603748327,7.588226115830782,1.4568738841692177,1.7519935669771511,1,100,0,1,2.910505208729711,7.6655,7.906986308015548,15.286840195496726,3.031011418072627,12.2558287774241,20.29459819057324,20.29459819057324,NA,czo,NA,NA,50,NA,NA,214.4,307.7,464.6,281.6,225.8,324.9,1,NA,1,7,NA,40,NA,962,2021_august_abco_2.1,0.38,NA,175.1993566977151
"2021_august_hp_abco_(170,180]_2.3",2.3,2,"2021_august_hp_abco_(170,180]",abco,hp,NA,46,169,NA,169,36,238,202,1,NA,NA,2021_august,2021,august,14.5606,18.3991,3.8385000000000016,2,12.311,NA,170.6303342816502,NA,NA,NA,57,0.2777777777777778,hydrated,"(170,175]","(170,180]","(160,180]",50.29999999999998,0.7913756651140544,1.706303342816502,3.793304676305847,7.655135083781271,2.0180649162187283,1.9518877818563216,1,87.41810664923271,12.581893350767288,1,2.557169699426661,7.060742857142857,6.009038311741744,31.090241699881194,4.702725635276147,26.387516064605048,22.07668423226858,22.07668423226858,NA,czo,NA,NA,85,NA,NA,192.9,243.2,313.2,264.9,177.2,257,1,NA,1,7,sample touching pilot flame,85,NA,1006,2021_august_abco_2.3,0.92,NA,170.6303342816502
"2021_august_hp_abco_(170,180]_2.3",2.3,5,"2021_august_hp_abco_(170,180]",abco,hp,NA,48,165,NA,165,31,68,37,1,NA,NA,2021_august,2021,august,13.7658,16.7719,3.006099999999998,2,12.0766,NA,177.959981056121,NA,NA,NA,57,0.3225806451612903,hydrated,"(175,180]","(170,180]","(160,180]",32.79999999999998,0.820765685461993,1.77959981056121,4.579288779481724,5.188798586922174,1.133101413077826,1.9518877818563216,1,91.17326452388266,8.826735476117335,1,2.626460929185159,7.060742857142857,9.250696321298536,13.105153121839592,5.974408040838638,7.130745081000955,31.79926860446372,31.79926860446372,NA,czo,NA,NA,25,NA,NA,214.4,247.2,367.8,285.5,214,291.4,1,NA,1,7,sample touching pilot flame,25,NA,1010,2021_august_abco_2.3,0.22,6.3219,177.959981056121
"2021_august_hp_abco_(170,180]_2.3",2.3,6,"2021_august_hp_abco_(170,180]",abco,hp,NA,60,286,NA,286,16,125,109,1,NA,NA,2021_august,2021,august,13.8632,17.1062,3.243000000000002,2,12.0237,NA,176.2979070399567,NA,NA,NA,57,0.625,hydrated,"(175,180]","(170,180]","(160,180]",26.59999999999999,0.810419613941144,1.762979070399567,4.274807277212455,3.8587319498193633,0.9026680501806368,1.9518877818563216,1,90.321743226596,9.678256773403987,1,1.957240599436469,7.060742857142857,15.5491495082494,32.394061475519585,4.146439868866507,28.247621606653077,74.11761265598881,74.11761265598881,NA,czo,NA,NA,10,NA,NA,209.1,235.7,320.6,284.9,195.2,287,1,NA,1,7,NA,30,NA,1012,2021_august_abco_2.3,0.88,4.7614,176.2979070399567
"2021_august_hp_abco_(180,190]_1.6",1.6,4,"2021_august_hp_abco_(180,190]",abco,hp,NA,60,271,NA,271,16,83,67,1,NA,NA,2021_august,2021,august,8.33,10.3377,2.0077,1,7.2269,NA,182.0052579095276,NA,NA,NA,100,0.625,hydrated,"(180,185]","(180,190]","(180,200]",67.30000000000001,0.8057885216247328,1.820052579095276,4.149026248941575,4.946010524584772,1.1920894754152274,1.820052579095276,1,100,0,1,2.02086035149969,7.2793,12.130989148074471,16.78120165483635,3.2349304394865257,13.546271215349828,54.791634318803034,54.791634318803034,NA,czo,NA,NA,60,NA,NA,195.8,263.1,382.7,277.9,226.3,313,1,NA,1,1,NA,60,NA,938,2021_august_abco_1.6,0.92,6.1381,182.0052579095276
"2021_august_hp_abco_(90,100]_2.5",2.5,7,"2021_august_hp_abco_(90,100]",abco,hp,NA,60,88,36,124,19,113,58,1,NA,NA,2021_august,2021,august,8.6675,10.1356,1.4680999999999995,2,7.173,NA,98.23352291736364,NA,NA,NA,33,0.5263157894736842,hydrated,"(95,100]","(90,100]","(80,100]",63.20000000000002,0.8551541102648093,0.9823352291736362,5.90388938083237,6.5327787945459574,1.106521205454043,1.4620214858526266,1,67.19020470487509,32.809795295124914,1,3.384280576485343,6.406733333333333,9.184453030935687,17.297386541595543,2.9084101264629676,8.878304596571164,13.470531112039009,18.981202930600418,5.510671818561412,czo,NA,NA,NA,NA,NA,220.6,283.8,318.4,248.9,206.7,262.3,1,1,1,3,NA,10,NA,1045,2021_august_abco_2.5,3.2,7.6393,98.23352291736364
"2021_august_hp_arpa_(100,110]_1.4",1.4,4,"2021_august_hp_arpa_(100,110]",arpa,hp,NA,32,2,315,317,22,429,92,1,NA,NA,2021_august,2021,august,14.3998,16.7691,2.369300000000002,1,12.1854,NA,106.9951228323701,NA,NA,NA,20,0.4545454545454546,hydrated,"(105,110]","(100,110]","(100,120]",15,0.8587103660900106,1.069951228323701,6.077660068374619,3.954103622734672,0.650596377265328,1.406723267553923,1,76.05982306556875,23.94017693443125,1,1.5815329384507248,3.164066666666667,8.09285821848763,108.49488049159976,5.563840025210245,23.266967378151936,0.5058036386554768,80.16987672689308,79.6640730882376,czo,NA,NA,50,NA,NA,172,187,264.8,231.9,180.3,259.8,1,1,1,5,sample being scorched by pilot flame,50,NA,889,NA,NA,NA,NA
