lfm,water_potential,mpa,year,month,year_month,plant,F.Group,spp
55.9023408,-6.708,6.708,2020,october,2020_october,7,Gymnosperm,CADE
81.54031772,-3.919,3.919,2020,october,2020_october,7,Gymnosperm,CADE
93.48560079,-2.461,2.461,2020,october,2020_october,7,Gymnosperm,CADE
96.19500595,-4.171,4.171,2020,october,2020_october,7,Gymnosperm,CADE
102.0672334,-2.471,2.471,2020,october,2020_october,2,Gymnosperm,CADE
104.7057881302979,-2.821,2.821,2020,october,2020_october,2,Gymnosperm,CADE
116.722478,-1.909,1.909,2020,october,2020_october,2,Gymnosperm,CADE
124.7148289,-1.251,1.251,2020,october,2020_october,2,Gymnosperm,CADE
121.9884933,-1.212,1.212,2020,october,2020_october,2,Gymnosperm,CADE
133.4392375,-0.994,0.994,2020,october,2020_october,2,Gymnosperm,CADE
133.4392375,-0.994,0.994,2020,october,2020_october,2,Gymnosperm,CADE
161.4745587,-0.318,0.318,2020,october,2020_october,2,Gymnosperm,CADE
51.8957346,-5,5,2020,october,2020_october,2,Gymnosperm,CADE
88.58926342,-3.296,3.296,2020,october,2020_october,2,Gymnosperm,CADE
69.71511148,-6.255,6.255,2020,october,2020_october,4,Angiosperm,QUKE
65.86245772,-7.222,7.222,2020,october,2020_october,4,Angiosperm,QUKE
74.74636083,-6.412,6.412,2020,october,2020_october,4,Angiosperm,QUKE
92.13861386,-4.7,4.7,2020,october,2020_october,4,Angiosperm,QUKE
NA,-0.46,0.46,2020,september,2020_september,16,Angiosperm,QUKE
124.5415012,-0.14,0.14,2020,september,2020_september,16,Angiosperm,QUKE
87.31270358,-1.95,1.95,2020,september,2020_september,16,Angiosperm,QUKE
126.1475989,-0.19,0.19,2020,september,2020_september,16,Angiosperm,QUKE
96.90069576,-2.557,2.557,2020,september,2020_september,16,Angiosperm,QUKE
116.5885206,-1.058,1.058,2020,september,2020_september,16,Angiosperm,QUKE
92.45240761,-2.29,2.29,2020,september,2020_september,16,Angiosperm,QUKE
100.5584364,-1.6,1.6,2020,september,2020_september,16,Angiosperm,QUKE
NA,-4.066,4.066,2020,september,2020_september,16,Angiosperm,QUKE
91.68197324,-3.528,3.528,2020,september,2020_september,16,Angiosperm,QUKE
88.49882982,-3.734,3.734,2020,september,2020_september,16,Angiosperm,QUKE
78.90052356,-4.96,4.96,2020,september,2020_september,16,Angiosperm,QUKE
29.55641273,-10,10,2020,september,2020_september,16,Angiosperm,QUKE
29.55641273,-10,10,2020,september,2020_september,16,Angiosperm,QUKE
153.5171395,-0.35,0.35,2020,september,2020_september,11,Gymnosperm,PIJE
128.9747313,-1.28,1.28,2020,september,2020_september,11,Gymnosperm,PIJE
168.1011703,-0.566,0.566,2020,september,2020_september,11,Gymnosperm,PIJE
121.1967779,-2.621,2.621,2020,september,2020_september,11,Gymnosperm,PIJE
138.1103026,-2.026,2.026,2020,september,2020_september,11,Gymnosperm,PIJE
110.1122826,-2.993,2.993,2020,september,2020_september,11,Gymnosperm,PIJE
109.9528063,-3.122,3.122,2020,september,2020_september,11,Gymnosperm,PIJE
NA,-2.712,2.712,2020,september,2020_september,11,Gymnosperm,PIJE
98.93595528,-3.412,3.412,2020,september,2020_september,11,Gymnosperm,PIJE
88.11457175,-3.862,3.862,2020,september,2020_september,11,Gymnosperm,PIJE
105.7796014,-3.336,3.336,2020,september,2020_september,11,Gymnosperm,PIJE
95.83726719,-3.232,3.232,2020,september,2020_september,11,Gymnosperm,PIJE
100.3870968,-4.725,4.725,2020,october,2020_october,6,Angiosperm,QUKE
118.879056,-1.753,1.753,2020,october,2020_october,6,Angiosperm,QUKE
142.4321503,-0.224,0.224,2020,october,2020_october,6,Angiosperm,QUKE
35.32684284,-8,8,2020,october,2020_october,6,Angiosperm,QUKE
109.476662,-2.027,2.027,2020,october,2020_october,7,Angiosperm,QUKE
105.9469027,-3.312,3.312,2020,october,2020_october,7,Angiosperm,QUKE
148.8646685,-0.235,0.235,2020,october,2020_october,7,Angiosperm,QUKE
152.5632706,-0.982,0.982,2020,october,2020_october,7,Angiosperm,QUKE
30.33926585,-8.25,8.25,2020,october,2020_october,7,Angiosperm,QUKE
63.64861223,-6.321,6.321,2020,october,2020_october,7,Angiosperm,QUKE
99.53445065,-5.016,5.016,2020,october,2020_october,7,Angiosperm,QUKE
109.4005896,-0.046,0.046,2020,october,2020_october,10,Angiosperm,ARPA
100.3858211,-4.224,4.224,2020,october,2020_october,10,Angiosperm,ARPA
56.58802178,-6.578,6.578,2020,october,2020_october,10,Angiosperm,ARPA
77.29566095,-6.954,6.954,2020,october,2020_october,10,Angiosperm,ARPA
97.52355906,-1.218,1.218,2020,october,2020_october,10,Angiosperm,ARPA
90.79639369,-2.671,2.671,2020,october,2020_october,10,Angiosperm,ARPA
95.83764755,-2.804,2.804,2020,october,2020_october,10,Angiosperm,ARPA
102.0126509,-3.443,3.443,2020,october,2020_october,2,Angiosperm,QUKE
138.9121339,-1.003,1.003,2020,october,2020_october,2,Angiosperm,QUKE
46.64289691473466,-8.3,8.3,2020,october,2020_october,2,Angiosperm,QUKE
108.69038,-0.341,0.341,2020,september,2020_september,14,Angiosperm,CECO
111.2774855,-0.522,0.522,2020,september,2020_september,14,Angiosperm,CECO
81.25556545,-3.611,3.611,2020,september,2020_september,14,Angiosperm,CECO
85.72653761,-1.45,1.45,2020,september,2020_september,14,Angiosperm,CECO
58.23728814,-7.2,7.2,2020,september,2020_september,14,Angiosperm,CECO
108.110287,-2.14,2.14,2020,september,2020_september,14,Angiosperm,CECO
58.76989646,-8.79,8.79,2020,september,2020_september,14,Angiosperm,CECO
59.32062966,-6.753,6.753,2020,september,2020_september,14,Angiosperm,CECO
66.59267481,-7.892,7.892,2020,september,2020_september,14,Angiosperm,CECO
18.84487666,-10,10,2020,september,2020_september,14,Angiosperm,CECO
119.9895525,-3.563,3.563,2020,october,2020_october,8,Gymnosperm,PIJE
129.0542311,-4.468,4.468,2020,october,2020_october,8,Gymnosperm,PIJE
122.0210665,-2.489,2.489,2020,october,2020_october,8,Gymnosperm,PIJE
138.048369,-3.089,3.089,2020,october,2020_october,8,Gymnosperm,PIJE
130.3972758,-2.232,2.232,2020,october,2020_october,8,Gymnosperm,PIJE
130.3972758,-2.232,2.232,2020,october,2020_october,8,Gymnosperm,PIJE
149.3987976,-1.094,1.094,2020,october,2020_october,8,Gymnosperm,PIJE
94.9608444,-4.339,4.339,2020,october,2020_october,8,Gymnosperm,PIJE
104.3433512,-2.795,2.795,2020,october,2020_october,5,Gymnosperm,CADE
129.7778926,-0.258,0.258,2020,october,2020_october,5,Gymnosperm,CADE
128.762215,-2.391,2.391,2020,october,2020_october,5,Gymnosperm,CADE
120.7683943,-2.413,2.413,2020,october,2020_october,5,Gymnosperm,CADE
132.1491228,-1.932,1.932,2020,october,2020_october,5,Gymnosperm,CADE
141.0973837,-1.216,1.216,2020,october,2020_october,5,Gymnosperm,CADE
71.03064067,-5.086,5.086,2020,october,2020_october,5,Gymnosperm,CADE
96.25740442,-3.071,3.071,2020,october,2020_october,5,Gymnosperm,CADE
12.375189107413066,-10,10,2021,august,2021_august,27,Angiosperm,QUKE
109.43166441136674,-0.54,0.54,2021,august,2021_august,27,Angiosperm,QUKE
37.14133495699824,-9.9,9.9,2021,august,2021_august,27,Angiosperm,QUKE
38.355426231274926,-8.02,8.02,2021,august,2021_august,27,Angiosperm,QUKE
47.011417058428755,-6.13,6.13,2021,august,2021_august,27,Angiosperm,QUKE
78.77160817181765,-3.51,3.51,2021,august,2021_august,27,Angiosperm,QUKE
75.89955022488756,-4.71,4.71,2021,august,2021_august,27,Angiosperm,QUKE
80.51038575667664,-3.99,3.99,2021,august,2021_august,27,Angiosperm,QUKE
97.8325305668764,-1.52,1.52,2021,august,2021_august,27,Angiosperm,QUKE
94.7467876039306,-2.43,2.43,2021,august,2021_august,27,Angiosperm,QUKE
131.3047634,-1.821,1.821,2020,october,2020_october,3,Gymnosperm,ABCO
133.2172261,-2.961,2.961,2020,october,2020_october,3,Gymnosperm,ABCO
148.6011905,-2.61,2.61,2020,october,2020_october,3,Gymnosperm,ABCO
151.0797581,-2.755,2.755,2020,october,2020_october,3,Gymnosperm,ABCO
165.5562958,-2.223,2.223,2020,october,2020_october,3,Gymnosperm,ABCO
173.6986301,-1.117,1.117,2020,october,2020_october,3,Gymnosperm,ABCO
191.840796,-0.112,0.112,2020,october,2020_october,3,Gymnosperm,ABCO
94.39925633,-3.377,3.377,2020,october,2020_october,3,Gymnosperm,ABCO
112.1657361,-3.148,3.148,2020,october,2020_october,9,Gymnosperm,ABCO
124.1585233,-3.361,3.361,2020,october,2020_october,9,Gymnosperm,ABCO
130.751936,-2.759,2.759,2020,october,2020_october,9,Gymnosperm,ABCO
156.744579,-2.2,2.2,2020,october,2020_october,9,Gymnosperm,ABCO
161.9933238,-0.798,0.798,2020,october,2020_october,9,Gymnosperm,ABCO
181.2757974,-0.192,0.192,2020,october,2020_october,9,Gymnosperm,ABCO
98.26746075,-4.048,4.048,2020,october,2020_october,9,Gymnosperm,ABCO
115.2752649,-4.145,4.145,2020,october,2020_october,10,Gymnosperm,ABCO
129.9528302,-2.897,2.897,2020,october,2020_october,10,Gymnosperm,ABCO
137.43148,-2.934,2.934,2020,october,2020_october,10,Gymnosperm,ABCO
133.4739379,-2.082,2.082,2020,october,2020_october,10,Gymnosperm,ABCO
155.8872305,-2.182,2.182,2020,october,2020_october,10,Gymnosperm,ABCO
150.0223914,-2.494,2.494,2020,october,2020_october,10,Gymnosperm,ABCO
162.2038253,-2.487,2.487,2020,october,2020_october,10,Gymnosperm,ABCO
197.2067039,-0.192,0.192,2020,october,2020_october,10,Gymnosperm,ABCO
145.2881464,-0.4,0.4,2020,september,2020_september,10,Gymnosperm,PIJE
175.0470744,-0.263,0.263,2020,september,2020_september,10,Gymnosperm,PIJE
186.3633588,-1.314,1.314,2020,september,2020_september,10,Gymnosperm,PIJE
139.2449906,-1.94,1.94,2020,september,2020_september,10,Gymnosperm,PIJE
153.0059099,-3.098,3.098,2020,september,2020_september,10,Gymnosperm,PIJE
155.4671968,-2.848,2.848,2020,september,2020_september,10,Gymnosperm,PIJE
145.6024931,-3.013,3.013,2020,september,2020_september,10,Gymnosperm,PIJE
158.044272,-3.974,3.974,2020,september,2020_september,10,Gymnosperm,PIJE
135.8449946,-3.962,3.962,2020,september,2020_september,10,Gymnosperm,PIJE
125.1055239,-4.771,4.771,2020,september,2020_september,10,Gymnosperm,PIJE
130.0345773,-3.987,3.987,2020,september,2020_september,10,Gymnosperm,PIJE
133.1157731,-0.31,0.31,2020,september,2020_september,19,Gymnosperm,CADE
114.6549276,-1.6,1.6,2020,september,2020_september,19,Gymnosperm,CADE
110.1706037,-1.64,1.64,2020,september,2020_september,19,Gymnosperm,CADE
109.5881456,-2.48,2.48,2020,september,2020_september,19,Gymnosperm,CADE
NA,-1.78,NA,2020,september,2020_september,34,Gymnosperm,CADE
58.32572298,-1.75,1.75,2020,september,2020_september,19,Gymnosperm,CADE
99.06379273,-2.95,2.95,2020,september,2020_september,19,Gymnosperm,CADE
71.26293257,-4.79,4.79,2020,september,2020_september,19,Gymnosperm,CADE
105.8375635,-3.822,3.822,2020,october,2020_october,2,Gymnosperm,ABCO
113.25012,-3.467,3.467,2020,october,2020_october,2,Gymnosperm,ABCO
122.3776224,-2.991,2.991,2020,october,2020_october,2,Gymnosperm,ABCO
146.0624071,-1.784,1.784,2020,october,2020_october,2,Gymnosperm,ABCO
140.3123838,-2.738,2.738,2020,october,2020_october,2,Gymnosperm,ABCO
157.234315,-2.674,2.674,2020,october,2020_october,2,Gymnosperm,ABCO
165.0322119,-1.223,1.223,2020,october,2020_october,2,Gymnosperm,ABCO
200.2079002,-0.261,0.261,2020,october,2020_october,2,Gymnosperm,ABCO
130.5230557,-0.185,0.185,2020,september,2020_september,12,Angiosperm,QUKE
128.358209,-0.472,0.472,2020,september,2020_september,12,Angiosperm,QUKE
95.62085854,-3.19,3.19,2020,september,2020_september,12,Angiosperm,QUKE
141.5974441,-0.502,0.502,2020,september,2020_september,12,Angiosperm,QUKE
88.32358982,-4.84,4.84,2020,september,2020_september,12,Angiosperm,QUKE
85.5081757,-3.898,3.898,2020,september,2020_september,12,Angiosperm,QUKE
104.3771044,-1.85,1.85,2020,september,2020_september,12,Angiosperm,QUKE
109.5044128,-1.174,1.174,2020,september,2020_september,12,Angiosperm,QUKE
107.7243468,-2.84,2.84,2020,september,2020_september,12,Angiosperm,QUKE
NA,-9.5,9.5,2020,september,2020_september,12,Angiosperm,QUKE
34.52628659,-7.82,7.82,2020,september,2020_september,12,Angiosperm,QUKE
161.9336025,-0.398,0.398,2020,september,2020_september,19,Angiosperm,CECO
129.4135898,-1.92,1.92,2020,september,2020_september,19,Angiosperm,CECO
89.453125,-3.287,3.287,2020,september,2020_september,19,Angiosperm,CECO
112.3604201,-2.06,2.06,2020,september,2020_september,19,Angiosperm,CECO
118.2748815,-2.46,2.46,2020,september,2020_september,19,Angiosperm,CECO
112.4637681,-4.473,4.473,2020,september,2020_september,19,Angiosperm,CECO
70.74547075,-5.04,5.04,2020,september,2020_september,19,Angiosperm,CECO
109.114744,-2.89,2.89,2020,september,2020_september,19,Angiosperm,CECO
73.96515679,-4.446,4.446,2020,september,2020_september,19,Angiosperm,CECO
81.08498052,-4.2,4.2,2020,september,2020_september,19,Angiosperm,CECO
63.89259506,-10,10,2020,september,2020_september,19,Angiosperm,CECO
70.75812274,-10,10,2020,september,2020_september,19,Angiosperm,CECO
104.4130892,-3.668,3.668,2020,october,2020_october,7,Gymnosperm,PIJE
110.1831251,-3.992,3.992,2020,october,2020_october,7,Gymnosperm,PIJE
128.3654912,-2.786,2.786,2020,october,2020_october,7,Gymnosperm,PIJE
123.2162765,-3.789,3.789,2020,october,2020_october,7,Gymnosperm,PIJE
128.3185841,-2.889,2.889,2020,october,2020_october,7,Gymnosperm,PIJE
139.4361171,-2.794,2.794,2020,october,2020_october,7,Gymnosperm,PIJE
124.6207958,-0.277,0.277,2020,september,2020_september,13,Angiosperm,CECO
110.325857,-1.01,1.01,2020,september,2020_september,13,Angiosperm,CECO
77.67324046,-3.449,3.449,2020,september,2020_september,13,Angiosperm,CECO
88.04333289,-2.132,2.132,2020,september,2020_september,13,Angiosperm,CECO
75.82544893,-4.43,4.43,2020,september,2020_september,13,Angiosperm,CECO
73.13189057,-5.52,5.52,2020,september,2020_september,13,Angiosperm,CECO
71.66561911,-5.18,5.18,2020,september,2020_september,13,Angiosperm,CECO
95.53719008,-2.89,2.89,2020,september,2020_september,13,Angiosperm,CECO
75.92681753,-5.585,5.585,2020,september,2020_september,13,Angiosperm,CECO
34.43126308,-10,10,2020,september,2020_september,13,Angiosperm,CECO
101.5276631,-2.937,2.937,2020,october,2020_october,9,Gymnosperm,CADE
118.140965,-1.721,1.721,2020,october,2020_october,9,Gymnosperm,CADE
114.5935728,-2.684,2.684,2020,october,2020_october,9,Gymnosperm,CADE
115.5108718851722,-2.028,2.028,2020,october,2020_october,9,Gymnosperm,CADE
123.184459,-0.301,0.301,2020,october,2020_october,9,Gymnosperm,CADE
125.5093379,-1.224,1.224,2020,october,2020_october,9,Gymnosperm,CADE
132.6933936,-1.52,1.52,2020,october,2020_october,9,Gymnosperm,CADE
60.10801343,-6.08,6.08,2020,october,2020_october,9,Gymnosperm,CADE
99.12715517,-1.58,1.58,2020,october,2020_october,9,Gymnosperm,CADE
116.3000361,-0.785,0.785,2020,september,2020_september,16,Angiosperm,CECO
113.9186296,-1.579,1.579,2020,september,2020_september,16,Angiosperm,CECO
85.6685633,-3.59,3.59,2020,september,2020_september,16,Angiosperm,CECO
84.50829009,-2.382,2.382,2020,september,2020_september,16,Angiosperm,CECO
98.47625797,-2.84,2.84,2020,september,2020_september,16,Angiosperm,CECO
24.66785372,-7,7,2020,september,2020_september,16,Angiosperm,CECO
66.73330002,-6.34,6.34,2020,september,2020_september,16,Angiosperm,CECO
106.9767442,-4.27,4.27,2020,september,2020_september,16,Angiosperm,CECO
61.75991309,-5.773,5.773,2020,september,2020_september,16,Angiosperm,CECO
51.35681293,-10,10,2020,september,2020_september,16,Angiosperm,CECO
6.40176600441512,-4.27,4.27,2021,august,2021_august,23,Angiosperm,CECO
112.8407851690298,-3.02,3.02,2021,august,2021_august,23,Angiosperm,CECO
131.07191316146606,-2.63,2.63,2021,august,2021_august,23,Angiosperm,CECO
141.29657988769767,-1.19,1.19,2021,august,2021_august,23,Angiosperm,CECO
142.9965660581962,-1.41,1.41,2021,august,2021_august,23,Angiosperm,CECO
176.00124185035676,-0.27,0.27,2021,august,2021_august,23,Angiosperm,CECO
27.145922746781036,-10,10,2021,august,2021_august,23,Angiosperm,CECO
56.80984808800413,-8.27,8.27,2021,august,2021_august,23,Angiosperm,CECO
56.23048538177686,-5.85,5.85,2021,august,2021_august,23,Angiosperm,CECO
76.69798657718137,-4.99,4.99,2021,august,2021_august,23,Angiosperm,CECO
87.83281733746159,-4.72,4.72,2021,august,2021_august,23,Angiosperm,CECO
94.66228181128264,-3.54,3.54,2021,august,2021_august,23,Angiosperm,CECO
142.7441286,-0.129,0.129,2020,september,2020_september,10,Angiosperm,QUKE
132.2312287,-0.837,0.837,2020,september,2020_september,10,Angiosperm,QUKE
100.359928,-4.02,4.02,2020,september,2020_september,10,Angiosperm,QUKE
131.3487943,-1.088,1.088,2020,september,2020_september,10,Angiosperm,QUKE
118.9486937,-1.986,1.986,2020,september,2020_september,10,Angiosperm,QUKE
96.05427602,-3.968,3.968,2020,september,2020_september,10,Angiosperm,QUKE
105.567664,-3.36,3.36,2020,september,2020_september,10,Angiosperm,QUKE
106.0235294,-2.638,2.638,2020,september,2020_september,10,Angiosperm,QUKE
NA,-4.464,4.464,2020,september,2020_september,10,Angiosperm,QUKE
22.30836427,-8.9,8.9,2020,september,2020_september,10,Angiosperm,QUKE
NA,-10,10,2020,september,2020_september,10,Angiosperm,QUKE
85.82402235,-5.282,5.282,2020,september,2020_september,10,Angiosperm,QUKE
87.78867447,-4.76,4.76,2020,september,2020_september,10,Angiosperm,QUKE
19.11465893,-10,10,2020,september,2020_september,10,Angiosperm,QUKE
16.156692842314314,-10,10,2021,august,2021_august,29,Angiosperm,CECO
117.13267543859652,-2.6,2.6,2021,august,2021_august,29,Angiosperm,CECO
122.34891676168792,-2.46,2.46,2021,august,2021_august,29,Angiosperm,CECO
132.76867536795342,-1.86,1.86,2021,august,2021_august,29,Angiosperm,CECO
145.08896797153022,-1.11,1.11,2021,august,2021_august,29,Angiosperm,CECO
175.5044782561778,-0.36,0.36,2021,august,2021_august,29,Angiosperm,CECO
42.32008592910857,-8.64,8.64,2021,august,2021_august,29,Angiosperm,CECO
57.28699551569514,-7.38,7.38,2021,august,2021_august,29,Angiosperm,CECO
61.89522856189522,-6.79,6.79,2021,august,2021_august,29,Angiosperm,CECO
63.80471380471383,-6.97,6.97,2021,august,2021_august,29,Angiosperm,CECO
74.70352687509632,-5.1,5.1,2021,august,2021_august,29,Angiosperm,CECO
80.67119796091752,-5.57,5.57,2021,august,2021_august,29,Angiosperm,CECO
89.74358974358971,-3.81,3.81,2021,august,2021_august,29,Angiosperm,CECO
97.17891610987378,-3.34,3.34,2021,august,2021_august,29,Angiosperm,CECO
189.6153846,-0.16,0.16,2020,september,2020_september,16,Gymnosperm,ABCO
205.0323019,-1.201,1.201,2020,september,2020_september,16,Gymnosperm,ABCO
140.3555219,-1.85,1.85,2020,september,2020_september,16,Gymnosperm,ABCO
116.0660009,-2.72,2.72,2020,september,2020_september,16,Gymnosperm,ABCO
NA,-3.53,NA,2020,september,2020_september,33,Gymnosperm,ABCO
106.3474692,-2.85,2.85,2020,september,2020_september,16,Gymnosperm,ABCO
NA,-4.11,NA,2020,september,2020_september,33,Gymnosperm,ABCO
103.1875942,-5,5,2020,september,2020_september,16,Gymnosperm,ABCO
143.9600207,-0.13,0.13,2020,september,2020_september,15,Angiosperm,QUKE
127.7032845,-0.735,0.735,2020,september,2020_september,15,Angiosperm,QUKE
101.4405122,-2.06,2.06,2020,september,2020_september,15,Angiosperm,QUKE
133.6372847,-0.49,0.49,2020,september,2020_september,15,Angiosperm,QUKE
111.4190847,-1.136,1.136,2020,september,2020_september,15,Angiosperm,QUKE
110.0328347,-1.542,1.542,2020,september,2020_september,15,Angiosperm,QUKE
101.8127941,-3.17,3.17,2020,september,2020_september,15,Angiosperm,QUKE
117.4547983,-0.909,0.909,2020,september,2020_september,15,Angiosperm,QUKE
NA,-4.003,4.003,2020,september,2020_september,15,Angiosperm,QUKE
24.78455329,-8.4,8.4,2020,september,2020_september,15,Angiosperm,QUKE
138.259371,-4.285,4.285,2020,september,2020_september,15,Angiosperm,QUKE
87.78867447,-4.76,4.76,2020,september,2020_september,15,Angiosperm,QUKE
30.27790229,-9.7,9.7,2020,september,2020_september,15,Angiosperm,QUKE
109.3504344,-3.468,3.468,2020,october,2020_october,6,Gymnosperm,PIJE
103.8574329,-4.071,4.071,2020,october,2020_october,6,Gymnosperm,PIJE
114.3700207,-3.702,3.702,2020,october,2020_october,6,Gymnosperm,PIJE
129.3772416,-2.773,2.773,2020,october,2020_october,6,Gymnosperm,PIJE
132.8984562,-2.182,2.182,2020,october,2020_october,6,Gymnosperm,PIJE
155.7146324,-0.337,0.337,2020,october,2020_october,6,Gymnosperm,PIJE
89.8940865,-3.99,3.99,2020,october,2020_october,6,Gymnosperm,PIJE
111.6273471,-0.11,0.11,2020,october,2020_october,11,Angiosperm,ARPA
110.7422338,-2.164,2.164,2020,october,2020_october,11,Angiosperm,ARPA
79.76852882,-4.637,4.637,2020,october,2020_october,11,Angiosperm,ARPA
79.76852882,-4.637,4.637,2020,october,2020_october,11,Angiosperm,ARPA
99.64625249,-1.998,1.998,2020,october,2020_october,11,Angiosperm,ARPA
95.08750384,-3.564,3.564,2020,october,2020_october,11,Angiosperm,ARPA
168.2665161,-0.262,0.262,2020,september,2020_september,18,Angiosperm,CECO
144.7449072,-1.09,1.09,2020,september,2020_september,18,Angiosperm,CECO
93.70585465,-3.399,3.399,2020,september,2020_september,18,Angiosperm,CECO
78.18088912,-3.89,3.89,2020,september,2020_september,18,Angiosperm,CECO
132.0353494,-0.89,0.89,2020,september,2020_september,18,Angiosperm,CECO
131.9101403,-2.29,2.29,2020,september,2020_september,18,Angiosperm,CECO
61.75582015,-9.404,9.404,2020,september,2020_september,18,Angiosperm,CECO
73.57939914,-6.18,6.18,2020,september,2020_september,18,Angiosperm,CECO
98.99691358,-7.125,7.125,2020,september,2020_september,18,Angiosperm,CECO
66.79925129,-7.624,7.624,2020,september,2020_september,18,Angiosperm,CECO
99.43526459,-3.11,3.11,2020,september,2020_september,18,Angiosperm,CECO
70.89533417,-6.8,6.8,2020,september,2020_september,18,Angiosperm,CECO
19.08831909,-10,10,2020,september,2020_september,18,Angiosperm,CECO
NA,-2.31,NA,2021,august,2021_august,34,Angiosperm,ARPA
110.60103244837742,-2.44,2.44,2021,august,2021_august,26,Angiosperm,ARPA
120.53070250042528,-1.24,1.24,2021,august,2021_august,26,Angiosperm,ARPA
140.6723267553923,-0.16,0.16,2021,august,2021_august,26,Angiosperm,ARPA
35.852553542009716,-10,NA,2021,august,2021_august,26,Angiosperm,ARPA
40.706707086017296,-10,NA,2021,august,2021_august,26,Angiosperm,ARPA
54.49482895783613,-8.47,8.47,2021,august,2021_august,26,Angiosperm,ARPA
63.80813953488359,-5.96,5.96,2021,august,2021_august,26,Angiosperm,ARPA
78.48718991459937,-4.7,4.7,2021,august,2021_august,26,Angiosperm,ARPA
88.68391219210554,-3.81,3.81,2021,august,2021_august,26,Angiosperm,ARPA
108.79454131918112,-3.15,3.15,2021,august,2021_august,33,Angiosperm,CECO
109.9772669866131,-2.51,2.51,2021,august,2021_august,33,Angiosperm,CECO
117.4042394942356,-2.81,2.81,2021,august,2021_august,33,Angiosperm,CECO
128.8915956151037,-1.29,1.29,2021,august,2021_august,33,Angiosperm,CECO
142.2562449637389,-1.59,1.59,2021,august,2021_august,33,Angiosperm,CECO
151.71227969623158,-0.22,0.22,2021,august,2021_august,33,Angiosperm,CECO
52.7835288704854,-10,10,2021,august,2021_august,33,Angiosperm,CECO
67.36259814418285,-6.43,6.43,2021,august,2021_august,33,Angiosperm,CECO
81.87702265372185,-4.52,4.52,2021,august,2021_august,33,Angiosperm,CECO
80.29925187032433,-5.1,5.1,2021,august,2021_august,33,Angiosperm,CECO
81.05395232120482,-5.54,5.54,2021,august,2021_august,33,Angiosperm,CECO
96.035074342356,-3.92,3.92,2021,august,2021_august,33,Angiosperm,CECO
91.57492493858626,-2.65,2.65,2021,august,2021_august,33,Angiosperm,CECO
135.65642929463374,-0.46,0.46,2021,august,2021_august,24,Angiosperm,QUKE
144.43031073959665,-1.11,1.11,2021,august,2021_august,24,Angiosperm,QUKE
21.329381879762987,-10,10,2021,august,2021_august,24,Angiosperm,QUKE
23.405921980260057,-5.67,5.67,2021,august,2021_august,24,Angiosperm,QUKE
34.921948912015004,-7.91,7.91,2021,august,2021_august,24,Angiosperm,QUKE
36.99808115983241,-6.39,6.39,2021,august,2021_august,24,Angiosperm,QUKE
41.97020580384043,-6.52,6.52,2021,august,2021_august,24,Angiosperm,QUKE
47.13662861901722,-6.49,6.49,2021,august,2021_august,24,Angiosperm,QUKE
69.53659370725028,-4.62,4.62,2021,august,2021_august,24,Angiosperm,QUKE
98.30878341516632,-2.87,2.87,2021,august,2021_august,24,Angiosperm,QUKE
99.47829716193668,-3.43,3.43,2021,august,2021_august,24,Angiosperm,QUKE
107.1895425,-3.283,3.283,2020,october,2020_october,4,Gymnosperm,ABCO
100.2557545,-3.476,3.476,2020,october,2020_october,4,Gymnosperm,ABCO
116.6593599,-3.109,3.109,2020,october,2020_october,4,Gymnosperm,ABCO
131.374295,-0.312,0.312,2020,october,2020_october,4,Gymnosperm,ABCO
131.2541694,-2.662,2.662,2020,october,2020_october,4,Gymnosperm,ABCO
145.9880789,-2.352,2.352,2020,october,2020_october,4,Gymnosperm,ABCO
154.1560645,-2.437,2.437,2020,october,2020_october,4,Gymnosperm,ABCO
174,-1.243,1.243,2020,october,2020_october,4,Gymnosperm,ABCO
130.3245676,-0.52,0.52,2020,september,2020_september,15,Angiosperm,CECO
111.3232608,-0.904,0.904,2020,september,2020_september,15,Angiosperm,CECO
86.78791121,-3.447,3.447,2020,september,2020_september,15,Angiosperm,CECO
164.8372093,-2.12,2.12,2020,september,2020_september,15,Angiosperm,CECO
78.31392902,-4.59,4.59,2020,september,2020_september,15,Angiosperm,CECO
99.21307506,-2.85,2.85,2020,september,2020_september,15,Angiosperm,CECO
52.74074074,-5.26,5.26,2020,september,2020_september,15,Angiosperm,CECO
100.766931,-2.83,2.83,2020,september,2020_september,15,Angiosperm,CECO
66.83859223,-7.65,7.65,2020,september,2020_september,15,Angiosperm,CECO
77.34610123,-5.901,5.901,2020,september,2020_september,15,Angiosperm,CECO
28.43766439,-10,10,2020,september,2020_september,15,Angiosperm,CECO
55.10204082,-7.1,7.1,2020,september,2020_september,15,Angiosperm,CECO
145.0806452,-0.46,0.46,2020,september,2020_september,14,Gymnosperm,CADE
98.96336268,-2.07,2.07,2020,september,2020_september,14,Gymnosperm,CADE
110.9484561,-1.83,1.83,2020,september,2020_september,14,Gymnosperm,CADE
105.106798471018,-1.74,1.74,2020,september,2020_september,14,Gymnosperm,CADE
103.635514,-2.25,2.25,2020,september,2020_september,14,Gymnosperm,CADE
109.3186243,-2.46,2.46,2020,september,2020_september,14,Gymnosperm,CADE
87.22434578,-3.47,3.47,2020,september,2020_september,14,Gymnosperm,CADE
88.36816551,-3.25,3.25,2020,september,2020_september,14,Gymnosperm,CADE
