lfm,water_potential,mpa,year,month,year_month,plant,F.Group,spp
55.98762249,-5.59,5.59,2020,september,2020_september,14,Gymnosperm,CADE
135.8889623,-0.269,0.269,2020,september,2020_september,14,Angiosperm,QUKE
134.5625896,-0.598,0.598,2020,september,2020_september,14,Angiosperm,QUKE
94.63002114,-3.75,3.75,2020,september,2020_september,14,Angiosperm,QUKE
129.3891909,-1.09,1.09,2020,september,2020_september,14,Angiosperm,QUKE
115.1429307,-1.279,1.279,2020,september,2020_september,14,Angiosperm,QUKE
98.34043849,-4.182,4.182,2020,september,2020_september,14,Angiosperm,QUKE
102.9142664,-3.54,3.54,2020,september,2020_september,14,Angiosperm,QUKE
100.1555613,-3.971,3.971,2020,september,2020_september,14,Angiosperm,QUKE
NA,-9.36,9.36,2020,september,2020_september,14,Angiosperm,QUKE
19.12739965,-8.5,8.5,2020,september,2020_september,14,Angiosperm,QUKE
118.11699377059551,-3.38,3.38,2021,august,2021_august,31,Gymnosperm,ABCO
110.70127857419594,-2.99,2.99,2021,august,2021_august,31,Gymnosperm,ABCO
114.11580594679208,-3.22,3.22,2021,august,2021_august,31,Gymnosperm,ABCO
115.70634037819801,-3.54,3.54,2021,august,2021_august,31,Gymnosperm,ABCO
NA,-1.66,NA,2021,august,2021_august,33,Gymnosperm,ABCO
122.88429290106212,-2.54,2.54,2021,august,2021_august,31,Gymnosperm,ABCO
138.27034500921786,-0.21,0.21,2021,august,2021_august,31,Gymnosperm,ABCO
142.37629749067838,-2.48,2.48,2021,august,2021_august,31,Gymnosperm,ABCO
155.1012083821954,-0.46,0.46,2021,august,2021_august,31,Gymnosperm,ABCO
141.7239087,-0.362,0.362,2020,september,2020_september,12,Angiosperm,CECO
124.5472219,-0.818,0.818,2020,september,2020_september,12,Angiosperm,CECO
90.54102472,-3.595,3.595,2020,september,2020_september,12,Angiosperm,CECO
125.8802238,-2.148,2.148,2020,september,2020_september,12,Angiosperm,CECO
76.52901786,-4.881,4.881,2020,september,2020_september,12,Angiosperm,CECO
111.7557716,-2.62,2.62,2020,september,2020_september,12,Angiosperm,CECO
91.73422978,-4.09,4.09,2020,september,2020_september,12,Angiosperm,CECO
100.7433921,-3.11,3.11,2020,september,2020_september,12,Angiosperm,CECO
78.97416791,-5.178,5.178,2020,september,2020_september,12,Angiosperm,CECO
64.89886925,-6.6,6.6,2020,september,2020_september,12,Angiosperm,CECO
16.26488527,-10,10,2020,september,2020_september,12,Angiosperm,CECO
13.5032478256083,-10,10,2021,august,2021_august,19,Angiosperm,QUKE
119.0030592046068,-1.87,1.87,2021,august,2021_august,19,Angiosperm,QUKE
111.31266490765186,-3.14,3.14,2021,august,2021_august,19,Angiosperm,QUKE
144.94177073102296,-0.3,0.3,2021,august,2021_august,19,Angiosperm,QUKE
21.310414933924875,-9.37,9.37,2021,august,2021_august,19,Angiosperm,QUKE
50.55008022003192,-9.97,9.97,2021,august,2021_august,19,Angiosperm,QUKE
67.93563904785586,-6.06,6.06,2021,august,2021_august,19,Angiosperm,QUKE
61.28348721053419,-7.61,7.61,2021,august,2021_august,19,Angiosperm,QUKE
65.15750389268187,-5.88,5.88,2021,august,2021_august,19,Angiosperm,QUKE
88.99151273090399,-4.29,4.29,2021,august,2021_august,19,Angiosperm,QUKE
82.76104329498544,-4.28,4.28,2021,august,2021_august,19,Angiosperm,QUKE
98.86787145770342,-2.8,2.8,2021,august,2021_august,19,Angiosperm,QUKE
136.3902296,-0.294,0.294,2020,september,2020_september,13,Angiosperm,QUKE
120.0407106,-1.63,1.63,2020,september,2020_september,13,Angiosperm,QUKE
103.0118322,-3.57,3.57,2020,september,2020_september,13,Angiosperm,QUKE
127.7997365,-0.107,0.107,2020,september,2020_september,13,Angiosperm,QUKE
NA,-1,1,2020,september,2020_september,13,Angiosperm,QUKE
111.039538,-2.784,2.784,2020,september,2020_september,13,Angiosperm,QUKE
101.1164274,-3.82,3.82,2020,september,2020_september,13,Angiosperm,QUKE
128.0343716,-1.321,1.321,2020,september,2020_september,13,Angiosperm,QUKE
NA,-3.33,3.33,2020,september,2020_september,13,Angiosperm,QUKE
95.38428043,-4.049,4.049,2020,september,2020_september,13,Angiosperm,QUKE
71.15,-5.876,5.876,2020,september,2020_september,13,Angiosperm,QUKE
98.84577603,-4.232,4.232,2020,september,2020_september,13,Angiosperm,QUKE
74.37802908,-5.25,5.25,2020,september,2020_september,13,Angiosperm,QUKE
61.37266024,-5.594,5.594,2020,september,2020_september,13,Angiosperm,QUKE
17.74491682,-10,10,2020,september,2020_september,13,Angiosperm,QUKE
100.41551246537412,-2.76,2.76,2021,august,2021_august,20,Angiosperm,QUKE
105.01142541958863,-2.17,2.17,2021,august,2021_august,20,Angiosperm,QUKE
115.59108119478348,-0.72,0.72,2021,august,2021_august,20,Angiosperm,QUKE
128.3840947546529,-0.24,0.24,2021,august,2021_august,20,Angiosperm,QUKE
34.15248262664924,-10,10,2021,august,2021_august,20,Angiosperm,QUKE
35.8983226698944,-2.59,2.59,2021,august,2021_august,20,Angiosperm,QUKE
37.50889679715313,-7.87,7.87,2021,august,2021_august,20,Angiosperm,QUKE
77.74511405084648,-4.49,4.49,2021,august,2021_august,20,Angiosperm,QUKE
85.10328276334977,-3.72,3.72,2021,august,2021_august,20,Angiosperm,QUKE
90.1954841642674,-3.58,3.58,2021,august,2021_august,20,Angiosperm,QUKE
106.4362336,-3.804,3.804,2020,october,2020_october,1,Gymnosperm,PIJE
119.6867322,-2.587,2.587,2020,october,2020_october,1,Gymnosperm,PIJE
125.58752493223852,-3.164,3.164,2020,october,2020_october,1,Gymnosperm,PIJE
131.6837658,-3.609,3.609,2020,october,2020_october,1,Gymnosperm,PIJE
149.3767591,-2.039,2.039,2020,october,2020_october,1,Gymnosperm,PIJE
170.0417537,-1.014,1.014,2020,october,2020_october,1,Gymnosperm,PIJE
96.41509434,-3.31,3.31,2020,october,2020_october,1,Gymnosperm,PIJE
123.5864563,-0.53,0.53,2020,september,2020_september,18,Gymnosperm,CADE
158.4118439,-2.1,2.1,2020,september,2020_september,18,Gymnosperm,CADE
130.9708478,-1.69,1.69,2020,september,2020_september,18,Gymnosperm,CADE
121.664583,-2.31,2.31,2020,september,2020_september,18,Gymnosperm,CADE
113.5514819,-2.26,2.26,2020,september,2020_september,18,Gymnosperm,CADE
134.329731,-2.81,2.81,2020,september,2020_september,18,Gymnosperm,CADE
109.8967514,-3.13,3.13,2020,september,2020_september,18,Gymnosperm,CADE
78.69944853,-4.33,4.33,2020,september,2020_september,18,Gymnosperm,CADE
157.7175052,-0.19,0.19,2020,september,2020_september,14,Angiosperm,ARPA
148.4481648,-2.15,2.15,2020,september,2020_september,14,Angiosperm,ARPA
139.433123,-2.18,2.18,2020,september,2020_september,14,Angiosperm,ARPA
134.4500965,-2.67,2.67,2020,september,2020_september,14,Angiosperm,ARPA
126.3786654,-2.87,2.87,2020,september,2020_september,14,Angiosperm,ARPA
98.96834701,-3.64,3.64,2020,september,2020_september,14,Angiosperm,ARPA
87.44351194,-4.59,4.59,2020,september,2020_september,14,Angiosperm,ARPA
127.7843837,-4.12,4.12,2020,september,2020_september,14,Angiosperm,ARPA
85.71428571,-4.12,4.12,2020,september,2020_september,14,Angiosperm,ARPA
72.48438014,-5.11,5.11,2020,september,2020_september,14,Angiosperm,ARPA
122.4592642,-0.49,0.49,2020,september,2020_september,11,Angiosperm,QUKE
NA,-0.539,0.539,2020,september,2020_september,11,Angiosperm,QUKE
91.01547754,-3.71,3.71,2020,september,2020_september,11,Angiosperm,QUKE
129.4316501,-0.46,0.46,2020,september,2020_september,11,Angiosperm,QUKE
127.6040767,-0.681,0.681,2020,september,2020_september,11,Angiosperm,QUKE
107.0498301,-0.867,0.867,2020,september,2020_september,11,Angiosperm,QUKE
96.25794732,-1.95,1.95,2020,september,2020_september,11,Angiosperm,QUKE
97.66065777,-2.961,2.961,2020,september,2020_september,11,Angiosperm,QUKE
NA,-9.5,9.5,2020,september,2020_september,11,Angiosperm,QUKE
36.16581571,-6.8,6.8,2020,september,2020_september,11,Angiosperm,QUKE
18.23017408,-10,10,2020,september,2020_september,11,Angiosperm,QUKE
13.592685884877278,-10,10,2021,august,2021_august,23,Angiosperm,QUKE
102.09881941407946,-2.96,2.96,2021,august,2021_august,23,Angiosperm,QUKE
105.54797270172628,-3.26,3.26,2021,august,2021_august,23,Angiosperm,QUKE
114.98753482915384,-1.96,1.96,2021,august,2021_august,23,Angiosperm,QUKE
140.28557360905964,-0.19,0.19,2021,august,2021_august,23,Angiosperm,QUKE
47.99752270850536,-8.81,8.81,2021,august,2021_august,23,Angiosperm,QUKE
40.81523196567448,-8.14,8.14,2021,august,2021_august,23,Angiosperm,QUKE
47.58510880279011,-9.24,9.24,2021,august,2021_august,23,Angiosperm,QUKE
57.08595776213398,-6.13,6.13,2021,august,2021_august,23,Angiosperm,QUKE
86.72910004568324,-5.57,5.57,2021,august,2021_august,23,Angiosperm,QUKE
88.10408921933102,-4.01,4.01,2021,august,2021_august,23,Angiosperm,QUKE
82.00363722621948,-5.51,5.51,2021,august,2021_august,23,Angiosperm,QUKE
99.97148017872428,-1.1,1.1,2021,august,2021_august,23,Angiosperm,QUKE
105.48512384581564,-2.29,2.29,2021,august,2021_august,21,Gymnosperm,PIJE
NA,-1.18,NA,2021,august,2021_august,28,Gymnosperm,PIJE
NA,-2.53,NA,2021,august,2021_august,28,Gymnosperm,PIJE
144.91506413524476,-0.37,0.37,2021,august,2021_august,21,Gymnosperm,PIJE
141.17499214577444,-2.45,2.45,2021,august,2021_august,21,Gymnosperm,PIJE
155.36609251685007,-0.52,0.52,2021,august,2021_august,21,Gymnosperm,PIJE
80.6703166376944,-3.71,3.71,2021,august,2021_august,21,Gymnosperm,PIJE
NA,-1.1,NA,2021,august,2021_august,28,Gymnosperm,PIJE
98.34173895501314,-1.93,1.93,2021,august,2021_august,21,Gymnosperm,PIJE
95.82673528635516,-2.91,2.91,2021,august,2021_august,21,Gymnosperm,PIJE
NA,-3.38,NA,2021,august,2021_august,28,Gymnosperm,PIJE
98.6435754189944,-3.51,3.51,2021,august,2021_august,21,Gymnosperm,PIJE
112.33259328224588,-2.18,2.18,2021,august,2021_august,32,Angiosperm,CECO
126.32534907481,-0.76,0.76,2021,august,2021_august,32,Angiosperm,CECO
138.6456426861892,-1.11,1.11,2021,august,2021_august,32,Angiosperm,CECO
140.14379084967322,-0.2,0.2,2021,august,2021_august,32,Angiosperm,CECO
153.49604221635832,-0.97,0.97,2021,august,2021_august,32,Angiosperm,CECO
26.699331848552298,-10,10,2021,august,2021_august,32,Angiosperm,CECO
69.64360150062504,-5.62,5.62,2021,august,2021_august,32,Angiosperm,CECO
66.64941785252267,-6.06,6.06,2021,august,2021_august,32,Angiosperm,CECO
84.31132844335761,-3.97,3.97,2021,august,2021_august,32,Angiosperm,CECO
85.46251217137308,-4.2,4.2,2021,august,2021_august,32,Angiosperm,CECO
86.94649446494493,-3.64,3.64,2021,august,2021_august,32,Angiosperm,CECO
106.492289341399,-3.97,3.97,2021,august,2021_august,32,Gymnosperm,ABCO
127.79360299503554,-0.84,0.84,2021,august,2021_august,32,Gymnosperm,ABCO
121.4687531962771,-2.32,2.32,2021,august,2021_august,32,Gymnosperm,ABCO
139.50026327126528,-0.67,0.67,2021,august,2021_august,32,Gymnosperm,ABCO
NA,-2.25,NA,2021,august,2021_august,33,Gymnosperm,ABCO
137.49180327868856,-1.85,1.85,2021,august,2021_august,32,Gymnosperm,ABCO
146.20214858526265,-0.12,0.12,2021,august,2021_august,32,Gymnosperm,ABCO
82.47176856975759,-3.87,3.87,2021,august,2021_august,32,Gymnosperm,ABCO
98.23352291736364,-3.2,3.2,2021,august,2021_august,32,Gymnosperm,ABCO
94.62795845394172,-3.5,3.5,2021,august,2021_august,32,Gymnosperm,ABCO
121.7470428,-0.815,0.815,2020,september,2020_september,21,Angiosperm,CECO
124.2121685,-1.39,1.39,2020,september,2020_september,21,Angiosperm,CECO
84.76112984,-3.324,3.324,2020,september,2020_september,21,Angiosperm,CECO
29.77279155,-1.76,1.76,2020,september,2020_september,21,Angiosperm,CECO
105.362687,-2.49,2.49,2020,september,2020_september,21,Angiosperm,CECO
75.64591275,-4.421,4.421,2020,september,2020_september,21,Angiosperm,CECO
72.94954434,-5.67,5.67,2020,september,2020_september,21,Angiosperm,CECO
97.81226627,-3.71,3.71,2020,september,2020_september,21,Angiosperm,CECO
55.32338308,-10,10,2020,september,2020_september,21,Angiosperm,CECO
204.3324143,-0.376,0.376,2020,september,2020_september,19,Gymnosperm,ABCO
165.5278671,-1.85,1.85,2020,september,2020_september,19,Gymnosperm,ABCO
171.639314,-2.25,2.25,2020,september,2020_september,19,Gymnosperm,ABCO
134.8829649,-2.82,2.82,2020,september,2020_september,19,Gymnosperm,ABCO
156.6975735,-3.23,3.23,2020,september,2020_september,19,Gymnosperm,ABCO
130.9961608,-2.58,2.58,2020,september,2020_september,19,Gymnosperm,ABCO
131.8219983,-3.57,3.57,2020,september,2020_september,19,Gymnosperm,ABCO
122.1341688,-6.56,NA,2020,september,2020_september,19,Gymnosperm,ABCO
94.69633066,-3.67,3.67,2020,september,2020_september,19,Gymnosperm,ABCO
119.65843697790964,-2.63,2.63,2021,august,2021_august,30,Angiosperm,CECO
111.09950378688988,-2.63,2.63,2021,august,2021_august,30,Angiosperm,CECO
122.00732899022788,-1.68,1.68,2021,august,2021_august,30,Angiosperm,CECO
129.21560402684574,-1.91,1.91,2021,august,2021_august,30,Angiosperm,CECO
138.75114784205695,-0.99,0.99,2021,august,2021_august,30,Angiosperm,CECO
148.80879030601778,-0.14,0.14,2021,august,2021_august,30,Angiosperm,CECO
48.02580645161309,-10,10,2021,august,2021_august,30,Angiosperm,CECO
79.94766888677454,-4.62,4.62,2021,august,2021_august,30,Angiosperm,CECO
80.83365421640364,-4.26,4.26,2021,august,2021_august,30,Angiosperm,CECO
82.34496124031008,-4.99,4.99,2021,august,2021_august,30,Angiosperm,CECO
99.77533915147332,-3.33,3.33,2021,august,2021_august,30,Angiosperm,CECO
125.7960216489775,-1.63,1.63,2021,august,2021_august,23,Angiosperm,ARPA
122.62958758986,-2.19,2.19,2021,august,2021_august,23,Angiosperm,ARPA
134.08136605393307,-1.2,1.2,2021,august,2021_august,23,Angiosperm,ARPA
134.73340587595226,-0.37,0.37,2021,august,2021_august,23,Angiosperm,ARPA
142.9940703435949,-0.47,0.47,2021,august,2021_august,23,Angiosperm,ARPA
49.54109975042263,-8.58,8.58,2021,august,2021_august,23,Angiosperm,ARPA
57.417768735164344,-5.98,5.98,2021,august,2021_august,23,Angiosperm,ARPA
61.649208825495904,-5.5,5.5,2021,august,2021_august,23,Angiosperm,ARPA
74.15410861529715,-3.89,3.89,2021,august,2021_august,23,Angiosperm,ARPA
89.14839603046383,-3.96,3.96,2021,august,2021_august,23,Angiosperm,ARPA
98.55302279484658,-3.61,3.61,2021,august,2021_august,23,Angiosperm,ARPA
16.97789634146345,-10,10,2021,august,2021_august,28,Angiosperm,CECO
108.67676266137023,-2.82,2.82,2021,august,2021_august,28,Angiosperm,CECO
106.9745374031316,-2.69,2.69,2021,august,2021_august,28,Angiosperm,CECO
118.03594351733008,-1.16,1.16,2021,august,2021_august,28,Angiosperm,CECO
130.13062409288935,-0.22,0.22,2021,august,2021_august,28,Angiosperm,CECO
68.70088613944174,-5.41,5.41,2021,august,2021_august,28,Angiosperm,CECO
60.28978944985289,-6.27,6.27,2021,august,2021_august,28,Angiosperm,CECO
75.53366174055905,-7.69,7.69,2021,august,2021_august,28,Angiosperm,CECO
78.74375135840064,-5.11,5.11,2021,august,2021_august,28,Angiosperm,CECO
80.17599608897575,-5.53,5.53,2021,august,2021_august,28,Angiosperm,CECO
80.48991354466872,-5.22,5.22,2021,august,2021_august,28,Angiosperm,CECO
93.02203567681026,-4.59,4.59,2021,august,2021_august,28,Angiosperm,CECO
102.99063021435,-5.47,5.47,2021,august,2021_august,31,Angiosperm,CECO
105.05344995140922,-2.58,2.58,2021,august,2021_august,31,Angiosperm,CECO
110.47921478060051,-0.89,0.89,2021,august,2021_august,31,Angiosperm,CECO
118.31647398843928,-1.74,1.74,2021,august,2021_august,31,Angiosperm,CECO
120.73210948664396,-1.23,1.23,2021,august,2021_august,31,Angiosperm,CECO
138.51640513552056,-0.15,0.15,2021,august,2021_august,31,Angiosperm,CECO
44.83443708609269,-10,10,2021,august,2021_august,31,Angiosperm,CECO
78.52694610778457,-7.32,7.32,2021,august,2021_august,31,Angiosperm,CECO
72.52956504309492,-5.58,5.58,2021,august,2021_august,31,Angiosperm,CECO
82.2064925555285,-5.05,5.05,2021,august,2021_august,31,Angiosperm,CECO
90.96003898635465,-3.54,3.54,2021,august,2021_august,31,Angiosperm,CECO
93.20717412794804,-4.34,4.34,2021,august,2021_august,31,Angiosperm,CECO
92.22770717361615,-3.98,3.98,2021,august,2021_august,31,Angiosperm,CECO
105.15802027429936,-0.71,0.71,2021,august,2021_august,25,Angiosperm,QUKE
106.21376995830364,-1.68,1.68,2021,august,2021_august,25,Angiosperm,QUKE
114.12564290962514,-0.49,0.49,2021,august,2021_august,25,Angiosperm,QUKE
36.00099570601781,-9.23,9.23,2021,august,2021_august,25,Angiosperm,QUKE
40.96596889252716,-10,10,2021,august,2021_august,25,Angiosperm,QUKE
41.400231781307554,-8.27,8.27,2021,august,2021_august,25,Angiosperm,QUKE
55.68535825545169,-7.34,7.34,2021,august,2021_august,25,Angiosperm,QUKE
63.90034647747886,-5.47,5.47,2021,august,2021_august,25,Angiosperm,QUKE
71.16253841981538,-4.41,4.41,2021,august,2021_august,25,Angiosperm,QUKE
85.65260207560034,-2.43,2.43,2021,august,2021_august,25,Angiosperm,QUKE
96.21648709596585,-3.81,3.81,2021,august,2021_august,25,Angiosperm,QUKE
173.249864151919,-0.21,0.21,2020,september,2020_september,22,Angiosperm,ARPA
154.3099153,-1.71,1.71,2020,september,2020_september,22,Angiosperm,ARPA
154.3099153,-1.71,1.71,2020,september,2020_september,22,Angiosperm,ARPA
144.4877626,-2.38,2.38,2020,september,2020_september,22,Angiosperm,ARPA
148.2751975,-2.53,2.53,2020,september,2020_september,22,Angiosperm,ARPA
129.9749373,-2.97,2.97,2020,september,2020_september,22,Angiosperm,ARPA
117.5473427,-3.32,3.32,2020,september,2020_september,22,Angiosperm,ARPA
109.5771902,-4.1,4.1,2020,september,2020_september,22,Angiosperm,ARPA
96,-4.4,4.4,2020,september,2020_september,22,Angiosperm,ARPA
98.64378633,-4.4,4.4,2020,september,2020_september,22,Angiosperm,ARPA
87.36756316,-4.95,4.95,2020,september,2020_september,22,Angiosperm,ARPA
131.5764595,-0.47,0.47,2020,september,2020_september,21,Gymnosperm,CADE
96.1532567,-2.1,2.1,2020,september,2020_september,21,Gymnosperm,CADE
113.2219472,-2.43,2.43,2020,september,2020_september,21,Gymnosperm,CADE
98.2706002,-2.51,2.51,2020,september,2020_september,21,Gymnosperm,CADE
129.295087,-1.42,1.42,2020,september,2020_september,21,Gymnosperm,CADE
106.689130637583,-3.11,3.11,2020,september,2020_september,21,Gymnosperm,CADE
99.63054187,-3.35,3.35,2020,september,2020_september,21,Gymnosperm,CADE
80.1898473,-4.13,4.13,2020,september,2020_september,21,Gymnosperm,CADE
108.89450410612764,-2.46,2.46,2021,august,2021_august,25,Angiosperm,CECO
102.69016697588133,-3.03,3.03,2021,august,2021_august,25,Angiosperm,CECO
113.2055821703815,-1.14,1.14,2021,august,2021_august,25,Angiosperm,CECO
111.82461103253178,-1.91,1.91,2021,august,2021_august,25,Angiosperm,CECO
154.72345736796936,-0.27,0.27,2021,august,2021_august,25,Angiosperm,CECO
39.73866256725597,-10,10,2021,august,2021_august,25,Angiosperm,CECO
69.40598481464929,-6.43,6.43,2021,august,2021_august,25,Angiosperm,CECO
61.565600882028534,-7.56,7.56,2021,august,2021_august,25,Angiosperm,CECO
72.91033122380209,-4.68,4.68,2021,august,2021_august,25,Angiosperm,CECO
80.59440559440536,-4.77,4.77,2021,august,2021_august,25,Angiosperm,CECO
160.0404253,-0.331,0.331,2020,september,2020_september,18,Gymnosperm,PIJE
178.985893,-1.221,1.221,2020,september,2020_september,18,Gymnosperm,PIJE
156.9381169,-2.89,2.89,2020,september,2020_september,18,Gymnosperm,PIJE
133.716387,-2.032,2.032,2020,september,2020_september,18,Gymnosperm,PIJE
141.4334292,-3.521,3.521,2020,september,2020_september,18,Gymnosperm,PIJE
146.993959071416,-2.687,2.687,2020,september,2020_september,18,Gymnosperm,PIJE
155.1368219,-2.839,2.839,2020,september,2020_september,18,Gymnosperm,PIJE
113.620477,-3.747,3.747,2020,september,2020_september,18,Gymnosperm,PIJE
130.0710812,-5.499,5.499,2020,september,2020_september,18,Gymnosperm,PIJE
104.84129528695092,-2.68,2.68,2021,august,2021_august,26,Angiosperm,CECO
108.85436893203926,-1.17,1.17,2021,august,2021_august,26,Angiosperm,CECO
116.76870748299324,-1.05,1.05,2021,august,2021_august,26,Angiosperm,CECO
132.41077931536796,-1.78,1.78,2021,august,2021_august,26,Angiosperm,CECO
168.78097125867183,-0.21,0.21,2021,august,2021_august,26,Angiosperm,CECO
38.95582329317258,-10,10,2021,august,2021_august,26,Angiosperm,CECO
58.81398702235043,-6.21,6.21,2021,august,2021_august,26,Angiosperm,CECO
55.694394858978825,-8.66,8.66,2021,august,2021_august,26,Angiosperm,CECO
69.79850577314927,-5.27,5.27,2021,august,2021_august,26,Angiosperm,CECO
89.17591413498289,-3.62,3.62,2021,august,2021_august,26,Angiosperm,CECO
85.22440256460074,-4.82,4.82,2021,august,2021_august,26,Angiosperm,CECO
93.35984574596272,-4.29,4.29,2021,august,2021_august,26,Angiosperm,CECO
92.21048270147084,-3.21,3.21,2021,august,2021_august,26,Angiosperm,CECO
18.843645337563807,-10,10,2021,august,2021_august,24,Angiosperm,CECO
107.37891019172558,-1.16,1.16,2021,august,2021_august,24,Angiosperm,CECO
101.5272862730489,-1.95,1.95,2021,august,2021_august,24,Angiosperm,CECO
100.31609558730554,-3.27,3.27,2021,august,2021_august,24,Angiosperm,CECO
114.8043184885289,-2.32,2.32,2021,august,2021_august,24,Angiosperm,CECO
141.54804270462657,-0.16,0.16,2021,august,2021_august,24,Angiosperm,CECO
45.947826086956546,-8.92,8.92,2021,august,2021_august,24,Angiosperm,CECO
75.29178338001871,-5.3,5.3,2021,august,2021_august,24,Angiosperm,CECO
80.0333019619199,-4.52,4.52,2021,august,2021_august,24,Angiosperm,CECO
85.70536828963819,-3.8,3.8,2021,august,2021_august,24,Angiosperm,CECO
91.498041775457,-3.4,3.4,2021,august,2021_august,24,Angiosperm,CECO
150.4260837,-0.18,0.18,2020,september,2020_september,13,Angiosperm,ARPA
164.7253077,-0.31,0.31,2020,september,2020_september,13,Angiosperm,ARPA
147.8250478,-2.25,2.25,2020,september,2020_september,13,Angiosperm,ARPA
140.4229789,-2.35,2.35,2020,september,2020_september,13,Angiosperm,ARPA
119.5346916,-2.8,2.8,2020,september,2020_september,13,Angiosperm,ARPA
74.10898061,-4.26,4.26,2020,september,2020_september,13,Angiosperm,ARPA
102.9557974,-3.35,3.35,2020,september,2020_september,13,Angiosperm,ARPA
99.54611474,-6.79,6.79,2020,september,2020_september,13,Angiosperm,ARPA
NA,-6.79,NA,2020,september,2020_september,34,Angiosperm,ARPA
131.3861386,-0.61,0.61,2020,september,2020_september,20,Angiosperm,CECO
101.4929577,-1.18,1.18,2020,september,2020_september,20,Angiosperm,CECO
91.03291714,-3.4,3.4,2020,september,2020_september,20,Angiosperm,CECO
215.1101579,-2.43,2.43,2020,september,2020_september,20,Angiosperm,CECO
111.2071258,-2.52,2.52,2020,september,2020_september,20,Angiosperm,CECO
75.441087,-3.381,3.381,2020,september,2020_september,20,Angiosperm,CECO
68.90722747,-6.29,6.29,2020,september,2020_september,20,Angiosperm,CECO
91.94244604,-3.48,3.48,2020,september,2020_september,20,Angiosperm,CECO
109.7012173,-3.661,3.661,2020,october,2020_october,6,Gymnosperm,ABCO
115.4194079,-3.04,3.04,2020,october,2020_october,6,Gymnosperm,ABCO
117.1981181,-3.452,3.452,2020,october,2020_october,6,Gymnosperm,ABCO
143.6964116,-0.106,0.106,2020,october,2020_october,6,Gymnosperm,ABCO
159.561278,-2.485,2.485,2020,october,2020_october,6,Gymnosperm,ABCO
164.9851632,-1.278,1.278,2020,october,2020_october,6,Gymnosperm,ABCO
189.7634742,-2.313,2.313,2020,october,2020_october,6,Gymnosperm,ABCO
235.9763314,-2.907,2.907,2020,october,2020_october,6,Gymnosperm,ABCO
103.7851377678822,-2.64,2.64,2021,august,2021_august,22,Angiosperm,QUKE
108.27639751552812,-4.19,4.19,2021,august,2021_august,22,Angiosperm,QUKE
103.90995260663512,-3.03,3.03,2021,august,2021_august,22,Angiosperm,QUKE
131.78761061946918,-0.28,0.28,2021,august,2021_august,22,Angiosperm,QUKE
39.754207854662106,-8.72,8.72,2021,august,2021_august,22,Angiosperm,QUKE
30.19713811951113,-10,10,2021,august,2021_august,22,Angiosperm,QUKE
50.41498347410952,-7.98,7.98,2021,august,2021_august,22,Angiosperm,QUKE
61.7023526301878,-6.49,6.49,2021,august,2021_august,22,Angiosperm,QUKE
71.91363111916934,-6.08,6.08,2021,august,2021_august,22,Angiosperm,QUKE
84.25157855639469,-4.31,4.31,2021,august,2021_august,22,Angiosperm,QUKE
92.82212445003152,-3.92,3.92,2021,august,2021_august,22,Angiosperm,QUKE
108.94364983629154,-2.83,2.83,2021,august,2021_august,27,Angiosperm,CECO
112.06306234572804,-1.81,1.81,2021,august,2021_august,27,Angiosperm,CECO
128.6157316041726,-0.86,0.86,2021,august,2021_august,27,Angiosperm,CECO
129.8825503355704,-1.68,1.68,2021,august,2021_august,27,Angiosperm,CECO
155.0524737631185,-0.42,0.42,2021,august,2021_august,27,Angiosperm,CECO
37.298045853208336,-10,10,2021,august,2021_august,27,Angiosperm,CECO
76.57323440505638,-5.16,5.16,2021,august,2021_august,27,Angiosperm,CECO
74.81407322654469,-5.19,5.19,2021,august,2021_august,27,Angiosperm,CECO
78.42473745624281,-5.02,5.02,2021,august,2021_august,27,Angiosperm,CECO
93.04962809413492,-3.64,3.64,2021,august,2021_august,27,Angiosperm,CECO
168.8891158,-0.15,0.15,2020,september,2020_september,16,Angiosperm,ARPA
152.1297863,-0.39,0.39,2020,september,2020_september,16,Angiosperm,ARPA
144.7628709,-2.09,2.09,2020,september,2020_september,16,Angiosperm,ARPA
121.0526316,-2.47,2.47,2020,september,2020_september,16,Angiosperm,ARPA
134.4530103,-2.58,2.58,2020,september,2020_september,16,Angiosperm,ARPA
80.8481153,-3.97,3.97,2020,september,2020_september,16,Angiosperm,ARPA
96.01059685,-3.82,3.82,2020,september,2020_september,16,Angiosperm,ARPA
107.1712514,-4.38,4.38,2020,september,2020_september,16,Angiosperm,ARPA
91.54405821,-4.38,4.38,2020,september,2020_september,16,Angiosperm,ARPA
67.70623742,-5.74,5.74,2020,september,2020_september,16,Angiosperm,ARPA
141.7786808,-0.33,0.33,2020,september,2020_september,22,Angiosperm,CECO
131.828489,-2.201,2.201,2020,september,2020_september,22,Angiosperm,CECO
95.08781559,-3.954,3.954,2020,september,2020_september,22,Angiosperm,CECO
196.8299712,-2.86,2.86,2020,september,2020_september,22,Angiosperm,CECO
144.4761905,-0.619,0.619,2020,september,2020_september,22,Angiosperm,CECO
56.37181409,-7.4,7.4,2020,september,2020_september,22,Angiosperm,CECO
59.32230353,-8.135,8.135,2020,september,2020_september,22,Angiosperm,CECO
114.5728643,-2.9,2.9,2020,september,2020_september,22,Angiosperm,CECO
18.31038798,-10,10,2020,september,2020_september,22,Angiosperm,CECO
