F.Group,mean_tlp_group,sd_tlp_group,mean_lfm_tlp_group,sd_lfm_tlp_group
Angiosperm,-2.6142653528333333,0.42569293604970126,146.99443587888888,98.81706330664045
Gymnosperm,-2.223122481361111,0.3817478949007646,109.95393554297223,39.3602916618973
