individual,site,year,month,year.month,lfm.outliers.out,lfm.NAs.imputed,mpa,dw.flam.sample,ww.flam.sample,sample.wt,spp,start.temp,gww.gdw.saturated,gdw.gww.saturated,fd,fh,gd,gti,pfg,dry.norm.fd,dry.norm.fh,dry.norm.gd,dry.norm.gti,dry.norm.pfg,temp.max,ttfg,tti,temp.change,PC1,PC2,PC3,PC4,model,LFM,prop.ignite,bins10lfm,flam.index,precip.2mo,prop.ignite.bins5
2020_September_CEME_2.1,Painted Caves,2020,September,2020_September,45.82924436,45.82924436,10,0.3666617092866756,0.16803829071332432,0.5347,CEME,277.4,1.083877996,0.9226130653266332,13,13,205,21,171,35.45502481099249,35.45502481099249,559.0984681733431,57.2735016177571,466.3699417445935,332,17,38,54.60000000000002,0.6727704848118515,-3.9292024905680067,0.4752167936751435,1.023690579225438,EPI,45.82924436,94,"(40,50]",9.290819583910393,0.01,88
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,64.14665801,64.14665801,6.67,0.31045408183435463,0.19914591816564545,0.5096,CEME,282.8,1.066985646,0.937219730941704,8,5,121,23,90,25.768706124690176,16.105441327931363,389.75168013593895,74.08503010848426,289.8979439027645,341.4,24,47,58.599999999999966,0.39109215992378665,0.244418230487747,-0.9708421559444032,-0.43779527497492415,EPI,64.14665801,82,"(60,70]",7.19155212265611,0.01,86
2020_September_CEME_2.3,Painted Caves,2020,September,2020_September,56.18305745,56.18305745,8.217,0.35778528678304233,0.20101471321695763,0.5588,CEME,278.3,1.552264808,0.6442199775533108,6,9.25,126,22,98,16.76983437174806,25.853494656444926,352.1665218067092,61.48939269640955,273.9072947385516,363.3,33,55,85,0.706766016503012,-0.1666994452719215,-1.899420383481919,-1.1362587137171707,EPI,56.18305745,61,"(50,60]",7.457286104304779,0.01,60
2020_September_CEME_2.4,Painted Caves,2020,September,2020_September,58.78667985,58.78667985,7.23,0.31123517441860465,0.18296482558139532,0.4942,CEME,276.1,1.124834583,0.8890196078431373,2,4.5,181,39,140,6.426008897407087,14.458520019165944,581.5538052153413,125.3071734994382,449.8206228184961,310.3,23,62,34.19999999999999,3.5540413937467252,-0.8983616325723093,-0.07045213222419755,0.041128012414874404,EPI,58.78667985,61,"(50,60]",6.3639625892871035,0.01,60
2020_September_CEME_2.5,Painted Caves,2020,September,2020_September,56.18361153,56.18361153,8.001,0.2873540927860092,0.16144590721399077,0.4488,CEME,269,1.256987902,0.7955526053767009,2,1.5,176,33,141,6.960053989867434,5.2200404924005745,612.4847511083341,114.84089083281263,490.6838062856541,322.9,16,49,53.89999999999998,2.7438246535287605,-0.9794716500135786,0.4315832188703067,0.3928563041325104,EPI,56.18361153,61,"(50,60]",6.375664101530902,0.01,60
2020_September_CEME_2.6,Painted Caves,2020,September,2020_September,46.15384615,46.15384615,7.87,0.3703631578947368,0.17093684210526316,0.5413,CEME,265.8,1.260159196,0.7935505319148936,5,9,138,31,102,13.500262899856471,24.300473219741647,372.6072560360386,83.70162997911012,275.40536315707203,323.1,10,41,57.30000000000001,0.45773934944038064,0.008316905676233707,1.1387929792836027,-0.09044392180690114,EPI,46.15384615,94,"(40,50]",8.352165327239888,0.01,88
2020_September_CEME_1.1,St. Marys,2020,September,2020_September,43.19974755,43.19974755,10,0.3199027985896871,0.1381972014103129,0.4581,CEME,277.4,1.010507881,0.9896013864818024,5,12.5,105,13,87,15.62974760471879,39.074369011796975,328.22469969909463,40.637343772268856,271.957608322107,328.9,27,40,51.5,-0.8980106116001408,0.5006076189012101,-1.3781615635590552,-0.1824081534097944,EPI,43.19974755,94,"(40,50]",9.0176786370084,0.01,100
2020_September_CEME_1.3,St. Marys,2020,September,2020_September,51.17647059,51.17647059,8.38,0.306727626459144,0.15697237354085605,0.4637,CEME,278.7,1.254435309,0.7971714384270439,6,14,112,18,88,19.561328952542844,45.64310088926664,365.14480711413313,58.68398685762854,286.8994913039617,412.7,16,34,134,-1.615386600069291,-0.42165017250069226,-0.01132278653010477,-1.7104376292755414,EPI,51.17647059,61,"(50,60]",9.894423077797038,0.01,62
2020_September_CEME_1.4,St. Marys,2020,September,2020_September,48.82001706,48.82001706,9.11,0.3662813717997708,0.17881862820022926,0.5451,CEME,293.2,1.066751162,0.9374257425742574,5,15.5,125,20,100,13.650707857273373,42.31719435754745,341.2676964318343,54.60283142909349,273.01415714546744,365.3,19,39,72.10000000000002,-0.829768972252782,-0.47033978253076786,-0.11148587902640773,-0.8875013795289636,EPI,48.82001706,94,"(40,50]",9.563318705467738,0.01,88
2020_September_CEME_1.5,St. Marys,2020,September,2020_September,44.4506884,44.4506884,10,0.38649867730013615,0.17180132269986387,0.5583,CEME,288.3,1.180670754,0.846976175931582,11,12,119,32,76,28.460640737090888,31.04797171319006,307.89238615580143,82.79459123517348,196.63715418353704,404.6,1,33,116.3,-1.5418733350862464,-0.35846025409324095,2.073579513030955,-1.7732122365543117,EPI,44.4506884,94,"(40,50]",9.68640637057757,0.01,100
2020_September_CEME_1.6,St. Marys,2020,September,2020_September,45.66148298,45.66148298,1.89,0.3739492341018103,0.17075076589818966,0.5447,CEME,268.9,1.000726216,0.9992743105950652,8,15,153,9,136,21.393278205837813,40.1123966359459,409.1464456866481,24.067437981567537,363.6857294992428,381.4,23,32,112.5,-1.0248787249868165,-2.4068478460953813,-0.7935412936595613,-0.2049725528341308,EPI,45.66148298,94,"(40,50]",10.30979888553193,0.01,88
2020_September_CEME_2.3,Painted Caves,2020,September,2020_September,155.2264808,155.2264808,9.064,0.22485911262798636,0.3490408873720136,0.5739,CEME,280.1,1.552264808,0.6442199775533108,11,12,162,9,142,48.919520634232555,53.36674978279915,720.4511220677884,40.02506233709936,631.5065390964565,415.9,24,33,135.79999999999995,-0.8747902561013974,-3.136415937977907,-1.0360741355909955,-0.638829003573572,EPI,155.2264808,100,"(150,160]",9.68640637057757,0.01,100
2020_September_CEME_2.4,Painted Caves,2020,September,2020_September,52.73752013,52.73752013,8.049,0.34372693726937265,0.18127306273062735,0.525,CEME,267.9,1.124834583,0.8890196078431373,4,5.25,182,53,125,11.63714439076758,15.27375201288245,529.490069779925,154.19216317767044,363.6607622114869,295.3,5,58,27.40000000000003,3.326036931535482,-0.45329112398572735,2.4521952309358968,-0.005077595444182514,EPI,52.73752013,61,"(50,60]",6.66013266981185,0.01,62
2020_September_CEME_2.5,Painted Caves,2020,September,2020_September,43.26980345,43.26980345,10,0.3616951985034296,0.15650480149657042,0.5182,CEME,268.8,1.256987902,0.7955526053767009,7,18.5,145,20,118,19.35331192939136,51.14803867053431,400.8900328231067,55.29517694111818,326.2415439525972,354.5,14,34,85.69999999999999,-1.0622749259645592,-1.4850168364559901,0.6821860673085823,-0.3416021204124912,EPI,43.26980345,94,"(40,50]",10.560295542834714,0.01,100
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,57.54357844,57.54357844,7.819,0.295473801348086,0.17002619865191404,0.4655,CEME,271.8,1.066985646,0.937219730941704,4,7.5,128,14,110,13.537579243067166,25.382961080750935,433.2025357781493,47.38152735073509,372.2834291843471,322.4,25,39,50.599999999999966,0.11143826240645181,-0.12007943781062727,-1.1658557060175276,0.4257021082222668,EPI,57.54357844,61,"(50,60]",8.25335870900874,0.01,60
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,38.70813397,38.70813397,10,0.3510969299758537,0.1359030700241463,0.487,CEME,274,1.066985646,0.937219730941704,7,17,134,14,113,19.93751412318364,48.41967715630312,381.6609846438011,39.87502824636728,321.8484422742502,376.4,18,32,102.39999999999998,-1.4737392514821055,-1.3901307981024658,-0.08728881984885428,-0.6151466501056836,EPI,38.70813397,100,"(30,40]",10.615503960852337,0.01,100
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,44.47574965,44.47574965,9.18,0.3975753726145703,0.1768246273854297,0.5744,CEME,275,1.066985646,0.937219730941704,9,15,160,20,131,22.637217040918316,37.72869506819719,402.4394140607701,50.304926757596256,329.4972702622555,379.7,23,43,104.7,-0.1034789202857489,-2.2650785186661344,-0.4606985647257306,-0.7309164291589587,EPI,44.47574965,94,"(40,50]",9.116233720287642,0.01,100
2020_September_ADFA_1.2,St. Marys,2020,September,2020_September,102.4280911,102.4280911,0.713,0.2594995571138586,0.2658004428861414,0.5253,ADFA,222.3,1.024280911,0.9762946754194018,5,14.5,90,8,77,19.267855620293755,55.87678129885189,346.82140116528757,30.828568992470007,296.7249765525238,287.4,20,28,65.09999999999997,-2.0684183706445007,1.1278454847364627,-0.6383895289976627,0.8278217704476176,EPI,102.4280911,67,"(100,110]",13.366735215974344,0.01,67
2020_September_ADFA_1.3,St. Marys,2020,September,2020_September,100.23465,100.23465,0.471,0.23926927734375,0.23983072265625,0.4791,ADFA,241.6,1.0023465,0.997658993367148,4,9,119,26,89,16.717566268457176,37.614524104028646,497.347596486601,108.66418074497165,371.96584947317217,290.3,15,41,48.70000000000002,0.1777476689077986,0.9340189631864761,0.38323415073632805,0.41636250854406465,EPI,100.23465,67,"(100,110]",10.09153564701422,0.01,67
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,57.62514552,57.62514552,0.225,0.30838988183161004,0.17771011816838994,0.4861,ADFA,251.3,0.9473503097,1.055575735561206,12,8,140,28,100,38.91178247719669,25.941188318131125,453.97079556729466,90.79415911345892,324.2648539766391,237.4,13,41,-13.900000000000006,0.3574194387240414,0.07959888681543946,0.7913498988408187,1.7501341496923581,EPI,57.62514552,89,"(50,60]",9.843552132089885,0.01,88
2020_September_ADFA_1.5,St. Marys,2020,September,2020_September,81.95615514,81.95615514,0.136,0.29732437442076,0.24367562557924005,0.541,ADFA,256.9,0.9275584515,1.078099173553719,1,3,127,36,90,3.363330039618095,10.089990118854285,427.1429150314981,121.07988142625142,302.69970356562857,279.5,24,60,22.600000000000023,2.4893653460872316,1.5936644662169226,-0.5330196573255003,0.05503375303691055,EPI,81.95615514,93,"(80,90]",7.133168350603367,0.01,90
2020_September_ADFA_1.6,St. Marys,2020,September,2020_September,107.1710008,107.1710008,0.316,0.25780635222518067,0.27629364777481935,0.5341,ADFA,256.4,1.071710008,0.9330882352941176,3,4.5,133,27,103,11.636641122712344,17.454961684068515,515.8910897735806,104.72977010441107,399.5246785464571,286.1,29,56,29.700000000000045,1.9518117735780791,0.7337897972213394,-1.2962177781529087,0.38132309045180846,EPI,107.1710008,67,"(100,110]",7.751570157592931,0.01,67
2020_September_ADFA_2.1,Painted Caves,2020,September,2020_September,94.82758621,94.82758621,0.319,0.27157345132743366,0.25752654867256636,0.5291,ADFA,255.5,0.9482758621,1.054545454545455,2,2.5,183,56,125,7.364490123110812,9.205612653888515,673.8508462646392,206.2057234471027,460.2806326944258,267.7,16,72,12.199999999999989,4.786634179360121,0.14837058615174348,1.2142217944685854,0.11823342617137672,EPI,94.82758621,91,"(90,100]",6.494021430953915,0.01,100
2020_September_ADFA_2.2,Painted Caves,2020,September,2020_September,96.14890886,96.14890886,0.256,0.2817247382198953,0.2708752617801047,0.5526,ADFA,260.8,0.9614890886,1.0400534045393857,7,7.5,129,36,86,24.8469482809006,26.62173030096493,457.89376117659685,127.78430544463168,305.26250745106455,288,21,57,27.19999999999999,1.4500977325500595,0.8687380205594316,-0.05345877654306885,-0.10026994454798534,EPI,96.14890886,91,"(90,100]",8.420740476443822,0.01,75
2020_September_ADFA_2.4,Painted Caves,2020,September,2020_September,107.9264214,107.9264214,0.116,0.22272301753257195,0.24037698246742809,0.4631,ADFA,235.6,1.079264214,0.9265571738456772,13,8,172,42,117,58.36846206566335,35.91905357886976,772.2596519456997,188.57503128906623,525.3161585909702,290.7,9,51,55.099999999999994,1.5957622988565672,-1.1507926519290024,1.7071514283314855,0.4655009936406622,EPI,107.9264214,67,"(100,110]",8.946408996484942,0.01,67
2020_September_ADFA_2.5,Painted Caves,2020,September,2020_September,95.22116904,95.22116904,0.151,0.2490508598017398,0.23714914019826025,0.4862,ADFA,273.5,0.9522116904,1.0501866445458314,11,10.5,107,17,79,44.16768530233822,42.16006324314103,429.63112066819906,68.25915001270452,317.2042853531563,316.5,17,34,43,-1.4370918280958924,0.3268987832248308,-0.1689151561840839,0.2355930877571258,EPI,95.22116904,91,"(90,100]",11.352540388746055,0.01,75
2020_September_ADFA_2.6,Painted Caves,2020,September,2020_September,93.51620948,93.51620948,0.089,0.2836454896907216,0.26525451030927844,0.5489,ADFA,249.3,0.9452848407,1.0578821927136532,6,11.5,45,15,24,21.15316554669075,40.54356729782395,158.64874160018064,52.88291386672689,84.61266218676302,312.3,11,26,63,-3.0670880015748727,3.1127904464777307,0.2314169230450379,-0.34564974332868803,EPI,93.51620948,91,"(90,100]",13.06857486990146,0.01,100
2020_September_ADFA_1.1,St. Marys,2020,September,2020_September,81.13409415,81.13409415,2.169,0.30204142547745616,0.24505857452254387,0.5471,ADFA,278,1.0304679,0.9704329461457232,9,12.5,134,21,104,29.797237202721863,41.385051670447034,443.64775390719217,69.52688680635102,344.3236298981193,340.1,22,43,62.10000000000002,-0.30869957811561577,-0.7309140073913402,-0.4692643427038279,-0.29527093580312674,EPI,81.13409415,93,"(80,90]",10.648898878291066,0.01,90
2020_September_ADFA_1.2,St. Marys,2020,September,2020_September,86.2752034,86.2752034,0.244,0.26197797189517663,0.22602202810482336,0.488,ADFA,271.5,1.024280911,0.9762946754194018,17,6,133,13,103,64.89095200264428,22.902688942109748,507.6762715500994,49.62249270790445,393.1628268395507,238.9,13,26,-32.599999999999994,-1.1653054371227636,-0.5515015823108959,0.2573782816758958,2.6332171281332633,EPI,86.2752034,93,"(80,90]",11.41053280541936,0.01,100
2020_September_ADFA_1.3,St. Marys,2020,September,2020_September,82.28373702,82.28373702,0.744,0.28592786636294604,0.23527213363705396,0.5212,ADFA,263.9,1.0023465,0.997658993367148,4,14,103,18,81,13.989542365634804,48.96339827972181,360.2307159150962,62.95294064535661,283.28823290410475,272.6,6,24,8.700000000000045,-1.7265250527486538,1.157010880171917,1.3361754961284251,1.0968027879088553,EPI,82.28373702,93,"(80,90]",14.189193651815687,0.01,90
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,60.89506173,60.89506173,5.33,0.32393784768847117,0.19726215231152883,0.5212,ADFA,272.4,0.9473503097,1.055575735561206,2,6.5,113,27,84,6.174023857574637,20.06557753711757,348.832347952967,83.3493220772576,259.3090020181348,278.1,13,40,5.7000000000000455,0.41054986308844954,1.5391907876946453,0.553416203295217,0.628868971204241,EPI,60.89506173,94,"(60,70]",9.553149100156796,0.01,92
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,60.89506173,60.89506173,5.33,0.33960023019374647,0.20679976980625353,0.5464,ADFA,277.4,0.9473503097,1.055575735561206,4,12,97,2,91,11.778555031361275,35.33566509408383,285.62995951051096,5.889277515680638,267.962126963469,307.9,40,42,30.5,-0.8745513729523671,0.6686052121422722,-3.2100513381493556,0.4087910450693692,EPI,60.89506173,94,"(60,70]",10.656649405973848,0.01,92
2020_September_ADFA_1.5,St. Marys,2020,September,2020_September,63.67536646,63.67536646,5.45,0.2932023372651813,0.1866976627348187,0.4799,ADFA,279.9,0.9275584515,1.078099173553719,6,6,132,15,111,20.463684075524316,20.463684075524316,450.2010496615349,51.15921018881079,378.57815539719985,302.7,28,43,22.80000000000001,0.5235428633377014,-0.142726474592864,-1.4969087469778881,0.7769590045112297,EPI,63.67536646,94,"(60,70]",9.116861515140805,0.01,92
2020_September_ADFA_1.6,St. Marys,2020,September,2020_September,68.7279718,68.7279718,2.49,0.3019653437143942,0.20753465628560577,0.5095,ADFA,266.3,1.071710008,0.9330882352941176,10,12,136,17,109,33.11638308221963,39.73965969866356,450.382809918187,56.29785123977337,360.96857559619394,384.5,15,32,118.2,-1.2318011953861159,-1.4294957353574698,0.1548360988720983,-0.6467602117155657,EPI,68.7279718,94,"(60,70]",12.031761293858464,0.01,94
2020_September_ADFA_2.1,Painted Caves,2020,September,2020_September,55.92783505,55.92783505,7.86,0.3454803305785124,0.19321966942148755,0.5387,ADFA,267.7,0.9482758621,1.054545454545455,7,5.5,189,29,153,20.261645542246608,15.919864354622334,547.0644296406584,83.94110296073595,442.8616811376758,280.9,26,55,13.199999999999989,2.8143260490380406,-1.7828555302443645,-0.5905407862259284,1.2370941929052228,EPI,55.92783505,89,"(50,60]",8.069039095403618,0.01,88
2020_September_ADFA_2.2,Painted Caves,2020,September,2020_September,75.7719715,75.7719715,0.873,0.31478283783783784,0.23851716216216215,0.5533,ADFA,281.9,0.9614890886,1.0400534045393857,9,12.5,171,26,136,28.591139408420993,39.70991584502916,543.2316487599988,82.59662495766064,432.0438843939172,267.8,13,39,-14.099999999999966,0.6390215960811303,-1.5183766158137573,1.0090851809282824,1.5602242262498374,EPI,75.7719715,88,"(70,80]",11.12015292664172,0.01,93
2020_September_ADFA_2.3,Painted Caves,2020,September,2020_September,64.3441166,64.3441166,0.746,0.29365213065109236,0.1889478693489076,0.4826,ADFA,276.3,0.9564,1.0455876202425762,3,4,154,49,102,10.21616970170906,13.621559602278746,524.4300446877318,166.86410512791463,347.349769858108,282.4,8,57,6.099999999999966,2.813372626621964,0.7681994853753547,1.837579036393687,0.03339140190344805,EPI,64.3441166,94,"(60,70]",7.561977689629641,0.01,92
2020_September_ADFA_2.5,Painted Caves,2020,September,2020_September,80.39358601,80.39358601,2.04,0.2983476363636363,0.2398523636363637,0.5382,ADFA,277.5,0.9522116904,1.0501866445458314,3,5.5,160,41,116,10.055383835330598,18.434870364772763,536.2871378842985,137.42357908285152,388.8081749661165,281.2,20,61,3.6999999999999886,2.9883447516673094,0.18097684084121274,0.3070878712705854,0.23406451637653716,EPI,80.39358601,93,"(80,90]",7.725675729641761,0.01,90
2020_September_ADFA_2.6,Painted Caves,2020,September,2020_September,82.73785628,82.73785628,2.09,0.2811677943760984,0.23263220562390163,0.5138,ADFA,278.9,0.9452848407,1.0578821927136532,12,5,111,36,63,42.679141210420575,17.782975504341906,394.78205619639033,128.03742363126173,224.06549135470803,324.8,7,43,45.900000000000034,-0.18645601750936597,1.020128339313838,1.323132267647021,-0.53804684235074,EPI,82.73785628,93,"(80,90]",8.83669667710351,0.01,90
2020_September_ADFA_1.1,St. Marys,2020,September,2020_September,74.00699078,74.00699078,3.979,0.31119439371804236,0.2303056062819576,0.5415,ADFA,275.1,1.0304679,0.9704329461457232,8,11,101,16,77,25.707403994071942,35.34768049184893,324.5559754251583,51.41480798814389,247.43376344294248,274.7,24,40,-0.4000000000000341,-0.8376679390105082,1.0807831870369695,-0.9453316247137845,0.7683651313425361,EPI,74.00699078,88,"(70,80]",10.670965905307668,0.01,82
2020_September_ADFA_1.2,St. Marys,2020,September,2020_September,74.9382716,74.9382716,2.444,0.25969160197600566,0.19460839802399432,0.4543,ADFA,272.3,1.024280911,0.9762946754194018,9,8.5,144,25,110,34.65649228361092,32.731131601188096,554.5038765377748,96.26803412114144,423.5793501330224,289.1,8,33,16.80000000000001,-0.11817762471046703,-0.4843492317429675,1.258338546579991,1.1078290753580806,EPI,74.9382716,88,"(70,80]",10.983396322235892,0.01,82
2020_September_ADFA_1.3,St. Marys,2020,September,2020_September,66.16725688,66.16725688,7.005,0.2797783442622951,0.1851216557377049,0.4649,ADFA,280,1.0023465,0.997658993367148,10,9,113,16,87,35.74258052876636,32.168322475889724,403.89115997505985,57.188128846026174,310.96045060026734,387.7,10,26,107.7,-1.908864643472705,-0.45421246770159296,0.48703704200598974,-0.7314623048427147,EPI,66.16725688,94,"(60,70]",12.367007178015996,0.01,94
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,62.62002743,62.62002743,5.751,0.30137739350485027,0.18872260649514971,0.4901,ADFA,279.2,0.9473503097,1.055575735561206,4,3.5,141,36,101,13.27239562822626,11.613346174697975,467.8519458949757,119.45156065403634,335.12798961271307,299.4,9,45,20.19999999999999,1.490045166560735,0.5595082032288672,1.2554183930303635,0.3069088511587291,EPI,62.62002743,94,"(60,70]",8.22343824777665,0.01,92
2020_September_ADFA_1.5,St. Marys,2020,September,2020_September,55.69994093,55.69994093,7.252,0.3366089908952959,0.18749100910470412,0.5241,ADFA,270,0.9275584515,1.078099173553719,5,11,109,10,94,14.85402985434598,32.67886567956116,323.81785082474244,29.70805970869196,279.25576126170444,289.5,17,27,19.5,-1.3817036538124554,0.5226825604877338,-0.26713085878964377,1.1401998402179747,EPI,55.69994093,89,"(50,60]",12.719611258436355,0.01,88
2020_September_ADFA_1.6,Painted Caves,2020,September,2020_September,63.30498177,63.30498177,5.741,0.32430119047619044,0.20529880952380952,0.5296,ADFA,274.6,1.071710008,0.9330882352941176,1,1.5,120,25,94,3.0835532812310724,4.625329921846609,370.02639374772866,77.08883203077681,289.8540084357208,275.1,24,49,0.5,1.6435149768962785,1.4920943813309582,-0.9123408501255017,0.754871263012107,EPI,63.30498177,94,"(60,70]",7.308720955362111,0.01,92
2020_September_ADFA_2.1,Painted Caves,2020,September,2020_September,68.22268326,68.22268326,4.68,0.28830832476875645,0.1966916752312435,0.485,ADFA,279.3,0.9482758621,1.054545454545455,5,7,129,30,94,17.342544666410003,24.279562532974005,447.4376523933781,104.05526799846,326.03983972850807,328.2,12,42,48.89999999999998,0.4548819743978878,0.3835290293954827,0.7570336924981548,-0.24459892051840396,EPI,68.22268326,94,"(60,70]",9.481880078659788,0.01,94
2020_September_ADFA_2.2,Painted Caves,2020,September,2020_September,62.05663189,62.05663189,6.567,0.29822907853595737,0.18507092146404264,0.4833,ADFA,267.8,0.9614890886,1.0400534045393857,4,15,117,32,81,13.41250832962528,50.2969062360948,392.31586864153945,107.30006663700225,271.6032936749119,342.6,8,40,74.80000000000001,-0.5927314917009443,0.6011527446301157,1.4781176437325423,-0.9731540482047851,EPI,62.05663189,94,"(60,70]",11.492026620370952,0.01,92
2020_September_ADFA_2.3,Painted Caves,2020,September,2020_September,56.87061184,56.87061184,7.326,0.26818280051150895,0.15251719948849107,0.4207,ADFA,279.2,0.9564,1.0455876202425762,3,6.5,146,26,117,11.186399703031128,24.237199356567444,544.404785547515,96.94879742626978,436.269588418214,304.2,16,42,25,1.0958783830197432,-0.13936286533358128,0.2938934571132141,0.5843520664909838,EPI,56.87061184,89,"(50,60]",9.348647437462308,0.01,88
2020_September_ADFA_2.4,Painted Caves,2020,September,2020_September,79.38973648,79.38973648,3.444,0.2977316375444565,0.23636836245554357,0.5341,ADFA,267.5,1.079264214,0.9265571738456772,8,9,50,22,20,26.86983508363454,30.228564469088862,167.9364692727159,73.89204647999499,67.17458770908635,339.2,13,35,71.69999999999999,-2.3478158750774267,2.970843812059953,0.07683752412190861,-1.1677218900063144,EPI,79.38973648,88,"(70,80]",10.8292674696969,0.01,93
2020_September_ADFA_2.5,Painted Caves,2020,September,2020_September,47.60170006,47.60170006,7.76,0.30927828054298645,0.14722171945701357,0.4565,ADFA,287.6,0.9522116904,1.0501866445458314,5,14.5,124,24,95,16.166670324284386,46.88334394042472,400.9334240422528,77.60001755656505,307.1667361614033,303.3,9,33,15.699999999999989,-0.8478613625857889,0.23144748528098155,1.2187665741947076,0.3538597563780287,EPI,47.60170006,100,"(40,50]",12.419699320105716,0.01,100
2020_September_ADFA_2.6,Painted Caves,2020,September,2020_September,64.19871795,64.19871795,6.42,0.2888573101698224,0.1854426898301776,0.4743,ADFA,280.4,0.9452848407,1.0578821927136532,9,12,102,19,74,31.15725198267892,41.543002643571896,353.1155224703611,65.77642085232218,256.18184963536004,324.5,18,37,44.10000000000002,-1.3410078805306376,0.6380452575626235,-0.2079824980716664,-0.20231329643539514,EPI,64.19871795,94,"(60,70]",11.274755254568449,0.01,92
2020_September_ADFA_1.1,St. Marys,2020,September,2020_September,62.97556449,62.97556449,6.91,0.31084414499905105,0.195755855000949,0.5066,ADFA,264.2,1.0304679,0.9704329461457232,6,8.5,169,27,136,19.30227767364998,27.344893371004137,543.6808211411411,86.86024953142491,437.5182939360662,294,20,47,29.80000000000001,1.588169689345696,-1.2209059935949822,0.04281993654346585,0.8863757232818075,EPI,62.97556449,94,"(60,70]",9.387193396513029,0.01,92
2020_September_ADFA_1.2,St. Marys,2020,September,2020_September,83.04843305,83.04843305,3.57,0.3050558754863813,0.2533441245136187,0.5584,ADFA,276,1.024280911,0.9762946754194018,10,15,111,18,83,32.7808798439171,49.17131976587565,363.86776626747974,59.00558371905077,272.08130270451187,301.4,8,26,25.399999999999977,-2.0914636880505095,0.17568399370344956,1.10944007573204,0.6162874812705821,EPI,83.04843305,93,"(80,90]",13.929729236813277,0.01,90
2020_September_ADFA_1.3,St. Marys,2020,September,2020_September,74.64550979,74.64550979,2.18,0.27077707326503,0.20212292673497,0.4729,ADFA,278.8,1.0023465,0.997658993367148,6,4,116,28,82,22.158449117024567,14.772299411349712,428.3966829291416,103.40609587944796,302.83213793266907,286.9,19,47,8.099999999999966,0.8030625301892538,1.2523654638176325,-0.2188763865940091,0.386711044985128,EPI,74.64550979,88,"(70,80]",8.215213113250465,0.01,82
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,94.73503097,94.73503097,1.087,0.29691627496024037,0.2812837250397597,0.5782,ADFA,281.2,0.9473503097,1.055575735561206,10,10.5,176,22,144,33.679528012868566,35.36350441351199,592.7596930264867,74.09496162831084,484.9852033853074,334.2,12,34,53,0.20656724552879635,-2.4316394899101197,0.8628964168340256,0.7128031549490079,EPI,94.73503097,91,"(90,100]",11.352540388746055,0.01,100
2020_September_ADFA_1.5,St. Marys,2020,September,2020_September,65.84311303,65.84311303,3.082,0.2738129981378026,0.18028700186219743,0.4541,ADFA,279,0.9275584515,1.078099173553719,12,10,95,8,75,43.82553086088605,36.52127571740504,346.95211931534783,29.21702057392403,273.9095678805378,285.7,21,29,6.699999999999989,-2.0459749382269554,0.6522228158020563,-0.9109802713168625,1.1057872122142975,EPI,65.84311303,94,"(60,70]",12.0567402869388,0.01,94
2020_September_ADFA_1.6,St. Marys,2020,September,2020_September,73.03595206,73.03595206,3.996,0.3103401308195459,0.2266598691804541,0.537,ADFA,277.9,1.071710008,0.9330882352941176,10,10.5,152,29,113,32.22270988154838,33.8338453756258,489.7851901995354,93.4458586564903,364.1166216614967,333.8,19,48,55.900000000000034,0.6364343063431375,-1.0835306627279737,0.12227702830671522,-0.2432429250894261,EPI,73.03595206,88,"(70,80]",9.743481978275026,0.01,82
2020_September_ADFA_2.1,Painted Caves,2020,September,2020_September,91.26827341,91.26827341,1.13,0.2727059698409419,0.24889403015905803,0.5216,ADFA,277.7,0.9482758621,1.054545454545455,20,6.5,143,13,110,73.33906189022987,23.83519511432471,524.3742925151436,47.67039022864942,403.3648403962643,416,18,31,138.3,-1.6249536454885039,-2.5784385191261787,-0.5481209454192977,-0.7312890744175061,EPI,91.26827341,91,"(90,100]",10.706115370865376,0.01,100
2020_September_ADFA_2.2,Painted Caves,2020,September,2020_September,65.15629481,65.15629481,3.488,0.2848816634832436,0.18561833651675635,0.4705,ADFA,276.3,0.9614890886,1.0400534045393857,4,6,109,19,86,14.040917730864328,21.06137659629649,382.6150081660529,66.69435922160555,301.87973121358306,332.5,6,25,56.19999999999999,-1.0724335506251215,0.7691651310684684,1.0196216703577259,0.25098912966426734,EPI,65.15629481,94,"(60,70]",11.610217129514195,0.01,94
2020_September_ADFA_2.3,Painted Caves,2020,September,2020_September,69.72434561,69.72434561,3.298,0.2656660706974205,0.1852339293025795,0.4509,ADFA,272.5,0.9564,1.0455876202425762,10,7,130,26,94,37.64123876921215,26.348867138448504,489.33610399975794,97.8672207999516,353.8276444305942,308.4,18,44,35.89999999999998,0.24742989689339137,0.030988381358178378,-0.03288490603088793,0.2546529365561682,EPI,69.72434561,94,"(60,70]",9.28914827949455,0.01,94
