model.spp.gr.sample,model.spp.bins5lfm_gr.sample,model.spp.bins5lfm_gr.sample_nodate,model.spp.bins10lfm_gr.sample_nodate,individual,sample,round,year.month.spp,model.spp.gr,model.spp.bins5lfm_gr,model.spp.bins5lfm_gr_nodate,model.spp.bins10lfm_gr_nodate,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,prop.ignite,ros,bins5lfm_gr,individual.bins5lfm_gr,prop.ignite.bins5,individual.bins5lfm_gr_nodate,prop.ignite.bins5_nodate,bins10lfm_gr,individual.bins10lfm_gr_nodate,prop.ignite.bins10_nodate,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,ww.outs,dw.outs,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,tti.outs,gti.outs,gd.outs,fd.outs,pfg.outs,fh.outs,temp.max.outs,ignition.temp.outs,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
"2020_January_EPI_CEME_(130,140]_2","2020_January_EPI_CEME_(130,135]_2","EPI_CEME_(130,135]_2","EPI_CEME_(130,140]_2",2020_January_CEME_2,2,9,2020_January_CEME,"2020_January_EPI_CEME_(130,140]","2020_January_EPI_CEME_(130,135]","EPI_CEME_(130,135]","EPI_CEME_(130,140]",CEME,EPI,4,132.5275657,0,7.5,29,44,73,11,140,85,1,269.1,268.9,277.85,100,0.539,1,2020_January,2020,January,0.2358,0.5483,0.3125,St. Marys,132.5275657,132.5275657,"(130,140]",2020_January,5.82,Wet,100,0.9090909090909092,"(130,135]","2020_January_EPI_CEME_(130,135]_2",100,"EPI_CEME_(130,135]_2",50,"(130,140]","EPI_CEME_(130,140]_2",60,hydrated,"(130,135]","(130,140]","(120,140]",-0.20000000000004547,0.4300565383913916,1.325275657,0.75456,0.23180047419296007,0.30719952580703996,0.30719952580703996,0.23180047419296007,1.890806373835132,0.3372372372372372,70.09050082224637,29.90949917775363,-0.043,NA,44,140,11,85,7.5,268.9,NA,6.453996109578806,0.5233976525821596,32.355412671661306,603.9677032043444,47.45460525176992,366.6946769454948,125.10759566375704,314.9260166708367,189.81842100707968,132.5275657,-2.9644821046610828,0.36939875055114535,-1.0524177623858422,-0.27378864270662234,0.30846479289555884,-2.6095921239304603,-0.03149161750579199,-0.004469811375403809
"2020_January_EPI_CEME_(110,120]_3","2020_January_EPI_CEME_(110,115]_3","EPI_CEME_(110,115]_3","EPI_CEME_(110,120]_3",2020_January_CEME_3,3,9,2020_January_CEME,"2020_January_EPI_CEME_(110,120]","2020_January_EPI_CEME_(110,115]","EPI_CEME_(110,115]","EPI_CEME_(110,120]",CEME,EPI,4.6,112.0682116,0,13,14,27,41,7,91,57,1,271.7,271.7,277.85,100,0.518,1,2020_January,2020,January,0.2287,0.485,0.2563,St. Marys,112.0682116,112.0682116,"(110,120]",2020_January,5.82,Wet,40,1.4285714285714286,"(110,115]","2020_January_EPI_CEME_(110,115]_3",67,"EPI_CEME_(110,115]_3",89,"(110,120]","EPI_CEME_(110,120]_3",81,hydrated,"(110,115]","(110,120]","(100,120]",0,0.4715463917525773,1.120682116,0.8923136948888022,0.24426103092783505,0.273738969072165,0.273738969072165,0.24426103092783505,2.0264853273018097,0.34663951120162934,55.30176315128552,44.69823684871448,-0.043,41,27,91,7,57,13,271.7,NA,9.002666631800027,0.5233976525821596,53.22175195371523,372.5522636760066,28.65786643661589,233.35691241244368,57.31573287323178,167.8532177001788,110.537484826947,112.0682116,0.7605358214315321,1.5136787790910722,0.008302241667462129,-0.5129156591669735,-0.40000154500130564,-1.1302134598432239,-0.012627223325567469,0.0016543137528707876
"2020_January_EPI_CEME_(120,130]_5","2020_January_EPI_CEME_(120,125]_5","EPI_CEME_(120,125]_5","EPI_CEME_(120,130]_5",2020_January_CEME_5,5,9,2020_January_CEME,"2020_January_EPI_CEME_(120,130]","2020_January_EPI_CEME_(120,125]","EPI_CEME_(120,125]","EPI_CEME_(120,130]",CEME,EPI,3.5,124.0148051,0,7,28,22,50,2,95,71,1,274.5,297.9,277.85,100,0.468,1,2020_January,2020,January,0.2297,0.5145,0.2848,St. Marys,124.0148051,124.0148051,"(120,130]",2020_January,5.82,Wet,67,5,"(120,125]","2020_January_EPI_CEME_(120,125]_5",100,"EPI_CEME_(120,125]_5",89,"(120,130]","EPI_CEME_(120,130]_5",80,hydrated,"(120,125]","(120,130]","(120,140]",23.399999999999977,0.44645286686103014,1.240148051,0.8065308988764045,0.2089399416909621,0.2590600583090379,0.2590600583090379,0.2089399416909621,2.309701596226629,0.12536687631027257,53.69299882833506,46.30700117166494,-0.043,50,22,95,2,71,7,297.9,NA,7.371651919787945,0.5233976525821596,33.50245024167532,454.6761104227364,9.57212864047866,339.8105667369925,134.00980096670128,239.30321601196655,105.29341504526528,124.0148051,-0.6890172085143864,1.4198812696024983,-1.9432801495441976,-0.015756572216393677,-0.27425821861815686,0.13115670522934172,-0.0042805455226805345,0.0036882844984800767
"2020_January_EPI_CEME_(100,110]_1","2020_January_EPI_CEME_(105,110]_1","EPI_CEME_(105,110]_1","EPI_CEME_(100,110]_1",2020_January_CEME_1,1,10,2020_January_CEME,"2020_January_EPI_CEME_(100,110]","2020_January_EPI_CEME_(105,110]","EPI_CEME_(105,110]","EPI_CEME_(100,110]",CEME,EPI,5.1,106.5868263,0,3.5,10,32,42,3,208,173,1,269,263.2,277.85,100,0.428,1,2020_January,2020,January,0.2589,0.5348,0.2759,St. Marys,106.5868263,106.5868263,"(100,110]",2020_January,5.82,Wet,67,3.3333333333333335,"(105,110]","2020_January_EPI_CEME_(105,110]_1",100,"EPI_CEME_(105,110]_1",67,"(100,110]","EPI_CEME_(100,110]_1",62,hydrated,"(105,110]","(100,110]","(100,120]",-5.800000000000011,0.4841062079281974,1.065868263,0.9383834722725628,0.2071974569932685,0.2208025430067315,0.2208025430067315,0.2071974569932685,1.8080913821630569,0.40836543753439736,58.94991113363308,41.05008886636692,-0.043,42,32,NA,3,NA,3.5,263.2,NA,7.223500145698171,0.5233976525821596,16.89209921197879,1003.8733245975968,14.478942181696103,834.9523324778088,48.26314060565369,202.7051905437455,154.4420499380918,106.5868263,-3.592532690752423,-1.599128868707504,1.9606175105411232,-1.543509688153545,0.5874772510756152,1.797184157525757,0.0016528898187723184,-0.012388734638638627
"2020_January_EPI_CEME_(90,100]_3","2020_January_EPI_CEME_(95,100]_3","EPI_CEME_(95,100]_3","EPI_CEME_(90,100]_3",2020_January_CEME_3,3,10,2020_January_CEME,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(95,100]","EPI_CEME_(95,100]","EPI_CEME_(90,100]",CEME,EPI,6.3,97.09035222,0,18,16,21,37,4,104,79,1,266.9,276.4,277.85,100,0.49,1,2020_January,2020,January,0.2939,0.5792,0.2853,St. Marys,97.09035222,97.09035222,"(90,100]",2020_January,5.82,Wet,80,2.5,"(95,100]","2020_January_EPI_CEME_(95,100]_3",100,"EPI_CEME_(95,100]_3",80,"(90,100]","EPI_CEME_(90,100]_3",70,hydrated,"(95,100]","(90,100]","(80,100]",9.5,0.5074240331491712,0.9709035222,1.0301437083771467,0.24863777624309388,0.2413622237569061,0.2413622237569061,0.24863777624309388,2.0264853273018097,0.34663951120162934,47.910710683147265,52.089289316852735,-0.043,37,21,104,4,79,18,276.4,NA,10.126325220352864,0.5233976525821596,72.39446986688517,418.27915923089216,16.08765997041893,317.73128441577387,64.35063988167572,148.81085472637508,84.46021484469938,97.09035222,0.9110460687469959,0.631770890027,0.10964681784089549,-0.8680394715362258,-1.7758400651274395,-0.4618907806157236,0.003323037640636609,-0.0022839991209640223
"2020_January_EPI_CEME_(110,120]_5","2020_January_EPI_CEME_(110,115]_5","EPI_CEME_(110,115]_5","EPI_CEME_(110,120]_5",2020_January_CEME_5,5,10,2020_January_CEME,"2020_January_EPI_CEME_(110,120]","2020_January_EPI_CEME_(110,115]","EPI_CEME_(110,115]","EPI_CEME_(110,120]",CEME,EPI,5,111.2807788,0,17,26,11,37,8,126,107,1,269.2,271.4,277.85,100,0.621,1,2020_January,2020,January,0.262,0.5535,0.2915,St. Marys,111.2807788,111.2807788,"(110,120]",2020_January,5.82,Wet,40,1.25,"(110,115]","2020_January_EPI_CEME_(110,115]_5",67,"EPI_CEME_(110,115]_5",89,"(110,120]","EPI_CEME_(110,120]_5",81,hydrated,"(110,115]","(110,120]","(100,120]",2.1999999999999886,0.4733514001806685,1.112807788,0.8987993138936536,0.29395121951219516,0.32704878048780484,0.32704878048780484,0.29395121951219516,2.309701596226629,0.12536687631027257,48.17972113012346,51.82027886987654,-0.043,37,11,126,8,107,17,271.4,NA,9.989176199544612,0.5233976525821596,57.832724858944566,428.6425489545303,27.215399933620972,364.0059741121805,88.45004978426816,125.871224692997,37.42117490872884,111.2807788,0.5228419487451201,-1.1127025929544845,-0.8818383747030649,-1.6763317076176318,-1.364904684928372,-0.3629609267023658,0.004505334187118848,-0.0013435972426655701
"2020_January_EPI_CEME_(70,80]_1","2020_January_EPI_CEME_(70,75]_1","EPI_CEME_(70,75]_1","EPI_CEME_(70,80]_1",2020_January_CEME_1,1,11,2020_January_CEME,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(70,75]","EPI_CEME_(70,75]","EPI_CEME_(70,80]",CEME,EPI,7,74.2286519,0,11,7,13,20,14,96,69,1,277.3,291.9,277.85,100,0.438,1,2020_January,2020,January,0.3906,0.6805,0.2899,St. Marys,74.2286519,74.2286519,"(70,80]",2020_January,5.82,Wet,80,0.7142857142857143,"(70,75]","2020_January_EPI_CEME_(70,75]_1",100,"EPI_CEME_(70,75]_1",79,"(70,80]","EPI_CEME_(70,80]_1",85,moderate,"(70,75]","(70,80]","(60,80]",14.599999999999966,0.5739897134459956,0.742286519,1.3473611590203518,0.2514074944893461,0.18659250551065393,0.18659250551065393,0.2514074944893461,1.8080913821630569,0.40836543753439736,41.05359531728907,58.94640468271093,-0.043,20,13,96,14,69,11,291.9,NA,11.71327454487749,0.5233976525821596,43.753667814648814,381.8501918369351,55.68648630955303,274.4548253827971,27.843243154776516,79.55212329936148,51.70888014458496,74.2286519,2.4776941876567387,0.006570410391735282,0.6074612141523403,-0.7172980821422841,1.194016963351525,-0.5022911472084522,-0.012909750748237303,0.005800311617239498
"2020_January_EPI_CEME_(60,70]_3","2020_January_EPI_CEME_(65,70]_3","EPI_CEME_(65,70]_3","EPI_CEME_(60,70]_3",2020_January_CEME_3,3,11,2020_January_CEME,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(65,70]","EPI_CEME_(65,70]","EPI_CEME_(60,70]",CEME,EPI,7.3,66.59590599,0,12.5,12,29,41,1,111,81,1,271.9,266.1,277.85,100,0.538,1,2020_January,2020,January,0.3298,0.5494,0.2196,St. Marys,66.59590599,66.59590599,"(60,70]",2020_January,5.82,Wet,100,10,"(65,70]","2020_January_EPI_CEME_(65,70]_3",100,"EPI_CEME_(65,70]_3",86,"(60,70]","EPI_CEME_(60,70]_3",88,moderate,"(65,70]","(60,70]","(60,80]",-5.7999999999999545,0.600291226792865,0.6659590599,1.5018214936247722,0.32295668001456135,0.21504331998543869,0.21504331998543869,0.32295668001456135,2.0264853273018097,0.34663951120162934,32.862762484774564,67.13723751522544,-0.043,41,29,111,1,81,12.5,266.1,NA,8.926072799574344,0.5233976525821596,38.70488140835608,343.69934690620204,3.0963905126684867,250.80763152614745,37.15668615202184,126.95201101940796,89.79532486738611,66.59590599,-0.26850499832791347,1.4919247055014455,0.5781437663906497,-0.7212851761420773,-1.07020196169212,0.0805294940741142,-7.923593634254489e-4,-0.002838973185731862
"2020_January_EPI_CEME_(70,80]_4","2020_January_EPI_CEME_(75,80]_4","EPI_CEME_(75,80]_4","EPI_CEME_(70,80]_4",2020_January_CEME_4,4,11,2020_January_CEME,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(75,80]","EPI_CEME_(75,80]","EPI_CEME_(70,80]",CEME,EPI,8.6,78.79924953,0,15,12,19,31,5,102,78,1,270.6,279.9,277.85,100,0.51,1,2020_January,2020,January,0.2665,0.4765,0.21,St. Marys,78.79924953,78.79924953,"(70,80]",2020_January,5.82,Wet,80,2,"(75,80]","2020_January_EPI_CEME_(75,80]_4",67,"EPI_CEME_(75,80]_4",89,"(70,80]","EPI_CEME_(70,80]_4",85,moderate,"(75,80]","(70,80]","(60,80]",9.299999999999956,0.559286463798531,0.7879924952999999,1.2690476190476192,0.2852360965372508,0.2247639034627492,0.2247639034627492,0.2852360965372508,1.648472426208795,0.39799446749654216,47.80137555059068,52.19862444940932,-0.043,31,19,102,5,78,15,279.9,NA,10.448237478365906,0.5233976525821596,52.58801456792848,357.5984990619137,17.529338189309495,273.4576757532281,42.070411654342784,108.68189677371886,66.61148511937608,78.79924953,1.2126000720596168,0.6970646002385447,0.3919876181293389,-0.8086534606437317,-0.9218978070543611,-0.05028808889133349,0.0011610732126171863,-7.822046857774295e-5
"2020_January_EPI_CEME_(70,80]_1","2020_January_EPI_CEME_(75,80]_1","EPI_CEME_(75,80]_1","EPI_CEME_(70,80]_1",2020_January_CEME_1,1,12,2020_January_CEME,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(75,80]","EPI_CEME_(75,80]","EPI_CEME_(70,80]",CEME,EPI,10,76.53492781,0,17,23,8,31,5,103,90,1,287.1,310.5,277.85,100,0.447,1,2020_January,2020,January,0.3429,0.6053,0.2624,St. Marys,76.53492781,76.53492781,"(70,80]",2020_January,5.82,Wet,80,2,"(75,80]","2020_January_EPI_CEME_(75,80]_1",67,"EPI_CEME_(75,80]_1",89,"(70,80]","EPI_CEME_(70,80]_1",85,moderate,"(75,80]","(70,80]","(60,80]",23.399999999999977,0.5664959524202875,0.7653492781,1.3067835365853655,0.2532236907318685,0.1937763092681315,0.1937763092681315,0.2532236907318685,1.8080913821630569,0.40836543753439736,42.32912593081423,57.67087406918577,-0.043,31,8,103,5,90,17,310.5,NA,10.758047520322371,0.5233976525821596,67.13431887382458,406.7549908237607,19.745387904066053,355.416982273189,90.82878435870386,122.42140500520954,31.592620646505686,76.53492781,1.488347313336372,-0.45216231257260997,-1.0033387840647814,-0.6076737809920892,-1.5512822179726597,0.32170649775931864,0.01180229266913041,6.673643997185952e-4
"2020_January_EPI_CEME_(60,70]_3","2020_January_EPI_CEME_(60,65]_3","EPI_CEME_(60,65]_3","EPI_CEME_(60,70]_3",2020_January_CEME_3,3,12,2020_January_CEME,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,65]","EPI_CEME_(60,65]","EPI_CEME_(60,70]",CEME,EPI,10,64.5797302,0,7,2,33,35,3,108,72,1,273.9,274.7,277.85,100,0.409,1,2020_January,2020,January,0.2891,0.4758,0.1867,St. Marys,64.5797302,64.5797302,"(60,70]",2020_January,5.82,Wet,100,3.3333333333333335,"(60,65]","2020_January_EPI_CEME_(60,65]_3",100,"EPI_CEME_(60,65]_3",90,"(60,70]","EPI_CEME_(60,70]_3",88,moderate,"(60,65]","(60,70]","(60,80]",0.8000000000000114,0.6076082387557797,0.645797302,1.548473486877343,0.2485117696511139,0.16048823034888607,0.16048823034888607,0.2485117696511139,2.0264853273018097,0.34663951120162934,31.867849882725537,68.13215011727446,-0.043,35,33,108,3,72,7,274.7,NA,8.535596959754464,0.5233976525821596,28.16767998484463,434.58706262331714,12.071862850647696,289.72470841554474,8.047908567098466,140.83839992422315,132.7904913571247,64.5797302,-0.07550305296349469,2.0049723699811897,1.5003250419422995,-0.2259654474914498,0.5064781612892294,0.33639580463498914,-0.010111125735876692,-5.911840734337259e-4
"2020_January_EPI_CEME_(60,70]_4","2020_January_EPI_CEME_(60,65]_4","EPI_CEME_(60,65]_4","EPI_CEME_(60,70]_4",2020_January_CEME_4,4,12,2020_January_CEME,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,65]","EPI_CEME_(60,65]","EPI_CEME_(60,70]",CEME,EPI,9.1,64.59731544,0,3.5,12,28,40,2,105,75,1,279.2,286.4,277.85,100,0.525,1,2020_January,2020,January,0.3576,0.5886,0.231,St. Marys,64.59731544,64.59731544,"(60,70]",2020_January,5.82,Wet,100,5,"(60,65]","2020_January_EPI_CEME_(60,65]_4",100,"EPI_CEME_(60,65]_4",90,"(60,70]","EPI_CEME_(60,70]_4",88,moderate,"(60,65]","(60,70]","(60,80]",7.199999999999989,0.6075433231396533,0.6459731544,1.548051948051948,0.318960244648318,0.206039755351682,0.206039755351682,0.318960244648318,1.648472426208795,0.39799446749654216,39.186166788705584,60.813833211294416,-0.043,40,28,105,2,75,3.5,286.4,NA,7.370498520661505,0.5233976525821596,10.973154362416109,329.19463087248323,6.270373921380633,235.13902205177376,37.6222435282838,125.40747842761267,87.78523489932887,64.59731544,-0.6313422029093575,1.8772493159623378,0.045437954873323916,-0.07150117346177082,0.8042553739223837,0.7526406731773547,-0.008483765830958667,0.0024449891607418797
"2020_January_EPI_CEME_(70,80]_5","2020_January_EPI_CEME_(70,75]_5","EPI_CEME_(70,75]_5","EPI_CEME_(70,80]_5",2020_January_CEME_5,5,12,2020_January_CEME,"2020_January_EPI_CEME_(70,80]","2020_January_EPI_CEME_(70,75]","EPI_CEME_(70,75]","EPI_CEME_(70,80]",CEME,EPI,10,72.23897745,0,10,18,17,35,9,83,57,1,281.2,293.7,277.85,100,0.473,1,2020_January,2020,January,0.3482,0.5997,0.2515,St. Marys,72.23897745,72.23897745,"(70,80]",2020_January,5.82,Wet,80,1.1111111111111112,"(70,75]","2020_January_EPI_CEME_(70,75]_5",100,"EPI_CEME_(70,75]_5",79,"(70,80]","EPI_CEME_(70,80]_5",85,moderate,"(70,75]","(70,80]","(60,80]",12.5,0.58062364515591125,0.7223897745,1.384493041749503,0.274634984158746,0.198365015841254,0.198365015841254,0.274634984158746,2.309701596226629,0.12536687631027257,31.276324858595228,68.72367514140477,-0.043,35,17,83,9,57,10,293.7,NA,9.103265667349268,0.5233976525821596,36.41196707197269,302.21932669737333,32.77077036477542,207.5482123102443,65.54154072955085,127.4418847519044,61.90034402235357,72.23897745,1.383533595953255,1.016358852864684,-0.8813354129229016,-0.3091141778435326,0.4265998648469999,-0.6045610091032112,-0.011346061610185934,0.006449286063589275
"2020_January_EPI_CEME_(50,60]_6","2020_January_EPI_CEME_(55,60]_6","EPI_CEME_(55,60]_6","EPI_CEME_(50,60]_6",2020_January_CEME_6,6,12,2020_January_CEME,"2020_January_EPI_CEME_(50,60]","2020_January_EPI_CEME_(55,60]","EPI_CEME_(55,60]","EPI_CEME_(50,60]",CEME,EPI,9.5,59.29690809,0,10.25,9,17,26,6,104,81,1,276.1,277.9,277.85,100,0.43,1,2020_January,2020,January,0.3542,0.5642,0.21,St. Marys,59.29690809,59.29690809,"(50,60]",2020_January,5.82,Wet,100,1.6666666666666667,"(55,60]","2020_January_EPI_CEME_(55,60]_6",100,"EPI_CEME_(55,60]_6",69,"(50,60]","EPI_CEME_(50,60]_6",71,dry,"(55,60]","(50,60]","(40,60]",1.7999999999999543,0.6277915632754343,0.5929690809,1.6866666666666668,0.26995037220843676,0.16004962779156323,0.16004962779156323,0.26995037220843676,1.9952672321401497,0.45719424460431646,29.718780088618686,70.28121991138131,-0.043,26,17,104,6,81,21,277.9,NA,10.363006002753425,0.5233976525821596,37.96994209026565,385.2559977939149,22.226307565033547,300.0551521279529,33.33946134755032,96.31399944847873,62.974538100928385,59.29690809,1.1757178905730559,0.7382768076106628,0.5576072580967161,-0.8946113862526146,0.22746794383595406,0.498704577769135,-0.002329956444845349,0.0026113124785830943
"2020_September_EPI_CEME_(100,110]_1.1","2020_September_EPI_CEME_(100,105]_1.1","EPI_CEME_(100,105]_1.1","EPI_CEME_(100,110]_1.1",2020_September_CEME_1.1,1.1,1,2020_September_CEME,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,105]","EPI_CEME_(100,105]","EPI_CEME_(100,110]",CEME,EPI,0.208,101.0507881,0,10.25,10,46,56,6,137,90,1,275.6,296.3,281.7,100,0.5513,1,2020_September,2020,September,0.2855,0.574,0.2885,St. Marys,101.0507881,101.0507881,"(100,110]",2020_September,0.01,Dry,57,10,"(100,105]","2020_September_EPI_CEME_(100,105]_1.1",44,"EPI_CEME_(100,105]_1.1",57,"(100,110]","EPI_CEME_(100,110]_1.1",62,hydrated,"(100,105]","(100,110]","(100,120]",20.69999999999999,0.4973867595818815,1.010507881,0.9896013864818024,0.2742093205574913,0.2770906794425087,0.2770906794425087,0.2742093205574913,1.010507881,0.9896013864818024,100,0,-0.043,56,46,137,1,90,8.5,296.3,281.7,7.554501810347169,0.5233976525821596,37.380202755912386,499.61831976195094,21.881094296143836,328.21641444215754,36.468490493573064,204.22354676400911,167.75505627043609,101.0507881,-1.8359217230661098,0.7973546163994792,1.2533816723493836,0.45501928969617916,-0.29032799458059205,-1.2105040326650975,-0.06378766605332026,-0.12473306609100784
"2020_September_EPI_CEME_(70,80]_1.2","2020_September_EPI_CEME_(70,75]_1.2","EPI_CEME_(70,75]_1.2","EPI_CEME_(70,80]_1.2",2020_September_CEME_1.2,1.2,1,2020_September_CEME,"2020_September_EPI_CEME_(70,80]","2020_September_EPI_CEME_(70,75]","EPI_CEME_(70,75]","EPI_CEME_(70,80]",CEME,EPI,1.88,71.48362235,0,13,21,29,50,4,125,92,1,275.5,300.5,270,100,0.4698,1,2020_September,2020,September,0.3114,0.534,0.2226,St. Marys,71.48362235,71.48362235,"(70,80]",2020_September,0.01,Dry,78,2.5,"(70,75]","2020_September_EPI_CEME_(70,75]_1.2",67,"EPI_CEME_(70,75]_1.2",79,"(70,80]","EPI_CEME_(70,80]_1.2",85,moderate,"(70,75]","(70,80]","(60,80]",25,0.5831460674157303,0.7148362235000001,1.398921832884097,0.2739620224719101,0.1958379775280899,0.1958379775280899,0.2739620224719101,1.259367872,0.7940491591203105,56.761510230110126,43.238489769889874,-0.043,50,29,125,4,92,13,300.5,270,8.304183875884508,0.5233976525821596,47.451832493800914,456.2676201327011,14.600563844246436,335.812968417668,76.65296018229378,182.50704805308044,105.85408787078666,71.48362235,-0.8880042646357074,0.27092847432912576,-0.33760968375955425,-0.07010133814506707,-1.156677959997653,-0.47987204567142633,-0.00226112868424716,-0.004895154940744717
"2020_September_EPI_CEME_(70,80]_1.3","2020_September_EPI_CEME_(75,80]_1.3","EPI_CEME_(75,80]_1.3","EPI_CEME_(70,80]_1.3",2020_September_CEME_1.3,1.3,1,2020_September_CEME,"2020_September_EPI_CEME_(70,80]","2020_September_EPI_CEME_(75,80]","EPI_CEME_(75,80]","EPI_CEME_(70,80]",CEME,EPI,0.597,79.06908665,0,10.25,17,46,63,6,135,86,1,278.3,306.1,290.1,100,0.5081,1,2020_September,2020,September,0.3416,0.6117,0.2701,St. Marys,79.06908665,79.06908665,"(70,80]",2020_September,0.01,Dry,78,3.3333333333333335,"(75,80]","2020_September_EPI_CEME_(75,80]_1.3",89,"EPI_CEME_(75,80]_1.3",89,"(70,80]","EPI_CEME_(70,80]_1.3",85,moderate,"(75,80]","(70,80]","(60,80]",27.80000000000001,0.5584436815432402,0.7906908665,1.2647167715660868,0.28374523459212037,0.22435476540787963,0.22435476540787963,0.28374523459212037,1.254435309,0.7971714384270439,63.03161755948309,36.96838244051691,-0.043,63,46,135,3,86,1,306.1,290.1,7.220333209970354,0.5233976525821596,36.12395469736867,475.778915526319,21.14572957894751,303.088790631581,59.912900473684616,222.03016057894885,162.11726010526425,79.06908665,-2.19411317195223,0.7337309465381116,0.36137405216044616,0.7269958694918038,-0.5032560912418711,-1.532642321250409,-0.04588904896993279,-0.07796312216688972
"2020_September_EPI_CEME_(100,110]_1.4","2020_September_EPI_CEME_(105,110]_1.4","EPI_CEME_(105,110]_1.4","EPI_CEME_(100,110]_1.4",2020_September_CEME_1.4,1.4,1,2020_September_CEME,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(105,110]","EPI_CEME_(105,110]","EPI_CEME_(100,110]",CEME,EPI,0.192,106.6751162,0,10.25,22,19,41,6,128,103,1,274.5,367.1,265,100,0.5123,1,2020_September,2020,September,0.2367,0.4892,0.2525,St. Marys,106.6751162,106.6751162,"(100,110]",2020_September,0.01,Dry,57,1.6666666666666667,"(105,110]","2020_September_EPI_CEME_(105,110]_1.4",67,"EPI_CEME_(105,110]_1.4",67,"(100,110]","EPI_CEME_(100,110]_1.4",62,hydrated,"(105,110]","(100,110]","(100,120]",92.60000000000002,0.4838511856091578,1.066751162,0.9374257425742574,0.2478769623875715,0.26442303761242847,0.26442303761242847,0.2478769623875715,1.066751162,0.9374257425742574,100,0,-0.043,41,19,128,6,103,8.5,367.1,265,8.565038365558763,0.5233976525821596,41.35116027431975,516.3852209866271,24.20555723374815,415.5287325126765,88.75370985707654,165.404641097279,76.65093124020247,106.6751162,-0.18806129684268263,-0.9848115401889658,-0.8026691887467107,1.0859703883946956,-0.3580715059298449,0.5204860061816848,0.004745663554435564,-0.0030992883652116443
"2020_September_EPI_CEME_(110,120]_1.5","2020_September_EPI_CEME_(115,120]_1.5","EPI_CEME_(115,120]_1.5","EPI_CEME_(110,120]_1.5",2020_September_CEME_1.5,1.5,1,2020_September_CEME,"2020_September_EPI_CEME_(110,120]","2020_September_EPI_CEME_(115,120]","EPI_CEME_(115,120]","EPI_CEME_(110,120]",CEME,EPI,0.145,118.0670754,0,10.25,21,65,86,6,141,38,1,281.7,321.9,288.5,100,0.5488,1,2020_September,2020,September,0.2773,0.6047,0.3274,St. Marys,118.0670754,118.0670754,"(110,120]",2020_September,0.01,Dry,100,0.2631578947368421,"(115,120]","2020_September_EPI_CEME_(115,120]_1.5",100,"EPI_CEME_(115,120]_1.5",71,"(110,120]","EPI_CEME_(110,120]_1.5",81,hydrated,"(115,120]","(110,120]","(100,120]",40.19999999999999,0.4585744997519431,1.180670754,0.846976175931582,0.25166568546386636,0.2971343145361336,0.2971343145361336,0.25166568546386636,1.180670754,0.846976175931582,100,0,-0.043,NA,NA,141,NA,38,3,321.9,288.5,6.4567615930107145,0.5233976525821596,40.728635614773445,560.2670850422494,23.841152554989335,150.99396618159912,83.44403394246268,341.72318662151383,258.27915267905115,118.0670754,-3.4635983145715636,2.0992893714750487,-0.04979598755940884,2.1607982223844227,-0.7664109908044383,-3.520842969144836,0.2654720420420554,0.7302100359696495
