model.spp.gr.sample,model.spp.bins5lfm_gr.sample,model.spp.bins5lfm_gr.sample_nodate,model.spp.bins10lfm_gr.sample_nodate,individual,sample,round,year.month.spp,model.spp.gr,model.spp.bins5lfm_gr,model.spp.bins5lfm_gr_nodate,model.spp.bins10lfm_gr_nodate,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,prop.ignite,ros,bins5lfm_gr,individual.bins5lfm_gr,prop.ignite.bins5,individual.bins5lfm_gr_nodate,prop.ignite.bins5_nodate,bins10lfm_gr,individual.bins10lfm_gr_nodate,prop.ignite.bins10_nodate,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,ww.outs,dw.outs,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,tti.outs,gti.outs,gd.outs,fd.outs,pfg.outs,fh.outs,temp.max.outs,ignition.temp.outs,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1...90,PC2...91,PC3...92,PC4...93,PC5...94,PC6...95,PC7...96,PC8...97,PC1...98,PC2...99,PC3...100,PC4...101,PC5...102,PC6...103,PC7...104,PC8...105
"2020_September_EPI_ADFA_(60,70]_2.2","2020_September_EPI_ADFA_(60,65]_2.2","EPI_ADFA_(60,65]_2.2","EPI_ADFA_(60,70]_2.2",2020_September_ADFA_2.2,2.2,3,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,65]","EPI_ADFA_(60,65]","EPI_ADFA_(60,70]",ADFA,EPI,6.567,62.05663189,0,15,8,32,40,4,117,81,1,267.8,342.6,256.8,70,0.4833,1,2020_September,2020,September,0.3355,0.5437,0.2082,Painted Caves,62.05663189,62.05663189,"(60,70]",2020_September,0.01,Dry,94,2.5,"(60,65]","2020_September_EPI_ADFA_(60,65]_2.2",92,"EPI_ADFA_(60,65]_2.2",93,"(60,70]","EPI_ADFA_(60,70]_2.2",93,moderate,"(60,65]","(60,70]","(60,80]",74.80000000000001,0.6170682361596469,0.6205663189,1.611431316042267,0.29822907853595737,0.18507092146404264,0.18507092146404264,0.29822907853595737,0.9614890886,1.0400534045393857,64.5422112697702,35.457788730229794,-0.043,40,32,117,4,81,15,342.6,256.8,11.492026620370952,0.5044787769784173,50.2969062360948,392.31586864153945,13.41250832962528,271.6032936749119,26.82501665925056,134.1250832962528,107.30006663700225,62.05663189,0.30349508866515557,0.4502244643158596,1.0881670175905904,1.127357348762322,-1.1723142502839867,-0.2426942775658178,9.0238006263621e-4,-0.00698013340477703,0.6067871010511616,0.6295944197709699,-1.4408099844227626,0.9890251374224232,-0.9655011405318423,3.412585554336267e-4,0.0010541589834808796,0.012078436657930569
"2020_September_EPI_ADFA_(50,60]_2.3","2020_September_EPI_ADFA_(55,60]_2.3","EPI_ADFA_(55,60]_2.3","EPI_ADFA_(50,60]_2.3",2020_September_ADFA_2.3,2.3,3,2020_September_ADFA,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(55,60]","EPI_ADFA_(55,60]","EPI_ADFA_(50,60]",ADFA,EPI,7.326,56.87061184,0,6.5,16,26,42,3,146,117,1,279.2,304.2,249.3,30,0.4207,1,2020_September,2020,September,0.0997,0.1564,0.0567,Painted Caves,56.87061184,56.87061184,"(50,60]",2020_September,0.01,Dry,89,3.3333333333333335,"(55,60]","2020_September_EPI_ADFA_(55,60]_2.3",88,"EPI_ADFA_(55,60]_2.3",90,"(50,60]","EPI_ADFA_(50,60]_2.3",91,dry,"(55,60]","(50,60]","(40,60]",25,0.637468030690537,0.5687061184000001,1.7583774250440916,0.26818280051150895,0.15251719948849107,0.15251719948849107,0.26818280051150895,0.9564,1.0455876202425762,59.463207695524886,40.536792304475114,-0.043,42,26,146,3,117,6.5,304.2,249.3,9.348647437462308,0.5044787769784173,24.237199356567444,544.404785547515,11.186399703031128,436.269588418214,59.66079841616602,156.6095958424358,96.94879742626978,56.87061184,-1.4996514250563646,-0.20594746804063657,0.2609664485279909,-0.22163245567747303,0.08486772857010559,1.0145168408625946,8.849559288617945e-4,-0.00459184845172341,-1.0814493232086209,-0.15280992748263852,-0.3045520292560997,-0.5536698496906777,-0.029172960501137317,0.9423791313444313,0.010644967577362802,-0.007960802334864646
"2020_September_EPI_ADFA_(70,80]_2.4","2020_September_EPI_ADFA_(75,80]_2.4","EPI_ADFA_(75,80]_2.4","EPI_ADFA_(70,80]_2.4",2020_September_ADFA_2.4,2.4,3,2020_September_ADFA,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(75,80]","EPI_ADFA_(75,80]","EPI_ADFA_(70,80]",ADFA,EPI,3.444,79.38973648,0,9,13,22,35,8,50,20,1,267.5,339.2,249,NA,0.5341,1,2020_September,2020,September,0.3605,0.6467,0.2862,Painted Caves,79.38973648,79.38973648,"(70,80]",2020_September,0.01,Dry,88,1.25,"(75,80]","2020_September_EPI_ADFA_(75,80]_2.4",93,"EPI_ADFA_(75,80]_2.4",97,"(70,80]","EPI_ADFA_(70,80]_2.4",87,moderate,"(75,80]","(70,80]","(60,80]",71.69999999999999,0.5574454925003866,0.7938973648,1.2596086652690426,0.2977316375444565,0.23636836245554357,0.23636836245554357,0.2977316375444565,1.079264214,0.9265571738456772,73.55912986845313,26.440870131546873,-0.043,35,22,50,8,20,9,339.2,249,10.8292674696969,0.5044787769784173,30.228564469088862,167.9364692727159,26.86983508363454,67.17458770908635,43.66348201090613,117.55552849090112,73.89204647999499,79.38973648,2.271596223108455,2.335932970846743,-0.8928475069224882,1.3792352167346518,0.6801091277826747,-0.826589219253256,-0.01519407756017471,0.00900872970353603,2.3511127274929056,2.9734109921479095,-0.004519427492814976,1.1597106610704082,1.0488403672260709,-0.304704179214896,-0.027795839838975905,-1.796797563102942e-4
"2020_September_EPI_ADFA_(40,50]_2.5","2020_September_EPI_ADFA_(45,50]_2.5","EPI_ADFA_(45,50]_2.5","EPI_ADFA_(40,50]_2.5",2020_September_ADFA_2.5,2.5,3,2020_September_ADFA,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","EPI_ADFA_(45,50]","EPI_ADFA_(40,50]",ADFA,EPI,7.76,47.60170006,0,14.5,9,24,33,5,124,95,1,287.6,303.3,280.2,80,0.4565,1,2020_September,2020,September,0.3294,0.4862,0.1568,Painted Caves,47.60170006,47.60170006,"(40,50]",2020_September,0.01,Dry,100,2,"(45,50]","2020_September_EPI_ADFA_(45,50]_2.5",100,"EPI_ADFA_(45,50]_2.5",84,"(40,50]","EPI_ADFA_(40,50]_2.5",89,dry,"(45,50]","(40,50]","(40,60]",15.699999999999989,0.6774989716166187,0.4760170006,2.100765306122449,0.30927828054298645,0.14722171945701357,0.14722171945701357,0.30927828054298645,0.9522116904,1.0501866445458314,49.99066965876435,50.00933034123565,-0.043,33,24,124,5,95,14.5,303.3,280.2,12.419699320105716,0.5044787769784173,46.88334394042472,400.9334240422528,16.166670324284386,307.1667361614033,29.100006583711895,106.70002414027697,77.60001755656505,47.60170006,0.5031250899549068,0.01835826833287429,1.0611352668247649,-0.2465730928870351,-0.8871536206355957,0.15949803639406132,0.00271269432222559,-0.00475477950774379,0.8553358076648935,0.24404050785677875,-1.2117021285362317,-0.340746131843542,-0.9665714997555382,0.15904455235906395,0.0074129916855394384,-0.0012951232634695609
"2020_September_EPI_ADFA_(60,70]_2.6","2020_September_EPI_ADFA_(60,65]_2.6","EPI_ADFA_(60,65]_2.6","EPI_ADFA_(60,70]_2.6",2020_September_ADFA_2.6,2.6,3,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,65]","EPI_ADFA_(60,65]","EPI_ADFA_(60,70]",ADFA,EPI,6.42,64.19871795,0,12,18,19,37,9,102,74,1,280.4,324.5,267.3,100,0.4743,1,2020_September,2020,September,0.312,0.5123,0.2003,Painted Caves,64.19871795,64.19871795,"(60,70]",2020_September,0.01,Dry,94,1.1111111111111112,"(60,65]","2020_September_EPI_ADFA_(60,65]_2.6",92,"EPI_ADFA_(60,65]_2.6",93,"(60,70]","EPI_ADFA_(60,70]_2.6",93,moderate,"(60,65]","(60,70]","(60,80]",44.10000000000002,0.6090181534257272,0.6419871795000001,1.5576635047428855,0.2888573101698224,0.1854426898301776,0.1854426898301776,0.2888573101698224,0.9452848407,1.0578821927136532,67.91468051308188,32.085319486918124,-0.043,37,19,102,9,74,12,324.5,267.3,11.274755254568449,0.5044787769784173,41.543002643571896,353.1155224703611,31.15725198267892,256.18184963536004,62.31450396535784,128.09092481768002,65.77642085232218,64.19871795,0.9949998640808776,0.05113041851361259,-0.5585349452876984,0.28705875361721717,-0.07420091401537474,-0.5098915167161862,-0.00591330286626197,0.00149459807788266,1.3469929158457332,0.6264908028196544,0.2202147693410354,0.20064337100898688,0.02954369882622956,-0.42033051113252023,-0.012345807672175019,4.965125053224669e-4
"2020_September_EPI_ADFA_(60,70]_1.1","2020_September_EPI_ADFA_(60,65]_1.1","EPI_ADFA_(60,65]_1.1","EPI_ADFA_(60,70]_1.1",2020_September_ADFA_1.1,1.1,4,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,65]","EPI_ADFA_(60,65]","EPI_ADFA_(60,70]",ADFA,EPI,6.91,62.97556449,0,8.5,20,27,47,6,169,136,1,264.2,294,259.1,60,0.5066,1,2020_September,2020,September,0.3233,0.5269,0.2036,St. Marys,62.97556449,62.97556449,"(60,70]",2020_September,0.01,Dry,94,1.6666666666666667,"(60,65]","2020_September_EPI_ADFA_(60,65]_1.1",92,"EPI_ADFA_(60,65]_1.1",93,"(60,70]","EPI_ADFA_(60,70]_1.1",93,moderate,"(60,65]","(60,70]","(60,80]",29.80000000000001,0.6135889163029037,0.6297556448999999,1.5879174852652258,0.31084414499905105,0.195755855000949,0.195755855000949,0.31084414499905105,1.0304679,0.9704329461457232,61.1135625767673,38.8864374232327,-0.043,47,27,169,6,136,8.5,294,259.1,9.387193396513029,0.5044787769784173,27.344893371004137,543.6808211411411,19.30227767364998,437.5182939360662,64.34092557883326,151.20117511025816,86.86024953142491,62.97556449,-2.128382411330953,-1.338612294539166,0.25587035534308666,-0.7179226737993807,-0.1441506886445039,0.4060671068655773,-0.00129879911149591,-0.00791362207808432,-1.571677036412661,-1.2411218022548813,-0.0843604958336483,-0.8625704127127771,-0.3271320138333085,0.1609313055270355,0.0046259858097452144,-0.0019347827523412756
"2020_September_EPI_ADFA_(80,90]_1.2","2020_September_EPI_ADFA_(80,85]_1.2","EPI_ADFA_(80,85]_1.2","EPI_ADFA_(80,90]_1.2",2020_September_ADFA_1.2,1.2,4,2020_September_ADFA,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,85]","EPI_ADFA_(80,85]","EPI_ADFA_(80,90]",ADFA,EPI,3.57,83.04843305,0,15,8,18,26,10,111,83,1,276,301.4,282.4,50,0.5584,1,2020_September,2020,September,0.2808,0.514,0.2332,St. Marys,83.04843305,83.04843305,"(80,90]",2020_September,0.01,Dry,93,1,"(80,85]","2020_September_EPI_ADFA_(80,85]_1.2",90,"EPI_ADFA_(80,85]_1.2",84,"(80,90]","EPI_ADFA_(80,90]_1.2",88,moderate,"(80,85]","(80,90]","(80,100]",25.399999999999977,0.5463035019455252,0.8304843305,1.2041166380789023,0.3050558754863813,0.2533441245136187,0.2533441245136187,0.3050558754863813,1.024280911,0.9762946754194018,81.07974302569035,18.920256974309652,-0.043,26,18,111,10,83,15,301.4,282.4,13.929729236813277,0.5044787769784173,49.17131976587565,363.86776626747974,32.7808798439171,272.08130270451187,26.224703875133677,85.23028759418445,59.00558371905077,83.04843305,1.730470712262068,-0.2450277137953311,0.9283214204054248,-0.46412785829230024,-0.21921709944789045,-0.3684491267259577,-0.00336618895670048,-6.150343335496883e-4,2.0934813357486974,0.18716519472083548,-1.1148036225843403,-0.6004103836014463,-0.33881739065935845,-0.357482411030684,-0.0053122107111894246,-0.0072125653460385075
"2020_September_EPI_ADFA_(70,80]_1.3","2020_September_EPI_ADFA_(70,75]_1.3","EPI_ADFA_(70,75]_1.3","EPI_ADFA_(70,80]_1.3",2020_September_ADFA_1.3,1.3,4,2020_September_ADFA,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(70,75]","EPI_ADFA_(70,75]","EPI_ADFA_(70,80]",ADFA,EPI,2.18,74.64550979,0,4,19,28,47,6,116,82,1,278.8,286.9,263,80,0.4729,1,2020_September,2020,September,0.2962,0.5173,0.2211,St. Marys,74.64550979,74.64550979,"(70,80]",2020_September,0.01,Dry,88,1.6666666666666667,"(70,75]","2020_September_EPI_ADFA_(70,75]_1.3",82,"EPI_ADFA_(70,75]_1.3",76,"(70,80]","EPI_ADFA_(70,80]_1.3",87,moderate,"(70,75]","(70,80]","(60,80]",8.099999999999966,0.5725884399768026,0.7464550979000001,1.3396653098145637,0.27077707326503,0.20212292673497,0.20212292673497,0.27077707326503,1.0023465,0.997658993367148,74.47076414194093,25.529235858059067,-0.043,47,28,116,6,82,4,286.9,263,8.215213113250465,0.5044787769784173,14.772299411349712,428.3966829291416,22.158449117024567,302.83213793266907,70.16842220391113,173.5745180833591,103.40609587944796,74.64550979,-1.0813611012769964,0.9978139679473256,-0.5998936827694961,-0.21032277776144132,0.9400913263599564,-0.07604978888759288,-0.01445069712982327,0.00189160881840269,-0.7912634656790701,1.230718008385718,0.22771086678047964,-0.3822113010742836,0.9524266359157291,0.029800092839964827,-0.016399160099691557,-0.00546390441573813
"2020_September_EPI_ADFA_(90,100]_1.4","2020_September_EPI_ADFA_(90,95]_1.4","EPI_ADFA_(90,95]_1.4","EPI_ADFA_(90,100]_1.4",2020_September_ADFA_1.4,1.4,4,2020_September_ADFA,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,95]","EPI_ADFA_(90,95]","EPI_ADFA_(90,100]",ADFA,EPI,1.087,94.73503097,0,10.5,12,22,34,10,176,144,1,281.2,334.2,245.7,20,0.5782,1,2020_September,2020,September,0.2906,0.5659,0.2753,St. Marys,94.73503097,94.73503097,"(90,100]",2020_September,0.01,Dry,91,1,"(90,95]","2020_September_EPI_ADFA_(90,95]_1.4",100,"EPI_ADFA_(90,95]_1.4",100,"(90,100]","EPI_ADFA_(90,100]_1.4",95,hydrated,"(90,95]","(90,100]","(80,100]",53,0.513518289450433,0.9473503097,1.055575735561206,0.29691627496024037,0.2812837250397597,0.2812837250397597,0.29691627496024037,0.9473503097,1.055575735561206,100,0,-0.043,34,22,176,10,144,10.5,334.2,245.7,11.352540388746055,0.5044787769784173,35.36350441351199,592.7596930264867,33.679528012868566,484.9852033853074,40.415433615442275,114.51039524375312,74.09496162831084,94.73503097,-0.8459142968851553,-2.544410856794557,1.229345504019265,-0.10770536578789948,0.2150736974776204,0.6299172863653926,0.00221540690201432,-0.00924074486704133,-0.190835178838969,-2.429695325664436,-0.9249743656152785,-0.6430611375241593,0.004110855683844644,0.4236332609040891,0.008125923629509924,-0.008945072269036014
"2020_September_EPI_ADFA_(60,70]_1.5","2020_September_EPI_ADFA_(65,70]_1.5","EPI_ADFA_(65,70]_1.5","EPI_ADFA_(60,70]_1.5",2020_September_ADFA_1.5,1.5,4,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(65,70]","EPI_ADFA_(65,70]","EPI_ADFA_(60,70]",ADFA,EPI,3.082,65.84311303,0,10,21,8,29,12,95,75,1,279,285.7,269.2,NA,0.4541,1,2020_September,2020,September,0.3238,0.537,0.2132,St. Marys,65.84311303,65.84311303,"(60,70]",2020_September,0.01,Dry,94,0.8333333333333334,"(65,70]","2020_September_EPI_ADFA_(65,70]_1.5",94,"EPI_ADFA_(65,70]_1.5",92,"(60,70]","EPI_ADFA_(60,70]_1.5",93,moderate,"(65,70]","(60,70]","(60,80]",6.699999999999989,0.6029795158286778,0.6584311303,1.5187617260787991,0.2738129981378026,0.18028700186219743,0.18028700186219743,0.2738129981378026,0.9275584515,1.078099173553719,70.98540574291776,29.014594257082237,-0.043,29,8,95,12,75,10,285.7,269.2,12.0567402869388,0.5044787769784173,36.52127571740504,346.95211931534783,43.82553086088605,273.9095678805378,76.69467900655057,105.9116995804746,29.21702057392403,65.84311303,1.6708396581877047,-0.14594282474057585,-1.1379883050810182,-1.0493601156665708,0.7683032619147259,-0.3609554536672677,-0.00910709734895853,0.0076732647893053,2.0428742828621855,0.6165186791973675,0.8953161773393319,-1.1147647372776452,0.6204825339861144,-0.46470028573098165,-0.015426297513547127,-0.01585753109531625
"2020_September_EPI_ADFA_(70,80]_1.6","2020_September_EPI_ADFA_(70,75]_1.6","EPI_ADFA_(70,75]_1.6","EPI_ADFA_(70,80]_1.6",2020_September_ADFA_1.6,1.6,4,2020_September_ADFA,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(70,75]","EPI_ADFA_(70,75]","EPI_ADFA_(70,80]",ADFA,EPI,3.996,73.03595206,0,10.5,19,29,48,10,152,113,1,277.9,333.8,253.3,20,0.537,1,2020_September,2020,September,0.3004,0.5198,0.2194,St. Marys,73.03595206,73.03595206,"(70,80]",2020_September,0.01,Dry,88,1,"(70,75]","2020_September_EPI_ADFA_(70,75]_1.6",82,"EPI_ADFA_(70,75]_1.6",76,"(70,80]","EPI_ADFA_(70,80]_1.6",87,moderate,"(70,75]","(70,80]","(60,80]",55.900000000000034,0.5779145825317429,0.7303595206,1.3691886964448494,0.3103401308195459,0.2266598691804541,0.2266598691804541,0.3103401308195459,1.071710008,0.9330882352941176,68.14898761307452,31.851012386925476,-0.043,48,29,152,10,113,10.5,333.8,253.3,9.743481978275026,0.5044787769784173,33.8338453756258,489.7851901995354,32.22270988154838,364.1166216614967,61.223148774941926,154.66900743143222,93.4458586564903,73.03595206,-1.159686711393083,-1.3686957392052992,0.11430993287436836,0.44787675411781064,0.00195421308199592,-0.5964426987649113,-0.00787697173343632,-0.00695442969408149,-0.6184055917621454,-1.0898128249127446,-0.14762474691126765,0.2690433467703377,0.07498922063618103,-0.6147530642797623,-0.01340718231095267,0.008072950957782432
"2020_September_EPI_ADFA_(90,100]_2.1","2020_September_EPI_ADFA_(90,95]_2.1","EPI_ADFA_(90,95]_2.1","EPI_ADFA_(90,100]_2.1",2020_September_ADFA_2.1,2.1,4,2020_September_ADFA,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(90,95]","EPI_ADFA_(90,95]","EPI_ADFA_(90,100]",ADFA,EPI,1.13,91.26827341,0,6.5,18,13,31,20,143,110,1,277.7,416,253.5,75,0.5216,1,2020_September,2020,September,0.2531,0.4841,0.231,Painted Caves,91.26827341,91.26827341,"(90,100]",2020_September,0.01,Dry,91,0.5,"(90,95]","2020_September_EPI_ADFA_(90,95]_2.1",100,"EPI_ADFA_(90,95]_2.1",100,"(90,100]","EPI_ADFA_(90,100]_2.1",95,hydrated,"(90,95]","(90,100]","(80,100]",138.3,0.5228258624251187,0.9126827341,1.0956709956709956,0.2727059698409419,0.24889403015905803,0.24889403015905803,0.2727059698409419,0.9482758621,1.054545454545455,96.2465428655774,3.753457134422604,-0.043,31,13,143,NA,110,6.5,NA,253.5,10.706115370865376,0.5044787769784173,23.83519511432471,524.3742925151436,73.33906189022987,403.3648403962643,66.00515570120689,113.6755459298563,47.67039022864942,91.26827341,0.9340459631080696,-3.223553216349466,-0.4724517304007473,1.8059395159571208,2.188829268178249,-0.32340880930523536,-0.01207809140924177,-2.5203286943911024e-5,1.6403237314209362,-2.589656078140477,0.48595339677676863,0.8266240412407505,2.339535239493508,-0.2238438663790018,-0.025876325910880148,-0.010938900106516285
"2020_September_EPI_ADFA_(60,70]_2.2","2020_September_EPI_ADFA_(65,70]_2.2","EPI_ADFA_(65,70]_2.2","EPI_ADFA_(60,70]_2.2",2020_September_ADFA_2.2,2.2,4,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(65,70]","EPI_ADFA_(65,70]","EPI_ADFA_(60,70]",ADFA,EPI,3.488,65.15629481,0,6,6,19,25,4,109,86,1,276.3,332.5,252.5,NA,0.4705,1,2020_September,2020,September,0.3487,0.5759,0.2272,Painted Caves,65.15629481,65.15629481,"(60,70]",2020_September,0.01,Dry,94,2.5,"(65,70]","2020_September_EPI_ADFA_(65,70]_2.2",94,"EPI_ADFA_(65,70]_2.2",92,"(60,70]","EPI_ADFA_(60,70]_2.2",93,moderate,"(65,70]","(60,70]","(60,80]",56.19999999999999,0.6054870637263414,0.6515629481,1.5347711267605633,0.2848816634832436,0.18561833651675635,0.18561833651675635,0.2848816634832436,0.9614890886,1.0400534045393857,67.7660262425572,32.2339737574428,-0.043,25,19,109,4,86,6,332.5,252.5,11.610217129514195,0.5044787769784173,21.06137659629649,382.6150081660529,14.040917730864328,301.87973121358306,21.06137659629649,87.75573581790205,66.69435922160555,65.15629481,0.8018153707314405,0.633794126975731,0.7030847259672262,0.5386012040801085,0.8113468722398303,1.467605809950713,0.00164718873926827,0.00153702446262556,1.0798770206003607,0.7764250182796683,-1.004159907197153,-0.19279025792093063,0.7549614023728742,1.6517325841986914,0.011761128093748074,-0.021273587892761125
"2020_September_EPI_ADFA_(60,70]_2.3","2020_September_EPI_ADFA_(65,70]_2.3","EPI_ADFA_(65,70]_2.3","EPI_ADFA_(60,70]_2.3",2020_September_ADFA_2.3,2.3,4,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(65,70]","EPI_ADFA_(65,70]","EPI_ADFA_(60,70]",ADFA,EPI,3.298,69.72434561,0,7,18,26,44,10,130,94,1,272.5,308.4,281.2,NA,0.4509,1,2020_September,2020,September,0.4317,0.7327,0.301,Painted Caves,69.72434561,69.72434561,"(60,70]",2020_September,0.01,Dry,94,1,"(65,70]","2020_September_EPI_ADFA_(65,70]_2.3",94,"EPI_ADFA_(65,70]_2.3",92,"(60,70]","EPI_ADFA_(60,70]_2.3",93,moderate,"(65,70]","(60,70]","(60,80]",35.89999999999998,0.5891906646649379,0.6972434561,1.43421926910299,0.2656660706974205,0.1852339293025795,0.1852339293025795,0.2656660706974205,0.9564,1.0455876202425762,72.90291259933083,27.097087400669167,-0.043,44,26,130,10,94,7,308.4,281.2,9.28914827949455,0.5044787769784173,26.348867138448504,489.33610399975794,37.64123876921215,353.8276444305942,67.75422978458187,165.62145058453345,97.8672207999516,69.72434561,-0.6556519005673956,-0.29865792486540527,-0.22384595421202055,-0.00647686709849465,0.8413909958258518,-0.462677630738664,-0.01369226370321762,-7.943184666444301e-4,-0.23469689177654005,0.017071964000497153,0.017588146934337995,-0.23467317045410374,0.8486933580661408,-0.41690493142137125,-0.01940455167393742,-0.002688573386180048
"2020_September_EPI_ADFA_(60,70]_2.4","2020_September_EPI_ADFA_(60,65]_2.4","EPI_ADFA_(60,65]_2.4","EPI_ADFA_(60,70]_2.4",2020_September_ADFA_2.4,2.4,4,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(60,65]","EPI_ADFA_(60,65]","EPI_ADFA_(60,70]",ADFA,EPI,6.166,62.38394729,0,16,10,11,21,9,120,100,1,289.6,379.1,263.7,20,0.4544,1,2020_September,2020,September,0.3339,0.5422,0.2083,Painted Caves,62.38394729,62.38394729,"(60,70]",2020_September,0.01,Dry,94,1.1111111111111112,"(60,65]","2020_September_EPI_ADFA_(60,65]_2.4",92,"EPI_ADFA_(60,65]_2.4",93,"(60,70]","EPI_ADFA_(60,70]_2.4",93,moderate,"(60,65]","(60,70]","(60,80]",89.5,0.6158244190335669,0.6238394729,1.6029764762361975,0.2798306160088528,0.17456938399114724,0.17456938399114724,0.2798306160088528,1.079264214,0.9265571738456772,57.80229389686777,42.19770610313223,-0.043,21,11,120,9,100,16,379.1,263.7,15.53957090821181,0.5044787769784173,57.1774462287351,428.8308467155133,32.1623135036635,357.35903892959436,35.73590389295944,75.04539817521483,39.30949428225538,62.38394729,2.123990044252911,-1.611296575200598,0.6073422856414311,0.9868203636701708,-0.6081217102267515,0.6574231138529132,0.01138758856533378,-0.00319166787461591,2.620766991363364,-1.0839140628011807,-0.6536633681312103,0.45905051079077386,-0.5737169248033732,0.6749447589307136,0.014448891552793108,-0.007170633822936839
"2020_September_EPI_ADFA_(70,80]_2.5","2020_September_EPI_ADFA_(70,75]_2.5","EPI_ADFA_(70,75]_2.5","EPI_ADFA_(70,80]_2.5",2020_September_ADFA_2.5,2.5,4,2020_September_ADFA,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(70,75]","EPI_ADFA_(70,75]","EPI_ADFA_(70,80]",ADFA,EPI,3.549,70.07993909,0,13,15,17,32,16,111,78,1,281.6,289.4,274,NA,0.5363,1,2020_September,2020,September,0.2627,0.4468,0.1841,Painted Caves,70.07993909,70.07993909,"(70,80]",2020_September,0.01,Dry,88,0.625,"(70,75]","2020_September_EPI_ADFA_(70,75]_2.5",82,"EPI_ADFA_(70,75]_2.5",76,"(70,80]","EPI_ADFA_(70,80]_2.5",87,moderate,"(70,75]","(70,80]","(60,80]",7.799999999999955,0.5879588182632051,0.7007993909,1.426941879413362,0.31532231423455687,0.22097768576544313,0.22097768576544313,0.31532231423455687,0.9522116904,1.0501866445458314,73.59701608007059,26.40298391992941,-0.043,32,17,111,16,78,13,289.4,274,12.26313425611633,0.5044787769784173,41.227656315911,352.02075777431696,50.74173085035199,247.365937895466,47.57037267220499,101.48346170070398,53.913089028498995,70.07993909,1.5422371512180268,-0.7025497440851463,0.02445326053987923,-0.8037481566210277,0.7050889760525563,-1.4504031606259478,-0.01683448289882015,0.00270648361152545,1.9711991028551776,-0.05833147009970302,-0.22282535999130887,-0.8145610368030797,0.5986758959955881,-1.4789400110554938,-0.03054687319923699,-0.005554359273471102
"2020_September_EPI_ADFA_(80,90]_2.6","2020_September_EPI_ADFA_(80,85]_2.6","EPI_ADFA_(80,85]_2.6","EPI_ADFA_(80,90]_2.6",2020_September_ADFA_2.6,2.6,4,2020_September_ADFA,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,85]","EPI_ADFA_(80,85]","EPI_ADFA_(80,90]",ADFA,EPI,3.748,82.05047319,0,7.5,4,35,39,2,112,75,1,271.9,216.9,257.3,NA,0.4639,1,2020_September,2020,September,0.317,0.5771,0.2601,Painted Caves,82.05047319,82.05047319,"(80,90]",2020_September,0.01,Dry,93,5,"(80,85]","2020_September_EPI_ADFA_(80,85]_2.6",90,"EPI_ADFA_(80,85]_2.6",84,"(80,90]","EPI_ADFA_(80,90]_2.6",88,moderate,"(80,85]","(80,90]","(80,100]",-54.99999999999997,0.5492982152140011,0.8205047319000001,1.2187620146097655,0.2548194420377751,0.20908055796222488,0.20908055796222488,0.2548194420377751,0.9452848407,1.0578821927136532,86.79973448980752,13.20026551019248,-0.043,39,35,112,2,75,7.5,NA,257.3,9.933489427538284,0.5044787769784173,29.432605063502884,439.52690228164306,7.848694683600769,294.3260506350289,15.697389367201538,153.049546330215,137.35215696301347,82.05047319,-0.6881870630561686,2.4851646320017764,1.5117933017058596,-1.570408618204457,0.23083677253695747,0.01037533830220771,-0.01340754827677737,-4.793775339651252e-4,-0.5776391513524777,2.3556740095113664,-1.9206222127154298,-1.5222227115066544,-0.024092581653783474,0.11643249767311775,-0.006743916056945687,-0.01026451193105532
