model.spp.gr.sample,model.spp.bins5lfm_gr.sample,model.spp.bins5lfm_gr.sample_nodate,model.spp.bins10lfm_gr.sample_nodate,individual,sample,round,year.month.spp,model.spp.gr,model.spp.bins5lfm_gr,model.spp.bins5lfm_gr_nodate,model.spp.bins10lfm_gr_nodate,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,prop.ignite,ros,bins5lfm_gr,individual.bins5lfm_gr,prop.ignite.bins5,individual.bins5lfm_gr_nodate,prop.ignite.bins5_nodate,bins10lfm_gr,individual.bins10lfm_gr_nodate,prop.ignite.bins10_nodate,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,ww.outs,dw.outs,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,tti.outs,gti.outs,gd.outs,fd.outs,pfg.outs,fh.outs,temp.max.outs,ignition.temp.outs,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1...90,PC2...91,PC3...92,PC4...93,PC5...94,PC6...95,PC7...96,PC8...97,PC1...98,PC2...99,PC3...100,PC4...101,PC5...102,PC6...103,PC7...104,PC8...105
"2020_September_EPI_CEME_(90,100]_1.1","2020_September_EPI_CEME_(90,95]_1.1","EPI_CEME_(90,95]_1.1","EPI_CEME_(90,100]_1.1",2020_September_CEME_1.1,1.1,2,2020_September_CEME,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,95]","EPI_CEME_(90,95]","EPI_CEME_(90,100]",CEME,EPI,1.644,93.56357928,0,4,16,46,62,7,132,79,1,276.1,365.1,263.1,100,0.512,1,2020_September,2020,September,0.2548,0.4932,0.2384,St. Marys,93.56357928,93.56357928,"(90,100]",2020_September,0.01,Dry,67,1.4285714285714286,"(90,95]","2020_September_EPI_CEME_(90,95]_1.1",50,"EPI_CEME_(90,95]_1.1",60,"(90,100]","EPI_CEME_(90,100]_1.1",70,hydrated,"(90,95]","(90,100]","(80,100]",89,0.5166261151662612,0.9356357928,1.068791946308725,0.26451257096512576,0.24748742903487425,0.24748742903487425,0.26451257096512576,1.010507881,0.9896013864818024,92.59064777150412,7.409352228495891,-0.043,62,46,132,7,79,4,365.1,263.1,6.2765869106639895,0.5233976525821596,15.1221546310832,499.0311028257456,26.4637706043956,298.6625539638932,60.4886185243328,234.3933967817896,173.9047782574568,93.56357928,-2.244926886643159,0.6672330068377748,0.00756532656983928,2.2976629945378764,0.8308614861226963,-0.9481357631867744,-0.02082879421016813,-0.00604669236735113,-1.9102555758181776,0.6830865854014603,-0.5406918914764541,1.9052081474167621,1.3017751985568227,-0.46713412756958944,-0.03210467741415586,0.01909251606507862
"2020_September_EPI_CEME_(80,90]_1.2","2020_September_EPI_CEME_(80,85]_1.2","EPI_CEME_(80,85]_1.2","EPI_CEME_(80,90]_1.2",2020_September_CEME_1.2,1.2,2,2020_September_CEME,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(80,85]","EPI_CEME_(80,85]","EPI_CEME_(80,90]",CEME,EPI,1.089,81.51171043,0,15,22,24,46,7,92,61,1,277.6,339.1,263.6,100,0.5451,1,2020_September,2020,September,0.2818,0.5115,0.2297,St. Marys,81.51171043,81.51171043,"(80,90]",2020_September,0.01,Dry,38,1.4285714285714286,"(80,85]","2020_September_EPI_CEME_(80,85]_1.2",27,"EPI_CEME_(80,85]_1.2",41,"(80,90]","EPI_CEME_(80,90]_1.2",53,moderate,"(80,85]","(80,90]","(80,100]",61.5,0.550928641251222,0.8151171043,1.2268175881584675,0.30031120234604114,0.2447887976539589,0.2447887976539589,0.30031120234604114,1.259367872,0.7940491591203105,64.72430513933264,35.27569486066736,-0.043,46,24,92,7,61,15,339.1,263.6,8.868617637055145,0.5233976525821596,49.94818669040482,306.3488783678162,23.309153788855586,203.12262587431292,73.25734047926039,153.1744391839081,79.91709870464771,81.51171043,0.8011680142780404,0.5260178339254045,-1.0336050419507443,0.9298316509188924,-1.05610303274496,-1.0976718823373708,-0.00475938522420715,-3.3840760968541217e-4,1.105377671603095,1.185890137782215,0.5394574729219686,1.1225545976469622,-0.7274928513128496,-0.9124325156975247,-0.015452084644911102,0.01712696085086654
"2020_September_EPI_CEME_(110,120]_1.3","2020_September_EPI_CEME_(110,115]_1.3","EPI_CEME_(110,115]_1.3","EPI_CEME_(110,120]_1.3",2020_September_CEME_1.3,1.3,2,2020_September_CEME,"2020_September_EPI_CEME_(110,120]","2020_September_EPI_CEME_(110,115]","EPI_CEME_(110,115]","EPI_CEME_(110,120]",CEME,EPI,2.113,112.830033,0,7,20,27,47,1,141,113,1,273.6,290,247.3,100,0.4921,1,2020_September,2020,September,0.2424,0.5159,0.2735,St. Marys,112.830033,112.830033,"(110,120]",2020_September,0.01,Dry,100,10,"(110,115]","2020_September_EPI_CEME_(110,115]_1.3",100,"EPI_CEME_(110,115]_1.3",89,"(110,120]","EPI_CEME_(110,120]_1.3",81,hydrated,"(110,115]","(110,120]","(100,120]",16.399999999999977,0.469858499709246,1.12830033,0.886288848263254,0.23121736770691995,0.26088263229308006,0.26088263229308006,0.23121736770691995,1.254435309,0.7971714384270439,89.94487973233541,10.055120267664591,-0.043,47,27,141,1,113,7,290,247.3,7.5574918841523475,0.5233976525821596,30.274542390227644,609.8157824317283,4.324934627175377,488.7176128708177,86.49869254350754,203.2719274772427,116.7732349337352,112.830033,-1.851230652936402,0.24288863479638664,-0.2168474229157669,-0.46092307046984954,-0.3653396829851626,0.9002623520085851,0.00165474095387199,-0.00430858364061043,-1.471601414383893,0.33565645231291036,0.12238725265123722,-0.5721669607115794,-0.4536205728566292,0.7950663992717392,0.011528552054550834,-0.0031929362014374643
"2020_September_EPI_CEME_(90,100]_1.4","2020_September_EPI_CEME_(95,100]_1.4","EPI_CEME_(95,100]_1.4","EPI_CEME_(90,100]_1.4",2020_September_CEME_1.4,1.4,2,2020_September_CEME,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(95,100]","EPI_CEME_(95,100]","EPI_CEME_(90,100]",CEME,EPI,1.39,99.32743363,0,11,20,18,38,15,119,86,1,268.5,338.9,261.5,100,0.4929,1,2020_September,2020,September,0.2825,0.5631,0.2806,St. Marys,99.32743363,99.32743363,"(90,100]",2020_September,0.01,Dry,67,0.6666666666666666,"(95,100]","2020_September_EPI_CEME_(95,100]_1.4",80,"EPI_CEME_(95,100]_1.4",80,"(90,100]","EPI_CEME_(90,100]_1.4",70,hydrated,"(95,100]","(90,100]","(80,100]",70.39999999999998,0.5016870893269401,0.9932743363,1.0067712045616537,0.24728156632924875,0.24561843367075128,0.24561843367075128,0.24728156632924875,1.066751162,0.9374257425742574,93.11209321185628,6.8879067881437095,-0.043,38,18,119,15,86,11,338.9,261.5,8.966545235239728,0.5233976525821596,44.48370399495851,481.23279776364205,60.6595963567616,347.78168577876653,80.87946180901547,153.67097743712938,72.79151562811393,99.32743363,0.8539287471377704,-1.2451722176505085,-0.6340193254427703,0.3864179083549662,0.7324025513787072,-1.0828609467641968,-0.01316922300735143,9.830412488652795e-4,1.3529992193383058,-0.5873133804573801,0.44122833857175875,0.17128700368989394,0.8226709211212834,-1.0432394428773042,-0.026849555141723436,-4.4126355912589565e-5
"2020_September_EPI_CEME_(60,70]_1.6","2020_September_EPI_CEME_(65,70]_1.6","EPI_CEME_(65,70]_1.6","EPI_CEME_(60,70]_1.6",2020_September_CEME_1.6,1.6,2,2020_September_CEME,"2020_September_EPI_CEME_(60,70]","2020_September_EPI_CEME_(65,70]","EPI_CEME_(65,70]","EPI_CEME_(60,70]",CEME,EPI,3.628,69.83870968,0,11.5,1,33,34,12,171,126,1,286.2,395.5,242.8,100,0.5509,1,2020_September,2020,September,0.31,0.5265,0.2165,St. Marys,69.83870968,69.83870968,"(60,70]",2020_September,0.01,Dry,82,0.8333333333333334,"(65,70]","2020_September_EPI_CEME_(65,70]_1.6",75,"EPI_CEME_(65,70]_1.6",86,"(60,70]","EPI_CEME_(60,70]_1.6",88,moderate,"(65,70]","(60,70]","(60,80]",109.3,0.5887939221272555,0.6983870967999999,1.4318706697459584,0.324366571699905,0.22653342830009493,0.22653342830009493,0.324366571699905,1.000726216,0.9992743105950652,69.78802849709693,30.21197150290307,-0.043,34,33,171,12,126,11.5,395.5,242.8,9.48023549312409,0.5233976525821596,35.45371503522096,527.1813279150247,36.99518090631752,388.449399516334,3.082931742193127,104.81967923456632,101.73674749237318,69.83870968,-0.31138737995567484,-2.354176298710972,2.4615199278075064,1.880041011677594,0.4570641331142906,0.03466585876203154,-0.00333482733659795,-0.0128275217955093,0.29809954934196947,-2.4066504523897687,-2.3849239738825063,1.0058270274508956,0.5557320633140154,0.23240741983434665,-0.004312334395553563,0.0018261705169925202
"2020_September_EPI_CEME_(100,110]_2.1","2020_September_EPI_CEME_(100,105]_2.1","EPI_CEME_(100,105]_2.1","EPI_CEME_(100,110]_2.1",2020_September_CEME_2.1,2.1,2,2020_September_CEME,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,105]","EPI_CEME_(100,105]","EPI_CEME_(100,110]",CEME,EPI,1.082,102.5523013,0,7,33,16,49,14,165,135,1,277.1,331.4,259.9,100,0.4649,1,2020_September,2020,September,0.239,0.4841,0.2451,Painted Caves,102.5523013,102.5523013,"(100,110]",2020_September,0.01,Dry,57,0.7142857142857143,"(100,105]","2020_September_EPI_CEME_(100,105]_2.1",44,"EPI_CEME_(100,105]_2.1",57,"(100,110]","EPI_CEME_(100,110]_2.1",62,hydrated,"(100,105]","(100,110]","(100,120]",54.299999999999955,0.49369964883288575,1.025523013,0.9751121991024072,0.22952096674240857,0.2353790332575914,0.2353790332575914,0.22952096674240857,1.083877996,0.9226130653266332,94.61609302750344,5.383906972496561,-0.043,49,16,165,14,135,7,331.4,259.9,7.431584049217116,0.5233976525821596,30.49830304983031,718.8885718888572,60.99660609966062,588.181558818156,143.77771437777145,213.48812134881217,69.7104069710407,102.5523013,-1.5566548050909803,-2.886707179903698,-1.6318908189386108,-0.2953553021648817,0.8345380285000062,-0.3496499804899083,-0.00828583308516772,-0.00276628526927974,-0.8265117677676312,-2.2910988475409244,1.8579139111703489,-0.5015058769118987,0.7720814143649304,-0.6703303651012497,-0.015811131913522014,-0.0018901700000469868
"2020_September_EPI_CEME_(90,100]_2.2","2020_September_EPI_CEME_(90,95]_2.2","EPI_CEME_(90,95]_2.2","EPI_CEME_(90,100]_2.2",2020_September_CEME_2.2,2.2,2,2020_September_CEME,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,95]","EPI_CEME_(90,95]","EPI_CEME_(90,100]",CEME,EPI,1.625,93.63970588,0,8,14,36,50,6,169,127,1,279.6,276.2,241.2,100,0.4908,1,2020_September,2020,September,0.272,0.5267,0.2547,Painted Caves,93.63970588,93.63970588,"(90,100]",2020_September,0.01,Dry,67,1.6666666666666667,"(90,95]","2020_September_EPI_CEME_(90,95]_2.2",50,"EPI_CEME_(90,95]_2.2",60,"(90,100]","EPI_CEME_(90,100]_2.2",70,hydrated,"(90,95]","(90,100]","(80,100]",-3.400000000000034,0.5164230112018228,0.9363970588,1.0679230467216334,0.2534604138978546,0.2373395861021454,0.2373395861021454,0.2534604138978546,1.066985646,0.937219730941704,87.76097994480423,12.239020055195766,-0.043,50,36,169,6,127,8,276.2,241.2,7.540819761538026,0.5233976525821596,31.563114243252308,666.770788388705,23.67233568243923,501.0644386116303,55.23544992569153,197.26946402032692,142.03401409463538,93.63970588,-2.4606791785019437,-0.5919202243365173,1.0862662057718304,-0.735956192577768,0.04942159939621657,-0.08156865415160547,-0.00886367856448726,-0.00928353911169746,-1.9831084123214537,-0.6938391761007607,-1.0287309955733255,-0.841998156967932,-0.12142726940089764,-0.19661839813156756,-0.005133729046067653,0.00151167772516006
"2020_September_EPI_CEME_(100,110]_2.4","2020_September_EPI_CEME_(105,110]_2.4","EPI_CEME_(105,110]_2.4","EPI_CEME_(100,110]_2.4",2020_September_CEME_2.4,2.4,2,2020_September_CEME,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(105,110]","EPI_CEME_(105,110]","EPI_CEME_(100,110]",CEME,EPI,0.987,109.5989761,0,10.25,11,30,41,6,82,48,1,287.9,311.4,278.9,100,0.4595,1,2020_September,2020,September,0.2344,0.4913,0.2569,Painted Caves,109.5989761,109.5989761,"(100,110]",2020_September,0.01,Dry,57,2.5,"(105,110]","2020_September_EPI_CEME_(105,110]_2.4",67,"EPI_CEME_(105,110]_2.4",67,"(100,110]","EPI_CEME_(100,110]_2.4",62,hydrated,"(105,110]","(100,110]","(100,120]",23.5,0.4771015672705068,1.095989761,0.91241728298949,0.21922817016079787,0.24027182983920217,0.24027182983920217,0.21922817016079787,1.124834583,0.8890196078431373,97.4356387653846,2.5643612346154043,-0.043,41,30,82,4,48,3.5,311.4,278.9,8.565038365558763,0.5233976525821596,46.75494026375308,374.0395221100246,27.368745520245707,218.94996416196565,50.176033453783795,187.0197610550123,136.84372760122852,109.5989761,0.8126528561295705,1.9027935323982272,0.05908032257041029,0.7073338045092259,0.06179866459457189,-0.7763648211695842,-0.03182231032909222,-0.04418604080578253,0.9616061524945243,2.250929197708873,-0.7247955907394157,0.6402218274654907,0.2874376314461011,-0.4063694103197102,-0.048246605738839765,0.04553070787525618
"2020_September_EPI_CEME_(80,90]_2.5","2020_September_EPI_CEME_(80,85]_2.5","EPI_CEME_(80,85]_2.5","EPI_CEME_(80,90]_2.5",2020_September_CEME_2.5,2.5,2,2020_September_CEME,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(80,85]","EPI_CEME_(80,85]","EPI_CEME_(80,90]",CEME,EPI,3.85,83.55605048,0,13.5,19,24,43,4,156,128,1,273.8,338.8,267.5,100,0.5279,1,2020_September,2020,September,0.2694,0.4945,0.2251,Painted Caves,83.55605048,83.55605048,"(80,90]",2020_September,0.01,Dry,38,2.5,"(80,85]","2020_September_EPI_CEME_(80,85]_2.5",27,"EPI_CEME_(80,85]_2.5",41,"(80,90]","EPI_CEME_(80,90]_2.5",53,moderate,"(80,85]","(80,90]","(80,100]",65,0.5447927199191102,0.8355605048,1.196801421590404,0.28759607684529825,0.24030392315470175,0.24030392315470175,0.28759607684529825,1.256987902,0.7955526053767009,66.47323363021516,33.52676636978484,-0.043,43,24,156,4,128,13.5,338.8,267.5,8.901744116765329,0.5233976525821596,46.94083503531875,542.4274270747944,13.90839556602037,445.06865811265186,66.06487893859676,149.51525233471898,83.45037339612222,83.55605048,-1.071554750788822,-1.4749078591108589,0.24598513689658305,0.2925671128309968,-1.2739825114143577,0.597875146988431,0.00995054562453062,-0.00965592974036543,-0.5264327763625055,-1.2423754595761265,-0.13987769525528126,0.14506522007403436,-1.2745370743065785,0.4377867951381268,0.017066139327962714,0.006187149493724647
"2020_September_EPI_CEME_(110,120]_2.6","2020_September_EPI_CEME_(110,115]_2.6","EPI_CEME_(110,115]_2.6","EPI_CEME_(110,120]_2.6",2020_September_CEME_2.6,2.6,2,2020_September_CEME,"2020_September_EPI_CEME_(110,120]","2020_September_EPI_CEME_(110,115]","EPI_CEME_(110,115]","EPI_CEME_(110,120]",CEME,EPI,1.197,110.312076,0,3,15,37,52,1,112,74,1,283.4,304.3,290,100,0.5114,1,2020_September,2020,September,0.2948,0.62,0.3252,Painted Caves,110.312076,110.312076,"(110,120]",2020_September,0.01,Dry,100,10,"(110,115]","2020_September_EPI_CEME_(110,115]_2.6",100,"EPI_CEME_(110,115]_2.6",89,"(110,120]","EPI_CEME_(110,120]_2.6",81,hydrated,"(110,115]","(110,120]","(100,120]",20.90000000000003,0.475483870967742,1.10312076,0.906519065190652,0.24316245161290323,0.26823754838709674,0.26823754838709674,0.24316245161290323,1.260159196,0.7935505319148936,87.53820656164145,12.461793438358557,-0.043,52,37,112,1,74,3,304.3,290,6.528218911423593,0.5233976525821596,12.337431129275584,460.5974288262884,4.112477043091861,304.3233011887977,61.68715564637792,213.8488062407768,152.16165059439885,110.312076,-1.7078536498532708,2.020312408912498,-0.16337841006360396,0.7014219103390184,0.540266691645979,0.2914650571779866,-0.01181242646921125,-7.781325656539516e-4,-1.52646562670762,2.0132351461869273,-0.3840827563340918,0.4453201074382658,0.717927403114693,0.6006710755297293,-0.009639097207571501,0.0013580061363649837
"2020_September_EPI_CEME_(80,90]_1.1","2020_September_EPI_CEME_(85,90]_1.1","EPI_CEME_(85,90]_1.1","EPI_CEME_(80,90]_1.1",2020_September_CEME_1.1,1.1,3,2020_September_CEME,"2020_September_EPI_CEME_(80,90]","2020_September_EPI_CEME_(85,90]","EPI_CEME_(85,90]","EPI_CEME_(80,90]",CEME,EPI,2.989,85.40225701,0,4,23,36,59,7,168,125,1,278.3,333.3,309.1,100,0.4784,1,2020_September,2020,September,0.2747,0.5093,0.2346,St. Marys,85.40225701,85.40225701,"(80,90]",2020_September,0.01,Dry,38,1.4285714285714286,"(85,90]","2020_September_EPI_CEME_(85,90]_1.1",60,"EPI_CEME_(85,90]_1.1",67,"(80,90]","EPI_CEME_(80,90]_1.1",53,moderate,"(85,90]","(80,90]","(80,100]",55,0.5393677596701355,0.8540225701,1.170929241261722,0.2580335362261928,0.2203664637738072,0.2203664637738072,0.2580335362261928,1.010507881,0.9896013864818024,84.51419193830117,15.485808061698831,-0.043,59,36,168,7,125,4,333.3,309.1,6.39672983810511,0.5233976525821596,15.501860953816449,651.0781600602908,27.128256669178786,484.433154806764,89.13570048444457,228.6524490687926,139.51674858434802,85.40225701,-3.1012496626349053,-1.03974180247491,-0.29986568440001554,0.7072033240373338,0.6209881785873637,-0.06662426122231019,-0.01106622332571477,-0.00804454654529418,-2.558780648966815,-0.9980627635078073,0.26296961697562726,0.38274877496325477,0.7332935326666895,-0.05497309408317709,-0.012924396600628996,0.007654390269616854
"2020_September_EPI_CEME_(70,80]_1.4","2020_September_EPI_CEME_(75,80]_1.4","EPI_CEME_(75,80]_1.4","EPI_CEME_(70,80]_1.4",2020_September_CEME_1.4,1.4,3,2020_September_CEME,"2020_September_EPI_CEME_(70,80]","2020_September_EPI_CEME_(75,80]","EPI_CEME_(75,80]","EPI_CEME_(70,80]",CEME,EPI,3.17,77.79329609,0,16,23,28,51,8,127,91,1,274.1,427.2,263.2,100,0.5593,1,2020_September,2020,September,0.2864,0.5092,0.2228,St. Marys,77.79329609,77.79329609,"(70,80]",2020_September,0.01,Dry,78,1.25,"(75,80]","2020_September_EPI_CEME_(75,80]_1.4",89,"EPI_CEME_(75,80]_1.4",89,"(70,80]","EPI_CEME_(70,80]_1.4",85,moderate,"(75,80]","(70,80]","(60,80]",153.09999999999997,0.5624509033778476,0.7779329609,1.2854578096947935,0.3145787902592302,0.24472120974076983,0.24472120974076983,0.3145787902592302,1.066751162,0.9374257425742574,72.925438341355175,27.074561658644825,-0.043,51,28,127,8,91,16,NA,263.2,8.636067363862477,0.5233976525821596,50.861661674059846,403.71443953785007,25.430830837029923,289.2757007712154,73.11363865646103,162.12154658606576,89.00790792960474,77.79329609,-0.04612633791317058,-1.459057762555489,-0.7445659183263778,2.8342311297653593,-1.3975101523766529,-0.7893714767447,0.00327771828317041,-0.00872395187318433,0.47803689753605894,-0.8883215962746014,0.46740734790329586,2.645090353316576,-0.8304794254245681,-0.5485368613231081,-0.007438041244144822,0.02887958744559789
"2020_September_EPI_CEME_(70,80]_1.5","2020_September_EPI_CEME_(75,80]_1.5","EPI_CEME_(75,80]_1.5","EPI_CEME_(70,80]_1.5",2020_September_CEME_1.5,1.5,3,2020_September_CEME,"2020_September_EPI_CEME_(70,80]","2020_September_EPI_CEME_(75,80]","EPI_CEME_(75,80]","EPI_CEME_(70,80]",CEME,EPI,4.048,75.43010753,0,6,14,21,35,4,108,83,1,275.7,283.9,261.1,100,0.413,1,2020_September,2020,September,0.372,0.6526,0.2806,St. Marys,75.43010753,75.43010753,"(70,80]",2020_September,0.01,Dry,78,2.5,"(75,80]","2020_September_EPI_CEME_(75,80]_1.5",89,"EPI_CEME_(75,80]_1.5",89,"(70,80]","EPI_CEME_(70,80]_1.5",85,moderate,"(75,80]","(70,80]","(60,80]",8.199999999999989,0.5700275819797732,0.7543010753,1.3257305773342836,0.2354213913576463,0.17757860864235364,0.17757860864235364,0.2354213913576463,1.180670754,0.846976175931582,63.887504009437,36.112495990563,-0.043,35,21,108,4,83,6,283.9,261.1,8.33264660361426,0.5233976525821596,25.486214168554245,458.7518550339764,16.99080944570283,352.5592959983337,59.46783305995991,148.66958264989975,89.20174958993985,75.43010753,-0.01888686847339989,1.0788582199585663,-0.11539410166114068,-0.5303295122431657,0.5780778320035932,0.7233891760475567,-0.00481939073508393,0.00286165982530542,0.23787360504526153,1.3153753906601795,-0.20255027509996507,-0.8010531425829688,0.4629173401503273,0.7720292651464749,0.0010328041367138885,-0.015196541375561923
"2020_September_EPI_CEME_(100,110]_1.6","2020_September_EPI_CEME_(100,105]_1.6","EPI_CEME_(100,105]_1.6","EPI_CEME_(100,110]_1.6",2020_September_CEME_1.6,1.6,3,2020_September_CEME,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,105]","EPI_CEME_(100,105]","EPI_CEME_(100,110]",CEME,EPI,0.909,100.0726216,0,10.25,31,43,74,6,132,87,1,273.7,303.2,284.4,100,0.555,1,2020_September,2020,September,0.2754,0.551,0.2756,St. Marys,100.0726216,100.0726216,"(100,110]",2020_September,0.01,Dry,57,5,"(100,105]","2020_September_EPI_CEME_(100,105]_1.6",44,"EPI_CEME_(100,105]_1.6",57,"(100,110]","EPI_CEME_(100,110]_1.6",62,hydrated,"(100,105]","(100,110]","(100,120]",29.5,0.49981851179673314,1.000726216,0.9992743105950652,0.2773992740471869,0.27760072595281315,0.27760072595281315,0.2773992740471869,1.000726216,0.9992743105950652,100,0,-0.043,NA,43,132,2,87,4,303.2,284.4,6.80448508382018,0.5233976525821596,36.95034904185231,475.84839741702496,21.62947260986477,313.62735284303915,111.75227515096798,266.7634955216655,155.01122037069752,100.0726216,-2.867803335966032,0.49051594340453103,-1.356717032544227,0.5470644083511345,-0.8974463055216926,-1.957867661014002,-0.05566316406714611,-0.09952785469554344,-2.4847401513694973,0.8266996983395686,0.9620347669903915,1.0628925484335139,-0.5287173857013939,-1.8495958993127064,-0.08896371616649068,0.11579143276966597
"2020_September_EPI_CEME_(90,100]_2.1","2020_September_EPI_CEME_(90,95]_2.1","EPI_CEME_(90,95]_2.1","EPI_CEME_(90,100]_2.1",2020_September_CEME_2.1,2.1,3,2020_September_CEME,"2020_September_EPI_CEME_(90,100]","2020_September_EPI_CEME_(90,95]","EPI_CEME_(90,95]","EPI_CEME_(90,100]",CEME,EPI,3.183,90.43245312,0,10,30,17,47,5,146,124,1,267.6,405.7,241.2,100,0.4983,1,2020_September,2020,September,0.2613,0.4976,0.2363,Painted Caves,90.43245312,90.43245312,"(90,100]",2020_September,0.01,Dry,67,2,"(90,95]","2020_September_EPI_CEME_(90,95]_2.1",50,"EPI_CEME_(90,95]_2.1",60,"(90,100]","EPI_CEME_(90,100]_2.1",70,hydrated,"(90,95]","(90,100]","(80,100]",138.09999999999997,0.525120578778135,0.9043245312,1.1057977147693607,0.2616675844051447,0.23663241559485532,0.23663241559485532,0.2616675844051447,1.083877996,0.9226130653266332,83.43416275054632,16.56583724945368,-0.043,47,17,146,5,124,10,405.7,241.2,8.060110701648433,0.5233976525821596,38.21642647381503,557.9598265176994,19.108213236907513,473.8836882753063,114.64927942144509,179.6172044269306,64.96792500548554,90.43245312,-1.0336938209057798,-2.1029280962047103,-1.5949923177575354,1.7456191703647472,-0.7550748685541585,0.9483016778798478,0.01238320354301925,-0.00611071922288233,-0.414476411549467,-1.5764503502698057,1.6179268607725532,1.3330082301016368,-0.48258485038970955,0.872116799062777,0.015300301230247726,0.007816248888673827
"2020_September_EPI_CEME_(100,110]_2.4","2020_September_EPI_CEME_(105,110]_2.4","EPI_CEME_(105,110]_2.4","EPI_CEME_(100,110]_2.4",2020_September_CEME_2.4,2.4,3,2020_September_CEME,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(105,110]","EPI_CEME_(105,110]","EPI_CEME_(100,110]",CEME,EPI,2.125,105.1388889,epi wt 2: 0.4842,3.5,43,12,55,5,160,143,1,272,282.2,266.2,100,0.4842,1,2020_September,2020,September,0.288,0.5908,0.3028,Painted Caves,105.1388889,105.1388889,"(100,110]",2020_September,0.01,Dry,57,2,"(105,110]","2020_September_EPI_CEME_(105,110]_2.4",67,"EPI_CEME_(105,110]_2.4",67,"(100,110]","EPI_CEME_(100,110]_2.4",62,hydrated,"(105,110]","(100,110]","(100,120]",10.199999999999989,0.4874746106973595,1.051388889,0.95112285336856,0.23603520649966148,0.24816479350033857,0.24816479350033857,0.23603520649966148,1.124834583,0.8890196078431373,93.47053379136727,6.529466208632726,-0.043,55,12,160,5,143,3.5,282.2,266.2,6.480341694494656,0.5233976525821596,14.82829638808573,677.864977741062,21.18328055440819,605.8418238560741,182.1762127679104,233.0160860984901,50.83987333057965,105.1388889,-2.8960024415303622,-1.686436309511249,-2.941838814841268,-1.4866740558985212,0.1907233355396676,0.9735850719663388,0.00196012173574788,-7.786584100344385e-5,-2.262773785774121,-1.1376838947773225,3.1831022149642143,-1.4187721561755544,-0.019513615745071822,0.4303822680549869,0.008059590904960112,-0.008320435661117842
"2020_September_EPI_CEME_(120,130]_2.5","2020_September_EPI_CEME_(125,130]_2.5","EPI_CEME_(125,130]_2.5","EPI_CEME_(120,130]_2.5",2020_September_CEME_2.5,2.5,3,2020_September_CEME,"2020_September_EPI_CEME_(120,130]","2020_September_EPI_CEME_(125,130]","EPI_CEME_(125,130]","EPI_CEME_(120,130]",CEME,EPI,1.27,125.6987902,0,9,22,18,40,10,89,61,1,283.8,347.7,265.6,100,0.5138,1,2020_September,2020,September,0.2397,0.541,0.3013,Painted Caves,125.6987902,125.6987902,"(120,130]",2020_September,0.01,Dry,80,1,"(125,130]","2020_September_EPI_CEME_(125,130]_2.5",80,"EPI_CEME_(125,130]_2.5",67,"(120,130]","EPI_CEME_(120,130]_2.5",80,hydrated,"(125,130]","(120,130]","(120,140]",63.89999999999998,0.4430683918669131,1.256987902,0.7955526053767009,0.22764853974121996,0.2861514602587801,0.2861514602587801,0.22764853974121996,1.256987902,0.7955526053767009,100,0,-0.043,40,18,89,10,61,9,347.7,265.6,8.437881309662302,0.5233976525821596,39.53462653540748,390.9535290723629,43.92736281711943,267.9569131844285,96.64019819766274,175.70945126847772,79.06925307081497,125.6987902,1.053832550671317,0.30051974491196654,-1.425525331045668,0.9805372931607594,0.542362917947594,-0.6081622170179506,-0.01027117478241707,0.0048650075801388,1.3820038369649577,0.9954604622396228,0.9323563380886624,0.7733768073719454,0.800010731275616,-0.3950609981644613,-0.021296887672005133,8.446340817654385e-4
