hydration,bins10lfm,bins20lfm,bins5lfm,bottle_wt,dry_wt,dw_flam_sample,fd,fh,fh_old,fresh_wt,gd,gdw_gfw,gdw_gww,gdw_gww_saturated,glow_pre_ignition,gr,gti,gww_gdw,gww_gdw_saturated,ignition,ignition_num,ignition2,individual,lfm,lfm_NAs_imputed,lfm_notes,lfm_outliers_out,max_mpa_sample,model,model_spp_gr,model_spp_gr_sample,month,mpa,n,notes_flam,pfg,prop_ignite,prop_new,prop_new_flam,prop_new_lfm,ros,round,RWC,RWD,sample,sample_length,sample_wt,site,spp,start_temp,surface_temp_max_within_5_secs_of_flame_end,surface_temp_start,taller_temp_max,taller_temp_start,temp_at_ignition_lower,temp_at_ignition_taller,temp_change,total,ttfg,tti,water_wt,ww_flam_sample,year,year_month,flam_index,mean_wt,dry_norm_fh,dry_norm_gd,dry_norm_fd,dry_norm_pfg,dry_norm_ttfg,dry_norm_tti,dry_norm_gti
hydrated,"(90,100]","(80,100]","(90,95]",12.0823,15.9035,6.4206865728669165,30,60,above 56,19.3675,90,0.8211436685168452,4.591079676674364,1,NA,"(90,100]",NA,0.9065215116,1.746503783,1,1,1,2021_August_PIJE_1.1,90.65215116,90.65215116,NA,90.65215116,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.1",August,3.61,23,NA,60,1139,NA,50,50,0.3333333333333333,10,51.90492688443263,48.09507311556737,1.1,14,7.8192,1,PIJE,NA,448.7,232,202.8,158.3,243.9,153.8,44.5,262,262,262,3.4640000000000004,1.398513427133084,2021,2021_August,2.0623696323540543,8.467408333333333,9.344795033844683,14.017192550767025,4.6723975169223415,9.344795033844683,40.80560498112178,40.80560498112178,NA
dry,"(10,20]","(0,20]","(10,15]",12.1982,14.0148,1.1345421925512444,11,34,34,14.2601,29,0.9827981570956725,57.13330615572761,1,NA,"(10,20]",NA,0.13503247829999998,1.449417707,1,1,1,2021_August_QUKE_1.1,13.50324783,13.50324783,NA,13.50324783,1,HP,"2021_August_HP_QUKE_(10,20]","2021_August_HP_QUKE_(10,20]_1.1",August,10,3,sample being scorched by pilot flame,18,8733,NA,NA,NA,0.9090909090909091,10,9.316325973379321,90.68367402662068,1.1,NA,1.1544,1,QUKE,NA,324.7,257.2,263.7,220.8,257.1,217.1,42.89999999999998,262,3,3,0.2453000000000003,0.01985780744875565,2021,2021_August,20.798360997997285,1.815675,29.968034880698635,25.56097092765472,9.695540696696616,15.8654302309581,2.6442383718263502,2.6442383718263502,NA
hydrated,"(110,120]","(100,120]","(110,115]",12.1071,14.8906,7.908637937184352,24,47,47,17.9987,146,0.8273153061054409,4.790901193655287,1,NA,"(110,120]",NA,1.116615772,1.580195086,1,1,1,2021_August_ABCO_1.1,111.6615772,111.6615772,NA,111.6615772,1,HP,"2021_August_HP_ABCO_(110,120]","2021_August_HP_ABCO_(110,120]_1.1",August,3.35,20,NA,122,1310,NA,10,10,0.4166666666666667,11,70.66315937144991,29.336840628550092,1.1,NA,9.5594,1,ABCO,NA,413.7,266.2,281.1,207.3,289.9,199.2,73.80000000000001,262,172,172,3.1081000000000003,1.650762062815648,2021,2021_August,2.540582422479027,7.1123666666666665,5.942869097473569,18.460827409173216,3.0346565604120355,15.42617084876118,21.748372016286254,21.748372016286254,NA
moderate,"(60,70]","(60,80]","(65,70]",7.2207,9.3211,2.498930634910265,NA,NA,NA,10.7149,NA,0.8699194579510774,6.687544841440663,1,NA,"(60,70]",NA,0.663587888,1.153332707,1,1,1,2021_August_CADE_1.1,66.3587888,66.3587888,NA,66.3587888,1,HP,"2021_August_HP_CADE_(60,70]","2021_August_HP_CADE_(60,70]_1.1",August,4.32,10,NA,NA,2620,NA,70,75,NA,11,57.53655332693172,42.46344667306828,1.1,NA,2.8726,1,CADE,NA,283.2,255.6,228.8,207.7,266.6,211.7,21.100000000000023,262,NA,NA,1.3938000000000006,0.3736693650897349,2021,2021_August,NA,4.1872,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(100,105]",12.2488,16.0214,9.60108867802698,25,60,above 56,19.8234,164,0.8082064630688984,4.213940031562336,1,NA,"(100,110]",NA,1.007793034,1.746503783,1,1,1,2021_August_PIJE_1.1,100.7793034,100.7793034,NA,100.7793034,1,HP,"2021_August_HP_PIJE_(100,110]","2021_August_HP_PIJE_(100,110]_1.1",August,3.47,20,NA,139,1310,NA,40,40,0.4,11,57.70345554413265,42.29654445586735,1.1,15.5,11.8795,1,PIJE,NA,505.6,235.5,333.6,191,259.6,204.7,142.60000000000002,262,289,289,3.8019999999999996,2.278411321973021,2021,2021_August,1.94527628785443,8.467408333333333,6.249291305611603,17.08139623533838,2.603871377338168,14.477524858000214,30.10075312202922,30.10075312202922,NA
hydrated,"(90,100]","(80,100]","(90,95]",12.0747,16.3011,10.926924645154928,52,52,52,20.2835,113,0.8036630758991299,4.093285456006431,1,NA,"(90,100]",NA,0.942267651,1.746503783,1,1,1,2021_August_PIJE_1.1,94.2267651,94.2267651,NA,94.2267651,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.1",August,3.65,23,NA,61,1139,NA,NA,NA,0.19230769230769232,12,53.95165244826726,46.04834755173274,1.1,16,13.5964,1,PIJE,NA,450.7,226.6,283.4,176.9,254.1,186.3,106.49999999999997,262,195,195,3.9823999999999984,2.669475354845071,2021,2021_August,2.3972860983310014,8.467408333333333,4.758887032597699,10.341427590068076,4.758887032597699,5.582540557470377,17.84582637224137,17.84582637224137,NA
hydrated,"(90,100]","(80,100]","(95,100]",12.2142,15.6149,5.237755937595789,13,52,52,18.9218,78,0.8252333287530784,4.721914784239015,1,NA,"(90,100]",NA,0.9724174435,1.746503783,1,1,1,2021_August_PIJE_1.1,97.24174435,97.24174435,NA,97.24174435,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.1",August,3.66,23,NA,65,1139,NA,30,30,0.7692307692307693,13,55.67794659051134,44.32205340948866,1.1,10.5,6.347,1,PIJE,NA,456.5,287.9,266.6,227,271.7,206.3,39.60000000000002,262,194,194,3.3069000000000006,1.109244062404211,2021,2021_August,2.405368298989373,8.467408333333333,9.927915813478855,14.891873720218282,2.4819789533697136,12.409894766848568,37.03876284259419,37.03876284259419,NA
hydrated,"(150,160]","(140,160]","(155,160]",12.1684,14.2638,5.578638428620335,35,34,34,17.526,110,0.8138651146867512,4.372448041199191,1,1,"(150,160]",11,1.5568387899999998,1.746503783,1,1,1,2021_August_PIJE_1.1,155.683879,155.683879,NA,155.683879,1,HP,"2021_August_HP_PIJE_(150,160]","2021_August_HP_PIJE_(150,160]_1.1",August,0.98,4,thermocouple turned off,64,6550,NA,NA,75,0.2857142857142857,2,89.14030448452797,10.859695515472026,1.1,12.5,6.8545,1,PIJE,NA,NA,241,NA,191.1,NA,NA,NA,262,188,199,3.2622,1.2758615713796644,2021,2021_August,2.132679937091516,8.467408333333333,6.0946771214940725,19.71807304012788,6.27393233094978,11.472333405165312,33.6999793776731,35.671786681685894,1.9718073040127881
hydrated,"(140,150]","(140,160]","(140,145]",7.2409,8.0951,5.778332853546764,14,60,above 46,9.2958,95,0.8708341401493148,6.741983842758394,1,NA,"(140,150]",NA,1.4056427070000002,1.580195086,1,1,1,2021_August_ABCO_1.1,140.5642707,140.5642707,NA,140.5642707,1,HP,"2021_August_HP_ABCO_(140,150]","2021_August_HP_ABCO_(140,150]_1.1",August,0.93,13,NA,81,2015,NA,15,5,0.7142857142857143,3,88.95374498082701,11.046255019172989,1.1,NA,6.6354,1,ABCO,NA,263.5,232.2,222.2,184.6,222.1,176,37.599999999999994,262,169,169,1.2006999999999994,0.857067146453236,2021,2021_August,2.732350008457965,7.1123666666666665,10.38361782208025,16.440728218293728,2.4228441584853915,14.017884059808337,29.247190198859368,29.247190198859368,NA
hydrated,"(170,180]","(160,180]","(170,175]",12.1873,15.2406,5.361678816129722,20,49,49,20.5732,87,0.7407987090000584,2.8580054757529165,1,NA,"(170,180]",NA,1.746503783,1.746503783,1,1,1,2021_August_PIJE_1.1,174.6503783,174.6503783,NA,174.6503783,1,HP,"2021_August_HP_PIJE_(170,180]","2021_August_HP_PIJE_(170,180]_1.1",August,0.26,1,NA,67,26200,NA,NA,100,0.5,3,100,0,1.1,10,7.2377,1,PIJE,NA,388.7,221,231.8,188.3,260.5,206.8,43.5,262,210,210,5.332599999999999,1.8760211838702778,2021,2021_August,2.25117200476186,8.467408333333333,9.138928622988685,16.22626102449011,3.7301749481586466,12.496086076331466,39.16683695566579,39.16683695566579,NA
hydrated,"(120,130]","(120,140]","(125,130]",12.0804,16.9665,6.494927503914734,35,60,above 52,23.1178,80,0.7339149919109951,2.758197454196674,1,NA,"(120,130]",NA,1.258938622,1.746503783,1,1,1,2021_August_PIJE_1.1,125.8938622,125.8938622,NA,125.8938622,1,HP,"2021_August_HP_PIJE_(120,130]","2021_August_HP_PIJE_(120,130]_1.1",August,2.48,19,NA,45,1379,NA,NA,50,0.2857142857142857,4,72.08336072639358,27.91663927360642,1.1,13,8.8497,1,PIJE,NA,414.5,258.5,242.2,190.2,268.5,193.6,52,262,252,252,6.151299999999999,2.3547724960852667,2021,2021_August,2.1118041256210662,8.467408333333333,9.237978401427233,12.31730453523631,5.388820734165886,6.928483801070425,38.79950928599438,38.79950928599438,NA
moderate,"(60,70]","(60,80]","(65,70]",7.1987,8.4044,1.6780552978804144,10,46,46,9.2235,60,0.9111942321244648,10.260529849835201,1,NA,"(60,70]",NA,0.6793563905000001,1.449417707,1,1,1,2021_August_QUKE_1.1,67.93563905,67.93563905,NA,67.93563905,1,HP,"2021_August_HP_QUKE_(60,70]","2021_August_HP_QUKE_(60,70]_1.1",August,6.06,8,NA,50,3275,NA,NA,NA,1,4,46.8709873778298,53.1290126221702,1.1,NA,1.8416,1,QUKE,NA,362.8,243.9,268.6,186.6,282.1,177.1,82.00000000000003,262,227,227,0.8190999999999988,0.1635447021195855,2021,2021_August,2.1089745240359727,1.815675,27.412684229240558,35.755675081618115,5.959279180269686,29.79639590134843,135.27563739212187,135.27563739212187,NA
hydrated,"(100,110]","(100,120]","(105,110]",7.1785,8.4507,2.9558046938796285,NA,NA,NA,9.8213,NA,0.8604461731135388,6.165693856705086,1,NA,"(100,110]",NA,1.077346329,1.153332707,1,1,1,2021_August_CADE_1.1,107.7346329,107.7346329,NA,107.7346329,1,HP,"2021_August_HP_CADE_(100,110]","2021_August_HP_CADE_(100,110]_1.1",August,2.91,15,NA,NA,1747,NA,75,75,NA,5,93.41158214461355,6.588417855386453,1.1,NA,3.4352,1,CADE,NA,321.8,268,237.9,199.5,296.1,223,38.400000000000006,262,NA,NA,1.3706000000000014,0.4793953061203715,2021,2021_August,NA,4.1872,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(105,110]",12.1272,15.9291,5.781905789027432,27,60,above 52,20.05,96,0.7944688279301746,3.8654420150937896,1,NA,"(100,110]",NA,1.0839054160000001,1.746503783,1,1,1,2021_August_PIJE_1.1,108.3905416,108.3905416,NA,108.3905416,1,HP,"2021_August_HP_PIJE_(100,110]","2021_August_HP_PIJE_(100,110]_1.1",August,2.81,20,NA,69,1310,NA,NA,NA,0.37037037037037035,5,62.06144106588517,37.93855893411483,1.1,10,7.2777,1,PIJE,NA,337.1,285.8,257.1,220.6,286.1,223.1,36.50000000000003,262,221,NA,4.120900000000001,1.4957942109725684,2021,2021_August,NA,8.467408333333333,10.377201253238084,16.603522005180935,4.669740563957138,11.933781441223797,38.22269128276027,NA,NA
moderate,"(60,70]","(60,80]","(60,65]",7.176,8.4974,2.002465555698814,27,42,42,9.3072,185,0.9129920921437168,10.493208199555458,1,1,"(60,70]",2,0.6128348721,1.449417707,1,1,1,2021_August_QUKE_1.1,61.28348721,61.28348721,NA,61.28348721,1,HP,"2021_August_HP_QUKE_(60,70]","2021_August_HP_QUKE_(60,70]_1.1",August,7.61,8,sample being scorched by pilot flame,156,3275,NA,NA,NA,0.37037037037037035,5,42.281453382299546,57.718546617700454,1.1,NA,2.1933,1,QUKE,NA,333,246.4,277,197.1,246.3,193.7,79.9,262,2,4,0.8097999999999992,0.1908344443011858,2021,2021_August,20.597754560551724,1.815675,20.974143540433072,92.38610845190757,13.483377990278402,77.90396172160855,0.9987687400206224,1.9975374800412449,0.9987687400206224
hydrated,"(110,120]","(100,120]","(110,115]",12.1915,17.1798,6.972085614980042,20,60,above 52,22.8731,121,0.7510918939715211,3.017546941141341,1,NA,"(110,120]",NA,1.141330714,1.746503783,1,1,1,2021_August_PIJE_1.1,114.1330714,114.1330714,NA,114.1330714,1,HP,"2021_August_HP_PIJE_(110,120]","2021_August_HP_PIJE_(110,120]_1.1",August,2.64,21,NA,101,1248,NA,20,20,0.5,6,65.34945558717979,34.65054441282021,1.1,12,9.2826,1,PIJE,NA,471.5,244.8,305.1,196.7,263.1,203.9,108.40000000000003,262,323,323,5.693300000000001,2.3105143850199585,2021,2021_August,1.8246346601881507,8.467408333333333,8.60574630223782,17.35492170951294,2.8685821007459404,14.486339608766999,46.32760092704694,46.32760092704694,NA
moderate,"(80,90]","(80,100]","(80,85]",7.2222,8.9301,4.59471805429427,NA,NA,NA,10.351,NA,0.8627282388175054,6.284819480610874,1,NA,"(80,90]",NA,0.8319573746000001,1.153332707,1,1,1,2021_August_CADE_1.1,83.19573746,83.19573746,NA,83.19573746,1,HP,"2021_August_HP_CADE_(80,90]","2021_August_HP_CADE_(80,90]_1.1",August,3.73,10,NA,NA,2620,NA,60,75,NA,7,72.13507165369933,27.864928346300673,1.1,NA,5.3258,1,CADE,NA,383,298.9,264.5,221.8,306.5,221.2,42.69999999999999,262,NA,NA,1.4209000000000014,0.7310819457057303,2021,2021_August,NA,4.1872,NA,NA,NA,NA,NA,NA,NA
dry,"(20,30]","(20,40]","(25,30]",12.1687,16.3232,6.517954519338284,12,60,above 56,17.4395,86,0.9359901373319189,14.622592493057436,1,NA,"(20,30]",NA,0.2686965941,1.746503783,1,1,1,2021_August_PIJE_1.1,26.86965941,26.86965941,NA,26.86965941,1,HP,"2021_August_HP_PIJE_(20,30]","2021_August_HP_PIJE_(20,30]_1.1",August,1.22,1,NA,74,26200,NA,40,40,0.8333333333333334,7,15.384827488804815,84.61517251119518,1.1,11,6.9637,1,PIJE,NA,458.2,248.4,334.6,212.8,260.2,219.6,121.80000000000001,262,298,298,1.116299999999999,0.44574548066171626,2021,2021_August,1.9107705196685505,8.467408333333333,9.205341924676597,13.194323425369788,1.8410683849353193,11.353255040434469,45.71986489256043,45.71986489256043,NA
dry,"(20,30]","(20,40]","(20,25]",12.2841,13.3662,2.0382353995057656,12,46,46,13.5968,NA,0.9830401270887267,57.96270598438834,1,NA,"(20,30]",NA,0.2131041493,1.449417707,1,1,1,2021_August_QUKE_1.1,21.31041493,21.31041493,NA,21.31041493,1,HP,"2021_August_HP_QUKE_(20,30]","2021_August_HP_QUKE_(20,30]_1.1",August,9.37,5,sample being SCORCHED by pilot flame,NA,5240,NA,NA,NA,0.8333333333333334,7,14.702742230263095,85.2972577697369,1.1,NA,2.0734,1,QUKE,NA,278.2,232.5,276.3,181.9,232.3,188.3,94.4,262,2,2,0.2306000000000008,0.03516460049423431,2021,2021_August,23.87255416139297,1.815675,22.56854140162326,NA,5.8874455830321555,NA,0.9812409305053592,0.9812409305053592,NA
hydrated,"(130,140]","(120,140]","(130,135]",12.1964,13.5749,5.072488747553816,17,11,11,15.4322,142,0.8796477495107632,7.308943089430892,1,1,"(130,140]",66,1.347334059,1.429940703,1,1,1,2021_August_ARPA_1.1,134.7334059,134.7334059,NA,134.7334059,1,HP,"2021_August_HP_ARPA_(130,140]","2021_August_HP_ARPA_(130,140]_1.1",August,0.37,11,sample touching pilot flame; thermocouple turned off for max temps,59,2382,NA,40,50,0.5882352941176471,8,94.22307205979295,5.776927940207045,1.1,NA,5.7665,1,ARPA,NA,NA,284.9,NA,217.6,279.9,211.9,NA,262,11,77,1.8573000000000004,0.6940112524461837,2021,2021_August,3.3476496886244647,5.7665,2.168560749455521,27.994147856607633,3.3514120673403505,11.631371292534158,2.168560749455521,15.179925246188647,13.011364496733126
hydrated,"(90,100]","(80,100]","(95,100]",7.1299,8.6368,4.122054576472921,NA,NA,NA,10.082,NA,0.8566554255108112,5.976197066150006,1,NA,"(90,100]",NA,0.9590550136,1.153332707,1,1,1,2021_August_CADE_1.1,95.90550136,95.90550136,NA,95.90550136,1,HP,"2021_August_HP_CADE_(90,100]","2021_August_HP_CADE_(90,100]_1.1",August,1.82,13,sample loaded shortly before video start,NA,2015,NA,20,5,NA,8,83.15510414116784,16.84489585883216,1.1,started video 5seconds late,4.8118,1,CADE,NA,423.4,262.6,271.7,207,298.9,221.2,64.69999999999999,262,NA,NA,1.4452000000000016,0.6897454235270786,2021,2021_August,NA,4.1872,NA,NA,NA,NA,NA,NA,NA
hydrated,"(160,170]","(160,180]","(165,170]",12.1018,14.0139,6.464493508053984,16,60,above 56,17.2275,84,0.8134610361340879,4.3608103061986565,1,NA,"(160,170]",NA,1.6806652370000001,1.746503783,1,1,1,2021_August_PIJE_1.1,168.0665237,168.0665237,NA,168.0665237,1,HP,"2021_August_HP_PIJE_(160,170]","2021_August_HP_PIJE_(160,170]_1.1",August,1.81,1,NA,68,26200,NA,NA,100,0.625,8,96.23026605262154,3.7697339473784552,1.1,11,7.9469,1,PIJE,NA,373.7,234.4,192.4,151.2,242.9,156.9,41.20000000000002,262,276,276,3.2135999999999996,1.4824064919460165,2021,2021_August,1.9989187039076952,8.467408333333333,9.281469603960032,12.994057445544044,2.475058561056008,10.518998884488035,42.69476017821614,42.69476017821614,NA
hydrated,"(120,130]","(120,140]","(125,130]",12.1676,13.5899,4.527032161249991,18,60,above 52,15.4369,214,0.88035162500242925,7.3578234975636185,1,NA,"(120,130]",NA,1.2986008580000001,1.580195086,1,1,1,2021_August_ABCO_1.1,129.8600858,129.8600858,NA,129.8600858,1,HP,"2021_August_HP_ABCO_(120,130]","2021_August_HP_ABCO_(120,130]_1.1",August,3.07,13,NA,196,2015,NA,75,75,0.5555555555555556,9,82.17978080714016,17.820219192859838,1.1,NA,5.1423,1,ABCO,NA,293.2,236.3,243.1,193.1,243.1,184.9,50,262,176,176,1.8469999999999995,0.6152678387500083,2021,2021_August,2.658914151369823,7.1123666666666665,13.253716311887867,47.27158817906673,3.9761148935663604,43.29547328550037,38.877567848204414,38.877567848204414,NA
dry,"(50,60]","(40,60]","(55,60]",12.0828,14.8183,4.045441213698181,NA,NA,NA,16.4489,NA,0.9008687511018976,9.08763645283946,1,NA,"(50,60]",NA,0.5960884664999999,1.153332707,1,1,1,2021_August_CADE_1.1,59.60884665,59.60884665,NA,59.60884665,1,HP,"2021_August_HP_CADE_(50,60]","2021_August_HP_CADE_(50,60]_1.1",August,6.24,11,NA,NA,2382,NA,50,50,NA,9,51.68399915151283,48.31600084848717,1.1,NA,4.4906,1,CADE,NA,306,262,264.4,208.2,278.5,206.4,56.19999999999999,262,NA,NA,1.6305999999999976,0.4451587863018185,2021,2021_August,NA,4.1872,NA,NA,NA,NA,NA,NA,NA
hydrated,"(110,120]","(100,120]","(115,120]",12.1277,14.3302,6.395203511591086,22,60,above 52,16.9268,121,0.8465982938299028,5.518832319186627,1,NA,"(110,120]",NA,1.178933031,1.746503783,1,1,1,2021_August_PIJE_1.1,117.8933031,117.8933031,NA,117.8933031,1,HP,"2021_August_HP_PIJE_(110,120]","2021_August_HP_PIJE_(110,120]_1.1",August,3.27,21,NA,99,1248,NA,NA,NA,0.45454545454545453,9,67.50246077193867,32.49753922806133,1.1,11,7.554,1,PIJE,NA,431,237.6,280.4,188.5,259.8,184.2,91.89999999999998,262,302,302,2.5966000000000005,1.158796488408914,2021,2021_August,1.8960685389470628,8.467408333333333,9.382031375741533,18.92042994107876,3.4400781711052284,15.48035176997353,47.22289125789905,47.22289125789905,NA
hydrated,"(110,120]","(100,120]","(110,115]",12.1126,14.2404,6.5509780437921075,25,60,above 52,16.624,254,0.8566169393647738,5.974324551099179,1,1,"(110,120]",178,1.120218066,1.636499347,1,1,1,2021_August_ABCO_1.2,112.0218066,112.0218066,NA,112.0218066,1,HP,"2021_August_HP_ABCO_(110,120]","2021_August_HP_ABCO_(110,120]_1.2",August,4.17,20,sample touching pilot flame,51,1310,NA,20,NA,0.4,10,68.45209367504869,31.547906324951313,1.2,NA,7.6475,1,ABCO,NA,316.9,270.9,249.5,221.6,275.2,206.9,27.900000000000006,262,161,339,2.3835999999999995,1.0965219562078925,2021,2021_August,1.7759378806833286,7.048614285714286,9.158937734016328,38.77283640733579,3.8162240558401366,7.785097073913879,24.57648291961048,51.74799819719225,27.171515277581772
hydrated,"(90,100]","(80,100]","(95,100]",12.176,13.4289,4.613099386595365,28,52,52,14.6233,135,0.9183221297518344,11.243218352310786,1,NA,"(90,100]",NA,0.9533083247,1.554122524,1,1,1,2021_August_ARPA_1.2,95.33083247,95.33083247,NA,95.33083247,1,HP,"2021_August_HP_ARPA_(90,100]","2021_August_HP_ARPA_(90,100]_1.2",August,3.33,11,NA,107,2382,NA,40,40,0.35714285714285715,10,61.34061568365764,38.65938431634236,1.2,NA,5.0234,1,ARPA,NA,340.7,272.7,251.4,217.9,287.8,190.6,33.5,262,119,119,1.1944,0.410300613404635,2021,2021_August,3.3618644795666124,4.8308,11.272247927521434,29.264489811834494,6.06967196097308,23.194817850861412,25.79610583413559,25.79610583413559,NA
dry,"(30,40]","(20,40]","(35,40]",7.25,8.9145,3.149775065963061,NA,NA,NA,9.5508,NA,0.933377308707124,14.009900990099004,1,NA,"(30,40]",NA,0.38227696,1.122155622,1,1,1,2021_August_CADE_1.2,38.227696,38.227696,NA,38.227696,1,HP,"2021_August_HP_CADE_(30,40]","2021_August_HP_CADE_(30,40]_1.2",August,10,2,NA,NA,13100,NA,40,NA,NA,11,34.06630528826955,65.93369471173045,1.2,NA,3.3746,1,CADE,NA,268,249.9,254.1,206.2,250.8,207.6,47.900000000000006,262,NA,NA,0.6363000000000003,0.22482493403693926,2021,2021_August,NA,5.6298125,NA,NA,NA,NA,NA,NA,NA
hydrated,"(90,100]","(80,100]","(95,100]",12.1263,15.4717,9.346430576369956,19,60,above 56,18.6703,147,0.828679774829542,4.8370224473207015,1,NA,"(90,100]",NA,0.9561188498,1.4788906769999999,1,1,1,2021_August_PIJE_1.2,95.61188498,95.61188498,NA,95.61188498,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.2",August,4.28,23,NA,128,1139,NA,95,100,0.5263157894736842,11,64.65108372577834,35.348916274221665,1.2,14,11.2787,1,PIJE,NA,324.3,225.7,200.9,170.9,245,168.5,30,262,318,318,3.1986000000000008,1.9322694236300446,2021,2021_August,1.8408193405927886,15.214233333333334,6.419563009615088,15.727929373556966,2.032861619711445,13.695067753845523,34.02368395095997,34.02368395095997,NA
hydrated,"(90,100]","(80,100]","(90,95]",12.2282,16.5038,13.33701531238679,28,60,above 52,20.4266,124,0.8079562922855491,4.207147955541957,1,NA,"(90,100]",NA,0.9174852652,1.4788906769999999,1,1,1,2021_August_PIJE_1.2,91.74852652,91.74852652,NA,91.74852652,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.2",August,3.63,23,NA,96,1139,NA,60,60,0.35714285714285715,12,62.03874833136162,37.96125166863838,1.2,16,16.5071,1,PIJE,NA,596.7,265.6,308.9,203.4,272.2,199.9,105.49999999999997,262,234,234,3.9228000000000023,3.170084687613212,2021,2021_August,2.2108937123278847,15.214233333333334,4.4987576751355185,9.297432528613404,2.099420248396575,7.19801228021683,17.54515493302852,17.54515493302852,NA
moderate,"(60,70]","(60,80]","(60,65]",12.1771,14.9139,8.340201082948065,NA,NA,NA,16.6767,NA,0.8942956340283149,8.460347174948943,1,NA,"(60,70]",NA,0.6441099094,1.122155622,1,1,1,2021_August_CADE_1.2,64.41099094,64.41099094,NA,64.41099094,1,HP,"2021_August_HP_CADE_(60,70]","2021_August_HP_CADE_(60,70]_1.2",August,6.29,10,NA,NA,2620,NA,40,30,NA,13,57.399338984018385,42.600661015981615,1.2,NA,9.326,1,CADE,NA,472.7,263.9,381.8,204.4,262,191.1,177.4,262,NA,NA,1.7628000000000004,0.9857989170519357,2021,2021_August,NA,5.6298125,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(100,105]",12.1932,20.949,13.813319455736604,43,60,above 52,29.765,110,0.7038132034268436,2.3762477313974597,1,NA,"(100,110]",NA,1.006875443,1.4788906769999999,1,1,1,2021_August_PIJE_1.2,100.6875443,100.6875443,NA,100.6875443,1,HP,"2021_August_HP_PIJE_(100,110]","2021_August_HP_PIJE_(100,110]_1.2",August,3.24,20,thermocouple off during ignition,67,1310,NA,40,40,0.23255813953488372,13,68.08315575039629,31.916844249603713,1.2,15,19.6264,1,PIJE,NA,563.7,291.7,392.7,212.6,NA,NA,180.1,262,219,219,8.815999999999999,5.813080544263396,2021,2021_August,2.3052392691455714,15.214233333333334,4.34363370747082,7.963328463696504,3.112937490354088,4.850390973342416,15.854263032268495,15.854263032268495,NA
moderate,"(60,70]","(60,80]","(65,70]",12.1868,15.9776,3.6421635929936413,NA,NA,NA,18.5717,NA,0.8603197337885062,6.159207432250108,1,NA,"(60,70]",NA,0.6843146565000001,1.122155622,1,1,1,2021_August_CADE_1.2,68.43146565,68.43146565,NA,68.43146565,1,HP,"2021_August_HP_CADE_(60,70]","2021_August_HP_CADE_(60,70]_1.2",August,5.99,10,NA,NA,2620,NA,60,50,NA,14,60.982152839047146,39.017847160952854,1.2,NA,4.2335,1,CADE,NA,410.5,315.3,315.8,270.2,264.4,209.2,45.60000000000002,262,NA,NA,2.594099999999999,0.5913364070063589,2021,2021_August,NA,5.6298125,NA,NA,NA,NA,NA,NA,NA
hydrated,"(160,170]","(160,180]","(160,165]",12.1787,14.3223,5.095295401086913,44,41,41,17.8303,169,0.8032562548022186,4.0827537058152785,1,1,"(160,170]",43,1.636499347,1.636499347,1,1,1,2021_August_ABCO_1.2,163.6499347,163.6499347,NA,163.6499347,1,HP,"2021_August_HP_ABCO_(160,170]","2021_August_HP_ABCO_(160,170]_1.2",August,0.82,6,sample touching pilot flame,82,4367,NA,60,60,0.22727272727272727,2,100,0,1.2,NA,6.3433,1,ABCO,NA,352.4,267.7,277.1,212.2,276.7,210.5,64.90000000000003,262,91,134,3.508000000000001,1.248004598913087,2021,2021_August,2.9156342582374006,7.048614285714286,8.046638471884084,33.16785126215635,8.635416896656091,16.093276943768167,17.859612218084187,26.298769639816275,8.439157421732089
hydrated,"(140,150]","(140,160]","(145,150]",12.2831,13.8985,6.358537083653108,13,50,50,16.2875,72,0.8533231005372217,5.817706153202174,1,NA,"(140,150]",NA,1.4788906769999999,1.4788906769999999,1,1,1,2021_August_PIJE_1.2,147.8890677,147.8890677,NA,147.8890677,1,HP,"2021_August_HP_PIJE_(140,150]","2021_August_HP_PIJE_(140,150]_1.2",August,0.53,6,NA,59,4367,NA,NA,80,0.7692307692307693,2,100,0,1.2,12,7.4515,1,PIJE,NA,435.3,222.9,282.6,181,236.8,177.2,101.60000000000002,262,174,174,2.389000000000001,1.0929629163468926,2021,2021_August,2.5600447372905912,15.214233333333334,7.863443956085885,11.323359296763675,2.04449542858233,9.278863868181345,27.36478496717888,27.36478496717888,NA
