"","sample","fresh.wt","dry.wt","water.wt","individual","mpa","spp","year.month","gww.gdw.saturated","RWC","RWD","gww.gdw","gdw.gfw","lfm.outliers.out","lfm.NAs.imputed","LFM"
"58",22,8.1044,7.553,0.5514,"2020_October_ABCO_2.2",-2.4,"ABCO","2020_October",1.845419019,85.1507350808332,14.8492649191668,1.57138786,0.931962884359114,157.138786,157.138786,157.138786
"59",22,12.5642,12.3013,0.2629,"2020_October_ABCO_2.2",-2.843,"ABCO","2020_October",1.845419019,65.1100871200027,34.8899128799973,1.201553931,0.979075468394327,120.1553931,120.1553931,120.1553931
"60",22,7.7654,7.467,0.2984,"2020_October_ABCO_2.2",-3.489,"ABCO","2020_October",1.845419019,62.0720514531556,37.9279485468444,1.145489443,0.961573132098797,114.5489443,114.5489443,114.5489443
"61",22,7.7469,7.5362,0.2107,"2020_October_ABCO_2.2",-4.498,"ABCO","2020_October",1.845419019,50.5868904508131,49.4131095491869,0.9335400975,0.972802024035421,93.35400975,93.35400975,93.35400975
"62",23,8.0256,7.5425,0.4831,"2020_October_ABCO_2.3",-0.192,"ABCO","2020_October",1.812757974,100,0,1.812757974,0.939805123604466,181.2757974,181.2757974,181.2757974
"63",23,7.7774,7.4377,0.3397,"2020_October_ABCO_2.3",-0.798,"ABCO","2020_October",1.812757974,89.3629078583218,10.6370921416782,1.619933238,0.956322164219405,161.9933238,161.9933238,161.9933238
"64",23,8.1571,7.6005,0.5566,"2020_October_ABCO_2.3",-2.2,"ABCO","2020_October",1.812757974,86.4674607687038,13.5325392312962,1.56744579,0.931764965490187,156.744579,156.744579,156.744579
"65",23,8.1314,7.608,0.5234,"2020_October_ABCO_2.3",-2.759,"ABCO","2020_October",1.812757974,72.1287330550173,27.8712669449827,1.30751936,0.935632240450599,130.751936,130.751936,130.751936
"66",23,12.8679,12.4862,0.3817,"2020_October_ABCO_2.3",-3.148,"ABCO","2020_October",1.812757974,61.8757372516183,38.1242627483817,1.121657361,0.970337040231895,112.1657361,112.1657361,112.1657361
"67",23,8.0831,7.5819,0.5012,"2020_October_ABCO_2.3",-3.349,"ABCO","2020_October",1.812757974,61.5230943124236,38.4769056875764,1.115264798,0.937994086427237,111.5264798,111.5264798,111.5264798
"68",23,12.8975,12.4401,0.4574,"2020_October_ABCO_2.3",-3.361,"ABCO","2020_October",1.812757974,68.4915058053966,31.5084941946034,1.241585233,0.964535762744718,124.1585233,124.1585233,124.1585233
"69",23,7.9659,7.6029,0.363,"2020_October_ABCO_2.3",-4.048,"ABCO","2020_October",1.812757974,54.2088145022276,45.7911854977724,0.9826746075,0.954430761119271,98.26746075,98.26746075,98.26746075
"70",24,8.0371,7.5076,0.5295,"2020_October_ABCO_2.4",-0.192,"ABCO","2020_October",1.972067039,100,0,1.972067039,0.934118027646788,197.2067039,197.2067039,197.2067039
"71",24,8.0021,7.5591,0.443,"2020_October_ABCO_2.4",-2.082,"ABCO","2020_October",1.972067039,67.6822517999602,32.3177482000398,1.334739379,0.944639532122818,133.4739379,133.4739379,133.4739379
"72",24,8.5941,7.7481,0.846,"2020_October_ABCO_2.4",-2.182,"ABCO","2020_October",1.972067039,79.0476324674275,20.9523675325725,1.558872305,0.901560372813907,155.8872305,155.8872305,155.8872305
"73",24,8.1682,7.6,0.5682,"2020_October_ABCO_2.4",-2.487,"ABCO","2020_October",1.972067039,82.2506649582514,17.7493350417486,1.622038253,0.930437550500722,162.2038253,162.2038253,162.2038253
"74",24,8.365,7.695,0.67,"2020_October_ABCO_2.4",-2.494,"ABCO","2020_October",1.972067039,76.0736772295904,23.9263227704096,1.500223914,0.919904363419008,150.0223914,150.0223914,150.0223914
"75",24,12.7556,12.3699,0.3857,"2020_October_ABCO_2.4",-2.897,"ABCO","2020_October",1.972067039,65.896760926493,34.103239073507,1.299528302,0.969762300479789,129.9528302,129.9528302,129.9528302
"76",24,12.4931,12.3176,0.1755,"2020_October_ABCO_2.4",-2.934,"ABCO","2020_October",1.972067039,69.6890507686235,30.3109492313765,1.3743148,0.985952245639593,137.43148,137.43148,137.43148
"77",24,8.0808,7.6348,0.446,"2020_October_ABCO_2.4",-4.145,"ABCO","2020_October",1.972067039,58.4540295133445,41.5459704866555,1.152752649,0.944807444807445,115.2752649,115.2752649,115.2752649
"78",25,8.7935,7.8691,0.9244,"2020_October_ABCO_2.5",-0.152,"ABCO","2020_October",1.681119649,94.0272963283888,5.97270367161119,1.580711354,0.894876897708535,158.0711354,158.0711354,158.0711354
"79",25,8.1838,7.5712,0.6126,"2020_October_ABCO_2.5",-0.992,"ABCO","2020_October",1.681119649,100,0,1.681119649,0.925144798259977,168.1119649,168.1119649,168.1119649
"80",25,7.9769,7.5378,0.4391,"2020_October_ABCO_2.5",-2.447,"ABCO","2020_October",1.681119649,87.6199168736264,12.3800831263736,1.472995639,0.9449535533854,147.2995639,147.2995639,147.2995639
"81",25,8.1266,7.5878,0.5388,"2020_October_ABCO_2.5",-2.59,"ABCO","2020_October",1.681119649,91.2327598997684,8.76724010023156,1.533731853,0.933699210001723,153.3731853,153.3731853,153.3731853
"82",25,13.3241,12.6952,0.6289,"2020_October_ABCO_2.5",-2.884,"ABCO","2020_October",1.681119649,87.7541447378562,12.2458552621438,1.47525217,0.952799813871106,147.525217,147.525217,147.525217
"83",25,12.6465,12.3193,0.3272,"2020_October_ABCO_2.5",-2.888,"ABCO","2020_October",1.681119649,73.3907204483576,26.6092795516424,1.233785822,0.974127228877555,123.3785822,123.3785822,123.3785822
"84",25,8.2452,7.6661,0.5791,"2020_October_ABCO_2.5",-3.24,"ABCO","2020_October",1.681119649,76.685842484017,23.314157515983,1.289180766,0.929765196720516,128.9180766,128.9180766,128.9180766
"85",25,8.2256,7.6947,0.5309,"2020_October_ABCO_2.5",-3.379,"ABCO","2020_October",1.681119649,70.7123681950374,29.2876318049626,1.188759516,0.935457595798483,118.8759516,118.8759516,118.8759516
"86",11,7.0918,6.6265,0.4653,"2020_October_ARPA_1.1",-0.072,"ARPA","2020_October",1.341844398,86.344999444563,13.655000555437,1.158615538,0.934389012662512,115.8615538,115.8615538,115.8615538
"87",11,8.0623,7.6286,0.4337,"2020_October_ARPA_1.1",-1.674,"ARPA","2020_October",1.341844398,74.2333124306116,25.7666875693884,0.9960955443,0.946206417523535,99.60955443,99.60955443,99.60955443
"88",11,8.3881,7.7536,0.6345,"2020_October_ARPA_1.1",-2.051,"ARPA","2020_October",1.341844398,82.2216336442908,17.7783663557092,1.103286385,0.924357124974666,110.3286385,110.3286385,110.3286385
"89",11,8.1134,7.758,0.3554,"2020_October_ARPA_1.1",-3.025,"ARPA","2020_October",1.341844398,71.5256073081582,28.4743926918418,0.9597623548,0.956195922794389,95.97623548,95.97623548,95.97623548
"90",11,13.2866,12.6946,0.592,"2020_October_ARPA_1.1",-4.008,"ARPA","2020_October",1.341844398,65.8778247252481,34.1221752747519,0.8839779006,0.955443830626345,88.39779006,88.39779006,88.39779006
"91",11,13.4841,12.9289,0.5552,"2020_October_ARPA_1.1",-4.802,"ARPA","2020_October",1.341844398,56.6870603800069,43.3129396199931,0.7606521441,0.958825579756899,76.06521441,76.06521441,76.06521441
"92",11,8.2074,7.7799,0.4275,"2020_October_ARPA_1.1",-5.761,"ARPA","2020_October",1.341844398,52.9573365033343,47.0426634966657,0.7106050532,0.947912859127129,71.06050532,71.06050532,71.06050532
"93",12,7.9235,7.5641,0.3594,"2020_October_ARPA_1.2",-0.109,"ARPA","2020_October",1.676336375,66.915140823094,33.084859176906,1.121722846,0.954641257020256,112.1722846,112.1722846,112.1722846
"94",12,8.2782,7.7409,0.5373,"2020_October_ARPA_1.2",-1.859,"ARPA","2020_October",1.676336375,66.0594387567352,33.9405612432648,1.107378401,0.935094585779517,110.7378401,110.7378401,110.7378401
"95",12,8.2288,7.6406,0.5882,"2020_October_ARPA_1.2",-2.006,"ARPA","2020_October",1.676336375,86.5953186155732,13.4046813844268,1.451628825,0.928519346684814,145.1628825,145.1628825,145.1628825
"96",12,7.8844,7.5286,0.3558,"2020_October_ARPA_1.2",-4.139,"ARPA","2020_October",1.676336375,52.0217085607296,47.9782914392704,0.8720588235,0.954872913601542,87.20588235,87.20588235,87.20588235
"97",12,13.0372,12.6388,0.3984,"2020_October_ARPA_1.2",-4.9,"ARPA","2020_October",1.676336375,49.4303518528613,50.5696481471387,0.8286189684,0.969441291074771,82.86189684,82.86189684,82.86189684
"98",12,8.1916,7.7855,0.4061,"2020_October_ARPA_1.2",-5.802,"ARPA","2020_October",1.676336375,43.3526273985434,56.6473726014566,0.7267358626,0.950424825430929,72.67358626,72.67358626,72.67358626
"99",13,8.2372,7.685,0.5522,"2020_October_ARPA_1.3",-0.113,"ARPA","2020_October",1.2818013,100,0,1.2818013,0.932962657213616,128.18013,128.18013,128.18013
"100",13,7.6853,7.4485,0.2368,"2020_October_ARPA_1.3",-3.749,"ARPA","2020_October",1.2818013,74.4019418922418,25.5980581077582,0.9536850584,0.969187930204416,95.36850584,95.36850584,95.36850584
"101",13,12.6504,12.395,0.2554,"2020_October_ARPA_1.3",-4.144,"ARPA","2020_October",1.2818013,70.8573439268629,29.1426560731371,0.9082503556,0.979810915069879,90.82503556,90.82503556,90.82503556
"102",13,13.0226,12.6091,0.4135,"2020_October_ARPA_1.3",-4.883,"ARPA","2020_October",1.2818013,66.2544467227487,33.7455532772513,0.8492503594,0.96824750817809,84.92503594,84.92503594,84.92503594
"103",13,13.0247,12.6346,0.3901,"2020_October_ARPA_1.3",-5.558,"ARPA","2020_October",1.2818013,58.718375749814,41.281624250186,0.7526529037,0.970049214185356,75.26529037,75.26529037,75.26529037
"104",13,7.8806,7.6005,0.2801,"2020_October_ARPA_1.3",-5.978,"ARPA","2020_October",1.2818013,58.117183100064,41.882816899936,0.7449468085,0.964457021039007,74.49468085,74.49468085,74.49468085
"105",13,7.8806,7.6005,0.2801,"2020_October_ARPA_1.3",-5.978,"ARPA","2020_October",1.2818013,58.117183100064,41.882816899936,0.7449468085,0.964457021039007,74.49468085,74.49468085,74.49468085
"106",14,7.7667,7.4659,0.3008,"2020_October_ARPA_1.4",-0.134,"ARPA","2020_October",1.270564584,98.9737239519971,1.02627604800291,1.257525084,0.961270552486899,125.7525084,125.7525084,125.7525084
"107",14,7.9389,7.5529,0.386,"2020_October_ARPA_1.4",-0.743,"ARPA","2020_October",1.270564584,98.0006294587541,1.99937054124594,1.24516129,0.951378654473542,124.516129,124.516129,124.516129
"108",14,8.5047,7.7463,0.7584,"2020_October_ARPA_1.4",-2.047,"ARPA","2020_October",1.270564584,100,0,1.270564584,0.910825778687079,127.0564584,127.0564584,127.0564584
"109",14,7.6928,7.5363,0.1565,"2020_October_ARPA_1.4",-3.377,"ARPA","2020_October",1.270564584,35.0223454914119,64.9776545085881,0.4449815183,0.979656301996672,44.49815183,44.49815183,44.49815183
"110",14,7.6928,7.5363,0.1565,"2020_October_ARPA_1.4",-3.377,"ARPA","2020_October",1.270564584,35.0223454914119,64.9776545085881,0.4449815183,0.979656301996672,44.49815183,44.49815183,44.49815183
"111",14,12.8324,12.4718,0.3606,"2020_October_ARPA_1.4",-4.063,"ARPA","2020_October",1.270564584,77.4592899954466,22.5407100045534,0.9841703057,0.971899255010754,98.41703057,98.41703057,98.41703057
"112",14,8.1524,7.7187,0.4337,"2020_October_ARPA_1.4",-4.931,"ARPA","2020_October",1.270564584,66.1135612843432,33.8864387156568,0.8400154949,0.946800942053874,84.00154949,84.00154949,84.00154949
"113",14,12.9366,12.6245,0.3121,"2020_October_ARPA_1.4",-5.588,"ARPA","2020_October",1.270564584,52.408541004949,47.591458995051,0.665884361,0.975874650217213,66.5884361,66.5884361,66.5884361
"114",14,8.0085,7.854,0.1545,"2020_October_ARPA_1.4",-10,"ARPA","2020_October",1.270564584,19.4943636826571,80.5056363173429,0.247688480827999,0.980707997752388,NA,24.7688480827999,24.7688480827999
"115",15,7.8318,7.4987,0.3331,"2020_October_ARPA_1.5",-0.084,"ARPA","2020_October",1.438068756,86.9808836873165,13.0191163126835,1.250844912,0.957468270384841,125.0844912,125.0844912,125.0844912
"116",15,8.0201,7.5855,0.4346,"2020_October_ARPA_1.5",-0.998,"ARPA","2020_October",1.438068756,83.3915185206903,16.6084814793097,1.199227373,0.945811149486914,119.9227373,119.9227373,119.9227373
"117",15,8.1631,7.5942,0.5689,"2020_October_ARPA_1.5",-1.382,"ARPA","2020_October",1.438068756,100,0,1.438068756,0.93030833874386,143.8068756,143.8068756,143.8068756
"118",15,13.1749,12.7318,0.4431,"2020_October_ARPA_1.5",-2.108,"ARPA","2020_October",1.438068756,69.1786187725227,30.8213812274773,0.9948361024,0.966367866169762,99.48361024,99.48361024,99.48361024
"119",15,7.9789,7.6145,0.3644,"2020_October_ARPA_1.5",-3.128,"ARPA","2020_October",1.438068756,70.9195059516334,29.0804940483666,1.019871257,0.954329544172756,101.9871257,101.9871257,101.9871257
"120",15,8.5565,10.11585,8.5565,"2020_October_ARPA_1.5",-5.2,"ARPA","2020_October",1.438068756,51.5857218886264,48.4142781113736,0.74183814903739,1.1822415707357,NA,74.1838149037389,74.1838149037389
"121",16,7.712,7.4477,0.2643,"2020_October_ARPA_1.6",-0.186,"ARPA","2020_October",1.238374096,92.192227590006,7.80777240999396,1.141684665,0.965728734439834,114.1684665,114.1684665,114.1684665
"122",16,7.8846,7.5346,0.35,"2020_October_ARPA_1.6",-0.781,"ARPA","2020_October",1.238374096,85.957618900323,14.042381099677,1.064476886,0.955609669482282,106.4476886,106.4476886,106.4476886
"123",16,7.7405,7.4866,0.2539,"2020_October_ARPA_1.6",-1.542,"ARPA","2020_October",1.238374096,86.7288064623729,13.2711935376271,1.074027073,0.967198501388799,107.4027073,107.4027073,107.4027073
"124",16,7.7881,7.4286,0.3595,"2020_October_ARPA_1.6",-2.137,"ARPA","2020_October",1.238374096,100,0,1.238374096,0.953839832565067,123.8374096,123.8374096,123.8374096
"125",16,7.848,7.4999,0.3481,"2020_October_ARPA_1.6",-3.484,"ARPA","2020_October",1.238374096,76.6969661726516,23.3030338273484,0.9497953615,0.955644750254842,94.97953615,94.97953615,94.97953615
"126",16,13.1029,12.674,0.4289,"2020_October_ARPA_1.6",-3.801,"ARPA","2020_October",1.238374096,74.2584099158999,25.7415900841001,0.9195969125,0.967266788268246,91.95969125,91.95969125,91.95969125
"127",16,7.8465,7.5856,0.2609,"2020_October_ARPA_1.6",-5.01,"ARPA","2020_October",1.238374096,61.3689109982804,38.6310890017196,0.7599766968,0.966749506149239,75.99766968,75.99766968,75.99766968
"128",21,8.0085,7.854,0.1545,"2020_October_ARPA_2.1",-0.13,"ARPA","2020_October",1.07600686216399,21.3733916192209,78.6266083807791,0.2299791605,0.980707997752388,22.99791605,22.99791605,22.99791605
"129",21,8.0808,7.6699,0.4109,"2020_October_ARPA_2.1",-1.038,"ARPA","2020_October",1.07600686216399,78.9650306124633,21.0349693875367,0.8496691481,0.949151074151074,84.96691481,84.96691481,84.96691481
"130",21,8.5319,7.5756,0.9563,"2020_October_ARPA_2.1",-1.954,"ARPA","2020_October",1.07600686216399,100,0,1.07600686216399,0.887914766933508,NA,107.600686216399,107.600686216399
"131",21,12.5355,12.3325,0.203,"2020_October_ARPA_2.1",-2.556,"ARPA","2020_October",1.07600686216399,78.7726542185213,21.2273457814787,0.8475991649,0.983805990985601,84.75991649,84.75991649,84.75991649
"132",21,8.1204,7.7373,0.3831,"2020_October_ARPA_2.1",-5.318,"ARPA","2020_October",1.07600686216399,65.7140313006885,34.2859686993115,0.7070874862,0.952822521058076,70.70874862,70.70874862,70.70874862
"133",21,7.9877,7.6266,0.3611,"2020_October_ARPA_2.1",-5.948,"ARPA","2020_October",1.07600686216399,74.8923578033078,25.1076421966922,0.8058469092,0.954792994228627,80.58469092,80.58469092,80.58469092
