individual,site,year,year.month,month,lfm.outliers.out,lfm.NAs.imputed,mpa,dw.flam.sample,ww.flam.sample,sample.wt,spp,start.temp,gww.gdw.saturated,gdw.gww.saturated,fd,fh,gd,gti,pfg,dry.norm.fd,dry.norm.fh,dry.norm.gd,dry.norm.gti,dry.norm.pfg,temp.max,ttfg,tti,temp.change,PC1,PC2,PC3,PC4,ttms,model,LFM,prop.ignite,bins10lfm
2020_October_ABCO_1.2,1,2020,2020_October,October,146.0624071,146.0624071,1.784,2.88095437776779,0.113345622232206,2.9943,ABCO,265.6,2.002079002,16.1466723187791,14,40,57,0.5,43,4.85950076406535,13.8842878973296,19.7851102536946,0.17355359871662,14.9256094896293,287,74,74,21.4,-0.7088514467241658,1.189045859299922,0.3940192455482162,0.43469502370429797,1,HP,146.0624071,100,"(140,150]"
2020_October_CADE_1.2,1,2020,2020_October,October,121.9884933,121.9884933,1.212,3.23195115112073,0.17114884887927,3.4031,CADE,248.3,1.614745587,16.1734190782422,17,31,122,57,48,5.25998049014602,9.59172912908979,37.7480952822244,17.6364051728425,14.8517096192358,310.5,30,87,62.2,-0.29518008984442357,0.12925454193593236,-2.421042244641852,-1.8838581641603314,1,HP,121.9884933,100,"(120,130]"
2020_October_PIJE_1.2,1,2020,2020_October,October,174.4179014,174.4179014,1.117,6.02267383478055,0.27752616521945,6.3002,PIJE,275.9,1.744179014,19.3928847641145,20,47,69,0.5,49,3.32078418135502,7.80384282618428,11.4567054256748,0.0830196045338754,8.13592124431979,377.7,104,104,101.8,1.1013842506694564,1.79825447837861,1.2080161619313659,-0.47560558281639825,3,HP,174.4179014,100,"(170,180]"
2020_October_ABCO_1.2,1,2020,2020_October,October,165.0322119,165.0322119,1.223,2.56988122200816,0.157318777991843,2.7272,ABCO,263.6,2.002079002,16.1466723187791,10,47,62,0.5,52,3.89123042511116,18.2887829980225,24.1256286356892,0.194561521255558,20.2343982105781,294.8,67,67,31.2,-0.6624903350478355,1.3584844961619418,0.2332383243279888,0.16383561319064924,NA,HP,165.0322119,100,"(160,170]"
2020_October_ABCO_1.2,1,2020,2020_October,October,200.2079002,200.2079002,0.261,3.08374119209631,0.12115880790369,3.2049,ABCO,267,2.002079002,16.1466723187791,6,20,108,44,58,1.94568857314554,6.4856285771518,35.0223943166197,14.268382869734,18.8083228737402,289.2,100,144,22.2,0.8477205543200995,0.9455268765078976,-2.306022403109869,0.477303855501804,NA,HP,200.2079002,100,"(200,210]"
2020_October_ABCO_1.2,1,2020,2020_October,October,122.3776224,122.3776224,2.991,1.67305453870773,0.0561454612922678,1.7292,ABCO,273.7,2.002079002,16.1466723187791,16,32,74,0.5,58,9.56334634037597,19.1266926807519,44.2304768242389,0.298854573136749,34.6671304838629,275.6,52,52,1.90000000000003,-1.4298505838030462,0.09630811647177741,0.28844565817869505,0.468334759001258,NA,HP,122.3776224,100,"(120,130]"
2020_October_PIJE_1.2,1,2020,2020_October,October,169.1558442,169.1558442,0.512,6.90388518769023,0.318114812309774,7.222,PIJE,274.9,1.744179014,19.3928847641145,29,42,87,0.5,58,4.20053335355397,6.08353106376782,12.6016000606619,0.0724229888543788,8.40106670710794,351.2,130,130,76.3,1.8503620765010826,1.6202730358854374,1.4056811088109056,0.18460457671248365,NA,HP,169.1558442,100,"(160,170]"
2020_October_ABCO_1.2,1,2020,2020_October,October,105.8375635,105.8375635,3.822,1.83007475235756,0.0412252476424437,1.8713,ABCO,235.3,2.002079002,16.1466723187791,28,26,106,18,60,15.299921472568,14.2070699388132,57.9211312890076,9.83566380379374,32.7855460126458,236.4,45,63,1.09999999999999,-1.244249463558237,-0.5923898825710242,-0.39844617113532677,0.19521844450328008,4,HP,105.8375635,100,"(100,110]"
2020_October_ABCO_1.2,1,2020,2020_October,October,113.25012,113.25012,3.467,2.51381381492744,0.155686185072561,2.6695,ABCO,236.1,2.002079002,16.1466723187791,11,34.5,95,15,69,4.37582128584074,13.7241667601369,37.7911838322609,5.96702902614646,27.4483335202737,266.8,60,75,30.7,-0.7212444876633256,0.40518453094913803,-0.779561803767008,0.38932703369767896,2,HP,113.25012,92,"(110,120]"
2020_October_CADE_1.2,1,2020,2020_October,October,133.4392375,133.4392375,0.994,3.01139188369323,0.159608116306766,3.171,CADE,271.4,1.614745587,16.1734190782422,14,29,108,17,77,4.64901299489129,9.63009834656052,35.8638145320185,5.64523006522514,25.5695714719021,272,81,98,0.600000000000023,-0.008987281128759739,0.3154241705160924,-0.7529043040080533,0.7220054739660628,NA,HP,133.4392375,100,"(130,140]"
2020_October_CADE_1.2,1,2020,2020_October,October,88.58926342,88.58926342,3.296,2.09279213179439,0.0593078682056141,2.1521,CADE,245.3,1.614745587,16.1734190782422,10,44,90,0.5,80,4.77830542655274,21.0245438768321,43.0047488389747,0.238915271327637,38.226443412422,283.4,93,93,38.1,0.2629277451468124,1.2138636975683632,0.05205614664549249,0.9004043040802885,NA,HP,88.58926342,100,"(80,90]"
2020_October_CADE_1.2,1,2020,2020_October,October,116.722478,116.722478,1.909,2.49158416207091,0.108815837929094,2.6004,CADE,253.2,1.614745587,16.1734190782422,21,39,104,0.5,83,8.42837272755243,15.6526922083117,41.7405125554978,0.200675541132201,33.3121398279453,272.3,72,72,19.1,-0.30120465957124726,0.22651879456809876,0.3935171292825571,0.573547657436141,3,HP,116.722478,100,"(110,120]"
2020_October_ARPA_1.2,1,2020,2020_October,October,110.7378401,110.7378401,1.859,5.22755277234181,0.362847227658186,5.5904,ARPA,212.5,1.676336375,12.9897993879633,47,21,138,0.5,91,8.99082267493689,4.01717608880159,26.3985857264105,0.0956470497333712,17.4077630514736,413.5,47,47,201,-0.03298231794917805,-1.9611519494357457,2.20922635446595,-1.5324806234066564,25,HP,110.7378401,88,"(110,120]"
2020_October_ABCO_1.2,1,2020,2020_October,October,157.234315,157.234315,2.674,2.90222482018539,0.143875179814608,3.0461,ABCO,267,2.002079002,16.1466723187791,13,29,107,0.5,94,4.47932217710466,9.99233408738731,36.8682671500152,0.172281622196333,32.3889449729106,343.6,57,57,76.6,-0.6043043239133321,-0.47511029501631924,0.3851411469266147,0.08000822310558348,NA,HP,157.234315,100,"(150,160]"
2020_October_PIJE_1.2,1,2020,2020_October,October,105.6876457,105.6876457,3.201,6.63937650128902,0.120823498710985,6.7602,PIJE,249.1,1.744179014,19.3928847641145,14,44,170,54,102,2.10863173632071,6.62712831415081,25.6048139410372,8.13329384009418,15.3628883646223,384.6,30,84,135.5,0.9526584310015087,-0.09280951066149204,-2.193152534181027,-2.7506208767900615,NA,HP,105.6876457,100,"(100,110]"
2020_October_ARPA_1.2,1,2020,2020_October,October,72.67358626,72.67358626,5.802,2.58372988793398,0.134770112066019,2.7185,ARPA,276.7,1.676336375,12.9897993879633,17,30,123,0.5,106,6.57963515435185,11.6111208606209,47.6055955285458,0.193518681010349,41.0259603741939,302,28,28,25.3,-1.4733294430122021,-1.2744861402031333,0.20929165236613978,0.012199234855511863,10,HP,72.67358626,57,"(70,80]"
2020_October_CADE_1.2,1,2020,2020_October,October,133.4392375,133.4392375,0.994,3.01139188369323,0.159608116306766,3.171,CADE,271.4,1.614745587,16.1734190782422,14,36,144,16,114,4.64901299489129,11.9546048440062,47.8184193760247,5.31315770844719,37.8562486726862,272.9,81,97,1.5,0.561283193068651,0.01715577655516511,-0.8664349669875069,0.6714544541421946,2,HP,133.4392375,100,"(130,140]"
2020_October_ABCO_1.2,1,2020,2020_October,October,140.3123838,140.3123838,2.738,3.29265460567381,0.166245394326187,3.4589,ABCO,270,2.002079002,16.1466723187791,12,28,163,37,114,3.64447579145469,8.50377684672761,49.5041295005929,11.2371336903186,34.6225200188196,287.3,75,112,17.3,0.8450708911081423,-0.28928249520528126,-1.9953983384262548,0.12139950557367465,2,HP,140.3123838,100,"(140,150]"
2020_October_PIJE_1.2,1,2020,2020_October,October,138.1393476,138.1393476,1.466,5.17404243841036,0.238457561589642,5.4125,PIJE,246,1.744179014,19.3928847641145,12,54,161,15,134,2.31926972823339,10.4367137770502,31.1168688537979,2.89908716029173,25.8985119652728,291.1,95,110,45.1,1.7105130407511988,0.8432987365996395,-0.83333549012794506,0.29616784216481196,1,HP,138.1393476,92,"(130,140]"
2020_October_CADE_1.2,1,2020,2020_October,October,124.7148289,124.7148289,1.251,2.82798809594904,0.13291190405096,2.9609,CADE,268.2,1.614745587,16.1734190782422,10,34,149,0.5,139,3.53608277712503,12.0226814422251,52.6876333791629,0.176804138856251,49.1515506020379,283.7,78,78,15.5,0.21482202824149285,-0.5331409781495104,-0.28477571167076043,1.1938276672195072,3,HP,124.7148289,100,"(120,130]"
2020_October_ARPA_1.2,1,2020,2020_October,October,145.1628825,145.1628825,2.006,3.01220961258021,0.231890387419794,3.2441,ARPA,271.7,1.676336375,12.9897993879633,26,28,175,0.5,149,8.63153742402702,9.29550184125987,58.0968865078742,0.165991104308212,49.4653490838472,283.6,40,40,11.9,-0.6301232743318763,-2.1386570215147094,0.27169667207351056,0.4020436567349739,15,HP,145.1628825,100,"(140,150]"
2020_October_CADE_1.2,1,2020,2020_October,October,161.4745587,161.4745587,0.318,3.19975937289363,0.197840627106373,3.3976,CADE,257.5,1.614745587,16.1734190782422,19,28,214,0.5,195,5.93794650965201,8.75065801422401,66.8800291087121,0.156261750254,60.9420825990601,307.2,84,84,49.7,1.1783409335568351,-1.9147569492414076,-0.05559324166886892,1.1833497621289286,2,HP,161.4745587,100,"(160,170]"
2020_October_PIJE_1.2,1,2020,2020_October,October,141.1518325,141.1518325,2.906,7.17356798694301,0.233932013056992,7.4075,PIJE,254.3,1.744179014,19.3928847641145,21,24,319,10,288,2.92741353232077,3.34561546550945,44.4688055623964,1.39400644396227,40.1473855861134,297.8,62,72,43.5,1.731213670158645,-4.07891767228757,-1.037437806853763,1.113099883915264,605,HP,141.1518325,92,"(140,150]"
2020_October_ARPA_1.2,1,2020,2020_October,October,112.1722846,112.1722846,0.109,2.99050920174165,0.142090798258346,3.1326,ARPA,228.8,1.676336375,12.9897993879633,33,21,329,0.5,296,11.0349100349803,7.02221547680567,110.014709136622,0.167195606590611,98.9797991016418,286.3,50,50,57.5,1.2654783480332983,-4.978013247646136,-0.16210273760619698,1.1272737805653414,5,HP,112.1722846,88,"(110,120]"
2020_October_PIJE_1.3,1,2020,2020_October,October,108.8312369,108.8312369,3.501,8.02946882710846,0.263931172891539,8.2934,PIJE,246,1.676606061,18.2505783689994,49,32,75,0.5,26,6.10252073394569,3.98531966298494,9.34059296012096,0.0622706197341397,3.23807222617527,275.9,68,68,29.9,-0.6535629672034864,-0.020234515819743792,1.8548940275740804,-0.27178921353179564,31,HP,108.8312369,100,"(100,110]"
2020_October_QUKE_1.3,1,2020,2020_October,October,102.1552915,102.1552915,3.728,0.744690777847407,0.0222092221525929,0.7669,QUKE,225.5,1.632308846,17.1497129735936,3,32,32,0.5,29,4.028517727414,42.9708557590827,42.9708557590827,0.671419621235667,38.9423380316687,223.3,14,14,-2.19999999999999,-3.4494727360741377,0.267385088522383,-0.47028624731115987,0.6973201973892471,1,HP,102.1552915,67,"(100,110]"
2020_October_ABCO_1.3,1,2020,2020_October,October,191.840796,191.840796,0.112,4.55027647183529,0.353723528164711,4.904,ABCO,248.7,1.91840796,7.87645875251509,15,33,70,12,43,3.2965029911578,7.25230658054716,15.3836806254031,2.63720239292624,9.44997524131903,288.8,109,121,40.1,0.5175105865359066,1.5321354299706944,-0.13127118794246362,0.8291405382302366,NA,HP,191.840796,100,"(190,200]"
2020_October_QUKE_1.3,1,2020,2020_October,October,134.3013699,134.3013699,1.369,0.949025067777298,0.0314749322227025,0.9805,QUKE,232.5,1.632308846,17.1497129735936,4,34,51,0.5,47,4.21485178401911,35.8262401641624,53.7393602462437,0.526856473002389,49.5245084622246,238.9,16,16,6.40000000000001,-3.0225836013243907,0.06657706358092899,-0.41960935129041044,0.5339004873228281,0,HP,134.3013699,75,"(130,140]"
2020_October_QUKE_1.3,1,2020,2020_October,October,52.40929705,52.40929705,3.4,0.602599541491184,0.0147004585088161,0.6173,QUKE,220.3,1.632308846,17.1497129735936,4,32,61,0.5,57,6.63790747351327,53.1032597881062,101.228088971077,0.829738434189159,94.5901814975641,223.8,14,14,3.5,-3.1160432827115967,-0.23495157763100416,-0.5666000571488806,0.7741672990035834,1,HP,52.40929705,50,"(50,60]"
2020_October_ABCO_1.3,1,2020,2020_October,October,151.0797581,151.0797581,2.755,3.46061137169096,0.145788628309039,3.6064,ABCO,264.3,1.91840796,7.87645875251509,12,36,125,53,60,3.4675953787138,10.4027861361414,36.1207851949354,15.3152129226526,17.337976893569,304.6,44,97,40.3,0.12624822152670764,0.5384409748731479,-2.48632032572818,-1.4596881285115577,2,HP,151.0797581,100,"(150,160]"
2020_October_ABCO_1.3,1,2020,2020_October,October,148.6011905,148.6011905,2.61,4.17417577693397,0.16872422306603,4.3429,ABCO,265.1,1.91840796,7.87645875251509,18,43,88,4,66,4.31222856005873,10.3014348934736,21.0820062936205,0.958273013346384,15.8115047202153,333,77,81,67.9,0.1900705004079207,0.9061263982539018,0.5415406146634029,-0.24443723669259732,NA,HP,148.6011905,100,"(140,150]"
2020_October_ABCO_1.3,1,2020,2020_October,October,165.5562958,165.5562958,2.223,4.60042698794088,0.584073012059117,5.1845,ABCO,274.4,1.91840796,7.87645875251509,10,47,79,0.5,69,2.17371127206519,10.2164429787064,17.172319049315,0.108685563603259,14.9986077772498,294,135,135,19.6,1.5194919470255848,2.306641920882745,0.23200120034180807,1.3035495299619002,2,HP,165.5562958,100,"(160,170]"
2020_October_QUKE_1.3,1,2020,2020_October,October,163.2308846,163.2308846,1.969,1.63024064547962,0.0950593545203815,1.7253,QUKE,228.6,1.632308846,17.1497129735936,3,40,73,0.5,70,1.84021911631175,24.5362548841567,44.7786651635859,0.306703186051958,42.9384460472742,263.1,30,30,34.5,-2.0693662877631023,0.24776332266674947,-0.4025268281650901,0.4109169063243793,NA,HP,163.2308846,33,"(160,170]"
2020_October_CADE_1.3,1,2020,2020_October,October,86.6773492,86.6773492,3.416,3.7645026224788,0.218197377521197,3.9827,CADE,250.3,1.332118267,8.02320867538259,23,46,96,0.5,73,6.10970486848944,12.2194097369789,25.5013768423907,0.132819671054118,19.3916719739013,333.6,79,79,83.3,0.39495970368998734,0.8019234156155465,0.9158879626559238,-0.31901336611417275,NA,HP,86.6773492,100,"(80,90]"
2020_October_ABCO_1.3,1,2020,2020_October,October,133.2172261,133.2172261,2.961,3.68806456083763,0.206435439162372,3.8945,ABCO,245,1.91840796,7.87645875251509,24,30,132,31,77,6.50747827325158,8.13434784156448,35.7911305028837,8.40549276961663,20.8781594600155,277.5,88,119,32.5,0.8712181307177782,0.28680209085896946,-1.0271225198525658,0.08623984716455951,4,HP,133.2172261,100,"(130,140]"
2020_October_ABCO_1.3,1,2020,2020_October,October,94.39925633,94.39925633,3.377,3.55891027786146,0.115289722138537,3.6742,ABCO,240.8,1.91840796,7.87645875251509,26,35,104,0.5,78,7.30560704543058,9.83447102269501,29.2224281817223,0.140492443181357,21.9168211362917,265.8,85,85,25,-0.019981806445366707,0.21271152554430783,0.598049885907734,0.8221018953199377,6,HP,94.39925633,100,"(90,100]"
2020_October_CECO_1.3,1,2020,2020_October,October,89.40914158,89.40914158,3.338,1.50166448912015,0.0290355108798483,1.5307,CECO,242.4,1.182514359,30.1196615632554,11,23,96,3,82,7.32520485081529,15.3163374153411,63.9290605162062,1.99778314113144,54.6060725242594,273.2,95,98,30.8,-0.16716865347398357,0.20198746334551645,-0.154068846615385,1.5977970190895023,3,HP,89.40914158,92,"(80,90]"
2020_October_CADE_1.3,1,2020,2020_October,October,132.1054123,132.1054123,0.682,3.31697890519694,0.204921094803055,3.5219,CADE,256,1.332118267,8.02320867538259,24,36,129,20,85,7.23549973814953,10.8532496072243,38.8908110925537,6.02958311512461,25.6257282392796,346.9,75,95,90.9,0.8369256719946943,0.1387595322354039,-0.08043221166078196,-0.7522810225860723,11,HP,132.1054123,100,"(130,140]"
2020_October_CADE_1.3,1,2020,2020_October,October,102.022792,102.022792,3.528,2.84224437950631,0.157755620493693,3,CADE,236.9,1.332118267,8.02320867538259,16,43,132,29,87,5.62935408206495,15.1288890955496,46.4421711770359,10.2032042737427,30.6096128212282,251.9,36,65,15,-0.5805646067866391,0.008798520790493317,-1.4996802352312524,-0.5254303793870673,3,HP,102.022792,100,"(100,110]"
2020_October_CADE_1.3,1,2020,2020_October,October,119.1923916,119.1923916,2.091,3.77673960151733,0.225360398482672,4.0021,CADE,250.7,1.332118267,8.02320867538259,17,35,193,84,92,4.50123699107297,9.26725262867965,51.1022787810049,22.2414063088312,24.3596354811008,348.1,1,85,97.4,0.4765611150033191,-0.7881431602061818,-3.8706406961357644,-3.4707700947065607,1,HP,119.1923916,100,"(110,120]"
2020_October_PIJE_1.3,1,2020,2020_October,October,96.59353349,96.59353349,3.761,5.79712862001074,0.259071379989261,6.0562,PIJE,246.4,1.676606061,18.2505783689994,32,45,127,0.5,95,5.51997412814703,7.76246361770677,21.9073973210835,0.0862495957522974,16.3874231929365,290.7,53,53,44.3,-0.23583332083574135,-0.35116381828836046,0.8909897933479769,-0.3564311750380251,13,HP,96.59353349,100,"(90,100]"
2020_October_CADE_1.3,1,2020,2020_October,October,95.37712895,95.37712895,2.661,3.6729229548157,0.191377045184304,3.8643,CADE,225.4,1.332118267,8.02320867538259,17,44,120,0.5,103,4.62846626763862,11.9795597515352,32.6715265950961,0.1361313608129,28.0430603274575,318.2,127,127,92.8,1.8710032884241228,1.2431943899723343,0.48055167483370576,0.9420097887205189,NA,HP,95.37712895,100,"(90,100]"
2020_October_CADE_1.3,1,2020,2020_October,October,133.2118267,133.2118267,1.802,2.82081775092102,0.351582249078983,3.1724,CADE,256,1.332118267,8.02320867538259,17,34,205,84,104,6.02662117907099,12.053242358142,72.6739612770325,29.7785987671743,36.8687413307872,365.1,59,143,109.1,2.392429982774961,0.016092917421516653,-3.7562494754429494,-2.6797872596930477,2,HP,133.2118267,100,"(130,140]"
2020_October_ABCO_1.3,1,2020,2020_October,October,131.3047634,131.3047634,1.821,4.99386670542072,0.318133294579277,5.312,ABCO,248.6,1.91840796,7.87645875251509,12,51,122,6,104,2.40294759709431,10.2125272876508,24.4299672371255,1.20147379854715,20.825545841484,270.9,119,125,22.3,1.6135091047634773,1.5891492381772487,-0.3031183978039249,1.1278960441274641,2,HP,131.3047634,100,"(130,140]"
2020_October_PIJE_1.3,1,2020,2020_October,October,122.3776224,122.3776224,3.007,9.69693328530259,0.362366714697407,10.0593,PIJE,267.7,1.676606061,18.2505783689994,28,45,140,0.5,112,2.88751084246799,4.64064242539499,14.43755421234,0.0515626936154998,11.550043369872,407.9,94,94,140.2,1.7987858589397923,0.22712607348939987,1.387389021430389,-0.880723760956462,24,HP,122.3776224,94,"(120,130]"
2020_October_PIJE_1.3,1,2020,2020_October,October,112.3178808,112.3178808,3.748,5.97622703894579,0.205172961054211,6.1814,PIJE,265.7,1.676606061,18.2505783689994,39,44,162,5,118,6.52585648869184,7.36250475647285,27.1074038761046,0.836648267781005,19.7448991196317,314.1,48,53,48.4,0.27319115204087596,-1.051417129132596,0.9582598163903974,-0.8883510112427182,13,HP,112.3178808,100,"(110,120]"
2020_October_ARPA_1.3,1,2020,2020_October,October,84.92503594,84.92503594,4.883,2.58134785680279,0.0846521431972111,2.666,ARPA,240.2,1.2818013,13.9170590365809,11,32,141,8,122,4.26133966060057,12.3966244672017,54.6226265586073,3.09915611680041,47.2621307812063,270.8,113,121,30.6,1.1753915753107982,0.3110862077381506,-0.590305555621032,1.6502997973160403,5,HP,84.92503594,67,"(80,90]"
2020_October_CADE_1.3,1,2020,2020_October,October,90.77726218,90.77726218,5.176,3.64792013970913,0.219279860290868,3.8672,CADE,231.5,1.332118267,8.02320867538259,40,45,169,0.5,129,10.965152324631,12.3357963652099,46.3277685715662,0.137064404057888,35.3626162469351,291.9,113,113,60.4,2.07153359540223,-0.06580561980142262,1.1405307550459496,0.49201771336796174,NA,HP,90.77726218,100,"(90,100]"
2020_October_CADE_1.3,1,2020,2020_October,October,123.1968811,123.1968811,1.38,3.89692063463017,0.290579365369835,4.1875,CADE,268.5,1.332118267,8.02320867538259,20,33,164,0.5,144,5.13225746048536,8.46822480980084,42.0845111759799,0.128306436512134,36.9522537154946,316.2,64,64,47.7,0.23212786501513905,-1.2056311967519713,0.28135553310021527,0.39212296073916253,3,HP,123.1968811,100,"(120,130]"
2020_October_ABCO_1.3,1,2020,2020_October,October,173.6986301,173.6986301,1.117,8.65091209618768,1.00538790381232,9.6563,ABCO,276.8,1.91840796,7.87645875251509,24,38,185,0.5,161,2.77427394165482,4.39260040762014,21.3850283002559,0.0577973737844755,18.6107543586011,406.5,109,109,129.7,2.5101112581405567,-0.5477134218043039,0.9691286151059254,-0.12324716611542508,NA,HP,173.6986301,100,"(170,180]"
2020_October_PIJE_1.3,1,2020,2020_October,October,146.4377999,146.4377999,1.68,8.16263360369179,0.259566396308209,8.4222,PIJE,295.3,1.676606061,18.2505783689994,32,41,200,0.5,168,3.92030336698282,5.02288868894673,24.5018960436426,0.0612547401091065,20.5815926766598,367.3,81,81,72,1.7623157897414972,-1.2639151585748436,1.0058985756976402,-0.3873141685900398,8,HP,146.4377999,92,"(140,150]"
2020_October_CADE_1.3,1,2020,2020_October,October,71.19629484,71.19629484,6.316,4.66611080586081,0.255389194139195,4.9215,CADE,230.2,1.332118267,8.02320867538259,33,31,228,0.5,195,7.07227097105169,6.64364848795765,48.8629630727208,0.107155620773511,41.7906921016691,513.2,63,63,283,2.1871116945412488,-2.545731644222972,1.7328509936943988,-1.951944655750288,5,HP,71.19629484,100,"(70,80]"
2020_October_ARPA_1.3,1,2020,2020_October,October,128.18013,128.18013,0.113,3.0109503836255,0.216349616374496,3.2273,ARPA,279,1.2818013,13.9170590365809,14,23,213,0.5,199,4.64969468648052,7.63878412778943,70.7417834443108,0.166060524517162,66.0920887578303,335.3,50,50,56.3,0.16493264418330292,-2.6934047803745216,-0.1737063035518396,0.6281442987583452,11,HP,128.18013,100,"(120,130]"
