individual,site,year,month,year.month,lfm.outliers.out,lfm.NAs.imputed,mpa,dw.flam.sample,ww.flam.sample,sample.wt,spp,start.temp,gww.gdw.saturated,gdw.gww.saturated,fd,fh,gd,gti,pfg,dry.norm.fd,dry.norm.fh,dry.norm.gd,dry.norm.gti,dry.norm.pfg,temp.max,ttfg,tti,temp.change,PC1,PC2,PC3,PC4,model,LFM,prop.ignite,bins10lfm,flam.index,precip.2mo
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,62.62002743,62.62002743,5.751,0.30137739350485,0.18872260649515,0.4901,ADFA,279.2,0.9473503097,0.961266523209345,4,3.5,141,36,101,13.2723956282263,11.613346174698,467.851945894976,119.451560654036,335.127989612713,299.4,9,45,20.2,-1.9183441335286109,0.6884650511850868,-1.1631044074895776,0.10323381226854322,EPI,62.62002743,91,"(60,70]",7.02217628433535,0.01
2020_September_ADFA_1.5,St. Marys,2020,September,2020_September,55.69994093,55.69994093,7.252,0.336608990895296,0.187491009104704,0.5241,ADFA,270,0.9275584515,1.07809917355372,5,11,109,10,94,14.854029854346,32.6788656795611,323.817850824742,29.708059708692,279.255761261704,289.5,17,27,19.5,1.0450073019328587,-0.12187979863076057,0.5333114131091111,-0.846622090590645,EPI,55.69994093,87,"(50,60]",10.3476362734894,0.01
2020_September_ADFA_1.6,Painted Caves,2020,September,2020_September,63.30498177,63.30498177,5.741,0.32430119047619,0.20529880952381,0.5296,ADFA,274.6,1.071710008,0.933088235294118,1,1.5,120,25,94,3.08355328123108,4.62532992184661,370.026393747729,77.0888320307769,289.854008435721,275.1,24,49,0.5,-2.0502849355878574,1.3169685947527856,1.1963824161975882,-0.5641469666649617,EPI,63.30498177,91,"(60,70]",6.3756641015309,0.01
2020_September_ADFA_2.1,Painted Caves,2020,September,2020_September,68.22268326,68.22268326,4.68,0.288308324768756,0.196691675231244,0.485,ADFA,279.3,0.9482758621,1.05454545454545,5,7,129,30,94,17.34254466641,24.279562532974,447.437652393379,104.05526799846,326.039839728509,328.2,12,42,48.9,-0.8505413052138244,0.27841746624479985,-0.6319833564457812,0.8118885381300449,EPI,68.22268326,91,"(60,70]",7.9126905927999,0.01
2020_September_ADFA_2.2,Painted Caves,2020,September,2020_September,62.05663189,62.05663189,6.567,0.298229078535957,0.185070921464043,0.4833,ADFA,267.8,0.9614890886,1.04005340453939,4,15,117,32,81,13.4125083296253,50.2969062360949,392.31586864154,107.300066637002,271.603293674912,342.6,8,40,74.8,0.2953706186929156,0.42456018611658,-1.250870631167344,1.1536365859730713,EPI,62.05663189,91,"(60,70]",9.392148784461,0.01
2020_September_ADFA_2.3,Painted Caves,2020,September,2020_September,56.87061184,56.87061184,7.326,0.268182800511509,0.152517199488491,0.4207,ADFA,279.2,0.9564,1.04558762024258,3,6.5,146,26,117,11.1863997030311,24.2371993565674,544.404785547515,96.9487974262698,436.269588418214,304.2,16,42,25,-1.6199827006094214,-0.3011136399182859,-0.28985555938471086,-0.043297309226913036,EPI,56.87061184,87,"(50,60]",7.81945901536172,0.01
2020_September_ADFA_2.4,Painted Caves,2020,September,2020_September,79.38973648,79.38973648,3.444,0.297731637544456,0.236368362455544,0.5341,ADFA,267.5,1.079264214,0.926557173845677,8,9,50,22,20,26.8698350836346,30.2285644690889,167.936469272716,73.8920464799951,67.1745877090865,339.2,13,35,71.7,2.4056643525147052,2.518055095458892,0.6748091223892265,1.306060926068786,EPI,79.38973648,88,"(70,80]",8.92059763172536,0.01
2020_September_ADFA_2.5,Painted Caves,2020,September,2020_September,47.60170006,47.60170006,7.76,0.309278280542986,0.147221719457014,0.4565,ADFA,287.6,0.9522116904,1.05018664454583,5,14.5,124,24,95,16.1666703242844,46.8833439404248,400.933424042253,77.6000175565652,307.166736161404,303.3,9,33,15.7,0.4891790146794686,-0.1354760759257957,-1.038571433717767,-0.3053398140147326,EPI,47.60170006,100,"(40,50]",10.0989229565625,0.01
2020_September_ADFA_2.6,Painted Caves,2020,September,2020_September,64.19871795,64.19871795,6.42,0.288857310169822,0.185442689830178,0.4743,ADFA,280.4,0.9452848407,1.05788219271365,9,12,102,19,74,31.157251982679,41.543002643572,353.115522470362,65.7764208523223,256.18184963536,324.5,18,37,44.1,1.0281032146138818,-0.004945027629060031,0.511428649285143,0.4009236529889456,EPI,64.19871795,91,"(60,70]",9.23343188635677,0.01
2020_September_ADFA_1.1,St. Marys,2020,September,2020_September,62.97556449,62.97556449,6.91,0.310844144999051,0.195755855000949,0.5066,ADFA,264.2,1.0304679,0.970432946145723,6,8.5,169,27,136,19.30227767365,27.3448933710041,543.680821141141,86.8602495314249,437.518293936066,294,20,47,29.8,-2.299721713674276,-1.5602474586424129,-0.229490868404155,-0.5552538421685718,EPI,62.97556449,91,"(60,70]",7.81538041762737,0.01
2020_September_ADFA_1.2,St. Marys,2020,September,2020_September,83.04843305,83.04843305,3.57,0.305055875486381,0.253344124513619,0.5584,ADFA,276,1.024280911,0.976294675419402,10,15,111,18,83,32.7808798439171,49.1713197658757,363.86776626748,59.0055837190508,272.081302704512,301.4,8,26,25.4,1.7901123399193284,-0.44844240931021634,-0.8664759350429344,-0.5723593954873804,EPI,83.04843305,93,"(80,90]",11.2483046707181,0.01
2020_September_ADFA_1.3,St. Marys,2020,September,2020_September,74.64550979,74.64550979,2.18,0.27077707326503,0.20212292673497,0.4729,ADFA,278.8,1.0023465,0.997658993367148,6,4,116,28,82,22.1584491170246,14.7722994113497,428.396682929142,103.406095879448,302.832137932669,286.9,19,47,8.09999999999997,-1.1712775806870657,0.9916750932465012,0.5095823764395019,-0.31503115289964717,EPI,74.64550979,88,"(70,80]",6.99845407974299,0.01
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,94.73503097,94.73503097,1.087,0.29691627496024,0.28128372503976,0.5782,ADFA,281.2,0.9473503097,0.961266523209345,10,10.5,176,22,144,33.6795280128686,35.363504413512,592.759693026488,74.0949616283109,484.985203385308,334.2,12,34,53,-0.9303826629539461,-2.8421072108832983,-1.2216778511403636,0.3010337616247152,EPI,94.73503097,91,"(90,100]",9.30459029321165,0.01
2020_September_ADFA_1.5,St. Marys,2020,September,2020_September,65.84311303,65.84311303,3.082,0.273812998137803,0.180287001862197,0.4541,ADFA,279,0.9275584515,1.07809917355372,12,10,95,8,75,43.825530860886,36.521275717405,346.952119315347,29.217020573924,273.909567880537,285.7,21,29,6.69999999999999,1.7326088583058394,-0.29594126424172307,1.2656492435917832,-1.0237451403132276,EPI,65.84311303,91,"(60,70]",9.85106952830348,0.01
2020_September_ADFA_1.6,St. Marys,2020,September,2020_September,73.03595206,73.03595206,3.996,0.310340130819546,0.226659869180454,0.537,ADFA,277.9,1.071710008,0.933088235294118,10,10.5,152,29,113,32.2227098815484,33.8338453756258,489.785190199535,93.4458586564903,364.116621661497,333.8,19,48,55.9,-1.2571294517342393,-1.5242734215662432,-0.2273658879368167,0.6736394347619342,EPI,73.03595206,88,"(70,80]",8.06999835954569,0.01
2020_September_ADFA_2.1,Painted Caves,2020,September,2020_September,91.26827341,91.26827341,1.13,0.272705969840942,0.248894030159058,0.5216,ADFA,277.7,0.9482758621,1.05454545454545,6,6.5,143,13,110,22.001718567069,23.8351951143247,524.374292515143,47.6703902286494,403.364840396264,305.5,18,31,138.3,-0.2885976521606109,-0.931749947465921,0.33444262632469346,-0.3205716876453937,EPI,91.26827341,91,"(90,100]",8.87572742543367,0.01
2020_September_ADFA_2.2,Painted Caves,2020,September,2020_September,65.15629481,65.15629481,3.488,0.284881663483244,0.185618336516756,0.4705,ADFA,276.3,0.9614890886,1.04005340453939,4,6,109,19,86,14.0409177308643,21.0613765962965,382.615008166052,66.6943592216055,301.879731213583,332.5,6,25,56.2,0.8390462269445954,0.6334109213686943,-0.7824558085719935,0.7762313110754773,EPI,65.15629481,91,"(60,70]",9.59516881628309,0.01
2020_September_ADFA_2.3,Painted Caves,2020,September,2020_September,69.72434561,69.72434561,3.298,0.26566607069742,0.18523392930258,0.4509,ADFA,272.5,0.9564,1.04558762024258,10,7,130,26,94,37.6412387692122,26.3488671384486,489.336103999759,97.8672207999518,353.827644430595,308.4,18,44,35.9,-0.721160476158069,-0.4036836244529541,0.14058822752870698,0.03328299819015075,EPI,69.72434561,91,"(60,70]",7.76306706597138,0.01
2020_September_ADFA_2.4,Painted Caves,2020,September,2020_September,62.38394729,62.38394729,6.166,0.279830616008853,0.174569383991147,0.4544,ADFA,289.6,1.079264214,0.926557173845677,9,16,120,11,100,32.1623135036635,57.1774462287351,428.830846715513,39.3094942822554,357.359038929594,379.1,10,21,89.5,2.2329348758755883,-1.7506771804792338,-0.6282605859623281,1.5876921612537787,EPI,62.38394729,91,"(60,70]",12.4722735489471,0.01
2020_September_ADFA_2.5,Painted Caves,2020,September,2020_September,70.07993909,70.07993909,3.549,0.315322314234557,0.220977685765443,0.5363,ADFA,281.6,0.9522116904,1.05018664454583,16,13,111,17,78,50.741730850352,41.227656315911,352.020757774317,53.913089028499,247.365937895466,289.4,15,32,7.79999999999995,1.5900164602172366,-0.9488645862647934,0.03803849677136249,-0.9867245542499931,EPI,70.07993909,88,"(70,80]",9.98368173842295,0.01
