fh,ttfg,tti,fd,gd,gti,pfg,temp_change,hydration,spp,year_month,sample,F.Group,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,swc_sat,model_spp_gr_sample,round,model_spp_gr,model,lfm_notes,ignition,prop_new,glow,year,month,dry_wt,fresh_wt,water_wt,site,bottle_wt,ttms,lfm_outliers_out,precip_2mo,season,prop_ignite,ros,bins5lfm,bins10lfm,bins20lfm,gdw_gfw,gww_gdw,gdw_gww,dw_flam_sample,ww_flam_sample,gww_gdw_saturated,gdw_gww_saturated,rwc,rwd,max_mpa_sample,flam_index,mean_wt,dry_norm_fh,dry_norm_gd,dry_norm_fd,dry_norm_pfg,dry_norm_ttfg,dry_norm_tti,dry_norm_gti,fh_nas_imputed,location,ignition_num,ambient_humidity,ambient_temp,prop_new_lfm,sample_length,temp_start_higher,taller_temp_start,taller_temp_max,lower_temp_max,surface_temp_start,temp_at_ignition_taller,temp_at_ignition_lower,notes_flam,glow_pre_ignition,ignition2,n,prop_new_flam,start_temp,id,pos_mpa,rwc_max_wc,rwd_max_wc,individual,mpa,sample_wt,lfm
40,75,96,16,69,21,32,37.900000000000034,hydrated,cade,2020_october,1.6,Gymnosperm,0.5652309301827662,1.1618474552168612,-0.6613731351501266,-0.09053627567640886,0.1688178493350612,-0.041197576558943454,0.11350955687728333,-0.023580810107700183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,28,61,15,104,33,56,39.900000000000006,dry,cade,2020_october,1.6,Gymnosperm,0.4514978119546135,0.1120643859283999,-0.43151541271696836,-1.2812627629570545,0.2750504639452031,0.08197101087018743,-0.0449610446893354,-0.01411193706096363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,26,105,12,172,0.5,81,32.99999999999997,dry,cade,2020_october,1.6,Gymnosperm,-0.20823194055431418,0.015520368398040347,-0.17194904395903607,-0.8275255396933187,0.8459811230329024,0.5587605230261407,1.0368346832531012,0.6551882664021343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,78,78,30,93,0.5,63,66.49999999999997,moderate,cade,2020_october,1.6,Gymnosperm,0.28097046938178927,1.360804003919836,0.9442085993381018,-0.44561825622572915,0.10695590134653767,0.7085606604515635,0.0015942268271091032,-0.028242074109414823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,153,73,17,212,14,79.5,12.400000000000006,moderate,cade,2020_october,1.6,Gymnosperm,-0.4637821259656321,0.814550334398093,-0.052376978923780126,1.493202308081794,0.8274696375779449,1.1331366951660704,-1.2787592199832531,0.8784971921415488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,53,68,24,83,15,44,12.900000000000006,hydrated,cade,2020_october,1.6,Gymnosperm,0.6431216747696878,0.8280398384714568,-0.23594619953174983,-0.9461669992227116,0.228315511474104,1.3408780073596587,-0.02212037715554141,-0.006359336012485384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,51,50,20,195,0.5,175,13.700000000000044,hydrated,arpa,2020_october,1.5,Angiosperm,-0.21450927393651303,-1.3415640497489807,0.36414939118902673,0.17623139416039463,0.210283831055141,0.8538084955271016,-0.006902984383436008,-0.01872324440890137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,83,83,14,172,0.5,158,23.09999999999999,hydrated,arpa,2020_october,1.5,Angiosperm,-0.24432932453467426,-0.659196821506718,-0.05476083865644913,1.083036338524522,0.3554490855261661,0.15889267114592018,0.1551660031187741,-0.03190682754794686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,71,71,35,199,0.5,164,55.19999999999999,hydrated,arpa,2020_october,1.5,Angiosperm,-0.7889946048681585,-0.37233888458409553,1.2338585942524454,0.34973358760063006,-0.5088579607468695,0.5833855203992901,0.010983179976275537,-0.028554709618451565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,51,51,20,229,0.5,157,31.09999999999999,hydrated,arpa,2020_october,1.5,Angiosperm,-0.16044677259442644,-1.9898887519190522,-0.02372228182171687,1.0134119681997698,-1.0124440585464283,-0.7995354604645005,-0.015706859636186225,0.4271176786446807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,90,90,12,222,0.5,210,11.599999999999994,moderate,arpa,2020_october,1.5,Angiosperm,-0.5718833762747391,-2.0563392733923727,-0.6820431615333356,2.6095102794538283,-0.7079915805428892,-1.1153831197609136,0.274221240456953,-0.03941705169795174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,48,48,33,129,0.5,96,91.89999999999998,hydrated,arpa,2020_october,1.5,Angiosperm,0.3687699527251663,-0.17753464717399148,1.1406269942035638,-0.21983276727979462,-1.2052675911349022,-0.8573439071618331,-0.0603472820551021,-0.03292041396408472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
