"","hydration","...1","model.spp.gr.sample","individual","sample","round","model.spp.gr","spp","model","mpa","lfm.notes","fh","ttfg","gti","tti","fd","gd","pfg","ignition","start.temp","temp.max","ignition.temp","prop.new","sample.wt","glow","year.month","year","month","dry.wt","fresh.wt","water.wt","site","lfm.outliers.out","lfm.NAs.imputed","gr","precip.2month","precip.2mo","season","prop.ignite","ros","bins5lfm","bins10lfm","bins20lfm","temp.change","gdw.gfw","gww.gdw","gdw.gww","dw.flam.sample","ww.flam.sample","gww.gdw.saturated","gdw.gww.saturated","RWC","RWD","max.mpa.sample","flam.index","mean.wt","dry.norm.fh","dry.norm.gd","dry.norm.fd","dry.norm.pfg","dry.norm.ttfg","dry.norm.tti","dry.norm.gti"
"21","hydrated",200,"2020_September_HP_ADFA_(90,100]_2.5","2020_September_ADFA_2.5",2.5,1,"2020_September_HP_ADFA_(90,100]","ADFA","HP",0.151,"0",23,68,72,140,9,227,146,1,267,351.9,308.3,100,3.0939,1,"2020_September",2020,"September",0.2532,0.4943,0.2411,"Painted Caves",95.22116904,95.22116904,"(90,100]","2020_September",0.01,"Dry",56,1.11111111111111,"(95,100]","(90,100]","(80,100]",84.9,0.512239530649403,0.9522116904,1.05018664454583,1.58481788387619,1.50908211612381,0.9522116904,1.05018664454583,100,0,-0.151,11.6762367387361,1.75548139534884,14.5127085162277,143.2341231819,5.67888594113259,92.1241497117065,42.9071382218907,88.3382257509514,45.4310875290607
"22","moderate",211,"2020_September_HP_ADFA_(60,70]_1.4","2020_September_ADFA_1.4",1.4,2,"2020_September_HP_ADFA_(60,70]","ADFA","HP",5.33,"0",22,76,0.5,76,35,101,66,1,273.3,283.9,279.7,100,1.3686,1,"2020_September",2020,"September",0.324,0.5213,0.1973,"St. Marys",60.89506173,60.89506173,"(60,70]","2020_September",0.01,"Dry",42,0.285714285714286,"(60,65]","(60,70]","(60,80]",10.6,0.621523115288701,0.6089506173,1.64216928535226,0.850616535584117,0.517983464415883,0.9473503097,0.961266523209345,64.2793495779653,35.7206504220347,-0.225,16.312297458629,1.75548139534884,25.8635931464613,118.737404899663,41.1466254602793,77.5907794393838,89.3469581423208,89.3469581423208,0.587808935146847
"23","dry",218,"2020_September_HP_ADFA_(50,60]_2.1","2020_September_ADFA_2.1",2.1,2,"2020_September_HP_ADFA_(50,60]","ADFA","HP",7.86,"0",23,85,0.5,85,6,118,112,1,270.4,297.7,271.9,100,1.5,1,"2020_September",2020,"September",0.3104,0.484,0.1736,"Painted Caves",55.92783505,55.92783505,"(50,60]","2020_September",0.01,"Dry",20,1.66666666666667,"(55,60]","(50,60]","(40,60]",27.3,0.641322314049587,0.5592783505,1.78801843317972,0.96198347107438,0.53801652892562,0.9482758621,1.05454545454545,58.9784442326152,41.0215557673848,-0.319,15.425386200044,1.75548139534884,23.9089347079038,122.66323024055,6.23711340206186,116.426116838488,88.3591065292096,88.3591065292096,0.519759450171821
"24","moderate",220,"2020_September_HP_ADFA_(70,80]_2.2","2020_September_ADFA_2.2",2.2,2,"2020_September_HP_ADFA_(70,80]","ADFA","HP",0.873,"0",25,85,0.5,85,14,100,86,1,263.9,328.1,302.7,NA,1.7564,1,"2020_September",2020,"September",0.2947,0.518,0.2233,"Painted Caves",75.7719715,75.7719715,"(70,80]","2020_September",0.01,"Dry",61,0.714285714285714,"(75,80]","(70,80]","(60,80]",64.2,0.568918918918919,0.757719715,1.31974921630094,0.999249189189189,0.757150810810811,0.9614890886,1.04005340453939,78.8068969251951,21.1931030748049,-0.256,15.7334783848278,1.75548139534884,25.0187843737812,100.075137495125,14.0105192493175,86.0646182458073,85.063866870856,85.063866870856,0.500375687475624
"25","moderate",222,"2020_September_HP_ADFA_(60,70]_2.3","2020_September_ADFA_2.3",2.3,2,"2020_September_HP_ADFA_(60,70]","ADFA","HP",0.746,"0",21,59,19,78,24,111,68,1,294,296.7,291.4,NA,1.1064,1,"2020_September",2020,"September",0.2813,0.4623,0.181,"Painted Caves",64.3441166,64.3441166,"(60,70]","2020_September",0.01,"Dry",42,0.416666666666667,"(60,65]","(60,70]","(60,80]",2.69999999999999,0.608479342418343,0.643441166,1.55414364640884,0.673221544451655,0.433178455548345,0.9564,1.04558762024258,67.2774117524049,32.7225882475951,-0.106,15.890324245859,1.75548139534884,31.1932976195892,164.8788588464,35.6494829938163,101.006868482479,87.6383123597983,115.860819729903,28.2225073701045
"26","moderate",224,"2020_September_HP_ADFA_(70,80]_2.4","2020_September_ADFA_2.4",2.4,2,"2020_September_HP_ADFA_(70,80]","ADFA","HP",1.957,"Glowed past end of video",25,64,35,99,12,80,33,1,273.8,312.8,304.7,NA,1.9098,1,"2020_September",2020,"September",0.2862,0.4942,0.208,"Painted Caves",72.67645003,72.67645003,"(70,80]","2020_September",0.01,"Dry",61,0.833333333333333,"(70,75]","(70,80]","(60,80]",39,0.579117766086605,0.7267645003,1.37596153846154,1.1059991096722,0.803800890327802,1.079264214,0.926557173845677,67.3388861478548,32.6611138521452,-0.116,14.4021604633976,1.75548139534884,22.6039964963531,72.3327887883298,10.8499183182495,29.837275375186,57.8662310306638,89.5118261255581,31.6455950948943
"27","moderate",226,"2020_September_HP_ADFA_(80,90]_2.5","2020_September_ADFA_2.5",2.5,2,"2020_September_HP_ADFA_(80,90]","ADFA","HP",2.04,"flam. Wt. approx",22,80,0.5,80,14,61,47,1,298.2,316.5,288.8,50,2,1,"2020_September",2020,"September",0.2744,0.495,0.2206,"Painted Caves",80.39358601,80.39358601,"(80,90]","2020_September",0.01,"Dry",29,0.714285714285714,"(80,85]","(80,90]","(80,100]",18.3,0.554343434343434,0.8039358601,1.24388032638259,1.10868686868687,0.891313131313132,0.9522116904,1.05018664454583,84.4282703315989,15.5717296684011,-0.151,15.8221684091731,1.75548139534884,19.8432944606414,55.0200437317784,12.6275510204081,42.3924927113702,72.1574344023323,72.1574344023323,0.450983965014577
"28","moderate",230,"2020_September_HP_ADFA_(70,80]_1.1","2020_September_ADFA_1.1",1.1,3,"2020_September_HP_ADFA_(70,80]","ADFA","HP",3.979,"0",24,76,13,89,6,81,62,1,291.2,300.2,295.3,50,1.1661,1,"2020_September",2020,"September",0.3147,0.5476,0.2329,"St. Marys",74.00699078,74.00699078,"(70,80]","2020_September",0.01,"Dry",61,1.66666666666667,"(70,75]","(70,80]","(60,80]",9,0.574689554419284,0.7400699078,1.3512237011593,0.670145489408327,0.495954510591673,1.0304679,0.970432946145723,71.8188220904309,28.1811779095691,-0.123,15.1673488024686,1.75548139534884,35.8131187620015,120.869275821755,8.95327969050036,92.5172234685038,113.408209413005,132.806982075755,19.3987726627508
"29","moderate",232,"2020_September_HP_ADFA_(70,80]_1.2","2020_September_ADFA_1.2",1.2,3,"2020_September_HP_ADFA_(70,80]","ADFA","HP",2.444,"0",21,69,42,111,13,161,106,1,280,300.15,290.8,20,2.0713,1,"2020_September",2020,"September",0.324,0.5668,0.2428,"St. Marys",74.9382716,74.9382716,"(70,80]","2020_September",0.01,"Dry",61,0.769230769230769,"(70,75]","(70,80]","(60,80]",20.15,0.571630204657728,0.749382716,1.33443163097199,1.18401764290755,0.887282357092449,1.024280911,0.976294675419402,73.1618355816454,26.8381644183546,-0.244,12.9602950995876,1.75548139534884,17.7362221971888,135.97770351178,10.9795661220692,89.5256929953337,58.2761586479059,93.7486030422834,35.4724443943775
"30","moderate",234,"2020_September_HP_ADFA_(60,70]_1.3","2020_September_ADFA_1.3",1.3,3,"2020_September_HP_ADFA_(60,70]","ADFA","HP",7.005,"0",28,42,19,61,14,176,89,1,280,274.1,270,NA,1.6334,1,"2020_September",2020,"September",0.3671,0.61,0.2429,"St. Marys",66.16725688,66.16725688,"(60,70]","2020_September",0.01,"Dry",42,0.147058823529412,"(65,70]","(60,70]","(60,80]",-5.89999999999998,0.601803278688525,0.6616725688,1.51132153149444,0.982985475409836,0.650414524590164,1.0023465,0.997658993367148,66.0123588798883,33.9876411201117,-0.471,19.7292508009951,1.75548139534884,28.4846528259494,179.046389191682,14.2423264129747,90.5405036253392,42.7269792389241,62.0558507993898,19.3288715604657
"31","moderate",236,"2020_September_HP_ADFA_(60,70]_1.4","2020_September_ADFA_1.4",1.4,3,"2020_September_HP_ADFA_(60,70]","ADFA","HP",5.751,"0",26,75,0.5,75,25,101,76,1,264.6,328.7,300.1,100,1.3716,1,"2020_September",2020,"September",0.2916,0.4742,0.1826,"St. Marys",62.62002743,62.62002743,"(60,70]","2020_September",0.01,"Dry",42,0.4,"(60,65]","(60,70]","(60,80]",64.1,0.61493040911008,0.6262002743,1.59693318729463,0.843438549135386,0.528161450864614,0.9473503097,0.961266523209345,66.1001815155685,33.8998184844315,-0.225,17.10570657703,1.75548139534884,30.8261935936563,119.747905883049,29.6405707631311,90.1073351199184,88.9217122893932,88.9217122893932,0.592811415262621
"32","moderate",240,"2020_September_HP_ADFA_(60,70]_1.6","2020_September_ADFA_1.6",1.6,3,"2020_September_HP_ADFA_(60,70]","ADFA","HP",5.741,"0",18,96,53,149,11,206,142,1,278.5,318.3,296,50,1.8453,1,"2020_September",2020,"September",0.3292,0.5376,0.2084,"St. Marys",63.30498177,63.30498177,"(60,70]","2020_September",0.01,"Dry",42,0.909090909090909,"(60,65]","(60,70]","(60,80]",39.8,0.61235119047619,0.6330498177,1.57965451055662,1.12997165178571,0.715328348214286,1.071710008,0.933088235294118,59.0691337184938,40.9308662815062,-0.316,10.6941888314795,1.75548139534884,15.9296031644284,182.305458437347,9.73475748937289,125.666869408268,84.957883543618,131.861715083324,46.9038315397058
"33","moderate",248,"2020_September_HP_ADFA_(70,80]_2.4","2020_September_ADFA_2.4",2.4,3,"2020_September_HP_ADFA_(70,80]","ADFA","HP",3.444,"0",26,43,34,77,23,146,89,1,295.8,312.7,297.2,NA,2.5541,1,"2020_September",2020,"September",0.3605,0.6467,0.2862,"Painted Caves",79.38973648,79.38973648,"(70,80]","2020_September",0.01,"Dry",61,0.434782608695652,"(75,80]","(70,80]","(60,80]",16.9,0.557445492500387,0.7938973648,1.25960866526904,1.42377153239524,1.13032846760476,1.079264214,0.926557173845677,73.5591298684531,26.4408701315469,-0.116,16.8391894112863,1.75548139534884,18.2613568317802,102.544542209227,16.154277197344,62.51002915494,30.2014747602519,54.0817106171952,23.8802358569434
"34","moderate",257,"2020_September_HP_ADFA_(70,80]_1.3","2020_September_ADFA_1.3",1.3,4,"2020_September_HP_ADFA_(70,80]","ADFA","HP",2.18,"0",20,76,20,96,9,153,124,1,264,297.4,296.2,50,1.3301,1,"2020_September",2020,"September",0.2962,0.5173,0.2211,"St. Marys",74.64550979,74.64550979,"(70,80]","2020_September",0.01,"Dry",61,1.11111111111111,"(70,75]","(70,80]","(60,80]",33.4,0.572588439976803,0.7464550979,1.33966530981456,0.761599884013145,0.568500115986855,1.0023465,0.997658993367148,74.4707641419409,25.5292358580591,-0.471,13.9157868705656,1.75548139534884,26.2605082009897,200.892887737571,11.8172286904454,162.815150846136,99.7899311637609,126.050439364751,26.2605082009897
"35","moderate",263,"2020_September_HP_ADFA_(70,80]_1.6","2020_September_ADFA_1.6",1.6,4,"2020_September_HP_ADFA_(70,80]","ADFA","HP",3.996,"0",21,50,15,65,24,145,106,1,263.9,311.4,297.3,NA,1.3616,1,"2020_September",2020,"September",0.3004,0.5198,0.2194,"St. Marys",73.03595206,73.03595206,"(70,80]","2020_September",0.01,"Dry",61,0.416666666666667,"(70,75]","(70,80]","(60,80]",47.5,0.577914582531743,0.7303595206,1.36918869644485,0.786888495575221,0.574711504424779,1.071710008,0.933088235294118,68.1489876130745,31.8510123869255,-0.316,17.7296836962359,1.75548139534884,26.6873897865909,184.270072335985,30.4998740418181,134.70777701803,63.5414042537878,82.6038255299241,19.0624212761363
"36","hydrated",265,"2020_September_HP_ADFA_(90,100]_2.1","2020_September_ADFA_2.1",2.1,4,"2020_September_HP_ADFA_(90,100]","ADFA","HP",1.13,"Temp probe turned off",24,94,0.5,94,17,86,69,1,256.5,300.15,302.6,NA,1.2584,1,"2020_September",2020,"September",0.2531,0.4841,0.231,"Painted Caves",91.26827341,91.26827341,"(90,100]","2020_September",0.01,"Dry",56,0.588235294117647,"(90,95]","(90,100]","(80,100]",43.65,0.522825862425119,0.9126827341,1.095670995671,0.657924065275769,0.600475934724231,0.9482758621,1.05454545454545,96.2465428655774,3.7534571344226,-0.319,14.6938024531763,1.75548139534884,36.4783738225784,130.714172864239,25.8388481243264,104.875324739913,142.873630805099,142.873630805099,0.759966121303718
"37","moderate",267,"2020_September_HP_ADFA_(60,70]_2.2","2020_September_ADFA_2.2",2.2,4,"2020_September_HP_ADFA_(60,70]","ADFA","HP",3.488,"0",17,72,15,87,14,98,69,1,268.3,324.7,308.4,NA,0.9893,1,"2020_September",2020,"September",0.3487,0.5759,0.2272,"Painted Caves",65.15629481,65.15629481,"(60,70]","2020_September",0.01,"Dry",42,0.714285714285714,"(65,70]","(60,70]","(60,80]",56.4,0.605487063726341,0.6515629481,1.53477112676056,0.59900835214447,0.39029164785553,0.9614890886,1.04005340453939,67.7660262425572,32.2339737574428,-0.256,14.2167061243537,1.75548139534884,28.3802386713631,163.603728811388,23.3719612587696,115.19038048965,120.198657902244,145.240044965211,25.0413870629675
"38","moderate",271,"2020_September_HP_ADFA_(60,70]_2.4","2020_September_ADFA_2.4",2.4,4,"2020_September_HP_ADFA_(60,70]","ADFA","HP",6.166,"0",26,80,9,89,13,129,107,1,284.7,307,295.2,NA,1.7187,1,"2020_September",2020,"September",0.3339,0.5422,0.2083,"Painted Caves",62.38394729,62.38394729,"(60,70]","2020_September",0.01,"Dry",42,0.769230769230769,"(60,65]","(60,70]","(60,80]",22.3,0.615824419033567,0.6238394729,1.6029764762362,1.05841742899299,0.660282571007009,1.079264214,0.926557173845677,57.8022938968678,42.1977061031322,-0.116,15.4606523470949,1.75548139534884,24.564977189328,121.880079131666,12.282488594664,101.094329202235,75.5845451979323,84.0878065326997,8.50326133476739
"39","moderate",273,"2020_September_HP_ADFA_(70,80]_2.5","2020_September_ADFA_2.5",2.5,4,"2020_September_HP_ADFA_(70,80]","ADFA","HP",3.549,"0",18,66,65,131,13,140,62,1,252.4,300.1,293.9,NA,1.3324,1,"2020_September",2020,"September",0.2627,0.4468,0.1841,"Painted Caves",70.07993909,70.07993909,"(70,80]","2020_September",0.01,"Dry",61,0.769230769230769,"(70,75]","(70,80]","(60,80]",47.7,0.587958818263205,0.7007993909,1.42694187941336,0.783396329453894,0.549003670546106,0.9522116904,1.05018664454583,73.5970160800706,26.4029839199294,-0.151,11.438812570775,1.75548139534884,22.9768755906066,178.709032371385,16.5944101487714,79.1425714787561,84.2485438322243,167.220594576082,82.9720507438572
