individual,site,year,month,year.month,lfm.outliers.out,lfm.NAs.imputed,mpa,dw.flam.sample,ww.flam.sample,sample.wt,spp,start.temp,gww.gdw.saturated,gdw.gww.saturated,fd,fh,gd,gti,pfg,dry.norm.fd,dry.norm.fh,dry.norm.gd,dry.norm.gti,dry.norm.pfg,temp.max,ttfg,tti,temp.change,PC1,PC2,PC3,PC4,model,LFM,prop.ignite,bins10lfm,flam.index,precip.2mo
2020_October_ARPA_1.5,1,2020,October,2020_October,99.48361024,99.48361024,2.108,3.9302181117124233,0.13678188828757687,4.067,ARPA,245.3,1.438068756,1.1822415707356981,33,31,129,0.5,96,8.396480567237951,7.8876029571023185,32.82260585374836,0.12721940253390837,24.426125286510405,337.2,48,48,91.89999999999998,-0.960427853407491,-1.580357749332029,-0.4837827352556906,-0.019691431417421135,HP,99.48361024,NA,"(90,100]",23.414388629474583,0.61
2020_October_ARPA_1.5,1,2020,October,2020_October,143.8068756,143.8068756,1.382,3.1678859550905902,0.23731404490940955,3.4052,ARPA,239.1,1.438068756,1.1822415707356981,20,21,229,0.5,157,6.3133585878813845,6.629026517275454,72.28795583124186,0.15783396469703462,49.55986491486887,270.2,51,51,31.099999999999994,0.6020533922248097,-0.4792494063323093,-0.6281728622737363,-1.6832797903344974,HP,143.8068756,NA,"(140,150]",20.552782937456275,0.61
2020_October_ARPA_1.5,1,2020,October,2020_October,119.9227373,119.9227373,0.998,3.130256580341891,0.17934341965810896,3.3096,ARPA,224.5,1.438068756,1.1822415707356981,14,35,172,0.5,158,4.472476821203871,11.181192053009676,54.94757237479041,0.15973131504299537,50.47509555358654,247.6,83,83,23.099999999999994,0.20729543143525747,0.1887959821446074,-0.02483661294414076,-1.6817630703336843,HP,119.9227373,NA,"(110,120]",17.32987996289332,0.61
2020_October_ARPA_1.5,1,2020,October,2020_October,125.0844912,125.0844912,0.084,3.9052258344186526,0.17347416558134787,4.0787,ARPA,269.6,1.438068756,1.1822415707356981,35,40,199,0.5,164,8.962349806131055,10.242685492721206,50.957360326288004,0.12803356865901508,41.995010520156946,324.8,71,71,55.19999999999999,-0.6359915424971425,-2.3110623497619556,-0.3873308654674423,-0.9240550009330888,HP,125.0844912,NA,"(120,130]",19.664938770991036,0.61
2020_October_ARPA_1.5,1,2020,October,2020_October,101.98712570000001,101.98712570000001,3.128,4.040917588890699,0.193382411109301,4.2343,ARPA,266.9,1.438068756,1.1822415707356981,20,40,195,0.5,175,4.949370918868539,9.898741837737077,48.25636645896825,0.12373427297171347,43.30699554009971,280.6,51,50,13.700000000000045,-0.24455857890123764,-0.804040773175886,-0.5151097046840087,-1.559851176713488,HP,101.98712570000001,NA,"(100,110]",24.33650022555657,0.61
2020_October_ARPA_1.5,1,2020,October,2020_October,NA,78.99033605692841,5.2,5.0971163080698885,0.12037739596605501,4.3114,ARPA,222.3,1.438068756,1.1822415707356981,12,14,222,0.5,210,2.3542723521928046,2.7466510775582718,43.55403851556689,0.09809468134136685,41.19976616337408,233.9,90,90,11.599999999999994,1.6053885243550428,0.057654262332909156,-0.10397266598519789,-2.7971898227672156,HP,78.99033605692841,NA,"(70,80]",13.393505202820636,0.61
2020_October_ARPA_1.6,1,2020,October,2020_October,91.95969125,91.95969125,3.801,2.574670737012417,0.08712926298758283,2.6618,ARPA,200.4,1.238374096,20.663699582753825,7,35,84,0.5,77,2.718794251773966,13.59397125886983,32.62553102128759,0.19419958941242613,29.906736769513625,198.7,125,50,-1.700000000000017,-0.24010812343622173,2.1050665987913684,0.6003445737448834,-1.1890974139093915,HP,91.95969125,NA,"(90,100]",23.537828074045326,0.61
2020_October_ARPA_1.6,1,2020,October,2020_October,106.4476886,106.4476886,0.781,2.6250597620678287,0.12194023793217124,2.747,ARPA,240.4,1.238374096,20.663699582753825,20,32,96,0.5,96,7.6188741639335,12.1901986622936,36.5705959868808,0.1904718540983375,36.5705959868808,262.5,85,85,22.099999999999994,-0.4100197681596854,0.26412674083346926,0.1367296400591399,-0.7290024164790065,HP,106.4476886,NA,"(100,110]",16.7116868086696,0.61
2020_October_ARPA_1.6,1,2020,October,2020_October,123.8374096,123.8374096,2.137,3.886992701685905,0.18810729831409478,4.0751,ARPA,235.6,1.238374096,20.663699582753825,29,36,150,0.5,121,7.460780666611963,9.26165875855278,38.59024482730325,0.12863414942434417,31.129464160691292,256.7,81,81,21.099999999999994,-0.473465833405757,-0.5528285628093668,-0.13088681281346548,-1.1185880699542539,HP,123.8374096,NA,"(120,130]",17.705487815076044,0.61
2020_October_ARPA_1.6,1,2020,October,2020_October,94.97953615,94.97953615,3.484,2.386722763761468,0.11077723623853197,2.4975,ARPA,254.4,1.238374096,20.663699582753825,11,40,194,0.5,183,4.608830219838366,16.75938261759406,81.28300569533118,0.20949228271992573,76.67417547549282,377,44,44,122.6,-0.29535977468431274,-1.5791670954103212,-0.4409525127537848,-0.5685727960670655,HP,94.97953615,NA,"(90,100]",26.309068526220145,0.61
2020_October_ARPA_1.6,1,2020,October,2020_October,107.4027073,107.4027073,1.542,2.697323180673083,0.09147681932691709,2.7888,ARPA,281.3,1.238374096,20.663699582753825,10,32,223,0.5,213,3.7073792534955436,11.86361361118574,82.67455735295063,0.18536896267477718,78.96717809945508,310.8,66,66,29.5,0.599598871230633,-0.9221667783174898,-0.2951039620609681,-1.7775201244357581,HP,107.4027073,NA,"(100,110]",19.437575352094246,0.61
2020_October_ARPA_1.6,1,2020,October,2020_October,114.1684665,114.1684665,0.186,2.8480306107365148,0.1010693892634853,2.9491,ARPA,281.8,1.238374096,20.663699582753825,29,35,293,12,252,10.182474826877108,12.289193756575822,102.87810773362044,4.213437859397424,88.48219504734591,359.7,28,40,77.89999999999998,0.2233214914107751,-3.218450301118759,-1.1044840861315093,-1.7897761756915376,HP,114.1684665,NA,"(110,120]",26.959813901549023,0.61
2020_October_ARPA_2.1,2,2020,October,2020_October,NA,118.50350565685721,0.13,3.09648743210339,0.060912567896609815,3.1574,ARPA,294.6,1.185035056568572,7.921781867614764,33,27,87,0.5,54,10.657236860665593,8.719557431453667,28.09635172357293,0.1614732857676605,17.439114862907335,323,45,45,28.399999999999977,-1.1265232848604472,-0.9387698315165764,-0.42988447733538726,0.33179175806431616,HP,118.50350565685721,NA,"(110,120]",23.542374328634942,0.61
