"","individual","site","year","year_month","month","lfm_outliers_out","lfm_n_as_imputed","mpa","dw_flam_sample","ww_flam_sample","sample_wt","spp","start_temp","gww_gdw_saturated","gdw_gww_saturated","fd","fh","gd","gti","pfg","dry_norm_fd","dry_norm_fh","dry_norm_gd","dry_norm_gti","dry_norm_pfg","temp_max","ttfg","tti","temp_change","pc1","pc2","pc3","pc4","ttms","model","lfm","prop_ignite","bins10lfm","flam_index","precip_2mo"
"186","2020_October_ARPA_1.6",1,2020,"2020_October","October",114.1684665,114.1684665,0.186,2.84803061073651,0.101069389263485,2.9491,"ARPA",281.8,1.238374096,20.6636995827538,29,35,293,12,252,10.1824748268771,12.2891937565758,102.87810773362,4.21343785939742,88.4821950473459,359.7,28,40,77.9,1.22220311936221,-3.77871519336958,-0.279594126517287,-0.862920421214631,0,"HP",114.1684665,88,"(110,120]",NA,NA
"187","2020_October_QUKE_1.6",1,2020,"2020_October","October",118.879056,118.879056,1.753,1.84533028619529,0.069969713804714,1.9153,"QUKE",255.5,1.424321503,16.6175611947002,10,37,262,0.5,252,5.41908409286343,20.0506111435947,141.980003233022,0.270954204643172,136.560919140158,245,28,28,-10.5,-0.161170632979912,-3.21213097106826,-1.14344981800689,1.20034364899007,2,"HP",118.879056,25,"(110,120]",NA,NA
"188","2020_October_QUKE_1.7",1,2020,"2020_October","October",99.53445065,99.53445065,5.016,0.449094780639251,0.0191052193607492,0.4682,"QUKE",275.8,1.525632706,16.4631782945736,7,32,28,0.5,21,15.5869101618951,71.2544464543777,62.3476406475805,1.11335072584965,46.7607304856854,268.8,11,11,-7,-3.26650369591398,0.235446752589847,0.00382181818044375,-0.00427717025484564,1,"HP",99.53445065,29,"(90,100]",NA,NA
"189","2020_October_PIJE_1.7",1,2020,"2020_October","October",139.4361171,139.4361171,2.794,9.08401586601307,0.559684133986929,9.6437,"PIJE",251.3,1.673132184,12.5945812807882,35,31,82,21,26,3.85292149598164,3.41258761072659,9.0268446477284,2.31175289758898,2.86217025415779,325.6,66,87,74.3,-0.094958749967113,0.423685296845652,0.476156525539331,-1.04353998259755,16,"HP",139.4361171,92,"(130,140]",NA,NA
"190","2020_October_PIJE_1.7",1,2020,"2020_October","October",128.3185841,128.3185841,2.889,12.162599054245,0.965700945754973,13.1283,"PIJE",244.4,1.673132184,12.5945812807882,65,44,107,14,28,5.3442524669358,3.61764782377193,8.79746175326355,1.15106976210925,2.3021395242185,410.9,93,107,166.5,1.97933631263738,0.59989761830724,2.66108132547584,-2.56850841477061,12,"HP",128.3185841,94,"(120,130]",NA,NA
"191","2020_October_QUKE_1.7",1,2020,"2020_October","October",30.33926585,30.33926585,8.25,0.435557155253921,0.00624284474607883,0.4418,"QUKE",223.1,1.525632706,16.4631782945736,6,28,34,0.5,28,13.7754596098923,64.2854781794976,78.0609377893899,1.14795496749103,64.2854781794976,234.9,9,9,11.8,-3.58148511993477,-0.0828088434778735,-0.28584895656273,0.525452378583602,1,"HP",30.33926585,100,"(30,40]",NA,NA
"192","2020_October_QUKE_1.7",1,2020,"2020_October","October",63.64861223,63.64861223,6.321,0.622907945107915,0.0192920548920854,0.6422,"QUKE",225.6,1.525632706,16.4631782945736,4,28.5,34,0.5,30,6.42149459067668,45.7531489585713,54.5827040207518,0.802686823834585,48.1612094300751,228.1,18,18,2.5,-3.36343009779551,0.127894653958892,-0.407202931068505,0.788848345973452,0,"HP",63.64861223,100,"(60,70]",NA,NA
"193","2020_October_PIJE_1.7",1,2020,"2020_October","October",110.1831251,110.1831251,3.992,6.2687935572197,0.3172064427803,6.586,"PIJE",247.5,1.673132184,12.5945812807882,52,45,106,17,37,8.29505701940243,7.17841472832903,16.9091546933973,2.71184556403541,5.90225210995942,268.6,58,75,21.1,0.030546712309636,0.243874510694807,1.02452278757351,-1.232515754675,8,"HP",110.1831251,100,"(110,120]",NA,NA
"194","2020_October_QUKE_1.7",1,2020,"2020_October","October",148.8646685,148.8646685,0.235,1.04814610564474,0.0464538943552564,1.0946,"QUKE",256.7,1.525632706,16.4631782945736,6,32,45,0.5,39,5.72439278044089,30.5300948290181,42.9329458533066,0.477032731703407,37.2085530728658,251.7,26,26,-5,-2.75131281691508,0.231473663672679,-0.210668817821037,0.521630583394978,NA,"HP",148.8646685,60,"(140,150]",NA,NA
"195","2020_October_QUKE_1.7",1,2020,"2020_October","October",152.5632706,152.5632706,0.982,1.22392700445875,0.0391729955412499,1.2631,"QUKE",240.3,1.525632706,16.4631782945736,7,35,55,0.5,48,5.71929532929586,28.5964766464793,44.9373204444675,0.408521094949704,39.2180251151716,247.1,18,18,6.79999999999998,-2.81605048132984,0.0478209565416646,-0.245526796956397,0.366850562478339,2,"HP",152.5632706,67,"(150,160]",NA,NA
"196","2020_October_QUKE_1.7",1,2020,"2020_October","October",105.9469027,105.9469027,3.312,0.660186283191487,0.0262137168085134,0.6864,"QUKE",212.3,1.525632706,16.4631782945736,5,30,63,0.5,58,7.57361994228189,45.4417196536913,95.4276112727518,0.757361994228189,87.8539913304699,207.8,18,18,-4.5,-3.11850467660683,-0.303999548442225,-0.623796294436711,1.05754416775507,1,"HP",105.9469027,67,"(100,110]",NA,NA
"197","2020_October_QUKE_1.7",1,2020,"2020_October","October",109.476662,109.476662,2.027,0.963759682610143,0.0585403173898568,1.0223,"QUKE",215.8,1.525632706,16.4631782945736,7,31,96,0.5,89,7.26322145064416,32.1656949957099,99.6098941802628,0.518801532188869,92.3466727296186,225.5,15,15,9.69999999999999,-2.6878790643838,-0.891851603156526,-0.593012602162202,0.846474160291373,1,"HP",109.476662,67,"(100,110]",NA,NA
"198","2020_October_PIJE_1.7",1,2020,"2020_October","October",128.3654912,128.3654912,2.786,9.26348481811744,0.427115181882563,9.6906,"PIJE",269.1,1.673132184,12.5945812807882,38,33,137,0.5,99,4.10212795142493,3.56237427360586,14.7892507722425,0.0539753677819069,10.6871228208176,350.3,90,90,81.2,1.06663907706047,-0.487706268006522,1.49882100449236,-0.235175691414524,32,"HP",128.3654912,94,"(120,130]",NA,NA
"199","2020_October_PIJE_1.7",1,2020,"2020_October","October",104.4130892,104.4130892,3.668,6.72462988459406,0.308170115405936,7.0328,"PIJE",234.7,1.673132184,12.5945812807882,32,47,197,10,155,4.75862620682085,6.98923224126813,29.2952925857409,1.48707068963152,23.0495956892885,249.1,66,76,14.4,0.899678946313613,-0.979312478545598,-0.140636011451825,0.231151723202432,0,"HP",104.4130892,100,"(100,110]",NA,NA
"200","2020_October_PIJE_1.7",1,2020,"2020_October","October",123.2162765,123.2162765,3.789,7.26309143304915,0.426208566950852,7.6893,"PIJE",260.7,1.673132184,12.5945812807882,41,34,276,5,230,5.64497919073939,4.68120225573511,38.0003477230262,0.688412096431633,31.6669564358551,434.3,64,69,173.6,2.50130056483623,-3.18313370212836,1.19056448864846,-1.32371895981166,16,"HP",123.2162765,94,"(120,130]",NA,NA
"201","2020_October_PIJE_1.8",1,2020,"2020_October","October",119.9895525,119.9895525,3.563,7.20533148854286,0.638068511457141,7.8434,"PIJE",271.3,1.493987976,11.2924103903642,29,43,40,0.5,11,4.02479747755015,5.96780315636747,5.5514447966209,0.0693930599577613,1.52664731907075,347.3,66,66,76,-0.549222826390144,1.29966586222589,1.53766210844182,-0.985606555642029,12,"HP",119.9895525,100,"(110,120]",NA,NA
"202","2020_October_PIJE_1.8",1,2020,"2020_October","October",130.3972758,130.3972758,2.232,5.78887036104013,0.432829638959875,6.2217,"PIJE",274.2,1.493987976,11.2924103903642,28,40,45,0.5,17,4.83686768811472,6.90981098302103,7.77353735589866,0.0863726372877629,2.93666966778394,347.3,67,67,73.1,-0.552233053992027,1.10215951787813,1.46039541367811,-0.829717106924331,11,"HP",130.3972758,92,"(130,140]",NA,NA
"203","2020_October_PIJE_1.8",1,2020,"2020_October","October",129.0542311,129.0542311,4.468,6.71802362211918,0.261776377880816,6.9798,"PIJE",277,1.493987976,11.2924103903642,25,46,52,2,25,3.72133255347408,6.84725189839232,7.7403717112261,0.297706604277927,3.72133255347408,362.9,66,68,85.9,-0.244254681841059,1.33096833539213,1.31631298690891,-1.13486441609002,7,"HP",129.0542311,94,"(120,130]",NA,NA
"204","2020_October_PIJE_1.8",1,2020,"2020_October","October",94.9608444,94.9608444,4.339,6.87129721911808,0.255302780881919,7.1266,"PIJE",245,1.493987976,11.2924103903642,23,46,52,3,26,3.34725733243017,6.69451466486033,7.56771222984211,0.436598782490891,3.78385611492106,400.3,54,57,155.3,-0.366047071868286,1.1612932329559,1.38115894653923,-1.72105147576921,16,"HP",94.9608444,100,"(90,100]",NA,NA
"205","2020_October_QUKE_1.8",1,2020,"2020_October","October",103.4313725,103.4313725,2.808,0.405792521726996,0.0116074782730043,0.4174,"QUKE",220.7,1.620715918,17.5519266917293,5,45,33,0.5,28,12.3215676294888,110.8941086654,81.3223463546264,1.23215676294888,69.0007787251376,223.6,20,20,2.90000000000001,-2.90035793553887,0.955247314040281,-0.343910868958206,0.338225568423151,1,"HP",103.4313725,67,"(100,110]",NA,NA
"206","2020_October_PIJE_1.8",1,2020,"2020_October","October",149.3987976,149.3987976,1.094,6.86525587945577,0.244744120544234,7.11,"PIJE",286.5,1.493987976,11.2924103903642,39,44,70,0.5,31,5.68077879175738,6.40908376505961,10.1962696262312,0.0728304973302229,4.51549083447382,372.4,78,78,85.9,0.40557504449704,0.940870740314808,2.02263631319287,-1.29815156320086,4,"HP",149.3987976,92,"(140,150]",NA,NA
"207","2020_October_QUKE_1.8",1,2020,"2020_October","October",109.4988781,109.4988781,4.761,0.737995022205059,0.0289049777949412,0.7669,"QUKE",223.4,1.620715918,17.5519266917293,2,30,55,0.5,53,2.71004537947179,40.6506806920768,74.5262479354742,0.677511344867947,71.8162025560024,245.4,14,14,22,-3.12005085812852,-0.204027004711198,-0.506254179642144,0.625097802154115,0,"HP",109.4988781,67,"(100,110]",NA,NA
"208","2020_October_PIJE_1.8",1,2020,"2020_October","October",122.0210665,122.0210665,2.489,3.76688231835363,0.186517681646367,3.9534,"PIJE",239.3,1.493987976,11.2924103903642,27,36,81,0.5,54,7.16773122123993,9.55697496165325,21.5031936637198,0.132735763356295,14.3354624424799,252.7,72,72,13.4,-0.702401740040426,0.400675893488879,0.668251046646872,0.618409102458698,9,"HP",122.0210665,94,"(120,130]",NA,NA
"209","2020_October_PIJE_1.8",1,2020,"2020_October","October",130.3972758,130.3972758,2.232,5.78887036104013,0.432829638959875,6.2217,"PIJE",282.6,1.493987976,11.2924103903642,27,47,160,20,113,4.6641224135392,8.11902790504972,27.6392439320841,3.45490549151052,19.5202160270344,315.7,69,89,33.1,1.12837306568164,-0.00757070085664598,-0.265448923370042,-0.792998283393036,NA,"HP",130.3972758,92,"(130,140]",NA,NA
"210","2020_October_PIJE_1.8",1,2020,"2020_October","October",138.048369,138.048369,3.089,11.3109595342872,0.443140465712816,11.7541,"PIJE",278.4,1.493987976,11.2924103903642,21,49,171,13,137,1.85660641224488,4.3320816285714,15.1180807854226,1.14932777900874,12.112146594169,365.2,79,92,86.8,1.71836082576534,-0.00345001304385655,0.0420783089324347,-0.816059832756379,20,"HP",138.048369,92,"(130,140]",NA,NA
"211","2020_October_PIJE_1.9",1,2020,"2020_October","October",115.4129054,115.4129054,3.805,4.94403628720832,0.225963712791684,5.17,"PIJE",237.9,1.777408638,11.8669187494236,27,44,54,0.5,27,5.46112496582134,8.89961105541256,10.9222499316427,0.101131943811506,5.46112496582134,381.7,59,59,143.8,-0.379553716882914,1.00865012186891,1.57042464003562,-1.40340965108278,4,"HP",115.4129054,100,"(110,120]",NA,NA
"212","2020_October_PIJE_1.9",1,2020,"2020_October","October",127.9491133,127.9491133,4.285,6.62094694044023,0.29245305955977,6.9134,"PIJE",236.7,1.777408638,11.8669187494236,37,44,94,6,51,5.58832449993019,6.64557508099807,14.1973649457686,0.906214783772464,7.70282566206594,268.1,80,86,31.4,0.177593452831092,0.724609696603213,0.928500537222435,-0.0984146484178233,2,"HP",127.9491133,94,"(120,130]",NA,NA
"213","2020_October_QUKE_1.9",1,2020,"2020_October","October",107.9230334,107.9230334,2.498,0.652041869396611,0.0325581306033892,0.6846,"QUKE",227.1,1.718429273,19.3025188262789,5,30,58,0.5,53,7.66821922743538,46.0093153646123,88.9513430382504,0.766821922743538,81.283123810815,230.1,12,12,3,-3.21306074117288,-0.327362827197763,-0.474054655545096,0.689845962235274,1,"HP",107.9230334,67,"(100,110]",NA,NA
"214","2020_October_PIJE_1.9",1,2020,"2020_October","October",169.8667892,169.8667892,0.744,5.17581347766572,0.155086522334282,5.3309,"PIJE",278.7,1.777408638,11.8669187494236,13,45,67,0.5,54,2.51168247389451,8.69428548655793,12.944825057764,0.096603172072866,10.4331425838695,352.7,89,89,74,0.369753805790377,1.54578355513826,0.717173879282414,-0.162302405595424,2,"HP",169.8667892,100,"(160,170]",NA,NA
"215","2020_October_PIJE_1.9",1,2020,"2020_October","October",149.8314752,149.8314752,2.684,7.61022628425439,0.349773715745612,7.96,"PIJE",270,1.777408638,11.8669187494236,24,42,83,0.5,59,3.15365129807719,5.51888977163508,10.9063774058503,0.0657010687099415,7.75272610777309,346.1,80,80,76.1,0.260775767534045,0.838194416481302,1.09530771941685,-0.405379100797628,3,"HP",149.8314752,92,"(140,150]",NA,NA
"216","2020_October_PIJE_1.9",1,2020,"2020_October","October",120.7798383,120.7798383,2.891,3.04083795115071,0.102362048849285,3.1432,"PIJE",241.5,1.777408638,11.8669187494236,18,46,90,2,70,5.9194209915686,15.1274092006753,29.597104957843,0.657713443507622,23.0199705227668,279.4,69,71,37.9,-0.310776719029429,0.821420157839589,0.304367010660045,0.222250594446153,3,"HP",120.7798383,94,"(120,130]",NA,NA
"217","2020_October_PIJE_1.9",1,2020,"2020_October","October",141.979835,141.979835,2.376,3.75396163809169,0.316338361908311,4.0703,"PIJE",251.4,1.777408638,11.8669187494236,16,46,94,0.5,78,4.26216395970779,12.2537213841599,25.0402132632832,0.133192623740868,20.7780493035755,287.8,84,84,36.4,0.175763555676123,1.00717322128435,0.332081646830053,0.484122234984862,NA,"HP",141.979835,92,"(140,150]",NA,NA
"218","2020_October_QUKE_1.9",1,2020,"2020_October","October",131.6494845,131.6494845,1.885,0.848224018634588,0.0290759813654118,0.8773,"QUKE",226.3,1.718429273,19.3025188262789,4,36,95,0.5,91,4.71573536250355,42.441618262532,111.998714859459,0.589466920312944,107.282979496956,226.5,20,20,0.199999999999989,-2.44094388195542,-0.51030635268699,-0.705533556557799,0.848245709196454,2,"HP",131.6494845,75,"(130,140]",NA,NA
"219","2020_October_PIJE_1.9",1,2020,"2020_October","October",177.7408638,177.7408638,0.401,4.77141355560054,0.164486444399459,4.9359,"PIJE",269,1.777408638,11.8669187494236,9,45,163,60,94,1.8862334809432,9.43116740471602,34.1617841548602,12.5748898729547,19.7006608009624,332.7,84,144,63.7,2.23584437343126,1.248527567809,-2.91331311664216,-1.41131803175937,3,"HP",177.7408638,100,"(170,180]",NA,NA
"220","2020_October_PIJE_1.9",1,2020,"2020_October","October",140.8064516,140.8064516,3.636,3.73060708965201,0.173592910347989,3.9042,"PIJE",250.7,1.777408638,11.8669187494236,13,44,148,5,130,3.48468752875625,11.7943270204058,39.6718272504557,1.34026443413702,34.8468752875625,392.3,62,67,141.6,0.779630975215506,-0.248742229902424,0.291324143558963,-0.834617796557941,1,"HP",140.8064516,92,"(140,150]",NA,NA
"221","2020_October_ABCO_2.1",2,2020,"2020_October","October",180.3030303,180.3030303,0.995,2.79134203455841,0.206657965441593,2.998,"ABCO",278.2,1.803030303,13.5070623994279,26,42,52,0.5,26,9.31451598482206,15.0465258216356,18.6290319696441,0.179125307400424,9.31451598482206,288.9,77,77,10.7,-0.505198522869558,1.28155616090342,1.00190764153186,0.0196618658739221,0,"HP",180.3030303,100,"(180,190]",NA,NA
"222","2020_October_CADE_2.1",2,2020,"2020_October","October",81.54031772,81.54031772,3.919,2.41396423577165,0.127535764228347,2.5415,"CADE",245,1.510759919,13.707072515667,24,47,71,11,36,9.94215226735872,19.4700481902442,29.4122004576029,4.55681978920608,14.9132284010381,279.1,34,45,34.1,-1.30545425501054,0.68944680400261,0.207717432791125,-0.892703371818994,1,"HP",81.54031772,100,"(80,90]",NA,NA
"223","2020_October_CADE_2.1",2,2020,"2020_October","October",93.48560079,93.48560079,2.461,3.18747191760442,0.118728082395575,3.3062,"CADE",240.3,1.510759919,13.707072515667,25,43,71,0.5,46,7.84320635483088,13.4903149303091,22.2747060477197,0.156864127096618,14.4314996928888,385.5,53,53,145.2,-0.388139563310062,0.588264091511481,1.4033951921465,-1.38436147410883,NA,"HP",93.48560079,100,"(90,100]",NA,NA
"224","2020_October_ABCO_2.1",2,2020,"2020_October","October",64.23272159,64.23272159,4.714,1.3903950537045,0.0305049462954987,1.4209,"ABCO",252.5,1.803030303,13.5070623994279,14,31,63,0.5,49,10.0690806995458,22.2958215489944,45.3108631479563,0.35961002498378,35.2417824484104,269.2,60,60,16.7,-1.40013180870308,0.403454261445252,0.220395328267417,0.714203909818796,0,"HP",64.23272159,100,"(60,70]",NA,NA
"225","2020_October_CADE_2.1",2,2020,"2020_October","October",102.2511432,102.2511432,3.037,3.56860818762685,0.163091812373149,3.7317,"CADE",250.2,1.510759919,13.707072515667,17,40,70,0.5,53,4.76376197839335,11.2088517138667,19.6154904992667,0.140110646423334,14.8517285208734,280.4,67,67,30.2,-0.784426690103414,0.806126381495706,0.420895623842232,0.360754155016629,1,"HP",102.2511432,100,"(100,110]",NA,NA
"226","2020_October_ABCO_2.1",2,2020,"2020_October","October",123.9273927,123.9273927,1.769,2.51171302421407,0.148786975785933,2.6605,"ABCO",257.5,1.803030303,13.5070623994279,15,31,68,0.5,53,5.97201983482711,12.3421743253094,27.0731565845496,0.19906732782757,21.1011367497225,282.4,86,86,24.9,-0.490492413979117,0.780192504100354,0.354606344729463,0.960073537047357,3,"HP",123.9273927,100,"(120,130]",NA,NA
"227","2020_October_ARPA_2.1",2,2020,"2020_October","October",22.99791605,22.99791605,0.13,3.09648743210339,0.0609125678966098,3.1574,"ARPA",294.6,1.04319603465587,7.92178186761476,33,27,87,0.5,54,10.6572368606656,8.71955743145367,28.0963517235729,0.161473285767661,17.4391148629073,323,45,45,28.4,-1.18039424245645,-0.687802613187989,1.28224359848925,-0.490667323051078,16,"HP",22.99791605,100,"(20,30]",NA,NA
"228","2020_October_CADE_2.1",2,2020,"2020_October","October",127.8910007,127.8910007,1.768,2.38257886752943,0.173821132470569,2.5564,"CADE",257.4,1.510759919,13.707072515667,24,36,87,0.5,63,10.0731188071379,15.1096782107068,36.5150556758748,0.209856641815373,26.4419368687369,221.9,64,64,-35.5,-1.08715327870688,0.187777920906758,0.303837291852565,0.957857170479844,2,"HP",127.8910007,100,"(120,130]",NA,NA
"229","2020_October_ABCO_2.1",2,2020,"2020_October","October",93.86503067,93.86503067,3.061,1.79336086286595,0.0482391371340525,1.8416,"ABCO",249.4,1.803030303,13.5070623994279,17,40,82,0.5,65,9.47940838456378,22.3044903166207,45.7242051490724,0.278806128957758,36.2447967645086,267.1,56,56,17.7,-1.05651449612686,0.402591934798384,0.266992162108712,0.386825812606098,2,"HP",93.86503067,100,"(90,100]",NA,NA
"230","2020_October_CADE_2.1",2,2020,"2020_October","October",122.2691045,122.2691045,2.192,3.42580335988575,0.235096640114253,3.6609,"CADE",258.4,1.510759919,13.707072515667,17,39,89,1,71,4.96233969499258,11.384191064983,25.9793078149612,0.291902334999564,20.725065784969,304.8,69,70,46.4,-0.377198801522077,0.495007763342682,0.445873104155898,0.202334116952298,2,"HP",122.2691045,100,"(120,130]",NA,NA
"231","2020_October_CADE_2.1",2,2020,"2020_October","October",55.9023408,55.9023408,6.708,1.6795245397367,0.0488754602632986,1.7284,"CADE",267.2,1.510759919,13.707072515667,11,38,107,13,83,6.54947262736897,22.6254508945474,63.7085064662255,7.74028583234515,49.4187480065114,294.8,32,45,27.5999999999999,-1.1838072959876,-0.184281369243637,-0.607826995263425,-0.364136465155995,2,"HP",55.9023408,100,"(50,60]",NA,NA
"232","2020_October_CADE_2.1",2,2020,"2020_October","October",96.19500595,96.19500595,4.171,2.11873145271678,0.107168547283223,2.2259,"CADE",230.1,1.510759919,13.707072515667,10,49,96,0.5,86,4.71980532840882,23.1270461092032,45.3101311527246,0.235990266420441,40.5903258243158,246.9,55,55,16.8,-0.880346762219147,0.65823528652424,-0.234040923683746,0.593778246413572,2,"HP",96.19500595,100,"(90,100]",NA,NA
"233","2020_October_ABCO_2.1",2,2020,"2020_October","October",144.363104,144.363104,2.701,2.64932033120011,0.0707796687998941,2.7201,"ABCO",260.8,1.803030303,13.5070623994279,24,33,145,27,94,9.05892719629277,12.4560248949026,54.7310184776021,10.1912930958294,35.48079818548,269,35,62,8.19999999999999,-0.589780235990116,-0.845307626781333,-1.01580709012828,-0.559685945615677,NA,"HP",144.363104,100,"(140,150]",NA,NA
"234","2020_October_ABCO_2.1",2,2020,"2020_October","October",116.1696179,116.1696179,2.592,2.55622742840809,0.0855725715919129,2.6418,"ABCO",272.1,1.803030303,13.5070623994279,19,35,131,11,101,7.43282846778325,13.6920524406534,51.247396277874,4.3032164813482,39.5113513287425,312.3,56,67,40.2,-0.149699246305344,-0.436595703635046,-0.129212096454417,-0.180700259425196,2,"HP",116.1696179,92,"(110,120]",NA,NA
"235","2020_October_ABCO_2.1",2,2020,"2020_October","October",174.6666667,174.6666667,0.155,2.74708225130486,0.151317748695138,2.8984,"ABCO",256.8,1.803030303,13.5070623994279,10,43,114,0.5,104,3.64022591433147,15.6529714316253,41.4985754233788,0.182011295716574,37.8583495090473,253.3,85,85,-3.5,0.0823505703684323,0.613396157956658,-0.260308481217675,1.24191265855627,NA,"HP",174.6666667,100,"(170,180]",NA,NA
"236","2020_October_ARPA_2.1",2,2020,"2020_October","October",84.96691481,84.96691481,1.038,4.08220385481636,0.218696145183645,4.3009,"ARPA",264.3,1.04319603465587,7.92178186761476,26,26,132,0.5,106,6.3691086787163,6.3691086787163,32.3354748304059,0.122482859206083,25.9663661516895,329,40,40,64.7,-0.880083901531936,-1.50437076346351,0.753763406130803,-0.222192798304599,12,"HP",84.96691481,67,"(80,90]",NA,NA
"237","2020_October_ARPA_2.1",2,2020,"2020_October","October",80.58469092,80.58469092,5.948,3.53979954680321,0.16760045319679,3.7074,"ARPA",261.7,1.04319603465587,7.92178186761476,29,16,144,0.5,115,8.19255430048006,4.52002995888555,40.6802696299699,0.141250936215173,32.4877153294899,284.4,31,31,22.7,-1.52246484577299,-2.38504520732893,0.535971353575283,0.40473301117886,17,"HP",80.58469092,67,"(80,90]",NA,NA
"238","2020_October_CADE_2.1",2,2020,"2020_October","October",151.0759919,151.0759919,0.18,2.53535840976294,0.151241590237057,2.6866,"CADE",261.1,1.510759919,13.707072515667,14,36,183,21,148,5.52190173432284,14.1991758882587,72.1791440986486,8.28285260148426,58.3743897628415,334,34,55,72.9,0.0809095965290096,-1.37916361757729,-0.999996812565816,-0.768868174206705,1,"HP",151.0759919,100,"(150,160]",NA,NA
"239","2020_October_ARPA_2.1",2,2020,"2020_October","October",NA,104.319603465587,1.954,3.21549453697301,0.405905463026993,3.6214,"ARPA",275.2,1.04319603465587,7.92178186761476,22,30,186,0.5,164,6.84187136598599,9.3298245899809,57.8449124578816,0.155497076499682,51.0030410918956,259.4,53,53,-15.8,-0.257925526396956,-1.94705470106605,-0.0938227813293638,0.983900221095364,2,"HP",104.319603465587,100,"(100,110]",NA,NA
"240","2020_October_ARPA_2.1",2,2020,"2020_October","October",84.75991649,84.75991649,2.556,2.80020699214232,0.0460930078576842,2.8463,"ARPA",233,1.04319603465587,7.92178186761476,16,26,256,0.5,240,5.71386331256858,9.28502788292395,91.4218130010973,0.178558228517768,85.7079496885287,266.1,48,48,33.1,0.253761625493646,-3.3412256139981,-0.703700807240216,1.40220224809404,NA,"HP",84.75991649,67,"(80,90]",NA,NA
"241","2020_October_ABCO_2.2",2,2020,"2020_October","October",158.7854833,158.7854833,2.262,2.67439904758348,0.155700952416523,2.8301,"ABCO",256.6,1.845419019,12.7799181725196,76,37,108,31,1,28.4175991120965,13.8348837782575,40.3829040014003,11.5913891115131,0.373915777790744,287.5,32,63,30.9,-0.332983846912235,-0.606095578366478,1.53520096967378,-2.77125521075338,2,"HP",158.7854833,100,"(150,160]",NA,NA
"242","2020_October_ABCO_2.2",2,2020,"2020_October","October",184.5419019,184.5419019,0.164,3.74997795456566,0.213922045434344,3.9639,"ABCO",250.6,1.845419019,12.7799181725196,69,42,103,0.5,34,18.4001081702338,11.200065842751,27.466828138175,0.133334117175607,9.06671996794127,352.3,103,103,101.7,1.59629932007715,0.385803617860093,3.17334608199626,-1.38983824370515,NA,"HP",184.5419019,100,"(180,190]",NA,NA
"243","2020_October_ABCO_2.2",2,2020,"2020_October","October",154.4204322,154.4204322,2.225,2.88110453131547,0.183495468684534,3.0646,"ABCO",259.5,1.845419019,12.7799181725196,11,42,49,0.5,38,3.81798018101675,14.5777425093367,17.0073662608928,0.17354455368258,13.189386079876,281.5,97,97,22,-0.129444126161167,1.87284947031222,0.295376995908581,0.856024246795566,2,"HP",154.4204322,100,"(150,160]",NA,NA
"244","2020_October_ABCO_2.2",2,2020,"2020_October","October",93.35400975,93.35400975,4.498,1.65843289057559,0.0463671094244149,1.7048,"ABCO",243.5,1.845419019,12.7799181725196,9,38,47,0.5,38,5.42680988247671,22.9131972815683,28.340007164045,0.301489437915373,22.9131972815683,282.7,56,56,39.2,-1.4722050176767,0.994734676114632,0.156342068954851,0.373805093267133,6,"HP",93.35400975,100,"(90,100]",NA,NA
"245","2020_October_ABCO_2.2",2,2020,"2020_October","October",180.3813038,180.3813038,0.7282,2.97501197035864,0.232788029641359,3.2078,"ABCO",277.8,1.845419019,12.7799181725196,6,42,112,67,39,2.01679860779743,14.117590254582,37.6469073455521,22.5209177870713,13.1091909506833,306.9,180,247,29.1,4.35724871278975,3.907314009997,-3.16388777574389,0.14620464919987,NA,"HP",180.3813038,100,"(180,190]",NA,NA
"246","2020_October_ABCO_2.2",2,2020,"2020_October","October",120.1553931,120.1553931,2.843,2.27096554894064,0.0485344510593593,2.3195,"ABCO",250.7,1.845419019,12.7799181725196,9,41,54,0.5,45,3.96307200881947,18.0539947068443,23.7784320529168,0.220170667156637,19.8153600440974,316.9,71,71,66.2,-0.664409504473503,1.29354354657479,0.350230684582747,0.154942924288945,5,"HP",120.1553931,100,"(120,130]",NA,NA
"247","2020_October_CADE_2.2",2,2020,"2020_October","October",119.1984486,119.1984486,1.009,3.65517562416262,0.260024375837379,3.9152,"CADE",246.4,1.396958411,13.0148605777258,38,43,87,0.5,49,10.3962172840069,11.7641406108499,23.8018658870683,0.136792332684301,13.4056486030615,353.8,90,90,107.4,0.797055605348478,0.834660236938859,1.79315685554412,-0.77183877685775,NA,"HP",119.1984486,100,"(110,120]",NA,NA
"248","2020_October_ABCO_2.2",2,2020,"2020_October","October",157.138786,157.138786,2.4,3.07286802230887,0.224331977691131,3.2972,"ABCO",255.1,1.845419019,12.7799181725196,11,40,62,0.5,51,3.5797176839814,13.0171552144778,20.1765905824406,0.162714440180973,16.5968728984592,396.3,66,66,141.2,-0.242701028313983,0.99996821165889,0.86648424893436,-0.82771320681593,NA,"HP",157.138786,100,"(150,160]",NA,NA
"249","2020_October_ARPA_2.2",2,2020,"2020_October","October",170.5291971,170.5291971,1.212,3.16164780056415,0.157652199435846,3.3193,"ARPA",236.8,1.705291971,12.6368299139643,50,6,104,0.5,54,15.8145382262623,1.89774458715148,32.8942395106256,0.158145382262623,17.0797012843633,252.2,45,45,15.4,-1.82914401801827,-2.18051128936416,1.52891166794051,0.507847999644264,45,"HP",170.5291971,100,"(170,180]",NA,NA
