"","model.spp.gr.sample","model.spp.bins5lfm_gr.sample","individual","sample","round","model.spp.gr","model.spp.bins5lfm_gr","spp","model","mpa","lfm.notes","fh","ttfg","gti","tti","fd","gd","pfg","ignition","start.temp","temp.max","ignition.temp","prop.new","sample.wt","glow","year.month","year","month","dry.wt","fresh.wt","water.wt","site","lfm.outliers.out","lfm.NAs.imputed","gr","precip.2month","precip.2mo","season","prop.ignite","ros","bins5lfm_gr","individual.bins5lfm_gr","prop.ignite.bins5","hydration","bins5lfm","bins10lfm","bins20lfm","temp.change","gdw.gfw","gww.gdw","gdw.gww","dw.flam.sample","ww.flam.sample","gww.gdw.saturated","gdw.gww.saturated","RWC","RWD","max.mpa.sample"
"128","2018_January_EPI_ADFA_(60,70]_4","2018_January_EPI_ADFA_(65,70]_4","2018_January_ADFA_4",4,4,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(65,70]","ADFA","EPI",-4.6,"0",NA,10,NA,NA,NA,111,NA,0,281.8,NA,NA,100,0.5149,1,"2018_January",2018,"January",0.3595,0.6101,0.2506,"St. Marys",69.70792768,69.70792768,"(60,70]","2018_January",0.09,"Dry",81,NA,"(65,70]","2018_January_EPI_ADFA_(65,70]_4",80,"moderate","(65,70]","(60,70]","(60,80]",NA,0.589247664317325,0.6970792768,1.43455706304868,0.303403622356991,0.211496377643009,0.8241324921,1.2133971291866,84.5833993298515,15.4166006701485,-0.043
"129","2018_January_EPI_ADFA_(60,70]_4","2018_January_EPI_ADFA_(65,70]_4","2018_January_ADFA_4",4,4,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(65,70]","ADFA","EPI",-4.6,"Missing flam weight",12,6,22,28,5,99,72,1,279.9,354.4,NA,100,0.512,1,"2018_January",2018,"January",0.3595,0.6101,0.2506,"St. Marys",69.70792768,69.70792768,"(60,70]","2018_January",0.09,"Dry",81,2,"(65,70]","2018_January_EPI_ADFA_(65,70]_4",80,"moderate","(65,70]","(60,70]","(60,80]",74.5,0.589247664317325,0.6970792768,1.43455706304868,0.30169480413047,0.21030519586953,0.8241324921,1.2133971291866,84.5833993298515,15.4166006701485,-0.043
"130","2018_January_EPI_ADFA_(70,80]_5","2018_January_EPI_ADFA_(70,75]_5","2018_January_ADFA_5",5,4,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-5,"0",7,9,32,41,2,117,83,1,280.9,288.9,NA,100,0.5144,1,"2018_January",2018,"January",0.3085,0.5258,0.2174,"St. Marys",70.48143946,70.48143946,"(70,80]","2018_January",0.09,"Dry",74,5,"(70,75]","2018_January_EPI_ADFA_(70,75]_5",62,"moderate","(70,75]","(70,80]","(60,80]",8,0.586724990490681,0.7048143946,1.41904323827047,0.301811335108406,0.212588664891594,0.8144409938,1.2278360343184,86.5396511184307,13.4603488815693,-0.043
"131","2018_January_EPI_ADFA_(60,70]_6","2018_January_EPI_ADFA_(60,65]_6","2018_January_ADFA_6",6,4,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,65]","ADFA","EPI",-4.3,"0",19,6,15,21,8,106,83,1,281.6,339.3,NA,100,0.512,1,"2018_January",2018,"January",0.5254,0.8445,0.3191,"St. Marys",60.72889904,60.72889904,"(60,70]","2018_January",0.09,"Dry",81,1.25,"(60,65]","2018_January_EPI_ADFA_(60,65]_6",83,"moderate","(60,65]","(60,70]","(60,80]",57.7,0.622143280047365,0.6072889904,1.64650579755563,0.318537359384251,0.193462640615749,0.7459272845,1.34075788255713,81.4139666183507,18.5860333816493,-0.043
"132","2018_January_EPI_ADFA_(50,60]_1","2018_January_EPI_ADFA_(50,55]_1","2018_January_ADFA_1",1,5,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(50,55]","ADFA","EPI",-4.2,"0",13,6,24,30,9,112,79,1,276.8,305.5,NA,100,0.5218,1,"2018_January",2018,"January",0.2721,0.4185,0.1464,"St. Marys",53.8136372,53.8136372,"(50,60]","2018_January",0.09,"Dry",87,1.11111111111111,"(50,55]","2018_January_EPI_ADFA_(50,55]_1",86,"dry","(50,55]","(50,60]","(40,60]",28.7,0.650179211469534,0.538136372,1.85860655737705,0.339263512544803,0.182536487455197,0.8513314599,1.17478780257781,63.2111459927971,36.7888540072029,-0.043
"133","2018_January_EPI_ADFA_(70,80]_2","2018_January_EPI_ADFA_(70,75]_2","2018_January_ADFA_2",2,5,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-3.2,"0",6,16,23,39,5,98,70,1,278.7,337.4,NA,100,0.5049,1,"2018_January",2018,"January",0.2906,0.5034,0.2128,"St. Marys",73.24040613,73.24040613,"(70,80]","2018_January",0.09,"Dry",74,2,"(70,75]","2018_January_EPI_ADFA_(70,75]_2",62,"moderate","(70,75]","(70,80]","(60,80]",58.7,0.577274533174414,0.7324040613,1.3656015037594,0.291465911799762,0.213434088200238,0.8069278819,1.23926812104152,90.7645004873886,9.2354995126114,-0.043
"134","2018_January_EPI_ADFA_(50,60]_3","2018_January_EPI_ADFA_(55,60]_3","2018_January_ADFA_3",3,5,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(55,60]","ADFA","EPI",-4.8,"0",4.5,4,45,49,2,139,92,1,272.1,285.3,NA,100,0.4891,1,"2018_January",2018,"January",0.3343,0.5272,0.1929,"St. Marys",57.70266228,57.70266228,"(50,60]","2018_January",0.09,"Dry",87,5,"(55,60]","2018_January_EPI_ADFA_(55,60]_3",88,"dry","(55,60]","(50,60]","(40,60]",13.2,0.634104704097117,0.5770266228,1.73302229134266,0.3101406107739,0.1789593892261,0.7896048416,1.26645626690712,73.0778982599389,26.9221017400611,-0.043
"135","2018_January_EPI_ADFA_(70,80]_4","2018_January_EPI_ADFA_(70,75]_4","2018_January_ADFA_4",4,5,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-5.6,"0",NA,13,NA,NA,NA,132,NA,0,277.4,NA,NA,100,0.4856,1,"2018_January",2018,"January",0.3926,0.6837,0.2911,"St. Marys",74.15615845,74.15615845,"(70,80]","2018_January",0.09,"Dry",74,NA,"(70,75]","2018_January_EPI_ADFA_(70,75]_4",62,"moderate","(70,75]","(70,80]","(60,80]",NA,0.574228462776071,0.7415615845,1.34867743043628,0.27884534152406,0.20675465847594,0.8241324921,1.2133971291866,89.9808697762179,10.0191302237821,-0.043
"136","2018_January_EPI_ADFA_(70,80]_4","2018_January_EPI_ADFA_(70,75]_4","2018_January_ADFA_4",4,5,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-5.6,"Missing flam weight",8,3,19,22,32,212,161,1,279.7,287.9,NA,100,0.5049,1,"2018_January",2018,"January",0.3926,0.6837,0.2911,"St. Marys",74.15615845,74.15615845,"(70,80]","2018_January",0.09,"Dry",74,0.3125,"(70,75]","2018_January_EPI_ADFA_(70,75]_4",62,"moderate","(70,75]","(70,80]","(60,80]",8.19999999999999,0.574228462776071,0.7415615845,1.34867743043628,0.289927950855638,0.214972049144362,0.8241324921,1.2133971291866,89.9808697762179,10.0191302237821,-0.043
"137","2018_January_EPI_ADFA_(50,60]_5","2018_January_EPI_ADFA_(50,55]_5","2018_January_ADFA_5",5,5,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(50,55]","ADFA","EPI",-6.3,"0",4.5,5,50,55,4,138,84,1,281.8,302.9,NA,100,0.5244,1,"2018_January",2018,"January",0.3497,0.5371,0.1874,"St. Marys",53.58879039,53.58879039,"(50,60]","2018_January",0.09,"Dry",87,2.5,"(50,55]","2018_January_EPI_ADFA_(50,55]_5",86,"dry","(50,55]","(50,60]","(40,60]",21.1,0.651089182647552,0.5358879039,1.86606189967983,0.341431167380376,0.182968832619624,0.8144409938,1.2278360343184,65.7982478754743,34.2017521245257,-0.043
"138","2018_January_EPI_ADFA_(40,50]_6","2018_January_EPI_ADFA_(45,50]_6","2018_January_ADFA_6",6,5,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(45,50]","ADFA","EPI",-8.3,"0",NA,11,NA,NA,NA,154,NA,0,280.7,NA,NA,100,0.5155,1,"2018_January",2018,"January",0.2993,0.4462,0.1469,"St. Marys",49.08939014,49.08939014,"(40,50]","2018_January",0.09,"Dry",73,NA,"(45,50]","2018_January_EPI_ADFA_(45,50]_6",67,"dry","(45,50]","(40,50]","(40,60]",NA,0.670775437023756,0.4908939014,2.03744043567052,0.345784737785746,0.169715262214254,0.7459272845,1.34075788255713,65.8098867812631,34.1901132187369,-0.043
"139","2018_January_EPI_ADFA_(40,50]_6","2018_January_EPI_ADFA_(45,50]_6","2018_January_ADFA_6",6,5,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(45,50]","ADFA","EPI",-8.3,"Missing flam weight",NA,13,NA,NA,NA,147,NA,0,282.3,NA,NA,100,0.49195,1,"2018_January",2018,"January",0.2993,0.4462,0.1469,"St. Marys",49.08939014,49.08939014,"(40,50]","2018_January",0.09,"Dry",73,NA,"(45,50]","2018_January_EPI_ADFA_(45,50]_6",67,"dry","(45,50]","(40,50]","(40,60]",NA,0.670775437023756,0.4908939014,2.03744043567052,0.329987976243837,0.161962023756163,0.7459272845,1.34075788255713,65.8098867812631,34.1901132187369,-0.043
"140","2018_January_EPI_ADFA_(40,50]_6","2018_January_EPI_ADFA_(45,50]_6","2018_January_ADFA_6",6,5,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(45,50]","ADFA","EPI",-8.3,"Missing flam weight",17,6,20,26,6,120,94,1,279.7,319.5,NA,100,0.49195,1,"2018_January",2018,"January",0.2993,0.4462,0.1469,"St. Marys",49.08939014,49.08939014,"(40,50]","2018_January",0.09,"Dry",73,1.66666666666667,"(45,50]","2018_January_EPI_ADFA_(45,50]_6",67,"dry","(45,50]","(40,50]","(40,60]",39.8,0.670775437023756,0.4908939014,2.03744043567052,0.329987976243837,0.161962023756163,0.7459272845,1.34075788255713,65.8098867812631,34.1901132187369,-0.043
"141","2018_January_EPI_ADFA_(50,60]_2","2018_January_EPI_ADFA_(55,60]_2","2018_January_ADFA_2",2,6,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(55,60]","ADFA","EPI",-6.3,"0",13.5,5,16,21,11,119,92,1,279.6,327,NA,100,0.4859,1,"2018_January",2018,"January",0.2738,0.4336,0.1598,"St. Marys",58.37442922,58.37442922,"(50,60]","2018_January",0.09,"Dry",87,0.909090909090909,"(55,60]","2018_January_EPI_ADFA_(55,60]_2",88,"dry","(55,60]","(50,60]","(40,60]",47.4,0.631457564575646,0.5837442922,1.71339173967459,0.306825230627306,0.179074769372694,0.8069278819,1.23926812104152,72.3415692150221,27.6584307849779,-0.043
"142","2018_January_EPI_ADFA_(50,60]_3","2018_January_EPI_ADFA_(50,55]_3","2018_January_ADFA_3",3,6,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(50,55]","ADFA","EPI",-6.2,"0",14,16,3,19,10,101,88,1,278.8,320.1,NA,100,0.4772,1,"2018_January",2018,"January",0.3092,0.4645,0.1553,"St. Marys",50.23451399,50.23451399,"(50,60]","2018_January",0.09,"Dry",87,1,"(50,55]","2018_January_EPI_ADFA_(50,55]_3",86,"dry","(50,55]","(50,60]","(40,60]",41.3,0.665662002152852,0.5023451399,1.99098518995493,0.317653907427341,0.159546092572659,0.7896048416,1.26645626690712,63.6198150561087,36.3801849438913,-0.043
"143","2018_January_EPI_ADFA_(80,90]_4","2018_January_EPI_ADFA_(80,85]_4","2018_January_ADFA_4",4,6,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,85]","ADFA","EPI",-2.7,"0",NA,8,NA,NA,NA,80,NA,0,282.7,NA,NA,100,0.5537,1,"2018_January",2018,"January",0.3297,0.6012,0.2715,"St. Marys",82.34758872,82.34758872,"(80,90]","2018_January",0.09,"Dry",67,NA,"(80,85]","2018_January_EPI_ADFA_(80,85]_4",71,"moderate","(80,85]","(80,90]","(80,100]",NA,0.548403193612774,0.8234758872,1.21436464088398,0.303650848303393,0.250049151696607,0.8241324921,1.2133971291866,99.9203277499317,0.0796722500682989,-0.043
"144","2018_January_EPI_ADFA_(80,90]_4","2018_January_EPI_ADFA_(80,85]_4","2018_January_ADFA_4",4,6,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,85]","ADFA","EPI",-2.7,"Missing flam weight",NA,12,NA,NA,NA,76,NA,0,279.5,NA,NA,100,0.4984,1,"2018_January",2018,"January",0.3297,0.6012,0.2715,"St. Marys",82.34758872,82.34758872,"(80,90]","2018_January",0.09,"Dry",67,NA,"(80,85]","2018_January_EPI_ADFA_(80,85]_4",71,"moderate","(80,85]","(80,90]","(80,100]",NA,0.548403193612774,0.8234758872,1.21436464088398,0.273324151696607,0.225075848303393,0.8241324921,1.2133971291866,99.9203277499317,0.0796722500682989,-0.043
"145","2018_January_EPI_ADFA_(80,90]_4","2018_January_EPI_ADFA_(80,85]_4","2018_January_ADFA_4",4,6,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,85]","ADFA","EPI",-2.7,"Missing flam weight",14.5,11,17,28,7,113,89,1,282.9,290.6,NA,100,0.4984,1,"2018_January",2018,"January",0.3297,0.6012,0.2715,"St. Marys",82.34758872,82.34758872,"(80,90]","2018_January",0.09,"Dry",67,1.42857142857143,"(80,85]","2018_January_EPI_ADFA_(80,85]_4",71,"moderate","(80,85]","(80,90]","(80,100]",7.70000000000005,0.548403193612774,0.8234758872,1.21436464088398,0.273324151696607,0.225075848303393,0.8241324921,1.2133971291866,99.9203277499317,0.0796722500682989,-0.043
"146","2018_January_EPI_ADFA_(70,80]_5","2018_January_EPI_ADFA_(70,75]_5","2018_January_ADFA_5",5,6,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-3.9,"0",NA,16,NA,NA,NA,139,NA,0,284.9,NA,NA,100,0.5013,1,"2018_January",2018,"January",0.5573,0.9651,0.4078,"St. Marys",73.17423291,73.17423291,"(70,80]","2018_January",0.09,"Dry",74,NA,"(70,75]","2018_January_EPI_ADFA_(70,75]_5",62,"moderate","(70,75]","(70,80]","(60,80]",NA,0.577453113666978,0.7317423291,1.36660127513487,0.289477245881256,0.211822754118744,0.8144409938,1.2278360343184,89.8459599492719,10.1540400507281,-0.043
"147","2018_January_EPI_ADFA_(70,80]_5","2018_January_EPI_ADFA_(70,75]_5","2018_January_ADFA_5",5,6,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-3.9,"Missing flam weight",NA,17,NA,NA,NA,119,NA,0,279.9,NA,NA,100,0.5049,1,"2018_January",2018,"January",0.5573,0.9651,0.4078,"St. Marys",73.17423291,73.17423291,"(70,80]","2018_January",0.09,"Dry",74,NA,"(70,75]","2018_January_EPI_ADFA_(70,75]_5",62,"moderate","(70,75]","(70,80]","(60,80]",NA,0.577453113666978,0.7317423291,1.36660127513487,0.291556077090457,0.213343922909543,0.8144409938,1.2278360343184,89.8459599492719,10.1540400507281,-0.043
"148","2018_January_EPI_ADFA_(70,80]_5","2018_January_EPI_ADFA_(70,75]_5","2018_January_ADFA_5",5,6,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-3.9,"Missing flam weight",10,16,0,16,19,112,93,1,282.1,323.1,NA,100,0.5049,1,"2018_January",2018,"January",0.5573,0.9651,0.4078,"St. Marys",73.17423291,73.17423291,"(70,80]","2018_January",0.09,"Dry",74,0.526315789473684,"(70,75]","2018_January_EPI_ADFA_(70,75]_5",62,"moderate","(70,75]","(70,80]","(60,80]",41,0.577453113666978,0.7317423291,1.36660127513487,0.291556077090457,0.213343922909543,0.8144409938,1.2278360343184,89.8459599492719,10.1540400507281,-0.043
"149","2018_January_EPI_ADFA_(40,50]_6","2018_January_EPI_ADFA_(40,45]_6","2018_January_ADFA_6",6,6,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(40,45]","ADFA","EPI",-9.6,"0",10,11,25,36,6,177,146,1,281.3,285.4,NA,100,0.4888,1,"2018_January",2018,"January",0.2793,0.3975,0.1182,"St. Marys",42.32008593,42.32008593,"(40,50]","2018_January",0.09,"Dry",73,1.66666666666667,"(40,45]","2018_January_EPI_ADFA_(40,45]_6",100,"dry","(40,45]","(40,50]","(40,60]",4.09999999999997,0.702641509433962,0.4232008593,2.36294416243655,0.343451169811321,0.145348830188679,0.7459272845,1.34075788255713,56.7348678743766,43.2651321256234,-0.043
"150","2018_January_EPI_ADFA_(40,50]_1","2018_January_EPI_ADFA_(45,50]_1","2018_January_ADFA_1",1,7,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(45,50]","ADFA","EPI",-5.4,"0",6,10,24,34,2,113,87,1,281,290.8,NA,100,0.457,1,"2018_January",2018,"January",0.1779,0.2654,0.0874,"St. Marys",49.11491992,49.11491992,"(40,50]","2018_January",0.09,"Dry",73,5,"(45,50]","2018_January_EPI_ADFA_(45,50]_1",67,"dry","(45,50]","(40,50]","(40,60]",9.80000000000001,0.670308967596081,0.4911491992,2.03546910755149,0.306331198191409,0.150668801808591,0.8513314599,1.17478780257781,57.6918888041201,42.3081111958799,-0.043
"151","2018_January_EPI_ADFA_(50,60]_2","2018_January_EPI_ADFA_(50,55]_2","2018_January_ADFA_2",2,7,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(50,55]","ADFA","EPI",-9,"0",11,8,18,26,7,126,101,1,278.8,283.4,NA,100,0.519,1,"2018_January",2018,"January",0.5104,0.7683,0.2579,"St. Marys",50.52899687,50.52899687,"(50,60]","2018_January",0.09,"Dry",87,1.42857142857143,"(50,55]","2018_January_EPI_ADFA_(50,55]_2",86,"dry","(50,55]","(50,60]","(40,60]",4.59999999999997,0.664323831836522,0.5052899687,1.97906165180302,0.344784068723155,0.174215931276845,0.8069278819,1.23926812104152,62.6189750080564,37.3810249919436,-0.043
"152","2018_January_EPI_ADFA_(50,60]_3","2018_January_EPI_ADFA_(55,60]_3","2018_January_ADFA_3",3,7,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(55,60]","ADFA","EPI",-6.7,"0",13,8,9,17,13,135,113,1,281.3,300.5,NA,100,0.4908,1,"2018_January",2018,"January",0.478,0.752,0.274,"St. Marys",57.3281724,57.3281724,"(50,60]","2018_January",0.09,"Dry",87,0.769230769230769,"(55,60]","2018_January_EPI_ADFA_(55,60]_3",88,"dry","(55,60]","(50,60]","(40,60]",19.2,0.63563829787234,0.573281724,1.74452554744526,0.311971276595745,0.178828723404255,0.7896048416,1.26645626690712,72.6036232045313,27.3963767954687,-0.043
"153","2018_January_EPI_ADFA_(60,70]_4","2018_January_EPI_ADFA_(60,65]_4","2018_January_ADFA_4",4,7,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,65]","ADFA","EPI",-6.4,"0",5,6,23,29,1,82,58,1,279.8,282.1,NA,100,0.4916,1,"2018_January",2018,"January",0.3229,0.5198,0.1969,"St. Marys",60.97863116,60.97863116,"(60,70]","2018_January",0.09,"Dry",81,10,"(60,65]","2018_January_EPI_ADFA_(60,65]_4",83,"moderate","(60,65]","(60,70]","(60,80]",2.30000000000001,0.621200461716045,0.6097863116,1.6399187404774,0.305382146979608,0.186217853020392,0.8241324921,1.2133971291866,73.9912959924906,26.0087040075094,-0.043
"154","2018_January_EPI_ADFA_(50,60]_5","2018_January_EPI_ADFA_(55,60]_5","2018_January_ADFA_5",5,7,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(55,60]","ADFA","EPI",-6.2,"0",12,11,9,20,14,113,90,1,281.8,316.5,NA,100,0.5277,1,"2018_January",2018,"January",0.3953,0.629,0.2337,"St. Marys",59.11965596,59.11965596,"(50,60]","2018_January",0.09,"Dry",87,0.714285714285714,"(55,60]","2018_January_EPI_ADFA_(55,60]_5",88,"dry","(55,60]","(50,60]","(40,60]",34.7,0.62845786963434,0.5911965596,1.69148480958494,0.331637217806041,0.196062782193959,0.8144409938,1.2278360343184,72.589243923198,27.410756076802,-0.043
"155","2018_January_EPI_ADFA_(60,70]_6","2018_January_EPI_ADFA_(65,70]_6","2018_January_ADFA_6",6,7,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(65,70]","ADFA","EPI",-5.2,"0",13,5,30,35,7,104,67,1,278.7,382.1,NA,100,0.4799,1,"2018_January",2018,"January",0.3767,0.6275,0.2508,"St. Marys",66.58701712,66.58701712,"(60,70]","2018_January",0.09,"Dry",81,1.42857142857143,"(65,70]","2018_January_EPI_ADFA_(65,70]_6",80,"moderate","(65,70]","(60,70]","(60,80]",103.4,0.600318725099602,0.6658701712,1.50199362041467,0.288092956175299,0.191807043824701,0.7459272845,1.34075788255713,89.2674373275322,10.7325626724678,-0.043
"156","2018_January_EPI_ADFA_(40,50]_2","2018_January_EPI_ADFA_(45,50]_2","2018_January_ADFA_2",2,8,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(45,50]","ADFA","EPI",-9.9,"0",11.5,4,5,9,18,102,79,1,283.6,307.9,NA,100,0.4491,1,"2018_January",2018,"January",0.4579,0.6756,0.2177,"St. Marys",47.54313169,47.54313169,"(40,50]","2018_January",0.09,"Dry",73,0.555555555555556,"(45,50]","2018_January_EPI_ADFA_(45,50]_2",67,"dry","(45,50]","(40,50]","(40,60]",24.3,0.677767910005921,0.4754313169,2.10335323840147,0.304385568383659,0.144714431616341,0.8069278819,1.23926812104152,58.918687476822,41.081312523178,-0.043
"157","2018_January_EPI_ADFA_(40,50]_3","2018_January_EPI_ADFA_(40,45]_3","2018_January_ADFA_3",3,8,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(40,45]","ADFA","EPI",-10,"0",14.5,7,15,22,9,124,100,1,276,302.7,NA,100,0.5052,1,"2018_January",2018,"January",0.3309,0.4776,0.1467,"St. Marys",44.3403355,44.3403355,"(40,50]","2018_January",0.09,"Dry",73,1.11111111111111,"(40,45]","2018_January_EPI_ADFA_(40,45]_3",100,"dry","(40,45]","(40,50]","(40,60]",26.7,0.6928391959799,0.443403355,2.25562372188139,0.350022361809045,0.155177638190955,0.7896048416,1.26645626690712,56.1550957693621,43.8449042306379,-0.043
"158","2018_January_EPI_ADFA_(40,50]_4","2018_January_EPI_ADFA_(45,50]_4","2018_January_ADFA_4",4,8,"2018_January_EPI_ADFA_(40,50]","2018_January_EPI_ADFA_(45,50]","ADFA","EPI",-7.7,"0",5,5,36,41,4,143,103,1,282.8,287,NA,100,0.488,1,"2018_January",2018,"January",0.4532,0.6758,0.2226,"St. Marys",49.12280702,49.12280702,"(40,50]","2018_January",0.09,"Dry",73,2.5,"(45,50]","2018_January_EPI_ADFA_(45,50]_4",67,"dry","(45,50]","(40,50]","(40,60]",4.19999999999999,0.670612607280261,0.4912280702,2.03593890386343,0.327258952352767,0.160741047647233,0.8241324921,1.2133971291866,59.6054730166366,40.3945269833634,-0.043
"159","2018_January_EPI_ADFA_(50,60]_5","2018_January_EPI_ADFA_(50,55]_5","2018_January_ADFA_5",5,8,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(50,55]","ADFA","EPI",-8.1,"0",11.5,12,20,32,4,102,78,1,276.2,289.2,NA,100,0.4913,1,"2018_January",2018,"January",0.2835,0.4259,0.1424,"St. Marys",50.2292769,50.2292769,"(50,60]","2018_January",0.09,"Dry",87,2.5,"(50,55]","2018_January_EPI_ADFA_(50,55]_5",86,"dry","(50,55]","(50,60]","(40,60]",13,0.665649213430383,0.502292769,1.99087078651685,0.327033458558347,0.164266541441653,0.8144409938,1.2278360343184,61.6733161547301,38.3266838452699,-0.043
"160","2018_January_EPI_ADFA_(70,80]_6","2018_January_EPI_ADFA_(70,75]_6","2018_January_ADFA_6",6,8,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,75]","ADFA","EPI",-3,"0",10,8,14,22,22,95,59,1,279.1,331.7,NA,100,0.5412,1,"2018_January",2018,"January",0.2915,0.5051,0.2136,"St. Marys",73.28872877,73.28872877,"(70,80]","2018_January",0.09,"Dry",74,0.454545454545455,"(70,75]","2018_January_EPI_ADFA_(70,75]_6",62,"moderate","(70,75]","(70,80]","(60,80]",52.6,0.577113442882597,0.7328872877,1.36470037453184,0.312333795288062,0.228866204711938,0.7459272845,1.34075788255713,98.2518407529843,1.74815924701571,-0.043
"161","2018_January_EPI_ADFA_(50,60]_1","2018_January_EPI_ADFA_(55,60]_1","2018_January_ADFA_1",1,9,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(55,60]","ADFA","EPI",-7.6,"Missing flam weight",NA,490,NA,NA,NA,128,NA,0,281.9,NA,NA,100,0.4992,1,"2018_January",2018,"January",0.3339,0.5186,0.1847,"St. Marys",55.32424742,55.32424742,"(50,60]","2018_January",0.09,"Dry",87,NA,"(55,60]","2018_January_EPI_ADFA_(55,60]_1",88,"dry","(55,60]","(50,60]","(40,60]",NA,0.643848823756267,0.5532424742,1.80779642663779,0.321409332819128,0.177790667180872,0.8513314599,1.17478780257781,64.9855550110865,35.0144449889135,-0.043
"162","2018_January_EPI_ADFA_(50,60]_1","2018_January_EPI_ADFA_(55,60]_1","2018_January_ADFA_1",1,9,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(55,60]","ADFA","EPI",-7.6,"0",13,14,17,31,10,136,109,1,276.8,305,NA,100,0.4533,1,"2018_January",2018,"January",0.3339,0.5186,0.1847,"St. Marys",55.32424742,55.32424742,"(50,60]","2018_January",0.09,"Dry",87,1,"(55,60]","2018_January_EPI_ADFA_(55,60]_1",88,"dry","(55,60]","(50,60]","(40,60]",28.2,0.643848823756267,0.5532424742,1.80779642663779,0.291856671808716,0.161443328191284,0.8513314599,1.17478780257781,64.9855550110865,35.0144449889135,-0.043
"163","2018_January_EPI_ADFA_(50,60]_2","2018_January_EPI_ADFA_(50,55]_2","2018_January_ADFA_2",2,9,"2018_January_EPI_ADFA_(50,60]","2018_January_EPI_ADFA_(50,55]","ADFA","EPI",-8.6,"0",NA,21,NA,NA,NA,162,NA,0,283.6,NA,NA,100,0.5459,1,"2018_January",2018,"January",0.2857,0.4287,0.143,"St. Marys",50.06126378,50.06126378,"(50,60]","2018_January",0.09,"Dry",87,NA,"(50,55]","2018_January_EPI_ADFA_(50,55]_2",86,"dry","(50,55]","(50,60]","(40,60]",NA,0.66643340331234,0.5006126378,1.9979020979021,0.363805994868206,0.182094005131794,0.8069278819,1.23926812104152,62.0393283004737,37.9606716995263,-0.043
"164","2018_January_EPI_ADFA_(30,40]_3","2018_January_EPI_ADFA_(35,40]_3","2018_January_ADFA_3",3,9,"2018_January_EPI_ADFA_(30,40]","2018_January_EPI_ADFA_(35,40]","ADFA","EPI",-10,"0",18,5,13,18,12,96,71,1,278.4,298.9,NA,100,0.525,1,"2018_January",2018,"January",0.3644,0.5055,0.1411,"St. Marys",38.72118551,38.72118551,"(30,40]","2018_January",0.09,"Dry",100,0.833333333333333,"(35,40]","2018_January_EPI_ADFA_(35,40]_3",100,"dry","(35,40]","(30,40]","(20,40]",20.5,0.720870425321464,0.3872118551,2.58256555634302,0.378456973293769,0.146543026706231,0.7896048416,1.26645626690712,49.0386880500101,50.9613119499899,-0.043
