"","model.spp.gr.sample","model.spp.bins5lfm_gr.sample","individual","sample","round","model.spp.gr","model.spp.bins5lfm_gr","spp","model","mpa","lfm.notes","fh","ttfg","gti","tti","fd","gd","pfg","ignition","start.temp","temp.max","ignition.temp","prop.new","sample.wt","glow","year.month","year","month","dry.wt","fresh.wt","water.wt","site","lfm.outliers.out","lfm.NAs.imputed","gr","precip.2month","precip.2mo","season","prop.ignite","ros","bins5lfm_gr","individual.bins5lfm_gr","prop.ignite.bins5","hydration","bins5lfm","bins10lfm","bins20lfm","temp.change","gdw.gfw","gww.gdw","gdw.gww","dw.flam.sample","ww.flam.sample","gww.gdw.saturated","gdw.gww.saturated","RWC","RWD","max.mpa.sample"
"403","2020_September_EPI_ADFA_(50,60]_2.5","2020_September_EPI_ADFA_(50,55]_2.5","2020_September_ADFA_2.5",2.5,10,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,55]","ADFA","EPI",-8.821,"0",12,7,18,25,8,119,93,1,280.8,359.2,264.2,NA,0.498,1,"2020_September",2020,"September",0.381,0.5802,0.1992,"Painted Caves",52.28346457,52.28346457,"(50,60]","2020_September",0.01,"Dry",87,1.25,"(50,55]","2020_September_EPI_ADFA_(50,55]_2.5",92,"dry","(50,55]","(50,60]","(40,60]",78.4,0.656670113753878,0.5228346457,1.91265060240964,0.327021716649431,0.170978283350569,0.9522116904,1.05018664454583,54.9073962198858,45.0926037801142,-0.043
"404","2020_September_HP_ADFA_(50,60]_2.5","2020_September_HP_ADFA_(50,55]_2.5","2020_September_ADFA_2.5",2.5,10,"2020_September_HP_ADFA_(50,60]","2020_September_HP_ADFA_(50,55]","ADFA","HP",-8.821,"0",3,108,9,117,10,143,124,1,254.4,260.9,252.2,NA,0.9393,1,"2020_September",2020,"September",0.381,0.5802,0.1992,"Painted Caves",52.28346457,52.28346457,"(50,60]","2020_September",0.01,"Dry",20,1,"(50,55]","2020_September_HP_ADFA_(50,55]_2.5",14,"dry","(50,55]","(50,60]","(40,60]",6.49999999999997,0.656670113753878,0.5228346457,1.91265060240964,0.616810237849018,0.322489762150982,0.9522116904,1.05018664454583,54.9073962198858,45.0926037801142,-0.043
"405","2020_September_EPI_ADFA_(60,70]_2.6","2020_September_EPI_ADFA_(65,70]_2.6","2020_September_ADFA_2.6",2.6,10,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(65,70]","ADFA","EPI",-6.305,"0",16,6,23,29,3,112,86,1,281.9,335.7,268.5,100,0.4893,1,"2020_September",2020,"September",0.3312,0.5539,0.2227,"Painted Caves",67.24033816,67.24033816,"(60,70]","2020_September",0.01,"Dry",91,3.33333333333333,"(65,70]","2020_September_EPI_ADFA_(65,70]_2.6",89,"moderate","(65,70]","(60,70]","(60,80]",53.8,0.597941866762954,0.6724033816,1.48720251459362,0.292572955407113,0.196727044592887,0.9452848407,1.05788219271365,71.1323563701787,28.8676436298213,-0.043
"406","2020_September_HP_ADFA_(60,70]_2.6","2020_September_HP_ADFA_(65,70]_2.6","2020_September_ADFA_2.6",2.6,10,"2020_September_HP_ADFA_(60,70]","2020_September_HP_ADFA_(65,70]","ADFA","HP",-6.305,"Glowed past end of video ",NA,263,NA,NA,NA,290,NA,0,229.2,NA,NA,50,2.0586,1,"2020_September",2020,"September",0.3312,0.5539,0.2227,"Painted Caves",67.24033816,67.24033816,"(60,70]","2020_September",0.01,"Dry",42,NA,"(65,70]","2020_September_HP_ADFA_(65,70]_2.6",36,"moderate","(65,70]","(60,70]","(60,80]",NA,0.597941866762954,0.6724033816,1.48720251459362,1.23092312691822,0.827676873081784,0.9452848407,1.05788219271365,71.1323563701787,28.8676436298213,-0.043
"407","2020_September_EPI_ADFA_(40,50]_1.2","2020_September_EPI_ADFA_(40,45]_1.2","2020_September_ADFA_1.2",1.2,11,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,45]","ADFA","EPI",-10,"0",6,20,22,42,8,145,115,1,277.7,287.4,242.8,100,0.4933,1,"2020_September",2020,"September",0.3608,0.5097,0.1489,"St. Marys",41.26940133,41.26940133,"(40,50]","2020_September",0.01,"Dry",100,1.25,"(40,45]","2020_September_EPI_ADFA_(40,45]_1.2",100,"dry","(40,45]","(40,50]","(40,60]",9.69999999999999,0.707867372964489,0.4126940133,2.42310275352586,0.349190975083382,0.144109024916618,1.024280911,0.976294675419402,40.291096794637,59.708903205363,-0.043
"408","2020_September_EPI_ADFA_(40,50]_1.4","2020_September_EPI_ADFA_(45,50]_1.4","2020_September_ADFA_1.4",1.4,11,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","ADFA","EPI",-10,"0",9,27,16,43,6,117,95,1,273.5,326.1,283.2,NA,0.5538,1,"2020_September",2020,"September",0.4151,0.6084,0.1933,"St. Marys",46.56709227,46.56709227,"(40,50]","2020_September",0.01,"Dry",100,1.66666666666667,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.4",100,"dry","(45,50]","(40,50]","(40,60]",52.6,0.682281393819855,0.4656709227,2.14743921365753,0.377847435897436,0.175952564102564,0.9473503097,0.961266523209345,49.1550926760625,50.8449073239375,-0.043
"409","2020_September_EPI_ADFA_(40,50]_1.4","2020_September_EPI_ADFA_(45,50]_1.4","2020_September_ADFA_1.4",1.4,11,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","ADFA","EPI",-10,"0",6.25,7,24,31,3,131,104,1,271.9,312.6,278.5,NA,0.5538,1,"2020_September",2020,"September",0.4151,0.6084,0.1933,"St. Marys",46.56709227,46.56709227,"(40,50]","2020_September",0.01,"Dry",100,3.33333333333333,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.4",100,"dry","(45,50]","(40,50]","(40,60]",40.7,0.682281393819855,0.4656709227,2.14743921365753,0.377847435897436,0.175952564102564,0.9473503097,0.961266523209345,49.1550926760625,50.8449073239375,-0.043
"410","2020_September_HP_ADFA_(40,50]_1.4","2020_September_HP_ADFA_(45,50]_1.4","2020_September_ADFA_1.4",1.4,11,"2020_September_HP_ADFA_(40,50]","2020_September_HP_ADFA_(45,50]","ADFA","HP",-10,"Ignition due to touhing pilot flame",3,71,0,71,37,117,80,1,246.3,257.5,245.9,90,1.0616,1,"2020_September",2020,"September",0.4151,0.6084,0.1933,"St. Marys",46.56709227,46.56709227,"(40,50]","2020_September",0.01,"Dry",20,0.27027027027027,"(45,50]","2020_September_HP_ADFA_(45,50]_1.4",33,"dry","(45,50]","(40,50]","(40,60]",11.2,0.682281393819855,0.4656709227,2.14743921365753,0.724309927679158,0.337290072320842,0.9473503097,0.961266523209345,49.1550926760625,50.8449073239375,-0.043
"411","2020_September_EPI_ADFA_(40,50]_1.5","2020_September_EPI_ADFA_(45,50]_1.5","2020_September_ADFA_1.5",1.5,11,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","ADFA","EPI",-10,"0",15,10,15,25,10,154,129,1,280.8,356.9,276.9,100,0.4767,1,"2020_September",2020,"September",0.3788,0.5546,0.1758,"St. Marys",46.40971489,46.40971489,"(40,50]","2020_September",0.01,"Dry",100,1,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.5",100,"dry","(45,50]","(40,50]","(40,60]",76.1,0.683014785430941,0.4640971489,2.1547212741752,0.32559314821493,0.15110685178507,0.9275584515,1.07809917355372,50.0342752685274,49.9657247314726,-0.043
"412","2020_September_EPI_ADFA_(40,50]_1.6","2020_September_EPI_ADFA_(45,50]_1.6","2020_September_ADFA_1.6",1.6,11,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","ADFA","EPI",-10,"0",2,24,30,54,3,165,132,1,272.1,NA,212.8,85,0.5377,1,"2020_September",2020,"September",0.3227,0.4752,0.1525,"St. Marys",47.25751472,47.25751472,"(40,50]","2020_September",0.01,"Dry",100,3.33333333333333,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.6",100,"dry","(45,50]","(40,50]","(40,60]",NA,0.679082491582492,0.4725751472,2.11606557377049,0.365142655723906,0.172557344276094,1.071710008,0.933088235294118,44.0954310095423,55.9045689904577,-0.043
"413","2020_September_EPI_ADFA_(40,50]_2.6","2020_September_EPI_ADFA_(40,45]_2.6","2020_September_ADFA_2.6",2.6,11,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,45]","ADFA","EPI",-10,"0",18,22,9,31,8,122,105,1,270.9,315,268,NA,0.4893,1,"2020_September",2020,"September",0.3412,0.4859,0.1447,"Painted Caves",42.4091442,42.4091442,"(40,50]","2020_September",0.01,"Dry",100,1.25,"(40,45]","2020_September_EPI_ADFA_(40,45]_2.6",100,"dry","(40,45]","(40,50]","(40,60]",44.1,0.702202099197366,0.424091442,2.35798203178991,0.343587487137271,0.145712512862729,0.9452848407,1.05788219271365,44.8638784565669,55.1361215434331,-0.043
"414","2020_September_HP_ADFA_(40,50]_2.6","2020_September_HP_ADFA_(40,45]_2.6","2020_September_ADFA_2.6",2.6,11,"2020_September_HP_ADFA_(40,50]","2020_September_HP_ADFA_(40,45]","ADFA","HP",-10,"Glowed past end of video ",NA,143,NA,NA,NA,300,NA,0,232.2,NA,NA,NA,1.2928,1,"2020_September",2020,"September",0.3412,0.4859,0.1447,"Painted Caves",42.4091442,42.4091442,"(40,50]","2020_September",0.01,"Dry",20,NA,"(40,45]","2020_September_HP_ADFA_(40,45]_2.6",0,"dry","(40,45]","(40,50]","(40,60]",NA,0.702202099197366,0.424091442,2.35798203178991,0.907806873842355,0.384993126157646,0.9452848407,1.05788219271365,44.8638784565669,55.1361215434331,-0.043
"415","2019_December_EPI_CEME_(130,140]_1","2019_December_EPI_CEME_(130,135]_1","2019_December_CEME_1",1,1,"2019_December_EPI_CEME_(130,140]","2019_December_EPI_CEME_(130,135]","CEME","EPI",-0.163,"no burn ",NA,NA,0,NA,NA,NA,NA,0,274.1,NA,NA,100,0.493,1,"2019_December",2019,"December",0.3039,0.703,0.3991,"St. Marys",131.3260941,131.3260941,"(130,140]","2019_December",3.69,"Wet",50,NA,"(130,135]","2019_December_EPI_CEME_(130,135]_1",33,"hydrated","(130,135]","(130,140]","(120,140]",NA,0.432290184921764,1.313260941,0.761463292407918,0.21311906116643,0.27988093883357,1.742857143,0.367606192933704,75.3510375921843,24.6489624078157,-0.043
"416","2019_December_EPI_CEME_(140,150]_2","2019_December_EPI_CEME_(145,150]_2","2019_December_CEME_2",2,1,"2019_December_EPI_CEME_(140,150]","2019_December_EPI_CEME_(145,150]","CEME","EPI",-0.167,"0",NA,19,NA,NA,NA,104,NA,0,279,313.8,NA,100,0.462,1,"2019_December",2019,"December",0.1866,0.466,0.2794,"St. Marys",149.7320472,149.7320472,"(140,150]","2019_December",3.69,"Wet",60,NA,"(145,150]","2019_December_EPI_CEME_(145,150]_2",33,"hydrated","(145,150]","(140,150]","(140,160]",34.8,0.400429184549356,1.497320472,0.667859699355762,0.184998283261803,0.277001716738197,1.497320472,0.314155942467827,100,0,-0.043
"417","2019_December_EPI_CEME_(110,120]_3","2019_December_EPI_CEME_(110,115]_3","2019_December_CEME_3",3,1,"2019_December_EPI_CEME_(110,120]","2019_December_EPI_CEME_(110,115]","CEME","EPI",-0.263,"no lfm measurement made",NA,7,NA,NA,NA,187,NA,0,266.8,308.9,NA,100,0.531,1,"2019_December",2019,"December",0.26535,0.6487,0.37765,"St. Marys",NA,111.478023025817,"(110,120]","2019_December",3.69,"Wet",54,NA,"(110,115]","2019_December_EPI_CEME_(110,115]_3",40,"hydrated","(110,115]","(110,120]","(100,120]",42.1,0.409048866964699,1.11478023025817,0.702634714682907,0.217204948358255,0.313795051641745,1.431654676,0.698492462311558,77.8665588110139,22.1334411889861,-0.043
"418","2019_December_EPI_CEME_(90,100]_4","2019_December_EPI_CEME_(95,100]_4","2019_December_CEME_4",4,1,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(95,100]","CEME","EPI",-0.58,"0",2,13,56,69,3,119,60,1,279.3,343.2,NA,100,0.576,1,"2019_December",2019,"December",0.2568,0.5038,0.247,"St. Marys",96.18380062,96.18380062,"(90,100]","2019_December",3.69,"Wet",80,3.33333333333333,"(95,100]","2019_December_EPI_CEME_(95,100]_4",75,"hydrated","(95,100]","(90,100]","(80,100]",63.9,0.509726081778483,0.9618380062,1.03967611336032,0.293602223104406,0.282397776895594,1.479640844,0.478717201166181,65.0048293881782,34.9951706118218,-0.043
"419","2019_December_EPI_CEME_(120,130]_5","2019_December_EPI_CEME_(120,125]_5","2019_December_CEME_5",5,1,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,125]","CEME","EPI",-0.25,"0",5,3,60,63,7,171,104,1,283.6,312.3,NA,100,0.512,1,"2019_December",2019,"December",0.3617,0.799,0.4373,"St. Marys",120.9012994,120.9012994,"(120,130]","2019_December",3.69,"Wet",86,1.42857142857143,"(120,125]","2019_December_EPI_CEME_(120,125]_5",86,"hydrated","(120,125]","(120,130]","(120,140]",28.7,0.452690863579474,1.209012994,0.827120969586096,0.231777722152691,0.280222277847309,1.624141315,0.61570996978852,74.4401354016415,25.5598645983585,-0.043
"420","2019_December_EPI_CEME_(110,120]_6","2019_December_EPI_CEME_(110,115]_6","2019_December_CEME_6",6,1,"2019_December_EPI_CEME_(110,120]","2019_December_EPI_CEME_(110,115]","CEME","EPI",-0.31,"0",NA,NA,0,NA,NA,NA,NA,0,274.1,NA,NA,100,0.55,0,"2019_December",2019,"December",0.2619,0.7437,0.4818,"St. Marys",NA,111.200662587406,"(110,120]","2019_December",3.69,"Wet",54,NA,"(110,115]","2019_December_EPI_CEME_(110,115]_6",40,"hydrated","(110,115]","(110,120]","(100,120]",NA,0.352158128277531,1.11200662587406,0.543586550435866,0.193686970552642,0.356313029447358,1.702711981,0.543586550435866,65.3079697730779,34.6920302269221,-0.043
"421","2019_December_EPI_CEME_(110,120]_7","2019_December_EPI_CEME_(110,115]_7","2019_December_CEME_7",7,1,"2019_December_EPI_CEME_(110,120]","2019_December_EPI_CEME_(110,115]","CEME","EPI",-0.043,"0",NA,27,NA,NA,NA,149,NA,0,280.7,312.6,NA,100,0.619,1,"2019_December",2019,"December",0.1757,0.6487,0.473,"St. Marys",NA,112.776305929019,"(110,120]","2019_December",3.69,"Wet",54,NA,"(110,115]","2019_December_EPI_CEME_(110,115]_7",40,"hydrated","(110,115]","(110,120]","(100,120]",31.9,0.270849391089872,1.12776305929019,0.371458773784355,0.167655773084631,0.451344226915369,1.326370757,0.220500595947557,85.0262306627582,14.9737693372418,-0.043
"422","2019_December_EPI_CEME_(110,120]_7","2019_December_EPI_CEME_(110,115]_7","2019_December_CEME_7",7,1,"2019_December_EPI_CEME_(110,120]","2019_December_EPI_CEME_(110,115]","CEME","EPI",-0.043,"0",NA,22,NA,NA,NA,197,NA,0,275.6,304.7,NA,100,0.619,1,"2019_December",2019,"December",0.1757,0.6487,0.473,"St. Marys",NA,112.776305929019,"(110,120]","2019_December",3.69,"Wet",54,NA,"(110,115]","2019_December_EPI_CEME_(110,115]_7",40,"hydrated","(110,115]","(110,120]","(100,120]",29.1,0.270849391089872,1.12776305929019,0.371458773784355,0.167655773084631,0.451344226915369,1.326370757,0.220500595947557,85.0262306627582,14.9737693372418,-0.043
"423","2019_December_EPI_CEME_(110,120]_7","2019_December_EPI_CEME_(110,115]_7","2019_December_CEME_7",7,1,"2019_December_EPI_CEME_(110,120]","2019_December_EPI_CEME_(110,115]","CEME","EPI",-0.043,"0",NA,22,NA,NA,NA,195,NA,0,281.6,293.4,NA,100,0.619,1,"2019_December",2019,"December",0.1757,0.6487,0.473,"St. Marys",NA,112.776305929019,"(110,120]","2019_December",3.69,"Wet",54,NA,"(110,115]","2019_December_EPI_CEME_(110,115]_7",40,"hydrated","(110,115]","(110,120]","(100,120]",11.8,0.270849391089872,1.12776305929019,0.371458773784355,0.167655773084631,0.451344226915369,1.326370757,0.220500595947557,85.0262306627582,14.9737693372418,-0.043
"424","2019_December_EPI_CEME_(110,120]_8","2019_December_EPI_CEME_(110,115]_8","2019_December_CEME_8",8,1,"2019_December_EPI_CEME_(110,120]","2019_December_EPI_CEME_(110,115]","CEME","EPI",-0.317,"0",NA,18,NA,NA,NA,139,NA,0,276.5,300.4,NA,100,0.584,1,"2019_December",2019,"December",0.1522,0.4932,0.341,"St. Marys",NA,111.15935358594,"(110,120]","2019_December",3.69,"Wet",54,NA,"(110,115]","2019_December_EPI_CEME_(110,115]_8",40,"hydrated","(110,115]","(110,120]","(100,120]",23.9,0.308596918085969,1.1115935358594,0.44633431085044,0.180220600162206,0.403779399837794,1.480726086,0.326428332776478,75.0708416883662,24.9291583116338,-0.043
"425","2019_December_EPI_CEME_(110,120]_8","2019_December_EPI_CEME_(110,115]_8","2019_December_CEME_8",8,1,"2019_December_EPI_CEME_(110,120]","2019_December_EPI_CEME_(110,115]","CEME","EPI",-0.317,"0",7,9,27,36,8,128,93,1,265.3,NA,NA,100,0.584,1,"2019_December",2019,"December",0.1522,0.4932,0.341,"St. Marys",NA,111.15935358594,"(110,120]","2019_December",3.69,"Wet",54,1.25,"(110,115]","2019_December_EPI_CEME_(110,115]_8",40,"hydrated","(110,115]","(110,120]","(100,120]",NA,0.308596918085969,1.1115935358594,0.44633431085044,0.180220600162206,0.403779399837794,1.480726086,0.326428332776478,75.0708416883662,24.9291583116338,-0.043
"426","2019_December_EPI_CEME_(170,180]_9","2019_December_EPI_CEME_(170,175]_9","2019_December_CEME_9",9,1,"2019_December_EPI_CEME_(170,180]","2019_December_EPI_CEME_(170,175]","CEME","EPI",-0.362,"0",NA,21,NA,NA,NA,153,NA,0,280.4,NA,NA,100,0.643,1,"2019_December",2019,"December",0.3188,0.8638,0.545,"St. Marys",170.9535759,170.9535759,"(170,180]","2019_December",3.69,"Wet",60,NA,"(170,175]","2019_December_EPI_CEME_(170,175]_9",60,"hydrated","(170,175]","(170,180]","(160,180]",NA,0.369066913637416,1.709535759,0.584954128440367,0.237310025468858,0.405689974531142,1.741025006,0.519501879699248,98.191338614237,1.80866138576302,-0.043
"427","2019_December_EPI_CEME_(100,110]_4","2019_December_EPI_CEME_(100,105]_4","2019_December_CEME_4",4,2,"2019_December_EPI_CEME_(100,110]","2019_December_EPI_CEME_(100,105]","CEME","EPI",-2.01,"0",NA,16,NA,NA,NA,151,NA,0,270.6,307.3,NA,100,0.638,1,"2019_December",2019,"December",0.1642,0.5072,0.343,"St. Marys",NA,101.168476517207,"(100,110]","2019_December",3.69,"Wet",53,NA,"(100,105]","2019_December_EPI_CEME_(100,105]_4",57,"hydrated","(100,105]","(100,110]","(100,120]",36.7,0.323738170347003,1.01168476517207,0.478717201166181,0.206544952681388,0.431455047318612,1.479640844,0.478717201166181,68.3736711698987,31.6263288301013,-0.043
"428","2019_December_EPI_CEME_(120,130]_5","2019_December_EPI_CEME_(120,125]_5","2019_December_CEME_5",5,2,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,125]","CEME","EPI",-1.92,"0",5,9,40,49,1,113,72,1,276.7,283,NA,100,0.616,1,"2019_December",2019,"December",0.6442,1.4412,0.797,"St. Marys",123.7289451,123.7289451,"(120,130]","2019_December",3.69,"Wet",86,10,"(120,125]","2019_December_EPI_CEME_(120,125]_5",86,"hydrated","(120,125]","(120,130]","(120,140]",6.30000000000001,0.446988620593949,1.237289451,0.808281053952321,0.275344990285873,0.340655009714127,1.624141315,0.61570996978852,76.1811450501769,23.8188549498231,-0.043
"429","2019_December_EPI_CEME_(150,160]_6","2019_December_EPI_CEME_(155,160]_6","2019_December_CEME_6",6,2,"2019_December_EPI_CEME_(150,160]","2019_December_EPI_CEME_(155,160]","CEME","EPI",-1.39,"0",9,30,44,74,4,163,115,1,274.5,307.6,NA,100,0.665,1,"2019_December",2019,"December",0.2804,0.7254,0.445,"St. Marys",158.7018545,158.7018545,"(150,160]","2019_December",3.69,"Wet",100,2.5,"(155,160]","2019_December_EPI_CEME_(155,160]_6",100,"hydrated","(155,160]","(150,160]","(140,160]",33.1,0.38654535428729,1.587018545,0.630112359550562,0.257052660601048,0.407947339398952,1.702711981,0.543586550435866,93.2053431648462,6.79465683515384,-0.043
"430","2019_December_EPI_CEME_(100,110]_7","2019_December_EPI_CEME_(105,110]_7","2019_December_CEME_7",7,2,"2019_December_EPI_CEME_(100,110]","2019_December_EPI_CEME_(105,110]","CEME","EPI",-0.88,"0",NA,11,NA,NA,NA,152,NA,0,283.1,291.4,NA,100,0.459,1,"2019_December",2019,"December",0.185,1.024,0.839,"St. Marys",NA,107.836929610927,"(100,110]","2019_December",3.69,"Wet",53,NA,"(105,110]","2019_December_EPI_CEME_(105,110]_7",50,"hydrated","(105,110]","(100,110]","(100,120]",8.29999999999995,0.1806640625,1.07836929610927,0.220500595947557,0.0829248046875,0.3760751953125,1.326370757,0.220500595947557,81.3022520602265,18.6977479397735,-0.043
"431","2019_December_EPI_CEME_(100,110]_8","2019_December_EPI_CEME_(105,110]_8","2019_December_CEME_8",8,2,"2019_December_EPI_CEME_(100,110]","2019_December_EPI_CEME_(105,110]","CEME","EPI",-1.34,"0",NA,25,NA,NA,NA,145,NA,0,271.2,294.2,NA,100,0.546,1,"2019_December",2019,"December",0.1337,0.4747,0.341,"St. Marys",NA,105.12233808605,"(100,110]","2019_December",3.69,"Wet",53,NA,"(105,110]","2019_December_EPI_CEME_(105,110]_8",50,"hydrated","(105,110]","(100,110]","(100,120]",23,0.28165156941226,1.0512233808605,0.39208211143695,0.153781756899094,0.392218243100906,1.480726086,0.326428332776478,70.9937773636617,29.0062226363383,-0.043
"432","2019_December_EPI_CEME_(100,110]_9","2019_December_EPI_CEME_(105,110]_9","2019_December_CEME_9",9,2,"2019_December_EPI_CEME_(100,110]","2019_December_EPI_CEME_(105,110]","CEME","EPI",-1.01,"0",15,24,33,57,9,149,107,1,276.4,261.9,NA,100,0.669,1,"2019_December",2019,"December",0.1943,0.5443,0.35,"St. Marys",NA,107.069762440853,"(100,110]","2019_December",3.69,"Wet",53,1.11111111111111,"(105,110]","2019_December_EPI_CEME_(105,110]_9",50,"hydrated","(105,110]","(100,110]","(100,120]",-14.5,0.356972257945986,1.07069762440853,0.555142857142857,0.238814440565864,0.430185559434136,1.741025006,0.519501879699248,61.498118678287,38.501881321713,-0.043
"433","2019_December_EPI_CEME_(140,150]_4","2019_December_EPI_CEME_(145,150]_4","2019_December_CEME_4",4,3,"2019_December_EPI_CEME_(140,150]","2019_December_EPI_CEME_(145,150]","CEME","EPI",-2.98,"0",13,23,32,55,12,114,70,1,265.7,273.6,NA,100,0.56,1,"2019_December",2019,"December",0.2395,0.5938,0.3543,"St. Marys",147.9640844,147.9640844,"(140,150]","2019_December",3.69,"Wet",60,0.833333333333333,"(145,150]","2019_December_EPI_CEME_(145,150]_4",33,"hydrated","(145,150]","(140,150]","(140,160]",7.90000000000003,0.403334456045807,1.479640844,0.675980807225515,0.225867295385652,0.334132704614348,1.479640844,0.478717201166181,100,0,-0.043
"434","2019_December_EPI_CEME_(170,180]_6","2019_December_EPI_CEME_(170,175]_6","2019_December_CEME_6",6,3,"2019_December_EPI_CEME_(170,180]","2019_December_EPI_CEME_(170,175]","CEME","EPI",-2.37,"0",3,26,34,60,3,132,95,1,259.7,260.4,NA,NA,0.647,1,"2019_December",2019,"December",0.2913,0.7873,0.496,"St. Marys",170.2711981,170.2711981,"(170,180]","2019_December",3.69,"Wet",60,3.33333333333333,"(170,175]","2019_December_EPI_CEME_(170,175]_6",60,"hydrated","(170,175]","(170,180]","(160,180]",0.699999999999989,0.369998729836149,1.702711981,0.587298387096774,0.239389178203988,0.407610821796012,1.702711981,0.543586550435866,100,0,-0.043
"435","2019_December_EPI_CEME_(170,180]_6","2019_December_EPI_CEME_(170,175]_6","2019_December_CEME_6",6,3,"2019_December_EPI_CEME_(170,180]","2019_December_EPI_CEME_(170,175]","CEME","EPI",-2.37,"0",13,27,18,45,3,103,82,1,265.2,297.1,NA,100,0.647,1,"2019_December",2019,"December",0.2913,0.7873,0.496,"St. Marys",170.2711981,170.2711981,"(170,180]","2019_December",3.69,"Wet",60,3.33333333333333,"(170,175]","2019_December_EPI_CEME_(170,175]_6",60,"hydrated","(170,175]","(170,180]","(160,180]",31.9,0.369998729836149,1.702711981,0.587298387096774,0.239389178203988,0.407610821796012,1.702711981,0.543586550435866,100,0,-0.043
"436","2019_December_EPI_CEME_(100,110]_7","2019_December_EPI_CEME_(100,105]_7","2019_December_CEME_7",7,3,"2019_December_EPI_CEME_(100,110]","2019_December_EPI_CEME_(100,105]","CEME","EPI",-1.77,"0",NA,15,NA,NA,NA,166,NA,0,280.3,NA,NA,100,0.562,1,"2019_December",2019,"December",0.1934,0.5614,0.368,"St. Marys",NA,102.584785138882,"(100,110]","2019_December",3.69,"Wet",53,NA,"(100,105]","2019_December_EPI_CEME_(100,105]_7",57,"hydrated","(100,105]","(100,110]","(100,120]",NA,0.344495903099394,1.02584785138882,0.52554347826087,0.19360669754186,0.36839330245814,1.326370757,0.220500595947557,77.342465971513,22.657534028487,-0.043
"437","2019_December_EPI_CEME_(100,110]_8","2019_December_EPI_CEME_(100,105]_8","2019_December_CEME_8",8,3,"2019_December_EPI_CEME_(100,110]","2019_December_EPI_CEME_(100,105]","CEME","EPI",-2,"0",NA,21,NA,NA,NA,103,NA,0,279.4,NA,NA,100,0.497,1,"2019_December",2019,"December",0.0977,0.397,0.2993,"St. Marys",NA,101.227489376444,"(100,110]","2019_December",3.69,"Wet",53,NA,"(100,105]","2019_December_EPI_CEME_(100,105]_8",57,"hydrated","(100,105]","(100,110]","(100,120]",NA,0.246095717884131,1.01227489376444,0.326428332776478,0.122309571788413,0.374690428211587,1.480726086,0.326428332776478,68.3634132832072,31.6365867167928,-0.043
"438","2019_December_EPI_CEME_(100,110]_9","2019_December_EPI_CEME_(100,105]_9","2019_December_CEME_9",9,3,"2019_December_EPI_CEME_(100,110]","2019_December_EPI_CEME_(100,105]","CEME","EPI",-2.152,"0",13,19,27,46,5,157,125,1,274.2,276.8,NA,100,0.623,1,"2019_December",2019,"December",0.2211,0.6467,0.4256,"St. Marys",NA,100.33049391605,"(100,110]","2019_December",3.69,"Wet",53,2,"(100,105]","2019_December_EPI_CEME_(100,105]_9",57,"hydrated","(100,105]","(100,110]","(100,120]",2.60000000000002,0.341889593319932,1.0033049391605,0.519501879699248,0.212997216638318,0.410002783361682,1.741025006,0.519501879699248,57.6272561107888,42.3727438892112,-0.043
"439","2019_December_EPI_CEME_(70,80]_4","2019_December_EPI_CEME_(75,80]_4","2019_December_CEME_4",4,4,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(75,80]","CEME","EPI",-8.87,"0",13,12,33,45,10,150,107,1,267.4,288.6,NA,100,0.573,1,"2019_December",2019,"December",0.3084,0.5477,0.2393,"St. Marys",77.59403372,77.59403372,"(70,80]","2019_December",3.69,"Wet",100,1,"(75,80]","2019_December_EPI_CEME_(75,80]_4",100,"moderate","(75,80]","(70,80]","(60,80]",21.2,0.563081979185686,0.7759403372,1.28875888006686,0.322645974073398,0.250354025926602,1.479640844,0.478717201166181,52.4411272064074,47.5588727935926,-0.043
