individual,year_month,dry_wt,spp,model,lfm_NAs_imputed,RWC,max_mpa_sample,mpa,gww_gdw,gww_gdw_saturated,fresh_wt,site,sample
2021_August_ABCO_1.3,2021_August,7.6925,ABCO,HP,125.0851064,64.48803015740557,1,-3.28,1.250851064,1.939663936,8.2804,1,1.3
2021_August_ARPA_1.3,2021_August,13.2778,ARPA,HP,157.0038743,100,1,-0.58,1.570038743,1.570038743,15.1014,1,1.3
2021_August_CADE_1.3,2021_August,10.002,CADE,HP,79.82855612,62.157139949249306,1,-3.49,0.7982855612,1.2843022730000002,12.088,1,1.3
2021_August_CECO_1.3,2021_August,7.6037,CECO,HP,39.73866257,25.683670231893363,1,-10,0.39738662570000005,1.547234574,7.7588,1,1.3
2021_August_PIJE_1.3,2021_August,13.8399,PIJE,HP,141.1749921,90.86602477306946,1,-2.45,1.411749921,1.553660925,16.0867,1,1.3
2021_August_QUKE_1.3,2021_August,13.1731,QUKE,HP,97.98984342,65.97660807102757,1,-4.33,0.9798984342,1.485220994,14.0993,1,1.3
2021_August_ABCO_1.3,2021_August,7.7692,ABCO,HP,192.0289855,99.00116300352764,1,-3.55,1.920289855,1.939663936,8.7762,1,1.3
2021_August_ARPA_1.3,2021_August,13.6517,ARPA,HP,123.6514523,78.7569433246782,1,-0.16,1.236514523,1.570038743,15.3801,1,1.3
2021_August_CADE_1.3,2021_August,8.8985,CADE,HP,103.9369123,80.92869917392102,1,-2.07,1.039369123,1.2843022730000002,10.6119,1,1.3
2021_August_CECO_1.3,2021_August,7.8986,CECO,HP,111.824611,72.27385742221658,1,-1.91,1.11824611,1.547234574,8.6892,1,1.3
2021_August_PIJE_1.3,2021_August,17.4682,PIJE,HP,104.4467406,67.22621320993832,1,-1.18,1.0444674059999999,1.553660925,23.0279,1,1.3
2021_August_QUKE_1.3,2021_August,13.3309,QUKE,HP,76.32659507,51.39073267772566,1,-5.61,0.7632659506999999,1.485220994,14.2975,1,1.3
2021_August_ABCO_1.3,2021_August,13.2422,ABCO,HP,110.2941176,56.862488162485484,1,-3.21,1.102941176,1.939663936,14.5622,1,1.3
2021_August_ARPA_1.3,2021_August,14.0405,ARPA,HP,95.24553571,60.66444929123638,1,-3.58,0.9524553571,1.570038743,15.7473,1,1.3
2021_August_CADE_1.3,2021_August,13.593,CADE,HP,103.1042902,80.28039221573502,1,-2.69,1.031042902,1.2843022730000002,15.071,1,1.3
2021_August_CECO_1.3,2021_August,6.7963,CECO,HP,102.690167,66.37013464255745,1,-3.03,1.02690167,1.547234574,7.4605,1,1.3
2021_August_PIJE_1.3,2021_August,15.1613,PIJE,HP,95.82673529,61.67802365886237,1,-2.91,0.9582673529,1.553660925,18.066,1,1.3
2021_August_QUKE_1.3,2021_August,13.4446,QUKE,HP,76.6895806,51.6351310073119,1,-6.74,0.766895806,1.485220994,14.4375,1,1.3
2021_August_CECO_1.4,2021_August,12.6273,CECO,HP,168.7809713,100,1,-0.21,1.687809713,1.687809713,13.4788,1,1.4
2021_August_PIJE_1.4,2021_August,14.7963,PIJE,HP,124.7971866,100,1,-0.49,1.247971866,1.247971866,17.9191,1,1.4
2021_August_QUKE_1.4,2021_August,7.8019,QUKE,HP,131.7876106,100,1,-0.28,1.317876106,1.317876106,8.5465,1,1.4
2021_August_ABCO_1.4,2021_August,15.0533,ABCO,HP,122.83,83.15755870229874,1,-3.15,1.2283,1.477075589,18.7382,1,1.4
2021_August_ARPA_1.4,2021_August,12.856,ARPA,HP,54.49482896,38.73884096441916,1,-8.47,0.5449482896,1.4067232680000001,13.267,1,1.4
2021_August_CADE_1.4,2021_August,14.2661,CADE,HP,87.24526151,70.47931440099907,1,-3.58,0.8724526151,1.237884651,16.1027,1,1.4
2021_August_CECO_1.4,2021_August,6.4268,CECO,HP,55.69439486,32.99802959482081,1,-8.66,0.5569439486000001,1.687809713,6.5828,1,1.4
2021_August_PIJE_1.4,2021_August,15.4245,PIJE,HP,114.3088318,91.59568009043562,1,-1.42,1.143088318,1.247971866,19.0977,1,1.4
2021_August_QUKE_1.4,2021_August,13.5282,QUKE,HP,50.41498347,38.254721548157434,1,-7.98,0.5041498347000001,1.317876106,14.2146,1,1.4
2021_August_ARPA_1.4,2021_August,6.9203,ARPA,HP,78.48718991,55.79433545702892,1,-4.7,0.7848718991,1.4067232680000001,7.4993,1,1.4
2021_August_CADE_1.4,2021_August,8.7609,CADE,HP,45.1201443,36.44939313493435,1,-9.79,0.451201443,1.237884651,9.4613,1,1.4
2021_August_CECO_1.4,2021_August,7.7308,CECO,HP,92.2104827,54.633221973880175,1,-3.21,0.922104827,1.687809713,8.1759,1,1.4
2021_August_PIJE_1.4,2021_August,18.4133,PIJE,HP,94.72439044,75.90266497241693,1,-3.39,0.9472439044,1.247971866,24.299,1,1.4
2021_August_QUKE_1.4,2021_August,14.072,QUKE,HP,61.70235263,46.81953967378479,1,-6.49,0.6170235263,1.317876106,15.2391,1,1.4
2021_August_ARPA_1.4,2021_August,8.1803,ARPA,HP,35.85255354,25.48657177681659,1,-10,0.35852553540000004,1.4067232680000001,8.5285,1,1.4
2021_August_CADE_1.4,2021_August,8.3884,CADE,HP,59.56566701,48.1189155725302,1,-6.21,0.5956566701,1.237884651,9.1372,1,1.4
2021_August_CECO_1.4,2021_August,8.0933,CECO,HP,69.79850577,41.354487554131055,1,-5.27,0.6979850577000001,1.687809713,8.7099,1,1.4
2021_August_PIJE_1.4,2021_August,14.0208,PIJE,HP,65.01074255,52.093115494961005,1,-3.66,0.6501074255,1.247971866,15.2614,1,1.4
2021_August_ARPA_1.4,2021_August,13.3145,ARPA,HP,40.70670709,28.937252987842093,1,-10,0.4070670709,1.4067232680000001,13.7442,1,1.4
2021_August_CADE_1.4,2021_August,13.3817,CADE,HP,51.67977712,41.74845942087701,1,-10,0.5167977711999999,1.237884651,14.0124,1,1.4
2021_August_CECO_1.4,2021_August,6.462,CECO,HP,108.8543689,64.4944557799212,1,-1.17,1.088543689,1.687809713,6.7423,1,1.4
2021_August_PIJE_1.4,2021_August,14.7476,PIJE,HP,75.02521008,60.117709480479576,1,-4.68,0.7502521007999999,1.247971866,16.7564,1,1.4
2021_August_CADE_1.4,2021_August,15.838,CADE,HP,71.44831866,57.718074622124064,1,-4.52,0.7144831866,1.237884651,18.3707,1,1.4
2021_August_CADE_1.4,2021_August,14.9076,CADE,HP,55.34689805,44.71086866235004,1,-6.04,0.5534689805,1.237884651,16.4608,1,1.4
2021_August_CECO_1.4,2021_August,7.843,CECO,HP,116.7687075,69.1835735987378,1,-1.05,1.1676870750000001,1.687809713,8.5296,1,1.4
2021_August_PIJE_1.4,2021_August,16.1703,PIJE,HP,109.6759919,87.88338494483335,1,-0.55,1.096759919,1.247971866,20.6317,1,1.4
2021_August_QUKE_1.4,2021_August,6.9061,QUKE,HP,103.7851378,78.75181690258219,1,-2.64,1.037851378,1.317876106,7.6519,1,1.4
2021_August_ABCO_1.4,2021_August,8.105,ABCO,HP,147.7075589,100,1,-2.17,1.477075589,1.477075589,9.4162,1,1.4
2021_August_CECO_1.4,2021_August,8.3394,CECO,HP,89.17591413,52.835289098730286,1,-3.62,0.8917591413,1.687809713,9.3198,1,1.4
2021_August_PIJE_1.4,2021_August,15.485,PIJE,HP,123.5783551,99.02335017863294,1,-1.16,1.235783551,1.247971866,19.614,1,1.4
2021_August_QUKE_1.4,2021_August,7.85,QUKE,HP,108.2763975,82.15976980464353,1,-4.19,1.082763975,1.317876106,8.5473,1,1.4
2021_August_ABCO_1.4,2021_August,8.4825,ABCO,HP,142.989749,96.8059793722581,1,-1.18,1.4298974899999999,1.477075589,10.254,1,1.4
2021_August_ARPA_1.4,2021_August,14.3998,ARPA,HP,106.9951228,76.0598230184389,1,-2.31,1.069951228,1.4067232680000001,16.7691,1,1.4
2021_August_CADE_1.4,2021_August,14.8394,CADE,HP,96.45578006,77.9198449403829,1,-2.28,0.9645578006,1.237884651,17.4602,1,1.4
2021_August_CECO_1.4,2021_August,7.8161,CECO,HP,132.4107793,78.45124855019719,1,-1.78,1.324107793,1.687809713,8.5433,1,1.4
2021_August_PIJE_1.4,2021_August,18.3626,PIJE,HP,109.2426024,87.53610988855417,1,-1.94,1.0924260239999999,1.247971866,25.2368,1,1.4
2021_August_QUKE_1.4,2021_August,7.2971,QUKE,HP,39.75420785,30.165360513790212,1,-8.72,0.3975420785,1.317876106,7.7435,1,1.4
2021_August_ABCO_1.4,2021_August,13.2314,ABCO,HP,142.1493663,96.23702900420757,1,-0.14,1.421493663,1.477075589,14.5885,1,1.4
2021_August_ARPA_1.4,2021_August,7.7828,ARPA,HP,120.5307025,85.68188587039138,1,-1.24,1.205307025,1.4067232680000001,8.4914,1,1.4
2021_August_CADE_1.4,2021_August,8.9572,CADE,HP,89.09847276,71.97639350970513,1,-2.94,0.8909847276,1.237884651,10.5207,1,1.4
2021_August_CECO_1.4,2021_August,7.1952,CECO,HP,85.22440256,50.4940823029853,1,-4.82,0.8522440256,1.687809713,8.0725,1,1.4
2021_August_PIJE_1.4,2021_August,16.6044,PIJE,HP,116.1322829,93.05681166693866,1,-2.44,1.1613228290000002,1.247971866,21.6752,1,1.4
2021_August_QUKE_1.4,2021_August,8.8046,QUKE,HP,30.19713812,22.91348783282364,1,-10,0.3019713812,1.317876106,9.2963,1,1.4
2021_August_ABCO_1.4,2021_August,13.6072,ABCO,HP,135.948096,92.0386857737177,1,-2.54,1.35948096,1.477075589,15.6921,1,1.4
2021_August_ARPA_1.4,2021_August,8.0703,ARPA,HP,88.68391219,63.0428984913897,1,-3.81,0.8868391219,1.4067232680000001,8.9308,1,1.4
2021_August_CADE_1.4,2021_August,8.2187,CADE,HP,123.7884651,100,1,-0.13,1.237884651,1.237884651,9.5623,1,1.4
2021_August_CECO_1.4,2021_August,7.7652,CECO,HP,104.8412953,62.116774475512216,1,-2.68,1.048412953,1.687809713,8.4192,1,1.4
2021_August_PIJE_1.4,2021_August,17.3252,PIJE,HP,116.0609916,92.99968594003542,1,-2.47,1.1606099159999999,1.247971866,23.1633,1,1.4
2021_August_QUKE_1.4,2021_August,7.2509,QUKE,HP,103.9099526,78.84652595712211,1,-3.03,1.039099526,1.317876106,8.391,1,1.4
2021_August_ABCO_1.4,2021_August,8.1748,ABCO,HP,114.6645196,77.62941886923298,1,-3.04,1.1466451960000001,1.477075589,9.2429,1,1.4
2021_August_ARPA_1.4,2021_August,12.8018,ARPA,HP,110.6010324,78.6231627185966,1,-2.44,1.1060103239999999,1.4067232680000001,13.4017,1,1.4
2021_August_CADE_1.4,2021_August,10.0054,CADE,HP,63.60678015,51.38344683296344,1,-1.35,0.6360678015,1.237884651,11.7841,1,1.4
2021_August_CECO_1.4,2021_August,8.0707,CECO,HP,93.35984575,55.314201020953604,1,-4.29,0.9335984575,1.687809713,8.8454,1,1.4
2021_August_PIJE_1.4,2021_August,15.6737,PIJE,HP,101.6791416,81.47550787815597,1,-3.14,1.016791416,1.247971866,19.2464,1,1.4
2021_August_QUKE_1.4,2021_August,13.8454,QUKE,HP,92.82212445,70.43311888530438,1,-3.92,0.9282212445,1.317876106,15.3222,1,1.4
2021_August_ABCO_1.4,2021_August,8.3977,ABCO,HP,120.0830086,81.29780865263491,1,-3.18,1.200830086,1.477075589,9.8154,1,1.4
2021_August_ARPA_1.4,2021_August,8.9762,ARPA,HP,140.6723268,100,1,-0.16,1.4067232680000001,1.4067232680000001,11.4284,1,1.4
2021_August_CECO_1.4,2021_August,7.7319,CECO,HP,58.81398702,34.84633757407462,1,-6.21,0.5881398702,1.687809713,8.0582,1,1.4
2021_August_PIJE_1.4,2021_August,17.6632,PIJE,HP,95.67109688,76.66126095185545,1,-2.73,0.9567109688,1.247971866,22.9828,1,1.4
2021_August_QUKE_1.4,2021_August,13.0563,QUKE,HP,84.25157856,63.92981720847742,1,-4.31,0.8425157856,1.317876106,13.7368,1,1.4
2021_August_ABCO_1.4,2021_August,13.4592,ABCO,HP,139.5112877,94.45101438204053,1,-3,1.3951128769999999,1.477075589,15.1092,1,1.4
2021_August_ARPA_1.4,2021_August,13.2696,ARPA,HP,63.80813953,45.359411464572425,1,-5.96,0.6380813953,1.4067232680000001,14.0598,1,1.4
2021_August_CADE_1.4,2021_August,15.7912,CADE,HP,51.21119537,41.36992516114492,1,-6.52,0.5121119537,1.237884651,7.6685,1,1.4
2021_August_CECO_1.4,2021_August,6.5548,CECO,HP,38.95582329,23.080696236045416,1,-10,0.38955823289999997,1.687809713,6.6906,1,1.4
2021_August_PIJE_1.4,2021_August,15.8897,PIJE,HP,104.9941076,84.13179051586087,1,-2.91,1.049941076,1.247971866,19.8989,1,1.4
2021_August_QUKE_1.4,2021_August,13.876,QUKE,HP,71.91363112,54.56782378297403,1,-6.08,0.7191363112000001,1.317876106,15.1849,1,1.4
2021_August_CECO_1.5,2021_August,13.4031,CECO,HP,155.0524738,100,1,-0.42,1.550524738,1.550524738,15.4715,1,1.5
2021_August_PIJE_1.5,2021_August,15.08,PIJE,HP,126.3190867,99.27027427788437,1,-0.1,1.263190867,1.272476455,18.7094,1,1.5
2021_August_QUKE_1.5,2021_August,8.2379,QUKE,HP,140.2855736,100,1,-0.19,1.402855736,1.402855736,9.6625,1,1.5
2021_August_ABCO_1.5,2021_August,13.0833,ABCO,HP,115.4761905,71.5143938324948,1,-3.26,1.154761905,1.614726551,14.2182,1,1.5
2021_August_ARPA_1.5,2021_August,14.014,ARPA,HP,78.90179514,56.392504701805734,1,-4.66,0.7890179514000001,1.39915394,15.5084,1,1.5
2021_August_CADE_1.5,2021_August,15.601,CADE,HP,78.75203101,57.13411787135764,1,-4.14,0.7875203101,1.378371347,18.3637,1,1.5
2021_August_CECO_1.5,2021_August,6.7655,CECO,HP,108.9436498,70.26243898599442,1,-2.83,1.089436498,1.550524738,7.3977,1,1.5
2021_August_PIJE_1.5,2021_August,18.1559,PIJE,HP,127.2476455,100,1,-1.92,1.272476455,1.272476455,25.6275,1,1.5
2021_August_QUKE_1.5,2021_August,13.1971,QUKE,HP,57.08595776,40.692678723167006,1,-6.13,0.5708595776,1.402855736,13.8134,1,1.5
2021_August_ABCO_1.5,2021_August,14.2037,ABCO,HP,111.5019799,69.05316558456714,1,-3.33,1.115019799,1.614726551,16.6253,1,1.5
2021_August_ARPA_1.5,2021_August,7.0147,ARPA,HP,94.06203159,67.22779309759154,1,-3.43,0.9406203159000001,1.39915394,7.8305,1,1.5
2021_August_CADE_1.5,2021_August,8.9454,CADE,HP,78.35294118,56.84458063535182,1,-4.91,0.7835294118,1.378371347,10.344,1,1.5
2021_August_PIJE_1.5,2021_August,17.935,PIJE,HP,97.18582958,76.37534604127508,1,-3.56,0.9718582958,1.272476455,23.4985,1,1.5
2021_August_QUKE_1.5,2021_August,8.2405,QUKE,HP,13.59268588,9.689297004093369,1,-10,0.1359268588,1.402855736,8.3862,1,1.5
2021_August_ARPA_1.5,2021_August,7.8264,ARPA,HP,77.83679382,55.63132947329584,1,-4.29,0.7783679381999999,1.39915394,8.31,1,1.5
2021_August_PIJE_1.5,2021_August,17.4988,PIJE,HP,87.72746428,68.94230846888244,1,-3.23,0.8772746428000001,1.272476455,22.0787,1,1.5
2021_August_QUKE_1.5,2021_August,13.342,QUKE,HP,82.00363723,58.45478984447763,1,-5.51,0.8200363722999999,1.402855736,14.3791,1,1.5
2021_August_ARPA_1.5,2021_August,13.1727,ARPA,HP,22.66542017,16.199375581217318,1,-10,0.2266542017,1.39915394,13.3909,1,1.5
2021_August_CADE_1.5,2021_August,15.0798,CADE,HP,74.06951605,53.73698184543008,1,-5.33,0.7406951605000001,1.378371347,17.3067,1,1.5
2021_August_QUKE_1.5,2021_August,8.4593,QUKE,HP,47.5851088,33.92017267269455,1,-9.24,0.475851088,1.402855736,9.0869,1,1.5
2021_August_ARPA_1.5,2021_August,15.0539,ARPA,HP,61.77202249,44.14955404406752,1,-6.09,0.6177202249,1.39915394,16.8666,1,1.5
2021_August_CADE_1.5,2021_August,14.7493,CADE,HP,68.07548653,49.38835001044171,1,-5.89,0.6807548653000001,1.378371347,16.4808,1,1.5
2021_August_ARPA_1.5,2021_August,14.903,ARPA,HP,61.56536465,44.00185204066966,1,-4.85,0.6156536465,1.39915394,16.5753,1,1.5
2021_August_CECO_1.5,2021_August,6.8628,CECO,HP,128.6157316,82.94980947282376,1,-0.86,1.286157316,1.550524738,7.7752,1,1.5
2021_August_PIJE_1.5,2021_August,15.4095,PIJE,HP,119.154655,93.63996837175269,1,-0.54,1.19154655,1.272476455,19.4436,1,1.5
2021_August_QUKE_1.5,2021_August,7.2334,QUKE,HP,99.97148018,71.26283737845444,1,-1.1,0.9997148018,1.402855736,8.285,1,1.5
2021_August_ABCO_1.5,2021_August,7.8497,ABCO,HP,151.0998308,93.57611089408537,1,-2.09,1.510998308,1.614726551,8.9213,1,1.5
2021_August_CECO_1.5,2021_August,7.0249,CECO,HP,93.04962809,60.01170172236233,1,-3.64,0.9304962809,1.550524738,7.788,1,1.5
2021_August_PIJE_1.5,2021_August,15.5234,PIJE,HP,118.7914889,93.35456733460738,1,-1.09,1.187914889,1.272476455,19.5319,1,1.5
2021_August_QUKE_1.5,2021_August,8.1148,QUKE,HP,102.0988194,72.77927215175887,1,-2.96,1.020988194,1.402855736,9.0488,1,1.5
2021_August_ABCO_1.5,2021_August,8.0544,ABCO,HP,152.7027027,94.56876930984458,1,-0.12,1.527027027,1.614726551,9.2861,1,1.5
2021_August_ARPA_1.5,2021_August,14.0099,ARPA,HP,122.0054737,87.1994640561138,1,-1.31,1.220054737,1.39915394,16.1051,1,1.5
2021_August_CADE_1.5,2021_August,14.375,CADE,HP,101.9239454,73.94520034229933,1,-1.93,1.019239454,1.378371347,16.6318,1,1.5
2021_August_CECO_1.5,2021_August,8.5144,CECO,HP,112.0630623,72.27428208888081,1,-1.81,1.120630623,1.550524738,9.9218,1,1.5
2021_August_PIJE_1.5,2021_August,17.1865,PIJE,HP,115.5020174,90.76947313732417,1,-1.55,1.155020174,1.272476455,23.1121,1,1.5
2021_August_QUKE_1.5,2021_August,8.1669,QUKE,HP,47.99752271,34.21415436975481,1,-8.81,0.47997522709999996,1.402855736,8.6319,1,1.5
2021_August_ABCO_1.5,2021_August,13.9815,ABCO,HP,130.0990893,80.57035367346232,1,-2.52,1.300990893,1.614726551,16.2529,1,1.5
2021_August_ARPA_1.5,2021_August,8.3828,ARPA,HP,107.2800987,76.67497880897938,1,-1.56,1.072800987,1.39915394,9.6,1,1.5
2021_August_CADE_1.5,2021_August,8.7384,CADE,HP,110.6600682,80.28320411683659,1,-2.71,1.106600682,1.378371347,10.3931,1,1.5
2021_August_CECO_1.5,2021_August,6.8991,CECO,HP,76.57323441,49.3853677618654,1,-5.16,0.7657323441,1.550524738,7.4564,1,1.5
2021_August_PIJE_1.5,2021_August,16.9023,PIJE,HP,115.091522,90.446877463049,1,-2.2,1.15091522,1.272476455,22.2971,1,1.5
2021_August_QUKE_1.5,2021_August,8.779,QUKE,HP,40.81523197,29.094390052092994,1,-8.14,0.4081523197,1.402855736,9.3878,1,1.5
2021_August_ABCO_1.5,2021_August,7.8507,ABCO,HP,161.4726551,100,1,-0.66,1.614726551,1.614726551,8.9077,1,1.5
2021_August_ARPA_1.5,2021_August,8.6537,ARPA,HP,121.2899662,86.68807822533094,1,-2.65,1.2128996619999999,1.39915394,10.4101,1,1.5
2021_August_CADE_1.5,2021_August,8.3143,CADE,HP,137.8371347,100,1,-0.45,1.378371347,1.378371347,9.9037,1,1.5
2021_August_CECO_1.5,2021_August,8.626,CECO,HP,74.81407323,48.250809159292494,1,-5.19,0.7481407323,1.550524738,9.6722,1,1.5
2021_August_PIJE_1.5,2021_August,15.9477,PIJE,HP,123.3862544,96.9654518283405,1,-2.28,1.233862544,1.272476455,20.6729,1,1.5
2021_August_QUKE_1.5,2021_August,7.8792,QUKE,HP,114.9875348,81.9667567014888,1,-1.96,1.1498753480000001,1.402855736,8.6633,1,1.5
2021_August_ABCO_1.5,2021_August,14.1117,ABCO,HP,108.411215,67.1390551749217,1,-2.64,1.08411215,1.614726551,16.3737,1,1.5
2021_August_ARPA_1.5,2021_August,13.6036,ARPA,HP,139.915394,100,1,-1.43,1.39915394,1.39915394,15.555,1,1.5
2021_August_CADE_1.5,2021_August,9.5055,CADE,HP,83.13978681,60.31740792563065,1,-3.24,0.8313978681,1.378371347,11.4242,1,1.5
2021_August_CECO_1.5,2021_August,8.0065,CECO,HP,78.42473746,50.57948160256957,1,-5.02,0.7842473746,1.550524738,8.6786,1,1.5
2021_August_PIJE_1.5,2021_August,16.6833,PIJE,HP,92.51682839,72.70612200836361,1,-2.98,0.9251682839,1.272476455,20.9165,1,1.5
2021_August_QUKE_1.5,2021_August,13.367,QUKE,HP,105.5479727,75.23793786590754,1,-3.26,1.055479727,1.402855736,14.6816,1,1.5
2021_August_ARPA_1.5,2021_August,13.9639,ARPA,HP,130.0753995,92.96718236736696,1,-0.17,1.300753995,1.39915394,16.2756,1,1.5
2021_August_CADE_1.5,2021_August,9.3287,CADE,HP,116.5722112,84.57242778132125,1,-2.02,1.165722112,1.378371347,11.797,1,1.5
2021_August_CECO_1.5,2021_August,7.9052,CECO,HP,37.29804585,24.055111754044134,1,-10,0.3729804585,1.550524738,8.1476,1,1.5
2021_August_PIJE_1.5,2021_August,17.5812,PIJE,HP,101.5497039,79.80478027784018,1,-2.52,1.015497039,1.272476455,23.2232,1,1.5
2021_August_QUKE_1.5,2021_August,13.0004,QUKE,HP,86.72910005,61.82324940787781,1,-5.57,0.8672910005,1.402855736,13.7598,1,1.5
2021_August_ABCO_1.5,2021_August,13.4336,ABCO,HP,109.9949942,68.11988948338039,1,-3.01,1.0999499419999998,1.614726551,14.752,1,1.5
2021_August_ARPA_1.5,2021_August,13.7242,ARPA,HP,89.90521942,64.25684611944844,1,-3.89,0.8990521941999999,1.39915394,15.1091,1,1.5
2021_August_CADE_1.5,2021_August,9.8403,CADE,HP,113.1690813,82.10347780829196,1,-2.64,1.131690813,1.378371347,12.4493,1,1.5
2021_August_CECO_1.5,2021_August,7.7937,CECO,HP,129.8825503,83.76683526348226,1,-1.68,1.298825503,1.550524738,8.5678,1,1.5
2021_August_PIJE_1.5,2021_August,16.0862,PIJE,HP,91.16175514,71.64121173464069,1,-3.26,0.9116175514,1.272476455,19.7303,1,1.5
2021_August_QUKE_1.5,2021_August,12.8853,QUKE,HP,88.10408922,62.80338523704051,1,-4.01,0.8810408922,1.402855736,13.5726,1,1.5
2021_August_CECO_1.6,2021_August,12.537,CECO,HP,130.1306241,100,1,-0.22,1.301306241,1.301306241,12.9853,1,1.6
2021_August_PIJE_1.6,2021_August,15.8021,PIJE,HP,151.6654372,100,1,-0.23,1.516654372,1.516654372,21.1477,1,1.6
2021_August_QUKE_1.6,2021_August,7.8106,QUKE,HP,135.6564293,93.92518000032247,1,-0.46,1.3565642930000001,1.444303107,8.6145,1,1.6
2021_August_ABCO_1.6,2021_August,13.8032,ABCO,HP,105.4070736,57.91430138678428,1,-4.07,1.0540707360000001,1.820052579,15.5109,1,1.6
2021_August_ARPA_1.6,2021_August,13.3373,ARPA,HP,67.27129957,48.95700806402919,1,-5.87,0.6727129957,1.374089272,14.194,1,1.6
2021_August_CADE_1.6,2021_August,14.7912,CADE,HP,73.47658154,47.58168682973041,1,-4.12,0.7347658154,1.5442197709999999,16.7506,1,1.6
2021_August_CECO_1.6,2021_August,6.673,CECO,HP,16.97789634,13.046810815994542,1,-10,0.1697789634,1.301306241,6.7621,1,1.6
2021_August_PIJE_1.6,2021_August,15.4617,PIJE,HP,132.8867235,87.61833015703066,1,-1.74,1.328867235,1.516654372,19.8257,1,1.6
2021_August_QUKE_1.6,2021_August,13.5644,QUKE,HP,36.99808116,25.61656274274012,1,-6.39,0.36998081159999996,1.444303107,14.085,1,1.6
2021_August_ABCO_1.6,2021_August,13.5813,ABCO,HP,105.2970162,57.85383203481618,1,-3.85,1.052970162,1.820052579,15.1199,1,1.6
2021_August_ARPA_1.6,2021_August,13.2796,ARPA,HP,82.10870876,59.75500313781651,1,-4.65,0.8210870876,1.374089272,14.2328,1,1.6
2021_August_CADE_1.6,2021_August,7.2842,CADE,HP,77.26319469,50.03380745472919,1,-4.95,0.7726319469,1.5442197709999999,8.1684,1,1.6
2021_August_CECO_1.6,2021_August,7.9447,CECO,HP,80.17599609,61.611935426043964,1,-5.53,0.8017599609,1.301306241,8.6007,1,1.6
2021_August_PIJE_1.6,2021_August,16.4743,PIJE,HP,89.60793466,59.08263366678245,1,-3.34,0.8960793466,1.516654372,20.314,1,1.6
2021_August_QUKE_1.6,2021_August,13.3996,QUKE,HP,23.40592198,16.20568554243233,1,-5.67,0.2340592198,1.444303107,13.6984,1,1.6
2021_August_ARPA_1.6,2021_August,8.4246,ARPA,HP,67.75753389,49.310867401925265,1,-5.66,0.6775753389000001,1.374089272,9.2093,1,1.6
2021_August_CADE_1.6,2021_August,8.9552,CADE,HP,72.3281777,46.83800781359119,1,-5.31,0.723281777,1.5442197709999999,10.1991,1,1.6
2021_August_CECO_1.6,2021_August,7.5726,CECO,HP,80.48991354,61.853167996909654,1,-5.22,0.8048991354,1.301306241,7.8519,1,1.6
2021_August_PIJE_1.6,2021_August,17.5813,PIJE,HP,89.33303641,58.901380604070816,1,-3.19,0.8933303641000001,1.516654372,22.3951,1,1.6
2021_August_ARPA_1.6,2021_August,12.8023,ARPA,HP,45.63622565,33.21198016747197,1,-8.11,0.4563622565,1.374089272,13.1631,1,1.6
2021_August_CADE_1.6,2021_August,14.5081,CADE,HP,70.12413213,45.41072031773644,1,-5.26,0.7012413213,1.5442197709999999,16.1746,1,1.6
2021_August_ARPA_1.6,2021_August,12.7333,ARPA,HP,44.14253173,32.124937316299786,1,-10,0.4414253173,1.374089272,13.0046,1,1.6
2021_August_CADE_1.6,2021_August,16.0395,CADE,HP,57.25590364,37.07756157203092,1,-7.61,0.5725590363999999,1.5442197709999999,18.3259,1,1.6
2021_August_ARPA_1.6,2021_August,12.8754,ARPA,HP,55.3010713,40.24561753510291,1,-7.72,0.5530107129999999,1.374089272,13.3245,1,1.6
2021_August_ABCO_1.6,2021_August,13.5839,ABCO,HP,164.7320835,90.50951901098897,1,-0.38,1.647320835,1.820052579,16.0618,1,1.6
2021_August_CECO_1.6,2021_August,7.4612,CECO,HP,118.0359435,90.7057384196469,1,-1.16,1.180359435,1.301306241,7.829,1,1.6
2021_August_PIJE_1.6,2021_August,15.6912,PIJE,HP,119.185476,78.584467364724,1,-0.26,1.19185476,1.516654372,19.8205,1,1.6
2021_August_QUKE_1.6,2021_August,7.9288,QUKE,HP,98.30878342,68.06658723057085,1,-2.87,0.9830878342,1.444303107,8.6496,1,1.6
2021_August_ABCO_1.6,2021_August,7.975,ABCO,HP,139.8865069,76.85849766870938,1,-2.2,1.398865069,1.820052579,9.0843,1,1.6
2021_August_CECO_1.6,2021_August,6.5364,CECO,HP,93.02203568,71.48358530004161,1,-4.59,0.9302203568,1.301306241,6.891,1,1.6
2021_August_PIJE_1.6,2021_August,15.6527,PIJE,HP,148.5637079,97.95488717979313,1,-0.58,1.485637079,1.516654372,20.7107,1,1.6
2021_August_QUKE_1.6,2021_August,6.6624,QUKE,HP,99.47829716,68.87632982153517,1,-3.43,0.9947829716,1.444303107,7.1391,1,1.6
2021_August_ABCO_1.6,2021_August,8.33,ABCO,HP,182.0052579,100,1,-0.92,1.820052579,1.820052579,10.3377,1,1.6
2021_August_ARPA_1.6,2021_August,7.9273,ARPA,HP,131.5140601,95.70998244428473,1,-1.64,1.315140601,1.374089272,8.8767,1,1.6
2021_August_CADE_1.6,2021_August,14.3644,CADE,HP,100.2268753,64.90454090941698,1,-1.84,1.002268753,1.5442197709999999,16.4849,1,1.6
