full_name,lfm,mpa
Adenostoma fasciculatum,71.5210356,-0.9
Adenostoma fasciculatum,76.5743073,-1.8
Adenostoma fasciculatum,91.44634526,-2
Adenostoma fasciculatum,71.22093023,-2.4
Adenostoma fasciculatum,80.1507040149148,-2.1
Adenostoma fasciculatum,98.24561404,-2.2
Adenostoma fasciculatum,75.45023697,-1.7
Adenostoma fasciculatum,70.32085561,-2.5
Adenostoma fasciculatum,75.29411765,-2.6
Adenostoma fasciculatum,76.2962963,-4.9
Adenostoma fasciculatum,62.83524904,-2.7
Adenostoma fasciculatum,77.0568935615224,-2.8
Adenostoma fasciculatum,67.54716981,-2.7
Adenostoma fasciculatum,93.49522984,-4.1
Adenostoma fasciculatum,59.26660059,-3.6
Adenostoma fasciculatum,61.41732283,-5.9
Adenostoma fasciculatum,65.03667482,-3.1
Adenostoma fasciculatum,64.47761194,-2.8
Adenostoma fasciculatum,62.6252505,-3
Adenostoma fasciculatum,91.99318569,-4.9
Adenostoma fasciculatum,58.68852459,-4.5
Adenostoma fasciculatum,60.53683609,-5.6
Adenostoma fasciculatum,94.95268139,-3.4
Adenostoma fasciculatum,67.15328467,-3.6
Adenostoma fasciculatum,88.46641318,-3.8
Adenostoma fasciculatum,51.12107623,-5.1
Adenostoma fasciculatum,78.26086957,-4.7
Adenostoma fasciculatum,55.40704739,-5.3
Adenostoma fasciculatum,79.52755906,-4
Adenostoma fasciculatum,106.0773481,-4.1
Adenostoma fasciculatum,87.93686584,-3.9
Adenostoma fasciculatum,47.07996406,-5.6
Adenostoma fasciculatum,76.75675676,-5.1
Adenostoma fasciculatum,56.04900459,-5.8
Adenostoma fasciculatum,112.6252505,-4.2
Adenostoma fasciculatum,99.69135802,-4.2
Adenostoma fasciculatum,102.5641026,-4
Adenostoma fasciculatum,65.8045977,-7
Adenostoma fasciculatum,63.83601757,-6.4
Adenostoma fasciculatum,54.26439232,-7.9
Adenostoma fasciculatum,114.4508671,-4.7
Adenostoma fasciculatum,125.6410256,-4.5
Adenostoma fasciculatum,85.00590319,-6.2
Adenostoma fasciculatum,60.02971768,-6.5
Adenostoma fasciculatum,66.66666667,-5.9
Adenostoma fasciculatum,54.44579781,-7
Adenostoma fasciculatum,67.3334892794319,-5
Adenostoma fasciculatum,59.8199496069074,-6.7
Adenostoma fasciculatum,60.2619225288206,-6.6
Adenostoma fasciculatum,53.53159851,-8.7
Adenostoma fasciculatum,52.5477707,-7.3
Adenostoma fasciculatum,48.51485149,-9.8
Adenostoma fasciculatum,63.003663,-6.3
Adenostoma fasciculatum,85.82375479,-5.6
Adenostoma fasciculatum,31.60245673,-5.5
Adenostoma fasciculatum,46.44549763,-8.85
Adenostoma fasciculatum,43.86206897,-7.65
Adenostoma fasciculatum,50.39787798,-9.3
Adenostoma fasciculatum,48.96640827,-7.2
Adenostoma fasciculatum,44.55445545,-7.4
Adenostoma fasciculatum,37.06521739,-7.1
Adenostoma fasciculatum,59.2445328,-7.72
Adenostoma fasciculatum,51.20934112,-8.91
Adenostoma fasciculatum,61.34715026,-8.2
Adenostoma fasciculatum,21.52974504,-8.2
Adenostoma fasciculatum,112.5,-8.4
Adenostoma fasciculatum,46.16831218,-8.5
Adenostoma fasciculatum,39.01192504,-9.1
Adenostoma fasciculatum,49.35805991,-9.5
Adenostoma fasciculatum,47.4447077933377,-9.5
Adenostoma fasciculatum,79.21760391,-0.7
Adenostoma fasciculatum,80.69278819,-0.5
Adenostoma fasciculatum,75.40239373,-0.6
Adenostoma fasciculatum,82.41324921,-0.8
Adenostoma fasciculatum,81.44409938,-0.7
Adenostoma fasciculatum,69.09451608,-0.5
Adenostoma fasciculatum,80.68807339,-1.3
Adenostoma fasciculatum,79.1101465,-1.4
Adenostoma fasciculatum,78.96048416,-1.2
Adenostoma fasciculatum,68.8997244,-1.2
Adenostoma fasciculatum,71.2631198,-2.4
Adenostoma fasciculatum,74.59272845,-1.4
Adenostoma fasciculatum,74.59272845,-1.4
Adenostoma fasciculatum,74.59272845,-1.4
Adenostoma fasciculatum,85.13314599,-2.2
Adenostoma fasciculatum,85.13314599,-2.2
Adenostoma fasciculatum,76.40181341,-3.7
Adenostoma fasciculatum,69.3393332,-2.8
Adenostoma fasciculatum,69.51193746,-3.7
Adenostoma fasciculatum,69.51193746,-3.7
Adenostoma fasciculatum,76.6401256,-3.2
Adenostoma fasciculatum,68.6137392,-3.9
Adenostoma fasciculatum,73.80518059,-3.2
Adenostoma fasciculatum,64.80388754,-4.8
Adenostoma fasciculatum,68.71265617,-3.6
Adenostoma fasciculatum,69.70792768,-4.6
Adenostoma fasciculatum,69.70792768,-4.6
Adenostoma fasciculatum,70.48143946,-5
Adenostoma fasciculatum,60.72889904,-4.3
Adenostoma fasciculatum,53.8136372,-4.2
Adenostoma fasciculatum,73.24040613,-3.2
Adenostoma fasciculatum,57.70266228,-4.8
Adenostoma fasciculatum,74.15615845,-5.6
Adenostoma fasciculatum,74.15615845,-5.6
Adenostoma fasciculatum,53.58879039,-6.3
Adenostoma fasciculatum,49.08939014,-8.3
Adenostoma fasciculatum,49.08939014,-8.3
Adenostoma fasciculatum,49.08939014,-8.3
Adenostoma fasciculatum,58.37442922,-6.3
Adenostoma fasciculatum,50.23451399,-6.2
Adenostoma fasciculatum,82.34758872,-2.7
Adenostoma fasciculatum,82.34758872,-2.7
Adenostoma fasciculatum,82.34758872,-2.7
Adenostoma fasciculatum,73.17423291,-3.9
Adenostoma fasciculatum,73.17423291,-3.9
Adenostoma fasciculatum,73.17423291,-3.9
Adenostoma fasciculatum,42.32008593,-9.6
Adenostoma fasciculatum,49.11491992,-5.4
Adenostoma fasciculatum,50.52899687,-9
Adenostoma fasciculatum,57.3281724,-6.7
Adenostoma fasciculatum,60.97863116,-6.4
Adenostoma fasciculatum,59.11965596,-6.2
Adenostoma fasciculatum,66.58701712,-5.2
Adenostoma fasciculatum,47.54313169,-9.9
Adenostoma fasciculatum,44.3403355,-10
Adenostoma fasciculatum,49.12280702,-7.7
Adenostoma fasciculatum,50.2292769,-8.1
Adenostoma fasciculatum,73.28872877,-3
Adenostoma fasciculatum,55.32424742,-7.6
Adenostoma fasciculatum,55.32424742,-7.6
Adenostoma fasciculatum,50.06126378,-8.6
Adenostoma fasciculatum,38.72118551,-10
Adenostoma fasciculatum,47.53502854,-9.4
Adenostoma fasciculatum,47.53502854,-9.4
Adenostoma fasciculatum,37.26759975,-10
Adenostoma fasciculatum,45.67920184,-9.2
Adenostoma fasciculatum,61.67923828,-5.7
Adenostoma fasciculatum,42.10526316,-9.5
Adenostoma fasciculatum,50.09176084,-8.4
Adenostoma fasciculatum,48.88059701,-9.3
Adenostoma fasciculatum,48.38709677,-7.5
Adenostoma fasciculatum,61.42040816,-6.5
Adenostoma fasciculatum,61.67923828,-5.7
Adenostoma fasciculatum,58.91820312,-6.6
Adenostoma fasciculatum,46.01938058,-8
Adenostoma fasciculatum,59.18060703,-7.6
Ceanothus megacarpus,131.3260941,-0.163
Ceanothus megacarpus,149.7320472,-0.167
Ceanothus megacarpus,109.837513945305,-0.263
Ceanothus megacarpus,96.18380062,-0.58
Ceanothus megacarpus,120.9012994,-0.25
Ceanothus megacarpus,109.565714355353,-0.31
Ceanothus megacarpus,111.109767345082,-0.043
Ceanothus megacarpus,111.109767345082,-0.043
Ceanothus megacarpus,111.109767345082,-0.043
Ceanothus megacarpus,109.52523356536,-0.317
Ceanothus megacarpus,109.52523356536,-0.317
Ceanothus megacarpus,109.264999915406,-0.362
Ceanothus megacarpus,99.7346653570768,-2.01
Ceanothus megacarpus,123.7289451,-1.92
Ceanothus megacarpus,103.320106756448,-1.39
Ceanothus megacarpus,106.269421455931,-0.88
Ceanothus megacarpus,103.609255256397,-1.34
Ceanothus megacarpus,105.517635356063,-1.01
Ceanothus megacarpus,147.9640844,-2.98
Ceanothus megacarpus,97.6527961574418,-2.37
Ceanothus megacarpus,97.6527961574418,-2.37
Ceanothus megacarpus,101.122578156833,-1.77
Ceanothus megacarpus,99.7924950570666,-2
Ceanothus megacarpus,98.9134836172207,-2.152
Ceanothus megacarpus,77.59403372,-8.87
Ceanothus megacarpus,28.49525435,-10
Ceanothus megacarpus,92.9107607582734,-3.19
Ceanothus megacarpus,94.6456517579691,-2.89
Ceanothus megacarpus,74.32401727,-8.01
Ceanothus megacarpus,107.6876144,-4.74
Ceanothus megacarpus,118.5678601,-3.752
Ceanothus megacarpus,94.8769705579286,-2.85
Ceanothus megacarpus,122.6254407,-6.9
Ceanothus megacarpus,123.4106208,-3.36
Ceanothus megacarpus,83.05626182,-6.33
Ceanothus megacarpus,68.22791427,-8.77
Ceanothus megacarpus,75.76363879,-7.59
Ceanothus megacarpus,132.6370757,-3.378
Ceanothus megacarpus,148.0726086,-4.02
Ceanothus megacarpus,112.8454819,-4.61
Ceanothus megacarpus,101.4208107,-1.19
Ceanothus megacarpus,114.5088018,-0.56
Ceanothus megacarpus,106.1336254,-1.2
Ceanothus megacarpus,71.96629977,-6.98
Ceanothus megacarpus,87.08450877,-5.69
Ceanothus megacarpus,79.50880308,-7.09
Ceanothus megacarpus,91.05380452,-6.2
Ceanothus megacarpus,63.36576989,-8.78
Ceanothus megacarpus,91.62259,-6.9
Ceanothus megacarpus,90.35064593,-1.9
Ceanothus megacarpus,111.3095238,-1.52
Ceanothus megacarpus,100,-2
Ceanothus megacarpus,71.31081299,-8.77
Ceanothus megacarpus,90.0366246687774,-3.687
Ceanothus megacarpus,81.00460976,-8.49
Ceanothus megacarpus,124.1890639,-4.59
Ceanothus megacarpus,124.6315789,-4.65
Ceanothus megacarpus,106.570167,-5.56
Ceanothus megacarpus,124.5260664,-3.15
Ceanothus megacarpus,105.453982,-1.91
Ceanothus megacarpus,100.9497626,-2.98
Ceanothus megacarpus,108.0436941,-10.01
Ceanothus megacarpus,83.0859028,-6.59
Ceanothus megacarpus,142.3709586,-5.12
Ceanothus megacarpus,99.42418426,-8.801
Ceanothus megacarpus,86.00600601,-7.75
Ceanothus megacarpus,75.77052182,-3
Ceanothus megacarpus,94.79733817,-3.07
Ceanothus megacarpus,84.84663823,-3.32
Ceanothus megacarpus,48.88321634,-3.98
Ceanothus megacarpus,75.72192513,-9.57
Ceanothus megacarpus,75.72192513,-9.57
Ceanothus megacarpus,116.3649147,-6.57
Ceanothus megacarpus,67.07430054,-10.01
Ceanothus megacarpus,77.7015496609404,-5.82
Ceanothus megacarpus,100.1364038,-6.26
Ceanothus megacarpus,80.1303970605145,-5.4
Ceanothus megacarpus,84.29945412,-5.4
Ceanothus megacarpus,67.99722319,-3.42
Ceanothus megacarpus,85.04726439,-5.42
Ceanothus megacarpus,136.6424986,-6.48
Ceanothus megacarpus,78.02367473,-0.3
Ceanothus megacarpus,28.08059933,-10
Ceanothus megacarpus,83.18703579,-6.67
Ceanothus megacarpus,65.98465473,-10
Ceanothus megacarpus,62.84858262,-10.014
Ceanothus megacarpus,89.9614460587906,-3.7
Ceanothus megacarpus,54.09836066,-6.01
Ceanothus megacarpus,143.1654676,-4.1
Ceanothus megacarpus,59.3117050641653,-9
Ceanothus megacarpus,86.6073234593787,-4.28
Ceanothus megacarpus,133.6798337,-6.52
Ceanothus megacarpus,71.1667935620864,-6.95
Ceanothus megacarpus,61.7405524637393,-8.58
Ceanothus megacarpus,88.4180791,-7.21
Ceanothus megacarpus,88.4180791,-7.21
Ceanothus megacarpus,116.6612851,-5.76
Ceanothus megacarpus,85.35714286,-8.99
Ceanothus megacarpus,58.51851852,-9.21
Ceanothus megacarpus,53.5287350651794,-10
Ceanothus megacarpus,53.5287350651794,-10
Ceanothus megacarpus,51.12186538,-6.71
Ceanothus megacarpus,108.351290655566,-0.52
Ceanothus megacarpus,109.160906455424,-0.38
Ceanothus megacarpus,108.466950055545,-0.5
Ceanothus megacarpus,109.554148415355,-0.312
Ceanothus megacarpus,108.657788065512,-0.467
Ceanothus megacarpus,107.830823355657,-0.61
Ceanothus megacarpus,101.411726656783,-1.72
Ceanothus megacarpus,104.476700756245,-1.19
Ceanothus megacarpus,102.741809756549,-1.49
Ceanothus megacarpus,101.047399546847,-1.783
Ceanothus megacarpus,102.51049095659,-1.53
Ceanothus megacarpus,103.071439046492,-1.433
Ceanothus megacarpus,98.2889228573303,-2.26
Ceanothus megacarpus,97.5371367574621,-2.39
Ceanothus megacarpus,96.8431803575838,-2.51
Ceanothus megacarpus,99.3298574571477,-2.08
Ceanothus megacarpus,146.6992665,-2.1
Ceanothus megacarpus,143.8328236,-2.36
Ceanothus megacarpus,143.8328236,-2.36
Ceanothus megacarpus,150.5224898,-3.42
Ceanothus megacarpus,141.6280864,-3.64
Ceanothus megacarpus,119.3153153,-3.71
Ceanothus megacarpus,145.081266,-3.45
Ceanothus megacarpus,90.8288915586384,-3.55
Ceanothus megacarpus,148.1025641,-3.34
Ceanothus megacarpus,99.45337621,-6
Ceanothus megacarpus,91.92346425,-6.9
Ceanothus megacarpus,122.9965157,-5.5
Ceanothus megacarpus,103.2672332,-6.1
Ceanothus megacarpus,62.33090531,-8.6
Ceanothus megacarpus,92.95774648,-7
Ceanothus megacarpus,85.29784537,-7.3
Ceanothus megacarpus,67.59899897,-9.1
Ceanothus megacarpus,62.00540673,-7.5
Ceanothus megacarpus,89.5783339,-7.5
Ceanothus megacarpus,54.31472081,-10
Ceanothus megacarpus,102.6654578,-6.8
Ceanothus megacarpus,55.58559841,-10
Ceanothus megacarpus,132.5275657,-4
Ceanothus megacarpus,112.0682116,-4.6
Ceanothus megacarpus,116.7458187,-4.5
Ceanothus megacarpus,124.0148051,-3.5
Ceanothus megacarpus,126.8797425,-3.9
Ceanothus megacarpus,106.5868263,-5.1
Ceanothus megacarpus,75.5040210613258,-6.2
Ceanothus megacarpus,97.09035222,-6.3
Ceanothus megacarpus,85.07287653,-5.8
Ceanothus megacarpus,111.2807788,-5
Ceanothus megacarpus,112.6107128,-5.6
Ceanothus megacarpus,74.2286519,-7
Ceanothus megacarpus,94.27016645,-6.9
Ceanothus megacarpus,66.59590599,-7.3
Ceanothus megacarpus,78.79924953,-8.6
Ceanothus megacarpus,79.40238375,-8.2
Ceanothus megacarpus,85.56478917,-7.9
Ceanothus megacarpus,76.53492781,-10
Ceanothus megacarpus,64.5797302,-10
Ceanothus megacarpus,64.59731544,-9.1
Ceanothus megacarpus,72.23897745,-10
Ceanothus megacarpus,59.29690809,-9.5
Adenostoma fasciculatum,103.04679,-0.123
Ceanothus megacarpus,101.0507881,-0.208
Adenostoma fasciculatum,103.04679,-0.123
Ceanothus megacarpus,101.0507881,-0.208
Adenostoma fasciculatum,102.4280911,-0.713
Ceanothus megacarpus,71.48362235,-1.88
Adenostoma fasciculatum,102.4280911,-0.713
Ceanothus megacarpus,71.48362235,-1.88
Adenostoma fasciculatum,100.23465,-0.471
Ceanothus megacarpus,79.06908665,-0.597
Adenostoma fasciculatum,100.23465,-0.471
Ceanothus megacarpus,79.06908665,-0.597
Adenostoma fasciculatum,57.62514552,-0.225
Ceanothus megacarpus,106.6751162,-0.192
Adenostoma fasciculatum,57.62514552,-0.225
Ceanothus megacarpus,106.6751162,-0.192
Adenostoma fasciculatum,81.95615514,-0.136
Ceanothus megacarpus,118.0670754,-0.145
Adenostoma fasciculatum,81.95615514,-0.136
Ceanothus megacarpus,118.0670754,-0.145
Adenostoma fasciculatum,107.1710008,-0.316
Ceanothus megacarpus,98.7012987,-0.491
Adenostoma fasciculatum,107.1710008,-0.316
Ceanothus megacarpus,98.7012987,-0.491
Ceanothus megacarpus,98.7012987,-0.491
Adenostoma fasciculatum,94.82758621,-0.319
Ceanothus megacarpus,108.3877996,-0.641
Adenostoma fasciculatum,94.82758621,-0.319
Ceanothus megacarpus,108.3877996,-0.641
Adenostoma fasciculatum,96.14890886,-0.256
Ceanothus megacarpus,106.6985646,-0.226
Adenostoma fasciculatum,96.14890886,-0.256
Ceanothus megacarpus,106.6985646,-0.226
Ceanothus megacarpus,106.6985646,-0.226
Adenostoma fasciculatum,95.64,-0.106
Ceanothus megacarpus,85.8184228,-3.016
Adenostoma fasciculatum,95.64,-0.106
Ceanothus megacarpus,85.8184228,-3.016
Ceanothus megacarpus,85.8184228,-3.016
Adenostoma fasciculatum,107.9264214,-0.116
Ceanothus megacarpus,112.4834583,-0.159
Adenostoma fasciculatum,107.9264214,-0.116
Adenostoma fasciculatum,107.9264214,-0.116
Ceanothus megacarpus,112.4834583,-0.159
Adenostoma fasciculatum,95.22116904,-0.151
Ceanothus megacarpus,106.4761054,-0.328
Adenostoma fasciculatum,95.22116904,-0.151
Ceanothus megacarpus,106.4761054,-0.328
Adenostoma fasciculatum,93.51620948,-0.089
Ceanothus megacarpus,126.0159196,-0.447
Adenostoma fasciculatum,93.51620948,-0.089
Ceanothus megacarpus,126.0159196,-0.447
Adenostoma fasciculatum,81.13409415,-2.169
Ceanothus megacarpus,93.56357928,-1.644
Adenostoma fasciculatum,81.13409415,-2.169
Ceanothus megacarpus,93.56357928,-1.644
Adenostoma fasciculatum,86.2752034,-0.244
Ceanothus megacarpus,81.51171043,-1.089
Adenostoma fasciculatum,86.2752034,-0.244
Ceanothus megacarpus,81.51171043,-1.089
Adenostoma fasciculatum,82.28373702,-0.744
Ceanothus megacarpus,112.830033,-2.113
Adenostoma fasciculatum,82.28373702,-0.744
Adenostoma fasciculatum,82.28373702,-0.744
Ceanothus megacarpus,112.830033,-2.113
Adenostoma fasciculatum,60.89506173,-5.33
Ceanothus megacarpus,99.32743363,-1.39
Ceanothus megacarpus,99.32743363,-1.39
Adenostoma fasciculatum,60.89506173,-5.33
Adenostoma fasciculatum,60.89506173,-5.33
Adenostoma fasciculatum,63.67536646,-5.45
Ceanothus megacarpus,94.01419315,-1.01
Ceanothus megacarpus,94.01419315,-1.01
Adenostoma fasciculatum,63.67536646,-5.45
Adenostoma fasciculatum,68.7279718,-2.49
Ceanothus megacarpus,69.83870968,-3.628
Adenostoma fasciculatum,68.7279718,-2.49
Ceanothus megacarpus,69.83870968,-3.628
Ceanothus megacarpus,69.83870968,-3.628
Adenostoma fasciculatum,55.92783505,-7.86
Ceanothus megacarpus,102.5523013,-1.082
Adenostoma fasciculatum,55.92783505,-7.86
Ceanothus megacarpus,102.5523013,-1.082
Ceanothus megacarpus,102.5523013,-1.082
Adenostoma fasciculatum,75.7719715,-0.873
Ceanothus megacarpus,93.63970588,-1.625
Adenostoma fasciculatum,75.7719715,-0.873
Ceanothus megacarpus,93.63970588,-1.625
Adenostoma fasciculatum,64.3441166,-0.746
Ceanothus megacarpus,102.3357664,-0.498
Adenostoma fasciculatum,64.3441166,-0.746
Ceanothus megacarpus,102.3357664,-0.498
Ceanothus megacarpus,102.3357664,-0.498
Adenostoma fasciculatum,72.67645003,-1.957
Ceanothus megacarpus,109.5989761,-0.987
Ceanothus megacarpus,109.5989761,-0.987
Adenostoma fasciculatum,72.67645003,-1.957
Adenostoma fasciculatum,80.39358601,-2.04
Ceanothus megacarpus,83.55605048,-3.85
Ceanothus megacarpus,83.55605048,-3.85
Adenostoma fasciculatum,80.39358601,-2.04
Adenostoma fasciculatum,82.73785628,-2.09
Ceanothus megacarpus,110.312076,-1.197
Ceanothus megacarpus,110.312076,-1.197
Adenostoma fasciculatum,82.73785628,-2.09
Adenostoma fasciculatum,74.00699078,-3.979
Ceanothus megacarpus,85.40225701,-2.989
Ceanothus megacarpus,85.40225701,-2.989
Adenostoma fasciculatum,74.00699078,-3.979
Adenostoma fasciculatum,74.9382716,-2.444
Ceanothus megacarpus,94.62780899,-2.939
Ceanothus megacarpus,94.62780899,-2.939
Adenostoma fasciculatum,74.9382716,-2.444
Adenostoma fasciculatum,66.16725688,-7.005
Ceanothus megacarpus,82.28843862,-3.005
Ceanothus megacarpus,82.28843862,-3.005
Ceanothus megacarpus,82.28843862,-3.005
Adenostoma fasciculatum,66.16725688,-7.005
Adenostoma fasciculatum,62.62002743,-5.751
Ceanothus megacarpus,77.79329609,-3.17
Ceanothus megacarpus,77.79329609,-3.17
Adenostoma fasciculatum,62.62002743,-5.751
Adenostoma fasciculatum,55.69994093,-7.252
Ceanothus megacarpus,75.43010753,-4.048
Ceanothus megacarpus,75.43010753,-4.048
Ceanothus megacarpus,75.43010753,-4.048
Adenostoma fasciculatum,55.69994093,-7.252
Adenostoma fasciculatum,63.30498177,-5.741
Ceanothus megacarpus,100.0726216,-0.909
Ceanothus megacarpus,100.0726216,-0.909
Adenostoma fasciculatum,63.30498177,-5.741
Adenostoma fasciculatum,68.22268326,-4.68
Ceanothus megacarpus,90.43245312,-3.183
Ceanothus megacarpus,90.43245312,-3.183
Adenostoma fasciculatum,68.22268326,-4.68
Adenostoma fasciculatum,62.05663189,-6.567
Ceanothus megacarpus,84.23537959,-3.56
Ceanothus megacarpus,84.23537959,-3.56
Ceanothus megacarpus,84.23537959,-3.56
Adenostoma fasciculatum,62.05663189,-6.567
Adenostoma fasciculatum,56.87061184,-7.326
Ceanothus megacarpus,80.37383178,-5.01
Ceanothus megacarpus,80.37383178,-5.01
Ceanothus megacarpus,80.37383178,-5.01
Adenostoma fasciculatum,56.87061184,-7.326
Adenostoma fasciculatum,79.38973648,-3.444
Ceanothus megacarpus,105.1388889,-2.125
Ceanothus megacarpus,105.1388889,-2.125
Ceanothus megacarpus,105.1388889,-2.125
Adenostoma fasciculatum,79.38973648,-3.444
Ceanothus megacarpus,125.6987902,-1.27
Ceanothus megacarpus,125.6987902,-1.27
Adenostoma fasciculatum,47.60170006,-7.76
Adenostoma fasciculatum,64.19871795,-6.42
Ceanothus megacarpus,100.5584364,-2.56
Ceanothus megacarpus,100.5584364,-2.56
Ceanothus megacarpus,100.5584364,-2.56
Adenostoma fasciculatum,64.19871795,-6.42
Adenostoma fasciculatum,62.97556449,-6.91
Ceanothus megacarpus,80.17742429,-3.88
Ceanothus megacarpus,80.17742429,-3.88
Adenostoma fasciculatum,62.97556449,-6.91
Adenostoma fasciculatum,83.04843305,-3.57
Ceanothus megacarpus,64.95028409,-6.085
Ceanothus megacarpus,64.95028409,-6.085
Ceanothus megacarpus,64.95028409,-6.085
Adenostoma fasciculatum,83.04843305,-3.57
Adenostoma fasciculatum,74.64550979,-2.18
Ceanothus megacarpus,71.54600063,-4.233
Ceanothus megacarpus,71.54600063,-4.233
Ceanothus megacarpus,71.54600063,-4.233
Adenostoma fasciculatum,74.64550979,-2.18
Adenostoma fasciculatum,94.73503097,-1.087
Ceanothus megacarpus,76.08160394,-3.961
Ceanothus megacarpus,76.08160394,-3.961
Adenostoma fasciculatum,94.73503097,-1.087
Adenostoma fasciculatum,65.84311303,-3.082
Ceanothus megacarpus,66.4791901,-4.822
Ceanothus megacarpus,66.4791901,-4.822
Adenostoma fasciculatum,65.84311303,-3.082
Adenostoma fasciculatum,73.03595206,-3.996
Ceanothus megacarpus,64.33591005,-5.34
Ceanothus megacarpus,64.33591005,-5.34
Adenostoma fasciculatum,73.03595206,-3.996
Adenostoma fasciculatum,91.26827341,-1.13
Ceanothus megacarpus,81.06880894,-4.119
Ceanothus megacarpus,81.06880894,-4.119
Adenostoma fasciculatum,91.26827341,-1.13
Adenostoma fasciculatum,65.15629481,-3.488
Ceanothus megacarpus,78.7447428,-5.136
Ceanothus megacarpus,78.7447428,-5.136
Adenostoma fasciculatum,65.15629481,-3.488
Adenostoma fasciculatum,69.72434561,-3.298
Ceanothus megacarpus,69.52983725,-5.888
Ceanothus megacarpus,69.52983725,-5.888
Adenostoma fasciculatum,69.72434561,-3.298
Adenostoma fasciculatum,62.38394729,-6.166
Ceanothus megacarpus,93.83588536,-3.061
Ceanothus megacarpus,93.83588536,-3.061
Ceanothus megacarpus,93.83588536,-3.061
Adenostoma fasciculatum,62.38394729,-6.166
Adenostoma fasciculatum,70.07993909,-3.549
Ceanothus megacarpus,68.93603547,-5.687
Ceanothus megacarpus,68.93603547,-5.687
Adenostoma fasciculatum,70.07993909,-3.549
Adenostoma fasciculatum,82.05047319,-3.748
Ceanothus megacarpus,95.23635031,-2.189
Ceanothus megacarpus,95.23635031,-2.189
Ceanothus megacarpus,95.23635031,-2.189
Adenostoma fasciculatum,82.05047319,-3.748
Adenostoma fasciculatum,88.17589577,-0.83
Adenostoma fasciculatum,88.17589577,-0.83
Ceanothus megacarpus,99.5363766,-1.184
Ceanothus megacarpus,99.5363766,-1.184
Adenostoma fasciculatum,60.36313806,-6.92
Ceanothus megacarpus,105.897772,-0.394
Adenostoma fasciculatum,60.36313806,-6.92
Ceanothus megacarpus,105.897772,-0.394
Ceanothus megacarpus,105.897772,-0.394
Adenostoma fasciculatum,73.25017325,-4.401
Adenostoma fasciculatum,73.25017325,-4.401
Ceanothus megacarpus,125.4435309,-1.02
Ceanothus megacarpus,125.4435309,-1.02
Ceanothus megacarpus,125.4435309,-1.02
Adenostoma fasciculatum,72.47869318,-2.932
Adenostoma fasciculatum,72.47869318,-2.932
Ceanothus megacarpus,97.6366322,-1.907
Ceanothus megacarpus,97.6366322,-1.907
Adenostoma fasciculatum,92.75584515,-1.21
Adenostoma fasciculatum,92.75584515,-1.21
Ceanothus megacarpus,99.53033268,-2.89
Ceanothus megacarpus,99.53033268,-2.89
Adenostoma fasciculatum,53.0127815,-7.751
Ceanothus megacarpus,70.38585209,-5.69
Adenostoma fasciculatum,53.0127815,-7.751
Ceanothus megacarpus,70.38585209,-5.69
Adenostoma fasciculatum,67.5059952,-5.068
Ceanothus megacarpus,106.1031084,-2.738
Adenostoma fasciculatum,67.5059952,-5.068
Ceanothus megacarpus,106.1031084,-2.738
Adenostoma fasciculatum,78.51208459,-3.167
Adenostoma fasciculatum,78.51208459,-3.167
Ceanothus megacarpus,96.54775604,-0.902
Ceanothus megacarpus,96.54775604,-0.902
Adenostoma fasciculatum,87.03380969,-2.087
Ceanothus megacarpus,116.4839982,-0.971
Adenostoma fasciculatum,87.03380969,-2.087
Ceanothus megacarpus,116.4839982,-0.971
Ceanothus megacarpus,85.05392912,-3.987
Adenostoma fasciculatum,91.22048553,-1.059
Adenostoma fasciculatum,91.22048553,-1.059
Adenostoma fasciculatum,86.8058012,-1.16
Ceanothus megacarpus,92.1602289,-3.48
Adenostoma fasciculatum,86.8058012,-1.16
Ceanothus megacarpus,92.1602289,-3.48
Adenostoma fasciculatum,82.51346499,-2.648
Ceanothus megacarpus,86.33117987,-3.336
Adenostoma fasciculatum,82.51346499,-2.648
Adenostoma fasciculatum,54.7809402,-7.956
Ceanothus megacarpus,75.63218391,-5.007
Adenostoma fasciculatum,54.7809402,-7.956
Ceanothus megacarpus,75.63218391,-5.007
Adenostoma fasciculatum,68.06664353,-5.003
Ceanothus megacarpus,68.33282536,-5.178
Adenostoma fasciculatum,68.06664353,-5.003
Ceanothus megacarpus,68.33282536,-5.178
Adenostoma fasciculatum,57.87159191,-7.639
Ceanothus megacarpus,73.03250067,-5.177
Adenostoma fasciculatum,57.87159191,-7.639
Ceanothus megacarpus,73.03250067,-5.177
Ceanothus megacarpus,73.03250067,-5.177
Ceanothus megacarpus,71.73841604,-4.841
Adenostoma fasciculatum,54.61741425,-6.56
Adenostoma fasciculatum,46.14485981,-9.207
Ceanothus megacarpus,103.0204082,-2.098
Adenostoma fasciculatum,46.14485981,-9.207
Adenostoma fasciculatum,55.6206089,-6.912
Ceanothus megacarpus,72.0862857919251,-6.791
Adenostoma fasciculatum,55.6206089,-6.912
Adenostoma fasciculatum,55.6206089,-6.912
Adenostoma fasciculatum,38.19520174,-9.016
Adenostoma fasciculatum,38.19520174,-9.016
Ceanothus megacarpus,72.23642173,-4.998
Adenostoma fasciculatum,50.0950209,-8.755
Ceanothus megacarpus,78.54842705,-4.701
Adenostoma fasciculatum,50.0950209,-8.755
Ceanothus megacarpus,62.53916157,-7.092
Ceanothus megacarpus,62.53916157,-7.092
