spp,n,sd,bottle_number,unique_id,age,pod,site,lfm,date,predawn1,predawn2,predawn3,midday1,midday2,midday3,predawn,midday,type,doy,location,month,timing,wettest_lfm,rwc,rwd,water_potential,swc,tlp
ABCO,750,0.5090607566637178,28,ABCO_new_2_2.4,new,2.4,2,239.3787596,2021-07-09,-0.71,-0.64,NA,-1.99,-1.95,NA,-0.675,-1.97,tree,190,CZO,7,spring,498.3113674,48.03798894835325,51.96201105164675,-1.97,4.983113674,-2.2704244956133333
ABCO,750,0.5090607566637178,2,ABCO_old_1_1.1,old,1.1,1,109.6013333,2021-05-15,-0.59,-0.6,NA,-1.67,-1.46,-1.55,-0.595,-1.56,tree,135,CZO,5,spring,203.1782212,53.94344563737129,46.05655436262871,-1.56,2.031782212,-2.2704244956133333
ABCO,750,0.5090607566637178,14,ABCO_old_1_1.5,old,1.5,1,124.8549059,2021-07-30,-1.43,-1.3,-1.33,-2.24,-2.31,NA,-1.353333333,-2.275,tree,211,CZO,7,spring,205.0550563,60.88847949076397,39.11152050923603,-2.275,2.050550563,-2.2704244956133333
ABCO,750,0.5090607566637178,17,ABCO_old_1_1.6,old,1.6,1,118.6216845,2021-09-16,-2.11,-1.97,-2.01,-2.25,-2.14,NA,-2.03,-2.195,tree,259,CZO,9,fall,204.9281856,57.88451410560871,42.11548589439129,-2.195,2.049281856,-2.2704244956133333
ABCO,750,0.5090607566637178,51,ABCO_new_1_1.1,new,1.1,1,136.0741386,2021-09-16,-1.4,-1.72,-1.53,-1.84,-1.88,NA,-1.55,-1.86,tree,259,CZO,9,fall,302.6809576,44.956293147395535,55.043706852604465,-1.86,3.026809576,-2.2704244956133333
ABCO,750,0.5090607566637178,11,ABCO_old_1_1.1,old,1.1,1,125.4719451,2021-09-16,-1.4,-1.72,-1.53,-1.84,-1.88,NA,-1.55,-1.86,tree,259,CZO,9,fall,203.1782212,61.754623285381925,38.245376714618075,-1.86,2.031782212,-2.2704244956133333
ABCO,750,0.5090607566637178,44,ABCO_new_2_2.2,new,2.2,2,234.7985062,2021-10-17,-1.12,-1.18,NA,-1.97,-1.94,NA,-1.15,-1.955,tree,290,CZO,10,fall,316.0183414,74.29901225347042,25.700987746529577,-1.955,3.160183414,-2.2704244956133333
ABCO,750,0.5090607566637178,11,ABCO_old_1_1.4,old,1.4,1,107.768442,2021-07-30,-1.36,-1.56,-1.36,-2.14,-2.07,NA,-1.426666667,-2.105,tree,211,CZO,7,spring,204.3210028,52.74467163098711,47.25532836901289,-2.105,2.043210028,-2.2704244956133333
ABCO,750,0.5090607566637178,26,ABCO_old_2_2.3,old,2.3,2,136.2969865,2021-07-09,-0.58,-0.6,NA,-1.78,-1.73,NA,-0.59,-1.755,tree,190,CZO,7,spring,212.2914377,64.20277142435124,35.79722857564876,-1.755,2.122914377,-2.2704244956133333
ABCO,750,0.5090607566637178,44,ABCO_new_2_2.2,new,2.2,2,202.282029,2021-07-31,-0.83,-0.88,NA,-1.71,-1.88,-1.79,-0.855,-1.793333333,tree,212,CZO,7,spring,316.0183414,64.00958504619251,35.99041495380749,-1.793333333,3.160183414,-2.2704244956133333
ABCO,750,0.5090607566637178,36,ABCO_new_2_2.1,new,2.1,2,488.3069661,2021-07-09,-0.83,-0.86,NA,-1.78,-1.84,NA,-0.845,-1.81,tree,190,CZO,7,spring,488.3069661,100,0,-1.81,4.883069661,-2.2704244956133333
ABCO,750,0.5090607566637178,51,ABCO_new_1_1.1,new,1.1,1,302.6809576,2021-07-08,-0.83,-0.84,NA,-1.73,-1.72,NA,-0.835,-1.725,tree,189,CZO,7,spring,302.6809576,100,0,-1.725,3.026809576,-2.2704244956133333
ABCO,750,0.5090607566637178,2,ABCO_old_1_1.1,old,1.1,1,134.586799,2021-07-08,-0.83,-0.84,NA,-1.73,-1.72,NA,-0.835,-1.725,tree,189,CZO,7,spring,203.1782212,66.24076055253899,33.75923944746101,-1.725,2.031782212,-2.2704244956133333
ABCO,750,0.5090607566637178,59,ABCO_new_1_1.6,new,1.6,1,249.5819519,2021-07-08,-1.17,-1.28,-1.19,-2.06,-2.34,-2.18,-1.213333333,-2.193333333,tree,189,CZO,7,spring,249.5819519,100,0,-2.193333333,2.495819519,-2.2704244956133333
ABCO,750,0.5090607566637178,NA,ABCO_old_1_1.5,old,1.5,1,200.5785068,2021-10-16,-1.2,-1.26,NA,-1.84,-1.79,NA,-1.23,-1.815,tree,289,CZO,10,fall,205.0550563,97.81690362540942,2.1830963745905763,-1.815,2.050550563,-2.2704244956133333
ABCO,750,0.5090607566637178,56,ABCO_new_1_1.3,new,1.3,1,316.0726266,2021-07-08,-0.95,-0.96,NA,-1.96,-1.85,-1.88,-0.955,-1.896666667,tree,189,CZO,7,spring,316.0726266,100,0,-1.896666667,3.1607262659999997,-2.2704244956133333
ABCO,750,0.5090607566637178,22,ABCO_old_2_2.2,old,2.2,2,136.8846476,2021-09-17,-1.36,-1.32,NA,-1.85,-1.88,NA,-1.34,-1.865,tree,260,CZO,9,fall,212.1340251,64.52743615055273,35.47256384944727,-1.865,2.121340251,-2.2704244956133333
ABCO,750,0.5090607566637178,53,ABCO_new_2_2.5,new,2.5,2,119.8367575,2021-09-17,-2,-1.92,NA,-1.94,-2,NA,-1.96,-1.97,tree,260,CZO,9,fall,242.5369686,49.40968718778652,50.59031281221348,-1.97,2.425369686,-2.2704244956133333
ABCO,750,0.5090607566637178,32,ABCO_old_2_2.5,old,2.5,2,115.9792387,2021-09-17,-2,-1.92,NA,-1.94,-2,NA,-1.96,-1.97,tree,260,CZO,9,fall,201.8121264,57.468914662800955,42.531085337199045,-1.97,2.018121264,-2.2704244956133333
ABCO,750,0.5090607566637178,32,ABCO_old_2_2.5,old,2.5,2,201.8121264,2021-10-17,-1.23,-1.47,-1.61,-1.95,-1.99,NA,-1.436666667,-1.97,tree,290,CZO,10,fall,201.8121264,100,0,-1.97,2.018121264,-2.2704244956133333
ABCO,750,0.5090607566637178,39,ABCO_new_1_1.3,new,1.3,1,145.0229112,2021-09-16,-1.46,-1.55,NA,-2.26,-2.21,NA,-1.505,-2.235,tree,259,CZO,9,fall,316.0726266,45.88278104308322,54.11721895691678,-2.235,3.1607262659999997,-2.2704244956133333
ABCO,750,0.5090607566637178,8,ABCO_old_1_1.3,old,1.3,1,126.167086,2021-09-16,-1.46,-1.55,NA,-2.26,-2.21,NA,-1.505,-2.235,tree,259,CZO,9,fall,202.7640786,62.22358855233641,37.77641144766359,-2.235,2.027640786,-2.2704244956133333
ABCO,750,0.5090607566637178,NA,ABCO_old_1_1.4,old,1.4,1,204.3210028,2021-10-16,-1.1,-1.04,NA,-1.91,-1.89,NA,-1.07,-1.9,tree,289,CZO,10,fall,204.3210028,100,0,-1.9,2.043210028,-2.2704244956133333
ABCO,750,0.5090607566637178,13,ABCO_old_1_1.5,old,1.5,1,122.65713,2021-06-16,-1.1,-1.31,-1.19,-2.21,-2.28,NA,-1.2,-2.245,tree,167,CZO,6,spring,205.0550563,59.81668153578713,40.18331846421287,-2.245,2.050550563,-2.2704244956133333
ABCO,750,0.5090607566637178,53,ABCO_new_2_2.5,new,2.5,2,133.1894835,2021-07-31,-1.62,-1.66,NA,-1.99,-1.97,NA,-1.64,-1.98,tree,212,CZO,7,spring,242.5369686,54.91512665834482,45.08487334165518,-1.98,2.425369686,-2.2704244956133333
ABCO,750,0.5090607566637178,32,ABCO_old_2_2.5,old,2.5,2,105.9018926,2021-07-31,-1.62,-1.66,NA,-1.99,-1.97,NA,-1.64,-1.98,tree,212,CZO,7,spring,201.8121264,52.47548523922594,47.52451476077406,-1.98,2.018121264,-2.2704244956133333
ABCO,750,0.5090607566637178,2,ABCO_old_1_1.1,old,1.1,1,140.1354188,2021-07-30,-0.91,-0.89,NA,-2.02,-2.08,NA,-0.9,-2.05,tree,211,CZO,7,spring,203.1782212,68.97167322970932,31.028326770290676,-2.05,2.031782212,-2.2704244956133333
ABCO,750,0.5090607566637178,62,ABCO_new_2_2.5,new,2.5,2,131.3307393,2021-08-20,-1.74,-1.78,NA,-2.1,-2.13,NA,-1.76,-2.115,tree,232,CZO,8,fall,242.5369686,54.148751037040874,45.851248962959126,-2.115,2.425369686,-2.2704244956133333
ABCO,750,0.5090607566637178,29,ABCO_old_2_2.4,old,2.4,2,115.6565105,2021-07-09,-0.71,-0.64,NA,-1.99,-1.95,NA,-0.675,-1.97,tree,190,CZO,7,spring,NA,NA,NA,-1.97,NA,-2.2704244956133333
ABCO,750,0.5090607566637178,59,ABCO_new_1_1.6,new,1.6,1,158.148316,2021-09-16,-2.11,-1.97,-2.01,-2.25,-2.14,NA,-2.03,-2.195,tree,259,CZO,9,fall,249.5819519,63.36528534858373,36.63471465141627,-2.195,2.495819519,-2.2704244956133333
ABCO,750,0.5090607566637178,122,ABCO_new_1_1.2,new,1.2,1,280.3368941,2021-10-16,-1.44,-1.39,NA,-1.94,-2,NA,-1.415,-1.97,tree,289,CZO,10,fall,NA,NA,NA,-1.97,NA,-2.2704244956133333
ABCO,750,0.5090607566637178,123,ABCO_old_1_1.2,old,1.2,1,209.0506552,2021-10-16,-1.44,-1.39,NA,-1.94,-2,NA,-1.415,-1.97,tree,289,CZO,10,fall,NA,NA,NA,-1.97,NA,-2.2704244956133333
ABCO,750,0.5090607566637178,53,ABCO_new_2_2.3,new,2.3,2,183.5597331,2021-08-20,-1.06,-1.1,NA,-1.98,-1.83,-1.86,-1.08,-1.89,tree,232,CZO,8,fall,302.201662,60.740808599523845,39.259191400476155,-1.89,3.02201662,-2.2704244956133333
ABCO,750,0.5090607566637178,24,ABCO_old_1_1.2,old,1.2,1,NA,2021-07-30,-1.04,-0.97,NA,-2.04,-2.07,NA,-1.005,-2.055,tree,211,CZO,7,spring,NA,NA,NA,-2.055,NA,-2.2704244956133333
ABCO,750,0.5090607566637178,62,ABCO_new_2_2.3,new,2.3,2,302.201662,2021-07-09,-0.58,-0.6,NA,-1.78,-1.73,NA,-0.59,-1.755,tree,190,CZO,7,spring,302.201662,100,0,-1.755,3.02201662,-2.2704244956133333
ABCO,750,0.5090607566637178,32,ABCO_old_2_2.5,old,2.5,2,124.0029641,2021-07-09,-1.37,-1.35,NA,-1.87,-1.99,-1.9,-1.36,-1.92,tree,190,CZO,7,spring,201.8121264,61.44475374795911,38.55524625204089,-1.92,2.018121264,-2.2704244956133333
ABCO,750,0.5090607566637178,NA,ABCO_old_1_1.1,old,1.1,1,203.1782212,2021-10-16,-1.31,-1.3,NA,-1.89,-1.88,NA,-1.305,-1.885,tree,289,CZO,10,fall,203.1782212,100,0,-1.885,2.031782212,-2.2704244956133333
ABCO,750,0.5090607566637178,50,ABCO_old_1_1.5,old,1.5,1,130.7225035,2021-09-16,-1.71,-1.78,NA,-2.05,-2.01,NA,-1.745,-2.03,tree,259,CZO,9,fall,205.0550563,63.74995372401359,36.25004627598641,-2.03,2.050550563,-2.2704244956133333
ABCO,750,0.5090607566637178,51,ABCO_new_1_1.1,new,1.1,1,190.8559853,2021-07-30,-0.91,-0.89,NA,-2.02,-2.08,NA,-0.9,-2.05,tree,211,CZO,7,spring,302.6809576,63.05516766344471,36.94483233655529,-2.05,3.026809576,-2.2704244956133333
ABCO,750,0.5090607566637178,36,ABCO_new_2_2.1,new,2.1,2,140.4497696,2021-09-17,-1.69,-1.62,NA,-1.85,-1.92,NA,-1.655,-1.885,tree,260,CZO,9,fall,488.3069661,28.76259798661922,71.23740201338077,-1.885,4.883069661,-2.2704244956133333
ABCO,750,0.5090607566637178,36,ABCO_new_2_2.1,new,2.1,2,232.6835977,2021-10-17,-1.32,-1.4,NA,-1.96,-1.81,-1.84,-1.36,-1.87,tree,290,CZO,10,fall,488.3069661,47.65109118929688,52.34890881070312,-1.87,4.883069661,-2.2704244956133333
ABCO,750,0.5090607566637178,29,ABCO_old_2_2.4,old,2.4,2,128.5415246,2021-09-17,-1.74,-1.69,NA,-1.9,-1.96,NA,-1.715,-1.93,tree,260,CZO,9,fall,NA,NA,NA,-1.93,NA,-2.2704244956133333
ABCO,750,0.5090607566637178,44,ABCO_new_2_2.2,new,2.2,2,133.5532933,2021-09-17,-1.36,-1.32,NA,-1.85,-1.88,NA,-1.34,-1.865,tree,260,CZO,9,fall,316.0183414,42.26124746694845,57.73875253305155,-1.865,3.160183414,-2.2704244956133333
ABCO,750,0.5090607566637178,NA,ABCO_old_2_2.4,old,2.4,2,NA,2021-10-17,-1.03,-1.01,NA,-1.69,-1.76,NA,-1.02,-1.725,tree,290,CZO,10,fall,NA,NA,NA,-1.725,NA,-2.2704244956133333
ABCO,750,0.5090607566637178,44,ABCO_new_2_2.2,new,2.2,2,316.0183414,2021-07-09,-0.64,-0.66,NA,-1.71,-1.8,NA,-0.65,-1.755,tree,190,CZO,7,spring,316.0183414,100,0,-1.755,3.160183414,-2.2704244956133333
ABCO,750,0.5090607566637178,26,ABCO_old_2_2.5,old,2.5,2,110.67457280000001,2021-08-20,-1.74,-1.78,NA,-2.1,-2.13,NA,-1.76,-2.115,tree,232,CZO,8,fall,201.8121264,54.84039773736807,45.15960226263193,-2.115,2.018121264,-2.2704244956133333
ABCO,750,0.5090607566637178,53,ABCO_new_2_2.5,new,2.5,2,242.5369686,2021-07-09,-1.37,-1.35,NA,-1.87,-1.99,-1.9,-1.36,-1.92,tree,190,CZO,7,spring,242.5369686,100,0,-1.92,2.425369686,-2.2704244956133333
ABCO,750,0.5090607566637178,47,ABCO_new_2_2.3,new,2.3,2,186.1346046,2021-09-17,-1.51,-1.33,-1.46,-1.86,-1.87,NA,-1.433333333,-1.865,tree,260,CZO,9,fall,302.201662,61.59284610420177,38.40715389579823,-1.865,3.02201662,-2.2704244956133333
ABCO,750,0.5090607566637178,41,ABCO_new_1_1.6,new,1.6,1,140.6290549,2021-08-19,-1.77,-1.86,NA,-2.1,-2.13,NA,-1.815,-2.115,tree,231,CZO,8,fall,249.5819519,56.34584305052067,43.65415694947933,-2.115,2.495819519,-2.2704244956133333
ABCO,750,0.5090607566637178,NA,ABCO_new_1_1.4,new,1.4,1,228.4087987,2021-10-16,-1.1,-1.04,NA,-1.91,-1.89,NA,-1.07,-1.9,tree,289,CZO,10,fall,267.8534393,85.2737972291551,14.726202770844907,-1.9,2.678534393,-2.2704244956133333
ABCO,750,0.5090607566637178,17,ABCO_old_1_1.6,old,1.6,1,125.7093409,2021-08-19,-1.77,-1.86,NA,-2.1,-2.13,NA,-1.815,-2.115,tree,231,CZO,8,fall,204.9281856,61.343119069707896,38.656880930292104,-2.115,2.049281856,-2.2704244956133333
ABCO,750,0.5090607566637178,8,ABCO_old_1_1.3,old,1.3,1,124.7024133,2021-07-30,-0.96,-0.9,NA,-2.25,-1.92,-1.97,-0.93,-2.046666667,tree,211,CZO,7,spring,202.7640786,61.50123540669398,38.49876459330602,-2.046666667,2.027640786,-2.2704244956133333
ABCO,750,0.5090607566637178,34,ABCO_old_2_2.3,old,2.3,2,139.9630475,2021-07-31,-0.69,-0.73,NA,-1.77,-1.83,NA,-0.71,-1.8,tree,212,CZO,7,spring,212.2914377,65.9296715008304,34.070328499169605,-1.8,2.122914377,-2.2704244956133333
ABCO,750,0.5090607566637178,15,ABCO_new_1_1.5,new,1.5,1,116.507718,2021-07-30,-1.43,-1.3,-1.33,-2.24,-2.31,NA,-1.353333333,-2.275,tree,211,CZO,7,spring,133.5897057,87.21309579170665,12.78690420829335,-2.275,1.335897057,-2.2704244956133333
ADFA,657,0.20139476487576863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.30017901661035
ARPA,640,0.2792827260056386,16,ARPA_old_1_1.6,old,1.6,1,99.30157482,2021-04-24,-0.56,-0.58,NA,-0.82,-0.86,NA,-0.57,-0.84,shrub,114,CZO,4,spring,200.6258702,49.4958973740566,50.5041026259434,-0.84,2.0062587020000002,-2.21134555105625
ARPA,640,0.2792827260056386,21,ARPA_old_2_2.1,old,2.1,2,105.057422,2021-04-24,-0.88,-0.83,NA,-1.97,-2.1,NA,-0.855,-2.035,shrub,114,CZO,4,spring,207.9090681,50.53046649676172,49.46953350323828,-2.035,2.0790906810000003,-2.21134555105625
ARPA,640,0.2792827260056386,4,ARPA_old_2_2.1,old,2.1,2,186.0419212,2021-07-09,-0.48,-0.53,NA,-1.52,-1.51,NA,-0.505,-1.515,shrub,190,CZO,7,spring,207.9090681,89.48235057766583,10.517649422334173,-1.515,2.0790906810000003,-2.21134555105625
ARPA,640,0.2792827260056386,62,ARPA_old_2_2.3,old,2.3,2,113.8019256,2021-05-14,-0.57,-0.53,NA,-1.26,-1.53,-1.6,-0.55,-1.463333333,shrub,134,CZO,5,spring,202.6343713,56.16121533079714,43.83878466920286,-1.463333333,2.026343713,-2.21134555105625
ARPA,640,0.2792827260056386,57,ARPA_old_1_1.4,old,1.4,1,83.59054753,2021-09-16,-1.85,-1.82,NA,-3.21,-3.25,NA,-1.835,-3.23,shrub,259,CZO,9,fall,198.0306501,42.210914061933885,57.789085938066115,-3.23,1.980306501,-2.21134555105625
ARPA,640,0.2792827260056386,48,ARPA_both_2_2.4,both,2.4,2,119.7308403,2021-07-31,-1.82,-1.83,NA,-2.06,-1.99,NA,-1.825,-2.025,shrub,212,CZO,7,spring,119.7308403,100,0,-2.025,1.197308403,-2.21134555105625
ARPA,640,0.2792827260056386,99,ARPA_old_1_1.1,old,1.1,1,105.117549,2021-04-24,-0.39,-0.45,NA,-0.59,-0.9,NA,-0.42,-0.745,shrub,114,CZO,4,spring,200.0170847,52.55428512902428,47.44571487097572,-0.745,2.000170847,-2.21134555105625
ARPA,640,0.2792827260056386,26,ARPA_old_2_2.3,old,2.3,2,202.6343713,2021-10-17,-0.75,-0.83,NA,-1.43,-1.26,-1.3,-0.79,-1.33,shrub,290,CZO,10,fall,202.6343713,100,0,-1.33,2.026343713,-2.21134555105625
ARPA,640,0.2792827260056386,54,ARPA_old_2_2.2,old,2.2,2,96.71743193,2021-06-15,-0.36,-0.42,NA,-1.06,-1.1,NA,-0.39,-1.08,shrub,166,CZO,6,spring,204.3543894,47.32828700864695,52.67171299135305,-1.08,2.043543894,-2.21134555105625
ARPA,640,0.2792827260056386,107,ARPA_old_1_1.2,old,1.2,1,95.4922543,2021-08-19,-2.77,-1.83,-2.62,-3.32,-3.24,NA,-2.406666667,-3.28,shrub,231,CZO,8,fall,196.0328418,48.71237565255762,51.28762434744238,-3.28,1.960328418,-2.21134555105625
ARPA,640,0.2792827260056386,18,ARPA_old_1_1.6,old,1.6,1,200.6258702,2021-10-16,-1.3,-1.22,NA,-1.67,-1.6,NA,-1.26,-1.635,shrub,289,CZO,10,fall,200.6258702,100,0,-1.635,2.0062587020000002,-2.21134555105625
ARPA,640,0.2792827260056386,43,ARPA_old_2_2.1,old,2.1,2,113.2593997,2021-08-20,-1.84,-1.77,NA,-2.51,-2.6,NA,-1.805,-2.555,shrub,232,CZO,8,fall,207.9090681,54.47544964490175,45.52455035509825,-2.555,2.0790906810000003,-2.21134555105625
ARPA,640,0.2792827260056386,34,ARPA_old_2_2.3,old,2.3,2,99.52257084,2021-06-15,-0.44,-0.44,NA,-1.21,-1.49,-1.36,-0.44,-1.353333333,shrub,166,CZO,6,spring,202.6343713,49.11435814245794,50.88564185754206,-1.353333333,2.026343713,-2.21134555105625
ARPA,640,0.2792827260056386,18,ARPA_old_1_1.6,old,1.6,1,134.2402342,2021-07-08,-0.94,-1.06,-1,-2.15,-2.24,NA,-1,-2.195,shrub,189,CZO,7,spring,200.6258702,66.91072994035044,33.089270059649564,-2.195,2.0062587020000002,-2.21134555105625
ARPA,640,0.2792827260056386,63,ARPA_old_2_2.4,old,2.4,2,101.694872,2021-08-20,-2.43,-2.5,NA,-3.6,-3.67,NA,-2.465,-3.635,shrub,232,CZO,8,fall,203.0189358,50.09132355032274,49.90867644967726,-3.635,2.030189358,-2.21134555105625
ARPA,640,0.2792827260056386,43,ARPA_new_2_2.1,new,2.1,2,201.8646243,2021-07-09,-0.48,-0.53,NA,-1.52,-1.51,NA,-0.505,-1.515,shrub,190,CZO,7,spring,201.8646243,100,0,-1.515,2.018646243,-2.21134555105625
ARPA,640,0.2792827260056386,NA,ARPA_new_1_1.1,new,1.1,1,207.6236507,2021-07-08,-0.99,-1.05,NA,-1.82,-1.69,-1.59,-1.02,-1.7,shrub,189,CZO,7,spring,207.6236507,100,0,-1.7,2.076236507,-2.21134555105625
ARPA,640,0.2792827260056386,39,ARPA_old_1_1.3,old,1.3,1,89.56486579,2021-04-24,-0.18,-0.13,NA,-0.73,-0.77,NA,-0.155,-0.75,shrub,114,CZO,4,spring,198.5047114,45.11976827064871,54.88023172935129,-0.75,1.985047114,-2.21134555105625
ARPA,640,0.2792827260056386,36,ARPA_both_2_2.1,both,2.1,2,127.1200402,2021-07-31,-0.45,-0.45,NA,-1.74,-1.74,NA,-0.45,-1.74,shrub,212,CZO,7,spring,127.1200402,100,0,-1.74,1.271200402,-2.21134555105625
ARPA,640,0.2792827260056386,110,ARPA_old_2_2.5,old,2.5,2,96.1048637,2021-09-17,-1.35,-1.19,-1.19,-2.89,-2.99,NA,-1.243333333,-2.94,shrub,260,CZO,9,fall,203.9453091,47.12286059635583,52.87713940364417,-2.94,2.039453091,-2.21134555105625
ARPA,640,0.2792827260056386,47,ARPA_old_2_2.3,old,2.3,2,99.11793766,2021-04-24,-0.55,-0.49,NA,-0.93,-1.06,NA,-0.52,-0.995,shrub,114,CZO,4,spring,202.6343713,48.91467179240583,51.08532820759417,-0.995,2.026343713,-2.21134555105625
ARPA,640,0.2792827260056386,54,ARPA_both_2_2.2,both,2.2,2,137.155978,2021-07-31,-0.56,-0.55,NA,-1.87,-1.96,NA,-0.555,-1.915,shrub,212,CZO,7,spring,137.155978,100,0,-1.915,1.3715597800000001,-2.21134555105625
ARPA,640,0.2792827260056386,64,ARPA_old_2_2.5,old,2.5,2,97.24467704,2021-05-14,-0.83,-0.45,-0.67,-1.62,-1.49,NA,-0.65,-1.555,shrub,134,CZO,5,spring,203.9453091,47.68174245788524,52.31825754211476,-1.555,2.039453091,-2.21134555105625
ARPA,640,0.2792827260056386,34,ARPA_old_2_2.3,old,2.3,2,131.2736028,2021-07-09,-0.47,-0.45,NA,-1.8,-1.82,NA,-0.46,-1.81,shrub,190,CZO,7,spring,202.6343713,64.78348266279542,35.21651733720458,-1.81,2.026343713,-2.21134555105625
ARPA,640,0.2792827260056386,10,ARPA_old_1_1.4,old,1.4,1,96.96616994,2021-04-24,-0.48,-0.44,NA,-0.6,-0.62,NA,-0.46,-0.61,shrub,114,CZO,4,spring,198.0306501,48.96523335707617,51.03476664292383,-0.61,1.980306501,-2.21134555105625
ARPA,640,0.2792827260056386,52,ARPA_both_2_2.5,both,2.5,2,NA,2021-07-31,-0.9,-0.85,NA,-2.52,-2.41,NA,-0.875,-2.465,shrub,212,CZO,7,spring,NA,NA,NA,-2.465,NA,-2.21134555105625
ARPA,640,0.2792827260056386,10,ARPA_old_1_1.4,old,1.4,1,93.43525204,2021-08-19,-1.6,-1.52,NA,-2.01,-1.99,NA,-1.56,-2,shrub,231,CZO,8,fall,198.0306501,47.182217496542975,52.817782503457025,-2,1.980306501,-2.21134555105625
ARPA,640,0.2792827260056386,63,ARPA_old_2_2.4,old,2.4,2,89.12496488,2021-09-17,-2.53,-2.59,NA,-3.51,-3.55,NA,-2.56,-3.53,shrub,260,CZO,9,fall,203.0189358,43.89982861884354,56.10017138115646,-3.53,2.030189358,-2.21134555105625
ARPA,640,0.2792827260056386,41,ARPA_old_1_1.6,old,1.6,1,96.18941147,2021-06-16,-0.88,-0.96,NA,-1.83,-1.93,NA,-0.92,-1.88,shrub,167,CZO,6,spring,200.6258702,47.94467003388479,52.05532996611521,-1.88,2.0062587020000002,-2.21134555105625
ARPA,640,0.2792827260056386,17,ARPA_old_1_1.6,old,1.6,1,92.92648693,2021-05-15,-0.43,-0.55,-0.53,-1.86,-2.03,NA,-0.503333333,-1.945,shrub,135,CZO,5,spring,200.6258702,46.31829725516624,53.68170274483376,-1.945,2.0062587020000002,-2.21134555105625
ARPA,640,0.2792827260056386,23,ARPA_old_2_2.2,old,2.2,2,103.8162339,2021-09-17,-1.93,-1.79,-1.82,-2.94,-3.02,NA,-1.846666667,-2.98,shrub,260,CZO,9,fall,204.3543894,50.802057252018095,49.197942747981905,-2.98,2.043543894,-2.21134555105625
ARPA,640,0.2792827260056386,48,ARPA_old_2_2.4,old,2.4,2,113.7156275,2021-06-15,-0.64,-0.51,-0.53,-1.32,-1.29,NA,-0.56,-1.305,shrub,166,CZO,6,spring,203.0189358,56.01232567390888,43.98767432609112,-1.305,2.030189358,-2.21134555105625
ARPA,640,0.2792827260056386,107,ARPA_old_1_1.2,old,1.2,1,196.0328418,2021-10-16,-0.92,-0.89,NA,-2.39,-2.39,NA,-0.905,-2.39,shrub,289,CZO,10,fall,196.0328418,100,0,-2.39,1.960328418,-2.21134555105625
ARPA,640,0.2792827260056386,7,ARPA_old_1_1.3,old,1.3,1,90.43289623,2021-05-15,-0.74,-0.77,NA,-1.2,-1.14,NA,-0.755,-1.17,shrub,135,CZO,5,spring,198.5047114,45.557052823684266,54.442947176315734,-1.17,1.985047114,-2.21134555105625
ARPA,640,0.2792827260056386,34,ARPA_old_2_2.3,old,2.3,2,104.5680828,2021-09-17,-1.38,-1.29,NA,-2.79,-2.6,-2.43,-1.335,-2.606666667,shrub,260,CZO,9,fall,202.6343713,51.6043167450536,48.3956832549464,-2.606666667,2.026343713,-2.21134555105625
ARPA,640,0.2792827260056386,64,ARPA_old_2_2.5,old,2.5,2,187.4331551,2021-07-09,-0.61,-0.58,NA,-2.04,-2.03,NA,-0.595,-2.035,shrub,190,CZO,7,spring,203.9453091,91.90363628716577,8.096363712834233,-2.035,2.039453091,-2.21134555105625
ARPA,640,0.2792827260056386,10,ARPA_old_1_1.4,old,1.4,1,198.0306501,2021-10-16,-1.08,-0.98,NA,-2.08,-1.96,NA,-1.03,-2.02,shrub,289,CZO,10,fall,198.0306501,100,0,-2.02,1.980306501,-2.21134555105625
ARPA,640,0.2792827260056386,38,ARPA_old_1_1.2,old,1.2,1,101.6581905,2021-05-15,-0.56,-0.59,NA,-1.21,-1.17,NA,-0.575,-1.19,shrub,135,CZO,5,spring,196.0328418,51.857734431925174,48.142265568074826,-1.19,1.960328418,-2.21134555105625
ARPA,640,0.2792827260056386,18,ARPA_both_1_1.6,both,1.6,1,111.4548119,2021-07-30,-1.28,-1.3,NA,-2.9,-2.76,-2.83,-1.29,-2.83,shrub,211,CZO,7,spring,111.4548119,100,0,-2.83,1.114548119,-2.21134555105625
ARPA,640,0.2792827260056386,4,ARPA_old_2_2.1,old,2.1,2,108.1697195,2021-09-17,-1.11,-1.06,NA,-3.46,-3.33,-3.4,-1.085,-3.396666667,shrub,260,CZO,9,fall,207.9090681,52.027417797848315,47.972582202151685,-3.396666667,2.0790906810000003,-2.21134555105625
ARPA,640,0.2792827260056386,58,ARPA_old_1_1.5,old,1.5,1,199.9553954,2021-10-16,-1.23,-1.18,NA,-1.71,-1.77,NA,-1.205,-1.74,shrub,289,CZO,10,fall,199.9553954,100,0,-1.74,1.9995539539999998,-2.21134555105625
ARPA,640,0.2792827260056386,21,ARPA_old_2_2.1,old,2.1,2,102.929277,2021-06-15,-0.56,-0.45,NA,-1.35,-1.38,NA,-0.505,-1.365,shrub,166,CZO,6,spring,207.9090681,49.506872374846644,50.493127625153356,-1.365,2.0790906810000003,-2.21134555105625
