date,sample,fresh_weight,dry_weight,water_potential,spp,fresh_weight_saturated,rwd,tlp,rwc_at_tlp,po,lfm_at_tlp,timing,water_weight,lfm,swc,rwc,neg_mpa,year,month
2020-09-11,1,0.4241,0.2404,-2.928,ADFA,0.4518,99.06131031429837,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.18369999999999997,76.414309484193,0.21139999999999998,0.9386896857016379,0.34153005464480873,2020,9
2020-09-11,1,0.4231,0.2404,-3.145,ADFA,0.4518,99.0635236830456,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.18269999999999997,75.99833610648918,0.21139999999999998,0.9364763169544046,0.3179650238473768,2020,9
2020-09-11,1,0.4188,0.2404,-3.162,ADFA,0.4518,99.0730411686587,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.1784,74.20965058236273,0.21139999999999998,0.9269588313413015,0.3162555344718533,2020,9
2020-09-11,1,0.4204,0.2404,-3.226,ADFA,0.4518,99.06949977866313,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.18,74.87520798668885,0.21139999999999998,0.9305002213368747,0.30998140111593303,2020,9
2020-09-11,1,0.4223,0.2404,-3.315,ADFA,0.4518,99.06529437804338,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.1819,75.66555740432612,0.21139999999999998,0.934705621956618,0.30165912518853694,2020,9
2020-09-11,1,0.4162,0.2404,-3.324,ADFA,0.4518,99.0787959274015,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.1758,73.12811980033278,0.21139999999999998,0.921204072598495,0.3008423586040915,2020,9
2020-09-11,1,0.4116,0.2404,-3.335,ADFA,0.4518,99.08897742363878,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.17120000000000002,71.21464226289518,0.21139999999999998,0.9110225763612219,0.29985007496251875,2020,9
2020-09-11,1,0.4081,0.2404,-3.866,ADFA,0.4518,99.0967242142541,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.16770000000000002,69.75873544093179,0.21139999999999998,0.9032757857459054,0.2586652871184687,2020,9
2020-09-11,1,0.4117,0.2404,-3.892,ADFA,0.4518,99.08875608676405,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.1713,71.25623960066557,0.21139999999999998,0.9112439132359452,0.2569373072970195,2020,9
2020-09-11,1,0.4037,0.2404,-4.162,ADFA,0.4518,99.10646303674191,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.1633,67.92845257903494,0.21139999999999998,0.8935369632580789,0.24026910139356078,2020,9
2020-09-11,1,0.3989,0.2404,-4.204,ADFA,0.4518,99.11708720672864,-2.981191758,87.36433505,-2.213831307,76.70549085,fall,0.15849999999999997,65.93178036605656,0.21139999999999998,0.882912793271359,0.2378686964795433,2020,9
2020-09-11,2,0.83,0.4252,-0.33,ADFA,0.8388,99.01049117787315,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.40479999999999994,95.2022577610536,0.41359999999999997,0.9895088221268479,3.0303030303030303,2020,9
2020-09-11,2,0.8265,0.4252,-0.514,ADFA,0.8388,99.01466380543634,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.4013,94.37911571025398,0.41359999999999997,0.9853361945636624,1.9455252918287937,2020,9
2020-09-11,2,0.8231,0.4252,-0.586,ADFA,0.8388,99.01871721506915,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.39790000000000003,93.57949200376294,0.41359999999999997,0.9812827849308536,1.7064846416382253,2020,9
2020-09-11,2,0.8174,0.4252,-1.089,ADFA,0.8388,99.02551263710062,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3922,92.23894637817497,0.41359999999999997,0.9744873628993801,0.9182736455463728,2020,9
2020-09-11,2,0.7971,0.4252,-1.411,ADFA,0.8388,99.04971387696709,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3719,87.46472248353716,0.41359999999999997,0.9502861230329042,0.7087172218284904,2020,9
2020-09-11,2,0.8123,0.4252,-1.415,ADFA,0.8388,99.03159275154984,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3871,91.03951081843837,0.41359999999999997,0.9684072484501669,0.7067137809187279,2020,9
2020-09-11,2,0.8098,0.4252,-1.443,ADFA,0.8388,99.03457319980924,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.38459999999999994,90.45155221072434,0.41359999999999997,0.9654268001907487,0.693000693000693,2020,9
2020-09-11,2,0.8064,0.4252,-1.461,ADFA,0.8388,99.03862660944206,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3812,89.6519285042333,0.41359999999999997,0.9613733905579399,0.6844626967830253,2020,9
2020-09-11,2,0.8036,0.4252,-1.524,ADFA,0.8388,99.04196471149261,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.37839999999999996,88.99341486359359,0.41359999999999997,0.9580352885073915,0.6561679790026247,2020,9
2020-09-11,2,0.7954,0.4252,-1.734,ADFA,0.8388,99.0517405817835,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3702,87.06491063029162,0.41359999999999997,0.9482594182164997,0.5767012687427913,2020,9
2020-09-11,2,0.7921,0.4252,-1.953,ADFA,0.8388,99.05567477348593,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3669,86.28880526810913,0.41359999999999997,0.9443252265140678,0.5120327700972862,2020,9
2020-09-11,2,0.8002,0.4252,-2.045,ADFA,0.8388,99.04601812112541,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.375,88.19379115710252,0.41359999999999997,0.9539818788745827,0.48899755501222497,2020,9
2020-09-11,2,0.7898,0.4252,-2.061,ADFA,0.8388,99.0584167858846,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3645999999999999,85.74788334901221,0.41359999999999997,0.9415832141154029,0.485201358563804,2020,9
2020-09-11,2,0.7861,0.4252,-2.109,ADFA,0.8388,99.06282784930853,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3609,84.87770460959548,0.41359999999999997,0.937172150691464,0.474158368895211,2020,9
2020-09-11,2,0.7874,0.4252,-2.122,ADFA,0.8388,99.06127801621363,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.36219999999999997,85.18344308560675,0.41359999999999997,0.9387219837863615,0.471253534401508,2020,9
2020-09-11,2,0.7846,0.4252,-2.263,ADFA,0.8388,99.06461611826418,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.35939999999999994,84.52492944496706,0.41359999999999997,0.935383881735813,0.44189129474149363,2020,9
2020-09-11,2,0.7828,0.4252,-2.344,ADFA,0.8388,99.06676204101097,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.35760000000000003,84.10159924741298,0.41359999999999997,0.9332379589890321,0.42662116040955633,2020,9
2020-09-11,2,0.781,0.4252,-2.386,ADFA,0.8388,99.06890796375775,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3558,83.67826904985888,0.41359999999999997,0.9310920362422509,0.4191114836546521,2020,9
2020-09-11,2,0.776,0.4252,-2.544,ADFA,0.8388,99.07486886027658,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3508,82.50235183443085,0.41359999999999997,0.9251311397234144,0.3930817610062893,2020,9
2020-09-11,2,0.7731,0.4252,-2.742,ADFA,0.8388,99.0783261802575,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3479,81.82031984948259,0.41359999999999997,0.9216738197424893,0.36469730123997085,2020,9
2020-09-11,2,0.7739,0.4252,-2.955,ADFA,0.8388,99.0773724368145,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3487,82.00846660395108,0.41359999999999997,0.9226275631855031,0.338409475465313,2020,9
2020-09-11,2,0.758,0.4252,-3.314,ADFA,0.8388,99.0963280877444,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3328,78.26904985888993,0.41359999999999997,0.9036719122556033,0.30175015087507545,2020,9
2020-09-11,2,0.7571,0.4252,-3.545,ADFA,0.8388,99.09740104911779,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3319,78.05738476011288,0.41359999999999997,0.9025989508822126,0.2820874471086037,2020,9
2020-09-11,2,0.7537,0.4252,-3.551,ADFA,0.8388,99.1014544587506,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3285,77.25776105362182,0.41359999999999997,0.898545541249404,0.28161081385525205,2020,9
2020-09-11,2,0.7655,0.4252,-3.552,ADFA,0.8388,99.08738674296615,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.34029999999999994,80.03292568203196,0.41359999999999997,0.9126132570338579,0.28153153153153154,2020,9
2020-09-11,2,0.7457,0.4252,-3.788,ADFA,0.8388,99.11099189318074,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3205,75.37629350893697,0.41359999999999997,0.8890081068192657,0.2639915522703274,2020,9
2020-09-11,2,0.7356,0.4252,-4.109,ADFA,0.8388,99.12303290414879,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.3104,73.00094073377235,0.41359999999999997,0.876967095851216,0.24336821611097592,2020,9
2020-09-11,2,0.739,0.4252,-4.198,ADFA,0.8388,99.11897949451597,-3.493620543,80.18631724,-2.12753676,78.05738476,fall,0.31379999999999997,73.8005644402634,0.41359999999999997,0.8810205054840248,0.23820867079561694,2020,9
2020-09-11,3,0.5036,0.2588,-0.264,ADFA,0.5087,99.01002555533714,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.24480000000000007,94.59041731066465,0.24990000000000007,0.9899744446628661,3.7878787878787876,2020,9
2020-09-11,3,0.4991,0.2588,-0.376,ADFA,0.5087,99.01887163357578,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.2403,92.85162287480682,0.24990000000000007,0.9811283664242185,2.6595744680851063,2020,9
2020-09-11,3,0.5012,0.2588,-0.408,ADFA,0.5087,99.01474346373108,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.2424,93.66306027820713,0.24990000000000007,0.9852565362689206,2.450980392156863,2020,9
2020-09-11,3,0.4969,0.2588,-0.448,ADFA,0.5087,99.0231963829369,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.23810000000000003,92.00154559505411,0.24990000000000007,0.9768036170631019,2.232142857142857,2020,9
2020-09-11,3,0.4956,0.2588,-0.546,ADFA,0.5087,99.02575191665028,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.2368,91.49922720247297,0.24990000000000007,0.9742480833497148,1.8315018315018314,2020,9
2020-09-11,3,0.4953,0.2588,-0.619,ADFA,0.5087,99.02634165519953,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.23650000000000004,91.38330757341579,0.24990000000000007,0.9736583448004718,1.6155088852988693,2020,9
2020-09-11,3,0.489,0.2588,-0.852,ADFA,0.5087,99.03872616473363,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.23020000000000002,88.94899536321486,0.24990000000000007,0.9612738352663651,1.1737089201877935,2020,9
2020-09-11,3,0.4903,0.2588,-0.866,ADFA,0.5087,99.03617063102024,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.23150000000000004,89.45131375579601,0.24990000000000007,0.9638293689797522,1.1547344110854503,2020,9
2020-09-11,3,0.4873,0.2588,-0.903,ADFA,0.5087,99.04206801651267,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.22850000000000004,88.29211746522412,0.24990000000000007,0.9579319834873206,1.1074197120708749,2020,9
2020-09-11,3,0.4809,0.2588,-1.231,ADFA,0.5087,99.0546491055632,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.22210000000000002,85.8191653786708,0.24990000000000007,0.9453508944367996,0.8123476848090982,2020,9
2020-09-11,3,0.4783,0.2588,-1.254,ADFA,0.5087,99.05976017298997,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.21950000000000003,84.81452859350853,0.24990000000000007,0.9402398270100255,0.7974481658692185,2020,9
2020-09-11,3,0.4864,0.2588,-1.273,ADFA,0.5087,99.04383723216041,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.22760000000000002,87.94435857805257,0.24990000000000007,0.9561627678395911,0.7855459544383347,2020,9
2020-09-11,3,0.4737,0.2588,-1.317,ADFA,0.5087,99.06880283074504,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.21490000000000004,83.03709428129832,0.24990000000000007,0.9311971692549635,0.7593014426727411,2020,9
2020-09-11,3,0.4665,0.2588,-1.489,ADFA,0.5087,99.08295655592687,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.20770000000000005,80.25502318392584,0.24990000000000007,0.9170434440731275,0.6715916722632639,2020,9
2020-09-11,3,0.463,0.2588,-1.654,ADFA,0.5087,99.08983683900138,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.20420000000000005,78.90262751159199,0.24990000000000007,0.9101631609986239,0.6045949214026602,2020,9
2020-09-11,3,0.4612,0.2588,-1.761,ADFA,0.5087,99.09337527029683,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.20240000000000002,78.20710973724886,0.24990000000000007,0.9066247297031649,0.5678591709256104,2020,9
2020-09-11,3,0.46,0.2588,-1.861,ADFA,0.5087,99.09573422449381,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.20120000000000005,77.74343122102012,0.24990000000000007,0.9042657755061922,0.537345513164965,2020,9
2020-09-11,3,0.4582,0.2588,-2.024,ADFA,0.5087,99.09927265578926,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.19940000000000002,77.04791344667699,0.24990000000000007,0.9007273442107332,0.49407114624505927,2020,9
2020-09-11,3,0.4555,0.2588,-2.221,ADFA,0.5087,99.10458030273246,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.19670000000000004,76.00463678516232,0.24990000000000007,0.8954196972675447,0.45024763619990993,2020,9
2020-09-11,3,0.4537,0.2588,-2.411,ADFA,0.5087,99.10811873402791,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.19490000000000002,75.30911901081919,0.24990000000000007,0.8918812659720856,0.41476565740356697,2020,9
2020-09-11,3,0.4511,0.2588,-2.467,ADFA,0.5087,99.1132298014547,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.19230000000000003,74.3044822256569,0.24990000000000007,0.8867701985453115,0.40535062829347385,2020,9
2020-09-11,3,0.4525,0.2588,-2.812,ADFA,0.5087,99.11047768822489,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.19370000000000004,74.84544049459045,0.24990000000000007,0.889522311775113,0.3556187766714083,2020,9
2020-09-11,3,0.4495,0.2588,-3.099,ADFA,0.5087,99.11637507371732,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.19070000000000004,73.68624420401856,0.24990000000000007,0.8836249262826813,0.32268473701193934,2020,9
2020-09-11,3,0.4467,0.2588,-3.491,ADFA,0.5087,99.12187930017693,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.1879,72.60432766615148,0.24990000000000007,0.8781206998230784,0.2864508736751647,2020,9
2020-09-11,3,0.4435,0.2588,-3.66,ADFA,0.5087,99.12816984470219,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.18470000000000003,71.36785162287482,0.24990000000000007,0.8718301552978179,0.27322404371584696,2020,9
2020-09-11,3,0.4378,0.2588,-4.232,ADFA,0.5087,99.1393748771378,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.17900000000000005,69.16537867078829,0.24990000000000007,0.8606251228621977,0.23629489603024573,2020,9
2020-09-11,3,0.4395,0.2588,-4.312,ADFA,0.5087,99.13603302535876,-3.152506373,76.68101212,-1.30729615,73.6862442,fall,0.18070000000000003,69.822256568779,0.24990000000000007,0.8639669746412423,0.23191094619666047,2020,9
2020-09-11,4,0.8932,0.4657,-0.182,ADFA,0.8976,99.00490196078431,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.4275,91.7972943955336,0.43189999999999995,0.9950980392156863,5.4945054945054945,2020,9
2020-09-11,4,0.8966,0.4657,-0.204,ADFA,0.8976,99.00111408199643,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.43089999999999995,92.52737814043374,0.43189999999999995,0.9988859180035651,4.901960784313726,2020,9
2020-09-11,4,0.888,0.4657,-0.247,ADFA,0.8976,99.01069518716578,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.4223,90.6806957268628,0.43189999999999995,0.9893048128342247,4.048582995951417,2020,9
2020-09-11,4,0.8797,0.4657,-0.32,ADFA,0.8976,99.01994206773618,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.41400000000000003,88.89843246725361,0.43189999999999995,0.9800579322638147,3.125,2020,9
2020-09-11,4,0.8836,0.4657,-0.413,ADFA,0.8976,99.01559714795009,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.41790000000000005,89.73588146875672,0.43189999999999995,0.984402852049911,2.4213075060532687,2020,9
2020-09-11,4,0.8773,0.4657,-0.461,ADFA,0.8976,99.02261586452762,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.41159999999999997,88.38307923555936,0.43189999999999995,0.9773841354723708,2.1691973969631237,2020,9
2020-09-11,4,0.875,0.4657,-0.61,ADFA,0.8976,99.02517825311944,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.4093,87.88919905518574,0.43189999999999995,0.9748217468805704,1.639344262295082,2020,9
2020-09-11,4,0.8658,0.4657,-0.737,ADFA,0.8976,99.03542780748663,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.4001,85.91367833369122,0.43189999999999995,0.964572192513369,1.3568521031207599,2020,9
2020-09-11,4,0.8712,0.4657,-0.742,ADFA,0.8976,99.02941176470588,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.40549999999999997,87.07322310500322,0.43189999999999995,0.9705882352941176,1.3477088948787062,2020,9
2020-09-11,4,0.8565,0.4657,-1.031,ADFA,0.8976,99.04578877005348,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.39080000000000004,83.9166845608761,0.43189999999999995,0.9542112299465242,0.9699321047526674,2020,9
2020-09-11,4,0.8606,0.4657,-1.052,ADFA,0.8976,99.0412210338681,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.39490000000000003,84.7970796650204,0.43189999999999995,0.9587789661319074,0.9505703422053231,2020,9
2020-09-11,4,0.8534,0.4657,-1.126,ADFA,0.8976,99.04924242424242,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.38770000000000004,83.25101996993773,0.43189999999999995,0.9507575757575759,0.8880994671403198,2020,9
2020-09-11,4,0.8515,0.4657,-1.227,ADFA,0.8976,99.05135918003565,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.38580000000000003,82.84303199484647,0.43189999999999995,0.9486408199643495,0.8149959250203749,2020,9
2020-09-11,4,0.8468,0.4657,-1.301,ADFA,0.8976,99.0565953654189,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3811,81.83379858277861,0.43189999999999995,0.9434046345811052,0.7686395080707149,2020,9
2020-09-11,4,0.844,0.4657,-1.374,ADFA,0.8976,99.05971479500892,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.37829999999999997,81.23255314580202,0.43189999999999995,0.9402852049910874,0.727802037845706,2020,9
2020-09-11,4,0.8394,0.4657,-1.444,ADFA,0.8976,99.06483957219251,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.37370000000000003,80.24479278505477,0.43189999999999995,0.9351604278074868,0.6925207756232687,2020,9
2020-09-11,4,0.8371,0.4657,-1.588,ADFA,0.8976,99.06740196078431,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.37139999999999995,79.75091260468112,0.43189999999999995,0.9325980392156863,0.6297229219143576,2020,9
2020-09-11,4,0.8344,0.4657,-1.677,ADFA,0.8976,99.07040998217468,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.36870000000000003,79.17114021902513,0.43189999999999995,0.929590017825312,0.5963029218843172,2020,9
2020-09-11,4,0.8315,0.4657,-1.8,ADFA,0.8976,99.07364081996435,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3658,78.54842173072794,0.43189999999999995,0.9263591800356507,0.5555555555555556,2020,9
2020-09-11,4,0.8291,0.4657,-1.932,ADFA,0.8976,99.0763146167558,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.36339999999999995,78.0330684990337,0.43189999999999995,0.9236853832442068,0.5175983436853002,2020,9
2020-09-11,4,0.8225,0.4657,-2.322,ADFA,0.8976,99.08366755793226,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3568,76.6158471118746,0.43189999999999995,0.9163324420677362,0.43066322136089574,2020,9
2020-09-11,4,0.8199,0.4657,-2.391,ADFA,0.8976,99.086564171123,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.35419999999999996,76.05754777753918,0.43189999999999995,0.9134358288770054,0.41823504809703055,2020,9
2020-09-11,4,0.8154,0.4657,-2.573,ADFA,0.8976,99.09157754010695,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3497,75.09126046811252,0.43189999999999995,0.9084224598930482,0.388651379712398,2020,9
2020-09-11,4,0.8086,0.4657,-2.828,ADFA,0.8976,99.0991532976827,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3429,73.63109297831222,0.43189999999999995,0.9008467023172906,0.3536067892503536,2020,9
2020-09-11,4,0.8036,0.4657,-3.159,ADFA,0.8976,99.10472370766489,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3379,72.55744041228257,0.43189999999999995,0.8952762923351159,0.31655587211142766,2020,9
2020-09-11,4,0.7934,0.4657,-3.612,ADFA,0.8976,99.11608734402851,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3277,70.36718917758213,0.43189999999999995,0.8839126559714795,0.2768549280177187,2020,9
2020-09-11,4,0.7886,0.4657,-3.618,ADFA,0.8976,99.12143493761141,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.32289999999999996,69.33648271419368,0.43189999999999995,0.8785650623885918,0.2763957987838585,2020,9
2020-09-11,4,0.783,0.4657,-3.873,ADFA,0.8976,99.12767379679144,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.3173,68.1339918402405,0.43189999999999995,0.87232620320855625,0.2581977794990963,2020,9
2020-09-11,4,0.7779,0.4657,-3.941,ADFA,0.8976,99.13335561497327,-3.203293589,78.88927227,-1.856201498,72.55744041,fall,0.31220000000000003,67.03886622289028,0.43189999999999995,0.866644385026738,0.2537427048972342,2020,9
2020-09-11,5,0.3519,0.1907,-0.185,ADFA,0.3521,99.00056802044874,-3.209293031,72.66394505,-1.66057124,61.66754064,fall,0.16119999999999998,84.53067645516516,0.16140000000000002,0.9994319795512637,5.405405405405405,2020,9
2020-09-11,5,0.3506,0.1907,-0.462,ADFA,0.3521,99.00426015336552,-3.209293031,72.66394505,-1.66057124,61.66754064,fall,0.15990000000000001,83.8489774514945,0.16140000000000002,0.9957398466344788,2.1645021645021645,2020,9
