model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
"2020_October_HP_CADE_(90,100]_1.4",2020_October_CADE_1.4,1.4,6,"2020_October_HP_CADE_(90,100]",CADE,HP,2.941,0,43,61,27,88,9,86,50,1,249.7,267.8,251,NA,2.0462,1,2020_October,2020,October,12.4912,12.9904,0.4992,1,11.9719,2,96.12940497,96.12940497,"(90,100]",2020_October,0.61,Dry,1,NA,1.1111111111111112,hydrated,"(95,100]","(90,100]","(80,100]",18.100000000000023,0.9615716221209508,0.9612940497,25.022435897435898,1.9675678531838894,0.07863214681611042,1.519475358,13.45042342978123,63.26486603674161,36.73513396325839,-0.046,12.964205814763828,3.0753656565656566,21.854392431965195,43.70878486393039,4.574175160178762,25.412084223215345,31.00274275232272,44.72526823285901,13.722525480536286,96.12940497,0.559818666250339,1.2338671026866646,-1.802346493094285,0.5860217943512905,-0.21298506717128926,0.32519969504530655,0.09860085249961317,-0.05349628776339478
"2020_October_HP_CADE_(130,140]_1.4",2020_October_CADE_1.4,1.4,4,"2020_October_HP_CADE_(130,140]",CADE,HP,2.224,0,37,66,3,69,21,82,58,1,264.9,309.7,272.3,NA,2.8959,1,2020_October,2020,October,12.7586,13.4797,0.7211,1,12.2123,2,131.9970712,131.9970712,"(130,140]",2020_October,0.61,Dry,1,NA,0.47619047619047616,hydrated,"(130,135]","(130,140]","(120,140]",44.80000000000001,0.9465047441708644,1.319970712,17.693246429066704,2.7409830886444064,0.1549169113555937,1.519475358,13.45042342978123,86.87016245774484,13.12983754225516,-0.046,14.107648248637082,3.0753656565656566,13.498806378370942,29.916273595308574,7.661484701237562,21.160291079608506,24.078951918175196,25.173449732637703,1.0944978144625088,131.9970712,0.33830906317732534,0.447355695724172,0.6868377886209657,0.11324123563418965,0.31170960628270583,-0.030043270718435475,0.06610018614119305,-0.05841288781283305
"2020_October_HP_CADE_(150,160]_1.4",2020_October_CADE_1.4,1.4,1,"2020_October_HP_CADE_(150,160]",CADE,HP,0.218,0,40,51,9,60,11,92,72,1,267.8,289.1,248.4,NA,2.0982,1,2020_October,2020,October,7.461,7.8433,0.3823,1,7.2094,1,151.9475358,151.9475358,"(150,160]",2020_October,0.61,Dry,1,NA,0.9090909090909091,hydrated,"(150,155]","(150,160]","(140,160]",21.30000000000001,0.9512577614014509,1.519475358,19.51608684279362,1.995929034972524,0.10227096502747579,1.519475358,13.45042342978123,100,0,-0.046,15.456931034715268,3.0753656565656566,20.04079268306783,46.093823171056016,5.511217987843654,36.0734268295221,25.552010670911486,30.06118902460175,4.509178353690262,151.9475358,0.8608147516324112,0.22730623818140233,-0.3353348592207407,0.024955681642624364,-0.5798067092109562,-0.07784795928969276,0.013739513186638977,-0.051726903548453405
"2020_October_HP_CADE_(110,120]_1.4",2020_October_CADE_1.4,1.4,5,"2020_October_HP_CADE_(110,120]",CADE,HP,2.7,0,35,110,16,126,9,98,73,1,258.4,291.5,278.1,NA,1.8132,1,2020_October,2020,October,12.4743,12.81,0.3357,1,12.175,2,112.1617107,112.1617107,"(110,120]",2020_October,0.61,Dry,1,NA,1.1111111111111112,hydrated,"(110,115]","(110,120]","(100,120]",33.10000000000002,0.9737939110070257,1.121617107,37.15907059874888,1.765683119437939,0.04751688056206094,1.519475358,13.45042342978123,73.81607744375148,26.18392255624852,-0.046,10.457754900419175,3.0753656565656566,19.822356353013884,55.50259778843887,5.097177347917856,41.343771822000384,62.29883425232934,71.36048287084998,9.061648618520632,112.1617107,-0.8755679057317393,1.452592448742022,-1.5412816010652115,-0.7313908622367281,0.9650607268986882,-0.6033898268438832,0.477681890189879,-0.13764521064326526
"2020_October_HP_CADE_(80,90]_1.4",2020_October_CADE_1.4,1.4,7,"2020_October_HP_CADE_(80,90]",CADE,HP,3.966,0,48,86,11,97,15,112,86,1,242.5,281.5,244.3,NA,1.7841,1,2020_October,2020,October,12.6841,13.0423,0.3582,1,12.2456,1,81.68757127,81.68757127,"(80,90]",2020_October,0.61,Dry,1,NA,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",39,0.972535519041887,0.8168757127,35.410664433277496,1.7351006195226306,0.0489993804773694,1.519475358,13.45042342978123,53.760379093953034,46.239620906046966,-0.046,12.717473455922025,3.0753656565656566,27.664101701033335,64.54957063574444,8.645031781572918,49.56484888101806,49.56484888101806,55.904538854171534,6.339689973153472,81.68757127,-0.664817138430736,1.2308677714049474,-0.6934746080192233,-0.35321561187689343,-0.6085093141665975,0.7644423436743754,0.26712911946053147,-0.11960454013759204
"2020_October_HP_CADE_(130,140]_1.4",2020_October_CADE_1.4,1.4,2,"2020_October_HP_CADE_(130,140]",CADE,HP,0.925,0,41,57,0.5,57,15,109,94,1,244,339,237.5,NA,2.4063,0,2020_October,2020,October,7.6237,8.1905,0.5668,1,7.1995,1,133.6162188,133.6162188,"(130,140]",2020_October,0.61,Dry,1,NA,0.6666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",95,0.930797875587571,1.336162188,13.45042342978123,2.239778928026372,0.16652107197362787,1.519475358,13.45042342978123,87.93575894239676,12.06424105760324,-0.046,15.975150783067376,3.0753656565656566,18.305378038415608,48.66551722408052,6.697089526249612,41.968427697830904,25.448940199748527,25.448940199748527,0.22323631754165374,133.6162188,0.05324689808889599,0.008227074890686747,0.6810840664424516,0.0021905614389650663,-0.9402404799794086,-0.47529300776411576,-0.07366917843191281,-0.08568478098115928
"2020_October_HP_CADE_(130,140]_1.4",2020_October_CADE_1.4,1.4,3,"2020_October_HP_CADE_(130,140]",CADE,HP,1.234,0,31,63,0.5,63,19,126,107,1,250.8,245.6,236.3,NA,2.733,0,2020_October,2020,October,7.5053,7.9401,0.4348,1,7.1756,1,131.8774644,131.8774644,"(130,140]",2020_October,0.61,Dry,1,NA,0.5263157894736842,hydrated,"(130,135]","(130,140]","(120,140]",-5.200000000000017,0.9452399843830682,1.318774644,17.2614995400184,2.5833408773189257,0.1496591226810744,1.519475358,13.45042342978123,86.7914466040324,13.208553395967598,-0.046,14.176209170239542,3.0753656565656566,11.999964957072486,48.77405111584301,7.3548172317541045,41.419233884088904,24.387025557921504,24.387025557921504,0.1935478218882659,131.8774644,0.4325207149207484,-1.0589184253704367,-0.003907658443600859,-0.8194888110851859,0.6253957064096517,0.43576211748406696,0.20295920907247322,-0.0782401775208234
"2020_October_HP_CADE_(100,110]_1.5",2020_October_CADE_1.5,1.5,7,"2020_October_HP_CADE_(100,110]",CADE,HP,2.795,0,41,48,22,70,17,92,53,1,238.6,290.05,247.5,NA,3.0326,1,2020_October,2020,October,12.5116,13.0185,0.5069,1,12.0258,2,104.3433512,104.3433512,"(100,110]",2020_October,0.61,Dry,1,NA,0.5882352941176471,hydrated,"(100,105]","(100,110]","(100,120]",51.45000000000002,0.9610631025079694,1.043433512,24.682580390609587,2.914519964665668,0.11808003533433187,1.410973837,9.881608904629395,73.95130119623897,26.048698803761027,-0.046,14.359669274639101,3.0753656565656566,14.06749670514033,31.566090167631963,5.83286448749721,18.18481281396189,16.46926443528624,24.017677301459102,7.5484128661728604,104.3433512,0.5777173285041229,0.5934058195955458,-0.7445085063433862,1.0521016007173418,-0.11876185791882148,0.37247736386755814,-0.07788615987150008,-0.0318855258205493
"2020_October_HP_CADE_(70,80]_1.5",2020_October_CADE_1.5,1.5,9,"2020_October_HP_CADE_(70,80]",CADE,HP,5.086,0,39,16,40,56,10,116,66,1,205.1,270.2,217.3,NA,2.1328,1,2020_October,2020,October,7.6294,7.9354,0.306,1,7.1986,1,71.03064067,71.03064067,"(70,80]",2020_October,0.61,Dry,1,NA,1,moderate,"(70,75]","(70,80]","(60,80]",65.1,0.9614386168309097,0.7103064067,24.932679738562094,2.0505562819769643,0.08224371802303576,1.410973837,9.881608904629395,50.34157176225514,49.65842823774486,-0.046,15.928378135260223,3.0753656565656566,19.019229241735157,56.570015180545596,4.876725446598758,32.1863879475518,7.802760714558013,27.309662500953046,19.506901786395034,71.03064067,1.197785072474357,-0.2410494264688436,-2.263012932582443,1.9225192853429338,-0.4936444370745265,0.2620549485433368,-0.3087168221524387,0.008376453029322344
"2020_October_HP_CADE_(90,100]_1.5",2020_October_CADE_1.5,1.5,6,"2020_October_HP_CADE_(90,100]",CADE,HP,3.071,0,45,61,12,73,10,89,67,1,247.7,271.2,248.4,NA,2.0804,1,2020_October,2020,October,12.495,12.8525,0.3575,1,12.1236,2,96.25740442,96.25740442,"(90,100]",2020_October,0.61,Dry,1,NA,1,hydrated,"(95,100]","(90,100]","(80,100]",23.5,0.9721843999221941,0.9625740442,34.95104895104895,2.0225324255981327,0.057867574401867294,1.410973837,9.881608904629395,68.22054519781999,31.779454802180013,-0.046,14.3838729922149,3.0753656565656566,22.249334265527015,44.00423888070898,4.944296503450447,33.126786573118,30.16020867104773,36.09336447518827,5.933155804140537,96.25740442,0.6471987122769767,0.8654767461230528,-0.7781628387727175,-0.12375635329642062,-0.7618597027402576,0.42047897623979286,0.12375309350407751,-0.06717241074478725
"2020_October_HP_CADE_(120,130]_1.5",2020_October_CADE_1.5,1.5,4,"2020_October_HP_CADE_(120,130]",CADE,HP,2.413,0,41,99,38,137,12,119,69,1,249,325.5,269.7,NA,3.6656,1,2020_October,2020,October,13.0156,14.0152,0.9996,1,12.1879,2,120.7683943,120.7683943,"(120,130]",2020_October,0.61,Dry,1,NA,0.8333333333333334,hydrated,"(120,125]","(120,130]","(120,140]",76.5,0.928677435926708,1.207683943,13.02080832332933,3.404160009132941,0.2614399908670588,1.410973837,9.881608904629395,85.59222795851174,14.407772041488258,-0.046,10.489080314517532,3.0753656565656566,12.044087202129765,34.95722870862054,3.5250986933062727,20.269317486511067,29.08206421977675,40.24487674857995,11.162812528803197,120.7683943,-1.6756229753528404,1.9312153488352441,-2.4438418351175946,0.9764696004313866,0.5607466081154596,-0.38577134687052655,0.2117987861151639,-0.12739061220925943
"2020_October_HP_CADE_(120,130]_1.5",2020_October_CADE_1.5,1.5,3,"2020_October_HP_CADE_(120,130]",CADE,HP,2.391,0,36,59,23,82,27,134,84,1,256,359,249.5,NA,3.4926,1,2020_October,2020,October,7.8124,8.603,0.7906,1,7.1984,4,128.762215,128.762215,"(120,130]",2020_October,0.61,Dry,1,NA,0.37037037037037035,hydrated,"(125,130]","(120,130]","(120,140]",103,0.9081018249447868,1.28762215,9.881608904629395,3.171636433802162,0.32096356619783784,1.410973837,9.881608904629395,91.2576914067897,8.742308593210296,-0.046,12.849425433425484,3.0753656565656566,11.350607407685487,42.24948312860709,8.512955555764115,26.4847506179328,18.602384362595657,25.85416131750583,7.251776954910172,128.762215,-1.0886737400962514,0.018023556000776347,-0.03805389223974781,1.723427546469988,0.4532370578432005,-0.2512126960913761,-0.20629030335784332,-0.06721274858066434
"2020_October_HP_CADE_(120,130]_1.5",2020_October_CADE_1.5,1.5,1,"2020_October_HP_CADE_(120,130]",CADE,HP,0.258,0,37,91,26,117,8,119,85,1,269.1,308.1,267.9,NA,2.1196,1,2020_October,2020,October,7.6256,8.1281,0.5025,1,7.2384,2,129.7778926,129.7778926,"(120,130]",2020_October,0.61,Dry,1,NA,1.25,hydrated,"(125,130]","(120,130]","(120,140]",39,0.938177433840627,1.297778926,15.17532338308458,1.9885608887685933,0.13103911123140688,1.410973837,9.881608904629395,91.97753296115866,8.022467038841341,-0.046,10.947348892118164,3.0753656565656566,18.606420456610746,59.842271198288614,4.023009828456377,42.74447942734901,45.761736798691295,58.83651874117452,13.074781942483227,129.7778926,-0.9612472770250878,1.0915472622780018,-2.0079828498819086,0.12191186504360321,0.3940648639109942,-0.6628662113914061,0.2506050996285038,-0.12196126351158598
"2020_October_HP_CADE_(140,150]_1.5",2020_October_CADE_1.5,1.5,2,"2020_October_HP_CADE_(140,150]",CADE,HP,1.216,0,33,76,0.5,76,17,154,107,1,266.6,309,265.2,NA,3.3977,0,2020_October,2020,October,7.4659,7.8542,0.3883,1,7.1907,2,141.0973837,141.0973837,"(140,150]",2020_October,0.61,Dry,1,NA,0.2127659574468085,hydrated,"(140,145]","(140,150]","(140,160]",42.39999999999998,0.9505614830281889,1.410973837,19.22714396085501,3.229722750884877,0.1679772491151228,1.410973837,9.881608904629395,100,0,-0.046,13.070311539476771,3.0753656565656566,10.217595300079143,47.68211140036933,5.26360970004077,33.129778700256615,23.531431600182266,23.531431600182266,0.15481205000119913,141.0973837,-0.6248510424087568,-0.6337965591649801,0.1621559531403455,-0.5981782048513881,0.20938818152625877,-0.40518344083896185,0.1709164665314216,0.26294098229984086
"2020_October_HP_CADE_(130,140]_1.5",2020_October_CADE_1.5,1.5,5,"2020_October_HP_CADE_(130,140]",CADE,HP,1.932,0,33,54,0.5,54,15,123,108,1,244.9,254.7,238.8,NA,2.6902,0,2020_October,2020,October,12.5807,13.1833,0.6026,1,12.1247,2,132.1491228,132.1491228,"(130,140]",2020_October,0.61,Dry,1,NA,0.6666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",9.799999999999983,0.9542906556021634,1.321491228,20.877364752738135,2.56723272170094,0.12296727829905985,1.410973837,9.881608904629395,93.65809580209813,6.341904197901869,-0.046,15.597727495326037,3.0753656565656566,12.854307956208814,47.91151147314194,5.842867252822188,42.068644220319754,21.034322110159877,21.034322110159877,0.19476224176073959,132.1491228,0.7227927761376327,-1.0630747941049723,-0.05655174199608648,-0.7535635627625745,0.05506565921337567,0.21119854840792807,0.12248902296250497,-0.07102387052350492
"2020_October_HP_CADE_(120,130]_1.6",2020_October_CADE_1.6,1.6,5,"2020_October_HP_CADE_(120,130]",CADE,HP,0.612,0,40,75,21,96,16,69,32,1,250.7,288.6,248.6,NA,3.294,1,2020_October,2020,October,12.7547,13.3649,0.6102,1,12.2479,1,120.4025257,120.4025257,"(120,130]",2020_October,0.61,Dry,1,NA,0.625,hydrated,"(120,125]","(120,130]","(120,140]",37.900000000000034,0.9543430927279665,1.204025257,20.902490986561784,3.1436061474459214,0.15039385255407867,1.290838068,0.542287778789258,93.27469392543512,6.725306074564884,-0.046,12.215780837162397,3.0753656565656566,12.724240290883357,21.94931450177379,5.089696116353343,10.179392232706686,23.857950545406293,30.538176698120058,6.680226152713763,120.4025257,0.2475768228070975,1.5620312563219494,-0.9128205806009498,0.5831307054158913,0.5642593328700697,0.18281397854091488,0.15737578362996862,-0.05773529311755787
"2020_October_HP_CADE_(90,100]_1.6",2020_October_CADE_1.6,1.6,8,"2020_October_HP_CADE_(90,100]",CADE,HP,2.949,0,50,53,15,68,24,83,44,1,227.4,240.3,224.2,NA,3.1948,1,2020_October,2020,October,13.0661,13.9343,0.8682,1,12.1887,3,98.95144746,98.95144746,"(90,100]",2020_October,0.61,Dry,1,NA,0.4166666666666667,hydrated,"(95,100]","(90,100]","(80,100]",12.900000000000006,0.9376933179277036,0.9895144746,15.049642939414882,2.995742612115427,0.19905738788457272,1.290838068,0.542287778789258,76.65674720401877,23.34325279598123,-0.046,15.310249522857243,3.0753656565656566,16.690352434748316,27.705985041682204,8.011369168679192,14.687510142578518,17.691773580833214,22.69887931125771,5.007105730424495,98.95144746,0.72132599882684,1.0536635711616096,-0.21312514803419402,0.6353573134302406,-0.43567682654844925,2.0001380673769793,0.05744935274863655,-0.03262951340863342
"2020_October_HP_CADE_(110,120]_1.6",2020_October_CADE_1.6,1.6,2,"2020_October_HP_CADE_(110,120]",CADE,HP,1.784,0,38,51,17,68,24,94,53,1,272.9,297.7,270.2,NA,2.9789,1,2020_October,2020,October,7.5889,8.011,0.4221,1,7.228,4,116.957606,116.957606,"(110,120]",2020_October,0.61,Dry,1,NA,0.4166666666666667,hydrated,"(115,120]","(110,120]","(100,120]",24.80000000000001,0.947309948820372,1.16957606,17.978914949064205,2.821941606541006,0.15695839345899376,1.290838068,0.542287778789258,90.60594732940585,9.39405267059415,-0.046,14.305842667200931,3.0753656565656566,13.465905854295293,33.310398692204146,8.50478264481808,18.781395007306593,18.07266312023842,24.096884160317895,6.024221040079474,116.957606,0.363601665521471,0.3059445676862942,-0.007229460341642045,1.0960567972871185,0.40211277984705995,0.4676291016766175,-0.08290218663744194,-0.0300383472318526
"2020_October_HP_CADE_(40,50]_1.6",2020_October_CADE_1.6,1.6,9,"2020_October_HP_CADE_(40,50]",CADE,HP,1.949,0,43,28,33,61,15,104,56,1,229.4,269.3,238.2,NA,2.2758,1,2020_October,2020,October,8.0021,8.389,0.3869,1,7.208,2,48.72182345,48.72182345,"(40,50]",2020_October,0.61,Dry,1,NA,0.6666666666666666,dry,"(45,50]","(40,50]","(40,60]",39.900000000000006,0.9538800810585292,0.4872182345,20.682605324373224,2.1708402884730007,0.10495971152699912,1.290838068,0.542287778789258,37.744334210323274,62.255665789676726,-0.046,15.59937907833623,3.0753656565656566,19.807997957439238,47.90771599008559,6.909766729339268,25.796462456199936,12.898231228099968,28.099718032646358,15.201486804546391,48.72182345,0.9596127201480918,0.2874613585897847,-1.5630149786639445,1.6648220414541375,-0.49652108847287,0.7597732298501412,-0.2172891978564521,-0.004308610143664244
"2020_October_HP_CADE_(70,80]_1.6",2020_October_CADE_1.6,1.6,6,"2020_October_HP_CADE_(70,80]",CADE,HP,3.761,0,49,78,0.5,78,30,93,63,1,241.9,308.4,218.4,NA,2.6752,0,2020_October,2020,October,12.9046,13.471,0.5664,1,12.1796,2,78.12413793,78.12413793,"(70,80]",2020_October,0.61,Dry,1,NA,0.3333333333333333,moderate,"(75,80]","(70,80]","(60,80]",66.49999999999997,0.9579541236730755,0.7812413793,22.783545197740114,2.5627188716502114,0.1124811283497884,1.290838068,0.542287778789258,60.52202818208179,39.47797181791821,-0.046,14.21095511214021,3.0753656565656566,19.120318089532557,36.289583312786284,11.706317197672995,24.583266115113286,30.436424713949783,30.436424713949783,0.19510528662788323,78.12413793,-0.573507840734676,1.167679674183485,1.271993013926038,0.2363503469023829,-0.34074675465221255,1.2781406707188951,0.09204315413694827,-0.09230163041854009
"2020_October_HP_CADE_(120,130]_1.6",2020_October_CADE_1.6,1.6,1,"2020_October_HP_CADE_(120,130]",CADE,HP,0.2,0,46,72,0.5,72,10,83,73,1,268.6,321,263.6,NA,3.5253,0,2020_October,2020,October,7.7446,8.4541,0.7095,1,7.1898,2,127.8839221,127.8839221,"(120,130]",2020_October,0.61,Dry,1,NA,1,hydrated,"(125,130]","(120,130]","(120,140]",52.39999999999998,0.9160762233709088,1.2788392210000001,10.915574348132488,3.2294435102494647,0.29585648975053536,1.290838068,0.542287778789258,99.07046071095574,0.9295392890442571,-0.046,14.564135031991947,3.0753656565656566,14.243940125909383,25.701022401097365,3.0965087230237787,22.604513678073587,22.294862805771206,22.294862805771206,0.15482543615118893,127.8839221,0.20382309920212496,1.097628682766259,0.2548387218006351,-0.47454631865616614,-1.1297959994782338,-0.27049580576991744,0.10879911710261385,-0.1001475682121922
"2020_October_HP_CADE_(120,130]_1.6",2020_October_CADE_1.6,1.6,3,"2020_October_HP_CADE_(120,130]",CADE,HP,0.673,0,30,83,0.5,83,22,100,78,1,268.4,376,262.6,NA,2.248,0,2020_October,2020,October,8.0529,9.1434,1.0905,1,7.2081,4,129.0838068,129.0838068,"(120,130]",2020_October,0.61,Dry,1,NA,0.45454545454545453,hydrated,"(125,130]","(120,130]","(120,140]",107.60000000000002,0.8807336439398911,1.290838068,7.384594222833562,1.9798892315768752,0.268110768423125,1.290838068,0.542287778789258,100,0,-0.046,12.234745572807592,3.0753656565656566,15.152362829968329,50.507876099894425,11.111732741976773,39.39614335791765,41.92153716291237,41.92153716291237,0.2525393804994721,129.0838068,-0.7834910330591862,0.218373486516317,1.1059359931707728,0.14726679375679141,0.8393055380597538,-1.337226101898369,0.03894190246380516,-0.10276521871738738
"2020_October_HP_CADE_(50,60]_1.6",2020_October_CADE_1.6,1.6,10,"2020_October_HP_CADE_(50,60]",CADE,HP,6.379,missing dry wt,47,26,0.5,105,12,172,81,1,232.4,265.4,253.9,NA,2.055,1,2020_October,2020,October,7.625,14.0608,14.0608,1,12.267,2,NA,56.22597980767155,"(50,60]",2020_October,0.61,Dry,1,NA,0.8333333333333334,dry,"(55,60]","(50,60]","(40,60]",32.99999999999997,0.542287778789258,0.5622597980767154,0.542287778789258,1.1144013854119255,0.9405986145880747,1.290838068,0.542287778789258,43.55773291903841,56.44226708096159,-0.046,12.192636600909143,3.0753656565656566,42.175109090183874,154.34295241514099,10.768112959195882,72.68476247457221,23.330911411591078,94.22098839296397,0.4486713732998284,56.22597980767155,-0.2635608927394023,0.12159067746722892,-0.6102852451497804,-0.25778338412456825,-1.2292282791090816,0.7788209079226862,1.9076887138324707,0.7082529628557962
"2020_October_HP_CADE_(100,110]_1.6",2020_October_CADE_1.6,1.6,4,"2020_October_HP_CADE_(100,110]",CADE,HP,2.783,0,34,90,0.5,90,21,129,108,1,258.4,272.3,257.9,NA,3.462,0,2020_October,2020,October,12.7815,13.3752,0.5937,1,12.2024,2,102.5211535,102.5211535,"(100,110]",2020_October,0.61,Dry,1,NA,0.47619047619047616,hydrated,"(100,105]","(100,110]","(100,120]",13.900000000000034,0.9556118787008793,1.025211535,21.52854977261243,3.3083283240624444,0.15367167593755582,1.290838068,0.542287778789258,79.42216459330513,20.577835406694874,-0.046,12.112338408668203,3.0753656565656566,10.277093646573107,38.99250236493914,6.34761666405986,32.64488570087928,27.204071417399398,27.204071417399398,0.15113373009666334,102.5211535,-0.6893990987683061,-0.2011568342730097,0.048038333048614684,-0.9500743956488442,0.7685778264635654,0.3397105009257163,0.33765841758979265,-0.12532160741634887
"2020_October_HP_CADE_(80,90]_1.6",2020_October_CADE_1.6,1.6,7,"2020_October_HP_CADE_(80,90]",CADE,HP,3.3,0,45,153,14,73,17,212,79.5,1,235.7,248.1,234.9,NA,3.5841,1,2020_October,2020,October,12.8225,13.4235,0.601,1,12.1084,2,84.16188209,84.16188209,"(80,90]",2020_October,0.61,Dry,1,NA,0.5882352941176471,moderate,"(80,85]","(80,90]","(80,100]",12.400000000000006,0.9552277721905613,0.8416188209000001,21.335274542429286,3.4236318583081906,0.16046814169180923,1.290838068,0.542287778789258,65.19941127890567,34.80058872109433,-0.046,14.3838729922149,3.0753656565656566,13.143936574488192,61.922545639811034,4.965487150362206,23.220954614929138,44.689384353259854,21.322385998614177,4.089224712062993,84.16188209,-1.551597610894266,0.577572370424864,-1.121701680514187,-1.3578477861861433,0.017995500402710224,1.3723121997264838,-1.461645073942719,1.342246041446686
"2020_October_HP_CADE_(80,90]_2.1",2020_October_CADE_2.1,2.1,7,"2020_October_HP_CADE_(80,90]",CADE,HP,3.919,0,47,34,11,45,24,71,36,1,245,279.1,231.3,NA,2.5415,1,2020_October,2020,October,7.6752,8.0807,0.4055,2,7.1779,1,81.54031772,81.54031772,"(80,90]",2020_October,0.61,Dry,1,NA,0.4166666666666667,moderate,"(80,85]","(80,90]","(80,100]",34.10000000000002,0.9498187038251636,0.8154031772,18.92774352651048,2.4139642357716533,0.12753576422834678,1.5107599189999998,13.707072515666965,53.97304806310525,46.02695193689475,-0.046,18.738018951522964,3.0753656565656566,19.470048190244157,29.412200457602875,9.942152267358718,14.913228401038078,14.08471571209152,18.641535501297597,4.556819789206079,81.54031772,1.2642543707851082,0.6264497293155231,0.5756640078577394,1.0851976370157712,-0.660543519991403,1.2640505959827097,-0.16888364164968528,-2.0061152279761798e-4
"2020_October_HP_CADE_(90,100]_2.1",2020_October_CADE_2.1,2.1,6,"2020_October_HP_CADE_(90,100]",CADE,HP,2.461,0,43,53,0.5,53,25,71,46,1,240.3,385.5,232.5,NA,3.3062,0,2020_October,2020,October,12.6368,13.1075,0.4707,2,12.1333,2,93.48560079,93.48560079,"(90,100]",2020_October,0.61,Dry,1,NA,0.4,hydrated,"(90,95]","(90,100]","(80,100]",145.2,0.9640892618729734,0.9348560079000001,26.846823879328657,3.187471917604425,0.1187280823955752,1.5107599189999998,13.707072515666965,61.87985239367475,38.12014760632525,-0.046,16.797388297398832,3.0753656565656566,13.490314930309117,22.274706047719704,7.8432063548308815,14.431499692888822,16.62759747224147,16.62759747224147,0.15686412709661762,93.48560079,0.12110004603787117,0.8368559550624877,1.8975091127418184,1.0926939583249793,-0.6266878927054104,-0.46974697437746593,-0.2570932888353168,-0.04926999631298644
"2020_October_HP_CADE_(100,110]_2.1",2020_October_CADE_2.1,2.1,4,"2020_October_HP_CADE_(100,110]",CADE,HP,3.037,0,40,67,0.5,67,17,70,53,1,250.2,280.4,252.6,NA,3.7317,0,2020_October,2020,October,12.7216,13.303,0.5814,2,12.153,1,102.2511432,102.2511432,"(100,110]",2020_October,0.61,Dry,1,NA,0.5882352941176471,hydrated,"(100,105]","(100,110]","(100,120]",30.19999999999999,0.956295572427272,1.022511432,21.880976952184383,3.568608187626851,0.16309181237314885,1.5107599189999998,13.707072515666965,67.68192742873529,32.31807257126471,-0.046,14.596814481591087,3.0753656565656566,11.208851713866709,19.61549049926674,4.763761978393351,14.851728520873388,18.77482662072674,18.77482662072674,0.14011064642333385,102.2511432,0.8069491360868803,0.7036265679238226,0.4517314472712608,-0.3836248116361438,-0.006088667200656914,0.30186353789932974,0.1544152212476918,-0.06303322581402324
"2020_October_HP_CADE_(120,130]_2.1",2020_October_CADE_2.1,2.1,2,"2020_October_HP_CADE_(120,130]",CADE,HP,1.768,0,36,64,0.5,64,24,87,63,1,257.4,221.9,269.7,NA,2.5564,0,2020_October,2020,October,7.6554,8.2139,0.5585,2,7.2187,2,127.8910007,127.8910007,"(120,130]",2020_October,0.61,Dry,1,NA,0.4166666666666667,hydrated,"(125,130]","(120,130]","(120,140]",-35.49999999999997,0.932005502867091,1.2789100070000001,13.707072515666965,2.3825788675294315,0.17382113247056852,1.5107599189999998,13.707072515666965,84.65342447306482,15.346575526935183,-0.046,14.568204339105282,3.0753656565656566,15.109678210706827,36.515055675874834,10.073118807137885,26.44193686873695,26.861650152367694,26.861650152367694,0.2098566418153726,127.8910007,0.98143146825679894,-0.11151456237207333,0.3433613623452798,-0.5857710273967773,0.8099463753668255,1.3029121690375542,0.24758991137810527,-0.049244654284249574
"2020_October_HP_CADE_(120,130]_2.1",2020_October_CADE_2.1,2.1,3,"2020_October_HP_CADE_(120,130]",CADE,HP,2.192,0,39,69,1,70,17,89,71,1,258.4,304.8,256.7,NA,3.6609,1,2020_October,2020,October,7.6007,8.1223,0.5216,2,7.1741,2,122.2691045,122.2691045,"(120,130]",2020_October,0.61,Dry,1,NA,0.5882352941176471,hydrated,"(120,125]","(120,130]","(120,140]",46.400000000000034,0.9357817367001958,1.222691045,14.571894171779142,3.4258033598857467,0.23509664011425313,1.5107599189999998,13.707072515666965,80.9321871478641,19.0678128521359,-0.046,14.184734669111155,3.0753656565656566,11.384191064982984,25.979307814961167,4.962339694992583,20.725065784969022,20.141261114969893,20.433163449969456,0.29190233499956364,122.2691045,0.2706791801156517,0.45080098706523897,0.4767128327795364,-0.2826874410379065,-0.10860794047565339,-0.06693610879826566,0.11905852375875908,-0.07571622009478862
