model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
"2020_October_HP_ABCO_(140,150]_1.2",2020_October_ABCO_1.2,1.2,4,"2020_October_HP_ABCO_(140,150]",ABCO,HP,2.738,0,28,75,37,112,12,163,114,1,270,287.3,275.5,40,3.4589,1,2020_October,2020,October,7.4728,7.8501,0.3773,1,7.2039,2,140.3123838,140.3123838,"(140,150]",2020_October,0.61,Dry,1,NA,0.8333333333333334,hydrated,"(140,145]","(140,150]","(140,160]",17.30000000000001,0.9519369180010446,1.403123838,19.80598992843891,3.292654605673813,0.1662453943261868,2.0020790020000003,16.146672318779146,70.08334019778106,29.916659802218945,-0.046,12.492965971241947,3.367958333333333,8.50377684672761,49.504129500592875,3.64447579145469,34.62252001881956,22.77797369659181,34.01510738691044,11.237133690318627,140.3123838,-1.1296853148608879,-0.3794084202414858,-2.7394923344716036,0.7218390063071181,1.2098974794541568,-0.5732199158054418,0.13186957913600683,-0.10258308178234979
"2020_October_HP_ABCO_(190,200]_1.3",2020_October_ABCO_1.3,1.3,1,"2020_October_HP_ABCO_(190,200]",ABCO,HP,0.112,0,33,109,12,121,15,70,43,1,248.7,288.8,257.1,NA,4.904,1,2020_October,2020,October,7.4405,8.0189,0.5784,1,7.139,2,191.840796,191.840796,"(190,200]",2020_October,0.61,Dry,1,NA,0.6666666666666666,hydrated,"(190,195]","(190,200]","(180,200]",40.10000000000002,0.9278704061654341,1.9184079600000001,12.86393499308437,4.550276471835289,0.35372352816471064,1.9184079600000001,7.876458752515091,100,0,-0.046,12.527976971421712,3.367958333333333,7.252306580547164,15.383680625403075,3.296502991157802,9.449975241319033,23.95458840241336,26.591790795339602,2.6372023929262416,191.840796,-0.4349290817346793,1.667995988330825,-0.8006135855167746,-0.5602691055128616,1.568164297870068,-0.4060138015035208,0.4736223045261695,-0.10965351454760443
"2020_October_HP_ABCO_(150,160]_1.3",2020_October_ABCO_1.3,1.3,4,"2020_October_HP_ABCO_(150,160]",ABCO,HP,2.755,"written on side of datasheet: 2.6779 (UPDATE: entered for 1.6-4, since that was missing flam weight and is only likely candidate for the extra flam weight)",36,44,53,97,12,125,60,1,264.3,304.6,282,66,3.6064,1,2020_October,2020,October,12.4549,12.9796,0.5247,1,12.1076,2,151.0797581,151.0797581,"(150,160]",2020_October,0.61,Dry,1,NA,0.8333333333333334,hydrated,"(150,155]","(150,160]","(140,160]",40.30000000000001,0.9595750254245123,1.5107975809999998,23.73718315227749,3.4606113716909612,0.1457886283090386,1.9184079600000001,7.876458752515091,78.75267474390586,21.247325256094143,-0.046,14.182116776122257,3.367958333333333,10.4027861361414,36.120785194935415,3.4675953787137996,17.337976893568996,12.714516388617264,28.02972931126988,15.315212922652615,151.0797581,-0.18434483019937534,0.5746383152108859,-3.045650901076013,2.446075753284709,0.48710168102233276,-0.27166062063910656,-0.21104502473100079,-0.029836245256181594
"2020_October_HP_ABCO_(140,150]_1.3",2020_October_ABCO_1.3,1.3,5,"2020_October_HP_ABCO_(140,150]",ABCO,HP,2.61,0,43,77,4,81,18,88,66,1,265.1,333,285.9,80,4.3429,1,2020_October,2020,October,12.3525,12.8518,0.4993,1,12.0165,2,148.6011905,148.6011905,"(140,150]",2020_October,0.61,Dry,1,NA,0.5555555555555556,hydrated,"(145,150]","(140,150]","(140,160]",67.89999999999998,0.9611494109774505,1.486011905,24.739635489685558,4.1741757769339705,0.16872422306602974,1.9184079600000001,7.876458752515091,77.46068281534862,22.53931718465138,-0.046,16.19448343069862,3.367958333333333,10.30143489347363,21.082006293620452,4.3122285600587285,15.811504720215337,18.446755506917896,19.405028520264278,0.9582730133463842,148.6011905,-0.3034549917916147,1.0800050270733894,0.512462730037144,0.051731398601428835,-0.3515278612939121,-0.14706916534078773,0.09272586880079674,-0.09183499708323946
"2020_October_HP_ABCO_(160,170]_1.3",2020_October_ABCO_1.3,1.3,3,"2020_October_HP_ABCO_(160,170]",ABCO,HP,2.223,0,47,135,0.5,135,10,79,69,1,274.4,294,256.7,NA,5.1845,0,2020_October,2020,October,7.8292,8.8232,0.994,1,7.2288,2,165.5562958,165.5562958,"(160,170]",2020_October,0.61,Dry,1,NA,1,hydrated,"(165,170]","(160,170]","(160,180]",19.600000000000023,0.8873424607852026,1.655562958,7.876458752515091,4.600426987940883,0.5840730120591173,1.9184079600000001,7.876458752515091,86.29879527814303,13.701204721856968,-0.046,13.013647685443166,3.367958333333333,10.216442978706386,17.17231904931499,2.1737112720651885,14.998607777249802,29.345102172880047,29.345102172880047,0.10868556360325943,165.5562958,-1.3216174716270648,2.665085931670414,-0.5684299111845074,-1.7187031365970649,0.03973517658911734,0.0643332865468819,0.6783663328654367,-0.19031617144597107
"2020_October_HP_ABCO_(130,140]_1.3",2020_October_ABCO_1.3,1.3,7,"2020_October_HP_ABCO_(130,140]",ABCO,HP,2.961,0,30,88,31,119,24,132,77,1,245,277.5,248.3,50,3.8945,1,2020_October,2020,October,7.516,7.9367,0.4207,1,7.2002,4,133.2172261,133.2172261,"(130,140]",2020_October,0.61,Dry,1,NA,0.4166666666666667,hydrated,"(130,135]","(130,140]","(120,140]",32.5,0.946993082767397,1.332172261,17.86546232469693,3.6880645608376277,0.20643543916237217,1.9184079600000001,7.876458752515091,69.44155199397734,30.558448006022658,-0.046,12.344467492563727,3.367958333333333,8.134347841564479,35.7911305028837,6.507478273251582,20.878159460015492,23.860753668589133,32.26624643820576,8.405492769616627,133.2172261,-1.1764650331092286,0.37903043182458396,-1.6679877831269392,0.82140247124015775,1.9763636577125372,0.2967007285654933,0.22939073810549263,-0.09093429142902651
"2020_October_HP_ABCO_(90,100]_1.3",2020_October_ABCO_1.3,1.3,8,"2020_October_HP_ABCO_(90,100]",ABCO,HP,3.377,0,35,85,0.5,85,26,104,78,1,240.8,265.8,240.8,30,3.6742,0,2020_October,2020,October,12.5391,12.9453,0.4062,1,12.1088,6,94.39925633,94.39925633,"(90,100]",2020_October,0.61,Dry,1,NA,0.38461538461538464,hydrated,"(90,95]","(90,100]","(80,100]",25,0.9686218164121341,0.9439925633,30.86927621861152,3.5589102778614627,0.11528972213853717,1.9184079600000001,7.876458752515091,49.20708123521339,50.79291876478661,-0.046,15.032460871139522,3.367958333333333,9.83447102269501,29.222428181722314,7.305607045430579,21.916821136291734,23.883715340830737,23.883715340830737,0.14049244318135728,94.39925633,-0.24688063056717913,0.15775429266282062,0.49053788899663253,-0.5693927334878408,1.051499203890117,0.7479283898160578,0.296650002097788,-0.09463898310622491
"2020_October_HP_ABCO_(130,140]_1.3",2020_October_ABCO_1.3,1.3,6,"2020_October_HP_ABCO_(130,140]",ABCO,HP,1.821,0,51,119,6,125,12,122,104,1,248.6,270.9,236.9,66,5.312,1,2020_October,2020,October,12.9378,13.762,0.8242,1,12.3101,2,131.3047634,131.3047634,"(130,140]",2020_October,0.61,Dry,1,NA,0.8333333333333334,hydrated,"(130,135]","(130,140]","(120,140]",22.299999999999983,0.9401104490626362,1.3130476340000001,15.69740354282941,4.993866705420723,0.31813329457927697,1.9184079600000001,7.876458752515091,68.4446510532619,31.555348946738107,-0.046,13.736920026664533,3.367958333333333,10.212527287650813,24.429967237125474,2.402947597094309,20.82554584148401,23.829230337851897,25.030704136399052,1.2014737985471544,131.3047634,-1.5810482780989334,1.8556170410701043,-1.0148227379278394,-1.4115902255483823,-0.6158625116738405,0.8791774752131996,0.5755264703479922,-0.18547085189013562
"2020_October_HP_ABCO_(170,180]_1.3",2020_October_ABCO_1.3,1.3,2,"2020_October_HP_ABCO_(170,180]",ABCO,HP,1.117,0,38,109,0.5,109,24,185,64,1,276.8,289.95,277.9,NA,9.6563,0,2020_October,2020,October,7.6374,8.525,0.8876,1,7.1264,2,173.6986301,173.6986301,"(170,180]",2020_October,0.61,Dry,1,NA,0.4166666666666667,hydrated,"(170,175]","(170,180]","(160,180]",13.149999999999977,0.8958826979472141,1.736986301,8.60455159981974,8.650912096187684,1.0053879038123164,1.9184079600000001,7.876458752515091,90.54311372853144,9.456886271468562,-0.046,13.594600151703522,3.367958333333333,4.3926004076201375,21.385028300255936,2.774273941654824,7.398063844412864,12.599827485015659,12.599827485015659,0.0577973737844755,173.6986301,-1.6538612580512289,0.49568272539684693,0.12485968539716802,-0.7936631366641604,0.8299354677657902,0.5834709737166099,0.48350795988395867,1.0751514379284444
"2020_October_HP_ABCO_(130,140]_1.4",2020_October_ABCO_1.4,1.4,5,"2020_October_HP_ABCO_(130,140]",ABCO,HP,2.662,0,32,31,24,55,10,66,32,1,273.3,295.4,279.4,65,1.9681,1,2020_October,2020,October,12.3278,12.7213,0.3935,1,12.028,2,131.2541694,131.2541694,"(130,140]",2020_October,0.61,Dry,1,NA,1,hydrated,"(130,135]","(130,140]","(120,140]",22.099999999999966,0.9690676267362612,1.3125416939999999,31.32858958068615,1.9072219961796357,0.060878003820364235,1.74,13.276210379658654,75.43343068965517,24.566569310344832,-0.046,18.47212497696194,3.367958333333333,16.77832998156446,34.6053055869767,5.243228119238894,16.77832998156446,16.25400716964057,28.837754655813917,12.583747486173346,131.2541694,1.740347102479177,0.18744856605726806,-0.9941576950693041,1.1998791468976882,0.3300890577881325,-0.7037504862358364,-0.17635727885502245,0.013168804495731188
"2020_October_HP_ABCO_(100,110]_1.4",2020_October_ABCO_1.4,1.4,8,"2020_October_HP_ABCO_(100,110]",ABCO,HP,3.476,0,37,49,0.5,49,18,54,36,1,247.9,281.4,233.4,50,1.8951,0,2020_October,2020,October,7.3526,7.5094,0.1568,1,7.1962,5,100.2557545,100.2557545,"(100,110]",2020_October,0.61,Dry,1,NA,0.5555555555555556,hydrated,"(100,105]","(100,110]","(100,120]",33.49999999999997,0.9791195035555437,1.002557545,46.891581632653065,1.855529371188111,0.03957062881188911,1.74,13.276210379658654,57.618249712643674,42.381750287356326,-0.046,20.3560700079963,3.367958333333333,19.940401146174576,29.102207078200735,9.700735692733579,19.401471385467158,26.40755827466363,26.40755827466363,0.2694648803537105,100.2557545,1.592078402108714,0.3737508488831377,0.7709917045600632,0.01747642945712391,0.13416195984121396,0.15228147249788448,0.014261911585971891,-0.020490400124155178
"2020_October_HP_ABCO_(130,140]_1.4",2020_October_ABCO_1.4,1.4,1,"2020_October_HP_ABCO_(130,140]",ABCO,HP,0.312,0,25,51,3,54,14,56,39,1,276.9,322.2,281.4,NA,3.1525,1,2020_October,2020,October,7.5349,7.9775,0.4426,1,7.198,2,131.374295,131.374295,"(130,140]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(130,135]","(130,140]","(120,140]",45.30000000000001,0.9445189595738014,1.31374295,17.02417532760958,2.9775960200564087,0.1749039799435912,1.74,13.276210379658654,75.5024683908046,24.497531609195406,-0.046,17.640421171783487,3.367958333333333,8.396034865578034,18.807118098894797,4.701779524723699,13.097814390301734,17.12791112577919,18.135435309648553,1.0075241838693643,131.374295,1.4771063391415717,-0.13231308611240516,0.5794594919671476,0.1571029700651108,1.0065238053678365,-1.4068870572066845,-0.021863727616790077,-0.015399992678056817
"2020_October_HP_ABCO_(150,160]_1.4",2020_October_ABCO_1.4,1.4,3,"2020_October_HP_ABCO_(150,160]",ABCO,HP,2.437,0,36,65,0.5,65,14,58,44,1,281.1,316.2,279.2,NA,2.8427,0,2020_October,2020,October,7.4749,7.8384,0.3635,1,7.2391,2,154.1560645,154.1560645,"(150,160]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(150,155]","(150,160]","(140,160]",35.099999999999966,0.9536257399469279,1.5415606450000001,20.5636863823934,2.7108718909471317,0.13182810905286813,1.74,13.276210379658654,88.5954393678161,11.404560632183902,-0.046,17.377316743672647,3.367958333333333,13.279860298902662,21.3953304815654,5.164390116239924,16.230940365325477,23.977525539685363,23.977525539685363,0.18444250415142585,154.1560645,0.9265261621095435,0.7401491281959279,0.6053217348628193,-0.1796760384628286,0.12904698564677058,-0.6450831821182192,0.07520072889036053,-0.0559042056404861
"2020_October_HP_ABCO_(170,180]_1.4",2020_October_ABCO_1.4,1.4,2,"2020_October_HP_ABCO_(170,180]",ABCO,HP,1.243,0,42,93,0.5,93,7,62,55,1,268.3,282.1,279.5,NA,2.774,0,2020_October,2020,October,7.6232,8.1974,0.5742,1,7.2932,1,174,174,"(170,180]",2020_October,0.61,Dry,1,NA,1.4285714285714286,hydrated,"(170,175]","(170,180]","(160,180]",13.800000000000011,0.9299533998584917,1.74,13.276210379658654,2.5796907312074557,0.1943092687925443,1.74,13.276210379658654,100,0,-0.046,15.030319696182426,3.367958333333333,16.28102139993401,24.03388873323592,2.7135035666556684,21.32038516658025,36.050833099853875,36.050833099853875,0.19382168333254773,174,0.39254398657964656,1.6214123931525126,-0.351653255975618,-1.2195488234257386,-0.18382816818928852,-0.23447051076454406,0.3996331195048583,-0.11200944282059705
"2020_October_HP_ABCO_(110,120]_1.4",2020_October_ABCO_1.4,1.4,7,"2020_October_HP_ABCO_(110,120]",ABCO,HP,3.109,0,30,57,4,61,8,70,58,1,246.4,292.9,252.3,60,2.2437,1,2020_October,2020,October,7.3786,7.6447,0.2661,1,7.1505,2,116.6593599,116.6593599,"(110,120]",2020_October,0.61,Dry,1,NA,1.25,hydrated,"(115,120]","(110,120]","(100,120]",46.49999999999997,0.9651915706306329,1.166593599,27.72867343104096,2.165600327023951,0.07809967297604903,1.74,13.276210379658654,67.04560913793104,32.95439086206896,-0.046,17.21507371411948,3.367958333333333,13.852971679786881,32.32360058616939,3.6941257812765014,26.782411914254634,26.320646191595074,28.167709082233323,1.8470628906382507,116.6593599,1.349384863727798,0.021027066163785767,-0.1773243123155794,-0.4292145584791965,0.37765467144099124,-1.0127472774243766,0.10687739996472499,-0.04261230226737171
"2020_October_HP_ABCO_(100,110]_1.4",2020_October_ABCO_1.4,1.4,6,"2020_October_HP_ABCO_(100,110]",ABCO,HP,3.283,0,42,31,23,54,13,113,77,1,248.6,294.2,238.5,NA,2.4937,1,2020_October,2020,October,12.3912,12.6864,0.2952,1,12.1158,2,107.1895425,107.1895425,"(100,110]",2020_October,0.61,Dry,1,NA,0.7692307692307693,hydrated,"(105,110]","(100,110]","(100,120]",45.599999999999994,0.9767309875141883,1.0718954250000001,41.975609756097555,2.4356740635641314,0.05802593643586862,1.74,13.276210379658654,61.603185344827594,38.396814655172406,-0.046,19.921217482538925,3.367958333333333,17.2436865130227,46.39372799932297,5.33733153974512,31.613425273874945,12.727482902469134,22.17045408817204,9.4429711857029055,107.1895425,0.7588726207737052,-0.08015296709434269,-0.9495916393691333,1.1515769399968363,-0.8701676051614727,0.21265991076529062,-0.21752755745426944,-0.026494449246936155
"2020_October_HP_ABCO_(140,150]_1.4",2020_October_ABCO_1.4,1.4,4,"2020_October_HP_ABCO_(140,150]",ABCO,HP,2.352,0,27,65,5,70,8,91,78,1,275.2,314.5,287.9,NA,2.3286,1,2020_October,2020,October,12.3406,12.659,0.3184,1,12.1225,2,145.9880789,145.9880789,"(140,150]",2020_October,0.61,Dry,1,NA,1.25,hydrated,"(145,150]","(140,150]","(140,160]",39.30000000000001,0.9748479342760091,1.459880789,38.758165829145725,2.2700308997551146,0.05856910024488515,1.74,13.276210379658654,83.90119477011496,16.098805229885045,-0.046,15.631572456270224,3.367958333333333,11.8941112224123,40.08756004590812,3.5241811029369776,34.36076575363553,28.633971461362943,30.836584650698555,2.202613189335611,145.9880789,0.6697440242593514,-0.2513130172088283,-0.28535081651164684,-0.45036914611419815,0.5778908226866712,-1.473559554425782,0.11560456007644057,-0.0678468211003969
"2020_October_HP_ABCO_(170,180]_1.5",2020_October_ABCO_1.5,1.5,3,"2020_October_HP_ABCO_(170,180]",ABCO,HP,1.083,0,44,77,21,98,13,64,30,1,267.7,283.1,277.4,NA,2.8301,1,2020_October,2020,October,7.4048,7.8922,0.4874,1,7.1297,2,177.1719375,177.1719375,"(170,180]",2020_October,0.61,Dry,1,NA,0.7692307692307693,hydrated,"(175,180]","(170,180]","(160,180]",15.400000000000034,0.9382428220268113,1.7717193750000002,15.192449733278622,2.6553210106180787,0.17477898938192116,1.811521812,13.809007352941176,97.80281767868661,2.1971823213133916,-0.046,14.822487826607254,3.367958333333333,16.570501202699454,24.102547203926477,4.895829900797565,11.298069001840537,28.998377104724042,36.907025406012416,7.908648301288375,177.1719375,0.30851650290573956,1.9347852486791808,-1.1068279727968826,0.4184598309040618,0.12477893727355517,0.326618275261589,0.19279954910354835,-0.06482297312294204
"2020_October_HP_ABCO_(130,140]_1.5",2020_October_ABCO_1.5,1.5,2,"2020_October_HP_ABCO_(130,140]",ABCO,HP,1.517,0,40,41,38,79,9,78,31,1,275.2,304.3,289.3,NA,3.132,1,2020_October,2020,October,7.4885,7.8323,0.3438,1,7.2282,1,132.0783711,132.0783711,"(130,140]",2020_October,0.61,Dry,1,NA,1.1111111111111112,hydrated,"(130,135]","(130,140]","(120,140]",29.100000000000023,0.9561048478735493,1.320783711,21.781559045956953,2.9945203835399568,0.13747961646004336,1.811521812,13.809007352941176,72.91017432143401,27.089825678565987,-0.046,16.11185519862123,3.367958333333333,13.357731748920076,26.047576910394145,3.005489643507017,10.352242105413058,13.691675042643077,26.381520204117148,12.689845161474071,132.0783711,0.8618953469148806,1.1496595894668016,-1.9839368909273323,1.8030944060007892,-0.10964874071500601,-0.32027743019325317,-0.17406400559644108,-0.011705631690024868
"2020_October_HP_ABCO_(140,150]_1.5",2020_October_ABCO_1.5,1.5,5,"2020_October_HP_ABCO_(140,150]",ABCO,HP,2.637,0,36,68,0.5,68,17,69,52,1,264.5,328.1,272.9,90,2.9803,1,2020_October,2020,October,12.4827,12.8859,0.4032,1,12.2082,2,146.8852459,146.8852459,"(140,150]",2020_October,0.61,Dry,1,NA,0.5882352941176471,hydrated,"(145,150]","(140,150]","(140,160]",63.60000000000002,0.9687099853328056,1.468852459,30.95907738095238,2.887046369287361,0.09325363071263926,1.811521812,13.809007352941176,81.08389583111462,18.916104168885383,-0.046,16.96985432545048,3.367958333333333,12.469491443909938,23.899858600827383,5.888370959624138,18.011487641203246,23.55348383849655,23.55348383849655,0.17318738116541582,146.8852459,0.5035515672984697,0.6453962836567533,0.7891209107471797,-0.041361090080344914,0.1939069425327098,-0.6180765351580191,0.053980302765237895,-0.06566693343752379
"2020_October_HP_ABCO_(120,130]_1.5",2020_October_ABCO_1.5,1.5,7,"2020_October_HP_ABCO_(120,130]",ABCO,HP,2.94,0,44,113,3,116,10,74,61,1,240.7,307.1,257.8,55,3.3368,1,2020_October,2020,October,7.461,7.777,0.316,1,7.2155,2,128.7169043,128.7169043,"(120,130]",2020_October,0.61,Dry,1,NA,1,hydrated,"(125,130]","(120,130]","(120,140]",66.40000000000003,0.9593673653079594,1.287169043,23.610759493670887,3.201217024559599,0.1355829754404012,1.811521812,13.809007352941176,71.054570498320885,28.945429501679115,-0.046,13.694249453594441,3.367958333333333,13.744772585686599,23.116208439563824,3.1238119512924087,19.055252902883694,35.29907504960422,36.23621863499194,0.9371435853877227,128.7169043,-0.7074075621426267,2.1666806559160396,-0.3949641918276417,-1.1152145622743785,-0.010520864369438682,-0.27749598587232405,0.4837290573500273,-0.14533214452899648
"2020_October_HP_ABCO_(140,150]_1.5",2020_October_ABCO_1.5,1.5,4,"2020_October_HP_ABCO_(140,150]",ABCO,HP,2.518,0,36,245,7,81.5,6,77,64,1,235.4,289.95,257.6,NA,2.8105,1,2020_October,2020,October,12.3819,12.7778,0.3959,1,12.1121,2,146.7383247,146.7383247,"(140,150]",2020_October,0.61,Dry,1,NA,1.6666666666666667,hydrated,"(145,150]","(140,150]","(140,160]",54.54999999999998,0.9690165756233468,1.467383247,31.275322051022986,2.723421085789416,0.08707891421058411,1.811521812,13.809007352941176,81.00279208782719,18.99720791217281,-0.046,15.45812540678047,3.367958333333333,13.218668309445423,28.273262772980488,2.2031113849075705,23.49985477234742,89.96038155039247,29.925596311661167,2.570296615725499,146.7383247,-1.2865228116715288,2.5759657033250756,-0.8164227692965604,-3.200649421759954,1.4181431577844448,-0.7042223288054041,-2.723751278238964,0.18755541321551686
"2020_October_HP_ABCO_(110,120]_1.5",2020_October_ABCO_1.5,1.5,6,"2020_October_HP_ABCO_(110,120]",ABCO,HP,3.02,0,44,53,2,55,11,86,73,1,244.1,313.7,257.3,80,2.7915,1,2020_October,2020,October,12.3244,12.6169,0.2925,1,12.0701,4,115.021628,115.021628,"(110,120]",2020_October,0.61,Dry,1,NA,0.9090909090909091,hydrated,"(115,120]","(110,120]","(100,120]",69.6,0.9768168092003584,1.15021628,42.13470085470086,2.7267841228828007,0.0647158771171994,1.811521812,13.809007352941176,63.49447588103344,36.50552411896656,-0.046,19.95341879786839,3.367958333333333,16.13622421766285,31.538983698159207,4.0340560544157125,26.771462906577,19.436815534912068,20.17028027207856,0.7334647371664932,115.021628,0.7361503151198555,0.49555551698749045,0.32790003939810003,-0.11893270014870831,-1.1683910581124444,-0.20014358425485052,-0.017487279346271777,-0.06301815824702903
"2020_October_HP_ABCO_(180,190]_1.5",2020_October_ABCO_1.5,1.5,1,"2020_October_HP_ABCO_(180,190]",ABCO,HP,0.179,0,38,151,51,81.5,7,148,90,1,279.3,330.6,301.5,NA,2.9658,1,2020_October,2020,October,7.5121,8.0561,0.544,1,7.2118,2,181.1521812,181.1521812,"(180,190]",2020_October,0.61,Dry,1,NA,1.4285714285714286,hydrated,"(180,185]","(180,190]","(180,200]",51.30000000000001,0.932473529375256,1.811521812,13.809007352941176,2.765529993421134,0.20027000657886607,1.811521812,13.809007352941176,100,0,-0.046,15.661771659507655,3.367958333333333,13.74058502001333,53.5159627095256,2.5311603984235083,32.54349083687368,54.60074573742139,29.469938924502273,18.441311474228417,181.1521812,-1.625426300610231,1.2670501416699618,-3.0852617610858437,0.6666583196369065,0.43964001237842343,-0.7370087080243142,-2.460490089693324,0.15110691747084481
"2020_October_HP_ABCO_(110,120]_1.5",2020_October_ABCO_1.5,1.5,8,"2020_October_HP_ABCO_(110,120]",ABCO,HP,3.224,0,24,18,30,48,14,153,109,1,235.6,301.8,243,65,2.0841,1,2020_October,2020,October,7.3844,7.5861,0.2017,1,7.2063,6,113.2509826,113.2509826,"(110,120]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(110,115]","(110,120]","(100,120]",66.20000000000002,0.9734118980767457,1.132509826,36.61080813088746,2.0286877367817455,0.05541226321825432,1.811521812,13.809007352941176,62.51704056213704,37.48295943786296,-0.046,18.637120941109107,3.367958333333333,11.830307624411898,75.41821110562584,6.90101278090694,53.72931379420403,8.872730718308922,23.660615248823795,14.787884530514871,113.2509826,0.6565014453640848,-1.98601958350709,-1.456227442248547,1.528381820939206,0.5295218998236186,-0.867963776181776,-0.33745353293486624,-0.009315204309469494
"2020_October_HP_ABCO_(160,170]_1.6",2020_October_ABCO_1.6,1.6,2,"2020_October_HP_ABCO_(160,170]",ABCO,HP,1.278,0,32,50,62,112,9,104,33,1,270.2,283.2,280,NA,2.2449,1,2020_October,2020,October,7.4608,7.85,0.3892,1,7.2249,2,164.9851632,164.9851632,"(160,170]",2020_October,0.61,Dry,1,NA,1.1111111111111112,hydrated,"(160,165]","(160,170]","(160,180]",13,0.9504203821656051,1.6498516319999998,19.169578622816033,2.1335987159235668,0.11130128407643314,2.359763314,11.391661685594741,69.91597937859966,30.08402062140034,-0.046,12.883627761373223,3.367958333333333,14.998134260756817,48.74393634745966,4.218225260837855,15.466825956405469,23.434584782432527,52.49346991264886,29.058885130216336,164.9851632,0.1581601883162504,1.0581105356316467,-3.929753827686594,2.564839930030739,1.3087699178532362,-0.42537484012079974,-0.10899295138210915,-0.015108892845903879
"2020_October_HP_ABCO_(180,190]_1.6",2020_October_ABCO_1.6,1.6,3,"2020_October_HP_ABCO_(180,190]",ABCO,HP,2.313,0,39,66,6,72,18,60,36,1,266.1,270.7,260.6,NA,3.0751,1,2020_October,2020,October,7.4807,7.9701,0.4894,1,7.2228,1,189.7634742,189.7634742,"(180,190]",2020_October,0.61,Dry,1,NA,0.5555555555555556,hydrated,"(185,190]","(180,190]","(180,200]",4.599999999999966,0.9385955006838056,1.897634742,15.285451573355129,2.8862750241527704,0.18882497584722957,2.359763314,11.391661685594741,80.41631678659108,19.583683213408918,-0.046,16.79455857331957,3.367958333333333,13.512225852921954,20.788039773726084,6.236411932117825,12.47282386423565,22.866843751098692,24.9456477284713,2.0788039773726084,189.7634742,0.9753752413844468,0.9407851477841245,0.14641347282898398,-0.07352950376132417,0.3844044530622217,0.4311655171446125,0.16809877998431913,-0.042319600399981984
"2020_October_HP_ABCO_(100,110]_1.6",2020_October_ABCO_1.6,1.6,7,"2020_October_HP_ABCO_(100,110]",ABCO,HP,3.661,0,38,34,26,60,14,84,44,1,247.7,261.5,238.3,20,1.6763,1,2020_October,2020,October,7.4983,7.7957,0.2974,1,7.2272,13,109.7012173,109.7012173,"(100,110]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(105,110]","(100,110]","(100,120]",13.800000000000011,0.9618507638826533,1.097012173,25.212844653665098,1.6123504354964917,0.0639495645035082,2.359763314,11.391661685594741,46.488228988545075,53.511771011454925,-0.046,18.370219946033718,3.367958333333333,23.568077487012708,52.097855497607036,8.68297591626784,27.289352879698924,21.087227225221895,37.21275392686217,16.125526701640272,109.7012173,1.3905681504616092,0.25348231396252385,-1.228478246286987,1.1357223637864746,0.06254393560619856,0.41974462133565216,-0.10972410726277698,6.477506919189352e-4
"2020_October_HP_ABCO_(110,120]_1.6",2020_October_ABCO_1.6,1.6,8,"2020_October_HP_ABCO_(110,120]",ABCO,HP,3.452,0,33,33,37,70,16,102,49,1,245.2,297.3,227.5,75,2.1255,1,2020_October,2020,October,7.3956,7.6198,0.2242,1,7.2043,3,117.1981181,117.1981181,"(110,120]",2020_October,0.61,Dry,1,NA,0.625,hydrated,"(115,120]","(110,120]","(100,120]",52.10000000000002,0.970576655555264,1.171981181,32.986619090098124,2.0629606813827137,0.06253931861728645,2.359763314,11.391661685594741,49.66520049052683,50.33479950947317,-0.046,16.37103597925886,3.367958333333333,15.996427027335063,49.44350172085383,7.755843407192758,23.752270434527823,15.996427027335063,33.93181490646832,17.935387879133252,117.1981181,0.742750634879893,0.03177199949902219,-1.6383059082056917,1.9946409533990939,0.600504416604512,-0.20714540551692912,-0.24012374402921294,8.064635981881974e-4
