individual,year.month,dry.wt,spp,model,lfm.NAs.imputed,RWC,max.mpa.sample,mpa,gww.gdw,gww.gdw.saturated,fresh.wt,site,sample
2020_October_PIJE_1.2,2020_October,7.4244,PIJE,HP,133.1919406,76.36368717368366,-0.512,-3.333,1.3319194060000001,1.744179014,7.6756,1,1.2
2020_October_PIJE_1.2,2020_October,7.5225,PIJE,HP,122.9087452,70.46796470628787,-0.512,-3.716,1.229087452,1.744179014,7.9104,1,1.2
2020_October_PIJE_1.2,2020_October,12.6004,PIJE,HP,146.9850587,84.27177343620991,-0.512,-1.786,1.469850587,1.744179014,13.1513,1,1.2
2020_October_PIJE_1.2,2020_October,12.5173,PIJE,HP,174.4179014,100,-0.512,-1.117,1.744179014,1.744179014,13.0941,1,1.2
2020_October_PIJE_1.2,2020_October,12.4377,PIJE,HP,169.1558442,96.98307504117234,-0.512,-0.512,1.6915584419999998,1.744179014,13.0108,1,1.2
2020_October_PIJE_1.2,2020_October,12.4574,PIJE,HP,105.6876457,60.59449451671938,-0.512,-3.201,1.056876457,1.744179014,12.6841,1,1.2
2020_October_PIJE_1.2,2020_October,7.4424,PIJE,HP,138.1393476,79.20021195714261,-0.512,-1.466,1.3813934760000002,1.744179014,7.7854,1,1.2
2020_October_PIJE_1.2,2020_October,12.401,PIJE,HP,141.1518325,80.92737693035906,-0.512,-2.906,1.411518325,1.744179014,12.8054,1,1.2
2020_October_PIJE_1.2,2020_October,12.4377,PIJE,EPI,169.1558442,96.98307504117234,-0.512,-0.512,1.6915584419999998,1.744179014,13.0108,1,1.2
2020_October_PIJE_1.2,2020_October,12.5173,PIJE,EPI,174.4179014,100,-0.512,-1.117,1.744179014,1.744179014,13.0941,1,1.2
2020_October_PIJE_1.2,2020_October,12.6004,PIJE,EPI,146.9850587,84.27177343620991,-0.512,-1.786,1.469850587,1.744179014,13.1513,1,1.2
2020_October_PIJE_1.3,2020_October,12.6345,PIJE,HP,108.8312369,64.91163275115942,-0.314,-3.501,1.0883123689999998,1.676606061,13.0498,1,1.3
2020_October_PIJE_1.3,2020_October,12.4078,PIJE,HP,148.3961508,88.50984989967777,-0.314,-0.812,1.483961508,1.676606061,12.7779,1,1.3
2020_October_PIJE_1.3,2020_October,7.4928,PIJE,EPI,122.3776224,72.99127997128242,-0.314,-3.007,1.223776224,1.676606061,7.7728,1,1.3
2020_October_PIJE_1.3,2020_October,12.6221,PIJE,HP,167.6606061,100,-0.314,-0.314,1.676606061,1.676606061,13.3137,1,1.3
2020_October_PIJE_1.3,2020_October,7.4872,PIJE,HP,96.59353349,57.612539842774666,-0.314,-3.761,0.9659353348999999,1.676606061,7.8218,1,1.3
2020_October_PIJE_1.3,2020_October,7.4928,PIJE,HP,122.3776224,72.99127997128242,-0.314,-3.007,1.223776224,1.676606061,7.7728,1,1.3
2020_October_PIJE_1.3,2020_October,7.4101,PIJE,HP,112.3178808,66.99121720519653,-0.314,-3.748,1.123178808,1.676606061,7.6645,1,1.3
2020_October_PIJE_1.3,2020_October,12.4751,PIJE,HP,146.4377999,87.3418051540731,-0.314,-1.68,1.4643779989999999,1.676606061,12.8718,1,1.3
2020_October_PIJE_1.3,2020_October,12.6221,PIJE,EPI,167.6606061,100,-0.314,-0.314,1.676606061,1.676606061,13.3137,1,1.3
2020_October_PIJE_1.3,2020_October,12.4078,PIJE,EPI,148.3961508,88.50984989967777,-0.314,-0.812,1.483961508,1.676606061,12.7779,1,1.3
2020_October_PIJE_1.3,2020_October,12.4751,PIJE,EPI,146.4377999,87.3418051540731,-0.314,-1.68,1.4643779989999999,1.676606061,12.8718,1,1.3
2020_October_PIJE_1.3,2020_October,12.6916,PIJE,EPI,121.0147823,72.1784234919332,-0.314,-2.117,1.210147823,1.676606061,13.2974,1,1.3
2020_October_PIJE_1.3,2020_October,12.6916,PIJE,HP,121.0147823,72.1784234919332,-0.314,-2.117,1.210147823,1.676606061,13.2974,1,1.3
2020_October_PIJE_1.4,2020_October,7.766,PIJE,HP,144.7640967,90.30196330324885,-0.298,-2.871,1.4476409670000001,1.603111288,8.395,1,1.4
2020_October_PIJE_1.4,2020_October,7.7564,PIJE,HP,122.634041,76.49752198613425,-0.298,-3.987,1.22634041,1.603111288,8.438,1,1.4
2020_October_PIJE_1.4,2020_October,12.4541,PIJE,HP,144.3765621,90.06022425312746,-0.298,-0.298,1.443765621,1.603111288,12.974,1,1.4
2020_October_PIJE_1.4,2020_October,12.2961,PIJE,HP,160.3111288,100,-0.298,-0.538,1.603111288,1.603111288,12.698,1,1.4
2020_October_PIJE_1.4,2020_October,12.9239,PIJE,HP,127.30791151793596,79.41302171027816,-0.298,-3.034,1.2730791151793597,1.603111288,13.474,1,1.4
2020_October_PIJE_1.4,2020_October,12.7977,PIJE,HP,121.31302595392867,75.67348995794025,-0.298,-3.487,1.2131302595392868,1.603111288,12.8515,1,1.4
2020_October_PIJE_1.4,2020_October,12.4332,PIJE,HP,141.8796592,88.50268865426389,-0.298,-2.291,1.4187965919999999,1.603111288,12.9661,1,1.4
2020_October_PIJE_1.4,2020_October,12.4541,PIJE,EPI,144.3765621,90.06022425312746,-0.298,-0.298,1.443765621,1.603111288,12.974,1,1.4
2020_October_PIJE_1.4,2020_October,12.2961,PIJE,EPI,160.3111288,100,-0.298,-0.538,1.603111288,1.603111288,12.698,1,1.4
2020_October_PIJE_1.4,2020_October,12.4332,PIJE,EPI,141.8796592,88.50268865426389,-0.298,-2.291,1.4187965919999999,1.603111288,12.9661,1,1.4
2020_October_PIJE_1.5,2020_October,12.3363,PIJE,HP,84.30813124,52.29440906064367,-0.197,-4.25,0.8430813124,1.612182502,12.4545,1,1.5
2020_October_PIJE_1.5,2020_October,7.5978,PIJE,HP,129.2385248,80.16370642881472,-0.197,-3.335,1.292385248,1.612182502,8.0849,1,1.5
2020_October_PIJE_1.5,2020_October,12.4386,PIJE,HP,138.9703588,86.20014088206499,-0.197,-2.652,1.3897035880000002,1.612182502,12.884,1,1.5
2020_October_PIJE_1.5,2020_October,13.3251,PIJE,HP,128.4719974,79.68824698235063,-0.197,-2.789,1.284719974,1.612182502,14.9125,1,1.5
2020_October_PIJE_1.5,2020_October,12.4871,PIJE,HP,151.557956,94.00794005144213,-0.197,-0.912,1.51557956,1.612182502,12.8519,1,1.5
2020_October_PIJE_1.5,2020_October,7.5303,PIJE,HP,97.3070162119658,60.357320645306075,-0.197,-5.301,0.973070162119658,1.612182502,7.772,1,1.5
2020_October_PIJE_1.5,2020_October,7.5978,PIJE,HP,129.2385248,80.16370642881472,-0.197,-3.335,1.292385248,1.612182502,8.0849,1,1.5
2020_October_PIJE_1.5,2020_October,12.4685,PIJE,HP,161.2182502,100,-0.197,-0.197,1.612182502,1.612182502,13.154,1,1.5
2020_October_PIJE_1.5,2020_October,7.6339500000000005,PIJE,HP,123.92007331840867,76.86479239458255,-0.197,-3.29,1.2392007331840866,1.612182502,8.0371,1,1.5
2020_October_PIJE_1.5,2020_October,7.3843,PIJE,HP,132.0231214,81.89092812768911,-0.197,-3.218,1.320231214,1.612182502,7.7269,1,1.5
2020_October_PIJE_1.5,2020_October,7.3843,PIJE,EPI,132.0231214,81.89092812768911,-0.197,-3.218,1.320231214,1.612182502,7.7269,1,1.5
2020_October_PIJE_1.5,2020_October,12.4685,PIJE,EPI,161.2182502,100,-0.197,-0.197,1.612182502,1.612182502,13.154,1,1.5
2020_October_PIJE_1.5,2020_October,13.3251,PIJE,EPI,128.4719974,79.68824698235063,-0.197,-2.789,1.284719974,1.612182502,14.9125,1,1.5
2020_October_PIJE_1.5,2020_October,12.4871,PIJE,EPI,151.557956,94.00794005144213,-0.197,-0.912,1.51557956,1.612182502,12.8519,1,1.5
2020_October_PIJE_1.5,2020_October,12.4386,PIJE,EPI,138.9703588,86.20014088206499,-0.197,-2.652,1.3897035880000002,1.612182502,12.884,1,1.5
2020_October_PIJE_1.6,2020_October,7.7024,PIJE,EPI,132.8984562,81.30107871102187,-0.337,-2.182,1.328984562,1.634645669,8.3136,1,1.6
2020_October_PIJE_1.6,2020_October,12.8803,PIJE,HP,114.3700207,69.9662458164198,-0.337,-3.702,1.143700207,1.634645669,13.6555,1,1.6
2020_October_PIJE_1.6,2020_October,12.6516,PIJE,HP,109.3504344,66.89549697146019,-0.337,-3.468,1.093504344,1.634645669,13.1802,1,1.6
2020_October_PIJE_1.6,2020_October,7.4692,PIJE,HP,89.8940865,54.993010537257916,-0.337,-3.99,0.898940865,1.634645669,7.6729,1,1.6
2020_October_PIJE_1.6,2020_October,12.6265,PIJE,HP,163.4645669,100,-0.337,-1.089,1.634645669,1.634645669,13.2493,1,1.6
2020_October_PIJE_1.6,2020_October,12.4369,PIJE,HP,155.7146324,95.2589514370163,-0.337,-0.337,1.557146324,1.634645669,13.0786,1,1.6
2020_October_PIJE_1.6,2020_October,12.6516,PIJE,EPI,109.3504344,66.89549697146019,-0.337,-3.468,1.093504344,1.634645669,13.1802,1,1.6
2020_October_PIJE_1.6,2020_October,7.5357,PIJE,HP,129.3772416,79.14696380601367,-0.337,-2.773,1.293772416,1.634645669,7.9325,1,1.6
2020_October_PIJE_1.6,2020_October,12.7564,PIJE,HP,103.8574329,63.535134781554916,-0.337,-4.071,1.038574329,1.634645669,13.2168,1,1.6
2020_October_PIJE_1.6,2020_October,7.7024,PIJE,HP,132.8984562,81.30107871102187,-0.337,-2.182,1.328984562,1.634645669,8.3136,1,1.6
2020_October_PIJE_1.6,2020_October,7.5357,PIJE,EPI,129.3772416,79.14696380601367,-0.337,-2.773,1.293772416,1.634645669,7.9325,1,1.6
2020_October_PIJE_1.6,2020_October,12.4369,PIJE,EPI,155.7146324,95.2589514370163,-0.337,-0.337,1.557146324,1.634645669,13.0786,1,1.6
2020_October_PIJE_1.6,2020_October,12.6265,PIJE,EPI,163.4645669,100,-0.337,-1.089,1.634645669,1.634645669,13.2493,1,1.6
2020_October_PIJE_1.6,2020_October,12.7564,PIJE,EPI,103.8574329,63.535134781554916,-0.337,-4.071,1.038574329,1.634645669,13.2168,1,1.6
2020_October_PIJE_1.7,2020_October,12.6826,PIJE,HP,139.4361171,83.33837483578044,-0.356,-2.794,1.394361171,1.6731321840000002,13.464,1,1.7
2020_October_PIJE_1.7,2020_October,7.6701,PIJE,HP,128.3185841,76.69363205555312,-0.356,-2.889,1.283185841,1.6731321840000002,8.2791,1,1.7
2020_October_PIJE_1.7,2020_October,12.7231,PIJE,HP,110.1831251,65.85440538032229,-0.356,-3.992,1.101831251,1.6731321840000002,13.3669,1,1.7
2020_October_PIJE_1.7,2020_October,12.2167,PIJE,HP,167.3132184,100,-0.356,-0.356,1.6731321840000002,1.6731321840000002,12.4496,1,1.7
2020_October_PIJE_1.7,2020_October,12.5533,PIJE,HP,128.3654912,76.72166755714024,-0.356,-2.786,1.283654912,1.6731321840000002,13.1321,1,1.7
2020_October_PIJE_1.7,2020_October,12.3845,PIJE,HP,140.5385996,83.99730812900313,-0.356,-2.01,1.405385996,1.6731321840000002,12.7759,1,1.7
2020_October_PIJE_1.7,2020_October,7.5894,PIJE,HP,104.4130892,62.405762197686585,-0.356,-3.668,1.044130892,1.6731321840000002,7.9372,1,1.7
2020_October_PIJE_1.7,2020_October,7.5339,PIJE,HP,123.2162765,73.6440776636211,-0.356,-3.789,1.232162765,1.6731321840000002,7.976,1,1.7
2020_October_PIJE_1.7,2020_October,12.5533,PIJE,EPI,128.3654912,76.72166755714024,-0.356,-2.786,1.283654912,1.6731321840000002,13.1321,1,1.7
2020_October_PIJE_1.7,2020_October,12.2167,PIJE,EPI,167.3132184,100,-0.356,-0.356,1.6731321840000002,1.6731321840000002,12.4496,1,1.7
2020_October_PIJE_1.7,2020_October,12.3845,PIJE,EPI,140.5385996,83.99730812900313,-0.356,-2.01,1.405385996,1.6731321840000002,12.7759,1,1.7
2020_October_PIJE_1.8,2020_October,7.7816,PIJE,HP,119.9895525,80.31493855878263,-0.342,-3.563,1.199895525,1.4939879759999999,8.4707,1,1.8
2020_October_PIJE_1.8,2020_October,7.6823,PIJE,HP,130.3972758,87.28134221610361,-0.342,-2.232,1.3039727579999998,1.4939879759999999,8.2567,1,1.8
2020_October_PIJE_1.8,2020_October,12.6417,PIJE,HP,129.0542311,86.38237601184015,-0.342,-4.468,1.290542311,1.4939879759999999,13.1343,1,1.8
2020_October_PIJE_1.8,2020_October,7.5064,PIJE,HP,94.9608444,63.56198706113282,-0.342,-4.339,0.949608444,1.4939879759999999,7.7853,1,1.8
2020_October_PIJE_1.8,2020_October,12.5471,PIJE,HP,149.3987976,100,-0.342,-1.094,1.4939879759999999,1.4939879759999999,12.9944,1,1.8
2020_October_PIJE_1.8,2020_October,12.53,PIJE,EPI,138.048369,92.40259708756855,-0.342,-3.089,1.3804836900000002,1.4939879759999999,13.0209,1,1.8
2020_October_PIJE_1.8,2020_October,12.395,PIJE,HP,106.6319143,71.37401104491889,-0.342,-0.342,1.066319143,1.4939879759999999,12.7632,1,1.8
2020_October_PIJE_1.8,2020_October,7.4866,PIJE,HP,122.0210665,81.67473129649873,-0.342,-2.489,1.220210665,1.4939879759999999,7.8573,1,1.8
2020_October_PIJE_1.8,2020_October,7.6823,PIJE,HP,130.3972758,87.28134221610361,-0.342,-2.232,1.3039727579999998,1.4939879759999999,8.2567,1,1.8
2020_October_PIJE_1.8,2020_October,12.53,PIJE,HP,138.048369,92.40259708756855,-0.342,-3.089,1.3804836900000002,1.4939879759999999,13.0209,1,1.8
2020_October_PIJE_1.8,2020_October,12.395,PIJE,EPI,106.6319143,71.37401104491889,-0.342,-0.342,1.066319143,1.4939879759999999,12.7632,1,1.8
2020_October_PIJE_1.8,2020_October,12.5471,PIJE,EPI,149.3987976,100,-0.342,-1.094,1.4939879759999999,1.4939879759999999,12.9944,1,1.8
2020_October_PIJE_1.8,2020_October,12.6417,PIJE,EPI,129.0542311,86.38237601184015,-0.342,-4.468,1.290542311,1.4939879759999999,13.1343,1,1.8
2020_October_PIJE_1.8,2020_October,7.6823,PIJE,EPI,130.3972758,87.28134221610361,-0.342,-2.232,1.3039727579999998,1.4939879759999999,8.2567,1,1.8
2020_October_PIJE_1.9,2020_October,7.5529,PIJE,HP,115.4129054,64.93324209893932,-0.401,-3.805,1.154129054,1.777408638,7.8981,1,1.9
2020_October_PIJE_1.9,2020_October,7.514,PIJE,HP,127.9491133,71.98632355245704,-0.401,-4.285,1.2794911329999998,1.777408638,7.8459,1,1.9
2020_October_PIJE_1.9,2020_October,12.3416,PIJE,HP,169.8667892,95.56991316928662,-0.401,-0.744,1.698667892,1.777408638,12.7114,1,1.9
2020_October_PIJE_1.9,2020_October,12.5737,PIJE,HP,149.8314752,84.29770847102183,-0.401,-2.684,1.498314752,1.777408638,13.1516,1,1.9
2020_October_PIJE_1.9,2020_October,7.5455,PIJE,HP,120.7798383,67.95276883311736,-0.401,-2.891,1.2077983829999999,1.777408638,7.7995,1,1.9
2020_October_PIJE_1.9,2020_October,12.8673,PIJE,HP,141.979835,79.8802436111487,-0.401,-2.376,1.41979835,1.777408638,13.9516,1,1.9
2020_October_PIJE_1.9,2020_October,12.4154,PIJE,HP,177.7408638,100,-0.401,-0.401,1.777408638,1.777408638,12.8434,1,1.9
2020_October_PIJE_1.9,2020_October,7.5045,PIJE,HP,140.8064516,79.22007837119558,-0.401,-3.636,1.408064516,1.777408638,7.8537,1,1.9
2020_October_PIJE_1.9,2020_October,12.4154,PIJE,EPI,177.7408638,100,-0.401,-0.401,1.777408638,1.777408638,12.8434,1,1.9
2020_October_PIJE_1.9,2020_October,12.8673,PIJE,EPI,141.979835,79.8802436111487,-0.401,-2.376,1.41979835,1.777408638,13.9516,1,1.9
2020_October_PIJE_1.9,2020_October,12.3416,PIJE,EPI,169.8667892,95.56991316928662,-0.401,-0.744,1.698667892,1.777408638,12.7114,1,1.9
2020_October_PIJE_1.9,2020_October,12.5737,PIJE,EPI,149.8314752,84.29770847102183,-0.401,-2.684,1.498314752,1.777408638,13.1516,1,1.9
2020_October_ABCO_1.1,2020_October,7.646,ABCO,HP,187.3278237,100,-0.208,-0.208,1.873278237,1.873278237,8.462,1,1.1
2020_October_ABCO_1.1,2020_October,12.8031,ABCO,HP,120.8792966,64.52821274088181,-0.208,-2.509,1.208792966,1.873278237,13.5592,1,1.1
2020_October_ABCO_1.1,2020_October,12.9037,ABCO,HP,129.6706458,69.22124179890315,-0.208,-3.227,1.2967064579999998,1.873278237,13.8053,1,1.1
2020_October_ABCO_1.1,2020_October,12.6961,ABCO,HP,136.1752988,72.69357862080368,-0.208,-3.01,1.361752988,1.873278237,13.3797,1,1.1
2020_October_ABCO_1.1,2020_October,7.6714,ABCO,HP,167.4635332,89.39597433651284,-0.208,-0.987,1.674635332,1.873278237,8.498,1,1.1
2020_October_ABCO_1.1,2020_October,7.7071,ABCO,HP,102.1890128,54.55089947751311,-0.208,-3.62,1.021890128,1.873278237,8.1926,1,1.1
2020_October_ABCO_1.1,2020_October,7.8193,ABCO,HP,143.9111262,76.82314530620366,-0.208,-2.187,1.4391112620000002,1.873278237,8.6678,1,1.1
2020_October_ABCO_1.1,2020_October,7.6631,ABCO,HP,182.6067812,97.47979643026194,-0.208,-0.698,1.826067812,1.873278237,8.4925,1,1.1
2020_October_ABCO_1.1,2020_October,7.646,ABCO,EPI,187.3278237,100,-0.208,-0.208,1.873278237,1.873278237,8.462,1,1.1
2020_October_ABCO_1.1,2020_October,7.6631,ABCO,EPI,182.6067812,97.47979643026194,-0.208,-0.698,1.826067812,1.873278237,8.4925,1,1.1
2020_October_ABCO_1.1,2020_October,7.6714,ABCO,EPI,167.4635332,89.39597433651284,-0.208,-0.987,1.674635332,1.873278237,8.498,1,1.1
2020_October_ABCO_1.1,2020_October,7.8193,ABCO,EPI,143.9111262,76.82314530620366,-0.208,-2.187,1.4391112620000002,1.873278237,8.6678,1,1.1
2020_October_ABCO_1.2,2020_October,7.4956,ABCO,HP,146.0624071,72.95536637369916,-0.261,-1.784,1.460624071,2.0020790020000003,7.7905,1,1.2
2020_October_ABCO_1.2,2020_October,7.5323,ABCO,HP,165.0322119,82.43041944655486,-0.261,-1.223,1.650322119,2.0020790020000003,7.9934,1,1.2
2020_October_ABCO_1.2,2020_October,7.3531,ABCO,HP,200.2079002,100,-0.261,-0.261,2.0020790020000003,2.0020790020000003,7.642,1,1.2
2020_October_ABCO_1.2,2020_October,12.5154,ABCO,HP,122.3776224,61.12527141923443,-0.261,-2.991,1.223776224,2.0020790020000003,12.9354,1,1.2
2020_October_ABCO_1.2,2020_October,7.4046,ABCO,HP,105.8375635,52.86382974611507,-0.261,-3.822,1.058375635,2.0020790020000003,7.5714,1,1.2
2020_October_ABCO_1.2,2020_October,7.618,ABCO,HP,113.25012,56.56625931687383,-0.261,-3.467,1.1325011999999999,2.0020790020000003,8.0898,1,1.2
2020_October_ABCO_1.2,2020_October,7.4313,ABCO,HP,157.234315,78.53551974868572,-0.261,-2.674,1.57234315,2.0020790020000003,7.7997,1,1.2
2020_October_ABCO_1.2,2020_October,7.4728,ABCO,HP,140.3123838,70.08334019778106,-0.261,-2.738,1.403123838,2.0020790020000003,7.8501,1,1.2
2020_October_ABCO_1.2,2020_October,7.3531,ABCO,EPI,200.2079002,100,-0.261,-0.261,2.0020790020000003,2.0020790020000003,7.642,1,1.2
2020_October_ABCO_1.2,2020_October,7.5323,ABCO,EPI,165.0322119,82.43041944655486,-0.261,-1.223,1.650322119,2.0020790020000003,7.9934,1,1.2
2020_October_ABCO_1.2,2020_October,7.4956,ABCO,EPI,146.0624071,72.95536637369916,-0.261,-1.784,1.460624071,2.0020790020000003,7.7905,1,1.2
2020_October_ABCO_1.3,2020_October,7.4405,ABCO,HP,191.840796,100,-0.112,-0.112,1.9184079600000001,1.9184079600000001,8.0189,1,1.3
2020_October_ABCO_1.3,2020_October,12.4549,ABCO,HP,151.0797581,78.75267474390586,-0.112,-2.755,1.5107975809999998,1.9184079600000001,12.9796,1,1.3
2020_October_ABCO_1.3,2020_October,12.3525,ABCO,HP,148.6011905,77.46068281534862,-0.112,-2.61,1.486011905,1.9184079600000001,12.8518,1,1.3
2020_October_ABCO_1.3,2020_October,7.8292,ABCO,HP,165.5562958,86.29879527814303,-0.112,-2.223,1.655562958,1.9184079600000001,8.8232,1,1.3
2020_October_ABCO_1.3,2020_October,7.516,ABCO,HP,133.2172261,69.44155199397734,-0.112,-2.961,1.332172261,1.9184079600000001,7.9367,1,1.3
2020_October_ABCO_1.3,2020_October,12.5391,ABCO,HP,94.39925633,49.20708123521339,-0.112,-3.377,0.9439925633,1.9184079600000001,12.9453,1,1.3
2020_October_ABCO_1.3,2020_October,12.9378,ABCO,HP,131.3047634,68.4446510532619,-0.112,-1.821,1.3130476340000001,1.9184079600000001,13.762,1,1.3
2020_October_ABCO_1.3,2020_October,7.6374,ABCO,HP,173.6986301,90.54311372853144,-0.112,-1.117,1.736986301,1.9184079600000001,8.525,1,1.3
2020_October_ABCO_1.3,2020_October,7.4405,ABCO,EPI,191.840796,100,-0.112,-0.112,1.9184079600000001,1.9184079600000001,8.0189,1,1.3
2020_October_ABCO_1.3,2020_October,7.6374,ABCO,EPI,173.6986301,90.54311372853144,-0.112,-1.117,1.736986301,1.9184079600000001,8.525,1,1.3
2020_October_ABCO_1.3,2020_October,7.8292,ABCO,EPI,165.5562958,86.29879527814303,-0.112,-2.223,1.655562958,1.9184079600000001,8.8232,1,1.3
2020_October_ABCO_1.4,2020_October,12.3278,ABCO,HP,131.2541694,75.43343068965517,-0.312,-2.662,1.3125416939999999,1.74,12.7213,1,1.4
2020_October_ABCO_1.4,2020_October,7.3526,ABCO,HP,100.2557545,57.618249712643674,-0.312,-3.476,1.002557545,1.74,7.5094,1,1.4
2020_October_ABCO_1.4,2020_October,7.5349,ABCO,HP,131.374295,75.5024683908046,-0.312,-0.312,1.31374295,1.74,7.9775,1,1.4
2020_October_ABCO_1.4,2020_October,7.4749,ABCO,HP,154.1560645,88.5954393678161,-0.312,-2.437,1.5415606450000001,1.74,7.8384,1,1.4
2020_October_ABCO_1.4,2020_October,7.5349,ABCO,EPI,131.374295,75.5024683908046,-0.312,-0.312,1.31374295,1.74,7.9775,1,1.4
2020_October_ABCO_1.4,2020_October,7.6232,ABCO,HP,174,100,-0.312,-1.243,1.74,1.74,8.1974,1,1.4
2020_October_ABCO_1.4,2020_October,7.3786,ABCO,HP,116.6593599,67.04560913793104,-0.312,-3.109,1.166593599,1.74,7.6447,1,1.4
2020_October_ABCO_1.4,2020_October,12.3912,ABCO,HP,107.1895425,61.603185344827594,-0.312,-3.283,1.0718954250000001,1.74,12.6864,1,1.4
2020_October_ABCO_1.4,2020_October,12.3406,ABCO,HP,145.9880789,83.90119477011496,-0.312,-2.352,1.459880789,1.74,12.659,1,1.4
2020_October_ABCO_1.4,2020_October,7.6232,ABCO,EPI,174,100,-0.312,-1.243,1.74,1.74,8.1974,1,1.4
2020_October_ABCO_1.4,2020_October,7.4749,ABCO,EPI,154.1560645,88.5954393678161,-0.312,-2.437,1.5415606450000001,1.74,7.8384,1,1.4
2020_October_ABCO_1.5,2020_October,7.4048,ABCO,HP,177.1719375,97.80281767868661,-0.179,-1.083,1.7717193750000002,1.811521812,7.8922,1,1.5
2020_October_ABCO_1.5,2020_October,7.4885,ABCO,HP,132.0783711,72.91017432143401,-0.179,-1.517,1.320783711,1.811521812,7.8323,1,1.5
2020_October_ABCO_1.5,2020_October,12.4827,ABCO,HP,146.8852459,81.08389583111462,-0.179,-2.637,1.468852459,1.811521812,12.8859,1,1.5
2020_October_ABCO_1.5,2020_October,7.461,ABCO,HP,128.7169043,71.054570498320885,-0.179,-2.94,1.287169043,1.811521812,7.777,1,1.5
2020_October_ABCO_1.5,2020_October,12.3819,ABCO,HP,146.7383247,81.00279208782719,-0.179,-2.518,1.467383247,1.811521812,12.7778,1,1.5
2020_October_ABCO_1.5,2020_October,12.3244,ABCO,HP,115.021628,63.49447588103344,-0.179,-3.02,1.15021628,1.811521812,12.6169,1,1.5
2020_October_ABCO_1.5,2020_October,7.5121,ABCO,HP,181.1521812,100,-0.179,-0.179,1.811521812,1.811521812,8.0561,1,1.5
2020_October_ABCO_1.5,2020_October,7.3844,ABCO,HP,113.2509826,62.51704056213704,-0.179,-3.224,1.132509826,1.811521812,7.5861,1,1.5
2020_October_ABCO_1.5,2020_October,12.3819,ABCO,EPI,146.7383247,81.00279208782719,-0.179,-2.518,1.467383247,1.811521812,12.7778,1,1.5
2020_October_ABCO_1.5,2020_October,7.5121,ABCO,EPI,181.1521812,100,-0.179,-0.179,1.811521812,1.811521812,8.0561,1,1.5
2020_October_ABCO_1.5,2020_October,7.4885,ABCO,EPI,132.0783711,72.91017432143401,-0.179,-1.517,1.320783711,1.811521812,7.8323,1,1.5
2020_October_ABCO_1.5,2020_October,7.4048,ABCO,EPI,177.1719375,97.80281767868661,-0.179,-1.083,1.7717193750000002,1.811521812,7.8922,1,1.5
2020_October_ABCO_1.6,2020_October,7.4608,ABCO,HP,164.9851632,69.91597937859966,-0.106,-1.278,1.6498516319999998,2.359763314,7.85,1,1.6
2020_October_ABCO_1.6,2020_October,7.4807,ABCO,HP,189.7634742,80.41631678659108,-0.106,-2.313,1.897634742,2.359763314,7.9701,1,1.6
2020_October_ABCO_1.6,2020_October,7.4983,ABCO,HP,109.7012173,46.488228988545075,-0.106,-3.661,1.097012173,2.359763314,7.7957,1,1.6
2020_October_ABCO_1.6,2020_October,7.3956,ABCO,HP,117.1981181,49.66520049052683,-0.106,-3.452,1.171981181,2.359763314,7.6198,1,1.6
2020_October_ABCO_1.6,2020_October,7.5062,ABCO,HP,143.6964116,60.89441714237957,-0.106,-0.106,1.436964116,2.359763314,7.9587,1,1.6
2020_October_ABCO_1.6,2020_October,12.4702,ABCO,HP,115.4194079,48.91143413207585,-0.106,-3.04,1.154194079,2.359763314,12.7509,1,1.6
2020_October_ABCO_1.6,2020_October,12.1496,ABCO,HP,235.9763314,100,-0.106,-2.907,2.359763314,2.359763314,12.349,1,1.6
2020_October_ABCO_1.6,2020_October,7.6233,ABCO,HP,159.561278,67.61749242110643,-0.106,-2.485,1.59561278,2.359763314,8.2925,1,1.6
2020_October_ABCO_1.6,2020_October,7.5062,ABCO,EPI,143.6964116,60.89441714237957,-0.106,-0.106,1.436964116,2.359763314,7.9587,1,1.6
2020_October_ABCO_1.6,2020_October,7.4608,ABCO,EPI,164.9851632,69.91597937859966,-0.106,-1.278,1.6498516319999998,2.359763314,7.85,1,1.6
2020_October_ABCO_2.1,2020_October,7.5545,ABCO,HP,180.3030303,100,-0.155,-0.995,1.803030303,1.803030303,8.1138,2,2.1
2020_October_ABCO_2.1,2020_October,7.4978,ABCO,HP,64.23272159,35.624870798413866,-0.155,-4.714,0.6423272159,1.803030303,7.6623,2,2.1
2020_October_ABCO_2.1,2020_October,7.6067,ABCO,HP,123.9273927,68.73283964989467,-0.155,-1.769,1.239273927,1.803030303,8.0573,2,2.1
2020_October_ABCO_2.1,2020_October,7.3944,ABCO,HP,93.86503067,52.05959684305983,-0.155,-3.061,0.9386503066999999,1.803030303,7.5933,2,2.1
2020_October_ABCO_2.1,2020_October,7.3813,ABCO,HP,144.363104,80.06693163159775,-0.155,-2.701,1.4436310399999999,1.803030303,7.5785,2,2.1
2020_October_ABCO_2.1,2020_October,7.4471,ABCO,HP,116.1696179,64.43020824814168,-0.155,-2.592,1.161696179,1.803030303,7.6964,2,2.1
2020_October_ABCO_2.1,2020_October,7.3725,ABCO,HP,174.6666667,96.87394959994748,-0.155,-0.155,1.7466666670000002,1.803030303,7.7786,2,2.1
