spp,n.x,mean_lfm_fall_spp.x,sd_lfm_fall_spp.x,mean_tlp_spp,sd_spp,n.y,mean_lfm_fall_spp.y,sd_lfm_fall_spp.y,bottle_number,unique_id,age,pod,site,lfm,date,predawn1,predawn2,midday1,midday2,predawn,midday,type,doy,location,month,timing,wettest_lfm,rwc,rwd,water_potential,swc,predawn3,midday3
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,58,ABCO_New_1_1.5,New,1.5,1,131.0974719,2021-04-24,-0.86,-0.39,-1.14,-1.09,-0.625,-0.8575,tree,114,CZO,4,spring,131.0974719,100,0,-0.8575,1.3109747189999998,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,59,ABCO_new_1_1.6,new,1.6,1,117.0487395,2021-05-15,-0.77,-0.73,-1.5,-1.53,-0.75,-1.515,tree,135,CZO,5,spring,249.5819519,46.89791814229336,53.10208185770664,-1.515,2.495819519,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,59,ABCO_new_1_1.6,new,1.6,1,127.7849324,2021-04-24,-0.72,-0.71,-0.89,-0.89,-0.715,-0.89,tree,114,CZO,4,spring,249.5819519,51.19958852281097,48.80041147718903,-0.89,2.495819519,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,59,ABCO_new_1_1.6,new,1.6,1,147.7605512,2021-07-30,-1.73,-1.65,-2.14,-2.18,-1.69,-2.16,tree,211,CZO,7,spring,249.5819519,59.20321965396088,40.79678034603912,-2.16,2.495819519,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,59,ABCO_new_1_1.6,new,1.6,1,158.148316,2021-09-16,-2.11,-1.97,-2.25,-2.14,-2.03,-2.195,tree,259,CZO,9,fall,249.5819519,63.36528534858373,36.63471465141627,-2.195,2.495819519,-2.01,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,59,ABCO_new_1_1.6,new,1.6,1,249.5819519,2021-07-08,-1.17,-1.28,-2.06,-2.34,-1.213333333,-2.193333333,tree,189,CZO,7,spring,249.5819519,100,0,-2.193333333,2.495819519,-1.19,-2.18
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,59,ABCO_New_1_1.6,New,1.6,1,127.7849324,2021-04-24,-0.72,-0.71,-0.89,-0.89,-0.715,-0.8025,tree,114,CZO,4,spring,127.7849324,100,0,-0.8025,1.277849324,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,59,ABCO_New_1_6,New,6,1,161.4821905,2020-10-19,-2.277,-2.004,-2.121,-2.348,-2.1405,-2.2345,tree,292,SEKI,10,fall,256.544739,62.94504074784398,37.05495925215602,-2.2345,2.56544739,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,6,ABCO_New_1_1,New,1,1,189.9899179,2020-08-04,-0.58,-0.58,-1.68,-1.72,-0.58,-1.7,tree,216,CZO,8,fall,261.9922516,72.51738047202615,27.482619527973853,-1.7,2.619922516,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,6,ABCO_New_1_2,New,2,1,206.3371851,2020-07-27,-0.6,-0.6,-2.2,NA,-0.6,-2.2,tree,209,CZO,7,spring,305.8628758,67.46068301369186,32.53931698630814,-2.2,3.058628758,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,6,ABCO_New_2_2,New,2,2,NA,2020-07-15,-0.645,-0.529,-1.3,-1.45,-0.587,-1.375,tree,197,CZO,7,spring,252.8152897,100,0,-1.375,2.528152897,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,6,ABCO_old_1_1.2,old,1.2,1,127.8647084,2021-04-24,-0.79,-0.69,-0.98,-0.96,-0.74,-0.97,tree,114,CZO,4,spring,NA,NA,NA,-0.97,NA,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,6,ABCO_Old_1_1.2,Old,1.2,1,127.8647084,2021-04-24,-0.79,-0.69,-0.98,-0.96,-0.74,-0.85,tree,114,CZO,4,spring,127.8647084,100,0,-0.85,1.278647084,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,61,ABCO_New_1_6,New,6,1,165.8264518,2020-08-26,-1.36,-1.41,-2.163,-1.875,-1.385,-2.019,tree,238,CZO,8,fall,256.544739,64.6384145106168,35.3615854893832,-2.019,2.56544739,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,61,ABCO_New_1_6,New,6,1,174.6981691,2020-08-04,-0.45,-1.04,-1.44,-1.45,-0.745,-1.445,tree,216,CZO,8,fall,256.544739,68.09657051669261,31.90342948330739,-1.445,2.56544739,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,61,ABCO_New_1_6,New,6,1,201.4202953,2020-07-27,-0.7,-0.8,-3.1,NA,-0.75,-3.1,tree,209,CZO,7,spring,256.544739,78.51273664200924,21.487263357990756,-3.1,2.56544739,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,61,ABCO_Old_1_3,Old,3,1,142.9139768,2020-07-15,NA,NA,-1.5,NA,NA,-1.5,tree,197,CZO,7,spring,144.5278098,98.8833754540159,1.116624545984095,-1.5,1.445278098,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_New_1_1,New,1,1,NA,2020-07-15,-0.56,-0.59,-1.2,-1.2,-0.575,-1.2,tree,197,CZO,7,spring,261.9922516,100,0,-1.2,2.619922516,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_New_2_1,New,1,2,195.389157,2020-08-26,-0.855,-0.789,-2.2,-2.19,-0.822,-2.195,tree,238,CZO,8,fall,239.6032968,81.54694013375529,18.453059866244715,-2.195,2.396032968,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_new_2_2.3,new,2.3,2,131.6718142,2021-04-24,-0.78,-0.76,-1.59,-1.55,-0.77,-1.57,tree,114,CZO,4,spring,302.201662,43.57084382944261,56.42915617055739,-1.57,3.02201662,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_new_2_2.3,new,2.3,2,NA,2021-07-09,-0.58,-0.6,-1.78,-1.73,-0.59,-1.755,tree,190,CZO,7,spring,302.201662,100,0,-1.755,3.02201662,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_new_2_2.3,new,2.3,2,NA,2021-10-17,-1.34,-1.21,-1.91,-1.95,-1.275,-1.93,tree,290,CZO,10,fall,302.201662,86.8348031785477,13.165196821452298,-1.93,3.02201662,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_New_2_2.3,New,2.3,2,131.6718142,2021-04-24,-0.78,-0.76,-1.59,-1.55,-0.77,-1.16,tree,114,CZO,4,spring,131.6718142,100,0,-1.16,1.316718142,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_new_2_2.5,new,2.5,2,131.3307393,2021-08-20,-1.74,-1.78,-2.1,-2.13,-1.76,-2.115,tree,232,CZO,8,fall,242.5369686,54.148751037040874,45.851248962959126,-2.115,2.425369686,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,62,ABCO_New_2_4,New,4,2,144.4046781,2020-10-19,-2.037,-2.229,-2.298,-2.374,-2.133,-2.336,tree,292,SEKI,10,fall,299.9851164,48.13728088677936,51.86271911322064,-2.336,2.999851164,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,64,ABCO_New_1_3,New,3,1,183.0025152,2020-08-26,-1.03,-0.879,-1.94,-1.989,-0.9545,-1.9645,tree,238,CZO,8,fall,279.2466681,65.53435944111807,34.46564055888193,-1.9645,2.792466681,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,64,ABCO_New_1_3,New,3,1,NA,2020-07-15,NA,NA,-1.5,NA,NA,-1.5,tree,197,CZO,7,spring,279.2466681,100,0,-1.5,2.792466681,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,69,ABCO_New_2_5,New,5,2,NA,2020-07-15,-0.59,NA,-1.75,-1.5,-0.59,-1.625,tree,197,CZO,7,spring,270.5085512,100,0,-1.625,2.705085512,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,7,ABCO_new_1_1.3,new,1.3,1,124.6264749,2021-04-24,-0.58,-0.69,-1.12,-1.13,-0.635,-1.125,tree,114,CZO,4,spring,316.0726266,39.42969571285235,60.57030428714765,-1.125,3.1607262659999997,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,7,ABCO_new_1_1.3,new,1.3,1,183.8530411,2021-07-30,-0.96,-0.9,-2.25,-1.92,-0.93,-2.046666667,tree,211,CZO,7,spring,316.0726266,58.16797331604167,41.83202668395833,-2.046666667,3.1607262659999997,NA,-1.97
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,7,ABCO_New_1_1.3,New,1.3,1,124.6264749,2021-04-24,-0.58,-0.69,-1.12,-1.13,-0.635,-0.8825,tree,114,CZO,4,spring,124.6264749,100,0,-0.8825,1.246264749,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,71,ABCO_Old_1_3,Old,3,1,143.5401689,2020-08-26,-1.03,-0.879,-1.94,-1.989,-0.9545,-1.9645,tree,238,CZO,8,fall,144.5278098,99.31664300360829,0.6833569963917085,-1.9645,1.445278098,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,71,ABCO_Old_2_3,Old,3,2,143.022415,2020-08-04,-0.58,-0.65,-1.72,-1.89,-0.615,-1.805,tree,216,CZO,8,fall,160.9165334,88.87987578285725,11.120124217142745,-1.805,1.6091653339999998,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,73,ABCO_Old_2_1,Old,1,2,152.1879362,2020-08-04,-0.51,-0.62,-1.73,-2,-0.565,-1.865,tree,216,CZO,8,fall,152.1879362,100,0,-1.865,1.521879362,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,78,ABCO_Old_1_1,Old,1,1,136.2643268,2020-08-04,-0.58,-0.58,-1.68,-1.72,-0.58,-1.7,tree,216,CZO,8,fall,218.7980735,62.27857705520429,37.72142294479571,-1.7,2.187980735,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,78,ABCO_Old_1_2,Old,2,1,129.8827522,2020-07-27,-0.6,-0.6,-2.2,NA,-0.6,-2.2,tree,209,CZO,7,spring,145.8300134,89.06448622735982,10.935513772640178,-2.2,1.4583001340000001,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_old_1_1.3,old,1.3,1,100.5980322,2021-05-15,-0.38,-0.48,-0.77,-0.82,-0.43,-0.795,tree,135,CZO,5,spring,202.7640786,49.613340239842664,50.386659760157336,-0.795,2.027640786,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_old_1_1.3,old,1.3,1,115.9194827,2021-04-24,-0.58,-0.69,-1.12,-1.13,-0.635,-1.125,tree,114,CZO,4,spring,202.7640786,57.16963453308638,42.83036546691362,-1.125,2.027640786,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_old_1_1.3,old,1.3,1,122.3345627,2021-08-19,-1.24,-1.23,-2.07,-1.94,-1.235,-2.005,tree,231,CZO,8,fall,202.7640786,60.33344936867925,39.66655063132075,-2.005,2.027640786,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_old_1_1.3,old,1.3,1,124.7024133,2021-07-30,-0.96,-0.9,-2.25,-1.92,-0.93,-2.046666667,tree,211,CZO,7,spring,202.7640786,61.50123540669398,38.49876459330602,-2.046666667,2.027640786,NA,-1.97
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_old_1_1.3,old,1.3,1,126.167086,2021-09-16,-1.46,-1.55,-2.26,-2.21,-1.505,-2.235,tree,259,CZO,9,fall,202.7640786,62.22358855233641,37.77641144766359,-2.235,2.027640786,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_old_1_1.3,old,1.3,1,130.8164042,2021-07-08,-0.95,-0.96,-1.96,-1.85,-0.955,-1.896666667,tree,189,CZO,7,spring,202.7640786,64.51655791461278,35.483442085387225,-1.896666667,2.027640786,NA,-1.88
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_Old_1_1.3,Old,1.3,1,115.9194827,2021-04-24,-0.58,-0.69,-1.12,-1.13,-0.635,-0.8825,tree,114,CZO,4,spring,115.9194827,100,0,-0.8825,1.159194827,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8,ABCO_Old_1_3,Old,3,1,127.0860077,2020-10-19,-1.488,-1.596,-2.067,-2.004,-1.542,-2.0355,tree,292,SEKI,10,fall,144.5278098,87.93187129581756,12.068128704182442,-2.0355,1.445278098,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,82,ABCO_New_1_5,New,5,1,171.456421,2020-08-26,-0.993,-0.918,-2.228,-2.229,-0.9555,-2.2285,tree,238,CZO,8,fall,258.9797571,66.20456475823919,33.79543524176081,-2.2285,2.5897975709999996,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,82,ABCO_New_1_5,New,5,1,212.6888542,2020-07-27,-0.42,-0.6,-1.75,NA,-0.51,-1.75,tree,209,CZO,7,spring,258.9797571,82.12566749681302,17.874332503186977,-1.75,2.5897975709999996,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,82,ABCO_New_2_5,New,5,2,129.6646052,2020-08-04,-0.95,-0.78,-1.86,-1.88,-0.865,-1.87,tree,216,CZO,8,fall,270.5085512,47.933643733181924,52.066356266818076,-1.87,2.705085512,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,89,ABCO_Old_2_4,Old,4,2,NA,2020-08-04,-0.72,-0.89,-1.72,-1.73,-0.805,-1.725,tree,216,CZO,8,fall,142.9276927,13.81898170808434,86.18101829191566,-1.725,1.4292769269999999,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,8N,ABCO_Old_1_4,Old,4,1,135.9188856,2020-07-15,-0.423,NA,-1.8,-1.1,-0.423,-1.45,tree,197,CZO,7,spring,135.9188856,100,0,-1.45,1.359188856,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,9,ABCO_New_1_5,New,5,1,178.7627112,2020-08-04,-0.64,-0.83,-1.95,-1.9,-0.735,-1.925,tree,216,CZO,8,fall,258.9797571,69.02574672312102,30.974253276878983,-1.925,2.5897975709999996,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,9,ABCO_New_1_5,New,5,1,NA,2020-07-15,-0.39,-0.43,-1.75,NA,-0.41,-1.75,tree,197,CZO,7,spring,258.9797571,100,0,-1.75,2.5897975709999996,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,9,ABCO_New_2_5,New,5,2,154.2216714,2020-08-26,-1.28,-1.25,-1.701,-1.753,-1.265,-1.727,tree,238,CZO,8,fall,270.5085512,57.01175460659522,42.98824539340478,-1.727,2.705085512,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,90,ABCO_old_1_1.6,old,1.6,1,126.7246254,2021-04-24,-0.72,-0.71,-0.89,-0.89,-0.715,-0.89,tree,114,CZO,4,spring,204.9281856,61.83855335905536,38.16144664094464,-0.89,2.049281856,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,90,ABCO_Old_1_1.6,Old,1.6,1,126.7246254,2021-04-24,-0.72,-0.71,-0.89,-0.89,-0.715,-0.8025,tree,114,CZO,4,spring,126.7246254,100,0,-0.8025,1.267246254,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,93,ABCO_old_1_1.4,old,1.4,1,117.1928733,2021-04-24,-0.69,-0.64,-0.93,-0.94,-0.665,-0.935,tree,114,CZO,4,spring,204.3210028,57.3572328316705,42.6427671683295,-0.935,2.043210028,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,93,ABCO_Old_1_1.4,Old,1.4,1,117.1928733,2021-04-24,-0.69,-0.64,-0.93,-0.94,-0.665,-0.8025,tree,114,CZO,4,spring,117.1928733,100,0,-0.8025,1.1719287330000001,NA,NA
ABCO,295,150.26899825463954,19.18157018480266,-2.2704244956133333,0.5094009242637658,295,150.26899825463954,19.18157018480266,9N,ABCO_Old_1_2,Old,2,1,141.873314,2020-07-15,-0.601,NA,-1.05,NA,-0.601,-1.05,tree,197,CZO,7,spring,145.8300134,97.2867729298309,2.713227070169097,-1.05,1.4583001340000001,NA,NA
ADFA,379,71.47515646325486,15.011215079840298,-3.3104515573430078,0.2055407648790163,379,71.47515646325486,15.011215079840298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,,ARPA_new_1_1.1,new,1.1,1,207.6236507,2021-07-08,-0.99,-1.05,-1.82,-1.69,-1.02,-1.7,shrub,189,CZO,7,spring,207.6236507,100,0,-1.7,2.076236507,NA,-1.59
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,,ARPA_new_1_1.2,new,1.2,1,200.5565863,2021-06-16,-0.69,-0.62,-1.82,-2.03,-0.655,-1.903333333,shrub,167,CZO,6,spring,200.5565863,100,0,-1.903333333,2.0055658629999997,NA,-1.86
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,,ARPA_new_1_1.4,new,1.4,1,182.6684828,2021-06-16,-0.72,-0.82,-1.71,-1.77,-0.77,-1.74,shrub,167,CZO,6,spring,182.6684828,100,0,-1.74,1.8266848279999999,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,,ARPA_new_1_1.5,new,1.5,1,186.1682799,2021-07-08,-0.81,-0.84,-2.31,-2.21,-0.825,-2.26,shrub,189,CZO,7,spring,186.1682799,100,0,-2.26,1.8616827989999998,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,1,ARPA_New_1_1,New,1,1,73.05716838,2020-10-19,-5.234,-5.401,-6.411,-6.411,-5.3175,-6.411,shrub,292,SEKI,10,fall,171.1453867,42.687197001729054,57.312802998270946,-6.411,1.711453867,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,1,ARPA_old_1_1.1,old,1.1,1,99.03526423,2021-08-19,-2.58,-2.45,-3.23,-3.19,-2.51,-3.21,shrub,231,CZO,8,fall,200.0170847,49.513402506860956,50.486597493139044,-3.21,2.000170847,-2.5,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,10,ARPA_old_1_1.4,old,1.4,1,93.43525204,2021-08-19,-1.6,-1.52,-2.01,-1.99,-1.56,-2,shrub,231,CZO,8,fall,198.0306501,47.182217496542975,52.817782503457025,-2,1.980306501,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,10,ARPA_old_1_1.4,old,1.4,1,96.96616994,2021-04-24,-0.48,-0.44,-0.6,-0.62,-0.46,-0.61,shrub,114,CZO,4,spring,198.0306501,48.96523335707617,51.03476664292383,-0.61,1.980306501,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,10,ARPA_old_1_1.4,old,1.4,1,130.7637128,2021-07-08,-0.8,-0.89,-2.32,-2.17,-0.845,-2.193333333,shrub,189,CZO,7,spring,198.0306501,66.03205752946221,33.96794247053779,-2.193333333,1.980306501,NA,-2.09
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,10,ARPA_old_1_1.4,old,1.4,1,198.0306501,2021-10-16,-1.08,-0.98,-2.08,-1.96,-1.03,-2.02,shrub,289,CZO,10,fall,198.0306501,100,0,-2.02,1.980306501,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,10,ARPA_Old_1_1.4,Old,1.4,1,96.96616994,2021-04-24,-0.48,-0.44,-0.6,-0.62,-0.46,-0.54,shrub,114,CZO,4,spring,96.96616994,100,0,-0.54,0.9696616994,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,107,ARPA_old_1_1.2,old,1.2,1,95.4922543,2021-08-19,-2.77,-1.83,-3.32,-3.24,-2.406666667,-3.28,shrub,231,CZO,8,fall,196.0328418,48.71237565255762,51.28762434744238,-3.28,1.960328418,-2.62,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,107,ARPA_old_1_1.2,old,1.2,1,196.0328418,2021-10-16,-0.92,-0.89,-2.39,-2.39,-0.905,-2.39,shrub,289,CZO,10,fall,196.0328418,100,0,-2.39,1.960328418,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,110,ARPA_old_2_2.5,old,2.5,2,96.1048637,2021-09-17,-1.35,-1.19,-2.89,-2.99,-1.243333333,-2.94,shrub,260,CZO,9,fall,203.9453091,47.12286059635583,52.87713940364417,-2.94,2.039453091,-1.19,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,12,ARPA_old_1_1.4,old,1.4,1,116.7423733,2021-07-30,-1.08,-0.91,-2.97,-2.95,-0.966666667,-2.96,shrub,211,CZO,7,spring,198.0306501,58.95166896692422,41.04833103307578,-2.96,1.980306501,-0.91,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,124,ARPA_old_2_2.2,old,2.2,2,204.3543894,2021-10-17,-1.42,-1.46,-2.05,-2.06,-1.44,-2.055,shrub,290,CZO,10,fall,204.3543894,100,0,-2.055,2.043543894,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,13,ARPA_New_1_5,New,5,1,103.2457854,2020-10-19,-1.407,-1.54,-2.886,-2.843,-1.4735,-2.8645,shrub,292,SEKI,10,fall,168.2523751,61.36364217065962,38.63635782934038,-2.8645,1.682523751,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,15,ARPA_New_1_3,New,3,1,115.5191853,2020-08-26,-1.545,-1.501,-1.945,-2.02,-1.523,-1.9825,shrub,238,CZO,8,fall,151.9559553,76.02149259101793,23.97850740898207,-1.9825,1.519559553,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,15,ARPA_old_1_1.5,old,1.5,1,78.91890347,2021-09-16,-4.43,-4.37,-4.86,-4.78,-4.4,-4.82,shrub,259,CZO,9,fall,199.9553954,39.46825406342599,60.53174593657401,-4.82,1.9995539539999998,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,15,ARPA_old_1_1.5,old,1.5,1,110.8579266,2021-07-08,-0.81,-0.84,-2.31,-2.21,-0.825,-2.26,shrub,189,CZO,7,spring,199.9553954,55.44132799129261,44.55867200870739,-2.26,1.9995539539999998,NA,NA
ARPA,226,111.17046953945551,9.253831149281687,-2.21134555105625,0.27950151391698835,226,111.17046953945551,9.253831149281687,16,ARPA_old_1_1.6,old,1.6,1,81.47969076,2021-09-16,-2.75,-2.68,-4,-4.07,-2.715,-4.035,shrub,259,CZO,9,fall,200.6258702,40.612753818226174,59.387246181773826,-4.035,2.0062587020000002,NA,NA
