sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,surface temp start,taller temp start,surface temp max (within 5 secs of flame end),taller temp max,temp at ignition (lower),temp at ignition (taller),prop new flam,sample.wt,glow pre ignition?,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,notes (flam),prop new lfm,sample length
1.9,3,QUKE,HP,-3.99,80.51038576,,31,4,0,4,20,205,185,1,298.2,230.9,377.9,249.4,297.7,227.8,,2.044,0,2021,August,8.0863,8.7646,0.6783,1,7.2438,sample touching pilot flame causing it to ignite,,
1.1,4,QUKE,HP,-6.06,67.93563905,,46,227,0,227,10,60,50,1,243.9,186.6,362.8,268.6,282.1,177.1,,1.8416,0,2021,August,8.4044,9.2235,0.8191,1,7.1987,,,
1.2,4,QUKE,HP,-10,34.15248263,,,,0,,0,0,0,0,255.3,195.3,,,,,,2.6777,0,2021,August,8.2,8.5391,0.3391,1,7.2071,NOGORI,,
1.3,4,QUKE,HP,-10,46.630558,,,,0,,0,0,0,0,237.4,188.6,,,,,,1.8534,0,2021,August,6.9102,7.2804,0.3702,1,6.1163,NOGORI,,
1.4,4,QUKE,HP,-8.72,39.75420785,,,,0,,0,0,0,0,272.1,197.7,,,,,,2.1273,0,2021,August,7.2971,7.7435,0.4464,1,6.1742,NOGORI,,
1.5,4,QUKE,HP,-8.81,47.99752271,,,,0,,0,0,0,0,263.6,181.1,,,,,,1.8275,0,2021,August,8.1669,8.6319,0.465,1,7.1981,NOGORI,,
1.6,4,QUKE,HP,-7.91,34.92194891,,47,1,5,6,13,383,365,1,252.3,196.6,345,237.6,247.5,192.9,,1.9303,1,2021,August,8.0447,8.34,0.2953,1,7.1991,sample touching pilot flame,,
1.7,4,QUKE,HP,-10,40.96596889,,,,0,,0,0,0,0,263.4,195.2,,,,,,1.4744,0,2021,August,7.0258,7.3761,0.3503,1,6.1707,NOGORI,,
1.8,4,QUKE,HP,-10,23.20774464,,42,386,0,386,15,101,86,M,242.3,193.7,414.3,318.8,272.9,206.1,,2.7214,0,2021,August,7.3339,7.6,0.2661,1,6.1873,M = manual ignition,,
1.9,4,QUKE,HP,-9.9,37.14133496,,44,421,0,421,41,120,79,M,267,190.6,336.9,222,294,195.6,,2.7945,0,2021,August,8.5215,9.0095,0.488,1,7.2076,,,
1.1,5,QUKE,HP,-7.61,61.28348721,,42,2,2,4,27,185,156,1,246.4,197.1,333,277,246.3,193.7,,2.1933,1,2021,August,8.4974,9.3072,0.8098,1,7.176,sample being scorched by pilot flame,,
1.2,5,QUKE,HP,-2.59,35.89832267,,42,4,3,7,37,181,141,1,252.7,190.7,270.1,208.1,248.2,186.4,,2.9844,1,2021,August,8.2879,8.7031,0.4152,1,7.1313,sample being scorched by pilot flame,,
1.3,5,QUKE,HP,-7.57,37.97507073,,41,370,0,370,19,93,74,M,253.5,187,334.2,298.9,278.3,183.6,,2.3522,0,2021,August,8.5488,9.0454,0.4966,1,7.2411,,,
1.4,5,QUKE,HP,-10,30.19713812,,37,439,0,439,15,,,M,261.1,187.7,354.4,256.4,264.7,216.8,,1.5577,0,2021,August,8.8046,9.2963,0.4917,1,7.1763,,,
1.5,5,QUKE,HP,-8.14,40.81523197,,46,1,1,2,21,44,22,1 and M,276.3,212.3,287.3,329.9,272.7,208.8,,1.9712,1,2021,August,8.779,9.3878,0.6088,1,7.2874,"sample being scorched by pilot flame; half of sample burned by this fashion, other half burned by manual ignition",,
1.6,5,QUKE,HP,-10,21.32938188,,34,0,1,1,15,514,498,2,249.2,202.6,278.8,289.4,248.8,200,,2.086,1,2021,August,8.417,8.6689,0.2519,1,7.236,sample being scorched by pilot flame; second ignition - 15:17:52 to 15:18:40 w/ max temps of 266.9 and 210.5,,
1.7,5,QUKE,HP,-8.27,41.40023178,,35,348,0,348,15,64,49,M,261.6,187.6,343,339,297.1,199.3,,2.0576,0,2021,August,8.6707,9.278,0.6073,1,7.2038,,,
1.8,5,QUKE,HP,-8.21,20.74092128,,41,14,0,14,17,271,254,1,259.9,198.6,350.3,290.7,255.1,198.2,,1.1258,0,2021,August,8.4816,8.7369,0.2553,1,7.2507,sample touching pilot flame,,
1.9,5,QUKE,HP,-8.02,38.35542623,,,,0,,0,0,0,0,255.8,199.6,,,,,,2.3225,0,2021,August,8.1708,8.5267,0.3559,1,7.2429,NOGORI,,
1.1,6,QUKE,HP,-9.97,50.55008022,,32,341,0,341,20,71,51,M,261.7,191.3,275.4,230,256,203.2,,1.1179,0,2021,August,8.1301,8.5712,0.4411,1,7.2575,,,
1.2,6,QUKE,HP,-7.87,37.5088968,,34,350,0,350,15,83,68,M,231.6,172.6,299.8,241,274.6,169.8,,1.5366,0,2021,August,8.4499,8.9242,0.4743,1,7.1854,,,
1.3,6,QUKE,HP,-1.35,148.5220994,,30,323,0,323,17,108,91,M,260,212.2,330,240.9,304.8,209.1,,2.0602,0,2021,August,6.8795,7.9548,1.0753,1,6.1555,,,
1.4,6,QUKE,HP,-3.03,103.9099526,,49,380,0,380,17,77,60,M,258.2,208.4,342.6,282.2,276.2,210.9,,2.6472,0,2021,August,7.2509,8.391,1.1401,1,6.1537,,,
1.5,6,QUKE,HP,-1.96,114.9875348,,35,366,0,366,12,99,87,M,268.1,220.8,,,324.7,199.2,,2.5021,0,2021,August,7.8792,8.6633,0.7841,1,7.1973,thermocouple turned off,,
1.6,6,QUKE,HP,-1.11,144.4303107,,40,10,0,10,25,72,47,1,270.3,206.4,324.7,228.3,266.1,209.7,,3.3953,0,2021,August,7.8065,8.6013,0.7948,1,7.2562,sample being scorched by pilot flame,,
1.7,6,QUKE,HP,-9.23,36.00099571,,28,1,0,1,36,,,1,258.6,189.9,325.4,249.6,258.3,189.8,,1.9293,0,2021,August,8.8523,9.4308,0.5785,1,7.2454,sample touching pilot flame,,
1.8,6,QUKE,HP,-3.48,100.3589915,,52,7,28,35,9,149,112,1,262.9,203,307.9,266.5,266.1,203.6,,2.8934,1,2021,August,8.3474,9.5495,1.2021,1,7.1496,sample being scorched by pilot flame,,
1.9,6,QUKE,HP,-3.51,78.77160817,,34,1,418,419,14,,,M,263.9,218.8,286,246.9,276.1,224.6,,1.4649,1,2021,August,7.9838,8.5853,0.6015,1,7.2202,"sample touching pilot flame, starts glowing due to that",,
1.1,7,QUKE,HP,-9.37,21.31041493,,46,2,0,2,12,,,1,232.5,181.9,278.2,276.3,232.3,188.3,,2.0734,0,2021,August,13.3662,13.5968,0.2306,1,12.2841,sample being SCORCHED by pilot flame,,
1.2,7,QUKE,HP,-2.17,105.0114254,,34,339,0,339,13,73,60,M,258.6,205.8,359.2,249.4,297.1,199.1,,3.0378,0,2021,August,13.3177,14.6504,1.3327,1,12.0486,,,
1.3,7,QUKE,HP,-4.33,97.98984342,,39,,0,,23,90,67,M,,,371.8,327.5,281.4,213.5,,3.2016,0,2021,August,13.1731,14.0993,0.9262,1,12.2279,sample loaded before video started,,
1.4,7,QUKE,HP,-3.92,92.82212445,,48,604,0,604,16,,,M,249.5,211.8,268.8,235.9,,,,2.4056,0,2021,August,13.8454,15.3222,1.4768,1,12.2544,thermocouple off during ignition,,
1.5,7,QUKE,HP,-3.26,105.5479727,,18,1,128,129,4,,,1 and M,244.9,197.3,284.3,201.4,284.3,201.4,,2.3014,1,2021,August,13.367,14.6816,1.3146,1,12.1215,sample being scorched by pilot flame; manual ignition at 14:50:43 to 14:50:57 w/ max temps of 272.3 and 207.1,,
1.6,7,QUKE,HP,-4.62,69.53659371,,45,343,0,343,10,73,63,M,239.8,201.1,369.3,272.9,257.4,214.2,,1.8395,0,2021,August,13.239,14.0523,0.8133,1,12.0694,,,
1.7,7,QUKE,HP,-1.68,106.21377,,51,4,384,388,14,502,104,M,255.9,208.2,350.5,267.5,281.5,201.1,,3.4156,1,2021,August,13.1956,14.24,1.0444,1,12.2123,sample touching pilot flame; would not have glowed pre-ignition otherwise,,
1.8,7,QUKE,HP,-1.42,116.8369424,,32,366,0,366,19,123,104,M,260.1,208.4,267.5,215.8,264,209.3,,2.4121,0,2021,August,13.10332,14.2515,1.14818,1,12.1206,,,
1.9,7,QUKE,HP,-2.43,94.7467876,,43,1,397,398,14,501,90,M,255.8,212.6,282.7,235,264.5,217.6,,2.0862,1,2021,August,12.7076,13.209,0.5014,1,12.1784,sample being scorched by pilot flame,,
1.1,8,QUKE,HP,-4.29,88.99151273,,38,2,377,379,12,442,53,M,227.1,189.6,296,231.6,284.2,218.7,,1.4733,1,2021,August,12.4874,12.8439,0.3565,1,12.0868,sample touching pilot flame; would not have glowed pre-ignition otherwise,,
1.2,8,QUKE,HP,-3.58,90.19548416,,24,3,0,3,31,,,1,266.4,219.5,287.2,208.5,265.6,213.7,,3.0147,0,2021,August,6.8473,7.4425,0.5952,1,6.1874,sample being scorched by pilot flame; flame did not spread full length of sample (only portion that was scorched by pilot flame burned),,
1.3,8,QUKE,HP,-5.61,76.32659507,,38,357,0,357,16,81,65,M,233,197.6,327.5,272.6,265.1,194.8,,2.6532,0,2021,August,13.3309,14.2975,0.9666,1,12.0645,,,
1.4,8,QUKE,HP,-4.31,84.25157856,,41,315,0,315,10,107,97,M,231.8,200.8,261.5,235,252.3,202.9,,1.9628,0,2021,August,13.0563,13.7368,0.6805,1,12.2486,,,
1.5,8,QUKE,HP,-5.57,86.72910005,,38,342,0,342,11,79,68,M,242.4,204.8,315.6,244.9,291.4,200.1,,2.0843,0,2021,August,13.0004,13.7598,0.7594,1,12.1248,,,
1.6,8,QUKE,HP,-6.52,41.9702058,,39,344,0,344,10,55,45,M,238.4,204.4,259.2,211.6,244.1,192.5,,1.4854,0,2021,August,13.4016,13.889,0.4874,1,12.2403,,,
1.7,8,QUKE,HP,-3.81,96.2164871,,34,396,0,396,12,122,110,M,249,211,275.7,225.6,251.4,209.6,,2.1194,0,2021,August,7.0175,7.7855,0.768,1,6.2193,,,
1.8,8,QUKE,HP,-4.46,76.06786277,,32,332,0,332,14,98,84,M,234.1,197.7,345.5,275.1,252.2,197.8,,2.7032,0,2021,August,13.5249,14.5382,1.0133,1,12.1928,,,
1.9,8,QUKE,HP,-4.71,75.89955022,,32,392,0,392,10,97,87,M,228.8,200.7,365.4,231.3,295.4,182.8,,1.6612,0,2021,August,13.0151,13.6226,0.6075,1,12.2147,,,
1.1,9,QUKE,HP,-2.8,98.86787146,,49,367,0,367,11,103,92,M,261.1,204.6,249.3,202.5,246.2,198.5,,1.9704,0,2021,August,13.5442,14.9502,1.406,1,12.1221,,,
1.2,9,QUKE,HP,-3.72,85.10328276,,37,3,13,16,32,100,55,1,263.2,202.1,358.1,261.4,253.8,178.2,,3.0439,1,2021,August,13.4446,14.4375,0.9929,1,12.2779,sample being scorched by pilot flame,,
1.3,9,QUKE,HP,-6.74,76.6895806,,41,381,0,381,25,132,107,M,231.6,203.4,269,237.6,255,216.5,,2.3009,0,2021,August,13.4446,14.4375,0.9929,1,12.1499,,,
1.4,9,QUKE,HP,-6.08,71.91363112,,43,327,0,327,19,78,59,M,234.2,192,279.4,252.3,254.5,204.6,,3.6554,0,2021,August,13.876,15.1849,1.3089,1,12.0559,,,
1.5,9,QUKE,HP,-4.01,88.10408922,,27,370,0,370,12,56,44,M,268.2,207,309.5,263.9,257.7,207.6,,1.7486,0,2021,August,12.8853,13.5726,0.6873,1,12.1052,,,
1.6,9,QUKE,HP,-6.49,47.13662862,,39,340,0,340,26,79,53,M,214.2,164.8,311.1,338.8,228.3,167.8,,2.9,0,2021,August,14.1354,15.0976,0.9622,1,12.0941,,,
1.7,9,QUKE,HP,-4.41,71.16253842,,37,378,0,378,18,97,79,M,244.3,197.1,386.4,287.7,293.2,188.6,,2.4343,0,2021,August,12.7408,13.1344,0.3936,1,12.1877,,,
1.8,9,QUKE,HP,-6.72,48.56010568,,33,365,0,365,39,174,135,M,263.1,201.2,278.9,230.9,257.5,203.3,,2.5977,1,2021,August,13.8298,14.565,0.7352,1,12.3158,,,
1.9,9,QUKE,HP,-10,12.37518911,,,0,,,0,,,0,290.9,229.5,,,,,,1.5167,1,2021,August,13.4546,13.6182,0.1636,1,12.1326,sample touching pilot flame; would have been NOGORI otherwise,,
1.1,10,QUKE,HP,-10,13.50324783,,34,3,0,3,11,29,18,1,257.2,220.8,324.7,263.7,257.1,217.1,,1.1544,0,2021,August,14.0148,14.2601,0.2453,1,12.1982,sample being scorched by pilot flame,,
1.2,10,QUKE,HP,-4.49,77.74511405,,41,293,0,293,15,146,131,M,234.5,198.6,402.2,309.1,280,192,,3.0242,0,2021,August,14.0363,15.4644,1.4281,1,12.1994,,,
1.3,10,QUKE,HP,-8.66,48.23085847,,42,343,0,343,10,92,82,M,293.9,240.1,336.2,316.7,294.7,216.9,,1.7156,0,2021,August,13.425,14.0902,0.6652,1,12.0458,,,
1.4,10,QUKE,HP,-7.98,50.41498347,,45,319,0,319,27,80,53,M,251.4,209.3,401,311.1,287.2,213.3,,2.0103,0,2021,August,13.5282,14.2146,0.6864,1,12.1667,,,
1.5,10,QUKE,HP,-6.13,57.08595776,,43,342,0,342,14,80,66,M,275.2,212.1,349.1,301.8,286,220.7,,1.0405,0,2021,August,13.1971,13.8134,0.6163,1,12.1175,,,
1.6,10,QUKE,HP,-6.39,36.99808116,,48,360,0,360,16,79,63,M,249,163.4,344,198.5,252.3,147.5,,1.9829,0,2021,August,13.5644,14.085,0.5206,1,12.1573,,,
1.7,10,QUKE,HP,-5.47,63.90034648,,43,373,0,373,16,159,143,M,236.8,201.7,369.6,361.4,257.2,205.9,,2.37,0,2021,August,13.4221,14.1967,0.7746,1,12.2099,,,
1.8,10,QUKE,HP,-5.62,63.2554586,,29,392,0,392,25,83,58,M,213.4,143.7,294.6,185.1,238.7,147.4,,1.3164,0,2021,August,14.6938,16.2669,1.5731,1,12.2069,,,
1.9,10,QUKE,HP,-6.13,47.01141706,,34,2,318,320,24,495,153,M,258.8,193.5,306.9,204.2,261,171.9,,2.0228,1,2021,August,12.8464,13.1964,0.35,1,2.1019,sample being scorched by pilot flame; would not have glowed prior to ignition otherwise,,
1.1,11,QUKE,HP,-4.28,82.76104329,,40,404,0,404,12,57,45,M,235.8,184.4,295.9,229.4,228.3,166.6,,1.5771,0,2021,August,13.2353,14.1777,0.9424,1,12.0966,"sample touching pilot flame, so short ignition from that at beginning, but did not spread to full sample",,
1.3,11,QUKE,HP,-6.22,64.72906404,,44,308,0,308,18,71,53,M,225.4,153,341.4,203.4,247.6,151.6,,1.6889,0,2021,August,13.3662,14.1546,0.7884,1,12.1482,,,
1.4,11,QUKE,HP,-6.49,61.70235263,,36,345,0,345,24,82,58,M,231.2,163.5,245.4,167.8,251.2,158.4,,2.0045,0,2021,August,14.072,15.2391,1.1671,1,12.1805,,,
1.5,11,QUKE,HP,-10,13.59268588,,39,340,0,340,13,183,170,M,257.5,204.8,277.7,232.1,255.1,214.2,,1.6625,0,2021,August,8.2405,8.3862,0.1457,1,7.1686,,,
1.6,11,QUKE,HP,-5.67,23.40592198,,47,386,0,386,12,54,42,M,239.6,169,267.5,172.4,264.3,162.8,,1.3046,0,2021,August,13.3996,13.6984,0.2988,1,12.123,,,
1.7,11,QUKE,HP,-7.34,55.68535826,,45,327,0,327,23,141,118,M,256.7,186.6,333.7,248.5,245.2,167.8,,2.5716,0,2021,August,13.2041,13.8476,0.6435,1,12.0485,,,
1.1,12,QUKE,HP,-5.88,65.15750389,,38,364,0,364,12,84,72,M,215.2,150.2,308.5,169.5,223,145,,1.983,0,2021,August,12.9851,13.5291,0.544,1,12.1502,,,
1.5,12,QUKE,HP,-5.51,82.00363723,,46,468,0,468,29,56,27,M,249.7,211.2,404.6,292.4,274.1,215.9,,3.2842,0,2021,August,13.342,14.3791,1.0371,1,12.0773,,,
1.5,13,QUKE,HP,-9.24,47.5851088,,50,463,0,463,11,48,37,M,208,147.8,246.8,152,210.2,132.3,,1.5881,0,2021,August,8.4593,9.0869,0.6276,1,7.1404,,,
