"","bins10lfm","bins20lfm","bins40lfm","bins5lfm","bottle.wt","dry.wt","dw.flam.sample","fd","fh","fresh.wt","gd","gdw.gfw","gdw.gww","gdw.gww.saturated","glow","gr","gti","gww.gdw","gww.gdw.saturated","hydration","ignition","ignition.temp","individual","lfm","lfm.NAs.imputed","lfm.notes","lfm.outliers.out","max.mpa.sample","model","model.spp.gr","model.spp.gr.sample","month","mpa","n","pfg","prop.ignite","prop.new","ros","round","RWC","RWD","sample","sample.wt","site","spp","start.temp","temp.max","total","ttfg","tti","ttms","water.wt","ww.flam.sample","year","year.month","mean.wt","dry.norm.fh","dry.norm.gd","dry.norm.fd","dry.norm.pfg","dry.norm.ttfg","dry.norm.tti","dry.norm.gti","temp.change","PC1.norm","PC2.norm","PC3.norm","PC4.norm","PC5.norm","PC6.norm","PC7.norm","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"1","(150,160]","(140,160]","(120,160]","(155,160]",7.312,7.5903,2.67439904758348,76,37,8.0322,108,0.944983939642937,0.629780493324281,0.541882352941176,1,"(150,160]",31,1.587854833,1.845419019,"hydrated",1,252.2,"2020_October_ABCO_2.2",158.7854833,158.7854833,"0",158.7854833,-0.046,"HP","2020_October_HP_ABCO_(150,160]","2020_October_HP_ABCO_(150,160]_2.2","October",-2.262,12,1,3408,90,0.131578947368421,4,86.0430512881801,13.9569487118199,2.2,2.8301,"SEKI","ABCO",256.6,287.5,409,32,63,2,0.4419,0.155700952416523,2020,"2020_October",3.70336718504992,13.8348837782575,40.3829040014003,28.4175991120965,0.373915777790744,11.9653048893038,23.5566940008169,11.5913891115131,30.9,-0.553555246237089,-1.82793436886177,-0.291581618066917,-0.303071894858346,-0.116992452118958,0.126217344975201,-0.0116781726824241,-1.39244052601118,-1.4615047177681,0.213650867325843,0.551690529277112,-0.116820131580107,0.00369200962153993,0.0136088856318965,-0.000983840060190575
"2","(80,90]","(80,100]","(80,120]","(80,85]",12.158,12.6388,3.50181583162029,25,25,13.0372,26,0.969441291074771,1.20682730923695,0.596538985028194,0,"(80,90]",0.5,0.8286189684,1.676336375,"hydrated",1,238.1,"2020_October_ARPA_1.2",82.86189684,82.86189684,"0",82.86189684,-0.046,"HP","2020_October_HP_ARPA_(80,90]","2020_October_HP_ARPA_(80,90]_1.2","October",-4.9,12,1,3408,NA,0.4,6,49.4303518528613,50.5696481471387,1.2,3.6122,"SEKI","ARPA",252.6,337.9,409,32,32,7,0.3984,0.110384168379714,2020,"2020_October",3.70336718504992,7.13915328563482,7.42471941706021,7.13915328563482,0.285566131425393,9.13811620561257,9.13811620561257,0.142783065712696,85.3,-1.86902252942307,0.223099555031263,-0.394978699884538,-0.0157143695466024,-0.447871648342512,0.0379406242985082,0.150425128022971,-2.37270581485265,0.00328759182380846,0.235969828981367,0.971499214865201,-0.591845689603756,0.584867896170126,0.0398174818181992,-0.00137644155916384
"3","(100,110]","(100,120]","(80,120]","(100,105]",7.1971,7.6118,3.98552600241651,32,20,8.0281,40,0.948144641945168,0.996156617823684,0.914071856287425,0,"(100,110]",0.5,1.003858211,1.094005896,"hydrated",1,223.1,"2020_October_ARPA_2.4",100.3858211,100.3858211,"0",100.3858211,-0.046,"HP","2020_October_HP_ARPA_(100,110]","2020_October_HP_ARPA_(100,110]_2.4","October",-4.224,8,8,5112,NA,0.3125,2,91.7598538244075,8.24014617559246,2.4,4.2035,"SEKI","ARPA",219.2,260.1,409,47,47,24,0.4163,0.217973997583488,2020,"2020_October",3.70336718504992,5.01815820242386,10.0363164048477,8.02905312387818,2.00726328096954,11.7926717756961,11.7926717756961,0.125453955060597,40.9,5.64622018828251,-1.53648781551997,-1.03684263085623,-0.49929439070634,0.2146913411398,-0.138736393071185,-0.416852935188373,0.729938351276974,-3.13198294915611,-1.09382684226042,0.71825653598924,1.69816470566634,-0.161722214270802,-0.0537076951140398,-0.000437274191611966
"4","(110,120]","(100,120]","(80,120]","(115,120]",7.2073,7.7816,7.20533148854286,29,43,8.4707,40,0.918648990048048,0.833405891742853,0.669349429912811,0,"(110,120]",0.5,1.199895525,1.493987976,"hydrated",1,252.2,"2020_October_PIJE_1.8",119.9895525,119.9895525,"0",119.9895525,-0.046,"HP","2020_October_HP_PIJE_(110,120]","2020_October_HP_PIJE_(110,120]_1.8","October",-3.563,6,11,6817,100,0.344827586206897,6,80.3149385587826,19.6850614412174,1.8,7.8434,"SEKI","PIJE",271.3,347.3,409,66,66,12,0.6891,0.638068511457141,2020,"2020_October",3.70336718504992,5.96780315636747,5.5514447966209,4.02479747755015,1.52664731907075,9.15988391442449,9.15988391442449,0.0693930599577613,76,-1.04449685400723,-1.09781470165624,-0.874457338721489,0.853407407768683,0.252842439888328,0.0188805530513333,0.0767622358616402,-1.03887357117515,-0.69455302028326,1.40507929050341,-0.191243700673242,-1.15532634543309,0.428982085890335,-0.0160918159227835,-0.00107558412149183
"5","(130,140]","(120,140]","(120,160]","(130,135]",7.2358,7.4244,6.8860158945229,20,40,7.6756,33,0.967272916775236,0.75079617834395,0.573335644937587,0,"(130,140]",0.5,1.331919406,1.744179014,"hydrated",1,268.4,"2020_October_PIJE_1.2",133.1919406,133.1919406,"0",133.1919406,-0.046,"HP","2020_October_HP_PIJE_(130,140]","2020_October_HP_PIJE_(130,140]_1.2","October",-3.333,12,13,3408,100,0.5,6,76.3636871736837,23.6363128263163,1.2,7.119,"SEKI","PIJE",273.5,333.7,409,66,66,7,0.2512,0.232984105477096,2020,"2020_October",3.70336718504992,5.80887418976418,4.79232120655545,2.90443709488209,1.88788411167336,9.5846424131109,9.5846424131109,0.0726109273720523,60.2,-0.253185605154764,-0.323476366624707,-0.658719722949452,-1.18005270254144,0.640194958527414,-0.141676790066013,-0.106025041739424,1.48208848097535,-1.1688768737105,0.0663721377855812,0.566046628954496,0.126638406636934,0.93836552295931,-0.0621780460019405,-0.00105266417734382
"6","(120,130]","(120,140]","(120,160]","(120,125]",7.2006,7.7564,6.90464837165205,29,27,8.438,46,0.919222564588765,0.81543427230047,0.623787011694447,1,"(120,130]",1,1.22634041,1.603111288,"hydrated",1,253.1,"2020_October_PIJE_1.4",122.634041,122.634041,"0",122.634041,-0.046,"HP","2020_October_HP_PIJE_(120,130]","2020_October_HP_PIJE_(120,130]_1.4","October",-3.987,15,16,2727,100,0.344827586206897,5,76.4975219861342,23.5024780138658,1.4,7.5114,"SEKI","PIJE",263.5,348,409,64,65,8,0.6816,0.606751628347951,2020,"2020_October",3.70336718504992,3.910409125373,6.66217850989474,4.20006906058581,2.31727948170252,9.26911792681007,9.41394789441648,0.144829967606407,84.5,1.88976202707625,1.03158980363734,1.66125510497429,-0.964822852204515,0.414263379695075,0.0639820267456522,-0.186680620978603,-0.163060029999672,-0.275764763324579,-2.59055829310803,-0.0602010471514424,-0.464481436000749,0.0964597484767397,-0.0353332808405362,-0.000711143334377345
"7","(130,140]","(120,140]","(120,160]","(130,135]",7.2418,7.6823,5.78887036104013,28,40,8.2567,45,0.930432255017138,0.766887186629527,0.669349429912811,0,"(130,140]",0.5,1.303972758,1.493987976,"hydrated",1,252.6,"2020_October_PIJE_1.8",130.3972758,130.3972758,"0",130.3972758,-0.046,"HP","2020_October_HP_PIJE_(130,140]","2020_October_HP_PIJE_(130,140]_1.8","October",-2.232,12,17,3408,100,0.357142857142857,5,87.2813422161036,12.7186577838964,1.8,6.2217,"SEKI","PIJE",274.2,347.3,409,67,67,11,0.5744,0.432829638959875,2020,"2020_October",3.70336718504992,6.90981098302103,7.77353735589866,4.83686768811472,2.93666966778394,11.5739333965602,11.5739333965602,0.0863726372877629,73.1,0.442063209955894,-1.51672480373512,1.42506146252073,0.0521844207686305,-0.235418296166034,0.265541523539719,0.100475033514537,-0.652732626848485,-1.21501194032444,-0.612353953404289,-0.381794067632212,0.899806744559869,-0.914933720223607,0.0379348831317625,0.000197522442911093
"8","(110,120]","(100,120]","(80,120]","(110,115]",12.2025,12.8803,7.60423935923254,30,36,13.6555,50,0.943231664896928,0.874355005159958,0.611753371868979,0,"(110,120]",0.5,1.143700207,1.634645669,"hydrated",1,219.1,"2020_October_PIJE_1.6",114.3700207,114.3700207,"0",114.3700207,-0.046,"HP","2020_October_HP_PIJE_(110,120]","2020_October_HP_PIJE_(110,120]_1.6","October",-3.702,6,20,6817,100,0.333333333333333,7,69.9662458164198,30.0337541835802,1.6,8.0619,"SEKI","PIJE",275.4,510.5,409,74,74,15,0.7752,0.457660640767456,2020,"2020_October",3.70336718504992,4.73420131841211,6.57527960890571,3.94516776534343,2.63011184356229,9.73141382118046,9.73141382118046,0.0657527960890571,235.1,0.969613512414081,-1.53080707300686,-0.658756484796384,-0.409806300282976,0.60110101301317,0.00728090911527518,-0.0885789266114624,-0.82381650023469,-2.14524902559279,-0.316053172605914,1.25379295232164,-0.413745986588343,0.086110472640119,0.0184087276562085,-0.00153411483789306
"9","(90,100]","(80,100]","(80,120]","(95,100]",7.2163,7.5385,0.449094780639251,7,32,7.8592,28,0.959194320032573,1.00467726847521,0.655465759251385,0,"(90,100]",0.5,0.9953445065,1.525632706,"hydrated",1,271.3,"2020_October_QUKE_1.7",99.53445065,99.53445065,"0",99.53445065,-0.046,"HP","2020_October_HP_QUKE_(90,100]","2020_October_HP_QUKE_(90,100]_1.7","October",-5.016,7,21,5843,NA,1.42857142857143,8,65.24142426847,34.75857573153,1.7,0.4682,"SEKI","QUKE",275.8,268.8,409,11,11,1,0.3207,0.0191052193607492,2020,"2020_October",3.70336718504992,71.2544464543777,62.3476406475805,15.5869101618951,46.7607304856854,24.4937159686923,24.4937159686923,1.11335072584965,-7,0.0375547094997465,-0.342544141342311,-0.837528803988349,0.832882124147236,-0.952189679845539,-0.0150454055333665,0.123396210349218,-1.40867966411804,0.780242897379059,0.741063068989137,-0.402402878407779,0.984295254785326,-0.761949860398982,-0.0184579812650128,-0.000118574531923328
"10","(120,130]","(120,140]","(120,160]","(120,125]",7.2069,7.5225,5.14261927336165,21,51,7.9104,64,0.950963288834951,0.813611755607115,0.573335644937587,1,"(120,130]",21,1.229087452,1.744179014,"hydrated",1,286.2,"2020_October_PIJE_1.2",122.9087452,122.9087452,"0",122.9087452,-0.046,"HP","2020_October_HP_PIJE_(120,130]","2020_October_HP_PIJE_(120,130]_1.2","October",-3.716,15,22,2727,100,0.476190476190476,5,70.4679647062879,29.5320352937121,1.2,5.4078,"SEKI","PIJE",270.5,336.9,409,77,98,8,0.3879,0.265180726638349,2020,"2020_October",3.70336718504992,9.91712535753441,12.4450200565138,4.08352220604358,4.27797564442661,14.9729147554931,19.0564369615367,4.08352220604358,66.4,1.08496695714036,-0.21763377853516,1.5719696238689,1.01016329735012,-0.252322893449642,-0.163566928719645,0.0706028015480565,-1.24812081509303,0.393567101126882,-1.54203039211851,-1.42259057865687,-0.0334279712217842,-0.738063226331108,-0.0874670804693634,5.44979021855719e-05
"11","(80,90]","(80,100]","(80,120]","(80,85]",12.1961,12.3363,3.25114918222329,15,51,12.4545,38,0.990509454414067,1.18612521150592,0.468518789301045,0,"(80,90]",0.5,0.8430813124,1.612182502,"hydrated",1,238.9,"2020_October_PIJE_1.5",84.30813124,84.30813124,"0",84.30813124,-0.046,"HP","2020_October_HP_PIJE_(80,90]","2020_October_HP_PIJE_(80,90]_1.5","October",-4.25,2,23,20450,100,0.666666666666667,7,52.2944090606437,47.7055909393563,1.5,3.2823,"SEKI","PIJE",251.8,296.9,409,53,53,5,0.1182,0.031150817776707,2020,"2020_October",3.70336718504992,15.6867609394423,11.6881748176236,4.61375321748302,7.07442160014063,16.3019280351067,16.3019280351067,0.153791773916101,45.1,1.84188472194568,-0.413166556229216,1.02630838211836,0.356657640401423,-0.262016850566949,0.221082512335201,0.0768023756986889,-1.2740602496905,-0.227042215506871,-0.727430400839972,-0.612868713050996,0.430415410891293,0.0771262030151457,-0.127150625584011,-0.000436394621919032
"12","(60,70]","(60,80]","(40,80]","(65,70]",12.1312,12.5747,0.678244924923058,2,38,12.8668,29,0.97729816271334,1.51831564532694,0.704553539665597,1,"(60,70]",3,0.6586245772,1.419338551,"hydrated",1,250.1,"2020_October_QUKE_1.4",65.86245772,65.86245772,"0",65.86245772,-0.046,"HP","2020_October_HP_QUKE_(60,70]","2020_October_HP_QUKE_(60,70]_1.4","October",-7.222,4,24,10225,NA,5,9,46.4036277134841,53.5963722865159,1.4,0.694,"SEKI","QUKE",251.6,251.1,409,11,14,1,0.2921,0.0157550750769422,2020,"2020_October",3.70336718504992,56.0269581144464,42.7574154031301,2.94878726918139,35.3854472301767,16.2183299804976,20.6415108842697,4.42318090377208,-0.5,0.987502900413471,-2.04869193722265,-1.04931834341844,0.64046007488819,0.628039323436175,0.00667893200365632,0.0210286883568505,-0.351015471424918,-2.11474939001,0.62081833723041,0.528144090658158,-0.972667297731206,-1.04225386514804,-5.67023242839457e-05,-0.00151931417283543
"13","(140,150]","(140,160]","(120,160]","(145,150]",12.2256,12.6004,4.82226648620289,11,40,13.1513,35,0.958110605035244,0.680341259756763,0.573335644937587,0,"(140,150]",0.5,1.469850587,1.744179014,"hydrated",1,261.2,"2020_October_PIJE_1.2",146.9850587,146.9850587,"0",146.9850587,-0.046,"HP","2020_October_HP_PIJE_(140,150]","2020_October_HP_PIJE_(140,150]_1.2","October",-1.786,13,24,3146,100,0.909090909090909,3,84.2717734362099,15.7282265637901,1.2,5.0331,"SEKI","PIJE",263.3,315.9,409,74,74,8,0.5509,0.210833513797115,2020,"2020_October",3.70336718504992,8.29485473572335,7.25799789375793,2.28108505232392,4.97691284143401,15.3454812610882,15.3454812610882,0.103685684196542,52.6,2.84549990141493,-1.20521136373942,-0.356675322895643,0.985131948608955,-1.57849462168843,0.237988890601584,0.0724210072138057,-3.59051649463417,-0.293712610434723,-0.0780399970365154,0.764596397820344,-0.109227928333518,0.64275408411039,0.0117023870606706,-0.00110853209533232
"14","(120,130]","(120,140]","(120,160]","(125,130]",12.26,12.6417,6.71802362211918,25,46,13.1343,52,0.962495146296339,0.774868047097037,0.669349429912811,1,"(120,130]",2,1.290542311,1.493987976,"hydrated",1,278.7,"2020_October_PIJE_1.8",129.0542311,129.0542311,"0",129.0542311,-0.046,"HP","2020_October_HP_PIJE_(120,130]","2020_October_HP_PIJE_(120,130]_1.8","October",-4.468,15,25,2727,100,0.4,4,86.3823760118402,13.6176239881598,1.8,6.9798,"SEKI","PIJE",277,362.9,409,66,68,7,0.4926,0.261776377880816,2020,"2020_October",3.70336718504992,6.84725189839232,7.7403717112261,3.72133255347408,3.72133255347408,9.82431794117158,10.1220245454495,0.297706604277927,85.9,2.89004951958917,-1.15538656671255,-0.0666499925766661,-0.328835503423234,-1.50458280286321,0.166285904915702,-0.168998534245096,-3.07535137655312,-0.419756387355663,-0.351208273611784,0.814891795221112,0.552697684606534,0.051659483720662,0.0223666232261921,-0.000846866647546826
"15","(180,190]","(180,200]","(160,200]","(180,185]",7.2443,7.5545,2.79134203455841,26,42,8.1138,52,0.931068056890729,0.554621848739496,0.554621848739496,0,"(180,190]",0.5,1.803030303,1.803030303,"hydrated",1,257.1,"2020_October_ABCO_2.1",180.3030303,180.3030303,"0",180.3030303,-0.046,"HP","2020_October_HP_ABCO_(180,190]","2020_October_HP_ABCO_(180,190]_2.1","October",-0.995,8,26,5112,NA,0.384615384615385,2,100,0,2.1,2.998,"SEKI","ABCO",278.2,288.9,409,77,77,2,0.5593,0.206657965441593,2020,"2020_October",3.70336718504992,15.0465258216356,18.6290319696441,9.31451598482206,9.31451598482206,27.5852973396653,27.5852973396653,0.179125307400424,10.7,2.38274780657899,-1.15459681880803,-0.472751605571616,1.08669128369039,-1.69781200196577,0.191805335153027,0.0955956466953934,-3.23265326498703,0.096208812399959,0.0231158934132459,0.449268603884461,0.53363258661225,-0.120642863924014,0.0152155648943788,-0.00068034862972448
"16","(100,110]","(100,120]","(80,120]","(105,110]",12.1682,12.6516,7.36978113533937,57,41,13.1802,92,0.959894387035098,0.914491108588724,0.611753371868979,1,"(100,110]",9,1.093504344,1.634645669,"hydrated",1,262.7,"2020_October_PIJE_1.6",109.3504344,109.3504344,"0",109.3504344,-0.046,"HP","2020_October_HP_PIJE_(100,110]","2020_October_HP_PIJE_(100,110]_1.6","October",-3.468,7,26,5843,100,0.175438596491228,3,66.8954969714602,33.1045030285398,1.6,7.6777,"SEKI","PIJE",270.7,291.7,409,92,101,47,0.5286,0.307918864660627,2020,"2020_October",3.70336718504992,5.56325883320984,12.4834100647635,7.73428667056002,3.52792023569404,12.4834100647635,13.704613223273,1.22120315850948,21,2.72756065798908,-1.64753049046202,-0.317475113369818,1.12822209024308,-1.67769539184513,0.277204198918371,0.0740945608275625,-3.5401991971541,-0.277151752890668,-0.0463019970509153,0.672456671643423,0.0305665771367232,0.425978031887906,0.0120256250503804,-0.00100519588964788
"17","(100,110]","(100,120]","(80,120]","(105,110]",12.2529,12.6345,8.02946882710846,49,32,13.0498,75,0.968175757482873,0.918853840597156,0.596443030653556,0,"(100,110]",0.5,1.088312369,1.676606061,"hydrated",1,243.7,"2020_October_PIJE_1.3",108.8312369,108.8312369,"0",108.8312369,-0.046,"HP","2020_October_HP_PIJE_(100,110]","2020_October_HP_PIJE_(100,110]_1.3","October",-3.501,7,26,5843,100,0.204081632653061,7,64.9116327511594,35.0883672488406,1.3,8.2934,"SEKI","PIJE",246,275.9,409,68,68,31,0.4153,0.263931172891539,2020,"2020_October",3.70336718504992,3.98531966298494,9.34059296012096,6.10252073394569,3.23807222617527,8.468804283843,8.468804283843,0.0622706197341397,29.9,-1.93448846270028,1.94527420383153,-1.39064075209494,0.396184702092099,0.195883087711088,-0.34363194416131,0.13587034291448,2.59580819836102,3.07283441000358,0.718989391053368,1.02083843250663,-0.906316540170283,-0.209615373822624,-0.0788126352269132,-0.00218084357105785
"18","(90,100]","(80,100]","(80,120]","(90,95]",7.2127,7.5064,6.87129721911808,23,46,7.7853,52,0.964176075424197,1.05306561491574,0.669349429912811,1,"(90,100]",3,0.949608444,1.493987976,"hydrated",1,227.5,"2020_October_PIJE_1.8",94.9608444,94.9608444,"0",94.9608444,-0.046,"HP","2020_October_HP_PIJE_(90,100]","2020_October_HP_PIJE_(90,100]_1.8","October",-4.339,3,26,13633,100,0.434782608695652,7,63.5619870611328,36.4380129388672,1.8,7.1266,"SEKI","PIJE",245,400.3,409,54,57,16,0.2789,0.255302780881919,2020,"2020_October",3.70336718504992,6.69451466486033,7.56771222984211,3.34725733243017,3.78385611492106,7.85877808483604,8.29537686732693,0.436598782490891,155.3,-1.29205460012105,1.26519019952178,-0.748005207802131,-1.62909612051824,0.355225249122931,-0.301316393395492,-0.0562127122896639,4.28147071599893,1.73717716986001,0.510113562728934,0.141240857794881,0.519332473357539,1.56501933025068,-0.155876664584383,-0.000955388842018724
"19","(140,150]","(140,160]","(120,160]","(140,145]",7.2278,7.4194,1.90840513760514,7,36,7.6923,33,0.964522964522964,0.702088677171126,0.399281383337075,0,"(140,150]",0.5,1.424321503,1.424321503,"hydrated",1,230.4,"2020_October_QUKE_1.6",142.4321503,142.4321503,"0",142.4321503,-0.046,"HP","2020_October_HP_QUKE_(140,150]","2020_October_HP_QUKE_(140,150]_1.6","October",-0.224,5,26,8180,NA,1.42857142857143,1,100,0,1.6,1.9786,"SEKI","QUKE",238.5,269.7,409,20,20,1,0.2729,0.0701948623948625,2020,"2020_October",3.70336718504992,18.8639190340771,17.2919257812373,3.66798425662609,13.6239415246112,10.4799550189317,10.4799550189317,0.261998875473292,31.2,-0.864274404155626,2.14209840478566,-1.08009426869302,-1.32352649958906,0.350663140273143,-0.405575751976478,0.0172710142913029,4.49272880584151,3.51871461213985,-0.777009535996951,2.58139986926966,-0.37742132973705,-0.621518532947847,-0.0846638539578182,-0.00303488223620647
"20","(130,140]","(120,140]","(120,160]","(135,140]",12.1222,12.6826,9.08401586601307,35,31,13.464,82,0.941963755199049,0.717174302533915,0.59768140832975,1,"(130,140]",21,1.394361171,1.673132184,"hydrated",1,260.1,"2020_October_PIJE_1.7",139.4361171,139.4361171,"0",139.4361171,-0.046,"HP","2020_October_HP_PIJE_(130,140]","2020_October_HP_PIJE_(130,140]_1.7","October",-2.794,12,26,3408,100,0.285714285714286,3,83.3383748357804,16.6616251642196,1.7,9.6437,"SEKI","PIJE",251.3,325.6,409,66,87,16,0.7814,0.559684133986929,2020,"2020_October",3.70336718504992,3.41258761072659,9.0268446477284,3.85292149598164,2.86217025415779,7.26550910670823,9.57726200429721,2.31175289758898,74.3,2.72235041874645,1.36955521049341,0.328270270973512,0.605448069571986,0.151531224697068,0.189089889390041,0.06264587495008,1.42292685470723,1.88182994832627,-0.758197524134509,-0.853942197812267,0.855494437145311,-0.435743091395425,-0.121564340850372,-0.000127263355004627
"21","(40,50]","(40,60]","(40,80]","(40,45]",7.2261,9.50162386198829,0.416443250149344,5,26,9.69229256357293,31,0.98032780166983,5.23522132066595,0.619986088569442,0,NA,0.5,0.429842161105953,1.612939417,"dry",1,219.3,"2020_October_QUKE_1.2",NA,42.9842161105953,"missing wet and dry weights",NA,-0.046,"HP","2020_October_HP_QUKE_NA","2020_October_HP_QUKE_NA_1.2","October",-8.3,1,26,40900,NA,2,5,26.6496160100943,73.3503839899057,1.2,0.4248,"SEKI","QUKE",217.5,237,409,10,10,1,0.434656669242559,0.00835674985065621,2020,"2020_October",3.70336718504992,62.4334768078867,74.4399146555572,12.0064378476705,62.4334768078867,24.012875695341,24.012875695341,1.20064378476705,19.5,0.219268121999544,1.81685893862652,-1.28406268398011,-0.669093540905919,0.164357802272143,-0.384065659013735,0.05334744534784,3.17912891222341,2.99963080125065,-0.38630298822202,1.70101210999931,0.225659433006308,-0.8591332623279,-0.0751091437768846,-0.0021469816294006
"22","(80,90]","(80,100]","(80,120]","(85,90]",7.2426,7.4692,1.81188403920817,28,49,7.6729,56,0.97345201944506,1.11242022582229,0.611753371868979,1,"(80,90]",2,0.898940865,1.634645669,"hydrated",1,225.8,"2020_October_PIJE_1.6",89.8940865,89.8940865,"missing flam weight",89.8940865,-0.046,"HP","2020_October_HP_PIJE_(80,90]","2020_October_HP_PIJE_(80,90]_1.6","October",-3.99,2,26,20450,NA,0.357142857142857,8,54.9930105372579,45.0069894627421,1.6,1.86129773529165,"SEKI","PIJE",240.6,394,409,66,68,9,0.2037,0.0494136960834768,2020,"2020_October",3.70336718504992,27.0436732923669,30.9070551912765,15.4535275956383,14.3497041959498,36.4261721897187,37.5299955894072,1.10382339968845,153.4,0.146168954555782,0.221834203981201,1.62930872635275,0.145111217486339,0.56453685084683,0.0369188535484066,0.0364288049541571,0.737241194662795,-0.0571262033676623,-1.09534260266129,-1.06843818663431,-0.29992881500782,0.252382583012489,0.348293413783562,0.00159739132589059
"23","(110,120]","(100,120]","(80,120]","(115,120]",7.2538,7.5529,4.94403628720832,27,44,7.8981,54,0.956293285726947,0.866454229432214,0.562616822429907,0,"(110,120]",0.5,1.154129054,1.777408638,"hydrated",1,232.3,"2020_October_PIJE_1.9",115.4129054,115.4129054,"0",115.4129054,-0.046,"HP","2020_October_HP_PIJE_(110,120]","2020_October_HP_PIJE_(110,120]_1.9","October",-3.805,6,27,6817,100,0.37037037037037,7,64.9332420989393,35.0667579010607,1.9,5.17,"SEKI","PIJE",237.9,381.7,409,59,59,4,0.3452,0.225963712791684,2020,"2020_October",3.70336718504992,8.89961105541256,10.9222499316427,5.46112496582134,5.46112496582134,11.9335693697578,11.9335693697578,0.101131943811506,143.8,0.489787637784175,2.47145674544242,1.46824051337373,-0.820004688731601,1.29752847490936,0.104299003574013,-0.27318170734438,0.480636122118611,0.928327799058473,-2.21977757973986,0.715854165795464,-2.23451637501358,1.65628980829682,0.196426886844739,-0.000972061662887419
"24","(120,130]","(120,140]","(120,160]","(125,130]",7.1955,7.6701,12.162599054245,65,44,8.2791,107,0.926441279849259,0.779310344827586,0.59768140832975,1,"(120,130]",14,1.283185841,1.673132184,"hydrated",1,241.9,"2020_October_PIJE_1.7",128.3185841,128.3185841,"0",128.3185841,-0.046,"HP","2020_October_HP_PIJE_(120,130]","2020_October_HP_PIJE_(120,130]_1.7","October",-2.889,15,28,2727,100,0.153846153846154,6,76.6936320555531,23.3063679444469,1.7,13.1283,"SEKI","PIJE",244.4,410.9,409,93,107,12,0.609,0.965700945754973,2020,"2020_October",3.70336718504992,3.61764782377193,8.79746175326355,5.3442524669358,2.3021395242185,7.6463919911543,8.79746175326355,1.15106976210925,166.5,0.0553304471576969,0.943528638295994,-0.754193178720893,-0.30135047022874,-0.791237229419854,-0.146409080117656,0.0844887376746257,-0.66077779430623,1.32717933286548,0.283792912419411,0.108015587952474,1.13691844429388,-0.301616828473707,-0.0278302489144819,-0.000380592187252279
"25","(100,110]","(100,120]","(80,120]","(100,105]",12.1932,12.54,0.405792521726996,5,45,12.8987,33,0.972190995991844,0.966824644549763,0.617011278195491,0,"(100,110]",0.5,1.034313725,1.620715918,"hydrated",1,222.9,"2020_October_QUKE_1.8",103.4313725,103.4313725,"0",103.4313725,-0.046,"HP","2020_October_HP_QUKE_(100,110]","2020_October_HP_QUKE_(100,110]_1.8","October",-2.808,11,28,3718,NA,2,6,63.8183233417221,36.1816766582779,1.8,0.4174,"SEKI","QUKE",220.7,223.6,409,20,20,1,0.3587,0.0116074782730043,2020,"2020_October",3.70336718504992,110.8941086654,81.3223463546264,12.3215676294888,69.0007787251376,49.2862705179554,49.2862705179554,1.23215676294888,2.90000000000001,-0.420681153179565,0.956378806781529,-0.958491769676556,0.157352746981877,-0.40631801242697,-0.159204260061218,0.145169204748147,-0.684361791821781,1.16469579029825,0.380738656449111,0.485384130845071,0.245478765312909,-0.0442865069960831,-0.0152147133487184,-0.000970381234832259
"26","(30,40]","(20,40]","(0,40]","(30,35]",7.2522,7.6118,0.435557155253921,6,28,7.7209,34,0.985869522983072,3.29605866177818,0.655465759251385,0,"(30,40]",0.5,0.3033926585,1.525632706,"dry",1,221.8,"2020_October_QUKE_1.7",30.33926585,30.33926585,"0",30.33926585,-0.046,"HP","2020_October_HP_QUKE_(30,40]","2020_October_HP_QUKE_(30,40]_1.7","October",-8.25,2,28,20450,NA,1.66666666666667,4,19.8863499259566,80.1136500740434,1.7,0.4418,"SEKI","QUKE",223.1,234.9,409,9,9,1,0.1091,0.00624284474607883,2020,"2020_October",3.70336718504992,64.2854781794976,78.0609377893899,13.7754596098923,64.2854781794976,20.6631894148385,20.6631894148385,1.14795496749103,11.8,-0.227950923622533,-0.20791225703683,-0.537996453055705,-0.746505665837462,0.103149731092515,-0.0577901720463153,-0.0195515281895004,-0.495194940496135,-0.484845475310704,0.465021904128158,0.203386740266999,0.0379069362308038,1.36043641138937,-0.03170868042004,-0.00072540098552307
"27","(110,120]","(100,120]","(80,120]","(110,115]",7.2272,7.6426,2.19539843825173,9,15,8.1063,37,0.942797577193047,0.89583782618072,0.89583782618072,0,"(110,120]",0.5,1.116273471,1.116273471,"hydrated",1,271.7,"2020_October_ARPA_2.5",111.6273471,111.6273471,"0",111.6273471,-0.046,"HP","2020_October_HP_ARPA_(110,120]","2020_October_HP_ARPA_(110,120]_2.5","October",-0.11,8,28,5112,NA,1.11111111111111,1,100,0,2.5,2.3286,"SEKI","ARPA",269.8,271.8,409,51,51,4,0.4637,0.13320156174827,2020,"2020_October",3.70336718504992,6.83247274783752,16.8534327779992,4.09948364870251,12.7539491292967,23.2304073426476,23.2304073426476,0.227749091594584,2,0.930587462746745,0.807231055790148,1.3603297006227,-0.384469864286978,1.04047084652473,0.158168852069471,-0.0349141273338959,0.588530187036585,-0.308282026060834,-1.77393646236492,0.241368237868341,-1.03279709334511,0.684492164062358,0.192041429419749,-0.0002212665775643
