"","bins10lfm","bins20lfm","bins40lfm","bins5lfm","bottle.wt","dry.wt","dw.flam.sample","fd","fh","fresh.wt","gd","gdw.gfw","gdw.gww","gdw.gww.saturated","glow","gr","gti","gww.gdw","gww.gdw.saturated","hydration","ignition","ignition.temp","individual","lfm","lfm.NAs.imputed","lfm.notes","lfm.outliers.out","max.mpa.sample","model","model.spp.gr","model.spp.gr.sample","month","mpa","n","pfg","prop.ignite","prop.new","ros","round","RWC","RWD","sample","sample.wt","site","spp","start.temp","temp.max","total","ttfg","tti","ttms","water.wt","ww.flam.sample","year","year.month","mean.wt","dry.norm.fh","dry.norm.gd","dry.norm.fd","dry.norm.pfg","dry.norm.ttfg","dry.norm.tti","dry.norm.gti","temp.change","PC1.norm","PC2.norm","PC3.norm","PC4.norm","PC5.norm","PC6.norm","PC7.norm","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"195","(120,130]","(120,140]","(120,160]","(120,125]",12.1234,9.94526898110908,1.53415862434597,14,49,13.2296,98,0.751743739879443,-0.164640731306383,-0.164640731306383,0,NA,0.5,1.22878854495656,1.326933936,"hydrated",1,226.7,"2020_October_CADE_2.3",NA,122.878854495656,"missing dry wt",NA,-0.046,"HP","2020_October_HP_CADE_NA","2020_October_HP_CADE_NA_2.3","October",-2.028,8,84,5112,NA,0.714285714285714,8,92.6035962770461,7.39640372295392,2.3,2.0408,"SEKI","CADE",228.7,278.5,409,39,39,2,13.2296,0.506641375654033,2020,"2020_October",3.70336718504992,31.9393309286316,63.8786618572631,9.12552312246616,54.753138734797,25.42110012687,25.42110012687,0.325911540088077,49.8,0.868818262519092,-0.535430095346037,2.36049865110101,0.376886307043987,-0.417965445115382,-0.621047019285896,0.0634118443743938,-1.54557638168723,-0.00740160292987472,-2.30041271312291,-1.68393666659063,-0.225903488140239,-0.29399214472369,-0.154847253981785,-1.05055702501341e-05
"196","(130,140]","(120,140]","(120,160]","(130,135]",7.1933,7.5462,3.31697890519694,24,36,8.0124,129,0.941815186460985,0.756971256971257,0.750684098510186,1,"(130,140]",20,1.321054123,1.332118267,"hydrated",1,292.5,"2020_October_CADE_1.3",132.1054123,132.1054123,"0",132.1054123,-0.046,"HP","2020_October_HP_CADE_(130,140]","2020_October_HP_CADE_(130,140]_1.3","October",-0.682,12,85,3408,NA,0.416666666666667,1,99.1694323038662,0.830567696133826,1.3,3.5219,"SEKI","CADE",256,346.9,409,75,95,11,0.4662,0.204921094803055,2020,"2020_October",3.70336718504992,10.8532496072243,38.8908110925537,7.23549973814953,25.6257282392796,22.6109366817173,28.6405197968419,6.02958311512461,90.9,-0.36209315741564,0.742777544536314,-0.559379901676533,-0.855162944605489,-0.63622751079605,-0.138830065572365,0.00886181500614855,-0.12492805786409,1.04864701456991,0.314858124819414,-0.0193105108717668,1.20142816313436,0.0639873563825269,-0.0442985729590846,-0.000273721238476207
"197","(120,130]","(120,140]","(120,160]","(125,130]",7.2384,7.6256,1.98856088876859,8,37,8.1281,119,0.938177433840627,0.770547263681592,0.7087303631213,1,"(120,130]",26,1.297778926,1.410973837,"hydrated",1,267.9,"2020_October_CADE_1.5",129.7778926,129.7778926,"0",129.7778926,-0.046,"HP","2020_October_HP_CADE_(120,130]","2020_October_HP_CADE_(120,130]_1.5","October",-0.258,19,85,2153,NA,1.25,1,91.9775329611587,8.02246703884134,1.5,2.1196,"SEKI","CADE",269.1,308.1,409,91,117,2,0.5025,0.131039111231407,2020,"2020_October",3.70336718504992,18.6064204566107,59.8422711982886,4.02300982845638,42.744479427349,45.7617367986913,58.8365187411745,13.0747819424832,39,-0.0416557274111606,1.46010279814307,0.71262706626351,1.06374325518219,0.0979208871313735,0.21031647173779,0.00953201330473631,-0.317114757082736,1.43522801127658,-0.3964483685115,-0.124167778202394,-0.386722976693806,-0.146508576346334,0.0873280292534845,-0.000347330089080152
"198","(110,120]","(100,120]","(80,120]","(115,120]",7.2479,7.6348,3.44656307791308,18,32,8.0808,137,0.944807444807445,0.86748878923767,0.507082152974505,1,"(110,120]",34,1.152752649,1.972067039,"hydrated",1,244.5,"2020_October_ABCO_2.4",115.2752649,115.2752649,"0",115.2752649,-0.046,"HP","2020_October_HP_ABCO_(110,120]","2020_October_HP_ABCO_(110,120]_2.4","October",-4.145,12,85,3408,80,0.555555555555556,8,58.4540295133445,41.5459704866555,2.4,3.6479,"SEKI","ABCO",242,285.3,409,36,70,4,0.446,0.201336922086922,2020,"2020_October",3.70336718504992,9.28461173540345,39.749743992196,5.22259410116444,24.6622499221654,10.4451882023289,20.310088171195,9.86489996886617,43.3,1.90601682863145,0.127603773732943,-1.53332557939124,0.673207081232202,0.669517116628533,-0.219516897596467,0.0883919251854905,0.503488373307809,0.131827787084678,1.01052985804435,-0.0451075878902475,-0.564169580883255,1.36848709839139,-0.0669535037793495,-0.000996787043277525
"199","(110,120]","(100,120]","(80,120]","(110,115]",12.188,10.0767240506466,1.87039537431154,12,44,12.9903,103,0.775711419339555,-0.162527112488039,-0.162527112488039,1,NA,6,1.1178379230921,1.582789179,"hydrated",1,226.2,"2020_October_CADE_2.5",NA,111.78379230921,"missing dry wt",NA,-0.046,"HP","2020_October_HP_CADE_NA","2020_October_HP_CADE_NA_2.5","October",-2.899,8,85,5112,NA,0.833333333333333,8,70.624561876165,29.375438123835,2.5,2.4112,"SEKI","CADE",229.9,287.8,409,88,94,3,12.9903,0.540804625688465,2020,"2020_October",3.70336718504992,23.5244379901205,55.0685707496003,6.41575581548742,45.4449370263692,47.0488759802411,50.2567538879848,3.20787790774371,57.9,0.395192429343582,-0.0028179236505334,0.687007444163004,1.28467148976514,0.210915999212058,0.25502587311044,0.144554799231925,-0.653372199932308,0.298123467184166,0.076557875228298,-0.588692530777787,-0.426027895502422,-0.311188323925167,0.0357323531479855,-0.000266321068697167
"200","(90,100]","(80,100]","(80,120]","(95,100]",12.1224,12.7952,2.11873145271678,10,49,13.4424,96,0.951853835624591,1.03955500618047,0.438639252009435,0,"(90,100]",0.5,0.9619500595,1.510759919,"hydrated",1,228.9,"2020_October_CADE_2.1",96.19500595,96.19500595,"0",96.19500595,-0.046,"HP","2020_October_HP_CADE_(90,100]","2020_October_HP_CADE_(90,100]_2.1","October",-4.171,10,86,4090,NA,1,8,63.6732579016746,36.3267420983254,2.1,2.2259,"SEKI","CADE",230.1,246.9,409,55,55,2,0.6472,0.107168547283223,2020,"2020_October",3.70336718504992,23.1270461092032,45.3101311527246,4.71980532840882,40.5903258243158,25.9589293062485,25.9589293062485,0.235990266420441,16.8,0.429616839472961,0.0241046184257487,-1.08333405312306,-0.223000626582076,0.495346497747812,-0.183073400711044,0.0324374670160259,0.473825624273066,-0.0707548117808997,0.0584137985962529,1.07163060716811,-0.358895410427163,-0.186242108956399,-0.0197928001783477,-0.00162935967831444
"201","(140,150]","(140,160]","(120,160]","(140,145]",12.4073,12.7021,3.6567715725524,15,40,13.5633,159,0.936505127808129,0.342313051555969,-0.134377485044791,1,"(290,300]",58,1.41120104841224,1.509893892,"hydrated",1,255.6,"2020_October_CADE_1.1",292.1302578,141.120104841224,"0",NA,-0.046,"HP","2020_October_HP_CADE_(290,300]","2020_October_HP_CADE_(290,300]_1.1","October",-0.596,1,86,40900,NA,0.666666666666667,5,93.4635907787514,6.53640922124856,1.1,3.9047,"SEKI","CADE",244.7,275.8,409,52,110,2,0.8612,0.247928427447598,2020,"2020_October",3.70336718504992,10.9386105219803,43.4809768248715,4.1019789457426,23.5180126222576,14.2201936785743,30.0811789354457,15.8609852568714,31.1,0.179523540384828,0.18913215557985,0.616838736716443,1.4160115010553,-0.27475236630908,0.263352437703633,0.130922692137024,-0.825836834136491,1.01625616497548,-0.0966708367332737,-0.382366645933942,0.387795977058331,-1.84500872146728,0.0606495210804157,-0.000137197588967121
"202","(140,150]","(140,160]","(120,160]","(145,150]",7.2397,7.5378,3.8197857488498,18,34,7.9769,120,0.9449535533854,0.678888635846048,0.594841658504734,1,"(140,150]",16,1.472995639,1.681119649,"hydrated",1,217.9,"2020_October_ABCO_2.5",147.2995639,147.2995639,"0",147.2995639,-0.046,"HP","2020_October_HP_ABCO_(140,150]","2020_October_HP_ABCO_(140,150]_2.5","October",-2.447,11,86,3718,85,0.555555555555556,4,87.6199168736264,12.3800831263736,2.5,4.0423,"SEKI","ABCO",253.6,428.5,409,83,99,2,0.4391,0.222514251150196,2020,"2020_October",3.70336718504992,8.90102278910222,31.4153745497725,4.71230618246588,22.5143517606703,21.728967396926,25.9176840035623,4.18871660663634,174.9,2.36326024529988,1.04496097222586,0.172046013560978,-0.256987035200406,0.969090116624417,0.194087871475045,0.00518712646877995,3.45102918382845,0.677456773285862,-1.5509297416269,1.66339944434244,0.116724243491965,-1.1454397409495,0.0301302099055712,-0.00162376727167841
"203","(80,90]","(80,100]","(80,120]","(80,85]",12.2456,12.6841,1.73510061952263,15,48,13.0423,112,0.972535519041887,1.22417643774428,0.658121893800682,1,"(80,90]",11,0.8168757127,1.519475358,"hydrated",1,244.3,"2020_October_CADE_1.4",81.68757127,81.68757127,"0",81.68757127,-0.046,"HP","2020_October_HP_CADE_(80,90]","2020_October_HP_CADE_(80,90]_1.4","October",-3.966,10,86,4090,NA,0.666666666666667,7,53.760379093953,46.239620906047,1.4,1.7841,"SEKI","CADE",242.5,281.5,409,86,97,1,0.3582,0.0489993804773694,2020,"2020_October",3.70336718504992,27.6641017010333,64.5495706357444,8.64503178157292,49.5648488810181,49.5648488810181,55.9045388541715,6.33968997315347,39,1.08229799544402,-0.100921796958143,-1.47049515672374,1.09454973437264,-0.10857813366294,-0.189993508599488,0.10296686763898,0.374374102454683,0.951620329903985,1.05489643458839,-0.406216546946406,0.422078552220357,-1.1466703222205,-0.0559603555920935,-0.000566524404732331
"204","(90,100]","(80,100]","(80,120]","(95,100]",7.2335,7.6029,2.17934719993974,12,34.5,7.9659,152,0.954430761119271,1.01763085399449,0.551645622024427,1,"(90,100]",53,0.9826746075,1.812757974,"hydrated",1,238.9,"2020_October_ABCO_2.3",98.26746075,98.26746075,"0",98.26746075,-0.046,"HP","2020_October_HP_ABCO_(90,100]","2020_October_HP_ABCO_(90,100]_2.3","October",-4.048,4,87,10225,66,0.833333333333333,8,54.2088145022276,45.7911854977724,2.3,2.2834,"SEKI","ABCO",238.7,247.1,409,29,82,2,0.363,0.104052800060257,2020,"2020_October",3.70336718504992,15.8304284883812,69.7456559488101,5.50623599595869,39.9202109707005,13.3067369902335,37.6259459723844,24.3192089821509,8.40000000000001,3.52719509777835,0.051725846065118,1.95178751204976,1.01650266095207,0.15803080718892,-0.897152326646005,-0.0909255026369991,-0.149663338975677,0.738143074902165,-6.26210018726633,-4.63861784598327,-1.63564800666073,-1.23744905426441,-1.00476815708526,-0.00184074876041854
"205","(90,100]","(80,100]","(80,120]","(95,100]",12.1309,13.0589,2.9596174986408,11,48,13.9788,98,0.934193206856096,1.00880530492445,-0.164640731306383,0,"(90,100]",0.5,0.9912715517,1.326933936,"hydrated",1,232,"2020_October_CADE_2.3",99.12715517,99.12715517,"0",99.12715517,-0.046,"HP","2020_October_HP_CADE_(90,100]","2020_October_HP_CADE_(90,100]_2.3","October",-1.58,10,87,4090,NA,0.909090909090909,6,74.7039113859848,25.2960886140152,2.3,3.1681,"SEKI","CADE",242.4,342.1,409,64,64,2,0.9199,0.208482501359201,2020,"2020_October",3.70336718504992,16.218312002157,33.1123870044039,3.71669650049432,29.3956905039096,21.624416002876,21.624416002876,0.168940750022469,99.7,1.22232219250664,-0.925944042432593,1.50509700451205,-0.177482153946307,0.19778910174473,0.162938409133405,0.0375616430736855,0.00708647331940657,-1.38203163309126,-0.857289417546719,-0.956355540862968,0.553847984020233,0.500746827898502,-0.0210564168563797,0.000408781162326305
"206","(100,110]","(100,120]","(80,120]","(100,105]",12.2016,12.9036,2.84224437950631,16,43,13.6198,132,0.947414793168769,0.980173135995534,0.750684098510186,1,"(100,110]",29,1.02022792,1.332118267,"hydrated",1,231,"2020_October_CADE_1.3",102.022792,102.022792,"0",102.022792,-0.046,"HP","2020_October_HP_CADE_(100,110]","2020_October_HP_CADE_(100,110]_1.3","October",-3.528,10,87,4090,NA,0.625,8,76.5868876115337,23.4131123884663,1.3,3,"SEKI","CADE",236.9,251.9,409,36,65,3,0.7162,0.157755620493693,2020,"2020_October",3.70336718504992,15.1288890955496,46.4421711770359,5.62935408206495,30.6096128212282,12.6660466846461,22.8692509583889,10.2032042737427,15,-0.705491524964159,-0.302547269398912,-0.589979310949301,-0.988668207863736,0.348295787622298,-0.104763056526787,-0.0455998836497498,0.710026029677254,-0.688187339367222,0.228829057890414,0.452844061141783,0.134597787870973,0.640627809634931,-0.0455681332238554,-0.000966129713473537
"207","(150,160]","(140,160]","(120,160]","(155,160]",7.2039,7.6233,2.4617950039192,11,29,8.2925,113,0.919300572806753,0.626718469814705,0.423771313941827,1,"(150,160]",15,1.59561278,1.897634742,"hydrated",1,275.8,"2020_October_ABCO_1.6",159.561278,159.561278,"0",159.561278,-0.046,"HP","2020_October_HP_ABCO_(150,160]","2020_October_HP_ABCO_(150,160]_1.6","October",-2.485,12,87,3408,NA,0.909090909090909,4,84.0842942366408,15.9157057633592,1.6,2.6779,"SEKI","ABCO",278.3,284.1,409,45,60,3,0.6692,0.216104996080796,2020,"2020_October",3.70336718504992,11.7800222820469,45.9014661334932,4.46828431387986,35.3400668461407,18.2793449204176,24.3724598938902,6.09311497347254,5.80000000000001,0.722153791496393,-0.231989182568394,-1.22923546958412,0.756115032286591,0.0883307267259966,-0.125077577571271,0.105506999262661,-1.01721458340205,0.141148606945303,0.22789367900939,0.999346959127794,-0.456801667222128,-1.04592500756471,0.0182081422588827,-0.00159819873054872
"208","(100,110]","(100,120]","(80,120]","(100,105]",12.237,13.1106,3.59729339352424,22,39,13.9999,131,0.936478117700841,0.982345665129877,-0.134377485044791,1,"(100,110]",21,1.017971612,1.509893892,"hydrated",1,247.7,"2020_October_CADE_1.1",101.7971612,101.7971612,"0",101.7971612,-0.046,"HP","2020_October_HP_CADE_(100,110]","2020_October_HP_CADE_(100,110]_1.1","October",-2.844,10,88,4090,NA,0.454545454545455,4,67.4200761651932,32.5799238348068,1.1,3.8413,"SEKI","CADE",242,315.6,409,98,119,2,0.8893,0.244006606475761,2020,"2020_October",3.70336718504992,10.8414843421465,36.416267918492,6.11570911608263,24.4628364643305,27.2427042443681,33.0804265824469,5.83772233807887,73.6,-0.479486500410194,0.233264443635609,-0.464424323626282,-0.0925002193151085,-0.135595352107524,0.0145087138481769,0.109964653838645,-0.32162395030998,0.492969542905894,0.450985753832331,0.231248101715675,0.294394589052235,0.0563298726671285,-0.0134635240015239,-0.000728296538947378
"209","(120,130]","(120,140]","(120,160]","(120,125]",7.2429,7.5529,4.74994820819005,46,31,7.9389,135,0.951378654473542,0.803108808290157,0.787051687763713,0,"(120,130]",0.5,1.24516129,1.270564584,"hydrated",1,278.8,"2020_October_ARPA_1.4",124.516129,124.516129,"0",124.516129,-0.046,"HP","2020_October_HP_ARPA_(120,130]","2020_October_HP_ARPA_(120,130]_1.4","October",-0.743,8,89,5112,NA,0.217391304347826,4,98.0006294587541,1.99937054124594,1.4,4.9927,"SEKI","ARPA",256.3,332.3,409,41,41,4,0.386,0.242751791809948,2020,"2020_October",3.70336718504992,6.52638695018791,28.4213625250119,9.68431611963367,18.7370464053782,8.63167306315175,8.63167306315175,0.105264305648192,76,-0.891880573303274,-0.334466840994658,-0.881815836244722,0.735182173375167,-0.508474454418146,-0.0455959174960551,0.109049517423222,-0.315962022388688,0.622300728488127,1.60169169615619,-1.24568708536775,0.522560444015482,0.431634987111773,-0.0705720564308609,0.000169617212582848
"210","(100,110]","(100,120]","(80,120]","(105,110]",7.2213,7.6455,0.963759682610143,7,31,8.1099,96,0.942736655199201,0.91343669250646,0.655465759251385,0,"(100,110]",0.5,1.09476662,1.525632706,"hydrated",1,219,"2020_October_QUKE_1.7",109.476662,109.476662,"0",109.476662,-0.046,"HP","2020_October_HP_QUKE_(100,110]","2020_October_HP_QUKE_(100,110]_1.7","October",-2.027,11,89,3718,NA,1.42857142857143,3,71.7582033797852,28.2417966202148,1.7,1.0223,"SEKI","QUKE",215.8,225.5,409,15,15,1,0.4644,0.0585403173898568,2020,"2020_October",3.70336718504992,32.1656949957099,99.6098941802628,7.26322145064416,92.3466727296186,15.5640459656661,15.5640459656661,0.518801532188869,9.69999999999999,-1.0966502007426,0.38297293980311,-0.759811720219237,-0.0175815654965066,-0.384996074732645,-0.0974145530304158,0.123785804790291,-0.743424581991003,0.778563749702842,0.430477655586361,0.402896557086939,0.236624170845911,-0.285183867934895,-0.0108395305261045,-0.000918081927390791
"211","(180,190]","(180,200]","(160,200]","(180,185]",7.2118,7.5121,2.76552999342113,7,38,8.0561,148,0.932473529375256,0.552022058823529,0.552022058823529,1,"(180,190]",51,1.811521812,1.811521812,"hydrated",1,301.5,"2020_October_ABCO_1.5",181.1521812,181.1521812,"0",181.1521812,-0.046,"HP","2020_October_HP_ABCO_(180,190]","2020_October_HP_ABCO_(180,190]_1.5","October",-0.179,8,90,5112,NA,1.42857142857143,1,100,0,1.5,2.9658,"SEKI","ABCO",279.3,330.6,409,151,202,2,0.544,0.200270006578866,2020,"2020_October",3.70336718504992,13.7405850200133,53.5159627095256,2.53116039842351,32.5434908368737,54.6007457374214,73.0420572116498,18.4413114742284,51.3,0.0836620100363485,-0.43585277250109,0.653935908233541,1.69861876412361,-0.578460132476341,0.268999844189235,0.134432319615834,-1.37575203547155,0.636454738908384,0.392416793908788,-0.927253009589172,0.449468492749844,-1.16787275469528,-0.00803624034425547,4.90694848750819e-05
"212","(60,70]","(60,80]","(40,80]","(60,65]",7.1507,7.8358,3.52191068917018,16,48,8.2476,124,0.950070323488045,1.66367168528412,-0.164640731306383,1,"(60,70]",18,0.6010801343,1.326933936,"hydrated",1,234.3,"2020_October_CADE_2.3",60.10801343,60.10801343,"0",60.10801343,-0.046,"HP","2020_October_HP_CADE_(60,70]","2020_October_HP_CADE_(60,70]_2.3","October",-6.08,1,90,40900,NA,0.625,9,45.2984220233252,54.7015779766748,2.3,3.707,"SEKI","CADE",230.2,261.8,409,42,60,2,0.4118,0.185089310829817,2020,"2020_October",3.70336718504992,13.6289657053483,35.2081614054831,4.54298856844943,25.5543106975281,11.9253449921798,17.0362071316854,5.11086213950561,31.6,1.1419039703231,0.0842983788228674,-0.658143139657689,-0.521735943509451,-0.769392530545984,-0.106520611154716,-0.0470704335143653,-0.865457630920385,0.596064158627904,-0.194386304476463,0.407758879797644,1.50588261824475,-1.11280785569919,-0.00920622921756286,-0.000401525116471878
"213","(130,140]","(120,140]","(120,160]","(135,140]",12.1941,12.6961,4.48491722833845,15,51,13.3797,105,0.948907673565177,0.734347571679343,0.533823529411765,0,"(130,140]",0.5,1.361752988,1.873278237,"hydrated",1,264.8,"2020_October_ABCO_1.1",136.1752988,136.1752988,"0",136.1752988,-0.046,"HP","2020_October_HP_ABCO_(130,140]","2020_October_HP_ABCO_(130,140]_1.1","October",-3.01,9,90,4544,30,0.666666666666667,6,72.6935786208037,27.3064213791963,1.1,4.7264,"SEKI","ABCO",260.6,279.6,409,180,180,2,0.6836,0.241482771661547,2020,"2020_October",3.70336718504992,11.3714473207556,23.411803307438,3.344543329634,20.067259977804,40.134519955608,40.134519955608,0.111484777654467,19,0.888419782624677,-0.176687873067822,0.29391910802333,1.26087031856866,0.26711007739639,0.294914450201287,0.180302506636137,-1.23502771554536,-0.045814828267224,0.0582264330775736,0.124481682808788,-0.63308046521265,-0.243861896477623,-0.00352119979951507,-0.00102646398364623
"214","(110,120]","(100,120]","(80,120]","(110,115]",7.2557,7.7409,5.22755277234181,47,21,8.2782,138,0.935094585779517,0.903033686953285,0.596538985028194,0,"(110,120]",0.5,1.107378401,1.676336375,"hydrated",1,241.4,"2020_October_ARPA_1.2",110.7378401,110.7378401,"0",110.7378401,-0.046,"HP","2020_October_HP_ARPA_(110,120]","2020_October_HP_ARPA_(110,120]_1.2","October",-1.859,8,91,5112,NA,0.212765957446809,2,66.0594387567352,33.9405612432648,1.2,5.5904,"SEKI","ARPA",212.5,413.5,409,47,47,25,0.5373,0.362847227658186,2020,"2020_October",3.70336718504992,4.01717608880159,26.3985857264105,8.99082267493689,17.4077630514736,8.99082267493689,8.99082267493689,0.0956470497333712,201,0.967330012072298,-1.1721304257194,2.65110650680194,0.412207217209971,-0.574983174926311,-0.922331501976367,0.157612799526809,-0.999225509753121,-0.0945156828951838,-2.76498210730248,-1.92459059109345,0.5478542510272,-1.71262368327529,-0.0286652410780252,0.000905672756950357
"215","(130,140]","(120,140]","(120,160]","(130,135]",7.2567,7.4507,0.848224018634588,4,36,7.7061,95,0.966857424637625,0.759592795614722,0.581926772266944,0,"(130,140]",0.5,1.316494845,1.718429273,"hydrated",1,224.4,"2020_October_QUKE_1.9",131.6494845,131.6494845,"0",131.6494845,-0.046,"HP","2020_October_HP_QUKE_(130,140]","2020_October_HP_QUKE_(130,140]_1.9","October",-1.885,4,91,10225,NA,2.5,3,76.6103595699164,23.3896404300836,1.9,0.8773,"SEKI","QUKE",226.3,226.5,409,20,20,2,0.2554,0.0290759813654118,2020,"2020_October",3.70336718504992,42.441618262532,111.998714859459,4.71573536250355,107.282979496956,23.5786768125178,23.5786768125178,0.589466920312944,0.199999999999989,-0.310476234200152,0.100359799543559,-1.44210258744443,1.16772167219135,0.150216170406263,-0.20204901646885,0.0696034968284075,0.887971502264959,0.949530923838723,1.69507699672246,-0.661891263286736,-0.501110734702011,-0.463472196650625,-0.0747381787402188,-0.000826314949741071
"216","(130,140]","(120,140]","(120,160]","(135,140]",7.13,7.6538,2.64989182400459,10,45,8.3684,101,0.91460733234549,0.732997481108313,-0.162527112488039,0,"(130,140]",0.5,1.364261168,1.582789179,"hydrated",1,266.7,"2020_October_CADE_2.5",136.4261168,136.4261168,"0",136.4261168,-0.046,"HP","2020_October_HP_CADE_(130,140]","2020_October_HP_CADE_(130,140]_2.5","October",-0.901,12,91,3408,NA,1,1,86.1934859108611,13.8065140891389,2.5,2.8973,"SEKI","CADE",272.9,310,409,76,76,2,0.7146,0.247408175995411,2020,"2020_October",3.70336718504992,16.9818252927754,38.114763434896,3.7737389539501,34.3410244809459,28.6804160500208,28.6804160500208,0.188686947697505,37.1,0.624334843879526,-0.802544263724642,0.911962817398991,-0.169347829178482,0.580837511214141,0.344779031465997,0.0612158358778054,1.36572277178064,-1.61435801986472,-0.314714302290041,-0.337679323473228,0.617374057117744,-0.172814691690704,0.0534420611710431,0.000205500540262709
"217","(110,120]","(100,120]","(80,120]","(115,120]",12.1706,12.812,3.77673960151733,17,35,13.5765,193,0.943689463411041,0.838979725310659,0.750684098510186,1,"(110,120]",84,1.191923916,1.332118267,"hydrated",1,235.7,"2020_October_CADE_1.3",119.1923916,119.1923916,"0",119.1923916,-0.046,"HP","2020_October_HP_CADE_(110,120]","2020_October_HP_CADE_(110,120]_1.3","October",-2.091,11,92,3718,NA,0.588235294117647,5,89.4758330042478,10.5241669957522,1.3,4.0021,"SEKI","CADE",250.7,348.1,409,1,85,1,0.7645,0.225360398482672,2020,"2020_October",3.70336718504992,9.26725262867965,51.1022787810049,4.50123699107297,24.3596354811008,0.264778646533704,22.5061849553649,22.2414063088312,97.4,2.16099829883055,-0.719321226112466,-1.01353690163818,-0.924762532188948,0.941015409115975,-0.202355301646099,-0.224417146137442,2.00206519382151,-2.51033246841123,-0.875437667172564,1.37521582645212,0.430285919726775,0.00233797676737996,-0.0463629039647858,-0.00144104173117114
"218","(90,100]","(80,100]","(80,120]","(90,95]",7.2007,10.3105057988827,3.60633720781934,17,38,8.9012,110,1.15832761862252,0.349369275927149,-0.134377485044791,0,NA,0.5,0.920521604759098,1.509893892,"hydrated",1,226.3,"2020_October_CADE_1.1",NA,92.0521604759098,"missing dry wt",NA,-0.046,"HP","2020_October_HP_CADE_NA","2020_October_HP_CADE_NA_1.1","October",-4.448,8,93,5112,NA,0.588235294117647,10,60.9659797709214,39.0340202290786,1.1,3.1134,"SEKI","CADE",217.1,286.2,409,70,70,4,8.9012,-0.49293720781934,2020,"2020_October",3.70336718504992,10.5370068882099,30.5018620448181,4.71392413419916,25.7879379106189,19.4102758467024,19.4102758467024,0.138644827476446,69.1,1.93894578006459,-1.44691420948028,-1.24522862629157,0.100052444142756,0.6350915202152,-0.145019087866416,-0.0635765597172293,2.12479632665158,-2.13627724595334,0.310022618333271,0.00836582852531889,0.520398430639203,-1.02028754566301,-0.0771427699499436,-0.000742776461370942
"219","(100,110]","(100,120]","(80,120]","(105,110]",7.1294,7.53,4.24624913633908,63,26,7.9603,157,0.945944248332349,0.93097838717174,0.586409844836813,0,"(100,110]",0.5,1.074138792,1.705291971,"hydrated",1,281,"2020_October_ARPA_2.2",107.4138792,107.4138792,"0",107.4138792,-0.046,"HP","2020_October_HP_ARPA_(100,110]","2020_October_HP_ARPA_(100,110]_2.2","October",-0.098,8,94,5112,NA,0.158730158730159,1,62.9885562277124,37.0114437722876,2.2,4.4889,"SEKI","ARPA",309.1,293.2,409,55,55,3,0.4303,0.242650863660917,2020,"2020_October",3.70336718504992,6.12305099516982,36.9738079323716,14.8366235652192,22.1371843671524,12.9526078743977,12.9526078743977,0.117750980676343,-15.9,-0.0284609081388263,-0.630636340392167,-1.31281507825242,1.04339536464274,0.578769168531836,-0.113625134500078,0.0781950296181843,-0.292884350207482,-0.391294311735336,1.21402616589402,0.270278734786943,-1.4084656834777,-0.386827298629626,-0.01633330278372,-0.00160209977324598
"220","(130,140]","(120,140]","(120,160]","(130,135]",7.1995,7.6237,2.23977892802637,15,41,8.1905,109,0.930797875587571,0.748412138320397,0.658121893800682,0,"(130,140]",0.5,1.336162188,1.519475358,"hydrated",1,237.5,"2020_October_CADE_1.4",133.6162188,133.6162188,"0",133.6162188,-0.046,"HP","2020_October_HP_CADE_(130,140]","2020_October_HP_CADE_(130,140]_1.4","October",-0.925,12,94,3408,NA,0.666666666666667,2,87.9357589423968,12.0642410576032,1.4,2.4063,"SEKI","CADE",244,339,409,57,57,1,0.5668,0.166521071973628,2020,"2020_October",3.70336718504992,18.3053780384156,48.6655172240805,6.69708952624961,41.9684276978309,25.4489401997485,25.4489401997485,0.223236317541654,95,-0.71093475782212,-0.736985510213837,2.29043848165553,0.161564327597257,-0.142955966304043,-0.280825249438859,0.121992809710668,-1.20457520929593,-0.444016806032672,-1.2091659897124,-0.784096477389052,-0.0898099116895809,-0.345553628479112,0.245231373396608,0.000983766464431571
"221","(170,180]","(160,180]","(160,200]","(175,180]",12.1746,12.4154,4.77141355560054,9,45,12.8434,163,0.966675490913621,0.562616822429907,0.562616822429907,1,"(170,180]",60,1.777408638,1.777408638,"hydrated",1,284.7,"2020_October_PIJE_1.9",177.7408638,177.7408638,"0",177.7408638,-0.046,"HP","2020_October_HP_PIJE_(170,180]","2020_October_HP_PIJE_(170,180]_1.9","October",-0.401,3,94,13633,100,1.11111111111111,1,100,0,1.9,4.9359,"SEKI","PIJE",269,332.7,409,84,144,3,0.428,0.164486444399459,2020,"2020_October",3.70336718504992,9.43116740471602,34.1617841548602,1.8862334809432,19.7006608009624,17.6048458221366,30.1797356950913,12.5748898729547,63.7,1.60174889200939,1.76099537213069,0.432420655152715,0.0108364286996216,-0.0428274962438401,0.203329364252309,0.0576312473984895,0.701546366719152,1.73228195743208,-0.357189390959633,-0.215991024126524,0.659840180984842,0.259118298039954,-0.0545040500781689,-0.00035275615907431
