"","individual","year.month","dry.wt","spp","model","lfm.NAs.imputed","RWC","max.mpa.sample","mpa","gww.gdw","gww.gdw.saturated","fresh.wt","site","sample"
"52","2016_December_ADFA_4","2016_December",0.2935,"ADFA","EPI",91.99318569,86.4735945676242,-0.4,-4.9,0.9199318569,1.063829787,0.5635,"St. Marys",4
"53","2016_December_ADFA_5","2016_December",0.305,"ADFA","EPI",58.68852459,64.1780974659369,-0.4,-4.5,0.5868852459,0.9144634526,0.484,"St. Marys",5
"54","2016_December_ADFA_6","2016_December",0.8755,"ADFA","EPI",60.53683609,63.3745002815207,-0.2,-5.6,0.6053683609,0.9552238806,1.4055,"St. Marys",6
"55","2016_December_ADFA_1","2016_December",0.317,"ADFA","EPI",94.95268139,77.5041117361754,-0.3,-3.4,0.9495268139,1.22513089,0.618,"St. Marys",1
"56","2016_December_ADFA_2","2016_December",0.274,"ADFA","EPI",67.15328467,46.1526211013119,-0.6,-3.6,0.6715328467,1.455026455,0.458,"St. Marys",2
"57","2016_December_ADFA_3","2016_December",0.3945,"ADFA","EPI",88.46641318,65.2888658154982,-0.4,-3.8,0.8846641318,1.355,0.7435,"St. Marys",3
"58","2016_December_ADFA_4","2016_December",0.5575,"ADFA","EPI",51.12107623,48.0538116667718,-0.4,-5.1,0.5112107623,1.063829787,0.8425,"St. Marys",4
"59","2016_December_ADFA_5","2016_December",0.1955,"ADFA","EPI",78.26086957,85.5811889993951,-0.4,-4.7,0.7826086957,0.9144634526,0.3485,"St. Marys",5
"60","2016_December_ADFA_6","2016_December",0.4115,"ADFA","EPI",55.40704739,58.004252736225,-0.2,-5.3,0.5540704739,0.9552238806,0.6395,"St. Marys",6
"61","2016_December_ADFA_1","2016_December",0.635,"ADFA","EPI",79.52755906,64.9135204320903,-0.3,-4,0.7952755906,1.22513089,1.14,"St. Marys",1
"62","2016_December_ADFA_2","2016_December",0.2715,"ADFA","EPI",106.0773481,72.904068331871,-0.6,-4.1,1.060773481,1.455026455,0.5595,"St. Marys",2
"63","2016_December_ADFA_3","2016_December",0.4435,"ADFA","EPI",87.93686584,64.8980559704797,-0.4,-3.9,0.8793686584,1.355,0.8335,"St. Marys",3
"64","2016_December_ADFA_4","2016_December",0.5565,"ADFA","EPI",47.07996406,44.2551662261361,-0.4,-5.6,0.4707996406,1.063829787,0.8185,"St. Marys",4
"65","2016_December_ADFA_5","2016_December",0.2775,"ADFA","EPI",76.75675676,83.9363853653915,-0.4,-5.1,0.7675675676,0.9144634526,0.4905,"St. Marys",5
"66","2016_December_ADFA_6","2016_December",0.3265,"ADFA","EPI",56.04900459,58.6763016799729,-0.2,-5.8,0.5604900459,0.9552238806,0.5095,"St. Marys",6
"67","2016_December_ADFA_1","2016_December",0.2495,"ADFA","EPI",112.6252505,91.9291574633303,-0.3,-4.2,1.126252505,1.22513089,0.5305,"St. Marys",1
"68","2016_December_ADFA_2","2016_December",0.324,"ADFA","EPI",99.69135802,68.515151513173,-0.6,-4.2,0.9969135802,1.455026455,0.647,"St. Marys",2
"69","2016_December_ADFA_3","2016_December",0.2925,"ADFA","EPI",102.5641026,75.6930646494465,-0.4,-4,1.025641026,1.355,0.5925,"St. Marys",3
"70","2016_December_ADFA_4","2016_December",0.348,"ADFA","EPI",65.8045977,61.8563218516084,-0.4,-7,0.658045977,1.063829787,0.577,"St. Marys",4
"71","2016_December_ADFA_5","2016_December",0.3415,"ADFA","EPI",63.83601757,69.807073632633,-0.4,-6.4,0.6383601757,0.9144634526,0.5595,"St. Marys",5
"72","2016_December_ADFA_6","2016_December",0.938,"ADFA","EPI",54.26439232,56.8080357098225,-0.2,-7.9,0.5426439232,0.9552238806,1.447,"St. Marys",6
"73","2016_December_ADFA_1","2016_December",0.173,"ADFA","EPI",114.4508671,93.4192975086931,-0.3,-4.7,1.144508671,1.22513089,0.371,"St. Marys",1
"74","2016_December_ADFA_2","2016_December",0.156,"ADFA","EPI",125.6410256,86.3496503230245,-0.6,-4.5,1.256410256,1.455026455,0.352,"St. Marys",2
"75","2016_December_ADFA_3","2016_December",0.4235,"ADFA","EPI",85.00590319,62.734983904059,-0.4,-6.2,0.8500590319,1.355,0.7835,"St. Marys",3
"76","2016_December_ADFA_4","2016_December",0.3365,"ADFA","EPI",60.02971768,56.4279346316141,-0.4,-6.5,0.6002971768,1.063829787,0.5385,"St. Marys",4
"77","2016_December_ADFA_5","2016_December",0.363,"ADFA","EPI",66.66666667,72.902494332008,-0.4,-5.9,0.6666666667,0.9144634526,0.605,"St. Marys",5
"78","2016_December_ADFA_6","2016_December",0.821,"ADFA","EPI",54.44579781,56.9979445821656,-0.2,-7,0.5444579781,0.9552238806,1.268,"St. Marys",6
"79","2016_December_ADFA_1","2016_December",0.084,"ADFA","EPI",67.3334892794319,54.9602412517995,-0.3,-5,0.673334892794319,1.22513089,0.218,"St. Marys",1
"80","2016_December_ADFA_2","2016_December",0.538,"ADFA","EPI",59.8199496069074,41.1126199124039,-0.6,-6.7,0.598199496069074,1.455026455,0.826,"St. Marys",2
"81","2016_December_ADFA_3","2016_December",0.106,"ADFA","EPI",60.2619225288206,44.4737435637053,-0.4,-6.6,0.602619225288206,1.355,0.269,"St. Marys",3
"82","2016_December_ADFA_4","2016_December",0.538,"ADFA","EPI",53.53159851,50.3197026104703,-0.4,-8.7,0.5353159851,1.063829787,0.826,"St. Marys",4
"83","2016_December_ADFA_5","2016_December",0.628,"ADFA","EPI",52.5477707,57.462953331373,-0.4,-7.3,0.525477707,0.9144634526,0.958,"St. Marys",5
"84","2016_December_ADFA_6","2016_December",0.707,"ADFA","EPI",48.51485149,50.788985153435,-0.2,-9.8,0.4851485149,0.9552238806,1.05,"St. Marys",6
"85","2016_December_ADFA_1","2016_December",0.273,"ADFA","EPI",63.003663,51.42606680989,-0.3,-6.3,0.63003663,1.22513089,0.445,"St. Marys",1
"86","2016_December_ADFA_2","2016_December",0.261,"ADFA","EPI",85.82375479,58.9843260203815,-0.6,-5.6,0.8582375479,1.455026455,0.485,"St. Marys",2
"87","2016_December_ADFA_3","2016_December",0.8955,"ADFA","EPI",31.60245673,23.322846295203,-0.4,-5.5,0.3160245673,1.355,1.1785,"St. Marys",3
"88","2016_December_ADFA_4","2016_December",0.633,"ADFA","EPI",46.44549763,43.6587677818049,-0.4,-8.85,0.4644549763,1.063829787,0.927,"St. Marys",4
"89","2016_December_ADFA_5","2016_December",0.725,"ADFA","EPI",43.86206897,47.9648135147353,-0.4,-7.65,0.4386206897,0.9144634526,1.043,"St. Marys",5
"90","2016_December_ADFA_6","2016_December",0.754,"ADFA","EPI",50.39787798,52.7602785101476,-0.2,-9.3,0.5039787798,0.9552238806,1.134,"St. Marys",6
"91","2016_December_ADFA_1","2016_December",0.774,"ADFA","EPI",48.96640827,39.968307606708,-0.3,-7.2,0.4896640827,1.22513089,1.153,"St. Marys",1
"92","2016_December_ADFA_2","2016_December",0.303,"ADFA","EPI",44.55445545,30.6210621098295,-0.6,-7.4,0.4455445545,1.455026455,0.438,"St. Marys",2
"93","2016_December_ADFA_3","2016_December",0.92,"ADFA","EPI",37.06521739,27.3544039778598,-0.4,-7.1,0.3706521739,1.355,1.261,"St. Marys",3
"94","2016_December_ADFA_4","2016_December",0.503,"ADFA","EPI",59.2445328,55.6898608442518,-0.4,-7.72,0.592445328,1.063829787,0.801,"St. Marys",4
"95","2016_December_ADFA_5","2016_December",0.5995,"ADFA","EPI",51.20934112,55.9993305084,-0.4,-8.91,0.5120934112,0.9144634526,0.9065,"St. Marys",5
"96","2016_December_ADFA_6","2016_December",0.4825,"ADFA","EPI",61.34715026,64.2227979282368,-0.2,-8.2,0.6134715026,0.9552238806,0.7785,"St. Marys",6
"97","2016_December_ADFA_1","2016_December",0.353,"ADFA","EPI",21.52974504,17.5734243710074,-0.3,-8.2,0.2152974504,1.22513089,0.429,"St. Marys",1
"98","2016_December_ADFA_2","2016_December",0.08,"ADFA","EPI",112.5,77.3181818195876,-0.6,-8.4,1.125,1.455026455,0.17,"St. Marys",2
"99","2016_December_ADFA_3","2016_December",1.0635,"ADFA","EPI",46.16831218,34.0725551143911,-0.4,-8.5,0.4616831218,1.355,1.5545,"St. Marys",3
"100","2016_December_ADFA_1","2016_December",0.587,"ADFA","EPI",39.01192504,31.8430670211899,-0.3,-9.1,0.3901192504,1.22513089,0.816,"St. Marys",1
"101","2016_December_ADFA_2","2016_December",0.3505,"ADFA","EPI",49.35805991,33.9224484478531,-0.6,-9.5,0.4935805991,1.455026455,0.5235,"St. Marys",2
"102","2016_December_ADFA_3","2016_December",0.032,"ADFA","EPI",47.4447077933377,35.0145444969282,-0.4,-9.5,0.474447077933377,1.355,0.132,"St. Marys",3
"103","2018_January_ADFA_1","2018_January",0.2045,"ADFA","EPI",79.21760391,93.0514231428792,-0.7,-0.7,0.7921760391,0.8513314599,0.3665,"St. Marys",1
"104","2018_January_ADFA_2","2018_January",0.1761,"ADFA","EPI",80.69278819,100,-0.5,-0.5,0.8069278819,0.8069278819,0.3182,"St. Marys",2
"105","2018_January_ADFA_3","2018_January",0.2423,"ADFA","EPI",75.40239373,95.4938340768148,-0.6,-0.6,0.7540239373,0.7896048416,0.425,"St. Marys",3
"106","2018_January_ADFA_4","2018_January",0.2536,"ADFA","EPI",82.41324921,100,-0.8,-0.8,0.8241324921,0.8241324921,0.4626,"St. Marys",4
"107","2018_January_ADFA_5","2018_January",0.3864,"ADFA","EPI",81.44409938,100,-0.7,-0.7,0.8144409938,0.8144409938,0.7011,"St. Marys",5
"108","2018_January_ADFA_6","2018_January",0.3529,"ADFA","EPI",69.09451608,92.6290236538465,-0.5,-0.5,0.6909451608,0.7459272845,0.5967,"St. Marys",6
"109","2018_January_ADFA_1","2018_January",0.218,"ADFA","EPI",80.68807339,94.7786816188819,-0.7,-1.3,0.8068807339,0.8513314599,0.3939,"St. Marys",1
"110","2018_January_ADFA_2","2018_January",0.1843,"ADFA","EPI",79.1101465,98.0386826065875,-0.5,-1.4,0.791101465,0.8069278819,0.3301,"St. Marys",2
"111","2018_January_ADFA_3","2018_January",0.2809,"ADFA","EPI",78.96048416,100,-0.6,-1.2,0.7896048416,0.7896048416,0.5027,"St. Marys",3
"112","2018_January_ADFA_4","2018_January",0.2359,"ADFA","EPI",68.8997244,83.6027277900842,-0.8,-1.2,0.688997244,0.8241324921,0.3984,"St. Marys",4
"113","2018_January_ADFA_5","2018_January",0.2763,"ADFA","EPI",71.2631198,87.4994264071878,-0.7,-2.4,0.712631198,0.8144409938,0.4732,"St. Marys",5
"114","2018_January_ADFA_6","2018_January",0.4635,"ADFA","EPI",74.59272845,100,-0.5,-1.4,0.7459272845,0.7459272845,0.8092,"St. Marys",6
"115","2018_January_ADFA_6","2018_January",0.4635,"ADFA","EPI",74.59272845,100,-0.5,-1.4,0.7459272845,0.7459272845,0.8092,"St. Marys",6
"116","2018_January_ADFA_6","2018_January",0.4635,"ADFA","EPI",74.59272845,100,-0.5,-1.4,0.7459272845,0.7459272845,0.8092,"St. Marys",6
"117","2018_January_ADFA_1","2018_January",0.3737,"ADFA","EPI",85.13314599,100,-0.7,-2.2,0.8513314599,0.8513314599,0.6918,"St. Marys",1
"118","2018_January_ADFA_1","2018_January",0.3737,"ADFA","EPI",85.13314599,100,-0.7,-2.2,0.8513314599,0.8513314599,0.6918,"St. Marys",1
"119","2018_January_ADFA_2","2018_January",0.2096,"ADFA","EPI",76.40181341,94.6823317470498,-0.5,-3.7,0.7640181341,0.8069278819,0.3697,"St. Marys",2
"120","2018_January_ADFA_3","2018_January",0.2445,"ADFA","EPI",69.3393332,87.8152330721474,-0.6,-2.8,0.693393332,0.7896048416,0.4139,"St. Marys",3
"121","2018_January_ADFA_4","2018_January",0.2367,"ADFA","EPI",69.51193746,84.3455853595509,-0.8,-3.7,0.6951193746,0.8241324921,0.4012,"St. Marys",4
"122","2018_January_ADFA_4","2018_January",0.2367,"ADFA","EPI",69.51193746,84.3455853595509,-0.8,-3.7,0.6951193746,0.8241324921,0.4012,"St. Marys",4
"123","2018_January_ADFA_5","2018_January",0.4459,"ADFA","EPI",76.6401256,94.1015078850762,-0.7,-3.2,0.766401256,0.8144409938,0.7876,"St. Marys",5
"124","2018_January_ADFA_6","2018_January",0.3647,"ADFA","EPI",68.6137392,91.9844877989578,-0.5,-3.9,0.686137392,0.7459272845,0.6149,"St. Marys",6
"125","2018_January_ADFA_1","2018_January",0.2741,"ADFA","EPI",73.80518059,86.6938249864153,-0.7,-3.2,0.7380518059,0.8513314599,0.4764,"St. Marys",1
"126","2018_January_ADFA_2","2018_January",0.2881,"ADFA","EPI",64.80388754,80.309391946418,-0.5,-4.8,0.6480388754,0.8069278819,0.4748,"St. Marys",2
"127","2018_January_ADFA_3","2018_January",0.1841,"ADFA","EPI",68.71265617,87.0215740201966,-0.6,-3.6,0.6871265617,0.7896048416,0.3106,"St. Marys",3
"128","2018_January_ADFA_4","2018_January",0.3595,"ADFA","EPI",69.70792768,84.5833993298515,-0.8,-4.6,0.6970792768,0.8241324921,0.6101,"St. Marys",4
"129","2018_January_ADFA_4","2018_January",0.3595,"ADFA","EPI",69.70792768,84.5833993298515,-0.8,-4.6,0.6970792768,0.8241324921,0.6101,"St. Marys",4
"130","2018_January_ADFA_5","2018_January",0.3085,"ADFA","EPI",70.48143946,86.5396511184307,-0.7,-5,0.7048143946,0.8144409938,0.5258,"St. Marys",5
"131","2018_January_ADFA_6","2018_January",0.5254,"ADFA","EPI",60.72889904,81.4139666183507,-0.5,-4.3,0.6072889904,0.7459272845,0.8445,"St. Marys",6
"132","2018_January_ADFA_1","2018_January",0.2721,"ADFA","EPI",53.8136372,63.2111459927971,-0.7,-4.2,0.538136372,0.8513314599,0.4185,"St. Marys",1
"133","2018_January_ADFA_2","2018_January",0.2906,"ADFA","EPI",73.24040613,90.7645004873886,-0.5,-3.2,0.7324040613,0.8069278819,0.5034,"St. Marys",2
"134","2018_January_ADFA_3","2018_January",0.3343,"ADFA","EPI",57.70266228,73.0778982599389,-0.6,-4.8,0.5770266228,0.7896048416,0.5272,"St. Marys",3
"135","2018_January_ADFA_4","2018_January",0.3926,"ADFA","EPI",74.15615845,89.9808697762179,-0.8,-5.6,0.7415615845,0.8241324921,0.6837,"St. Marys",4
"136","2018_January_ADFA_4","2018_January",0.3926,"ADFA","EPI",74.15615845,89.9808697762179,-0.8,-5.6,0.7415615845,0.8241324921,0.6837,"St. Marys",4
"137","2018_January_ADFA_5","2018_January",0.3497,"ADFA","EPI",53.58879039,65.7982478754743,-0.7,-6.3,0.5358879039,0.8144409938,0.5371,"St. Marys",5
"138","2018_January_ADFA_6","2018_January",0.2993,"ADFA","EPI",49.08939014,65.8098867812631,-0.5,-8.3,0.4908939014,0.7459272845,0.4462,"St. Marys",6
"139","2018_January_ADFA_6","2018_January",0.2993,"ADFA","EPI",49.08939014,65.8098867812631,-0.5,-8.3,0.4908939014,0.7459272845,0.4462,"St. Marys",6
"140","2018_January_ADFA_6","2018_January",0.2993,"ADFA","EPI",49.08939014,65.8098867812631,-0.5,-8.3,0.4908939014,0.7459272845,0.4462,"St. Marys",6
"141","2018_January_ADFA_2","2018_January",0.2738,"ADFA","EPI",58.37442922,72.3415692150221,-0.5,-6.3,0.5837442922,0.8069278819,0.4336,"St. Marys",2
"142","2018_January_ADFA_3","2018_January",0.3092,"ADFA","EPI",50.23451399,63.6198150561087,-0.6,-6.2,0.5023451399,0.7896048416,0.4645,"St. Marys",3
"143","2018_January_ADFA_4","2018_January",0.3297,"ADFA","EPI",82.34758872,99.9203277499317,-0.8,-2.7,0.8234758872,0.8241324921,0.6012,"St. Marys",4
"144","2018_January_ADFA_4","2018_January",0.3297,"ADFA","EPI",82.34758872,99.9203277499317,-0.8,-2.7,0.8234758872,0.8241324921,0.6012,"St. Marys",4
"145","2018_January_ADFA_4","2018_January",0.3297,"ADFA","EPI",82.34758872,99.9203277499317,-0.8,-2.7,0.8234758872,0.8241324921,0.6012,"St. Marys",4
"146","2018_January_ADFA_5","2018_January",0.5573,"ADFA","EPI",73.17423291,89.8459599492719,-0.7,-3.9,0.7317423291,0.8144409938,0.9651,"St. Marys",5
"147","2018_January_ADFA_5","2018_January",0.5573,"ADFA","EPI",73.17423291,89.8459599492719,-0.7,-3.9,0.7317423291,0.8144409938,0.9651,"St. Marys",5
"148","2018_January_ADFA_5","2018_January",0.5573,"ADFA","EPI",73.17423291,89.8459599492719,-0.7,-3.9,0.7317423291,0.8144409938,0.9651,"St. Marys",5
"149","2018_January_ADFA_6","2018_January",0.2793,"ADFA","EPI",42.32008593,56.7348678743766,-0.5,-9.6,0.4232008593,0.7459272845,0.3975,"St. Marys",6
"150","2018_January_ADFA_1","2018_January",0.1779,"ADFA","EPI",49.11491992,57.6918888041201,-0.7,-5.4,0.4911491992,0.8513314599,0.2654,"St. Marys",1
"151","2018_January_ADFA_2","2018_January",0.5104,"ADFA","EPI",50.52899687,62.6189750080564,-0.5,-9,0.5052899687,0.8069278819,0.7683,"St. Marys",2
"152","2018_January_ADFA_3","2018_January",0.478,"ADFA","EPI",57.3281724,72.6036232045313,-0.6,-6.7,0.573281724,0.7896048416,0.752,"St. Marys",3
"153","2018_January_ADFA_4","2018_January",0.3229,"ADFA","EPI",60.97863116,73.9912959924906,-0.8,-6.4,0.6097863116,0.8241324921,0.5198,"St. Marys",4
"154","2018_January_ADFA_5","2018_January",0.3953,"ADFA","EPI",59.11965596,72.589243923198,-0.7,-6.2,0.5911965596,0.8144409938,0.629,"St. Marys",5
"155","2018_January_ADFA_6","2018_January",0.3767,"ADFA","EPI",66.58701712,89.2674373275322,-0.5,-5.2,0.6658701712,0.7459272845,0.6275,"St. Marys",6
"156","2018_January_ADFA_2","2018_January",0.4579,"ADFA","EPI",47.54313169,58.918687476822,-0.5,-9.9,0.4754313169,0.8069278819,0.6756,"St. Marys",2
"157","2018_January_ADFA_3","2018_January",0.3309,"ADFA","EPI",44.3403355,56.1550957693621,-0.6,-10,0.443403355,0.7896048416,0.4776,"St. Marys",3
"158","2018_January_ADFA_4","2018_January",0.4532,"ADFA","EPI",49.12280702,59.6054730166366,-0.8,-7.7,0.4912280702,0.8241324921,0.6758,"St. Marys",4
"159","2018_January_ADFA_5","2018_January",0.2835,"ADFA","EPI",50.2292769,61.6733161547301,-0.7,-8.1,0.502292769,0.8144409938,0.4259,"St. Marys",5
