sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year,month ,dry.wt,fresh.wt,water.wt,site
1.5,6,CEME,EPI,-2.098,103.0204082,0,0,18,-52125,-52107,0,162,52287,0,271.2,0,0,100,0.4737,1,2020,September,0.245,0.4974,0.2524,St. Marys
1.5,6,ADFA,EPI,-9.207,46.14485981,0,15,15,7,22,9,85,69,1,280,406.5,262.1,100,0.4631,1,2020,September,0.2568,0.3753,0.1185,St. Marys
1.6,6,ADFA,HP,-6.912,55.6206089,0,25,64,51,115,13,161,97,1,258.4,0,255.3,50,1.6107,1,2020,September,0.3416,0.5316,0.19,St. Marys
1.6,6,CEME,EPI,-6.791,0,no LFM,12.25,25,20,45,12,136,104,1,276.8,371.2,280.6,100,0.5617,1,2020,September,0,-7.2558,-7.2558,St. Marys
1.6,6,ADFA,EPI,-6.912,55.6206089,0,15,5,46,51,11,184,127,1,268.2,363.8,275.4,100,0.4927,1,2020,September,0.3416,0.5316,0.19,St. Marys
1.6,6,ADFA,EPI,-6.912,55.6206089,0,13,27,12,39,10,131,109,1,278.8,418.6,260.8,0,0.5509,1,2020,September,0.3416,0.5316,0.19,St. Marys
2.1,6,ADFA,HP,-9.016,38.19520174,0,27,59,0,59,19,100,81,1,251.5,0,0,0,1.1469,1,2020,September,0.3668,0.5069,0.1401,Painted Caves
2.1,6,ADFA,EPI,-9.016,38.19520174,0,16,11,30,41,6,201,165,1,282.1,375.4,292.5,0,0.549,1,2020,September,0.3668,0.5069,0.1401,Painted Caves
2.1,6,CEME,EPI,-4.998,72.23642173,Temp probe turned off,13,25,1,26,15,92,76,1,271.5,296.8,256.6,100,0.5202,1,2020,September,0.313,0.5391,0.2261,Painted Caves
2.2,6,ADFA,HP,-8.755,50.0950209,No glow or ignition ,0,-71618,0,-71618,0,72098,72098,0,239.8,0,0,0,1.0573,0,2020,September,0.2631,0.3949,0.1318,Painted Caves
2.2,6,CEME,EPI,-4.701,78.54842705,0,7,10,36,46,2,128,90,1,279.1,360.9,298.9,100,0.5556,1,2020,September,0.4037,0.7208,0.3171,Painted Caves
2.2,6,ADFA,EPI,-8.755,50.0950209,0,13,11,20,31,21,186,145,1,295.8,426.3,286.4,100,0.5493,1,2020,September,0.2631,0.3949,0.1318,Painted Caves
2.3,6,CEME,EPI,-7.092,62.53916157,0,0,15,-39163,-39148,0,178,39341,0,266.8,0,0,100,0.5758,1,2020,September,0.6703,1.0895,0.4192,Painted Caves
2.3,6,CEME,HP,-7.092,62.53916157,Glowed past end of video ,0,54,-40372,-40318,0,467,40839,0,234.1,0,0,100,1.6581,1,2020,September,0.6703,1.0895,0.4192,Painted Caves
2.3,6,ADFA,EPI,-2.371,95.2844695,0,10,16,49,65,7,190,134,1,272.6,278.9,279.7,50,0.5049,1,2020,September,0.1951,0.381,0.1859,Painted Caves
2.4,6,ADFA,HP,-7.946,59.27409262,Glowed past end of video ,0,58,-72397,-72339,0,470,72867,0,241.2,0,0,50,1.1644,1,2020,September,0.3995,0.6363,0.2368,Painted Caves
2.4,6,CEME,EPI,-5.835,-106.4740252,"missing dry weight, no lfm ",0,11,-39579,-39568,0,126,39705,0,269.5,0,0,100,0.4807,1,2020,September,0,0.4687,0.4687,Painted Caves
2.4,6,CEME,EPI,-5.835,-106.4740252,"missing dry weight, no lfm ",12.25,13,16,29,6,86,64,1,287.3,311.6,292.8,100,0.3825,1,2020,September,0,0.4687,0.4687,Painted Caves
2.4,6,ADFA,EPI,-7.946,59.27409262,0,8,8,27,35,13,158,118,1,278.4,310,268.5,0,0.5483,1,2020,September,0.3995,0.6363,0.2368,Painted Caves
2.4,6,ADFA,EPI,-7.946,59.27409262,0,0,10,-72520,-72510,0,200,72720,0,280,0,0,0,0.4075,1,2020,September,0.3995,0.6363,0.2368,Painted Caves
2.5,6,ADFA,HP,-3.05,75.8322237,Glowed past end of video ,0,225,-46009,-45784,0,180,46189,0,259.1,0,0,0,1.1065,1,2020,September,0.3004,0.5282,0.2278,Painted Caves
2.5,6,CEME,EPI,-6.011,67.28524394,0,0,24,-51542,-51518,0,136,51678,0,276.8,0,0,100,0.4871,1,2020,September,0.3341,0.5589,0.2248,Painted Caves
2.5,6,ADFA,EPI,-3.05,75.8322237,0,10.5,12,29,41,11,141,101,1,279.2,275.6,268.7,100,0.5264,1,2020,September,0.3004,0.5282,0.2278,Painted Caves
2.6,6,CEME,EPI,-5.603,66.03192383,0,5,10,44,54,1,161,116,1,269.9,314.6,280.6,100,0.4647,1,2020,September,0.3571,0.5929,0.2358,Painted Caves
1.1,7,CEME,EPI,-6.31,64.82900943,0,3,26,34,60,3,152,115,1,277.3,315.7,294.9,100,0.5307,1,2020,September,0.3392,0.5591,0.2199,St. Marys
1.1,7,ADFA,EPI,-5.122,68.67623604,0,0,7,-46546,-46539,0,97,46643,0,278.1,0,0,100,0.4754,1,2020,September,0.3135,0.5288,0.2153,St. Marys
1.1,7,ADFA,EPI,-5.122,68.67623604,0,4.5,23,5,28,16,127,106,1,276.5,311.8,271,100,0.4826,1,2020,September,0.3135,0.5288,0.2153,St. Marys
1.2,7,ADFA,HP,-3.13,78.9893617,No glow or ignition ,0,-47353,0,-47353,0,47475,47475,0,253.9,0,0,50,0.8759,0,2020,September,0.2632,0.4711,0.2079,St. Marys
1.2,7,CEME,EPI,-7.034,125.9367872,0,13.25,15,11,26,14,150,125,1,277.3,356.5,265.4,100,0.5128,1,2020,September,0.3069,0.6934,0.3865,St. Marys
1.2,7,ADFA,EPI,-3.13,78.9893617,0,12,11,19,30,8,104,77,1,273.8,306,257.1,50,0.5071,1,2020,September,0.2632,0.4711,0.2079,St. Marys
1.3,7,ADFA,HP,-5.79,74.72252059,0,12,40,57,97,36,205,112,1,244.4,267.1,259.1,100,2.3105,1,2020,September,0.2793,0.488,0.2087,St. Marys
1.3,7,CEME,EPI,-5.99,63.26905418,0,3,12,36,48,2,123,85,1,271.2,299.3,280.9,100,0.498,1,2020,September,0.3267,0.5334,0.2067,St. Marys
1.3,7,CEME,EPI,-5.99,63.26905418,0,3,21,45,66,3,117,69,1,268.7,407.3,274.4,100,0.5266,1,2020,September,0.3267,0.5334,0.2067,St. Marys
1.3,7,ADFA,EPI,-5.79,74.72252059,0,4,5,26,31,2,77,49,1,279.2,302.3,261.7,0,0.4462,1,2020,September,0.2793,0.488,0.2087,St. Marys
1.4,7,ADFA,HP,-3.502,75.35528596,0,20,135,0,135,8,116,108,1,261.9,264.3,261.1,100,1.598,1,2020,September,0.2885,0.5059,0.2174,St. Marys
1.4,7,CEME,EPI,-6.04,60.43385273,0,3,21,7,28,11,87,69,1,266.8,354.6,258.5,100,0.4708,1,2020,September,0.3273,0.5251,0.1978,St. Marys
1.4,7,ADFA,EPI,-3.502,75.35528596,0,14.5,26,9,35,8,93,76,1,282.4,382.8,255.6,100,0.5523,1,2020,September,0.2885,0.5059,0.2174,St. Marys
1.5,7,ADFA,HP,-4.49,66.2668227,0,20,98,0,98,11,89,78,1,256.8,251,245.6,0,1.2832,1,2020,September,0.3418,0.5683,0.2265,St. Marys
1.5,7,CEME,EPI,-6.49,61.51724138,0,11.5,4,35,39,3,138,100,1,275.4,336.8,302.3,100,0.5083,1,2020,September,0.29,0.4684,0.1784,St. Marys
1.5,7,ADFA,EPI,-4.49,66.2668227,0,10,18,20,38,4,100,76,1,276.9,300.1,260.6,12.5,0.4801,1,2020,September,0.3418,0.5683,0.2265,St. Marys
1.5,7,ADFA,EPI,-4.49,66.2668227,0,18,13,18,31,5,97,74,1,280.1,337.6,302,0,0.4973,1,2020,September,0.3418,0.5683,0.2265,St. Marys
1.6,7,ADFA,HP,-4.884,69.43425877,Glowed past end of video ,0,222,-67747,-67525,0,200,67947,0,241.8,0,0,90,0.833,1,2020,September,0.3818,0.6469,0.2651,St. Marys
1.6,7,CEME,EPI,-10,29.66396292,0,12.5,2,22,24,15,152,115,1,271.2,431.5,272.2,100,0.5793,1,2020,September,0.3452,0.4476,0.1024,St. Marys
1.6,7,ADFA,EPI,-4.884,69.43425877,0,11.5,13,6,19,17,152,129,1,278.8,253.8,261.8,100,0.4912,1,2020,September,0.3818,0.6469,0.2651,St. Marys
2.1,7,ADFA,HP,-6.792,56.727629,0,0,148,-68185,-68037,0,281,68466,0,251.9,0,0,90,1.2944,1,2020,September,0.3062,0.4799,0.1737,Painted Caves
2.1,7,CEME,EPI,-6.921,7.889301941,0,6.5,27,19,46,2,113,92,1,265.3,330.5,284.1,100,0.5406,1,2020,September,0.4842,0.5224,0.0382,Painted Caves
2.1,7,ADFA,EPI,-6.792,56.727629,0,13,22,22,44,7,112,83,1,291.3,379.8,290.5,0,0.52,1,2020,September,0.3062,0.4799,0.1737,Painted Caves
2.2,7,ADFA,HP,-4.973,68.28163123,0,12,38,52,90,5,124,67,1,249.4,238.7,238.5,0,0.7205,1,2020,September,0.2869,0.4828,0.1959,Painted Caves
2.2,7,CEME,EPI,-2.057,97.05071665,0,6.75,31,30,61,2,169,137,1,274.1,331.6,311.2,100,0.4873,1,2020,September,0.3628,0.7149,0.3521,Painted Caves
2.2,7,ADFA,EPI,-4.973,68.28163123,0,5,18,19,37,15,143,109,1,269.5,343.5,271,0,0.538,1,2020,September,0.2869,0.4828,0.1959,Painted Caves
2.3,7,ADFA,HP,-5.259,20.28415961,Glowed past end of video ,0,210,-50531,-50321,0,509,51040,0,241,0,0,100,1.2428,1,2020,September,0.3308,0.3979,0.0671,Painted Caves
2.3,7,CEME,EPI,-7.196,62.75832982,"Mislabeled  as 2.4-7 in video, but datasheet notes confirm this is 2.3-7",10.75,39,14,53,5,168,149,1,271.8,360.7,249.8,100,0.5214,1,2020,September,0.4742,0.7718,0.2976,Painted Caves
2.3,7,ADFA,EPI,-5.259,20.28415961,0,0,13,-50253,-50240,0,163,50416,0,284,0,0,20,0.4615,1,2020,September,0.3308,0.3979,0.0671,Painted Caves
2.4,7,ADFA,HP,-4.019,79.91498406,Glowed past end of video ,0,167,-38462,-38295,0,282,38744,0,241.7,0,0,20,2.3392,1,2020,September,0.2823,0.5079,0.2256,Painted Caves
2.4,7,CEME,EPI,-5.37,76.19272556,0,13,21,18,39,13,111,80,1,258.3,416.5,260.4,100,0.5027,1,2020,September,0.4234,0.746,0.3226,Painted Caves
2.4,7,ADFA,EPI,-4.019,79.91498406,0,7,37,12,49,18,143,113,1,277.1,325.4,255.9,30,0.5415,1,2020,September,0.2823,0.5079,0.2256,Painted Caves
2.5,7,ADFA,HP,-4.878,63.11576355,0,19,91,0,91,9,87,78,1,240,240,234.5,50,0.8633,1,2020,September,0.3248,0.5298,0.205,Painted Caves
2.5,7,CEME,EPI,-7.059,61.28964503,0,7,46,1,47,7,99,91,1,268,439.1,280.1,100,0.486,1,2020,September,0.4761,0.7679,0.2918,Painted Caves
2.5,7,ADFA,EPI,-4.878,63.11576355,0,18,18,26,44,2,92,64,1,281.2,295.9,284.9,20,0.4354,1,2020,September,0.3248,0.5298,0.205,Painted Caves
2.6,7,ADFA,HP,-4.28,75.74183976,0,22,118,0,118,10,101,91,1,234.8,293.2,259,0,1.8029,1,2020,September,0.2696,0.4738,0.2042,Painted Caves
2.6,7,CEME,EPI,-6.491,62.88356452,0,9,8,30,38,6,126,90,1,274.4,314.4,287,100,0.5499,1,2020,September,0.4758,0.775,0.2992,Painted Caves
2.6,7,ADFA,EPI,-4.28,75.74183976,Missing these yellow lower videos ,0,26,18,44,1,112,93,1,269.4,212.6,278.1,0,0.5291,1,2020,September,0.2696,0.4738,0.2042,Painted Caves
2.6,7,ADFA,EPI,-4.28,75.74183976,0,0,19,-51791,-51772,0,173,51964,0,273.5,0,0,0,0.5433,1,2020,September,0.2696,0.4738,0.2042,Painted Caves
1.1,8,ADFA,HP,-2.816,57.06787964,No glow or ignition ,0,-65607,0,-65607,0,66014,66014,0,252.5,0,0,0,1.2495,0,2020,September,0.2858,0.4489,0.1631,St. Marys
1.1,8,CEME,EPI,-7.758,73.82212144,0,6.75,23,27,50,2,139,110,1,271,306.4,290.9,100,0.553,1,2020,September,0.3969,0.6899,0.293,St. Marys
1.1,8,ADFA,EPI,-2.816,57.06787964,0,0,18,-65611,-65593,0,158,65769,0,268.3,0,0,100,0.5134,1,2020,September,0.2858,0.4489,0.1631,St. Marys
1.1,8,ADFA,EPI,-2.816,57.06787964,0,15,21,20,41,10,136,106,1,286.5,368.6,272,100,0.4839,1,2020,September,0.2858,0.4489,0.1631,St. Marys
1.1,8,CEME,HP,-7.758,73.82212144,Glowed past end of video ,0,83,-44086,-44003,0,375,44461,0,248.2,0,0,100,1.5485,1,2020,September,0.3969,0.6899,0.293,St. Marys
1.2,8,ADFA,HP,-3.79,88.5193133,Glow and small ignition both due to sample touching pilot flame; glowed past end ,0,51,-43885,-43834,0,384,44269,0,245,0,0,0,1.4032,1,2020,September,0.2796,0.5271,0.2475,St. Marys
1.2,8,CEME,EPI,-8.1,52.03503349,0,3,18,26,44,3,138,109,1,270.9,324,289.5,100,0.5071,1,2020,September,0.3882,0.5902,0.202,St. Marys
1.2,8,CEME,HP,-8.1,52.03503349,Glowed past end of video ,0,36,-44571,-44535,0,478,45049,0,250.7,0,0,100,1.7339,1,2020,September,0.3882,0.5902,0.202,St. Marys
1.2,8,ADFA,EPI,-3.79,88.5193133,0,11.5,27,16,43,7,137,114,1,269.3,323.56,264.3,50,0.5518,1,2020,September,0.2796,0.5271,0.2475,St. Marys
1.3,8,ADFA,HP,-3.88,80.30418251,Glowed past end of video ,0,186,-42775,-42589,0,213,42988,0,266.9,0,0,20,1.5333,1,2020,September,0.263,0.4742,0.2112,St. Marys
1.3,8,CEME,EPI,-6.713,56.29122273,0,0,25,-42931,-42906,0,98,43029,0,273.2,0,0,100,0.4717,1,2020,September,0.3942,0.6161,0.2219,St. Marys
1.3,8,CEME,EPI,-6.713,56.29122273,0,0,24,-43088,-43064,0,135,43223,0,276.2,0,0,100,0.4763,1,2020,September,0.3942,0.6161,0.2219,St. Marys
1.3,8,ADFA,EPI,-3.88,80.30418251,0,7.5,12,22,34,4,91,65,1,268.1,334.6,287.1,0,0.4741,1,2020,September,0.263,0.4742,0.2112,St. Marys
1.4,8,ADFA,EPI,-7.131,-104.5142936,"missing dry weight, no lfm ",0,55,-53139,-53084,0,193,53332,0,271.3,0,0,100,0.479,1,2020,September,0,0.3253,0.3253,St. Marys
1.4,8,ADFA,EPI,-7.131,-104.5142936,"missing dry weight, no lfm ",13,12,23,35,12,147,112,1,279,448.6,273.5,10,0.5039,1,2020,September,0,0.3253,0.3253,St. Marys
1.4,8,CEME,EPI,-8.848,47.87928222,0,7,15,28,43,4,130,98,1,275.2,292.3,281.4,100,0.4466,1,2020,September,0.2452,0.3626,0.1174,St. Marys
1.4,8,CEME,HP,-8.848,47.87928222,Glowed past end of video ,0,73,-43418,-43345,0,193,43611,0,279.1,0,0,100,2,1,2020,September,0.2452,0.3626,0.1174,St. Marys
1.4,8,ADFA,HP,-7.131,-104.5142936,"missing dry weight, no lfm ",0,-55637,0,-55637,0,56130,56130,0,236,0,0,0,1.5,0,2020,September,0,0.3253,0.3253,St. Marys
1.5,8,ADFA,HP,-3.35,66.73400673,No glow or ignition ,0,-53155,0,-53155,0,53555,53555,0,230.9,0,0,100,1.2029,0,2020,September,0.297,0.4952,0.1982,St. Marys
1.5,8,CEME,EPI,-7.822,55.79728692,0,5,14,35,49,3,164,126,1,277.4,297.8,281.6,100,0.4979,1,2020,September,0.3907,0.6087,0.218,St. Marys
1.5,8,ADFA,EPI,-3.35,66.73400673,Missing these yellow lower videos ,0,29,4,33,8,69,57,1,282.7,313.9,259.1,100,0.5385,1,2020,September,0.297,0.4952,0.1982,St. Marys
1.5,8,CEME,HP,-7.822,55.79728692,Glowed past end of video ,0,25,-40896,-40871,0,429,41325,0,239.1,0,0,100,1.1663,1,2020,September,0.3907,0.6087,0.218,St. Marys
1.6,8,CEME,EPI,-7.922,46.89092762,0,12.5,13,22,35,4,151,125,1,291.2,338.8,308.2,100,0.5418,1,2020,September,0.2943,0.4323,0.138,St. Marys
1.6,8,CEME,HP,-7.922,46.89092762,0,0,59,-41466,-41407,0,433,41899,0,232.8,0,0,100,1.0098,1,2020,September,0.2943,0.4323,0.138,St. Marys
1.6,8,ADFA,EPI,-1.091,52.13960546,0,15,6,26,32,7,136,103,1,270.5,383.8,260.7,0,0.5415,1,2020,September,0.3295,0.5013,0.1718,St. Marys
2.1,8,ADFA,HP,-3.65,78.26537664,Glowed past end of video ,0,201,-41419,-41218,0,306,41725,0,260.7,0,0,0,1.7639,1,2020,September,0.2894,0.5159,0.2265,Painted Caves
2.1,8,CEME,EPI,-6.421,60.2486452,"HP wt: 0.8469, must be missing HP video? ",2,22,25,47,1,118,92,1,264.1,310.7,277.8,100,0.4662,1,2020,September,0.3137,0.5027,0.189,Painted Caves
2.1,8,ADFA,EPI,-3.65,78.26537664,0,4,24,32,56,3,201,166,1,281.9,311.6,286.2,100,0.4793,1,2020,September,0.2894,0.5159,0.2265,Painted Caves
2.2,8,ADFA,HP,-7.46,59.87361769,Glowed past end of video ,0,120,-43399,-43279,0,293,43692,0,259.6,0,0,50,1.3357,1,2020,September,0.3165,0.506,0.1895,Painted Caves
2.2,8,CEME,EPI,-6,106.6839585,water potential is estimate,0,48,-69337,-69289,0,73,69410,0,277,0,0,100,0.5236,1,2020,September,0.5012,1.0359,0.5347,Painted Caves
2.2,8,ADFA,EPI,-7.46,59.87361769,0,11,17,6,23,17,120,97,1,263.6,333.3,263.7,100,0.5213,1,2020,September,0.3165,0.506,0.1895,Painted Caves
2.3,8,ADFA,EPI,-10,41.47492625,0,11.25,12,20,32,8,131,103,1,275,363.4,266.8,0,0.5265,1,2020,September,0.339,0.4796,0.1406,Painted Caves
2.3,8,CEME,EPI,-10,44.65658976,0,11,12,30,42,3,160,127,1,263.4,325.3,293.3,100,0.5588,1,2020,September,0.3771,0.5455,0.1684,Painted Caves
2.4,8,ADFA,EPI,-10,43.14613527,0,8.5,20,0,20,25,139,114,1,275.8,391.1,228.1,0,0.425,1,2020,September,0.3312,0.4741,0.1429,Painted Caves
2.4,8,CEME,EPI,-8.677,52.48004561,0,0,20,-54000,-53980,0,127,54127,0,268.6,0,0,100,0.5124,1,2020,September,0.3508,0.5349,0.1841,Painted Caves
2.4,8,CEME,EPI,-8.677,52.48004561,Weight was written on video ,0,31,-54292,-54261,0,111,54403,0,267.5,0,0,100,0.5446,1,2020,September,0.3508,0.5349,0.1841,Painted Caves
2.5,8,ADFA,HP,-6.56,54.61741425,Glowed past end of video ,0,40,-47062,-47022,0,514,47576,0,249.4,0,0,0,1.2643,1,2020,September,0.3032,0.4688,0.1656,Painted Caves
2.5,8,CEME,EPI,-8.861,59.47846469,0,0,15,-46554,-46539,0,177,46731,0,271,340.5,0,100,0.5325,1,2020,September,0.3413,0.5443,0.203,Painted Caves
2.5,8,CEME,HP,-8.861,59.47846469,0,22,94,74,168,21,213,118,1,242.5,340.5,249.9,100,1.5,1,2020,September,0.3413,0.5443,0.203,Painted Caves
2.5,8,ADFA,EPI,-6.56,54.61741425,0,13,6,37,43,7,135,91,1,265.9,343.6,258.4,0,0.4579,1,2020,September,0.3032,0.4688,0.1656,Painted Caves
2.6,8,CEME,EPI,-9.28,47.77070064,0,14.5,8,29,37,2,116,85,1,274,344.1,283,100,0.4837,1,2020,September,0.314,0.464,0.15,Painted Caves
2.6,8,ADFA,EPI,-0.895,94.52848407,0,3,14,50,64,4,122,68,1,265.6,304.5,275.1,40,0.4963,1,2020,September,0.3107,0.6044,0.2937,Painted Caves
1.1,9,ADFA,EPI,-9.641,53.03100416,0,13,1,36,37,5,145,104,1,267,343.6,253.2,100,0.4546,1,2020,September,0.2161,0.3307,0.1146,St. Marys
1.1,9,CEME,EPI,-10,40.56706652,0,18.5,13,25,38,5,138,108,1,260,349.3,272.1,100,0.557,1,2020,September,0.3668,0.5156,0.1488,St. Marys
1.1,9,CEME,HP,-10,40.56706652,Glowed past end of video ,0,44,-36348,-36304,0,513,36861,0,228.7,0,0,100,1.5359,1,2020,September,0.3668,0.5156,0.1488,St. Marys
1.1,9,ADFA,HP,-9.641,53.03100416,Glowed past end of video ,0,286,-60524,-60238,0,162,60686,0,236.7,0,0,0,1.2905,1,2020,September,0.2161,0.3307,0.1146,St. Marys
1.2,9,ADFA,EPI,-6.59,65.91941836,0,9.25,12,19,31,5,99,75,1,277.3,335.4,265.4,100,0.486,1,2020,September,0.3301,0.5477,0.2176,St. Marys
1.2,9,CEME,EPI,-9.395,44.84884646,0,11,26,20,46,10,183,153,1,272.8,375.3,242.2,100,0.5219,1,2020,September,0.5028,0.7283,0.2255,St. Marys
1.3,9,ADFA,EPI,-5.032,79.96521739,0,5,14,21,35,11,134,102,1,279.2,326.5,251.7,100,0.5132,1,2020,September,0.2875,0.5174,0.2299,St. Marys
1.3,9,CEME,EPI,-10,,no LFM,0,12,-36282,-36270,0,145,36427,0,273.2,0,0,100,0.5303,1,2020,September,0,0,0,St. Marys
1.3,9,CEME,EPI,-10,,no LFM,11.75,6,33,39,4,167,130,1,271.6,356.7,282.9,100,0.5539,1,2020,September,0,0,0,St. Marys
1.3,9,CEME,EPI,-7.919,51.918286,0,17,10,17,27,8,141,116,1,273.8,430.4,267.8,100,0.5641,1,2020,September,0.4014,0.6098,0.2084,St. Marys
1.3,9,CEME,HP,-7.919,51.918286,0,0,76,-42046,-41970,0,573,42619,0,263,0,0,100,2.0001,1,2020,September,0.4014,0.6098,0.2084,St. Marys
1.3,9,ADFA,HP,-5.032,79.96521739,Glowed past end of video ,0,491,-56720,-56229,0,5,56725,0,244,0,0,0,1.7669,1,2020,September,0.2875,0.5174,0.2299,St. Marys
1.4,9,ADFA,EPI,-8.01,56.15942029,0,14,10,14,24,10,112,88,1,273.3,267.5,266.8,85,0.519,1,2020,September,0.3588,0.5603,0.2015,St. Marys
1.4,9,CEME,EPI,-10,41.97389512,0,17,14,26,40,15,206,165,1,272.2,386.8,269.7,100,0.5414,1,2020,September,0.4367,0.62,0.1833,St. Marys
1.4,9,ADFA,HP,-8.01,56.15942029,No glow or ignition ,0,-62298,0,-62298,0,62691,62691,0,228.8,0,0,50,1.2818,0,2020,September,0.3588,0.5603,0.2015,St. Marys
1.5,9,ADFA,HP,-2.23,75.89498807,No glow or ignition ,0,-53692,0,-53692,0,54135,54135,0,231,0,0,0,0.9365,0,2020,September,0.2933,0.5159,0.2226,St. Marys
1.5,9,CEME,EPI,-7.118,55.38030144,0,0,16,-41898,-41882,0,141,42039,0,287.6,0,0,100,0.5257,1,2020,September,0.2853,0.4433,0.158,St. Marys
1.5,9,CEME,EPI,-7.118,55.38030144,0,6,16,10,26,16,125,99,1,272.1,318,273.7,100,0.4064,1,2020,September,0.2853,0.4433,0.158,St. Marys
1.5,9,ADFA,EPI,-2.23,75.89498807,Missing these yellow lower videos ,5,28,31,59,5,165,129,1,273,319.5,278.5,0,0.5501,1,2020,September,0.2933,0.5159,0.2226,St. Marys
1.5,9,CEME,HP,-7.118,55.38030144,Glowed past end of video ,0,77,-42049,-41972,0,346,42395,0,263.5,0,0,100,1,1,2020,September,0.2853,0.4433,0.158,St. Marys
1.6,9,CEME,EPI,-8.667,52.41502683,0,11.5,25,20,45,4,117,93,1,273.2,326.5,290.9,100,0.5279,1,2020,September,0.3913,0.5964,0.2051,St. Marys
1.6,9,CEME,HP,-8.667,52.41502683,0,22,58,0,58,25,266,241,1,257.1,287.9,275.1,100,1.6974,1,2020,September,0.3913,0.5964,0.2051,St. Marys
1.6,9,ADFA,EPI,-2.999,78.5488959,0,1,47,18,65,4,134,112,1,277.2,287.8,277.6,100,0.527,1,2020,September,0.2853,0.5094,0.2241,St. Marys
1.6,9,ADFA,HP,-2.999,78.5488959,No glow or ignition ,0,-50195,0,-50195,0,50661,50661,0,242.9,0,0,40,2.5152,0,2020,September,0.2853,0.5094,0.2241,St. Marys
2.1,9,ADFA,EPI,-10,42.71566328,0,8.5,11,30,41,7,148,111,1,271.8,371,252.5,45,0.5481,1,2020,September,0.3837,0.5476,0.1639,Painted Caves
2.1,9,CEME,EPI,-10,45.82924436,0,13,17,21,38,13,205,171,1,277.4,332,258,100,0.5347,1,2020,September,0.4076,0.5944,0.1868,Painted Caves
2.2,9,ADFA,EPI,-6.05,68.8067648,0,18.25,16,10,26,10,106,86,1,275.9,338.9,272.5,50,0.4962,1,2020,September,0.3193,0.539,0.2197,Painted Caves
2.2,9,CEME,EPI,-6.67,64.14665801,0,5,24,23,47,8,121,90,1,282.8,341.4,258.1,100,0.5096,1,2020,September,0.3082,0.5059,0.1977,Painted Caves
2.3,9,CEME,EPI,-8.217,56.18305745,0,9.25,33,22,55,6,126,98,1,278.3,363.3,279.1,100,0.5588,1,2020,September,0.7189,1.1228,0.4039,Painted Caves
2.4,9,ADFA,EPI,-4.942,73.64932052,0,0,12,-58517,-58505,0,153,58670,0,266.3,0,0,100,0.5295,1,2020,September,0.3017,0.5239,0.2222,Painted Caves
2.4,9,CEME,EPI,-7.23,58.78667985,0,4.5,23,39,62,2,181,140,1,276.1,310.3,286.5,100,0.4942,1,2020,September,0.3033,0.4816,0.1783,Painted Caves
2.5,9,ADFA,EPI,-9.99,44.14685525,0,16.5,12,13,25,12,91,66,1,272.2,380.8,265,75,0.4984,1,2020,September,0.3323,0.479,0.1467,Painted Caves
2.5,9,CEME,EPI,-8.001,56.18361153,0,1.5,16,33,49,2,176,141,1,269,322.9,287.7,100,0.4488,1,2020,September,0.5272,0.8234,0.2962,Painted Caves
2.5,9,ADFA,HP,-9.99,44.14685525,Glowed past end of video ,0,293,-58563,-58270,0,170,58733,0,239.8,0,0,0,1.524,1,2020,September,0.3323,0.479,0.1467,Painted Caves
2.6,9,ADFA,EPI,-5.779,76.77725118,0,6.75,9,37,46,2,138,99,1,278,299.6,275.7,20,0.502,1,2020,September,0.3165,0.5595,0.243,Painted Caves
2.6,9,CEME,EPI,-7.87,46.15384615,0,9,10,31,41,5,138,102,1,265.8,323.1,291.5,100,0.5413,1,2020,September,0.299,0.437,0.138,Painted Caves
2.6,9,ADFA,HP,-5.779,76.77725118,Glowed past end of video ,30.5,176,32,208,28,158,98,1,229.9,264.7,245.5,0,2.6022,1,2020,September,0.3165,0.5595,0.243,Painted Caves
1.1,10,ADFA,EPI,-6.006,73.52002836,0,12.75,10,22,32,5,118,91,1,267.7,335.7,265.1,0,0.479,1,2020,September,0.2821,0.4895,0.2074,St. Marys
1.1,10,CEME,EPI,-10,43.19974755,0,12.5,27,13,40,5,105,87,1,277.4,328.9,286.1,100,0.4581,1,2020,September,0.3169,0.4538,0.1369,St. Marys
1.1,10,ADFA,HP,-6.006,73.52002836,Ignition due to veg touching flame,38,102,33,135,36,196,127,1,220,257.6,231.3,50,2.5316,1,2020,September,0.2821,0.4895,0.2074,St. Marys
1.2,10,ADFA,EPI,-8.35,63.18211703,0,0,10,-61170,-61160,0,172,61342,0,272.2,0,0,100,0.4982,1,2020,September,0.3042,0.4964,0.1922,St. Marys
1.2,10,ADFA,HP,-8.35,63.18211703,Glowed past end of video ,0,77,-61155,-61078,0,317,61472,0,222.1,0,0,100,0.9658,1,2020,September,0.3042,0.4964,0.1922,St. Marys
1.3,10,ADFA,EPI,-10,55.91707458,0,11,5,22,27,12,135,101,1,284.5,286.6,266.7,80,0.489,1,2020,September,0.3473,0.5415,0.1942,St. Marys
1.3,10,CEME,EPI,-8.38,51.17647059,0,14,16,18,34,6,112,88,1,278.7,412.7,295.4,100,0.4637,1,2020,September,0.34,0.514,0.174,St. Marys
