date,sample,fresh.weight,dry.weight,water.potential,spp,fresh.weight.saturated.excel,RWD.excel,TLP.excel,RWC.at.tlp.excel,Po,SWC,LFM.at.tlp.excel,mean.TLP,mean.RWC,mean.Po,mean.SWC,mean.LFM.at.tlp
09.11.2020,5,0.2478,0.1295,-2.084,CEME,0.2612,10.19,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,5,0.2467,0.1295,-2.148,CEME,0.2612,11.03,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,5,0.2449,0.1295,-2.336,CEME,0.2612,12.39,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,5,0.2456,0.1295,-2.384,CEME,0.2612,11.86,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,5,0.246,0.1295,-2.402,CEME,0.2612,11.56,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,5,0.2436,0.1295,-2.511,CEME,0.2612,13.38,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,5,0.2429,0.1295,-2.668,CEME,0.2612,13.91,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,5,0.2419,0.1295,-2.894,CEME,0.2612,14.67,-2.515136928,86.44450749,-1.051995196,0.261492192,88.10810811,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.3159,0.148,-0.144,CEME,0.3168,0.52,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.314,0.148,-0.298,CEME,0.3168,1.65,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.3113,0.148,-0.596,CEME,0.3168,3.25,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.3074,0.148,-0.725,CEME,0.3168,5.56,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.309,0.148,-0.824,CEME,0.3168,4.61,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.3053,0.148,-0.845,CEME,0.3168,6.8,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.304,0.148,-1.086,CEME,0.3168,7.57,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
