sample,site,round,spp,model,year,month,video.notes,ambient.temp,ambient.humidity,fh,ignition,glow,ignition.temp,ignition.temp.higher,temp.max,temp.max.higher,video.notes,sample.length,mpa,bottle.wt,fresh.wt,dry.wt,sample.wt,prop.new,prop.new.lfm,lfm.notes,lfm,ttfg,gti,tti,fd,gd,pfg,start.temp,temp.start.higher,ttms
1.1,1,6,CADE,HP,2020,September,,22,60,,1,0,272.1,198.7,266.2,218.3,,10,-2.4,6.1474,7.9211,6.9391,4.2776,,,,124.0368827,Ê93,Ê0,Ê93,Ê24,Ê150,Ê126,250.7,204.5,97
1.1,1,7,CADE,HP,2020,September,,23,59,,1,1,262,212,291.7,277.7,,10,-4.53,7.2249,8.6055,8.0543,3.2125,,,,66.45768025,Ê36,Ê2,Ê38,Ê13,Ê236,Ê221,267.3,222.3,42
1.1,1,8,CADE,HP,2020,September,,24,57,,1,1,255.5,206.1,302,258.8,,10,-3.56,6.1748,7.5869,6.9219,4.6363,,,,89.01084192,Ê32,Ê25,Ê57,Ê18,Ê92,Ê49,257.3,212.1,63
1.2,1,1,CADE,HP,2020,September,,24,54,34,1,1,241,205.4,269.5,376.4,correct max temps (taller WAY higher than surface),10,-0.46,7.1309,9.889,8.2986,5.5431,,,,136.1993663,Ê83,Ê6,Ê89,Ê28,Ê195,Ê161,242.4,215.8,93
1.2,1,2,CADE,HP,2020,September,,22,65,,1,1,251.9,198.5,,,thermocoupler turned off post ignition,10,-1.15,7.1992,8.8015,7.9432,3.062,,,,115.3629032,Ê53,Ê4,Ê57,Ê33,Ê77,Ê40,265.1,206.7,74
1.2,1,3,CADE,HP,2020,September,,24,55,34,1,0,263.9,212.5,303.5,260.7,,10,-1.11,6.1498,7.7476,6.9668,3.5204,,,,95.56915545,Ê43,Ê0,Ê43,Ê22,Ê115,Ê93,274.1,238.4,50
1.2,1,4,CADE,HP,2020,September,,22,60,46,1,0,255.7,196.8,269,241.5,,10,-1.56,6.1862,7.557,6.8375,4.8694,,,,110.471365,Ê88,Ê0,Ê88,Ê14,Ê229,Ê215,254.8,205.4,89
1.2,1,5,CADE,HP,2020,September,,26,49,46,1,1,253.5,211.8,261.2,239.6,,10,-1.54,6.1155,7.7002,6.8077,3.2623,,,,128.9367235,Ê73,Ê6,Ê79,Ê11,Ê84,Ê67,239,209.3,79
1.2,1,6,CADE,HP,2020,September,,23,58,,1,0,278.3,189.8,293.3,268,,10,-2.09,7.1306,8.5069,7.8393,4.9866,,,,94.20064908,Ê70,Ê0,Ê70,Ê21,Ê148,Ê127,249.9,198,73
1.2,1,7,CADE,HP,2020,September,,23,59,,1,0,261.8,216.7,277.8,247.4,,10,-2.79,7.2831,8.3337,7.8301,2.6419,,,,92.06581353,Ê45,Ê0,Ê45,Ê15,Ê103,Ê88,258.2,220.2,46
1.2,1,8,CADE,HP,2020,September,,24,58,,1,1,262.3,213.7,270.8,223.9,,10,-3.35,6.1489,6.8038,6.4919,2.2652,,,,90.93294461,Ê47,Ê10,Ê57,Ê10,Ê76,Ê56,261.1,217.9,59
1.2,1,9,CADE,HP,2020,September,,25,58,,1,0,260.8,217.2,288.1,254.7,,10,-3.97,6.1885,7.4496,6.9152,2.6519,,,,73.5379111,Ê39,Ê0,Ê39,Ê23,Ê81,Ê58,266.4,216.9,40
1.3,1,1,CADE,HP,2020,September,,25,52,47,1,1,241.7,213.6,249,249,,10,-0.46,7.1772,9.6084,8.1692,4.2027,,,,145.0806452,Ê73,Ê11,Ê84,Ê14,Ê188,Ê163,240.9,218.5,85
1.3,1,2,CADE,HP,2020,September,,22,63,,1,1,247.5,195,348.6,327.4,,10,-2.07,7.22,8.6211,7.9242,5.154,,,,98.96336268,Ê81,Ê4,Ê85,Ê18,Ê191,Ê169,251.5,200.8,86
1.3,1,3,CADE,HP,2020,September,,24,55,30,1,0,278.9,218.9,289.8,235.9,,10,-1.83,6.1821,7.8969,6.995,3.5417,,,,110.9484561,Ê61,Ê0,Ê61,Ê31,Ê75,Ê44,276.7,225.5,61
1.3,1,4,CADE,HP,2020,September,,25,52,42,1,0,332.5,216.4,323.7,272.2,,10,-1.74,6.1687,7.0573,6.9855,4.4676,,,,8.790401567,Ê75,Ê0,Ê75,Ê33,Ê174,Ê141,278.9,228.3,76
1.3,1,5,CADE,HP,2020,September,,26,50,44,1,1,256.6,212.9,284.1,302.2,,10,-2.25,6.1574,8.3363,7.2274,4.2955,,,,103.635514,Ê83,Ê12,Ê95,Ê20,Ê148,Ê116,235.4,216.8,96
1.3,1,6,CADE,HP,2020,September,,21,66,,1,1,,,,,thermocoupler turned off for ignition and after ignition,10,-2.46,7.177,8.7898,7.9475,3.6972,,,,109.3186243,Ê59,Ê46,Ê105,Ê11,Ê122,Ê65,255.2,210.3,105
1.3,1,7,CADE,HP,2020,September,,23,59,,1,0,264,213.9,280.1,242.2,,10,-3.47,7.2201,8.4936,7.9003,3.3139,,,,87.22434578,Ê55,Ê0,Ê55,Ê20,Ê179,Ê159,263.3,220.1,57
1.3,1,8,CADE,HP,2020,September,,24,59,,1,0,265.3,214.5,275.7,232,,10,-3.25,6.1818,7.0741,6.6555,2.5576,,,,88.36816551,Ê54,Ê0,Ê54,Ê19,Ê108,Ê89,264.8,220,56
1.3,1,9,CADE,HP,2020,September,,24,58,,1,0,266.3,218.2,328.3,306,,10,-5.59,6.1686,7.6809,7.1381,2.8788,,,,55.98762249,Ê44,Ê0,Ê44,Ê42,Ê89,Ê47,270.1,231.8,49
1.4,1,1,CADE,HP,2020,September,,25,52,37,1,1,246.4,208.5,253,235.3,glow ended before 16:51:32,10,-0.29,7.1959,8.7782,7.8917,5.6054,,,,127.4073009,Ê51,Ê42,Ê93,Ê27,Ê118,Ê49,239,215.4,94
1.4,1,2,CADE,HP,2020,September,,24,53,,1,0,276.9,220.6,344.7,275.3,,10,-1.07,7.2284,8.5785,7.8866,5.501,,,,105.1200243,Ê76,Ê0,Ê76,Ê20,Ê131,Ê111,281.7,229.2,79
1.4,1,3,CADE,HP,2020,September,,24,55,39,1,1,290.5,218.4,301.3,250.8,,10,-1.45,6.1528,7.5766,6.858,4.092,,,,101.9001702,Ê49,Ê27,Ê76,Ê15,Ê104,Ê62,272.6,220.1,76
1.4,1,4,CADE,HP,2020,September,,23,58,44,1,0,262.4,199.3,288.5,259.9,glow continued with tiny piece that fell through mesh directly onto hotplate until past 14:22:12,10,-1.55,6.1133,7.0573,6.5675,4.4676,,,,107.8379568,Ê95,Ê0,Ê95,Ê16,Ê85,Ê69,247.4,203.1,96
1.4,1,5,CADE,HP,2020,September,,26,51,41,1,0,254.3,209.9,273.5,297.7,,10,-1.77,6.0885,7.9722,7.0022,4.4372,,,,106.1617599,Ê89,Ê0,Ê89,Ê21,Ê128,Ê107,246,217.7,89
1.4,1,6,CADE,HP,2020,September,,23,57,,1,0,248.5,184.9,260.9,267.5,,10,-2.16,7.1959,8.6632,7.9022,5.0169,,,,107.7445845,Ê66,Ê0,Ê66,Ê49,Ê270,Ê221,249,191.1,86
1.4,1,7,CADE,HP,2020,September,,23,58,,1,1,258.5,212.8,273.4,239.2,,10,-3.78,7.2276,8.0995,7.7073,2.897,,,,81.75943298,Ê49,Ê15,Ê64,Ê30,Ê90,Ê45,240.1,208,66
1.4,1,8,CADE,HP,2020,September,,24,59,,1,1,260.9,209.1,303.4,286,,10,-4.21,6.1526,7.4286,6.8493,4.9628,,,,83.14913162,Ê62,Ê6,Ê68,Ê22,Ê112,Ê84,255,216.8,71
1.5,1,1,CADE,HP,2020,September,,25,52,47,1,1,241.4,204.1,254.7,242.8,,10,-0.54,7.2047,8.8748,7.9363,3.4818,,,,128.2804811,Ê33,Ê32,Ê65,Ê32,Ê107,Ê43,239.2,216.1,66
1.5,1,2,CADE,HP,2020,September,,24,54,50,1,0,273,220.6,303.1,239.2,,10,-1.07,7.176,8.4867,7.7866,3.2861,,,,114.6577137,Ê42,Ê0,Ê42,Ê16,Ê73,Ê57,286.8,229.2,43
1.5,1,3,CADE,HP,2020,September,Missing lower,24,55,,1,0,261.5,229.4,333.2,316.3,,10,-1.06,6.1305,7.3624,6.673,4.0333,,,,127.078341,Ê54,Ê0,Ê54,Ê14,Ê237,Ê223,285.4,228.6,55
1.5,1,4,CADE,HP,2020,September,,23,56,0,0,1,,,,,"gpe, sample not quite as ""full"" as the others",10,-1.64,6.1372,7.1867,6.6437,3.1839,,,,107.2063179,Ê198,-Ê52008,-Ê51810,Ê0,Ê313,Ê52321,254.2,204.5,-51810
1.5,1,5,CADE,HP,2020,September,,25,51,37,1,0,258.9,220.1,261.8,264.8,,10,-1.57,6.1579,8.0181,7.0548,2.5279,,,,107.403278,Ê66,Ê0,Ê66,Ê15,Ê55,Ê40,256,219.3,69
1.5,1,6,CADE,HP,2020,September,,23,56,,1,0,264.5,205.3,275.6,246.2,piece of sample fell through mesh and continued to glow directly atop hot plate,10,-2.37,7.2049,8.9871,8.1241,4.5937,,,,93.88598782,Ê85,Ê0,Ê85,Ê24,Ê130,Ê106,245.2,202.5,88
1.5,1,7,CADE,HP,2020,September,,23,59,,1,0,254.7,213,280,246.8,,10,-2.89,7.1751,8.0963,7.6469,4.1329,,,,95.25222552,Ê67,Ê0,Ê67,Ê26,Ê105,Ê79,260.6,220.1,73
1.5,1,8,CADE,HP,2020,September,,24,59,,1,1,254.1,210.4,327.7,309.3,,10,-3.55,6.1326,7.3973,6.7891,3.9056,,,,92.64280274,Ê69,Ê2,Ê71,Ê16,Ê81,Ê63,260.5,214,73
1.5,1,9,CADE,HP,2020,September,,24,58,,1,0,260.5,211.3,271.3,228.2,,10,-3.99,6.1367,7.2431,6.7627,3.3375,,,,76.74121406,Ê73,Ê0,Ê73,Ê15,Ê60,Ê45,257.4,213,75
1.6,1,1,CADE,HP,2020,September,,25,51,44,1,0,243.6,203.3,255.9,255.6,,10,-0.275,7.1406,8.6953,7.8146,5.1837,,,,130.6676558,Ê79,Ê0,Ê79,Ê47,Ê212,Ê165,225.8,206.8,80
1.6,1,2,CADE,HP,2020,September,,24,55,45,1,0,265,217.9,236.3,271.4,,10,-0.096,7.2544,9.3545,8.0518,2.5536,,,,163.3684475,Ê59,Ê0,Ê59,Ê23,Ê88,Ê65,242.6,224.8,62
1.6,1,3,CADE,HP,2020,September,Missing lower,24,55,,1,0,270.2,225.3,337.2,270.6,,10,-1.54,6.1829,6.9129,6.5364,2.4374,,,,106.5063649,Ê47,Ê0,Ê47,Ê25,Ê48,Ê23,289.8,226.4,50
1.6,1,4,CADE,HP,2020,September,,24,55,46,1,0,287,211.9,292.3,302,,10,-1.72,6.1472,7.3119,6.7682,5.04,,,,87.55233494,Ê87,Ê0,Ê87,Ê20,Ê187,Ê167,242.8,199.5,88
1.6,1,5,CADE,HP,2020,September,,25,52,36,1,0,252.4,210.3,285,280.4,lower video very blurry (tough to tell flam. height),10,-1.9,6.1588,7.8842,6.9819,3.7207,,,,109.6221601,Ê55,Ê0,Ê55,Ê26,Ê76,Ê50,251.5,219.4,57
1.6,1,6,CADE,HP,2020,September,,23,55,,1,1,285.8,212.9,283.1,255,,10,-1.89,7.1408,8.1188,7.6312,3.8053,,,,99.42903752,Ê66,Ê9,Ê75,Ê27,Ê79,Ê43,256.1,206.7,76
1.6,1,7,CADE,HP,2020,September,,23,58,,1,0,252.9,207.4,262.9,220.5,,10,-2.75,7.2589,8.7857,8.033,3.1643,,,,97.23549929,Ê71,Ê0,Ê71,Ê14,Ê185,Ê171,247.7,213.2,72
1.6,1,8,CADE,HP,2020,September,,23,60,,1,1,260.8,212.7,300.7,248.4,,10,-3.15,6.1828,7.5978,6.9488,4.229,,,,84.72584856,Ê51,Ê4,Ê55,Ê21,Ê88,Ê63,262.3,219,61
1.6,1,9,CADE,HP,2020,September,,24,59,,1,0,249.8,207.3,356.4,291,,10,-4.08,6.1477,7.1664,6.7131,4.3118,,,,80.17332862,Ê63,Ê0,Ê63,Ê22,Ê74,Ê52,259.9,215.3,67
2.1,2,1,CADE,HP,2020,September,,26,50,32,1,0,255.4,214,261.3,246.2,,10,-0.53,7.1909,8.5512,7.7993,3.2343,,,,123.5864563,Ê59,Ê0,Ê59,Ê19,Ê120,Ê101,246.6,224.7,63
2.1,2,2,CADE,HP,2020,September,,24,56,,1,1,249.5,221.3,252,232.7,,10,-2.1,7.1737,9.4777,8.0653,2.2044,,,,158.4118439,Ê61,Ê3,Ê64,Ê9,Ê67,Ê55,244.9,223.4,65
2.1,2,3,CADE,HP,2020,September,,24,55,33,1,0,288.1,219.8,294.4,238,,10,-1.69,6.1848,7.912,6.9326,3.4101,,,,130.9708478,Ê65,Ê0,Ê65,Ê13,Ê52,Ê39,286.4,226,66
2.1,2,4,CADE,HP,2020,September,,24,55,40,1,0,299.6,217.8,342.2,282.9,,10,-2.31,6.1659,7.407,6.7258,2.3474,,,,121.664583,Ê55,Ê0,Ê55,Ê9,Ê77,Ê68,286.8,222.7,57
2.1,2,5,CADE,HP,2020,September,,24,53,39,1,0,266.2,222.1,273.6,252.9,,10,-2.26,6.2117,7.4582,6.7954,3.379,,,,113.5514819,Ê106,Ê0,Ê106,Ê10,Ê67,Ê57,257.3,217,108
2.1,2,6,CADE,HP,2020,September,,21,66,,1,0,230.9,193.5,251.6,214.9,,10,-2.81,7.1909,8.21,7.6258,3.2133,,,,134.329731,Ê70,Ê0,Ê70,Ê12,Ê161,Ê149,231.6,197.1,71
2.1,2,7,CADE,HP,2020,September,,23,57,,1,1,251.1,203.1,262.4,214.3,,10,-3.13,7.1709,8.0044,7.568,2.1704,,,,109.8967514,Ê50,Ê18,Ê68,Ê11,Ê132,Ê103,241.2,208.3,69
2.1,2,8,CADE,HP,2020,September,,23,60,,1,0,259.4,216,272.3,233.8,,10,-4.33,6.1841,6.9618,6.6193,2.2494,,,,78.69944853,Ê39,Ê0,Ê39,Ê20,Ê58,Ê38,266.7,224,44
2.2,2,1,CADE,HP,2020,September,,26,49,43,1,0,,,,,"gpe, thermocoupler turned off whole time; glow time looks to be close to done",10,-0.31,7.1828,8.6829,7.8263,3.2268,,,,133.1157731,Ê62,Ê0,Ê62,Ê13,Ê139,Ê126,,,62
2.2,2,2,CADE,HP,2020,September,,24,56,,1,0,246.2,218.5,250.5,253.9,,10,-1.6,7.2148,8.7264,7.919,2.3342,,,,114.6549276,Ê54,Ê0,Ê54,Ê14,Ê169,Ê155,247.7,221.7,54
2.2,2,3,CADE,HP,2020,September,,24,55,44,1,0,283,219.9,292.1,235,glow time long due to ~2cm piece of plant hanging off of wire mesh that did not ignite,10,-1.64,6.1665,7.4477,6.7761,3.011,,,,110.1706037,Ê54,Ê0,Ê54,Ê19,Ê180,Ê161,283,223.3,55
2.2,2,4,CADE,HP,2020,September,,24,54,50,1,0,279.5,216.2,288.4,241.7,,10,-2.48,6.1567,7.1185,6.6156,2.7386,,,,109.5881456,Ê55,Ê0,Ê55,Ê32,Ê109,Ê77,290.5,216.4,57
2.2,2,5,CADE,HP,2020,September,A 0187 empty,24,53,0,0,1,,,,,gpe,10,-1.78,6.1869,7.1864,6.6525,3.5885,,,,114.669244,Ê66,-Ê74666,-Ê74600,Ê0,Ê301,Ê74967,255.7,223,-74600
2.2,2,6,CADE,HP,2020,September,,23,55,,1,0,277.5,218.2,277.5,235.4,,10,-1.75,7.1823,8.2225,7.8393,2.7076,,,,58.32572298,Ê112,Ê0,Ê112,Ê14,Ê66,Ê52,254.4,209.3,114
2.2,2,7,CADE,HP,2020,September,,23,57,,1,1,254.3,208.8,262,222.2,glow time continued onto next video,10,-2.95,7.2142,8.1285,7.6735,2.3563,,,,99.06379273,Ê60,Ê0,Ê60,Ê14,Ê268,Ê254,254.5,217.6,64
2.2,2,8,CADE,HP,2020,September,,23,61,,1,1,272,220.7,281.9,237.7,,10,-4.79,6.1659,7.126,6.7265,2.1786,,,,71.26293257,Ê70,Ê9,Ê79,Ê14,Ê128,Ê105,269.7,221.7,83
2.3,2,1,CADE,HP,2020,September,,26,48,46,1,0,,,,,thermocoupler turned off whole time,10,-0.5,7.236,8.889,7.9395,3.3071,,,,134.9680171,Ê75,Ê0,Ê75,Ê15,Ê57,Ê42,,,75
2.3,2,2,CADE,HP,2020,September,,23,57,,3,0,242.7,211.8,246.8,239.8,2nd ignition: 21:47:05 to 21:47:14 w max temps of 248.5 and 238.1;  3rd ignition: 21:47:18 to 21:47:23 w max temps of 248 and 236.4,10,-1.19,7.203,9.1232,7.9928,4.2613,,,,143.1248417,Ê68,Ê0,Ê68,Ê9,Ê254,Ê245,237.9,219.9,70
2.3,2,3,CADE,HP,2020,September,,24,55,38,1,0,290.5,220.3,331.3,288.9,glow time long due to ~2cm piece of plant hanging off of wire mesh that did not ignite,10,-1.5,6.1529,7.3123,6.657,3.0826,,,,129.9940488,Ê61,Ê0,Ê61,Ê20,Ê167,Ê147,280.6,230.3,63
2.3,2,4,CADE,HP,2020,September,,24,53,41,1,0,325.1,219.8,332,251.4,,10,-1.68,6.1716,7.8953,6.8991,3.6288,,,,136.9347079,Ê99,Ê0,Ê99,Ê9,Ê68,Ê59,288.6,226.8,101
2.3,2,5,CADE,HP,2020,September,B 0195 empty,23,58,32,M,1,246,220.9,238,215.3,,10,-1.86,6.1768,8.8741,7.3007,3.4403,,,,139.9946614,Ê368,Ê107,Ê475,Ê21,Ê293,Ê165,218.8,193.9,479
2.3,2,6,CADE,HP,2020,September,,24,54,,1,0,268.4,212.3,279.5,249.5,,10,-2.04,7.2365,8.3699,7.7769,3.3739,,,,109.7335307,Ê64,Ê0,Ê64,Ê13,Ê84,Ê71,258.4,212.9,66
2.3,2,7,CADE,HP,2020,September,,23,58,,1,1,246.3,208.9,440.8,300.1,,10,-2.59,7.2025,8.6466,7.9384,2.8635,,,,96.23590162,Ê47,Ê10,Ê57,Ê25,Ê104,Ê69,258.4,216.3,60
2.3,2,8,CADE,HP,2020,September,,24,60,,1,0,268.9,218.5,274.1,226,,10,-2.58,6.1531,6.8588,6.4912,2.6204,,,,108.7252292,Ê69,Ê0,Ê69,Ê18,Ê87,Ê69,265.7,221.8,72
2.3,2,9,CADE,HP,2020,September,,24,58,,1,0,265.7,218.7,279.6,258.7,,10,-3.33,6.171,7.6075,6.9239,2.5803,,,,90.79559038,Ê47,Ê0,Ê47,Ê22,Ê185,Ê163,260,222.5,48
2.4,2,1,CADE,HP,2020,September,,26,48,,1,1,255.1,224.5,260.2,254,,10,-0.47,7.2005,9.1601,8.0467,2.9855,,,,131.5764595,Ê52,Ê5,Ê57,Ê14,Ê133,Ê114,256.8,227.5,58
2.4,2,2,CADE,HP,2020,September,,23,58,24,2,0,237.7,211.2,241.7,224.7,"2nd ignition: 21:42:49 to 21:43:18 w\ max temps of 243 and 237.4; thermocoupler turned off at ignition, temps at ignition from 2 seconds after ignition; flame spread took very long time (over course of two ignitions to spread to full length of sample)",10,-2.1,7.2081,8.488,7.8606,3.3052,,,,96.1532567,Ê50,Ê0,Ê50,Ê12,Ê99,Ê87,238.5,219.8,92
2.4,2,3,CADE,HP,2020,September,B 0144: 0s vid,24,55,42,1,0,298.5,219.9,387.5,299.9,,10,-2.43,6.1482,7.1819,6.633,3.1212,,,,113.2219472,Ê46,Ê0,Ê46,Ê24,Ê200,Ê176,302.9,232.1,48
2.4,2,4,CADE,HP,2020,September,,24,53,42,1,0,289.7,216.8,294.1,244,,10,-2.51,6.2138,7.1883,6.7053,2.1204,,,,98.2706002,Ê50,Ê0,Ê50,Ê10,Ê134,Ê124,284.5,220.4,51
2.4,2,5,CADE,HP,2020,September,,23,58,31,M,0,207.8,197.1,212.6,211.5,,10,-1.42,6.1773,7.6801,6.8327,4.0327,,,,129.295087,-Ê40261,Ê40630,Ê369,Ê16,Ê40737,Ê91,228.6,195.4,376
2.4,2,6,CADE,HP,2020,September,,22,64,,1,0,241.4,200.2,248.6,214.1,,10,-3.11,7.2003,8.8651,7.6169,2.1932,,,,299.6159386,Ê61,Ê0,Ê61,Ê13,Ê170,Ê157,237.6,203.7,62
2.4,2,7,CADE,HP,2020,September,,23,58,,1,1,262.9,208.8,271.9,226.2,,10,-3.35,7.2074,8.0179,7.6134,2.9607,,,,99.63054187,Ê46,Ê3,Ê49,Ê17,Ê111,Ê91,258.7,214.4,51
2.4,2,8,CADE,HP,2020,September,,23,61,,1,1,264.8,217,273,223.9,,10,-4.13,6.1497,7.0229,6.6343,2.535,,,,80.1898473,Ê29,Ê17,Ê46,Ê15,Ê127,Ê95,264.9,222.7,-21551
2.5,2,1,CADE,HP,2020,September,,26,49,34,1,0,265.5,231.8,270.6,257.3,,10,-0.43,7.1656,8.8399,7.8349,3.0944,,,,150.1568803,Ê84,Ê0,Ê84,Ê14,Ê75,Ê61,252.2,227,85
2.5,2,2,CADE,HP,2020,September,,23,59,44,1,0,234.7,213.7,243.5,241.3,,10,-1.56,7.2404,8.4694,7.7733,3.4518,,,,130.6248827,Ê62,Ê0,Ê62,Ê26,Ê63,Ê37,236.2,223.8,62
2.5,2,3,CADE,HP,2020,September,,24,55,40,1,0,300.4,228.8,306,259.2,"~3cm hanging off the edge did not ignite, may have prolonged glow duration; glow continued to 12:09:27 on tiny piece that fell through mesh directly onto hot plate",7,-1.78,6.1361,7.8009,6.8578,3.2632,,,,130.6775669,Ê74,Ê0,Ê74,Ê13,Ê199,Ê186,307.3,236.6,75
2.5,2,4,CADE,HP,2020,September,,25,52,39,1,1,328.3,227.5,333.9,277.7,,10,-2.06,6.1786,7.4617,6.7667,2.8818,,,,118.1771808,Ê52,Ê15,Ê67,Ê7,Ê127,Ê105,303.6,222.8,67
2.5,2,5,CADE,HP,2020,September,,23,56,44,1,1,213.9,187.5,213.7,197.3,,10,-2.05,6.1557,7.2052,6.6314,2.5379,,,,120.6222409,Ê80,Ê7,Ê87,Ê21,Ê53,Ê25,230.7,195.6,89
2.5,2,6,CADE,HP,2020,September,,22,63,,1,0,242.2,202.3,278.3,232.3,,10,-3.39,7.1653,8.4946,7.8247,3.1073,,,,101.5923567,Ê61,Ê0,Ê61,Ê23,Ê195,Ê172,249.1,210.3,62
2.5,2,7,CADE,HP,2020,September,,23,57,,1,1,259.5,210.9,271.4,252.6,,10,-3.51,7.2455,8.3234,7.7492,2.3307,,,,113.9964264,Ê44,Ê14,Ê58,Ê18,Ê178,Ê146,241.8,215.7,62
2.5,2,8,CADE,HP,2020,September,,23,62,,1,0,268,219.7,276.2,230,,10,-3.26,6.1364,6.8924,6.523,1.8826,,,limited sample,95.55095706,Ê47,Ê0,Ê47,Ê15,Ê63,Ê48,267,221,50
1.1,1,1,CECO,HP,2020,September,,24,55,15,M,0,288.5,249.1,286.6,250.4,,10,-0.362,7.2471,8.338,7.6984,2.4352,,,,141.7239087,-Ê65810,Ê66345,Ê535,Ê6,Ê0,-Ê66351,259.6,224.3,
1.1,1,2,CECO,HP,2020,September,,24,56,0,0,1,,,,,"gpe, sample glowed a bit, but mostly just turned black",10,-0.818,7.2174,9.4119,8.1947,2.4712,,,,124.5472219,Ê185,-Ê72519,-Ê72334,Ê0,Ê277,Ê72796,243.5,213.9,-72334
1.1,1,3,CECO,HP,2020,September,,24,57,28,1,1,292.2,231.2,305.7,250.4,"glow start, ignition due to touching pilot flame",10,-3.595,7.227,8.2906,7.7852,2.4874,,,,90.54102472,Ê107,Ê0,Ê107,Ê29,Ê126,Ê97,280,230.9,113
1.1,1,4,CECO,HP,2020,September,,24,56,0,0,1,,,,,gpe,10,-2.148,7.2657,8.6386,7.8735,1.9367,,,,125.8802238,Ê248,-Ê43398,-Ê43150,Ê0,Ê370,Ê43768,282.7,237.5,-43150
1.1,1,5,CECO,HP,2020,September,,25,52,0,0,1,,,,,gpe,10,-4.881,6.1523,7.734,7.0483,2.0268,,,,76.52901786,Ê88,-Ê67896,-Ê67808,Ê0,Ê364,Ê68260,238.4,227.7,-67808
1.1,1,6,CECO,HP,2020,September,,22,63,0,0,1,,,,,,10,-2.62,6.1484,6.8455,6.4776,2.4468,,,,111.7557716,Ê274,-Ê41700,-Ê41426,Ê0,Ê128,Ê41828,278.6,237.3,-41426
1.1,1,7,CECO,HP,2020,September,,23,63,0,0,1,,,,,gpe,10,-4.09,7.2472,8.2168,7.7529,1.3681,,,,91.73422978,Ê25,-Ê64923,-Ê64898,Ê0,Ê404,Ê65327,251,226.2,-64898
1.1,1,8,CECO,HP,2020,September,,22,61,0,0,1,,,,,gpe,10,-3.11,7.2336,8.6918,7.96,1.9509,,,,100.7433921,Ê111,-Ê69781,-Ê69670,Ê0,Ê331,Ê70112,260.3,226,-69670
1.1,1,9,CECO,HP,2020,September,,23,64,0,0,1,,,,,only small part glowed,10,-5.178,7.1827,8.6238,7.9879,2.0812,,,,78.97416791,Ê9,-Ê54806,-Ê54797,Ê0,Ê536,Ê55342,261.9,224.3,-54797
1.1,1,10,CECO,HP,2020,September,,,,,,,,,,,,10,-4.22,7.2353,8.6379,7.9231,1.8863,,,,103.9255598,Ê0,Ê0,Ê0,Ê0,Ê0,Ê0,,,0
1.1,1,11,CECO,HP,2020,September,,26,53,20,1,0,278.3,231.6,278.3,235.6,,10,-6.6,7.133,8.1684,7.7609,1.8694,,,,64.89886925,Ê20,Ê0,Ê20,Ê9,Ê480,Ê471,283.8,229,22
1.1,1,12,CECO,HP,2020,September,,23,63,0,0,0,,,,,check upper cam for glow end,10,-10,7.2477,8.0483,7.9363,1.1565,,,,16.26488527,-Ê50553,Ê0,-Ê50553,Ê0,Ê0,Ê0,281.2,213.7,-50553
1.2,1,1,CECO,HP,2020,September,,25,54,0,0,1,,,,,,10,-0.277,7.1912,8.213,7.6461,2.5,,,,124.6207958,Ê45,-Ê66440,-Ê66395,Ê0,Ê342,Ê66782,285.8,246.1,-66395
1.2,1,2,CECO,HP,2020,September,,24,56,0,0,1,,,,,"gpe, sample touching pilot flame",10,-1.01,7.2049,8.1989,7.6775,1.688,,,,110.325857,Ê44,-Ê72879,-Ê72835,Ê0,Ê383,Ê73262,273.8,236.8,-72835
1.2,1,3,CECO,HP,2020,September,,24,57,0,0,1,,,,,"gpe, glow start by touching pilot flame",10,-3.449,7.2494,8.2314,7.8021,1.3038,,,,77.67324046,Ê5,-Ê36678,-Ê36673,Ê0,Ê565,Ê37243,277.8,230,-36673
1.2,1,4,CECO,HP,2020,September,ended on B 0231,24,56,14,M,1,308.9,238.9,305.6,243.1,gpe,10,-2.132,7.2328,8.6388,7.9805,2.3144,,,,88.04333289,Ê224,Ê259,Ê483,Ê15,Ê277,Ê3,296,240,489
1.2,1,5,CECO,HP,2020,September,videos only shows blackened CECO for about 14sÛ_,,,0,0,0,,,,,,10,-4.43,6.1715,7.0821,6.6894,1.4878,,,,75.82544893,Ê0,Ê0,Ê0,Ê0,Ê0,Ê0,,,0
1.2,1,6,CECO,HP,2020,September,,22,63,0,0,1,,,,,gpe,10,-5.52,6.1498,6.9978,6.6396,1.9456,,,,73.13189057,Ê155,-Ê42047,-Ê41892,Ê0,Ê287,Ê42334,258.6,223.8,-41892
1.2,1,7,CECO,HP,2020,September,,22,63,0,0,0,,,,,glow start by touching pilot flame and almost immediately ends (otherwise NOGORI),10,-5.18,7.1913,8.5569,7.9868,1.4689,,,,71.66561911,-Ê65370,Ê0,-Ê65370,Ê0,Ê0,Ê0,241.4,227.2,-65370
1.2,1,8,CECO,HP,2020,September,,23,61,22,M,0,253.7,227.6,253.2,226.8,"gpesample touching hot plate; check upper cam for start, , ",10,-2.89,7.2493,8.5506,7.9148,1.8207,,,,95.53719008,-Ê70121,Ê70599,Ê478,Ê10,Ê70609,Ê0,255.6,226,
