sample,site,round,spp,model,year,month,video.notes,ambient.temp,ambient.humidity,fh,ignition,glow,ignition.temp,ignition.temp.higher,temp.max,temp.max.higher,video.notes,sample.length,mpa,bottle.wt,fresh.wt,dry.wt,sample.wt,prop.new,prop.new.lfm,lfm.notes,lfm,ttfg,gti,tti,fd,gd,pfg,start.temp,temp.start.higher,ttms
1.2,1,3,ARPA,HP,2020,September,,25,56,46,1,0,262.3,224.3,265.8,241.6,,10,-2.25,7.2022,9.276,8.039,4.6677,,,,147.8250478,Ê59,Ê0,Ê59,Ê13,Ê237,Ê224,258.4,220.1,60
1.2,1,4,ARPA,HP,2020,September,,23,63,0,0,1,,,,,gpe,10,-2.35,7.3871,8.99,8.0538,4.6578,,,,140.4229789,Ê177,-Ê76402,-Ê76225,Ê0,Ê290,Ê76692,222.4,207.3,-76225
1.2,1,5,ARPA,HP,2020,September,,24,56,,2,0,250.1,221.8,254.1,237.7,"2nd ignition: 9:51:09 to 9:51:19 (tiny flame, but lasted a little while) with max temps of 254.5 and 235.3",10,-2.8,7.8589,9.4536,8.5853,4.1558,,,,119.5346916,Ê120,Ê0,Ê120,Ê9,Ê188,Ê179,236.1,216.2,124
1.2,1,6,ARPA,HP,2020,September,"Says ""real"" 1.2 - 6",22,59,30,1,0,276.5,211.7,245.2,223.9,,10,-4.26,7.1495,8.7567,8.0726,2.8888,,,,74.10898061,Ê74,Ê0,Ê74,Ê8,Ê113,Ê105,280.2,216.1,77
1.2,1,7,ARPA,HP,2020,September,,25,52,0,0,1,,,,,gpe,10,-3.35,6.1799,7.6905,6.9242,3.896,,,,102.9557974,Ê195,-Ê66310,-Ê66115,Ê0,Ê390,Ê66700,266.5,205.5,-66115
1.2,1,8,ARPA,HP,2020,September,,22,60,0,0,1,,,,,gpe,10,-6.79,7.251,8.3501,7.8018,2.37,,,,99.54611474,Ê279,-Ê37723,-Ê37444,Ê0,Ê23,Ê37746,244.1,211.5,-37444
1.2,1,9,ARPA,HP,2020,September,,23,58,28,M,0,213.9,187.7,221.2,200.5,gpe,10,-6.79,7.1965,8.4845,8.0243,3.4633,,,,55.59313844,-Ê38923,Ê39333,Ê410,Ê32,Ê39489,Ê124,220.4,200.2,427
1.3,1,1,ARPA,HP,2020,September,,26,60,42,1,1,348.7,238.9,398.2,273.2,,10,-0.19,7.2172,11.151,8.7436,5.7458,,,,157.7175052,Ê73,Ê35,Ê108,Ê6,Ê238,Ê197,321.5,245.3,109
1.3,1,2,ARPA,HP,2020,September,,22,64,36,1,1,247.4,213.8,255.7,264.2,,10,-2.15,7.2459,9.1751,8.0224,4.1875,,,,148.4481648,Ê68,Ê57,Ê125,Ê10,Ê208,Ê141,237.8,218.6,127
1.3,1,3,ARPA,HP,2020,September,,25,56,35,2,0,283.5,230.2,,,thermocoupler off for max temps; 2nd ignition: 17:50:47 to 17:51:14 w/ max temps of 286.5 and 262.7,10,-2.18,7.2486,9.5632,8.2153,5.7031,,,,139.433123,Ê99,Ê0,Ê99,Ê10,Ê143,Ê133,273.1,242.8,101
1.3,1,4,ARPA,HP,2020,September,,23,61,44,1,1,235.5,202.1,248.2,257.9,,10,-2.67,7.2255,8.5621,7.7956,4.9385,,,,134.4500965,Ê65,Ê57,Ê122,Ê29,Ê149,Ê63,220.1,209.3,125
1.3,1,5,ARPA,HP,2020,September,,24,56,36,1,1,239.9,213.7,247.9,266.6,gpe,10,-2.87,7.7261,9.6021,8.5548,4.4237,,,,126.3786654,Ê90,-Ê12,Ê78,Ê14,Ê223,Ê221,236.6,212.3,80
1.3,1,6,ARPA,HP,2020,September,,22,60,44,1,0,286.4,202.9,326.2,231.2,,10,-3.64,7.8012,8.6498,8.2277,2.6517,,,,98.96834701,Ê100,Ê0,Ê100,Ê29,Ê111,Ê82,260.8,206.3,101
1.3,1,7,ARPA,HP,2020,September,,25,52,0,0,1,,,,,GPE ,10,-4.59,6.2202,7.3816,6.8398,3.4784,,,Entered at 7.8398 first?,87.44351194,Ê139,-Ê65601,-Ê65462,Ê0,Ê426,Ê66027,267.4,210.3,-65462
1.3,1,8,ARPA,HP,2020,September,,23,56,0,0,1,,,,,gpe; propane ran out mid-video,10,-4.12,7.124,8.8481,7.8809,4.1244,,,"Dry weight initially entered in ABCO 1.3-8, but that DOE, so likely here. ",127.7843837,Ê255,-Ê41304,-Ê41049,Ê0,Ê223,Ê41527,214.2,194.6,-41049
1.3,1,9,ARPA,HP,2020,September,,23,56,45,1,0,204.7,177.9,209.8,203.3,part of sample loaded at 11:33:53,10,-4.12,7.2261,8.2752,7.791,3.4906,,,,85.71428571,Ê84,Ê0,Ê84,Ê43,Ê227,Ê184,223.2,188.4,90
1.3,1,10,ARPA,HP,2020,September,,24,58,,1,0,253.2,215,279.7,248,,10,-5.11,7.2175,9.3156,8.4339,3.1847,,,,72.48438014,Ê31,Ê0,Ê31,Ê28,Ê255,Ê227,251.6,225.5,32
1.4,1,1,ARPA,HP,2020,September,,24,66,26,1,1,319.3,244.1,330.2,260.1,gpe,10,-0.17,7.1962,9.1364,8.1126,4.6817,,,,111.719773,Ê16,Ê95,Ê111,Ê17,Ê399,Ê287,282.8,224.6,115
1.4,1,2,ARPA,HP,2020,September,,26,57,27,1,1,331.2,245.6,351.9,289.5,start of glow caused by contact with pilot flame,10,-1.63,7.2124,9.1999,9.0949,4.7077,,,,5.577689243,Ê4,Ê38,Ê42,Ê37,Ê216,Ê141,327.4,260.2,46
1.4,1,3,ARPA,HP,2020,September,,26,55,23,1,1,258.4,224.3,267.3,258.2,start of glow caused by contact with pilot flame,10,-3.08,7.1962,9.2391,8.1376,5.628,,,,117.0065859,Ê15,Ê58,Ê73,Ê24,Ê173,Ê91,264,227.5,76
1.4,1,4,ARPA,HP,2020,September,,22,66,37,1,0,241,203.3,241.3,226.5,,10,-3.59,7.1192,8.8137,7.9878,4.524,,,,95.08404329,Ê70,Ê0,Ê70,Ê25,Ê157,Ê132,252.4,209.2,71
1.4,1,5,ARPA,HP,2020,September,finished on A 0075,24,56,,1,1,246,217.5,251.5,274.4,,10,-3.46,7.8093,8.9111,8.36,3.7003,,,,100.0726348,Ê59,Ê16,Ê75,Ê27,Ê190,Ê147,240.8,219.8,76
1.4,1,6,ARPA,HP,2020,September,,22,61,28,1,0,273,209.9,291.8,227.3,,10,-4.24,7.2278,7.9902,7.6437,3.0677,,,,83.31329647,Ê88,Ê0,Ê88,Ê17,Ê123,Ê106,270.7,212.3,90
1.4,1,7,ARPA,HP,2020,September,,24,53,32,1,0,282.6,213,282.3,251.1,,10,-4.27,6.1498,7.6501,6.9398,3.7961,,,,89.91139241,Ê114,Ê0,Ê114,Ê11,Ê140,Ê129,250.8,206.3,116
1.4,1,8,ARPA,HP,2020,September,,,,,,,,,,,,10,-5.03,7.2125,8.5728,7.9583,4.4964,,,,82.3947439,Ê0,Ê0,Ê0,Ê0,Ê0,Ê0,,,0
1.4,1,9,ARPA,HP,2020,September,,23,56,0,0,1,,,,,"gpe, sample loaded in three parts -- starting at 11:39:22 ending at time shown",10,-5.03,7.1194,8.0278,7.6339,2.7833,,,,76.55976676,Ê192,-Ê42163,-Ê41971,Ê0,Ê355,Ê42518,199,183.7,-41971
1.4,1,10,ARPA,HP,2020,September,,24,58,,1,0,249.4,203.8,262.5,223.9,,10,-5.07,7.1966,8.4277,7.953,3.2119,,,,62.75780011,Ê42,Ê0,Ê42,Ê11,Ê120,Ê109,250.2,211.9,44
1.5,1,1,ARPA,HP,2020,September,B 0007: 2s video; THIS IS 1.5 - 1,25,61,44,1,1,313,228.7,383.7,284.1,,10,-0.15,7.2691,9.9026,8.2485,5.2755,,,,168.8891158,Ê80,Ê1,Ê81,Ê9,Ê276,Ê266,276.4,226.9,82
1.5,1,2,ARPA,HP,2020,September,,26,56,25,1,1,346.3,241,358.7,266,,10,-0.39,7.2358,8.8754,7.8861,4.3139,,,,152.1297863,Ê61,Ê3,Ê64,Ê17,Ê174,Ê154,302.2,238.8,66
1.5,1,3,ARPA,HP,2020,September,,26,54,41,1,0,253,211.5,271.5,258.1,long flame,10,-2.09,7.2427,10.138,8.4256,4.9386,,,,144.7628709,Ê48,Ê0,Ê48,Ê53,Ê211,Ê158,249.9,225.7,51
1.5,1,4,ARPA,HP,2020,September,,24,59,41,1,0,239.3,211,247.8,267.3,gpe,10,-2.47,7.1897,9.4241,8.2005,3.7125,,,,121.0526316,Ê73,Ê0,Ê73,Ê10,Ê296,Ê286,238.4,215.1,76
1.5,1,5,ARPA,HP,2020,September,,24,56,,1,0,243.8,215.2,249.1,246.2,,10,-2.58,7.749,9.0263,8.2938,3.1284,,,,134.4530103,Ê70,Ê0,Ê70,Ê22,Ê155,Ê133,239.3,214.9,71
1.5,1,6,ARPA,HP,2020,September,,22,61,44,1,0,267.2,201.1,294.2,220.4,,10,-3.97,7.2216,7.8741,7.5824,2.6608,,,,80.8481153,Ê80,Ê0,Ê80,Ê15,Ê186,Ê171,265.8,207.5,82
1.5,1,7,ARPA,HP,2020,September,,24,55,0,0,1,,,,,gpe,10,-3.82,6.1446,7.4024,6.7863,2.8977,,,,96.01059685,Ê133,-Ê64338,-Ê64205,Ê0,Ê646,Ê64984,247.2,197.1,-64205
1.5,1,8,ARPA,HP,2020,September,,23,57,0,0,1,,,,,gpe,10,-4.38,7.1388,8.4417,7.7677,4.1753,,,,107.1712514,Ê124,-Ê42668,-Ê42544,Ê0,Ê414,Ê43082,216.6,186.3,-42544
1.5,1,9,ARPA,HP,2020,September,,24,53,,M,0,265.4,236.3,265.9,242.2,,10,-4.38,7.1902,8.3749,7.8087,1.9453,,,,91.54405821,-Ê60064,Ê60303,Ê239,Ê9,Ê60375,Ê63,229.4,212.6,241
1.5,1,10,ARPA,HP,2020,September,,24,57,,1,1,292,262,298.1,273,,10,-5.74,7.2534,8.9204,8.2474,2.97,,,,67.70623742,Ê39,Ê0,Ê39,Ê25,Ê194,Ê169,265.5,220.5,45
1.6,1,1,ARPA,HP,2020,September,,25,62,32,1,1,319.6,238.5,327.7,250.2,gpe,10,-0.16,7.2074,10.2063,8.3902,5.5592,,,,153.5424417,Ê116,Ê15,Ê131,Ê13,-Ê35703,-Ê35731,265.6,218,132
1.6,1,2,ARPA,HP,2020,September,,26,57,25,1,0,339.2,250.2,344,255.4,2nd ignition: 13:43:18 to 13:43:31 w/ max temps of 347.3 and 261.1,10,-0.43,7.2333,8.9954,7.9545,4.1333,,,,144.3288963,Ê67,Ê0,Ê67,Ê16,Ê109,Ê93,338.1,258.8,69
1.6,1,3,ARPA,HP,2020,September,,26,54,25,1,0,268.4,225.7,283.2,252.5,,10,-1.77,7.2371,9.3434,8.0852,3.9506,,,,148.3551468,Ê50,Ê0,Ê50,Ê19,Ê231,Ê212,272.5,236.4,51
1.6,1,4,ARPA,HP,2020,September,,24,59,37,1,0,263.8,209.9,282.9,267.3,,10,-2.45,7.25,8.8556,7.9669,4.4703,,,,123.9642907,Ê87,Ê0,Ê87,Ê23,Ê139,Ê116,244.5,216.1,89
1.6,1,5,ARPA,HP,2020,September,,24,57,29,2,1,244.6,213.7,248.8,273.7,2nd ignition: 10:15:08 to 10:15:17 w/ max temps of 249.8 (surface) and 279.5 (taller),10,-2.86,7.825,9.657,8.6703,4.4222,,,,116.727789,Ê70,Ê16,Ê86,Ê18,Ê148,Ê114,237.8,219.6,88
1.6,1,6,ARPA,HP,2020,September,,22,60,,1,0,271.9,201.5,297.9,217.6,"gpe, glow time stopped before 9:22:22",10,-3.02,7.1721,8.45,7.7863,4.0784,,,,108.0592641,Ê142,Ê0,Ê142,Ê22,Ê159,Ê137,238.5,198.1,144
1.6,1,7,ARPA,HP,2020,September,,23,58,,M,0,257.1,199.8,257.2,212.2,manual ignition (denoted by M),10,-3.67,6.1473,7.9364,7.0273,4.1138,,,,103.3068182,-Ê63429,Ê63997,Ê568,Ê8,Ê42509,-Ê21496,261.7,200.5,569
1.6,1,8,ARPA,HP,2020,September,,23,57,0,0,1,,,,,gpe,10,-3.88,7.2088,8.3016,7.7743,3.1434,,,,93.244916,Ê215,-Ê43314,-Ê43099,Ê0,Ê371,Ê43685,236,199.7,-43099
1.6,1,9,ARPA,HP,2020,September,,25,52,,1,0,267.4,231.1,275.6,288.9,,10,-3.88,7.2502,8.7299,8.0049,3.3442,,,,96.06466145,Ê145,Ê0,Ê145,Ê13,Ê80,Ê67,256,224.9,149
1.6,1,10,ARPA,HP,2020,September,,24,57,,2,0,254.7,209.5,278.3,231.3,2nd ignition: 16:14:27 to 16:14:34,10,-5.67,7.2066,8.1987,7.7737,4.2754,,,,74.94269088,Ê51,Ê0,Ê51,Ê22,Ê136,Ê114,254,215,53
2.1,2,1,ARPA,HP,2020,September,,23,71,0,0,1,,,,,gpe,10,-0.26,7.1996,8.8469,7.8126,4.3595,,,,168.7275693,Ê202,-Ê41620,-Ê41418,Ê0,Ê369,Ê41989,271.5,216,-41418
2.1,2,2,ARPA,HP,2020,September,,26,57,29,1,1,330.5,244.7,336.3,268.3,glow time BARELY past 13:13:01; start of glow caused by contact with  pilot flame,10,-0.58,7.1747,9.0308,7.8854,5.3283,,,,161.1650485,Ê22,Ê47,Ê69,Ê12,Ê279,Ê220,310.5,245.9,71
2.1,2,3,ARPA,HP,2020,September,,26,54,28,1,1,296.4,249.4,302.7,270.9,glow time barely past ,10,-2.35,7.243,9.1709,8.0335,5.0601,,,,143.883618,Ê45,Ê74,Ê119,Ê11,Ê176,Ê91,269.4,233.1,121
2.1,2,4,ARPA,HP,2020,September,,24,59,40,1,0,245,210.2,249.3,225.1,,10,-2.56,7.1947,9.5769,8.1936,4.0683,,,,138.4823306,Ê126,Ê0,Ê126,Ê9,Ê229,Ê220,241.9,218.1,128
2.1,2,5,ARPA,HP,2020,September,,24,57,32,1,0,229.5,208.9,237.7,258,,10,-2.72,7.7735,8.7099,8.1699,4.0372,,,,136.2260343,Ê90,Ê0,Ê90,Ê14,Ê108,Ê94,224.6,205.6,92
2.1,2,6,ARPA,HP,2020,September,,23,57,0,0,1,,,,,,10,-2.92,7.0979,8.6729,7.7955,3.8195,,,,125.7740826,Ê149,-Ê36425,-Ê36276,Ê0,Ê261,Ê36686,271.4,215.1,-36276
2.1,2,7,ARPA,HP,2020,September,,25,53,30,1,0,270.1,222.4,293.3,254.2,gpe,10,-3.49,6.1643,7.3761,6.7399,2.5586,,,,110.5281445,Ê68,Ê0,Ê68,Ê7,Ê233,Ê226,258.7,213.8,71
2.1,2,8,ARPA,HP,2020,September,,23,57,31,M,0,230.1,190.8,231.1,201.6,gpe,10,-3.47,7.1813,8.9376,8.0349,2.5681,,,,105.7521087,-Ê43707,Ê44106,Ê399,Ê19,Ê44214,Ê89,225.8,189.5,414
2.1,2,9,ARPA,HP,2020,September,,24,53,0,0,1,,,,,not all burned away ,10,-3.47,7.1948,8.1884,7.6732,3.453,,,,107.6923077,Ê122,-Ê60621,-Ê60499,Ê0,Ê244,Ê60865,250,220.4,-60499
2.1,2,10,ARPA,HP,2020,September,,25,51,0,0,1,,,,,gpe,10,-5.06,7.1735,8.5775,7.7648,2.8064,,,,137.4429224,Ê178,-Ê57211,-Ê57033,Ê0,Ê300,Ê57511,277.8,227.4,-57033
2.1,2,11,ARPA,HP,2020,September,,25,51,0,0,1,,,,,gpe,10,-2.61,7.2422,9.1095,8.015,3.7529,,,,141.6278468,Ê116,-Ê57642,-Ê57526,Ê0,Ê306,Ê57948,275.4,224.7,-57526
2.1,2,12,ARPA,HP,2020,September,switches to 1.1-9 part way through? Misses beginning and end too. ,26,50,0,0,0,,,,,NOGORI (but video only 2:49 long); video starts way after sample loaded -- check lower cam,10,,,,7.7594,,,,,-100,Ê0,Ê0,Ê0,Ê0,Ê0,Ê0,,,0
2.1,2,13,ARPA,HP,2020,September,,23,57,0,0,0,,,,,NOGORI,10,-4.45,7.2547,8.4778,8.1185,2.9764,,,,41.59527668,-Ê53107,Ê0,-Ê53107,Ê0,Ê53655,Ê53655,252.9,201.1,-53107
2.1,2,10b,ARPA,HP,2020,September,,24,57,,1,0,264.4,214.3,269.4,220.5,,10,-3.57,7.1999,8.8263,8.0658,3.6545,,,,87.82769373,Ê98,Ê0,Ê98,Ê9,Ê151,Ê142,258.9,216.8,101
2.2,2,1,ARPA,HP,2020,September,,26,58,24,1,1,334.1,253.5,335.3,260.3,,10,-0.56,7.2273,9.7144,8.1861,5.65,,,,159.3971631,Ê128,Ê24,Ê152,Ê8,Ê255,Ê223,307.8,248.5,155
2.2,2,2,ARPA,HP,2020,September,,24,58,0,0,1,,,,,gpe,10,-2.18,7.2546,9.7028,8.2899,4.8462,,,,136.47252,Ê49,-Ê62904,-Ê62855,Ê0,Ê428,Ê63332,236.3,216.8,-62855
2.2,2,3,ARPA,HP,2020,September,,26,54,24,1,1,263.8,225.2,264.9,228.3,"gpe, whole sample never fully engulfed",,-2.19,7.2262,9.1756,8.0157,4.4142,,,,146.9157695,Ê76,Ê18,Ê94,Ê10,Ê333,Ê305,270.4,227.9,-65779
2.2,2,4,ARPA,HP,2020,September,,24,58,0,0,1,,,,,gpe,10,-2.46,7.1477,8.6711,7.787,3.7803,,,,138.2918817,Ê121,-Ê78353,-Ê78232,Ê0,Ê338,Ê78691,244.7,220.5,-78232
2.2,2,5,ARPA,HP,2020,September,,24,56,30,1,0,247.2,218.9,266.6,255.4,gpe,10,-2.67,7.8025,9.7607,8.6493,3.514,,,,131.2470477,Ê93,Ê0,Ê93,Ê6,Ê286,Ê280,241.7,216.6,95
2.2,2,6,ARPA,HP,2020,September,,22,59,28,1,1,266.9,207.9,299,220.3,,10,-3.55,7.2205,10.0853,8.8224,3.4369,,,,78.83763031,Ê51,Ê1,Ê52,Ê22,Ê151,Ê128,268.2,213.3,53
2.2,2,7,ARPA,HP,2020,September,,26,52,42,1,0,263.7,227.6,274.5,252.6,,10,-4,6.1878,7.9677,7.0983,3.5036,,,,95.48599671,Ê80,Ê0,Ê80,Ê11,Ê185,Ê174,257.5,215.1,85
2.2,2,8,ARPA,HP,2020,September,,23,57,0,0,0,,,,,NOGORI,10,,7.2069,8.7058,7.9554,4.1855,,,,100.253841,-Ê44251,Ê0,-Ê44251,Ê0,Ê0,Ê0,234.4,193.8,-44251
2.2,2,9,ARPA,HP,2020,September,,26,51,,M,0,273.5,235.3,273.4,235.3,gpe,10,,7.1475,7.8828,7.53,3.1537,,,,92.23529412,-Ê59390,Ê59586,Ê196,Ê11,Ê59748,Ê151,256.7,221.5,199
2.2,2,10,ARPA,HP,2020,September,,24,57,0,0,1,,,,,,10,-6.87,7.2256,8.1944,7.8372,3.0872,,,,58.40418574,Ê113,-Ê59110,-Ê58997,Ê0,Ê337,Ê59447,249,214.4,-58997
2.3,2,1,ARPA,HP,2020,September,,24,66,0,0,1,,,,,gpe,10,-0.19,7.2484,9.4284,8.088,4.2237,,,,159.6474512,Ê128,-Ê42680,-Ê42552,Ê0,Ê310,Ê42990,302.5,239.7,-42552
2.3,2,2,ARPA,HP,2020,September,,26,57,40,1,1,344,260.6,347.8,264.7,,10,-0.27,7.2434,8.7506,7.7782,4.1056,,,,181.8249813,Ê86,Ê22,Ê108,Ê3,Ê106,Ê81,318.7,253.8,109
2.3,2,3,ARPA,HP,2020,September,,26,53,34,1,0,280.4,229.5,284.9,248.7,,10,-2.57,7.2269,9.0431,7.9796,4.385,,,,141.2913511,Ê72,Ê0,Ê72,Ê9,Ê172,Ê163,256,227.7,74
2.3,2,4,ARPA,HP,2020,September,,24,58,28,1,1,265.9,231.4,268.3,252.9,,10,-2.46,7.2237,9.4756,8.2608,4.0433,,,,117.1343168,Ê111,Ê27,Ê138,Ê8,Ê183,Ê148,250.8,223.7,141
2.3,2,5,ARPA,HP,2020,September,,24,56,0,0,1,,,,,gpe,10,-3.19,7.7985,9.8369,8.7797,3.6458,,,,107.7456176,Ê115,-Ê38222,-Ê38107,Ê0,Ê386,Ê38608,247.5,219.4,-38107
2.3,2,6,ARPA,HP,2020,September,,23,59,36,1,0,273.6,208,302.5,233.1,,10,-3.72,7.1753,8.2263,7.6685,3.0031,,,,113.0981346,Ê82,Ê0,Ê82,Ê28,Ê213,Ê185,265.8,210.1,83
2.3,2,7,ARPA,HP,2020,September,,25,52,0,0,1,,,,,,10,-6.08,6.1478,7.4926,6.8301,2.4645,,,,97.09805071,Ê131,-Ê67879,-Ê67748,Ê0,Ê346,Ê68225,251.2,222,-67748
2.3,2,8,ARPA,HP,2020,September,,23,56,0,0,1,,,,,gpe,10,-5.8,7.1955,8.1238,7.7379,2.4903,,,,71.14675516,Ê182,-Ê44948,-Ê44766,Ê0,Ê323,Ê45271,262.9,199.4,-44766
2.3,2,9,ARPA,HP,2020,September,,24,54,,1,0,264,218.7,280.6,263,,10,-5.8,7.2234,8.1436,7.7559,1.7246,,,,72.80751174,Ê49,Ê0,Ê49,Ê9,Ê199,Ê190,242.9,224.6,51
2.4,2,1,ARPA,HP,2020,September,,22,75,34,1,1,306.4,230.4,309.5,265.1,,10,-0.52,7.2095,9.3258,7.9488,4.4444,,,,186.2572704,Ê152,Ê4,Ê156,Ê7,Ê233,Ê222,264,218,158
2.4,2,2,ARPA,HP,2020,September,,26,58,26,2,0,306.1,238.7,329.1,254.5,2nd ignition: 13:02:27 to 13:02:51 w/ max temps of 323.8 and 258.5 (flame ht for first flame),10,-0.98,7.2308,9.2368,8.4021,4.6299,,,,71.26269956,Ê69,Ê0,Ê69,Ê22,Ê172,Ê150,283.4,236.9,74
2.4,2,3,ARPA,HP,2020,September,,26,54,37,1,1,272.7,228.4,275.9,236.2,,10,-2.65,7.2051,9.0988,7.9848,4.1717,,,,142.8754649,Ê95,Ê37,Ê132,Ê16,Ê107,Ê54,269.6,233.1,136
2.4,2,4,ARPA,HP,2020,September,,24,58,0,0,1,,,,,,10,-2.52,7.2471,8.9106,7.9465,2.4307,,,,137.8467258,Ê153,-Ê79265,-Ê79112,Ê0,Ê361,Ê79626,254.8,223.3,-79112
2.4,2,5,ARPA,HP,2020,September,,24,56,29,1,1,246.9,210.7,247.8,240.7,gpe,10,-2.86,7.725,9.3714,8.4086,3.5751,,,,140.842598,Ê111,Ê9,Ê120,Ê6,Ê334,Ê319,239.9,214.6,124
2.4,2,6,ARPA,HP,2020,September,,23,58,37,1,0,287.8,215,310.7,267.9,,10,-3.45,6.1273,7.2555,6.6376,3.2447,,,,121.0856359,Ê77,Ê0,Ê77,Ê7,Ê102,Ê95,280.8,220.9,78
2.4,2,7,ARPA,HP,2020,September,"no label, but most likely 2.4 - 7 (based on others)",25,53,31,1,0,297.1,214.2,331,261.6,"gpe, stem portion did not ignite",,-4.04,6.1775,7.0952,6.5918,2.6803,,,,121.506155,Ê90,Ê0,Ê90,Ê6,Ê172,Ê166,253.6,218.1,92
2.4,2,8,ARPA,HP,2020,September,,23,57,0,0,0,,,,,NOGORI,10,-3.56,7.1276,8.9367,8.0237,2.3397,,,,101.8859502,-Ê45279,Ê0,-Ê45279,Ê0,Ê0,Ê0,249.8,194.4,-45279
2.4,2,9,ARPA,HP,2020,September,,26,50,,1,1,290.1,237.6,291.7,268.1,,10,-3.56,7.2469,8.0888,7.6335,3.308,,,,117.7703052,Ê138,Ê43,Ê181,Ê5,Ê147,Ê99,264.2,228.2,182
2.4,2,10,ARPA,HP,2020,September,,24,58,,1,0,257,207.6,277.6,229.3,,10,-3.96,7.2044,9.3543,8.2236,3.7156,,,,110.9399529,Ê57,Ê0,Ê57,Ê9,Ê78,Ê69,258,215.6,59
2.4,2,11,ARPA,HP,2020,September,,23,54,0,0,1,,,,,gpe,10,-4.11,,,8.2229,,,,,-100,Ê213,-Ê53948,-Ê53735,Ê0,Ê272,Ê54220,242.6,204.6,-53735
2.5,2,1,ARPA,HP,2020,September,,26,60,0,0,1,,,,,gpe,10,-0.21,7.2239,8.885,7.7338,5.0589,,,,225.7697588,Ê170,-Ê44953,-Ê44783,Ê0,Ê351,Ê45304,292.8,227.7,-44783
2.5,2,2,ARPA,HP,2020,September,,21,68,35,1,1,255.8,222.6,256.5,227.9,,10,-1.71,7.2068,9.7588,8.2103,5.0159,,,,154.3099153,Ê241,Ê13,Ê254,Ê8,Ê81,Ê60,223.3,211.1,254
2.5,2,2,ARPA,HP,2020,September,,23,62,0,0,1,,,,,,10,-1.71,7.2068,9.7588,8.2103,5.0159,,,,154.3099153,Ê194,-Ê60960,-Ê60766,Ê0,Ê431,Ê61391,243.1,214.4,-60766
2.5,2,3,ARPA,HP,2020,September,,26,54,32,1,1,260.1,221.5,270.1,264,,10,-2.38,7.253,8.3818,7.7147,4.0227,,,,144.4877626,Ê50,Ê4,Ê54,Ê31,Ê173,Ê138,259.8,228.5,55
2.5,2,4,ARPA,HP,2020,September,Missing lower,24,58,,1,1,271.8,227.5,271.9,232.8,"Missing B0057, which is likely the video",10,-2.53,7.1368,8.4251,7.6557,4.4668,,,,148.2751975,Ê144,Ê24,Ê168,Ê10,Ê246,Ê212,272.8,234.3,172
2.5,2,5,ARPA,HP,2020,September,,24,56,41,1,1,240.3,207.1,245.3,244.9,,10,-2.97,7.8036,9.18,8.4021,3.4901,,,,129.9749373,Ê91,Ê2,Ê93,Ê8,Ê121,Ê111,237.6,210.8,95
2.5,2,6,ARPA,HP,2020,September,,23,58,34,1,0,280.5,215.5,318.4,234.8,,10,-3.32,6.1706,7.5951,6.8254,3.0767,,,,117.5473427,Ê91,Ê0,Ê91,Ê15,Ê92,Ê77,270.6,217.6,92
2.5,2,7,ARPA,HP,2020,September,,25,53,25,1,0,266,218.6,264,244.6,,10,-4.1,6.2046,7.9246,7.0253,3.1624,,,8.1723,109.5771902,Ê28,Ê0,Ê28,Ê21,Ê168,Ê147,268.1,217.3,31
2.5,2,8,ARPA,HP,2020,September,,23,56,0,0,1,,,,,"gpe, did not look close to finishing glowing",10,-4.4,7.2062,8.6174,7.9262,3.1203,,,,96,Ê336,-Ê46099,-Ê45763,Ê0,Ê97,Ê46196,245.8,197.2,-45763
2.5,2,9,ARPA,HP,2020,September,,26,50,,1,0,277.3,229.9,282.7,257.8,,10,-4.4,7.1367,7.8544,7.498,2.369,,,,98.64378633,Ê53,Ê0,Ê53,Ê27,Ê131,Ê104,257.2,222.5,69
2.5,2,10,ARPA,HP,2020,September,labelled as 2.4 - 10,24,58,,1,0,263.7,212,269.1,222.2,,10,-4.95,7.2223,8.8316,8.0812,3.14,,,,87.36756316,Ê92,Ê0,Ê92,Ê7,Ê269,Ê262,257.6,219.4,95
1.1,1,1,CADE,HP,2020,September,,23,57,42,1,1,238.7,204.8,244.1,268,,10,-0.78,7.2258,9.2901,8.1025,4.2205,,,,135.4625299,Ê50,Ê12,Ê62,Ê27,Ê347,Ê308,239.4,221.2,67
1.1,1,2,CADE,HP,2020,September,,21,68,0,0,1,,,,,gpe,10,-1.59,7.2075,8.5754,7.8507,3.0636,,,,112.6710199,Ê92,-Ê32470,-Ê32378,Ê0,Ê380,Ê32850,261.3,206.1,-32378
1.1,1,3,CADE,HP,2020,September,,24,56,50,1,1,241.4,211.2,261.9,316.3,,10,-2.13,6.1751,8.5548,7.3418,4.2486,,,,103.968458,Ê38,Ê7,Ê45,Ê18,Ê111,Ê86,293.8,230.4,46
1.1,1,4,CADE,HP,2020,September,"should be B 01544, but is missing",25,52,,1,1,289.5,255.2,294.6,289.9,,10,-1.87,6.1894,7.3595,6.7763,3.6044,,,,99.36956892,Ê60,Ê22,Ê82,Ê11,Ê92,Ê59,289.3,226.6,83
1.1,1,5,CADE,HP,2020,September,,26,50,42,1,1,276.4,220.2, ,298.6,,10,-1.8,6.2031,8.2949,7.2144,3.7027,,,,106.8426777,Ê81,Ê22,Ê103,Ê16,Ê116,Ê78,261.9,226.8,104
