sample,site,round,spp,model,year,month,video.notes,ambient.temp,ambient.humidity,fh,ignition,glow,ignition.temp,ignition.temp.higher,temp.max,temp.max.higher,video.notes,sample.length,mpa,bottle.wt,fresh.wt,dry.wt,sample.wt,prop.new,prop.new.lfm,lfm.notes,lfm,start.temp,temp.start.higher,ttms,ttfg,gti,tti,fd,gd,pfg
1.2,1,3,CADE,HP,2020,September,,24,55,34,1,0,263.9,212.5,303.5,260.7,,10,-1.11,6.1498,7.7476,6.9668,3.5204,,,,95.56915545,274.1,238.4,50.00,43.00,0.00,43.00,22.00,115.00,93.00
1.2,1,4,CADE,HP,2020,September,,22,60,46,1,0,255.7,196.8,269,241.5,,10,-1.56,6.1862,7.557,6.8375,4.8694,,,,110.471365,254.8,205.4,89.00,88.00,0.00,88.00,14.00,229.00,215.00
1.2,1,5,CADE,HP,2020,September,,26,49,46,1,1,253.5,211.8,261.2,239.6,,10,-1.54,6.1155,7.7002,6.8077,3.2623,,,,128.9367235,239,209.3,79.00,73.00,6.00,79.00,11.00,84.00,67.00
1.2,1,6,CADE,HP,2020,September,,23,58,,1,0,278.3,189.8,293.3,268,,10,-2.09,7.1306,8.5069,7.8393,4.9866,,,,94.20064908,249.9,198,73.00,70.00,0.00,70.00,21.00,148.00,127.00
1.2,1,7,CADE,HP,2020,September,,23,59,,1,0,261.8,216.7,277.8,247.4,,10,-2.79,7.2831,8.3337,7.8301,2.6419,,,,92.06581353,258.2,220.2,46.00,45.00,0.00,45.00,15.00,103.00,88.00
1.2,1,8,CADE,HP,2020,September,,24,58,,1,1,262.3,213.7,270.8,223.9,,10,-3.35,6.1489,6.8038,6.4919,2.2652,,,,90.93294461,261.1,217.9,59.00,47.00,10.00,57.00,10.00,76.00,56.00
1.2,1,9,CADE,HP,2020,September,,25,58,,1,0,260.8,217.2,288.1,254.7,,10,-3.97,6.1885,7.4496,6.9152,2.6519,,,,73.5379111,266.4,216.9,40.00,39.00,0.00,39.00,23.00,81.00,58.00
1.3,1,1,CADE,HP,2020,September,,25,52,47,1,1,241.7,213.6,249,249,,10,-0.46,7.1772,9.6084,8.1692,4.2027,,,,145.0806452,240.9,218.5,85.00,73.00,11.00,84.00,14.00,188.00,163.00
1.3,1,2,CADE,HP,2020,September,,22,63,,1,1,247.5,195,348.6,327.4,,10,-2.07,7.22,8.6211,7.9242,5.154,,,,98.96336268,251.5,200.8,86.00,81.00,4.00,85.00,18.00,191.00,169.00
1.3,1,3,CADE,HP,2020,September,,24,55,30,1,0,278.9,218.9,289.8,235.9,,10,-1.83,6.1821,7.8969,6.995,3.5417,,,,110.9484561,276.7,225.5,61.00,61.00,0.00,61.00,31.00,75.00,44.00
1.3,1,4,CADE,HP,2020,September,,25,52,42,1,0,332.5,216.4,323.7,272.2,,10,-1.74,6.1687,7.0573,6.9855,4.4676,,,,8.790401567,278.9,228.3,76.00,75.00,0.00,75.00,33.00,174.00,141.00
1.3,1,5,CADE,HP,2020,September,,26,50,44,1,1,256.6,212.9,284.1,302.2,,10,-2.25,6.1574,8.3363,7.2274,4.2955,,,,103.635514,235.4,216.8,96.00,83.00,12.00,95.00,20.00,148.00,116.00
1.3,1,6,CADE,HP,2020,September,,21,66,,1,1,,,,,thermocoupler turned off for ignition and after ignition,10,-2.46,7.177,8.7898,7.9475,3.6972,,,,109.3186243,255.2,210.3,105.00,59.00,46.00,105.00,11.00,122.00,65.00
1.3,1,7,CADE,HP,2020,September,,23,59,,1,0,264,213.9,280.1,242.2,,10,-3.47,7.2201,8.4936,7.9003,3.3139,,,,87.22434578,263.3,220.1,57.00,55.00,0.00,55.00,20.00,179.00,159.00
1.3,1,8,CADE,HP,2020,September,,24,59,,1,0,265.3,214.5,275.7,232,,10,-3.25,6.1818,7.0741,6.6555,2.5576,,,,88.36816551,264.8,220,56.00,54.00,0.00,54.00,19.00,108.00,89.00
1.3,1,9,CADE,HP,2020,September,,24,58,,1,0,266.3,218.2,328.3,306,,10,-5.59,6.1686,7.6809,7.1381,2.8788,,,,55.98762249,270.1,231.8,49.00,44.00,0.00,44.00,42.00,89.00,47.00
1.4,1,1,CADE,HP,2020,September,,25,52,37,1,1,246.4,208.5,253,235.3,glow ended before16:51:32,10,-0.29,7.1959,8.7782,7.8917,5.6054,,,,127.4073009,239,215.4,94.00,51.00,42.00,93.00,27.00,118.00,49.00
1.4,1,2,CADE,HP,2020,September,,24,53,,1,0,276.9,220.6,344.7,275.3,,10,-1.07,7.2284,8.5785,7.8866,5.501,,,,105.1200243,281.7,229.2,79.00,76.00,0.00,76.00,20.00,131.00,111.00
1.4,1,3,CADE,HP,2020,September,,24,55,39,1,1,290.5,218.4,301.3,250.8,,10,-1.45,6.1528,7.5766,6.858,4.092,,,,101.9001702,272.6,220.1,76.00,49.00,27.00,76.00,15.00,104.00,62.00
1.4,1,4,CADE,HP,2020,September,,23,58,44,1,0,262.4,199.3,288.5,259.9,glow continued with tiny piece that fell through mesh directly onto hotplate until past14:22:12,10,-1.55,6.1133,7.0573,6.5675,4.4676,,,,107.8379568,247.4,203.1,96.00,95.00,0.00,95.00,16.00,85.00,69.00
1.4,1,5,CADE,HP,2020,September,,26,51,41,1,0,254.3,209.9,273.5,297.7,,10,-1.77,6.0885,7.9722,7.0022,4.4372,,,,106.1617599,246,217.7,89.00,89.00,0.00,89.00,21.00,128.00,107.00
1.4,1,6,CADE,HP,2020,September,,23,57,,1,0,248.5,184.9,260.9,267.5,,10,-2.16,7.1959,8.6632,7.9022,5.0169,,,,107.7445845,249,191.1,86.00,66.00,0.00,66.00,49.00,270.00,221.00
1.4,1,7,CADE,HP,2020,September,,23,58,,1,1,258.5,212.8,273.4,239.2,,10,-3.78,7.2276,8.0995,7.7073,2.897,,,,81.75943298,240.1,208,66.00,49.00,15.00,64.00,30.00,90.00,45.00
1.4,1,8,CADE,HP,2020,September,,24,59,,1,1,260.9,209.1,303.4,286,,10,-4.21,6.1526,7.4286,6.8493,4.9628,,,,83.14913162,255,216.8,71.00,62.00,6.00,68.00,22.00,112.00,84.00
1.5,1,1,CADE,HP,2020,September,,25,52,47,1,1,241.4,204.1,254.7,242.8,,10,-0.54,7.2047,8.8748,7.9363,3.4818,,,,128.2804811,239.2,216.1,66.00,33.00,32.00,65.00,32.00,107.00,43.00
1.5,1,2,CADE,HP,2020,September,,24,54,50,1,0,273,220.6,303.1,239.2,,10,-1.07,7.176,8.4867,7.7866,3.2861,,,,114.6577137,286.8,229.2,43.00,42.00,0.00,42.00,16.00,73.00,57.00
1.5,1,3,CADE,HP,2020,September,Missing lower,24,55,,1,0,261.5,229.4,333.2,316.3,,10,-1.06,6.1305,7.3624,6.673,4.0333,,,,127.078341,285.4,228.6,55.00,54.00,0.00,54.00,14.00,237.00,223.00
1.5,1,4,CADE,HP,2020,September,,23,56,0,0,1,,,,,"gpe, sample not quite as ""full"" as the others",10,-1.64,6.1372,7.1867,6.6437,3.1839,,,,107.2063179,254.2,204.5,-51810.00,198.00,-52008.00,-51810.00,0.00,313.00,52321.00
1.5,1,5,CADE,HP,2020,September,,25,51,37,1,0,258.9,220.1,261.8,264.8,,10,-1.57,6.1579,8.0181,7.0548,2.5279,,,,107.403278,256,219.3,69.00,66.00,0.00,66.00,15.00,55.00,40.00
1.5,1,6,CADE,HP,2020,September,,23,56,,1,0,264.5,205.3,275.6,246.2,piece of sample fell through mesh and continued to glow directly atop hot plate,10,-2.37,7.2049,8.9871,8.1241,4.5937,,,,93.88598782,245.2,202.5,88.00,85.00,0.00,85.00,24.00,130.00,106.00
1.5,1,7,CADE,HP,2020,September,,23,59,,1,0,254.7,213,280,246.8,,10,-2.89,7.1751,8.0963,7.6469,4.1329,,,,95.25222552,260.6,220.1,73.00,67.00,0.00,67.00,26.00,105.00,79.00
1.5,1,8,CADE,HP,2020,September,,24,59,,1,1,254.1,210.4,327.7,309.3,,10,-3.55,6.1326,7.3973,6.7891,3.9056,,,,92.64280274,260.5,214,73.00,69.00,2.00,71.00,16.00,81.00,63.00
1.5,1,9,CADE,HP,2020,September,,24,58,,1,0,260.5,211.3,271.3,228.2,,10,-3.99,6.1367,7.2431,6.7627,3.3375,,,,76.74121406,257.4,213,75.00,73.00,0.00,73.00,15.00,60.00,45.00
1.6,1,1,CADE,HP,2020,September,,25,51,44,1,0,243.6,203.3,255.9,255.6,,10,-0.275,7.1406,8.6953,7.8146,5.1837,,,,130.6676558,225.8,206.8,80.00,79.00,0.00,79.00,47.00,212.00,165.00
1.6,1,2,CADE,HP,2020,September,,24,55,45,1,0,265,217.9,236.3,271.4,,10,-0.096,7.2544,9.3545,8.0518,2.5536,,,,163.3684475,242.6,224.8,62.00,59.00,0.00,59.00,23.00,88.00,65.00
1.6,1,3,CADE,HP,2020,September,Missing lower,24,55,,1,0,270.2,225.3,337.2,270.6,,10,-1.54,6.1829,6.9129,6.5364,2.4374,,,,106.5063649,289.8,226.4,50.00,47.00,0.00,47.00,25.00,48.00,23.00
1.6,1,4,CADE,HP,2020,September,,24,55,46,1,0,287,211.9,292.3,302,,10,-1.72,6.1472,7.3119,6.7682,5.04,,,,87.55233494,242.8,199.5,88.00,87.00,0.00,87.00,20.00,187.00,167.00
1.6,1,5,CADE,HP,2020,September,,25,52,36,1,0,252.4,210.3,285,280.4,lower video very blurry (tough to tell flam. height),10,-1.9,6.1588,7.8842,6.9819,3.7207,,,,109.6221601,251.5,219.4,57.00,55.00,0.00,55.00,26.00,76.00,50.00
1.6,1,6,CADE,HP,2020,September,,23,55,,1,1,285.8,212.9,283.1,255,,10,-1.89,7.1408,8.1188,7.6312,3.8053,,,,99.42903752,256.1,206.7,76.00,66.00,9.00,75.00,27.00,79.00,43.00
1.6,1,7,CADE,HP,2020,September,,23,58,,1,0,252.9,207.4,262.9,220.5,,10,-2.75,7.2589,8.7857,8.033,3.1643,,,,97.23549929,247.7,213.2,72.00,71.00,0.00,71.00,14.00,185.00,171.00
1.6,1,8,CADE,HP,2020,September,,23,60,,1,1,260.8,212.7,300.7,248.4,,10,-3.15,6.1828,7.5978,6.9488,4.229,,,,84.72584856,262.3,219,61.00,51.00,4.00,55.00,21.00,88.00,63.00
1.6,1,9,CADE,HP,2020,September,,24,59,,1,0,249.8,207.3,356.4,291,,10,-4.08,6.1477,7.1664,6.7131,4.3118,,,,80.17332862,259.9,215.3,67.00,63.00,0.00,63.00,22.00,74.00,52.00
2.1,2,1,CADE,HP,2020,September,,26,50,32,1,0,255.4,214,261.3,246.2,,10,-0.53,7.1909,8.5512,7.7993,3.2343,,,,123.5864563,246.6,224.7,63.00,59.00,0.00,59.00,19.00,120.00,101.00
2.1,2,2,CADE,HP,2020,September,,24,56,,1,1,249.5,221.3,252,232.7,,10,-2.1,7.1737,9.4777,8.0653,2.2044,,,,158.4118439,244.9,223.4,65.00,61.00,3.00,64.00,9.00,67.00,55.00
2.1,2,3,CADE,HP,2020,September,,24,55,33,1,0,288.1,219.8,294.4,238,,10,-1.69,6.1848,7.912,6.9326,3.4101,,,,130.9708478,286.4,226,66.00,65.00,0.00,65.00,13.00,52.00,39.00
2.1,2,4,CADE,HP,2020,September,,24,55,40,1,0,299.6,217.8,342.2,282.9,,10,-2.31,6.1659,7.407,6.7258,2.3474,,,,121.664583,286.8,222.7,57.00,55.00,0.00,55.00,9.00,77.00,68.00
2.1,2,5,CADE,HP,2020,September,,24,53,39,1,0,266.2,222.1,273.6,252.9,,10,-2.26,6.2117,7.4582,6.7954,3.379,,,,113.5514819,257.3,217,108.00,106.00,0.00,106.00,10.00,67.00,57.00
2.1,2,6,CADE,HP,2020,September,,21,66,,1,0,230.9,193.5,251.6,214.9,,10,-2.81,7.1909,8.21,7.6258,3.2133,,,,134.329731,231.6,197.1,71.00,70.00,0.00,70.00,12.00,161.00,149.00
2.1,2,7,CADE,HP,2020,September,,23,57,,1,1,251.1,203.1,262.4,214.3,,10,-3.13,7.1709,8.0044,7.568,2.1704,,,,109.8967514,241.2,208.3,69.00,50.00,18.00,68.00,11.00,132.00,103.00
2.1,2,8,CADE,HP,2020,September,,23,60,,1,0,259.4,216,272.3,233.8,,10,-4.33,6.1841,6.9618,6.6193,2.2494,,,,78.69944853,266.7,224,44.00,39.00,0.00,39.00,20.00,58.00,38.00
2.2,2,1,CADE,HP,2020,September,,26,49,43,1,0,,,,,"gpe, thermocoupler turned off whole time; glow time looks to be close to done",10,-0.31,7.1828,8.6829,7.8263,3.2268,,,,133.1157731,,,62.00,62.00,0.00,62.00,13.00,139.00,126.00
2.2,2,2,CADE,HP,2020,September,,24,56,,1,0,246.2,218.5,250.5,253.9,,10,-1.6,7.2148,8.7264,7.919,2.3342,,,,114.6549276,247.7,221.7,54.00,54.00,0.00,54.00,14.00,169.00,155.00
2.2,2,3,CADE,HP,2020,September,,24,55,44,1,0,283,219.9,292.1,235,glow time long due to ~2cm piece of plant hanging off of wire mesh that did not ignite,10,-1.64,6.1665,7.4477,6.7761,3.011,,,,110.1706037,283,223.3,55.00,54.00,0.00,54.00,19.00,180.00,161.00
2.2,2,4,CADE,HP,2020,September,,24,54,50,1,0,279.5,216.2,288.4,241.7,,10,-2.48,6.1567,7.1185,6.6156,2.7386,,,,109.5881456,290.5,216.4,57.00,55.00,0.00,55.00,32.00,109.00,77.00
2.2,2,5,CADE,HP,2020,September,A0187 empty,24,53,0,0,1,,,,,gpe,10,-1.78,6.1869,7.1864,6.6525,3.5885,,,,114.669244,255.7,223,-74600.00,66.00,-74666.00,-74600.00,0.00,301.00,74967.00
2.2,2,6,CADE,HP,2020,September,,23,55,,1,0,277.5,218.2,277.5,235.4,,10,-1.75,7.1823,8.2225,7.8393,2.7076,,,,58.32572298,254.4,209.3,114.00,112.00,0.00,112.00,14.00,66.00,52.00
2.2,2,7,CADE,HP,2020,September,,23,57,,1,1,254.3,208.8,262,222.2,glow time continued onto next video,10,-2.95,7.2142,8.1285,7.6735,2.3563,,,,99.06379273,254.5,217.6,64.00,60.00,0.00,60.00,14.00,268.00,254.00
2.2,2,8,CADE,HP,2020,September,,23,61,,1,1,272,220.7,281.9,237.7,,10,-4.79,6.1659,7.126,6.7265,2.1786,,,,71.26293257,269.7,221.7,83.00,70.00,9.00,79.00,14.00,128.00,105.00
2.3,2,1,CADE,HP,2020,September,,26,48,46,1,0,,,,,thermocoupler turned off whole time,10,-0.5,7.236,8.889,7.9395,3.3071,,,,134.9680171,,,75.00,75.00,0.00,75.00,15.00,57.00,42.00
2.3,2,2,CADE,HP,2020,September,,23,57,,3,0,242.7,211.8,246.8,239.8,2nd ignition:21:47:05 to21:47:14 w max temps of248.5 and238.1; 3rd ignition:21:47:18 to21:47:23 w max temps of248 and236.4,10,-1.19,7.203,9.1232,7.9928,4.2613,,,,143.1248417,237.9,219.9,70.00,68.00,0.00,68.00,9.00,254.00,245.00
2.3,2,3,CADE,HP,2020,September,,24,55,38,1,0,290.5,220.3,331.3,288.9,glow time long due to ~2cm piece of plant hanging off of wire mesh that did not ignite,10,-1.5,6.1529,7.3123,6.657,3.0826,,,,129.9940488,280.6,230.3,63.00,61.00,0.00,61.00,20.00,167.00,147.00
2.3,2,4,CADE,HP,2020,September,,24,53,41,1,0,325.1,219.8,332,251.4,,10,-1.68,6.1716,7.8953,6.8991,3.6288,,,,136.9347079,288.6,226.8,101.00,99.00,0.00,99.00,9.00,68.00,59.00
2.3,2,5,CADE,HP,2020,September,B0195 empty,23,58,32,2,1,246,220.9,238,215.3,,10,-1.86,6.1768,8.8741,7.3007,3.4403,,,,139.9946614,218.8,193.9,479.00,368.00,107.00,475.00,21.00,293.00,165.00
2.3,2,6,CADE,HP,2020,September,,24,54,,1,0,268.4,212.3,279.5,249.5,,10,-2.04,7.2365,8.3699,7.7769,3.3739,,,,109.7335307,258.4,212.9,66.00,64.00,0.00,64.00,13.00,84.00,71.00
2.3,2,7,CADE,HP,2020,September,,23,58,,1,1,246.3,208.9,440.8,300.1,,10,-2.59,7.2025,8.6466,7.9384,2.8635,,,,96.23590162,258.4,216.3,60.00,47.00,10.00,57.00,25.00,104.00,69.00
2.3,2,8,CADE,HP,2020,September,,24,60,,1,0,268.9,218.5,274.1,226,,10,-2.58,6.1531,6.8588,6.4912,2.6204,,,,108.7252292,265.7,221.8,72.00,69.00,0.00,69.00,18.00,87.00,69.00
2.3,2,9,CADE,HP,2020,September,,24,58,,1,0,265.7,218.7,279.6,258.7,,10,-3.33,6.171,7.6075,6.9239,2.5803,,,,90.79559038,260,222.5,48.00,47.00,0.00,47.00,22.00,185.00,163.00
2.4,2,1,CADE,HP,2020,September,,26,48,,1,1,255.1,224.5,260.2,254,,10,-0.47,7.2005,9.1601,8.0467,2.9855,,,,131.5764595,256.8,227.5,58.00,52.00,5.00,57.00,14.00,133.00,114.00
2.4,2,2,CADE,HP,2020,September,,23,58,24,2,0,237.7,211.2,241.7,224.7,"2nd ignition:21:42:49 to21:43:18 w\ max temps of243 and237.4; thermocoupler turned off at ignition, temps at ignition from2 seconds after ignition; flame spread took very long time (over course of two ignitions to spread to full length of sample)",10,-2.1,7.2081,8.488,7.8606,3.3052,,,,96.1532567,238.5,219.8,92.00,50.00,0.00,50.00,12.00,99.00,87.00
2.4,2,3,CADE,HP,2020,September,B0144:0s vid,24,55,42,1,0,298.5,219.9,387.5,299.9,,10,-2.43,6.1482,7.1819,6.633,3.1212,,,,113.2219472,302.9,232.1,48.00,46.00,0.00,46.00,24.00,200.00,176.00
2.4,2,4,CADE,HP,2020,September,,24,53,42,1,0,289.7,216.8,294.1,244,,10,-2.51,6.2138,7.1883,6.7053,2.1204,,,,98.2706002,284.5,220.4,51.00,50.00,0.00,50.00,10.00,134.00,124.00
2.4,2,5,CADE,HP,2020,September,,23,58,31,2,0,207.8,197.1,212.6,211.5,,10,-1.42,6.1773,7.6801,6.8327,4.0327,,,,129.295087,228.6,195.4,376.00,-40261.00,40630.00,369.00,16.00,40737.00,91.00
2.4,2,6,CADE,HP,2020,September,,22,64,,1,0,241.4,200.2,248.6,214.1,,10,-3.11,7.2003,8.8651,7.6169,2.1932,,,,299.6159386,237.6,203.7,62.00,61.00,0.00,61.00,13.00,170.00,157.00
2.4,2,7,CADE,HP,2020,September,,23,58,,1,1,262.9,208.8,271.9,226.2,,10,-3.35,7.2074,8.0179,7.6134,2.9607,,,,99.63054187,258.7,214.4,51.00,46.00,3.00,49.00,17.00,111.00,91.00
2.4,2,8,CADE,HP,2020,September,,23,61,,1,1,264.8,217,273,223.9,,10,-4.13,6.1497,7.0229,6.6343,2.535,,,,80.1898473,264.9,222.7,-21551.00,29.00,17.00,46.00,15.00,127.00,95.00
2.5,2,1,CADE,HP,2020,September,,26,49,34,1,0,265.5,231.8,270.6,257.3,,10,-0.43,7.1656,8.8399,7.8349,3.0944,,,,150.1568803,252.2,227,85.00,84.00,0.00,84.00,14.00,75.00,61.00
2.5,2,2,CADE,HP,2020,September,,23,59,44,1,0,234.7,213.7,243.5,241.3,,10,-1.56,7.2404,8.4694,7.7733,3.4518,,,,130.6248827,236.2,223.8,62.00,62.00,0.00,62.00,26.00,63.00,37.00
2.5,2,3,CADE,HP,2020,September,,24,55,40,1,0,300.4,228.8,306,259.2,"~3cm hanging off the edge did not ignite, may have prolonged glow duration; glow continued to12:09:27 on tiny piece that fell through mesh directly onto hot plate",7,-1.78,6.1361,7.8009,6.8578,3.2632,,,,130.6775669,307.3,236.6,75.00,74.00,0.00,74.00,13.00,199.00,186.00
2.5,2,4,CADE,HP,2020,September,,25,52,39,1,1,328.3,227.5,333.9,277.7,,10,-2.06,6.1786,7.4617,6.7667,2.8818,,,,118.1771808,303.6,222.8,67.00,52.00,15.00,67.00,7.00,127.00,105.00
2.5,2,5,CADE,HP,2020,September,,23,56,44,1,1,213.9,187.5,213.7,197.3,,10,-2.05,6.1557,7.2052,6.6314,2.5379,,,,120.6222409,230.7,195.6,89.00,80.00,7.00,87.00,21.00,53.00,25.00
2.5,2,6,CADE,HP,2020,September,,22,63,,1,0,242.2,202.3,278.3,232.3,,10,-3.39,7.1653,8.4946,7.8247,3.1073,,,,101.5923567,249.1,210.3,62.00,61.00,0.00,61.00,23.00,195.00,172.00
2.5,2,7,CADE,HP,2020,September,,23,57,,1,1,259.5,210.9,271.4,252.6,,10,-3.51,7.2455,8.3234,7.7492,2.3307,,,,113.9964264,241.8,215.7,62.00,44.00,14.00,58.00,18.00,178.00,146.00
2.5,2,8,CADE,HP,2020,September,,23,62,,1,0,268,219.7,276.2,230,,10,-3.26,6.1364,6.8924,6.523,1.8826,,,limited sample,95.55095706,267,221,50.00,47.00,0.00,47.00,15.00,63.00,48.00
1.1,1,1,CECO,HP,2020,September,,24,55,15,2,0,288.5,249.1,286.6,250.4,,10,-0.362,7.2471,8.338,7.6984,2.4352,,,,141.7239087,259.6,224.3,,-65810.00,66345.00,535.00,6.00,0.00,-66351.00
1.1,1,2,CECO,HP,2020,September,,24,56,0,0,1,,,,,"gpe, sample glowed a bit, but mostly just turned black",10,-0.818,7.2174,9.4119,8.1947,2.4712,,,,124.5472219,243.5,213.9,-72334.00,185.00,-72519.00,-72334.00,0.00,277.00,72796.00
1.1,1,3,CECO,HP,2020,September,,24,57,28,1,1,292.2,231.2,305.7,250.4,"glow start, ignition due to touching pilot flame",10,-3.595,7.227,8.2906,7.7852,2.4874,,,,90.54102472,280,230.9,113.00,107.00,0.00,107.00,29.00,126.00,97.00
1.1,1,4,CECO,HP,2020,September,,24,56,0,0,1,,,,,gpe,10,-2.148,7.2657,8.6386,7.8735,1.9367,,,,125.8802238,282.7,237.5,-43150.00,248.00,-43398.00,-43150.00,0.00,370.00,43768.00
1.1,1,5,CECO,HP,2020,September,,25,52,0,0,1,,,,,gpe,10,-4.881,6.1523,7.734,7.0483,2.0268,,,,76.52901786,238.4,227.7,-67808.00,88.00,-67896.00,-67808.00,0.00,364.00,68260.00
1.1,1,6,CECO,HP,2020,September,,22,63,0,0,1,,,,,,10,-2.62,6.1484,6.8455,6.4776,2.4468,,,,111.7557716,278.6,237.3,-41426.00,274.00,-41700.00,-41426.00,0.00,128.00,41828.00
1.1,1,7,CECO,HP,2020,September,,23,63,0,0,1,,,,,gpe,10,-4.09,7.2472,8.2168,7.7529,1.3681,,,,91.73422978,251,226.2,-64898.00,25.00,-64923.00,-64898.00,0.00,404.00,65327.00
1.1,1,8,CECO,HP,2020,September,,22,61,0,0,1,,,,,gpe,10,-3.11,7.2336,8.6918,7.96,1.9509,,,,100.7433921,260.3,226,-69670.00,111.00,-69781.00,-69670.00,0.00,331.00,70112.00
1.1,1,9,CECO,HP,2020,September,,23,64,0,0,1,,,,,only small part glowed,10,-5.178,7.1827,8.6238,7.9879,2.0812,,,,78.97416791,261.9,224.3,-54797.00,9.00,-54806.00,-54797.00,0.00,536.00,55342.00
1.1,1,10,CECO,HP,2020,September,,,,,,,,,,,,10,-4.22,7.2353,8.6379,7.9231,1.8863,,,,103.9255598,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1,1,11,CECO,HP,2020,September,,26,53,20,1,0,278.3,231.6,278.3,235.6,,10,-6.6,7.133,8.1684,7.7609,1.8694,,,,64.89886925,283.8,229,22.00,20.00,0.00,20.00,9.00,480.00,471.00
1.1,1,12,CECO,HP,2020,September,,23,63,0,0,0,,,,,check upper cam for glow end,10,-10,7.2477,8.0483,7.9363,1.1565,,,,16.26488527,281.2,213.7,-50553.00,-50553.00,0.00,-50553.00,0.00,0.00,0.00
1.2,1,1,CECO,HP,2020,September,,25,54,0,0,1,,,,,,10,-0.277,7.1912,8.213,7.6461,2.5,,,,124.6207958,285.8,246.1,-66395.00,45.00,-66440.00,-66395.00,0.00,342.00,66782.00
1.2,1,2,CECO,HP,2020,September,,24,56,0,0,1,,,,,"gpe, sample touching pilot flame",10,-1.01,7.2049,8.1989,7.6775,1.688,,,,110.325857,273.8,236.8,-72835.00,44.00,-72879.00,-72835.00,0.00,383.00,73262.00
1.2,1,3,CECO,HP,2020,September,,24,57,0,0,1,,,,,"gpe, glow start by touching pilot flame",10,-3.449,7.2494,8.2314,7.8021,1.3038,,,,77.67324046,277.8,230,-36673.00,5.00,-36678.00,-36673.00,0.00,565.00,37243.00
1.2,1,4,CECO,HP,2020,September,ended on B0231,24,56,14,2,1,308.9,238.9,305.6,243.1,gpe,10,-2.132,7.2328,8.6388,7.9805,2.3144,,,,88.04333289,296,240,489.00,224.00,259.00,483.00,15.00,277.00,3.00
1.2,1,5,CECO,HP,2020,September,videos only shows blackened CECO for about14s€_,,,0,0,0,,,,,,10,-4.43,6.1715,7.0821,6.6894,1.4878,,,,75.82544893,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.2,1,6,CECO,HP,2020,September,,22,63,0,0,1,,,,,gpe,10,-5.52,6.1498,6.9978,6.6396,1.9456,,,,73.13189057,258.6,223.8,-41892.00,155.00,-42047.00,-41892.00,0.00,287.00,42334.00
1.2,1,7,CECO,HP,2020,September,,22,63,0,0,0,,,,,glow start by touching pilot flame and almost immediately ends (otherwise NOGORI),10,-5.18,7.1913,8.5569,7.9868,1.4689,,,,71.66561911,241.4,227.2,-65370.00,-65370.00,0.00,-65370.00,0.00,0.00,0.00
1.2,1,8,CECO,HP,2020,September,,23,61,22,2,0,253.7,227.6,253.2,226.8,"gpesample touching hot plate; check upper cam for start, , ",10,-2.89,7.2493,8.5506,7.9148,1.8207,,,,95.53719008,255.6,226,,-70121.00,70599.00,478.00,10.00,70609.00,0.00
1.2,1,9,CECO,HP,2020,September,,22,63,0,0,1,,,,,"gpe, glow started by touching pilot flame",10,-5.585,6.1773,6.9081,6.5927,1.4458,,,,75.92681753,290.9,230.5,-44095.00,84.00,-44179.00,-44095.00,0.00,394.00,44573.00
1.2,1,10,CECO,HP,2020,September,,23,62,0,0,1,,,,,gpe,10,-10,7.2495,8.2127,7.966,1.158,,,,34.43126308,271.4,218.3,-51030.00,34.00,-51064.00,-51030.00,0.00,396.00,51460.00
1.3,1,1,CECO,HP,2020,September,,25,54,0,0,1,,,,,"gpe, sample loaded from18:34:00 to18:34:12, starting temps recorded for18:34:00; sample being scorched by pilot flame",10,-0.341,7.2079,8.2405,7.7027,2.4092,,,,108.69038,283,245.6,-66844.00,187.00,-67031.00,-66844.00,0.00,233.00,67264.00
1.3,1,2,CECO,HP,2020,September,,24,56,0,0,0,,,,,NOGORI,10,-0.522,7.223,8.7892,7.9643,1.5498,,,,111.2774855,293,242.7,-73304.00,-73304.00,0.00,-73304.00,0.00,0.00,0.00
1.3,1,3,CECO,HP,2020,September,,24,55,12,2,1,297.5,233.6,297.1,233.6,"gpe, sample touching pilot",10,-3.611,7.2081,8.0223,7.6573,1.7058,,,,81.25556545,278.6,230.3,,4.00,575.00,579.00,4.00,587.00,8.00
1.3,1,4,CECO,HP,2020,September,,24,56,0,0,1,,,,,gpe,10,-1.45,7.2535,8.7694,8.0697,1.3757,,,,85.72653761,299.9,238.5,-44302.00,137.00,-44439.00,-44302.00,0.00,273.00,44712.00
1.3,1,5,CECO,HP,2020,September,,25,53,0,0,1,,,,,sample glowed by touching hot plate,10,-7.2,6.1484,7.3154,6.8859,1.5106,,,,58.23728814,239.1,223.3,-69238.00,7.00,-69245.00,-69238.00,0.00,102.00,69347.00
1.3,1,6,CECO,HP,2020,September,,22,63,0,0,1,,,,,gpe,10,-2.14,6.0881,7.3788,6.7083,1.989,,,,108.110287,286.6,241.4,-42344.00,6.00,-42350.00,-42344.00,0.00,470.00,42820.00
1.3,1,7,CECO,HP,2020,September,,23,63,0,0,1,,,,,gpe,10,-8.79,7.2078,8.2352,7.8549,2.0444,,,,58.76989646,253.1,220.7,-65818.00,41.00,-65859.00,-65818.00,0.00,391.00,66250.00
